ACCOUNTNUMBER,AGEBUCKET,AUA,AUM,AUMBUCKET,BILLINGCOUNTRY,BILLINGPOSTALCODE,BILLINGSTATE,CLIENTCATEGORY,CLIENTCATEGORYCUSTOM,CREATEDDATE,CUSTOMERSEGMENT,DAYSSINCELASTINTERACTION,FINANCIALINTERESTS,HELDAWAY,HOUSEHOLDCOMPUTED,HOUSEHOLDSIZE,HOUSEHOLDSIZETEXT,ID,INVESTMENTEXPERIENCE,INVESTMENTOBJECTIVES,LASTINTERACTION,LASTREVIEW,LEADORCONTACTID,MARKETINGSEGMENT,NAME,NETWORTH,NETWORTHBUCKET,NEXTREVIEW,OWNERCITY,OWNEREMAIL,OWNERID,OWNERNAME,OWNERROLENAME,OWNERSMALLPHOTOURL,OWNERSTATE,PHONE,PRIMARYCONTACTAGE,PRIMARYCONTACTANNUALINCOME,PRIMARYCONTACTEMAIL,PRIMARYCONTACTGENDER,RECORDTYPENAME,RELATIONSHIPSTARTDATE,REVIEWFREQUENCY,RISKTOLERANCE,ROLLUPHOUSEHOLDNAME,SAMPLEACCOUNT,SERVICEMODEL,TOTALAUMJOINTOWNER,TOTALAUMPRIMARYOWNER,TOTALFINACCTSJOINTOWNER,TOTALFINACCTSPRIMARYOWNER,TOTALFINANCIALACCOUNTS,TOTALHELDFINACCTSJOINTOWNER,TOTALHELDFINACCTSPRIMARYOWNER,TOTALNUMBEROFFINACCOUNTSPRIMARYOWNER,WALLETSHARE,YEARSSINCECLIENT,YEARSSINCECLIENTBUCKET,LastProcessedDate
167,3. 30-49,236697.4,255095.0,1. Less than 500K,USA,96140,CA,Platinum,1 - Platinum,2019-05-06,Long Term Growth,394,Fixed Income,236697.4,Nina Sparks,3,3,0011U00000KuFZnQAN,Experienced,Growth,2019-04-27,2019-04-11,0011U00000KulRbQAJ,Millennials,Nina Sparks,491792.4,1. Less than 500K,2019-05-26,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,320-647-7801,40,102798.0,user-167@fsc-demo.com,Male,Household,2017-05-26,Annually,None,Nina Sparks,false,Tier 3,0.0,255095.0,0.0,491792.4,491792.4,0.0,236697.4,4.0,0.48129535958668734,1,2. Between 1 and 3 years,2020-05-25
168,2. 18-29,869796.89,570805.0,2. Between 500K and 2M,USA,16475,PA,Silver,3 - Silver,2019-05-06,Long Term Growth,390,Technology,869796.89,Reese Valentine,4,4,0011U00000KuFZoQAN,Experienced,Balanced Growth,2019-05-01,2019-04-07,0011U00000KulRbQAJ,Millennials,Reese Valentine,1440601.8900000001,2. Between 500K and 2M,2019-06-02,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,358-273-4726,21,245803.0,user-168@fsc-demo.com,Male,Household,2012-11-20,Annually,Moderate,Reese Valentine,false,Tier 2,0.0,570805.0,0.0,1440601.8900000001,1440601.8900000001,0.0,869796.89,5.0,0.6037732534142378,6,4. Between 5 and 10 Years,2020-05-25
173,4. 50-69,451830.0,542919.0,2. Between 500K and 2M,USA,75926,TX,Silver,3 - Silver,2019-05-13,Mass Affluent,1,Municipal Bonds,451830.0,,0,0,0011U00000KuFZtQAN,Moderately Inexperienced,Aggressive Growth,2020-05-24,2020-05-23,0011U00000KulRbQAJ,Affluent Professionals,Alvin Franco,994749.0,2. Between 500K and 2M,2020-06-16,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,264-655-2896,63,148972.0,user-173@fsc-demo.com,Male,Person Account,2019-01-22,Annually,None,,false,Tier 2,0.0,542919.0,0.0,994749.0,994749.0,0.0,451830.0,3.0,0.45421508340294886,0,1. Less than 1 year,2020-05-25
174,4. 50-69,572837.59,344067.0,1. Less than 500K,USA,61236,IL,Silver,3 - Silver,2019-05-20,Long Term Growth,393,Energy,572837.59,,0,0,0011U00000KuFZuQAN,Experienced,Balanced Growth,2019-04-28,2019-04-27,0011U00000KulRbQAJ,Mass Market,Xenos Burks,916904.59,2. Between 500K and 2M,2019-06-10,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,456-402-8729,66,183817.0,user-174@fsc-demo.com,Male,Person Account,2015-09-01,Monthly,Aggresive,,false,Tier 3,0.0,344067.0,0.0,916904.5900000001,916904.5900000001,0.0,572837.59,4.0,0.6247515785693688,3,3. Between 3 and 5 years,2020-05-25
175,2. 18-29,674068.7,990283.0,2. Between 500K and 2M,USA,8038,NJ,Silver,3 - Silver,2019-05-20,Mass Affluent,6,Technology,674068.7,Eagan Avila,2,2,0011U00000KuFZvQAN,Moderately Experienced,Income,2020-05-19,2020-05-13,0011U00000KulRbQAJ,Millennials,Eagan Avila,1664351.7,2. Between 500K and 2M,2020-06-16,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,505-183-8373,20,90781.0,user-175@fsc-demo.com,Female,Household,2018-10-27,Annually,None,Eagan Avila,false,Tier 3,0.0,990283.0,0.0,1664351.7,1664351.7,0.0,674068.7,5.0,0.4050037621255171,0,1. Less than 1 year,2020-05-25
176,2. 18-29,606491.1,763454.0,2. Between 500K and 2M,USA,32420,FL,Gold,2 - Gold,2019-05-27,Mass Affluent,2,Municipal Bonds,606491.1,Rhoda Odom,2,2,0011U00000KuFZwQAN,Inexperienced,Growth,2020-05-23,2020-05-11,0011U00000KulRbQAJ,Affluent Professionals,Rhoda Odom,1369945.1,2. Between 500K and 2M,2020-06-21,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,523-482-8172,24,64114.0,user-176@fsc-demo.com,Male,Household,2014-10-17,Monthly,Aggresive,Rhoda Odom,false,Tier 1,0.0,763454.0,0.0,1369945.1,1369945.1,0.0,606491.1,5.0,0.44271197437035975,4,3. Between 3 and 5 years,2020-05-25
177,4. 50-69,205302.4,234179.0,1. Less than 500K,USA,49224,MI,Silver,3 - Silver,2019-05-27,Mass Affluent,374,Energy,205302.4,,0,0,0011U00000KuFZxQAN,Experienced,Income,2019-05-17,2019-05-09,0011U00000KulRbQAJ,Retired,Charissa Newton,439481.4,1. Less than 500K,2019-06-14,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,476-805-8731,56,166560.0,user-177@fsc-demo.com,Female,Individual,2016-05-20,Monthly,Conservative,,false,Tier 3,0.0,234179.0,0.0,439481.4,439481.4,0.0,205302.4,4.0,0.46714696003061784,3,3. Between 3 and 5 years,2020-05-25
178,3. 30-49,182335.0,287835.0,1. Less than 500K,USA,8037,NJ,Platinum,1 - Platinum,2019-05-27,Long Term Growth,14,Municipal Bonds,182335.0,Lucian Franklin,2,2,0011U00000KuFZyQAN,Inexperienced,Growth,2020-05-11,2020-05-11,0011U00000KulRbQAJ,Mass Market,Lucian Franklin,470170.0,1. Less than 500K,2020-06-13,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,375-734-1071,31,103316.0,user-178@fsc-demo.com,Female,Household,2017-08-26,Quarterly,Aggresive,Lucian Franklin,false,Tier 1,0.0,287835.0,0.0,470170.0,470170.0,0.0,182335.0,4.0,0.3878065380607014,1,2. Between 1 and 3 years,2020-05-25
179,2. 18-29,409198.0,280162.0,1. Less than 500K,USA,48101,MI,Gold,2 - Gold,2019-05-27,Long Term Growth,380,Technology,409198.0,,0,0,0011U00000KuFZzQAN,Moderately Inexperienced,Income,2019-05-11,2019-04-28,0011U00000KulRbQAJ,Affluent Professionals,Barbara Whitfield,689360.0,2. Between 500K and 2M,2019-06-18,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,543-203-6773,25,182387.0,user-179@fsc-demo.com,Female,Individual,2018-04-25,Annually,Moderate,,false,Tier 3,0.0,280162.0,0.0,689360.0,689360.0,0.0,409198.0,4.0,0.5935911570152025,1,2. Between 1 and 3 years,2020-05-25
180,4. 50-69,119738.0,84897.0,1. Less than 500K,USA,15411,PA,Gold,2 - Gold,2019-05-27,Mass Affluent,377,Fixed Income,119738.0,,0,0,0011U00000KuFa0QAF,Inexperienced,Balanced Growth,2019-05-14,2019-05-13,0011U00000KulRbQAJ,Retired,Kelsie Byers,204635.0,1. Less than 500K,2019-06-16,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,480-982-2476,53,217214.0,user-180@fsc-demo.com,Female,Individual,2017-11-02,Annually,Conservative,,false,Tier 1,0.0,84897.0,0.0,204635.0,204635.0,0.0,119738.0,3.0,0.5851296210325702,1,2. Between 1 and 3 years,2020-05-25
181,2. 18-29,754233.0,123265.0,1. Less than 500K,USA,16401,PA,Platinum,1 - Platinum,2019-06-03,Long Term Growth,357,Retirement,754233.0,Kiayada Francis,2,2,0011U00000KuFa1QAF,Experienced,Growth,2019-06-03,2019-05-11,0011U00000KulRbQAJ,Retired,Kiayada Francis,877498.0,2. Between 500K and 2M,2019-06-18,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,505-243-5806,29,136757.0,user-181@fsc-demo.com,Female,Household,2012-01-31,Monthly,Moderate,Kiayada Francis,false,Tier 1,0.0,123265.0,0.0,877498.0,877498.0,0.0,754233.0,4.0,0.8595267453601034,7,4. Between 5 and 10 Years,2020-05-25
182,2. 18-29,359173.1,338892.0,1. Less than 500K,USA,48003,MI,Silver,3 - Silver,2019-06-03,Long Term Growth,358,Retirement,359173.1,Oliver Tanner,2,2,0011U00000KuFa2QAF,Inexperienced,Growth,2019-06-02,2019-05-13,0011U00000KulRbQAJ,High Net Worth Families,Oliver Tanner,698065.1,2. Between 500K and 2M,2019-06-24,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,436-942-9783,18,206727.0,user-182@fsc-demo.com,Female,Household,2012-06-07,Annually,Conservative,Oliver Tanner,false,Tier 1,0.0,338892.0,0.0,698065.1,698065.1,0.0,359173.1,4.0,0.5145266537461907,6,4. Between 5 and 10 Years,2020-05-25
184,3. 30-49,272356.69999999995,220391.0,1. Less than 500K,USA,61238,IL,Platinum,1 - Platinum,2019-06-10,Long Term Growth,351,Retirement,272356.69999999995,Wanda Harrell,4,4,0011U00000KuFa4QAF,Experienced,Balanced Growth,2019-06-09,2019-05-30,0011U00000KulRbQAJ,Mass Market,Wanda Harrell,492747.69999999995,1. Less than 500K,2019-07-08,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,499-340-6923,30,56160.0,user-184@fsc-demo.com,Female,Household,2010-07-05,Annually,None,Wanda Harrell,false,Tier 1,0.0,220391.0,0.0,492747.69999999995,492747.69999999995,0.0,272356.69999999995,5.0,0.5527305353226407,8,4. Between 5 and 10 Years,2020-05-25
186,4. 50-69,244944.0,27202.0,1. Less than 500K,USA,75925,TX,Gold,2 - Gold,2019-06-10,Long Term Growth,352,Energy,244944.0,Jason Blanchard,4,4,0011U00000KuFa6QAF,Inexperienced,Aggressive Growth,2019-06-08,2019-06-04,0011U00000KulRbQAJ,Millennials,Jason Blanchard,272146.0,1. Less than 500K,2019-07-07,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,537-818-9689,65,200507.0,user-186@fsc-demo.com,Male,Household,2019-02-13,Quarterly,Conservative,Jason Blanchard,false,Tier 2,0.0,27202.0,0.0,272146.0,272146.0,0.0,244944.0,2.0,0.9000462986779155,0,1. Less than 1 year,2020-05-25
189,2. 18-29,508821.92,605249.0,2. Between 500K and 2M,USA,10454,NY,Gold,2 - Gold,2019-06-24,Mass Affluent,5,Fixed Income,508821.92,,0,0,0011U00000KuFa9QAF,Moderately Inexperienced,Balanced Growth,2020-05-20,2020-05-04,0011U00000KulRbQAJ,Affluent Professionals,Paki Johns,1114070.92,2. Between 500K and 2M,2020-06-19,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,490-236-1381,28,126872.0,user-189@fsc-demo.com,Male,Individual,2010-08-05,Monthly,Conservative,,false,Tier 1,0.0,605249.0,0.0,1114070.92,1114070.92,0.0,508821.92,4.0,0.4567230962280211,8,4. Between 5 and 10 Years,2020-05-25
191,4. 50-69,276362.4,390011.0,1. Less than 500K,USA,96104,CA,Silver,3 - Silver,2019-07-08,Long Term Growth,13,Fixed Income,276362.4,Hope Peck,2,2,0011U00000KuFaBQAV,Moderately Experienced,Growth,2020-05-12,2020-05-01,0011U00000KulRbQAJ,Mass Market,Hope Peck,666373.4,2. Between 500K and 2M,2020-06-21,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,336-649-6576,61,206437.0,user-191@fsc-demo.com,Male,Household,2013-06-19,Annually,Aggresive,Hope Peck,false,Tier 2,0.0,390011.0,0.0,666373.4,666373.4,0.0,276362.4,4.0,0.41472603798410923,6,4. Between 5 and 10 Years,2020-05-25
193,2. 18-29,266874.0,145271.0,1. Less than 500K,USA,10451,NY,Gold,2 - Gold,2019-07-08,Long Term Growth,336,College Planning,266874.0,,0,0,0011U00000KuFaDQAV,Inexperienced,Growth,2019-06-24,2019-06-24,0011U00000KulRbQAJ,Mass Market,Maxine Rivera,412145.0,1. Less than 500K,2019-08-04,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,249-954-3409,19,108467.0,user-193@fsc-demo.com,Female,Person Account,2015-03-20,Quarterly,Aggresive,,false,Tier 2,0.0,145271.0,0.0,412145.0,412145.0,0.0,266874.0,3.0,0.6475245362675758,4,3. Between 3 and 5 years,2020-05-25
196,3. 30-49,309852.0,223413.0,1. Less than 500K,USA,75925,TX,Gold,2 - Gold,2019-07-15,Mass Affluent,344,Energy,309852.0,,0,0,0011U00000KuFaGQAV,Moderately Experienced,Growth,2019-06-16,2019-06-15,0011U00000KulRbQAJ,High Net Worth Families,Noelani Phelps,533265.0,2. Between 500K and 2M,2019-07-31,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,491-496-6001,32,224117.0,user-196@fsc-demo.com,Male,Person Account,2018-08-06,Monthly,Conservative,,false,Tier 1,0.0,223413.0,0.0,533265.0,533265.0,0.0,309852.0,4.0,0.5810469466400383,0,1. Less than 1 year,2020-05-25
198,4. 50-69,255181.0,279320.0,1. Less than 500K,USA,48003,MI,Silver,3 - Silver,2019-07-22,Mass Affluent,330,College Planning,255181.0,,0,0,0011U00000KuFaIQAV,Moderately Experienced,Aggressive Growth,2019-06-30,2019-06-30,0011U00000KulRbQAJ,Retired,Arden Jordan,534501.0,2. Between 500K and 2M,2019-08-16,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,278-657-1940,56,162690.0,user-198@fsc-demo.com,Female,Individual,2012-06-07,Monthly,Conservative,,false,Tier 3,0.0,279320.0,0.0,534501.0,534501.0,0.0,255181.0,3.0,0.47741912550210386,7,4. Between 5 and 10 Years,2020-05-25
199,5. > 69,230674.0,117903.0,1. Less than 500K,USA,15310,PA,Gold,2 - Gold,2019-07-22,Mass Affluent,316,Technology,230674.0,Clinton Merrill,4,4,0011U00000KuFaJQAV,Moderately Inexperienced,Aggressive Growth,2019-07-14,2019-07-13,0011U00000KulRbQAJ,Retired,Clinton Merrill,348577.0,1. Less than 500K,2019-08-07,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,239-638-8945,72,165918.0,user-199@fsc-demo.com,Female,Household,2011-12-22,Annually,Aggresive,Clinton Merrill,false,Tier 3,0.0,117903.0,0.0,348577.0,348577.0,0.0,230674.0,3.0,0.66175909483414,7,4. Between 5 and 10 Years,2020-05-25
200,5. > 69,193722.59999999998,187700.0,1. Less than 500K,USA,96140,CA,Platinum,1 - Platinum,2019-07-22,Long Term Growth,308,Energy,193722.59999999998,,0,0,0011U00000KuFaKQAV,Inexperienced,Balanced Growth,2019-07-22,2019-07-02,0011U00000KulRbQAJ,Retired,Paki Coleman,381422.6,1. Less than 500K,2019-08-08,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,297-109-7229,73,247539.0,user-200@fsc-demo.com,Female,Person Account,2010-11-21,Quarterly,Moderate,,false,Tier 2,0.0,187700.0,0.0,381422.6,381422.6,0.0,193722.59999999998,3.0,0.5078949176058262,8,4. Between 5 and 10 Years,2020-05-25
201,4. 50-69,448326.8,378133.0,1. Less than 500K,USA,96106,CA,Gold,2 - Gold,2019-07-22,Long Term Growth,308,Technology,448326.8,,0,0,0011U00000KuFaLQAV,Moderately Inexperienced,Income,2019-07-22,2019-07-21,0011U00000KulRbQAJ,Retired,Christopher Leonard,826459.8,2. Between 500K and 2M,2019-08-10,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,248-131-3417,63,221286.0,user-201@fsc-demo.com,Female,Person Account,2015-07-22,Annually,Conservative,,false,Tier 3,0.0,378133.0,0.0,826459.8,826459.8,0.0,448326.8,5.0,0.5424665543321042,4,3. Between 3 and 5 years,2020-05-25
203,5. > 69,530912.0,224144.0,1. Less than 500K,USA,8037,NJ,Silver,3 - Silver,2019-07-29,Long Term Growth,21,Fixed Income,530912.0,,0,0,0011U00000KuFaNQAV,Moderately Inexperienced,Balanced Growth,2020-05-04,2020-05-03,0011U00000KulRbQAJ,Retired,Justina Gutierrez,755056.0,2. Between 500K and 2M,2020-05-19,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,227-702-8345,70,186274.0,user-203@fsc-demo.com,Male,Person Account,2015-10-05,Annually,None,,false,Tier 1,0.0,224144.0,0.0,755056.0,755056.0,0.0,530912.0,4.0,0.7031425483672734,3,3. Between 3 and 5 years,2020-05-25
207,3. 30-49,300325.3,268403.0,1. Less than 500K,USA,61241,IL,Silver,3 - Silver,2019-08-05,Mass Affluent,307,College Planning,300325.3,,0,0,0011U00000KuFaRQAV,Inexperienced,Aggressive Growth,2019-07-23,2019-07-14,0011U00000KulRbQAJ,High Net Worth Families,Zoe Herring,568728.3,2. Between 500K and 2M,2019-08-20,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,467-526-8835,41,228894.0,user-207@fsc-demo.com,Male,Individual,2016-01-26,Monthly,Aggresive,,false,Tier 1,0.0,268403.0,0.0,568728.3,568728.3,0.0,300325.3,4.0,0.528064631213182,3,3. Between 3 and 5 years,2020-05-25
208,4. 50-69,217651.59999999998,150117.0,1. Less than 500K,USA,8037,NJ,Gold,2 - Gold,2019-08-05,Mass Affluent,297,Municipal Bonds,217651.59999999998,,0,0,0011U00000KuFaSQAV,Moderately Inexperienced,Aggressive Growth,2019-08-02,2019-07-19,0011U00000KulRbQAJ,Affluent Professionals,Xander Howell,367768.6,1. Less than 500K,2019-08-23,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,477-881-2012,54,162005.0,user-208@fsc-demo.com,Female,Individual,2010-06-18,Monthly,Conservative,,false,Tier 2,0.0,150117.0,0.0,367768.6,367768.6,0.0,217651.59999999998,3.0,0.5918167021328085,9,4. Between 5 and 10 Years,2020-05-25
209,2. 18-29,175745.0,148722.0,1. Less than 500K,USA,16401,PA,Gold,2 - Gold,2019-08-05,Mass Affluent,304,Fixed Income,175745.0,,0,0,0011U00000KuFaTQAV,Inexperienced,Balanced Growth,2019-07-26,2019-07-08,0011U00000KulRbQAJ,Affluent Professionals,Leah Wolfe,324467.0,1. Less than 500K,2019-08-22,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,379-421-2343,18,112954.0,user-209@fsc-demo.com,Female,Person Account,2014-03-18,Monthly,Aggresive,,false,Tier 3,0.0,148722.0,0.0,324467.0,324467.0,0.0,175745.0,2.0,0.5416421392622363,5,4. Between 5 and 10 Years,2020-05-25
210,2. 18-29,265421.0,66218.0,1. Less than 500K,USA,32421,FL,Platinum,1 - Platinum,2019-08-12,Long Term Growth,289,Technology,265421.0,Hop Lindsey,4,4,0011U00000KuFaUQAV,Moderately Inexperienced,Aggressive Growth,2019-08-10,2019-08-01,0011U00000KulRbQAJ,High Net Worth Families,Hop Lindsey,331639.0,1. Less than 500K,2019-09-04,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,421-872-4240,22,234636.0,user-210@fsc-demo.com,Male,Household,2013-06-03,Quarterly,None,Hop Lindsey,false,Tier 1,0.0,66218.0,0.0,331639.0,331639.0,0.0,265421.0,3.0,0.800331082894352,6,4. Between 5 and 10 Years,2020-05-25
211,2. 18-29,501064.0,327536.0,1. Less than 500K,USA,96108,CA,Silver,3 - Silver,2019-08-12,Mass Affluent,311,Energy,501064.0,,0,0,0011U00000KuFaVQAV,Moderately Inexperienced,Income,2019-07-19,2019-07-14,0011U00000KulRbQAJ,Affluent Professionals,Graham Salazar,828600.0,2. Between 500K and 2M,2019-09-11,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,263-303-2764,20,180795.0,user-211@fsc-demo.com,Male,Person Account,2012-05-12,Monthly,Conservative,,false,Tier 1,0.0,327536.0,0.0,828600.0,828600.0,0.0,501064.0,4.0,0.6047115616702873,7,4. Between 5 and 10 Years,2020-05-25
212,3. 30-49,173166.0,390329.0,1. Less than 500K,USA,16820,PA,Gold,2 - Gold,2019-08-12,Mass Affluent,8,Technology,173166.0,,0,0,0011U00000KuFaWQAV,Inexperienced,Income,2020-05-17,2020-05-04,0011U00000KulRbQAJ,Mass Market,Chastity Stevens,563495.0,2. Between 500K and 2M,2020-06-18,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,425-244-9422,35,218113.0,user-212@fsc-demo.com,Female,Person Account,2018-03-23,Quarterly,Moderate,,false,Tier 1,0.0,390329.0,0.0,563495.0,563495.0,0.0,173166.0,4.0,0.3073070745969352,1,2. Between 1 and 3 years,2020-05-25
213,2. 18-29,564976.52,332787.0,1. Less than 500K,USA,96104,CA,Silver,3 - Silver,2019-08-12,Long Term Growth,293,Technology,564976.52,,0,0,0011U00000KuFaXQAV,Moderately Experienced,Growth,2019-08-06,2019-08-01,0011U00000KulRbQAJ,Retired,Asher Moore,897763.52,2. Between 500K and 2M,2019-09-04,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,375-738-3283,21,72675.0,user-213@fsc-demo.com,Male,Individual,2016-05-03,Quarterly,Moderate,,false,Tier 1,0.0,332787.0,0.0,897763.52,897763.52,0.0,564976.52,5.0,0.6293155239811927,3,3. Between 3 and 5 years,2020-05-25
214,5. > 69,272884.5,626719.0,2. Between 500K and 2M,USA,48002,MI,Platinum,1 - Platinum,2019-08-19,Long Term Growth,2,Retirement,272884.5,,0,0,0011U00000KuFaYQAV,Moderately Inexperienced,Income,2020-05-23,2020-05-22,0011U00000KulRbQAJ,Retired,Jael Hoffman,899603.5,2. Between 500K and 2M,2020-06-12,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,251-665-5386,70,123309.0,user-214@fsc-demo.com,Male,Person Account,2019-08-01,Annually,Aggresive,,false,Tier 2,0.0,626719.0,0.0,899603.5,899603.5,0.0,272884.5,4.0,0.303338637521975,0,1. Less than 1 year,2020-05-25
215,4. 50-69,480178.44999999995,568980.0,2. Between 500K and 2M,USA,96107,CA,Silver,3 - Silver,2019-08-19,Long Term Growth,10,Technology,480178.44999999995,Savannah Kent,3,3,0011U00000KuFaZQAV,Experienced,Aggressive Growth,2020-05-15,2020-05-12,0011U00000KulRbQAJ,High Net Worth Families,Savannah Kent,1049158.45,2. Between 500K and 2M,2020-06-20,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,532-346-4362,66,98236.0,user-215@fsc-demo.com,Male,Household,2018-11-18,Quarterly,Conservative,Savannah Kent,false,Tier 2,0.0,568980.0,0.0,1049158.45,1049158.45,0.0,480178.44999999995,4.0,0.4576796288491981,0,1. Less than 1 year,2020-05-25
218,3. 30-49,382978.39999999997,843531.0,2. Between 500K and 2M,USA,16820,PA,Platinum,1 - Platinum,2019-09-02,Long Term Growth,1,Retirement,382978.39999999997,,0,0,0011U00000KuFacQAF,Experienced,Aggressive Growth,2020-05-24,2020-05-24,0011U00000KulRbQAJ,Mass Market,Alexander Hayden,1226509.4,2. Between 500K and 2M,2020-06-10,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,436-166-3121,41,74909.0,user-218@fsc-demo.com,Female,Individual,2012-02-02,Quarterly,Moderate,,false,Tier 3,0.0,843531.0,0.0,1226509.4,1226509.4,0.0,382978.39999999997,5.0,0.31225068474811524,7,4. Between 5 and 10 Years,2020-05-25
