CAMPAIGNID,CAMPAIGNISACTIVE,CAMPAIGNNAME,CAMPAIGNSTARTDATE,CAMPAIGNSTATUS,CAMPAIGNTYPE,CONTACTEMAIL,CONTACTMOBILEPHONE,CONTACTNAME,HASRESPONDED,ID,LEADEMAIL,LEADNAME,LEADPHONE,NAME,TYPE,LastProcessedDate
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,aryannahobbs@example.com,(8543)-909-8543,Aryanna Hobbs,true,00v1U000000o1UQQAY,,,,Aryanna Hobbs,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,false,00v1U000000o1URQAY,kirablack@example.com,Kira Black,(7691)-335-7691,Kira Black,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,maryfrey@example.com,(6265)-163-6265,Mary Frey,false,00v1U000000o1USQAY,,,,Mary Frey,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,rydermills@example.com,(2224)-135-2224,Ryder Mills,true,00v1U000000o1UTQAY,,,,Ryder Mills,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,mosesschneider@example.com,(5250)-695-5250,Moses Schneider,true,00v1U000000o1UUQAY,,,,Moses Schneider,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,true,00v1U000000o1UVQAY,victormurray@example.com,Victor Murray,(4306)-874-4306,Victor Murray,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,false,00v1U000000o1UWQAY,reaganbond@example.com,Reagan Bond,(8579)-711-8579,Reagan Bond,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,shaunduran@example.com,(7115)-915-7115,Shaun Duran,false,00v1U000000o1UXQAY,,,,Shaun Duran,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,giovannyavila@example.com,(9624)-791-9624,Giovanny Avila,true,00v1U000000o1UYQAY,,,,Giovanny Avila,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,raidapotts@example.com,(4054)-318-4054,Raida Potts,true,00v1U000000o1UZQAY,,,,Raida Potts,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,alessandroparrish@example.com,(4782)-890-4782,Alessandro Parrish,true,00v1U000000o1UaQAI,,,,Alessandro Parrish,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,false,00v1U000000o1UbQAI,samaracampos@example.com,Samara Campos,(2167)-219-2167,Samara Campos,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,emmajacobson@example.com,(1294)-424-1294,Emma Jacobson,false,00v1U000000o1UcQAI,,,,Emma Jacobson,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,vancecompton@example.com,(4196)-423-4196,Vance Compton,false,00v1U000000o1UdQAI,,,,Vance Compton,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,norasandoval@example.com,(2354)-391-2354,Nora Sandoval,true,00v1U000000o1UeQAI,,,,Nora Sandoval,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,true,00v1U000000o1UfQAI,gillianreynolds@example.com,Gillian Reynolds,(4055)-776-4055,Gillian Reynolds,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,false,00v1U000003wz9XQAQ,adamscharitabletrust@example.com,Adams CharitableTrust,(7339)-845-7339,Adams CharitableTrust,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,neilsymonds@example.com,(8723)-314-8723,Neil Symonds,false,00v1U000003wz9YQAQ,,,,Neil Symonds,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,nigeladams@example.com,(2943)-121-2943,Nigel Adams,false,00v1U000003wz9ZQAQ,,,,Nigel Adams,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,"smith,kohl@example.com",(1439)-890-1439,"Smith, Kohl",false,00v1U000003wz9aQAA,,,,"Smith, Kohl",Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,true,00v1U000003wz9bQAA,kristenbeasley@example.com,Kristen Beasley,(2711)-173-2711,Kristen Beasley,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,frederickamccullough@example.com,(6583)-999-6583,Fredericka Mccullough,false,00v1U000003wz9cQAA,,,,Fredericka Mccullough,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,hedleychurch@example.com,(3562)-403-3562,Hedley Church,false,00v1U000003wz9dQAA,,,,Hedley Church,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,akeemhead@example.com,(9077)-402-9077,Akeem Head,false,00v1U000003wz9eQAA,,,,Akeem Head,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,quinncummings@example.com,(3278)-347-3278,Quinn Cummings,false,00v1U000003wz9fQAA,,,,Quinn Cummings,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,erichgrimes@example.com,(4496)-400-4496,Erich Grimes,false,00v1U000003wz9gQAA,,,,Erich Grimes,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,aquilamejia@example.com,(8323)-711-8323,Aquila Mejia,false,00v1U000003wz9hQAA,,,,Aquila Mejia,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,true,00v1U000003wz9iQAA,grantcline@example.com,Grant Cline,(1429)-370-1429,Grant Cline,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,true,00v1U000003wz9jQAA,pamelaayala@example.com,Pamela Ayala,(1172)-973-1172,Pamela Ayala,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,luciusfry@example.com,(1529)-905-1529,Lucius Fry,false,00v1U000003wz9kQAA,,,,Lucius Fry,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,false,00v1U000003wz9lQAA,penelopesolis@example.com,Penelope Solis,(4681)-324-4681,Penelope Solis,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,true,00v1U000003wz9mQAA,xanthuswilkins@example.com,Xanthus Wilkins,(5703)-508-5703,Xanthus Wilkins,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,doriannewton@example.com,(6073)-245-6073,Dorian Newton,false,00v1U000003wz9nQAA,,,,Dorian Newton,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,true,00v1U000003wz9oQAA,idolale@example.com,Idola Le,(2659)-994-2659,Idola Le,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,true,00v1U000003wz9pQAA,wadegreer@example.com,Wade Greer,(5572)-122-5572,Wade Greer,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,true,00v1U000003wz9qQAA,blazepennington@example.com,Blaze Pennington,(1051)-680-1051,Blaze Pennington,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,marvingarcia@example.com,(1414)-990-1414,Marvin Garcia,false,00v1U000003wz9rQAA,,,,Marvin Garcia,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,genevievebauer@example.com,(9404)-955-9404,Genevieve Bauer,true,00v1U000003wz9sQAA,,,,Genevieve Bauer,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,laelrutledge@example.com,(2538)-918-2538,Lael Rutledge,false,00v1U000003wz9tQAA,,,,Lael Rutledge,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,tatumholt@example.com,(3425)-546-3425,Tatum Holt,true,00v1U000003wz9uQAA,,,,Tatum Holt,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,sethfrost@example.com,(4591)-688-4591,Seth Frost,false,00v1U000003wz9vQAA,,,,Seth Frost,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,orlaweeks@example.com,(3091)-789-3091,Orla Weeks,false,00v1U000003wz9wQAA,,,,Orla Weeks,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,,,,true,00v1U000003wz9xQAA,amosmay@example.com,Amos May,(7968)-896-7968,Amos May,Lead and Referral,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,lynndavidson@example.com,(4866)-292-4866,Lynn Davidson,false,00v1U000003wz9yQAA,,,,Lynn Davidson,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,calebmccray@example.com,(7442)-623-7442,Caleb Mccray,false,00v1U000003wz9zQAA,,,,Caleb Mccray,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,raphaelsnider@example.com,(7631)-551-7631,Raphael Snider,true,00v1U000003wzA0QAI,,,,Raphael Snider,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,sladelindsay@example.com,(9581)-350-9581,Slade Lindsay,false,00v1U000003wzA1QAI,,,,Slade Lindsay,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,rothguy@example.com,(4432)-117-4432,Roth Guy,false,00v1U000003wzA2QAI,,,,Roth Guy,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,,,,false,00v1U000003wzA3QAI,nicolesavage@example.com,Nicole Savage,(9500)-356-9500,Nicole Savage,Lead and Referral,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,,,,false,00v1U000003wzA4QAI,stephenpittman@example.com,Stephen Pittman,(9815)-466-9815,Stephen Pittman,Lead and Referral,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,,,,false,00v1U000003wzA5QAI,brianwilliamson@example.com,Brian Williamson,(5999)-742-5999,Brian Williamson,Lead and Referral,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,,,,false,00v1U000003wzA6QAI,clementinehughes@example.com,Clementine Hughes,(1411)-310-1411,Clementine Hughes,Lead and Referral,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,penelopebriggs@example.com,(7179)-106-7179,Penelope Briggs,false,00v1U000003wzA7QAI,,,,Penelope Briggs,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,rajaoneal@example.com,(3295)-291-3295,Raja Oneal,false,00v1U000003wzA8QAI,,,,Raja Oneal,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,edandowns@example.com,(9285)-391-9285,Edan Downs,true,00v1U000003wzA9QAI,,,,Edan Downs,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,quonholcomb@example.com,(4397)-315-4397,Quon Holcomb,false,00v1U000003wzAAQAY,,,,Quon Holcomb,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,selmadodson@example.com,(3544)-611-3544,Selma Dodson,true,00v1U000003wzABQAY,,,,Selma Dodson,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,abrahamtyler@example.com,(4286)-361-4286,Abraham Tyler,true,00v1U000003wzACQAY,,,,Abraham Tyler,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,maryamramsey@example.com,(3535)-699-3535,Maryam Ramsey,false,00v1U000003wzADQAY,,,,Maryam Ramsey,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,kirestinwilkins@example.com,(9806)-112-9806,Kirestin Wilkins,false,00v1U000003wzAEQAY,,,,Kirestin Wilkins,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,gavinblevins@example.com,(7502)-327-7502,Gavin Blevins,true,00v1U000003wzAFQAY,,,,Gavin Blevins,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,rubygay@example.com,(4609)-611-4609,Ruby Gay,true,00v1U000003wzAGQAY,,,,Ruby Gay,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,armandknowles@example.com,(3904)-386-3904,Armand Knowles,true,00v1U000003wzAHQAY,,,,Armand Knowles,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,,,,false,00v1U000003wzAIQAY,noahrosa@example.com,Noah Rosa,(9607)-260-9607,Noah Rosa,Lead and Referral,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,laceysnider@example.com,(1783)-786-1783,Lacey Snider,false,00v1U000003wzAJQAY,,,,Lacey Snider,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,sachamooney@example.com,(4721)-445-4721,Sacha Mooney,false,00v1U000003wzAKQAY,,,,Sacha Mooney,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,,,,false,00v1U000003wzALQAY,bradyfrazier@example.com,Brady Frazier,(9181)-602-9181,Brady Frazier,Lead and Referral,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,,,,false,00v1U000003wzAMQAY,fitzgeraldcoffey@example.com,Fitzgerald Coffey,(6798)-522-6798,Fitzgerald Coffey,Lead and Referral,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,hayeshuff@example.com,(6999)-801-6999,Hayes Huff,true,00v1U000003wzANQAY,,,,Hayes Huff,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,,,,false,00v1U000003wzAOQAY,ferdinandjennings@example.com,Ferdinand Jennings,(3840)-485-3840,Ferdinand Jennings,Lead and Referral,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,ishmaelshaw@example.com,(2866)-887-2866,Ishmael Shaw,true,00v1U000003wzAPQAY,,,,Ishmael Shaw,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,constancegill@example.com,(2910)-847-2910,Constance Gill,false,00v1U000003wzAQQAY,,,,Constance Gill,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,thordavid@example.com,(3038)-272-3038,Thor David,false,00v1U000003wzARQAY,,,,Thor David,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,edwardwood@example.com,(3832)-130-3832,Edward Wood,false,00v1U000003wzASQAY,,,,Edward Wood,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,oscarduncan@example.com,(6362)-797-6362,Oscar Duncan,true,00v1U000003wzATQAY,,,,Oscar Duncan,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,,,,false,00v1U000003wzAUQAY,mohammaddiaz@example.com,Mohammad Diaz,(8848)-177-8848,Mohammad Diaz,Lead and Referral,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,samsongordon@example.com,(4066)-489-4066,Samson Gordon,true,00v1U000003wzAVQAY,,,,Samson Gordon,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,charissafulton@example.com,(5828)-476-5828,Charissa Fulton,true,00v1U000003wzAWQAY,,,,Charissa Fulton,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,amityschroeder@example.com,(6830)-911-6830,Amity Schroeder,true,00v1U000003wzAXQAY,,,,Amity Schroeder,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,,,,true,00v1U000003x0NtQAI,kristenbeasley@example.com,Kristen Beasley,(5650)-208-5650,Kristen Beasley,Lead and Referral,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,hedleychurch@example.com,(3767)-995-3767,Hedley Church,true,00v1U000003x0NuQAI,,,,Hedley Church,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,akeemhead@example.com,(5933)-370-5933,Akeem Head,false,00v1U000003x0NvQAI,,,,Akeem Head,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,,,,false,00v1U000003x0NwQAI,quinncummings@example.com,Quinn Cummings,(6954)-880-6954,Quinn Cummings,Lead and Referral,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,erichgrimes@example.com,(5288)-693-5288,Erich Grimes,true,00v1U000003x0NxQAI,,,,Erich Grimes,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,,,,false,00v1U000003x0NyQAI,penelopesolis@example.com,Penelope Solis,(6073)-393-6073,Penelope Solis,Lead and Referral,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,,,,false,00v1U000003x0NzQAI,xanthuswilkins@example.com,Xanthus Wilkins,(1568)-872-1568,Xanthus Wilkins,Lead and Referral,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,,,,true,00v1U000003x0O0QAI,doriannewton@example.com,Dorian Newton,(4223)-876-4223,Dorian Newton,Lead and Referral,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,genevievebauer@example.com,(5505)-767-5505,Genevieve Bauer,true,00v1U000003x0O1QAI,,,,Genevieve Bauer,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,,,,true,00v1U000003x0O2QAI,sethfrost@example.com,Seth Frost,(3156)-376-3156,Seth Frost,Lead and Referral,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,raphaelsnider@example.com,(9365)-613-9365,Raphael Snider,true,00v1U000003x0O3QAI,,,,Raphael Snider,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,rothguy@example.com,(5579)-573-5579,Roth Guy,false,00v1U000003x0O4QAI,,,,Roth Guy,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,stephenpittman@example.com,(2390)-385-2390,Stephen Pittman,false,00v1U000003x0O5QAI,,,,Stephen Pittman,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,clementinehughes@example.com,(2684)-774-2684,Clementine Hughes,true,00v1U000003x0O6QAI,,,,Clementine Hughes,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,penelopebriggs@example.com,(3930)-220-3930,Penelope Briggs,false,00v1U000003x0O7QAI,,,,Penelope Briggs,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,rajaoneal@example.com,(6924)-519-6924,Raja Oneal,false,00v1U000003x0O8QAI,,,,Raja Oneal,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,rubygay@example.com,(1946)-699-1946,Ruby Gay,true,00v1U000003x0O9QAI,,,,Ruby Gay,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,fitzgeraldcoffey@example.com,(6347)-251-6347,Fitzgerald Coffey,false,00v1U000003x0OAQAY,,,,Fitzgerald Coffey,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,constancegill@example.com,(6906)-821-6906,Constance Gill,true,00v1U000003x0OBQAY,,,,Constance Gill,Contact,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,charissafulton@example.com,(5923)-220-5923,Charissa Fulton,true,00v1U000003x0OCQAY,,,,Charissa Fulton,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,akeemhead@example.com,(6808)-448-6808,Akeem Head,false,00v1U000000oHvuQAE,,,,Akeem Head,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,quinncummings@example.com,(4321)-117-4321,Quinn Cummings,true,00v1U000000oHvvQAE,,,,Quinn Cummings,Prospect,2020-05-25
7011U000000xUeFQAU,false,Widgets Webinar (Sample),2020-01-13,Planned,Seminar / Conference,wadegreer@example.com,(6988)-579-6988,Wade Greer,true,00v1U000000oHvwQAE,,,,Wade Greer,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,cooperflowers@example.com,(6994)-337-6994,Cooper Flowers,true,00v1U000000oHvxQAE,,,,Cooper Flowers,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,quonholcomb@example.com,(8996)-119-8996,Quon Holcomb,false,00v1U000000oHvyQAE,,,,Quon Holcomb,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,fitzgeraldcoffey@example.com,(3909)-615-3909,Fitzgerald Coffey,true,00v1U000000oHvzQAE,,,,Fitzgerald Coffey,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,racheladamssample@example.com,(8793)-475-8793,Rachel Adams (Sample),true,00v1U000005KdJ4QAK,,,,Rachel Adams (Sample),Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,false,00v1U000005KdJ5QAK,neilsymondssample@example.com,Neil Symonds (Sample),(3564)-599-3564,Neil Symonds (Sample),Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,true,00v1U000005KdJ6QAK,nigeladamssample@example.com,Nigel Adams (Sample),(2454)-421-2454,Nigel Adams (Sample),Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,true,00v1U000005KdJ7QAK,martinyoung@example.com,Martin Young,(4482)-136-4482,Martin Young,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,false,00v1U000005KdJ8QAK,justinsmith@example.com,Justin Smith,(4132)-658-4132,Justin Smith,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,true,00v1U000005KdJ9QAK,jinniboyd@example.com,Jinni Boyd,(5665)-811-5665,Jinni Boyd,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,true,00v1U000005KdJAQA0,williehester@example.com,Willie Hester,(4568)-380-4568,Willie Hester,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,reubenholder@example.com,(5337)-666-5337,Reuben Holder,false,00v1U000005KdJBQA0,,,,Reuben Holder,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,,,,true,00v1U000005KdJCQA0,deshawnbaldwin@example.com,Deshawn Baldwin,(8334)-592-8334,Deshawn Baldwin,Lead and Referral,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,isaacmolina@example.com,(7670)-239-7670,Isaac Molina,false,00v1U000005KdJDQA0,,,,Isaac Molina,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,kartergarner@example.com,(3195)-383-3195,Karter Garner,false,00v1U000005KdJEQA0,,,,Karter Garner,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,tyrellsmith@example.com,(8492)-254-8492,Tyrell Smith,true,00v1U000005KdJFQA0,,,,Tyrell Smith,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,guillermomccoy@example.com,(5634)-862-5634,Guillermo Mccoy,false,00v1U000005KdJGQA0,,,,Guillermo Mccoy,Contact,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,billyholder@example.com,(5016)-443-5016,Billy Holder,false,00v1U000005KdJHQA0,,,,Billy Holder,Prospect,2020-05-25
7011U000000xUeGQAU,true,Customer Conference - Email Invite (Sample),2020-03-09,Completed,Event,keenanpetty@example.com,(2287)-877-2287,Keenan Petty,true,00v1U000005KdJIQA0,,,,Keenan Petty,Contact,2020-05-25
