"Owner_SmallPhotoUrl","Status","Owner","LeadSource","IsConverted","Rating","CreatedDate","Name","Owner_Name","LeadActivities","ConvertedOppAmount"
"Sofia Lopez","Nurturing","R CSEG","Advertisement","FALSE","Warm","2020-11-13","Depp","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",11,52000
"Tawnia Williams","Nurturing - Contacted","Deepu CSEG ","Other","FALSE","Cold","2020-12-28","Elle Snailham","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",16,0
"Thomas Oliver","Converted","G M","Trade Show","FALSE","Hot","2020-12-16","Lorine Collinson","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",5,0
"Sofia Lopez","Qualified","R CSEG","Purchased List","TRUE","Warm","2020-11-26","Ivor Ludman","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,0
"Justin Chen","Working  - Contacted","Qianwen Dong","Other","FALSE","Warm","2020-11-05","Lexy Towns","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",6,99000
"Sofia Lopez","Working","R CSEG","Employee Referral","FALSE","Hot","2020-12-28","Andrej Janning","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",21,0
"Sofia Lopez","Qualified","R CSEG","Other","TRUE","Cold","2020-11-30","Vernon Chatband","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,0
"Thomas Oliver","New","G M","Advertisement","FALSE","Warm","2020-12-21","Danny Ford","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,0
"Thomas Oliver","Converted","G M","Employee Referral","FALSE","Hot","2020-12-16","Henrik Landrick","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,0
"Tawnia Williams","Nurturing","Deepu CSEG ","Other","FALSE","Warm","2020-12-26","Cameron Guisler","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",5,25000
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Employee Referral","FALSE","Warm","2020-12-19","Liuka Pickburn","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",6,0
"Sofia Lopez","Working","R CSEG","Other","TRUE","Cold","2020-11-16","Adolphe Syvret","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,0
"Sofia Lopez","Converted","R CSEG","Employee Referral","FALSE","Warm","2020-11-27","Ulrich Stinson","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Advertisement","FALSE","Hot","2020-11-08","Chrisse McKeaney","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",24,0
"Tawnia Williams","Working  - Contacted","Deepu CSEG ","Other","TRUE","Cold","2020-12-06","Shakespeare","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",6,82000
"Justin Chen","Converted","Qianwen Dong","Purchased List","FALSE","Hot","2020-12-18","Martin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",5,0
"Thomas Oliver","New","G M","Advertisement","FALSE","Warm","2020-12-28","Yves Ortet","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",15,0
"Thomas Oliver","Nurturing","G M","Employee Referral","FALSE","Warm","2020-12-23","Pavel Waterland","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",15,0
"Sofia Lopez","Qualified","R CSEG","Other","FALSE","Warm","2020-11-30","Chlo Gergus","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Sofia Lopez","Working","R CSEG","Employee Referral","TRUE","Hot","2020-11-15","Taylor","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,0
"Thomas Oliver","Working  - Contacted","G M","Trade Show","FALSE","Warm","2020-12-17","Agnes Byrcher","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",13,0
"Tawnia Williams","Nurturing","Deepu CSEG ","Other","FALSE","Cold","2020-12-23","Corabel Maker","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",5,0
"Justin Chen","Converted","Qianwen Dong","Advertisement","TRUE","Warm","2020-12-21","Marj Hindrick","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",8,27700
"Sofia Lopez","Converted","R CSEG","Employee Referral","FALSE","Cold","2020-12-04","Willy Duffell","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Thomas Oliver","Nurturing - Contacted","G M","Purchased List","FALSE","Hot","2020-11-12","Albrecht de'-Ancy Willis","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",13,0
"Sofia Lopez","Qualified","R CSEG","Other","FALSE","Warm","2020-12-25","Ken Leebetter","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,0
"Sofia Lopez","Working","R CSEG","Other","FALSE","Warm","2020-12-22","Patin Morrid","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,0
"Justin Chen","Converted","Qianwen Dong","Other","TRUE","Hot","2020-12-24","Bernadene Hammerich","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",7,0
"Sofia Lopez","New","R CSEG","Employee Referral","FALSE","Warm","2020-11-24","Hugibert Hainsworth","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Tawnia Williams","Qualified","Deepu CSEG ","Advertisement","FALSE","Cold","2020-11-11","Aldrich Ubsdell","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",7,0
"Sofia Lopez","Nurturing","R CSEG","Employee Referral","TRUE","Warm","2020-12-04","Abraham Johnson","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",24,27000
"Thomas Oliver","Nurturing - Contacted","G M","Other","FALSE","Hot","2020-12-23","Jacobo Peers","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",9,14500
"Justin Chen","Converted","Qianwen Dong","Purchased List","FALSE","Hot","2020-12-16","Emmerich Kinder","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",14,0
"Thomas Oliver","Working  - Contacted","G M","Other","FALSE","Cold","2020-12-17","Langston Andriessen","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",11,0
"Sofia Lopez","Working","R CSEG","Advertisement","FALSE","Warm","2020-12-01","Derrick Guy","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",16,0
"Tawnia Williams","Converted","Deepu CSEG ","Trade Show","TRUE","Warm","2020-11-11","Amelina Rigardeau","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",12,0
"Sofia Lopez","Working  - Contacted","R CSEG","Employee Referral","FALSE","Warm","2020-11-03","Kerry Grist","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",25,0
"Justin Chen","Qualified","Qianwen Dong","Other","FALSE","Hot","2020-12-23","Giacopo Stodd","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",5,0
"Thomas Oliver","Nurturing - Contacted","G M","Other","FALSE","Warm","2020-12-21","Halie Meech","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",0,50000
"Thomas Oliver","New","G M","Advertisement","TRUE","Cold","2020-11-25","Corly Randal","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",7,76400
"Sofia Lopez","Converted","R CSEG","Employee Referral","FALSE","Hot","2020-12-28","Daisi McVitie","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Sofia Lopez","Nurturing","R CSEG","Other","FALSE","Warm","2020-11-03","Izak Shankland","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",18,0
"Tawnia Williams","Qualified","Deepu CSEG ","Other","FALSE","Warm","2020-11-30","Elwyn Harcourt","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",7,0
"Sofia Lopez","Converted","R CSEG","Purchased List","TRUE","Cold","2020-12-20","Muffin Rosenshine","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",24,0
"Thomas Oliver","Nurturing - Contacted","G M","Advertisement","FALSE","Hot","2020-12-27","Ignace Carwithim","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",8,0
"Sofia Lopez","Working  - Contacted","R CSEG","Other","FALSE","Warm","2020-11-04","Gretchen Kevlin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,0
"Justin Chen","Working","Qianwen Dong","Employee Referral","TRUE","Hot","2020-12-28","Catherine Womersley","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",8,0
"Thomas Oliver","Working  - Contacted","G M","Employee Referral","FALSE","Cold","2020-12-18","Abramo Morrissey","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,0
"Justin Chen","Converted","Qianwen Dong","Other","FALSE","Warm","2020-11-29","Tracy Guilaem","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",7,105000
"Sofia Lopez","Qualified","R CSEG","Other","FALSE","Warm","2020-12-18","Le","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,0
"Thomas Oliver","Nurturing - Contacted","G M","Advertisement","FALSE","Hot","2020-11-25","West","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",9,0
"Tawnia Williams","New","Deepu CSEG ","Purchased List","TRUE","Warm","2020-11-15","Giustino Beseke","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",14,0
"Sofia Lopez","Qualified","R CSEG","Other","FALSE","Cold","2020-12-21","Pennie Cookley","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,50000
"Justin Chen","Nurturing","Qianwen Dong","Employee Referral","FALSE","Warm","2020-12-29","Anne Fernie","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",10,0
"Sofia Lopez","Working  - Contacted","R CSEG","Trade Show","TRUE","Hot","2020-11-05","Isabel Pelosi","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",0,0
"Sofia Lopez","Converted","R CSEG","Employee Referral","FALSE","Warm","2020-12-26","Harmon Huetson","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",17,0
"Thomas Oliver","Converted","G M","Employee Referral","FALSE","Cold","2020-12-02","Lennon","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",15,30000
"Tawnia Williams","Working","Deepu CSEG ","Other","FALSE","Hot","2020-12-18","Kerby Riccard","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",8,14500
"Thomas Oliver","Nurturing","G M","Advertisement","FALSE","Warm","2020-12-29","Ingunna McCauley","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",9,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Other","TRUE","Warm","2020-11-27","Urbano Zorn","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",8,0
"Sofia Lopez","Working","R CSEG","Other","FALSE","Hot","2020-11-08","Yettie Mulvin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",9,31000
"Thomas Oliver","Converted","G M","Purchased List","FALSE","Warm","2020-12-22","Jorge Sizey","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",5,0
"Justin Chen","Working  - Contacted","Qianwen Dong","Other","FALSE","Cold","2020-12-26","Nonie Lamerton","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",9,33000
"Sofia Lopez","Qualified","R CSEG","Employee Referral","TRUE","Hot","2020-11-05","Farley Ortmann","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",18,0
"Tawnia Williams","Converted","Deepu CSEG ","Employee Referral","FALSE","Warm","2020-12-17","Lila Rzehor","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",22,0
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Other","FALSE","Warm","2020-11-29","Zsazsa Hempel","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",22,0
"Thomas Oliver","Qualified","G M","Trade Show","FALSE","Cold","2020-11-28","Hannah Klewi","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",9,0
"Sofia Lopez","Nurturing","R CSEG","Other","TRUE","Warm","2020-12-22","Gail Cassedy","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",24,0
"Sofia Lopez","New","R CSEG","Employee Referral","FALSE","Hot","2020-12-26","Coraline Gergler","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",25,76000
"Sofia Lopez","Converted","R CSEG","Advertisement","FALSE","Warm","2020-11-16","Creighton Willgoss","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Thomas Oliver","Working  - Contacted","G M","Other","TRUE","Cold","2020-12-05","Eden MacFarland","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",24,22000
"Justin Chen","Working","Qianwen Dong","Employee Referral","FALSE","Hot","2020-12-18","Ronnie Lavigne","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",16,0
"Tawnia Williams","New","Deepu CSEG ","Purchased List","FALSE","Warm","2020-12-27","Gardie Atthowe","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",7,0
"Sofia Lopez","Converted","R CSEG","Advertisement","FALSE","Warm","2020-12-28","Lee Stonall","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",11,0
"Thomas Oliver","Nurturing - Contacted","G M","Other","TRUE","Hot","2020-11-10","Fredelia Normant","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",8,150000
"Sofia Lopez","Qualified","R CSEG","Employee Referral","FALSE","Warm","2020-11-22","Valentine Niven","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",9,0
"Sofia Lopez","Working","R CSEG","Advertisement","FALSE","Cold","2020-11-05","Louise Armell","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",22,0
"Justin Chen","Converted","Qianwen Dong","Other","FALSE","Hot","2020-12-25","Alasdair Arthars","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",12,0
"Tawnia Williams","Working  - Contacted","Deepu CSEG ","Other","FALSE","Warm","2020-12-21","Arnaldo Izaks","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",9,12800
"Thomas Oliver","Converted","G M","Advertisement","TRUE","Warm","2020-12-18","Raviv English","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,0
"Thomas Oliver","Qualified","G M","Other","FALSE","Cold","2020-12-26","Hamil Bathowe","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",17,0
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Employee Referral","FALSE","Hot","2020-12-03","Austen","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",11,12500
"Sofia Lopez","Nurturing","R CSEG","Purchased List","TRUE","Warm","2020-12-08","Rory Kahler","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",21,0
"Sofia Lopez","Nurturing","R CSEG","Employee Referral","FALSE","Warm","2020-11-16","Joycelin Thrustle","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,27000
"Sofia Lopez","Working","R CSEG","Other","FALSE","Cold","2020-12-21","Alana Norrey","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",11,0
"Tawnia Williams","Working  - Contacted","Deepu CSEG ","Trade Show","FALSE","Hot","2020-12-28","Alexine Ford","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",6,0
"Thomas Oliver","Converted","G M","Other","TRUE","Warm","2020-11-27","Harriott Jado","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",9,0
"Justin Chen","Converted","Qianwen Dong","Employee Referral","FALSE","Warm","2020-11-01","Matthiew Cathenod","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",0,137000
"Thomas Oliver","Qualified","G M","Advertisement","FALSE","Hot","2020-12-26","Troy Newns","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",9,26000
"Sofia Lopez","New","R CSEG","Advertisement","FALSE","Cold","2020-12-20","Cyrus","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Employee Referral","TRUE","Warm","2020-11-10","McPherson","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Sofia Lopez","Working  - Contacted","R CSEG","Purchased List","FALSE","Warm","2020-11-26","Langston Idale","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,0
"Justin Chen","Working","Qianwen Dong","Other","FALSE","Hot","2020-12-23","Jemima Guslon","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",12,0
"Tawnia Williams","Nurturing","Deepu CSEG ","Other","FALSE","Warm","2020-12-18","Tressa Dunderdale","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",15,0
"Thomas Oliver","New","G M","Employee Referral","TRUE","Cold","2020-11-21","See","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",18,79800
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Warm","2020-11-16","Eldin Dyke","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Thomas Oliver","Converted","G M","Other","FALSE","Hot","2020-12-20","Carola Lampke","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",21,0
"Justin Chen","Qualified","Qianwen Dong","Employee Referral","FALSE","Warm","2020-12-29","Doe Scraggs","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",7,0
"Sofia Lopez","Nurturing","R CSEG","Other","FALSE","Cold","2020-11-24","Rowling","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,105000
"Sofia Lopez","Working  - Contacted","R CSEG","Trade Show","TRUE","Warm","2020-12-29","Emili Shippam","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",20,12000
"Tawnia Williams","Nurturing - Contacted","Deepu CSEG ","Other","FALSE","Hot","2020-12-19","Shir Carneck","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",12,81300
"Thomas Oliver","Working","G M","Advertisement","FALSE","Hot","2020-12-16","Archibaldo McInnerny","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,0
"Justin Chen","Qualified","Qianwen Dong","Purchased List","FALSE","Warm","2020-12-02","Jordan","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",10,0
"Thomas Oliver","Converted","G M","Employee Referral","TRUE","Warm","2020-11-19","Moyra Milier","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",25,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Advertisement","FALSE","Cold","2020-12-27","Streep","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",25,0
"Sofia Lopez","Working  - Contacted","R CSEG","Employee Referral","FALSE","Warm","2020-12-20","Nanice Wyrill","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,0
"Sofia Lopez","Converted","R CSEG","Advertisement","TRUE","Hot","2020-11-17","Benedikta Esser","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,0
"Tawnia Williams","Qualified","Deepu CSEG ","Other","FALSE","Warm","2020-11-25","Frederic Mahedy","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",15,0
"Justin Chen","Working","Qianwen Dong","Other","FALSE","Cold","2020-12-23","Peyton Cusworth","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",15,0
"Sofia Lopez","Nurturing","R CSEG","Employee Referral","FALSE","Hot","2020-11-16","Raddie Gouldthorp","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",17,28000
"Thomas Oliver","Working  - Contacted","G M","Other","TRUE","Warm","2020-11-24","Jesse Dincke","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,0
"Thomas Oliver","Nurturing - Contacted","G M","Other","FALSE","Warm","2020-12-23","Heffner","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",12,0
"Sofia Lopez","Qualified","R CSEG","Advertisement","FALSE","Cold","2020-12-20","Godiva Arkil","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,31000
"Justin Chen","New","Qianwen Dong","Purchased List","FALSE","Hot","2020-12-20","Morly Auletta","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",14,0
"Tawnia Williams","Converted","Deepu CSEG ","Employee Referral","TRUE","Warm","2020-12-02","Lana Crowch","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",20,0
"Sofia Lopez","Nurturing","R CSEG","Other","FALSE","Hot","2020-11-09","Cleo Brookbank","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",24,0
"Thomas Oliver","Converted","G M","Other","FALSE","Warm","2020-12-26","Mario Kitchenside","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",15,0
"Sofia Lopez","New","R CSEG","Trade Show","FALSE","Cold","2020-11-16","Aubrey McGilmartin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",9,28000
"Thomas Oliver","Nurturing - Contacted","G M","Other","TRUE","Warm","2020-12-22","Sandi Prugel","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",17,68000
"Justin Chen","Converted","Qianwen Dong","Advertisement","FALSE","Hot","2020-12-25","Saidee Ruprecht","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",10,0
"Sofia Lopez","Working","R CSEG","Employee Referral","FALSE","Warm","2020-12-17","Jessie Constant","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,0
"Tawnia Williams","Converted","Deepu CSEG ","Employee Referral","FALSE","Warm","2020-12-26","Andi Klejin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",15,0
"Sofia Lopez","Qualified","R CSEG","Other","FALSE","Cold","2020-12-10","Winifred Franc","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,0
"Sofia Lopez","Working  - Contacted","R CSEG","Advertisement","TRUE","Hot","2020-11-25","Robin Cliffe","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",9,0
"Thomas Oliver","Nurturing","G M","Purchased List","FALSE","Warm","2020-11-19","Rebbecca Chmarny","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,0
"Justin Chen","Converted","Qianwen Dong","Other","FALSE","Warm","2020-12-22","Tamiko Pearcehouse","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",23,0
"Thomas Oliver","Nurturing - Contacted","G M","Employee Referral","TRUE","Cold","2020-12-28","Farly Bax","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",24,0
"Sofia Lopez","Working  - Contacted","R CSEG","Employee Referral","FALSE","Warm","2020-11-30","Brandea Starton","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,0
"Tawnia Williams","Working","Deepu CSEG ","Other","FALSE","Hot","2020-12-18","Dyna Schooley","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",0,0
"Sofia Lopez","New","R CSEG","Other","FALSE","Hot","2020-11-19","Milo Scobbie","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",8,44000
"Sofia Lopez","Converted","R CSEG","Advertisement","FALSE","Warm","2020-12-10","Adrianne Sprulls","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",8,0
"Thomas Oliver","Working  - Contacted","G M","Purchased List","TRUE","Cold","2020-12-25","Benedicto Drake","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",0,0
"Justin Chen","Nurturing","Qianwen Dong","Employee Referral","FALSE","Hot","2020-12-18","Alayne Antoniewicz","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",12,0
"Thomas Oliver","Converted","G M","Trade Show","FALSE","Warm","2020-12-29","Edie Fingleton","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,0
"Sofia Lopez","Qualified","R CSEG","Other","FALSE","Warm","2020-11-30","Yasmin Stark","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,50000
"Justin Chen","Working","Qianwen Dong","Employee Referral","TRUE","Warm","2020-11-04","Gerry Wackley","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",0,0
"Tawnia Williams","Nurturing - Contacted","Deepu CSEG ","Advertisement","FALSE","Cold","2020-11-07","Davey Aickin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",7,0
"Thomas Oliver","Qualified","G M","Other","FALSE","Hot","2020-12-21","Cherlyn Hick","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",0,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Warm","2020-11-20","Corly Sawdon","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,129000
"Sofia Lopez","Working  - Contacted","R CSEG","Employee Referral","TRUE","Hot","2020-12-24","Sunny Melledy","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",22,5300
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Other","FALSE","Warm","2020-11-07","Lesley Dominique","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",8,0
"Thomas Oliver","New","G M","Purchased List","FALSE","Cold","2020-12-26","Percy Mattheissen","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",8,77000
"Tawnia Williams","Working","Deepu CSEG ","Employee Referral","FALSE","Warm","2020-12-19","Ynes Oganian","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",13,15500
"Sofia Lopez","Nurturing","R CSEG","Advertisement","TRUE","Warm","2020-12-17","Clevie Goodfield","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",24,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Hot","2020-11-25","Janey Bloodworthe","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,38000
"Sofia Lopez","Working  - Contacted","R CSEG","Other","FALSE","Warm","2020-12-27","Brynn Tillot","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Justin Chen","Converted","Qianwen Dong","Advertisement","TRUE","Hot","2020-11-06","Linnell Smidmor","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",17,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Employee Referral","FALSE","Warm","2020-11-22","Auberta Annott","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",24,112000
"Thomas Oliver","Qualified","G M","Trade Show","FALSE","Cold","2020-12-21","Cliff Veronique","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,78000
"Sofia Lopez","Qualified","R CSEG","Other","FALSE","Warm","2020-12-28","Legra Wiffler","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",8,0
"Thomas Oliver","Converted","G M","Other","FALSE","Hot","2020-11-16","Thorvald Bevis","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",7,0
"Tawnia Williams","Nurturing","Deepu CSEG ","Other","TRUE","Cold","2020-11-25","Charlean Cooney","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",11,0
"Sofia Lopez","Working  - Contacted","R CSEG","Purchased List","FALSE","Warm","2020-12-16","Camile Maylin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",18,79000
