"Type","AgeBucket","FirstName","State","Channel","Stage","Gender","LastName","ChannelOrder","AgeBucketOrder","StageOrder","Age"
"Passive","26-35","Nikola","Nevada","App","Routine Services","Male","Deamer",2,3,4,39
"Promoter","18-25","Chevy","Texas","Store","Acquisition","NA","Pickover",4,2,1,20
"Detractor","26-35","Sammy","Texas","Website","Renewal","Female","Ferron",1,3,5,23
"Passive","NA","Alfred","Kentucky","Website","Onboarding","Male","Brantl",1,5,2,20
"Detractor","18-25","Wanda","Georgia","Chat","Claims","NA","Block",5,2,3,24
"Promoter","26-35","Angy","Michigan","Call Center","Renewal","Male","Shuard",3,3,5,28
"Detractor","36-50","Amelina","Colorado","App","Claims","Female","Brantl",2,4,3,23
"Promoter","18-25","Taryn","California","App","Acquisition","NA","Lecordier",2,2,1,25
"Passive","36-50","Tammy","Ohio","Call Center","Claims","Female","Deamer",3,4,3,38
"Detractor","18-25","Rubetta","Washington","Website","Onboarding","Male","Schohier",1,2,2,13
"Passive","0-17","Werner","Pennsylvania","Website","Routine Services","NA","Doidge",1,1,4,34
"Detractor","36-50","Windham","New York","Email","Renewal","Male","Soonhouse",6,4,5,10
"Promoter","18-25","Demetris","New Jersey","Website","Acquisition","Female","O'Dowgaine",1,2,1,43
"Passive","26-35","Roxi","Oregon","Chat","Renewal","NA","Swatten",5,3,5,27
"Promoter","26-35","Tammy","Hawaii","App","Routine Services","Female","Pearle",2,3,4,10
"Detractor","36-50","Lorianna","Texas","Call Center","Claims","Male","Hooks",3,4,3,26
"Passive","NA","Mercie","North Carolina","Call Center","Claims","Male","Shipman",3,5,3,29
"Detractor","26-35","Martino","California","App","Renewal","Female","Bettlestone",2,3,5,33
"Promoter","26-35","Aridatha","Florida","Website","Acquisition","NA","Nerney",1,3,1,35
"Detractor","0-17","Jillene","Oklahoma","App","Onboarding","Male","Riolfi",2,1,2,47
"Passive","36-50","Cedric","Missouri","Call Center","Onboarding","NA","Rothman",3,4,2,46
"Detractor","18-25","Wanda","District of Columbia","Chat","Claims","Female","Reynish",5,2,3,20
"Passive","18-25","Aridatha","Alabama","Store","Routine Services","NA","Haslewood",4,2,4,45
"Promoter","26-35","Brynna","Minnesota","Call Center","Claims","Female","Darke",3,3,3,49
"Promoter","26-35","Christophorus","Virginia","App","Renewal","Male","Brookfield",2,3,5,10
"Detractor","18-25","Harbert","Florida","Website","Onboarding","Male","Lisciardelli",1,2,2,31
"Passive","18-25","Cobbie","Florida","App","Renewal","Female","Helsby",2,2,5,37
"Detractor","36-50","Aridatha","Arizona","Website","Claims","NA","Worgen",1,4,3,24
"Promoter","36-50","Gray","Ohio","Email","Onboarding","NA","Adao",6,4,2,16
"Passive","0-17","Cathleen","Washington","Call Center","Acquisition","Male","Matschuk",3,1,1,32
"Detractor","26-35","Naoma","Georgia","Call Center","Acquisition","Female","Robbert",3,3,1,19
"Promoter","26-35","Oralia","New York","App","Renewal","Male","Adao",2,3,5,25
"Passive","36-50","Oralia","Tennessee","Chat","Claims","NA","Meaddowcroft",5,4,3,36
"Detractor","NA","Arly","California","App","Routine Services","Female","Fetherstone",2,5,4,21
"Detractor","26-35","Malanie","Florida","Call Center","Onboarding","Male","Matschuk",3,3,2,15
"Passive","18-25","Bonnee","Florida","Website","Claims","NA","Mingaud",1,2,3,44
"Promoter","36-50","Tammy","Pennsylvania","Call Center","Routine Services","Female","Pickover",3,4,4,21
"Promoter","18-25","Cobbie","Wisconsin","App","Renewal","NA","Climpson",2,2,5,29
"Detractor","18-25","Wanids","Indiana","Website","Acquisition","Male","Kinchington",1,2,1,10
"Passive","26-35","Celka","California","Website","Onboarding","Female","Matschuk",1,3,2,20
"Detractor","18-25","Amelina","Florida","Store","Claims","Male","Conrath",4,2,3,10
"Promoter","36-50","Lorrayne","Colorado","Website","Claims","NA","Storr",1,4,3,19
"Passive","26-35","Gris","New York","App","Acquisition","Female","Kelleher",2,3,1,30
"Detractor","18-25","Crosby","Louisiana","App","Routine Services","Male","Dayce",2,2,4,18
"Promoter","NA","Cynthea","Mississippi","Call Center","Renewal","Female","Climpson",3,5,5,46
"Passive","0-17","Alfred","California","Website","Renewal","NA","Gillion",1,1,5,18
"Detractor","26-35","Noreen","Texas","App","Claims","Male","Raper",2,3,3,50
"Detractor","18-25","Skell","Florida","Chat","Onboarding","Female","Waterstone",5,2,2,40
"Promoter","36-50","Wilie","Illinois","Call Center","Routine Services","NA","Lisciardelli",3,4,4,18
"Passive","26-35","Wanids","Maryland","Call Center","Claims","NA","Rothman",3,3,3,22
"Detractor","0-17","Cass","Rhode Island","Email","Acquisition","Male","Storr",6,1,1,33
"Passive","18-25","Corey","Delaware","App","Renewal","Female","Robbert",2,2,5,42
"Promoter","26-35","Aeriel","North Dakota","Call Center","Claims","NA","Vose",3,3,3,48
"Detractor","36-50","Arly","Texas","Website","Onboarding","Female","Block",1,4,2,12
"Passive","18-25","Raffaello","Arkansas","Chat","Acquisition","Male","Mingaud",5,2,1,30
"Promoter","36-50","Cassaundra","Nevada","Website","Routine Services","NA","Bleibaum",1,4,4,17
"Detractor","26-35","Sascha","Idaho","App","Claims","Male","Darke",2,3,3,80
"Promoter","26-35","Celka","Massachusetts","Website","Onboarding","Female","Noades",1,3,2,22
"Passive","18-25","Eachelle","Nebraska","Chat","Renewal","Male","Kinchington",5,2,5,32
"Detractor","NA","Gris","Illinois","Call Center","Renewal","Female","Ledley",3,5,5,35
"Detractor","36-50","Esteban","North Carolina","App","Acquisition","NA","Sargant",2,4,1,31
"Promoter","26-35","Ky","Michigan","App","Renewal","NA","Climpson",2,3,5,29
"Passive","36-50","Aridatha","Kentucky","Call Center","Claims","Female","Hanbridge",3,4,3,23
"Detractor","0-17","Fields","South Dakota","Call Center","Claims","Male","Lehon",3,1,3,28
"Passive","26-35","Ronnie","Virginia","Store","Routine Services","Male","Nerney",4,3,4,18
"Promoter","18-25","Danita","Ohio","App","Renewal","NA","Pickover",2,2,5,32
"Detractor","18-25","Travus","New Mexico","Call Center","Onboarding","Female","Hooks",3,2,2,20
"Promoter","36-50","Connie","District of Columbia","Website","Acquisition","Male","Robbert",1,4,1,27
"Detractor","18-25","Kennan","Georgia","Website","Claims","NA","Ducker",1,2,3,30
"Passive","26-35","Roxi","Kansas","Chat","Renewal","Female","Thuillier",5,3,5,18
"Passive","26-35","Alessandro","South Carolina","Website","Claims","Male","Dobey",1,3,3,26
"Promoter","36-50","Ronnie","California","Call Center","Onboarding","NA","Lehon",3,4,2,23
"Detractor","0-17","Stoddard","Minnesota","App","Acquisition","Female","Brantl",2,1,1,20
"Detractor","26-35","Lorianna","Indiana","App","Onboarding","NA","Ramelet",2,3,2,19
"Promoter","18-25","Cathleen","Arizona","Website","Renewal","Male","Adao",1,2,5,44
"Passive","18-25","Alvina","California","Call Center","Routine Services","Female","Doidge",3,2,4,11
"Detractor","NA","Cathleen","West Virginia","App","Claims","NA","Aldcorne",2,5,3,45
"Promoter","36-50","Cecil","Louisiana","Chat","Routine Services","Female","Bamborough",5,4,4,49
"Detractor","26-35","Christophorus","Florida","Call Center","Acquisition","Male","Fasham",3,3,1,39
"Passive","18-25","Germana","Connecticut","App","Renewal","Male","Haslewood",2,2,5,34
"Passive","0-17","Esteban","Texas","Email","Claims","NA","Fasham",6,1,3,22
"Detractor","36-50","Roberto","Texas","Website","Onboarding","Female","Mitchenson",1,4,2,28
"Promoter","26-35","Windham","Tennessee","App","Routine Services","Male","Kelleher",2,3,4,25
"Passive","26-35","Raffaello","Texas","Call Center","Claims","NA","Bamborough",3,3,3,33
"Promoter","36-50","Goddart","Virginia","Website","Onboarding","Female","Canton",1,4,2,36
"Detractor","18-25","Onfroi","Ohio","Chat","Claims","NA","Sevitt",5,2,3,24
"Passive","NA","Cosetta","New York","Store","Renewal","Male","Lumm",4,5,5,41
"Promoter","18-25","Cecil","Missouri","App","Acquisition","Female","Nerney",2,2,1,47
"Detractor","18-25","Stoddard","New York","Website","Renewal","Male","Cakebread",1,2,5,19
"Detractor","26-35","Alford","Alabama","App","Claims","Female","Canton",2,3,3,35
"Promoter","26-35","Noreen","Texas","Website","Onboarding","NA","Paddington",1,3,2,25
"Passive","36-50","Naoma","Pennsylvania","Email","Acquisition","NA","Conrath",6,4,1,22
"Detractor","36-50","Fields","California","Call Center","Claims","Male","Coldridge",3,4,3,22
"Passive","0-17","Gale","New York","Call Center","Routine Services","Female","Vose",3,1,4,10
"Promoter","26-35","Werner","Colorado","Call Center","Renewal","NA","Sevitt",3,3,5,50
"Detractor","18-25","Mercie","Washington","Website","Onboarding","Male","Pickover",1,2,2,38
"Detractor","26-35","Trumaine","North Carolina","Call Center","Claims","Female","McGannon",3,3,3,32
"Passive","18-25","Roberto","Utah","App","Routine Services","Male","Shipman",2,2,4,21
"Promoter","18-25","Taryn","Michigan","App","Renewal","Female","McLemon",2,2,5,27
"Passive","36-50","Reine","Oklahoma","Website","Renewal","NA","Hassur",1,4,5,10
"Detractor","26-35","Tammy","Arizona","Call Center","Acquisition","NA","Sevitt",3,3,1,27
"Promoter","36-50","Celka","Georgia","App","Claims","Male","Criag",2,4,3,43
"Detractor","18-25","Boone","Texas","Chat","Onboarding","Female","Meaddowcroft",5,2,2,30
"Passive","NA","Oralia","Illinois","Call Center","Routine Services","Male","Longthorne",3,5,4,29
"Detractor","0-17","Boone","District of Columbia","Chat","Acquisition","NA","Ducker",5,1,1,33
"Promoter","36-50","Demetris","Florida","Website","Renewal","Female","Kinchington",1,4,5,28
"Passive","18-25","Celka","Iowa","Store","Claims","Male","Tussaine",4,2,3,20
"Promoter","26-35","Wilie","Florida","Website","Onboarding","NA","Burland",1,3,2,40
"Detractor","18-25","Werner","Florida","App","Renewal","Female","Waterstone",2,2,5,34
"Passive","26-35","Cynthea","Wisconsin","Call Center","Acquisition","Male","Cyster",3,3,1,20
"Detractor","36-50","Cassaundra","Pennsylvania","App","Claims","NA","Storr",2,4,3,23
"Promoter","26-35","Alessandro","District of Columbia","Website","Routine Services","Female","Mitchenson",1,3,4,46
"Passive","18-25","Nikola","Texas","App","Renewal","Male","McLemon",2,2,5,22
"Detractor","0-17","Christophorus","California","Email","Onboarding","NA","Doidge",6,1,2,18
"Promoter","36-50","Cosetta","Virginia","Chat","Acquisition","Female","Lecordier",5,4,1,44
"Detractor","18-25","Roberto","Massachusetts","Website","Claims","Male","Kinchington",1,2,3,31
"Passive","NA","Celka","Texas","App","Claims","NA","Ferron",2,5,3,42
"Detractor","26-35","Cedric","New York","Call Center","Renewal","Female","Raynard",3,3,5,20
"Promoter","36-50","Cassaundra","Ohio","App","Claims","Male","Lisciardelli",2,4,3,30
"Passive","26-35","Cecil","Florida","Call Center","Onboarding","Female","Klicher",3,3,2,25
"Detractor","26-35","Elsey","Florida","Call Center","Acquisition","NA","Cummins",3,3,1,49
"Promoter","18-25","Bonnee","Florida","App","Routine Services","Male","Naisbet",2,2,4,18
"Detractor","36-50","Clair","New York","Chat","Onboarding","Female","Dayce",5,4,2,29
"Passive","0-17","Crosby","Florida","Call Center","Renewal","NA","Kinchington",3,1,5,19
"Promoter","18-25","Sascha","Missouri","Website","Routine Services","NA","Adao",1,2,4,48
"Passive","26-35","Lyon","Minnesota","App","Claims","Female","Shuard",2,3,3,26
"Detractor","26-35","Hortense","Texas","Call Center","Acquisition","Male","Riolfi",3,3,1,35
"Detractor","36-50","Noreen","Oregon","Website","Claims","NA","McLemon",1,4,3,20
"Promoter","18-25","Jereme","Colorado","Store","Onboarding","Female","Pearle",4,2,2,33
"Passive","26-35","Werner","Florida","Call Center","Renewal","Male","Toop",3,3,5,27
"Detractor","18-25","Gale","Maryland","App","Routine Services","NA","Eisikowitz",2,2,4,10
"Passive","NA","Otha","California","Chat","Renewal","Male","Bettlestone",5,5,5,21
"Promoter","26-35","Amelina","Illinois","Email","Acquisition","Female","Bleibaum",6,3,1,34
"Detractor","36-50","Gabi","Alabama","Call Center","Claims","NA","Raynard",3,4,3,28
"Promoter","0-17","Orin","Iowa","App","Claims","Female","Naisbet",2,1,3,32
"Passive","26-35","Jenica","Texas","Website","Renewal","Male","Rothman",1,3,5,10
"Detractor","18-25","Alvina","Nevada","App","Onboarding","Male","Paddington",2,2,2,31
"Promoter","36-50","Clayborne","Georgia","Website","Claims","NA","McLemon",1,4,3,37
"Passive","18-25","Welby","District of Columbia","Website","Routine Services","Female","Cissen",1,2,4,47
"Detractor","26-35","Carlynne","New Jersey","Call Center","Acquisition","Male","Reynish",3,3,1,43
"Detractor","36-50","Noreen","Washington","App","Onboarding","NA","McGannon",2,4,2,19
"Promoter","18-25","Celka","North Carolina","Chat","Renewal","Female","Chatwin",5,2,5,26
"Passive","26-35","Reine","Arizona","Store","Claims","NA","Vanni",4,3,3,25
"Detractor","0-17","Alyson","Louisiana","App","Acquisition","Female","Canton",2,1,1,20
"Promoter","18-25","Germana","New York","Website","Routine Services","Male","Haslewood",1,2,4,21
"Passive","36-50","Ky","Oklahoma","Call Center","Claims","Male","Chatwin",3,4,3,24
"Detractor","NA","Sammy","Pennsylvania","App","Renewal","NA","Ferrierio",2,5,5,29
"Passive","18-25","Taryn","Florida","Call Center","Renewal","Female","Stollard",3,2,5,35
"Detractor","26-35","Jereme","Indiana","Call Center","Onboarding","Male","Raper",3,3,2,18
"Promoter","26-35","Hortense","Tennessee","Website","Acquisition","NA","Stollard",1,3,1,15
"Promoter","36-50","Germana","Texas","Website","Claims","Female","Bleibaum",1,4,3,22
"Detractor","18-25","Cassaundra","Virginia","App","Renewal","Male","Klicher",2,2,5,51
"Passive","36-50","Noreen","Ohio","Website","Onboarding","Female","Doidge",1,4,2,27
"Detractor","0-17","Wanda","California","Email","Claims","NA","Eisikowitz",6,1,3,13
"Promoter","18-25","Elke","New York","Call Center","Claims","Male","Deamer",3,2,3,21
"Passive","26-35","Skell","Connecticut","Call Center","Acquisition","NA","Vose",3,3,1,24
"Detractor","NA","Jereme","Alaska","Chat","Renewal","Female","Conrath",5,5,5,23
"Promoter","18-25","Onfroi","Texas","App","Routine Services","Male","Rames",2,2,4,14
"Detractor","26-35","Tammy","Kentucky","Website","Onboarding","NA","Rothman",1,3,2,50
"Passive","18-25","Ronnie","California","App","Routine Services","Female","Paddington",2,2,4,24
"Promoter","26-35","Wells","Michigan","Website","Renewal","NA","O'Dowgaine",1,3,5,20
"Detractor","36-50","Angy","Florida","Chat","Onboarding","Male","Haslewood",5,4,2,30
"Passive","26-35","Brynna","Kansas","Call Center","Acquisition","Female","Soonhouse",3,3,1,21
"Passive","18-25","Malanie","Florida","Call Center","Claims","Male","Lecordier",3,2,3,21
"Detractor","36-50","Eachelle","Colorado","Website","Claims","Female","Kunath",1,4,3,36
"Promoter","26-35","Ronnie","Illinois","App","Routine Services","NA","Shipman",2,3,4,26
"Detractor","0-17","Aeriel","South Carolina","Store","Renewal","Male","Hanbridge",4,1,5,31
"Passive","18-25","Lorrayne","California","Call Center","Onboarding","NA","Noades",3,2,2,20
"Promoter","36-50","Otha","Texas","Website","Claims","Female","Storr",1,4,3,30
"Detractor","26-35","Jereme","District of Columbia","Chat","Acquisition","NA","Thuillier",5,3,1,39
"Promoter","NA","Eachelle","Ohio","App","Claims","Female","Ramelet",2,5,3,42
"Detractor","36-50","Germana","California","Call Center","Renewal","Male","Gillion",3,4,5,44
"Passive","18-25","Alessandro","Alabama","Website","Claims","Male","Hanbridge",1,2,3,45
"Promoter","36-50","Cynthea","Indiana","App","Acquisition","Female","Pearle",2,4,1,11
"Detractor","0-17","Malanie","Louisiana","Call Center","Routine Services","NA","Benz",3,1,4,23
"Passive","26-35","Nikola","Mississippi","App","Renewal","Male","Hooks",2,3,5,33
"Detractor","26-35","Christophorus","Georgia","Email","Claims","NA","Rothman",6,3,3,10
"Promoter","18-25","Welby","New York","Website","Onboarding","Female","Adao",1,2,2,18
"Passive","26-35","Naoma","Missouri","App","Onboarding","NA","Hanbridge",2,3,2,21
"Detractor","36-50","Skell","Florida","Call Center","Routine Services","Female","Pearle",3,4,4,28
"Promoter","18-25","Esteban","Minnesota","Chat","Claims","Male","Matschuk",5,2,3,19
"Passive","18-25","Gabriela","Arizona","Call Center","Renewal","Male","Brookfield",3,2,5,25
"Detractor","36-50","Clayborne","Texas","App","Acquisition","NA","Riolfi",2,4,1,30
"Promoter","18-25","Sammy","Pennsylvania","Website","Onboarding","Female","Schohier",1,2,2,22
"Passive","0-17","Noreen","North Carolina","App","Renewal","Male","Pearle",2,1,5,49
"Detractor","26-35","Cathryn","Texas","Website","Claims","NA","Dobey",1,3,3,38
"Passive","NA","Jereme","New York","Store","Renewal","Female","Pickover",4,5,5,40
"Promoter","18-25","Martino","Florida","App","Claims","Male","Bamborough",2,2,3,48
"Detractor","36-50","Gabriela","Massachusetts","Call Center","Routine Services","NA","Hassur",3,4,4,41
"Detractor","26-35","Crosby","Kentucky","Chat","Acquisition","Female","Worgen",5,3,1,20
"Promoter","26-35","Martguerita","West Virginia","Website","Onboarding","Male","Fasham",1,3,2,35
"Passive","18-25","Aeriel","Wisconsin","Call Center","Renewal","Female","Bleibaum",3,2,5,50
"Passive","36-50","Windham","Virginia","App","Claims","NA","Asche",2,4,3,32
"Detractor","26-35","Onfroi","Tennessee","Website","Acquisition","NA","Dobey",1,3,1,10
"Promoter","18-25","Cecil","California","App","Routine Services","Male","Meaddowcroft",2,2,4,10
"Detractor","26-35","Cecil","Michigan","Email","Claims","Female","Vose",6,3,3,29
"Passive","0-17","Oralia","District of Columbia","Chat","Onboarding","NA","Gatrill",5,1,2,18
"Detractor","36-50","Sammy","California","App","Renewal","Female","Sargant",2,4,5,10
"Promoter","26-35","Martino","California","Website","Acquisition","Male","Lumm",1,3,1,19
"Passive","NA","Boone","Nebraska","Call Center","Renewal","NA","Canton",3,5,5,46
"Detractor","36-50","Aridatha","Ohio","App","Claims","Female","Cakebread",2,4,3,23
"Promoter","18-25","Jillene","Colorado","Call Center","Routine Services","Male","Waterstone",3,2,4,22
"Detractor","26-35","Carlyn","Utah","Call Center","Claims","Male","Paddington",3,3,3,20
"Promoter","18-25","Arly","Washington","Store","Acquisition","Female","Bleibaum",4,2,1,31
"Passive","26-35","Alessandro","New York","Call Center","Onboarding","NA","Borrie",3,3,2,45
"Passive","0-17","Welby","Oklahoma","Website","Renewal","NA","Kinchington",1,1,5,10
"Detractor","36-50","Martguerita","California","Chat","Onboarding","Female","Worgen",5,4,2,24
"Promoter","18-25","Oralia","Illinois","Website","Routine Services","Male","Brantl",1,2,4,28
"Detractor","26-35","Stoddard","California","App","Claims","NA","Messent",2,3,3,21
"Passive","36-50","Carlyn","Florida","Call Center","Acquisition","Female","Paddington",3,4,1,43
"Promoter","18-25","Otha","Texas","Website","Claims","Male","Darke",1,2,3,33
"Detractor","18-25","Ronnie","Virginia","Call Center","Renewal","NA","Seebert",3,2,5,47
"Passive","26-35","Noreen","Florida","App","Renewal","Female","Lecordier",2,3,5,30
"Detractor","NA","Crosby","Texas","App","Routine Services","Male","Kelleher",2,5,4,34
"Promoter","18-25","Martino","Texas","Website","Onboarding","Male","Worgen",1,2,2,35
"Passive","36-50","Jenica","California","App","Claims","NA","Robbert",2,4,3,32
"Detractor","26-35","Rubetta","New Jersey","Call Center","Renewal","Female","Fetherstone",3,3,5,46
"Promoter","26-35","Ronnie","North Carolina","Chat","Onboarding","NA","Worgen",5,3,2,10
"Passive","0-17","Chevy","New York","Website","Claims","Male","Hanbridge",1,1,3,37
"Detractor","36-50","Monica","Iowa","Call Center","Acquisition","Female","Storr",3,4,1,37
"Detractor","18-25","Fields","Texas","App","Routine Services","Male","Paddington",2,2,4,75
"Promoter","18-25","Naoma","Arizona","Website","Claims","NA","Adao",1,2,3,49
"Passive","26-35","Alessandro","Hawaii","Call Center","Renewal","Female","Block",3,3,5,25
"Promoter","36-50","Tammy","Florida","Store","Onboarding","NA","Fetherstone",4,4,2,32
"Detractor","26-35","Windham","Indiana","Email","Claims","Female","Shuard",6,3,3,22
"Passive","36-50","Mercie","Georgia","App","Acquisition","Male","Cantero",2,4,1,26
"Detractor","18-25","Demetris","Alabama","Call Center","Routine Services","Male","Burland",3,2,4,39
"Promoter","26-35","Reine","Pennsylvania","Chat","Acquisition","NA","Nerney",5,3,1,20
"Detractor","NA","Ronnie","Ohio","Website","Onboarding","Female","Woodroffe",1,5,2,50
"Passive","36-50","Cathryn","Nevada","Website","Claims","Male","Sevitt",1,4,3,27
"Promoter","0-17","Cobbie","Minnesota","App","Renewal","Female","Ferron",2,1,5,42
"Passive","26-35","Wanids","Maryland","Call Center","Renewal","NA","Aldcorne",3,3,5,30
"Detractor","18-25","Skell","New York","App","Claims","Male","Benz",2,2,3,44
"Promoter","18-25","Alvina","Connecticut","Chat","Acquisition","NA","Pearle",5,2,1,27
"Detractor","36-50","Roberto","Texas","Website","Routine Services","Female","Pickover",1,4,4,38
"Passive","18-25","Rubetta","California","App","Claims","Male","Deamer",2,2,3,19
"Detractor","26-35","Sascha","Louisiana","App","Onboarding","NA","Noades",2,3,2,29
"Promoter","26-35","Carlynne","Texas","Call Center","Renewal","Female","Pearle",3,3,5,25
"Passive","36-50","Chevy","Oregon","Email","Renewal","Male","Lecordier",6,4,5,18
"Detractor","18-25","Wanda","Missouri","Website","Onboarding","NA","Cantero",1,2,2,10
"Promoter","26-35","Gabi","Florida","App","Acquisition","Female","Kinchington",2,3,1,21
"Passive","NA","Gale","Illinois","Chat","Claims","Male","Waterstone",5,5,3,34
"Detractor","18-25","Gabi","District of Columbia","Website","Claims","NA","Abreheart",1,2,3,45
"Promoter","0-17","Wanids","Virginia","Call Center","Routine Services","Female","Adao",3,1,4,31
"Passive","26-35","Aridatha","Georgia","Call Center","Onboarding","Male","Allaway",3,3,2,26
"Detractor","18-25","Oralia","Colorado","Store","Claims","NA","Ferrierio",4,2,3,12
"Detractor","26-35","Jenica","Florida","App","Acquisition","Female","Allaway",2,3,1,40
"Promoter","36-50","Gabriela","California","Call Center","Renewal","NA","Fetherstone",3,4,5,35
"Passive","0-17","Farlay","Washington","App","Renewal","Male","Gillion",2,1,5,22
"Detractor","18-25","Stoddard","New Mexico","Website","Claims","Female","Canton",1,2,3,17
"Passive","36-50","Brynna","Idaho","App","Routine Services","NA","Aldcorne",2,4,4,21
"Promoter","36-50","Demetris","Tennessee","Chat","Acquisition","Female","Burland",5,4,1,20
"Detractor","18-25","Gabriela","New York","Website","Renewal","Male","Ferron",1,2,5,24
"Passive","26-35","Ky","Texas","Call Center","Claims","Male","Helsby",3,3,3,36
"Detractor","26-35","Amelina","Pennsylvania","App","Onboarding","NA","Hanbridge",2,3,2,10
"Promoter","36-50","Aeriel","California","Call Center","Routine Services","Female","Benz",3,4,4,32
"Promoter","18-25","Connie","California","Website","Renewal","Male","Cakebread",1,2,5,37
"Passive","0-17","Kennan","Texas","Call Center","Onboarding","Female","Stollard",3,1,2,19
"Detractor","NA","Sammy","Kentucky","App","Claims","NA","Canton",2,5,3,28
"Detractor","26-35","Alford","North Carolina","Website","Acquisition","NA","Doidge",1,3,1,30
"Promoter","26-35","Skell","Ohio","Email","Claims","Female","Cummins",6,3,3,47
"Passive","18-25","Naoma","Florida","Call Center","Renewal","Male","Borrie",3,2,5,48
"Detractor","18-25","Roberto","Kansas","App","Onboarding","NA","McIlherran",2,2,2,18
"Passive","36-50","Cecil","Wisconsin","Website","Routine Services","Female","Kinchington",1,4,4,43
"Detractor","26-35","Elke","Oklahoma","Store","Acquisition","Male","Sargant",4,3,1,49
"Promoter","36-50","Corey","New York","App","Renewal","NA","McGannon",2,4,5,33
"Passive","18-25","Cedric","Arizona","Call Center","Onboarding","Male","Coldridge",3,2,2,23
"Promoter","26-35","Cedric","Florida","Website","Claims","Female","McIlherran",1,3,3,10
"Detractor","0-17","Tammy","Montana","Chat","Renewal","NA","Criag",5,1,5,34
"Passive","26-35","Amelina","Massachusetts","Chat","Routine Services","Female","Brantl",5,3,4,44
"Detractor","18-25","Lorianna","Texas","Call Center","Acquisition","Male","Criag",3,2,1,25
"Promoter","NA","Naoma","South Carolina","Website","Claims","Male","Lecordier",1,5,3,15
"Passive","36-50","Malanie","Delaware","App","Claims","NA","Soonhouse",2,4,3,29
"Promoter","36-50","Wanda","California","Call Center","Onboarding","Female","Ferrierio",3,4,2,20
"Detractor","26-35","Roberto","Louisiana","Call Center","Acquisition","NA","Rothman",3,3,1,22
"Detractor","18-25","Wendall","Alabama","Website","Routine Services","Male","Waterstone",1,2,4,16
"Passive","18-25","Harbert","Virginia","App","Claims","Female","Burland",2,2,3,24
"Promoter","36-50","Rubetta","Indiana","App","Onboarding","Male","Thuillier",2,4,2,41
"Detractor","26-35","Ronnie","District of Columbia","Email","Claims","NA","Kinchington",6,3,3,10
"Passive","0-17","Ernestus","Missouri","Call Center","Renewal","Female","Chatwin",3,1,5,21
"Promoter","18-25","Cass","Colorado","Website","Renewal","NA","Sargant",1,2,5,50
"Detractor","36-50","Gray","Michigan","Chat","Routine Services","Male","Vose",5,4,4,28
"Passive","26-35","Eachelle","Illinois","Call Center","Claims","Female","Rothman",3,3,3,24
"Detractor","NA","Cynthea","Minnesota","Website","Renewal","NA","Burland",1,5,5,38
"Promoter","26-35","Martino","Pennsylvania","App","Onboarding","Male","Cyster",2,3,2,35
"Detractor","18-25","Roxi","District of Columbia","Call Center","Claims","Female","O'Dowgaine",3,2,3,46
"Passive","18-25","Celka","Texas","App","Renewal","NA","Doidge",2,2,5,11
"Promoter","26-35","Corey","Georgia","App","Acquisition","Male","McIlherran",2,3,1,19
"Passive","0-17","Nikola","New York","Website","Routine Services","Female","Shipman",1,1,4,32
"Detractor","36-50","Demetris","Florida","App","Onboarding","Male","Soonhouse",2,4,2,31
"Detractor","26-35","Ernestus","California","Call Center","Acquisition","NA","Pickover",3,3,1,30
"Promoter","36-50","Kerby","Ohio","Website","Claims","Female","Brantl",1,4,3,42
"Passive","18-25","Boone","Michigan","Store","Renewal","NA","Kunath",4,2,5,10
"Detractor","36-50","Malanie","Texas","Call Center","Claims","Male","Dayce",3,4,3,25
"Promoter","18-25","Aridatha","Florida","App","Onboarding","Female","Stollard",2,2,2,27
"Passive","26-35","Demetris","Texas","Chat","Routine Services","NA","Abreheart",5,3,4,20
"Detractor","NA","Travus","Texas","Website","Acquisition","Female","Soonhouse",1,5,1,26
"Promoter","18-25","Charleen","California","App","Renewal","Male","Fasham",2,2,5,29
"Passive","36-50","Oralia","New York","Call Center","Claims","NA","Lisciardelli",3,4,3,27
"Detractor","26-35","Arly","California","Website","Renewal","Female","Cyster",1,3,5,22
"Promoter","0-17","Cobbie","Florida","Call Center","Claims","Male","Lehon",3,1,3,30
"Detractor","26-35","Monica","California","Email","Onboarding","NA","Borrie",6,3,2,24
"Passive","26-35","Orin","Washington","App","Acquisition","Male","Ferron",2,3,1,19
"Promoter","36-50","Harbert","Texas","Chat","Renewal","Female","Soonhouse",5,4,5,10
"Detractor","18-25","Alyson","Arizona","Call Center","Routine Services","NA","Tussaine",3,2,4,32
"Passive","26-35","Orin","Texas","Website","Onboarding","Female","Cakebread",1,3,2,39
"Promoter","36-50","Cynthea","Tennessee","Store","Claims","Male","Adao",4,4,3,40
"Detractor","18-25","Elsey","West Virginia","App","Renewal","Male","Raynard",2,2,5,45
"Passive","18-25","Crosby","Texas","Website","Claims","NA","Sargant",1,2,3,31
"Detractor","26-35","Nikola","Virginia","Chat","Acquisition","Female","Ledley",5,3,1,14
"Promoter","18-25","Travus","Nevada","App","Acquisition","NA","Riolfi",2,2,1,33
"Passive","0-17","Sascha","District of Columbia","Website","Renewal","Female","Kelleher",1,1,5,28
"Detractor","NA","Oralia","North Carolina","App","Routine Services","Male","Fasham",2,5,4,27
