OperationalDrivers,ClaimsBucket,PreviousRenewalDate,NameInsuredId,Status,TypePrediction,LastProcessedDate,RenewalChannel,RenewalDate,Type,IsRenewedPolicy,ExpirationDate,EffectiveDate,PremiumAmount,Passive,RenewalRate,Rating,Name,NPS,Promoter,Detractor,OwnerId,MyContactCenterNPS,PredictedDistribution,CustomerEngagement,NumberOfClaims,Commit,BestCase,GrossWrittenPremium,ValuePrediction,NPS_All_Contact_Centers,TotalStandardAmount
Employee Satisfaction,2 - 3 Claims,,Brian,Not Renewed,NumberOfClaims,2021-04-26,,2021-11-08,Existing Business,FALSE,2021-11-09,2020-11-09,84000,,80,8.2,3954748887899,41,,,1234567,39,95,16,2,,,584000,23,41,54000
Wait Time,0 - 1 Claims,,John,For Renewal,Amount,2021-04-26,,2022-04-02,New Business,FALSE,2022-04-03,2021-04-03,14000,,88,8.6,8107545462016,39,,,1234567,37,15,20,1,,88,676000,6,39,25000
Agent Comunication,0 - 1 Claims,,Mary,For Renewal,NPS,2021-04-26,,2021-12-07,Services,FALSE,2021-12-08,2020-12-08,92000,,85,7.6,4067843612965,43.5,,,1234567,41,75,19,1,,,965000,32,43,33000
Agent Experience,4 - 5 Claims,,Brian,For Renewal,Amount,2021-04-26,,2022-03-19,Existing Business,FALSE,2022-03-20,2021-03-20,47000,,88,6.5,14615813476377,43,,,1234567,38,70,19,5,,,974000,6,42,99000
Agent Comunication,0 - 1 Claims,,John,For Renewal,Period,2021-04-26,,2022-06-01,Services,FALSE,2022-06-02,2021-06-02,25000,58,74,6.3,6088953741745,43.5,90,25,1234567,41,95,20,1,,79.92,672000,9,41,84000
Wait Time,4 - 5 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2021-12-24,New Business,FALSE,2021-12-25,2020-12-25,93000,,85,8.1,12324460803617,43.5,,,1234567,41,55,18,4,,,621000,23,43,53000
Employee Satisfaction,2 - 3 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2022-01-25,New Business,FALSE,2022-01-26,2021-01-26,53000,,88,7.8,4732462082952,43,,,1234567,40,25,18,2,,,512000,18,42,76000
Agent Experience,2 - 3 Claims,,Mary,For Renewal,Period,2021-04-26,,2021-11-21,Services,FALSE,2021-11-22,2020-11-22,26000,,80,7,13929747441243,41,,,1234567,39,12,19,2,,,863000,9,41,26000
Employee Satisfaction,2 - 3 Claims,,John,Not Renewed,Amount,2021-04-26,,2022-07-05,Existing Business,FALSE,2022-07-06,2021-07-06,43000,58,65,7.8,11291330546088,41,95,12,1234567,38,75,15,3,,,845000,6,39,23000
Wait Time,4 - 5 Claims,,Brian,For Renewal,NPS,2021-04-26,,2022-05-23,Services,FALSE,2022-05-24,2021-05-24,76000,55,79,6.5,3385875334450,39,95,15,1234567,38,55,17,5,71.89,85.32,599000,32,42,15000
Agent Experience,2 - 3 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2022-04-28,Existing Business,FALSE,2022-04-29,2021-04-29,14000,,88,6.3,4275623625340,39,,,1234567,37,55,17,2,,,509000,18,39,25000
Agent Comunication,6 or More Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-02-08,New Business,FALSE,2022-02-09,2021-02-09,92000,,90,7.4,17429554688806,43,,,1234567,38,70,15,6,,,629000,23,42,17000
Agent Comunication,6 or More Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2022-05-11,Existing Business,FALSE,2022-05-12,2021-05-12,61000,55,79,7.4,10898271744328,43,95,15,1234567,39,15,20,7,,,668000,23,43,80000
Employee Satisfaction,2 - 3 Claims,,Mary,For Renewal,NPS,2021-04-26,,2022-06-12,Services,FALSE,2022-06-13,2021-06-13,64000,58,74,7.6,12378368085548,39,90,25,1234567,40,70,18,2,67.34,79.92,576000,32,41,68000
Wait Time,2 - 3 Claims,,Brian,For Renewal,Period,2021-04-26,,2022-03-05,New Business,FALSE,2022-03-06,2021-03-06,17000,,88,8.4,3703794578909,43,,,1234567,38,58,15,2,,,799000,9,42,81000
Agent Experience,4 - 5 Claims,,John,For Renewal,TimeToResolve,2021-04-26,,2022-02-14,Existing Business,FALSE,2022-02-15,2021-02-15,55000,,90,6.7,14882323278058,43,,,1234567,38,95,20,4,,,541000,18,42,11000
Employee Satisfaction,0 - 1 Claims,,Steven,Not Renewed,Amount,2021-04-26,,2021-12-11,Services,FALSE,2021-12-12,2020-12-12,32000,,85,7.8,8118923502337,43.5,,,1234567,41,75,17,1,,,894000,6,43,71000
Agent Comunication,6 or More Claims,,Brian,For Renewal,Period,2021-04-26,,2022-04-03,New Business,FALSE,2022-04-04,2021-04-04,71000,,88,7.1,10358539831433,39,,,1234567,37,15,15,7,,,650000,9,39,44000
Agent Experience,2 - 3 Claims,,Steven,For Renewal,Amount,2021-04-26,,2022-07-04,New Business,FALSE,2022-07-05,2021-07-05,58000,58,65,6.9,2827339145846,43.5,95,12,1234567,37,75,20,3,,,761000,6,39,78000
Wait Time,2 - 3 Claims,,John,For Renewal,NPS,2021-04-26,,2022-01-13,Services,FALSE,2022-01-14,2021-01-14,18000,,88,8.1,4732901820004,43,,,1234567,40,25,15,2,,,729000,32,42,26000
Agent Comunication,6 or More Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-03-08,Existing Business,FALSE,2022-03-09,2021-03-09,32000,,88,7.1,6156179027166,43,,,1234567,38,12,15,6,,,917000,18,42,100000
Wait Time,0 - 1 Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2021-11-08,Existing Business,FALSE,2021-11-09,2020-11-09,53000,,80,8.2,3381411324942,41,,,1234567,39,58,17,1,,,666000,23,41,78000
Agent Experience,2 - 3 Claims,,Steven,For Renewal,NPS,2021-04-26,,2021-10-07,Services,FALSE,2021-10-08,2020-10-08,14000,,85,7.5,19335217739369,41,,,1234567,41,55,16,3,,,648000,32,42,11000
Employee Satisfaction,4 - 5 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2021-09-30,New Business,FALSE,2021-10-01,2020-10-01,73000,,80,7,2209019161924,43,,,1234567,38,15,20,4,,,872000,18,43,17000
Agent Comunication,0 - 1 Claims,,Brian,For Renewal,Amount,2021-04-26,,2021-10-09,Services,FALSE,2021-10-10,2020-10-10,19000,,90,7.1,13027275014222,41,,,1234567,40,12,15,1,,,624000,6,39,80000
Agent Experience,6 or More Claims,,Mary,Not Renewed,NumberOfClaims,2021-04-26,,2022-06-08,Existing Business,FALSE,2022-06-09,2021-06-09,14000,58,74,8.5,14897343708202,43,90,25,1234567,39,25,20,7,,79.92,676000,23,43,83000
Employee Satisfaction,4 - 5 Claims,,John,For Renewal,Period,2021-04-26,,2022-02-23,New Business,FALSE,2022-02-24,2021-02-24,57000,,90,7.5,14831115535501,43,,,1234567,38,95,20,5,,,654000,9,42,65000
Wait Time,0 - 1 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-05-24,New Business,FALSE,2022-05-25,2021-05-25,44000,55,79,8.1,12656583306128,43.5,95,15,1234567,37,95,20,1,,,528000,18,41,66000
Agent Comunication,6 or More Claims,,Steven,For Renewal,NPS,2021-04-26,,2022-01-11,Services,FALSE,2022-01-12,2021-01-12,82000,,88,7.6,8866381191937,43,,,1234567,40,75,19,6,,,905000,32,42,40000
Agent Experience,0 - 1 Claims,,Carl,For Renewal,Amount,2021-04-26,,2022-04-01,Existing Business,FALSE,2022-04-02,2021-04-02,56000,,88,6.3,19274088763276,39,,,1234567,37,25,16,1,,88,900000,6,39,99000
Employee Satisfaction,2 - 3 Claims,,Mary,For Renewal,Period,2021-04-26,,2021-11-25,Services,FALSE,2021-11-26,2020-11-26,38000,,80,8.2,7679035616858,41,,,1234567,39,70,20,2,,,742000,9,41,16000
Wait Time,0 - 1 Claims,,John,For Renewal,NumberOfClaims,2021-04-26,,2021-12-20,Existing Business,FALSE,2021-12-21,2020-12-21,85000,,85,8.1,567535558089,43.5,,,1234567,41,15,15,1,,,794000,23,43,12000
Employee Satisfaction,2 - 3 Claims,,Carl,For Renewal,Period,2021-04-26,,2022-07-20,New Business,FALSE,2022-07-21,2021-07-21,33000,58,65,7.2,219194761832,39,95,12,1234567,41,75,20,2,,70.2,415000,9,42,95000
Wait Time,2 - 3 Claims,,Steven,Not Renewed,NumberOfClaims,2021-04-26,,2022-05-29,Services,FALSE,2022-05-30,2021-05-30,23000,55,79,6.7,12241584964253,41,95,15,1234567,40,75,16,3,71.89,,460000,23,41,80000
Agent Comunication,2 - 3 Claims,,Mary,For Renewal,NPS,2021-04-26,,2021-11-16,New Business,FALSE,2021-11-17,2020-11-17,42000,,80,7.8,14936449258250,41,,,1234567,39,95,15,2,,,994000,32,41,97000
Agent Experience,0 - 1 Claims,,Brian,For Renewal,Amount,2021-04-26,,2022-01-24,Existing Business,FALSE,2022-01-25,2021-01-25,79000,,88,6.9,9137281035023,43,,,1234567,40,25,19,1,,,692000,6,42,22000
Wait Time,4 - 5 Claims,,John,For Renewal,TimeToResolve,2021-04-26,,2021-10-27,New Business,FALSE,2021-10-28,2020-10-28,93000,,65,8.6,13375163444911,43.5,,,1234567,38,75,16,4,,,791000,18,42,95000
Employee Satisfaction,2 - 3 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2021-12-18,Existing Business,FALSE,2021-12-19,2020-12-19,43000,,85,7.8,2403474076181,43.5,,,1234567,41,70,18,3,,,451000,18,43,70000
Agent Comunication,2 - 3 Claims,,Steven,For Renewal,Period,2021-04-26,,2022-02-09,Services,FALSE,2022-02-10,2021-02-10,51000,,90,7.4,13850616020085,43,,,1234567,38,12,18,2,,,957000,9,42,31000
Agent Experience,2 - 3 Claims,,John,For Renewal,NumberOfClaims,2021-04-26,,2022-04-27,Services,FALSE,2022-04-28,2021-04-28,52000,,88,6.3,3820025317982,39,,,1234567,37,58,18,3,,,973000,23,39,88000
Agent Comunication,6 or More Claims,,Brian,For Renewal,NPS,2021-04-26,,2022-07-03,New Business,FALSE,2022-07-04,2021-07-04,33000,58,65,8.4,6247519144501,43,95,12,1234567,39,12,15,7,59.15,70.2,702000,32,43,91000
Wait Time,6 or More Claims,,Mary,Not Renewed,Amount,2021-04-26,,2022-03-25,Existing Business,FALSE,2022-03-26,2021-03-26,57000,,88,8.4,6748856596677,43,,,1234567,38,55,18,7,,,652000,6,42,43000
Agent Experience,2 - 3 Claims,,Mary,For Renewal,Period,2021-04-26,,2022-03-09,Existing Business,FALSE,2022-03-10,2021-03-10,55000,,88,6.5,14377766261971,43,,,1234567,38,75,15,2,,,964000,9,42,84000
Employee Satisfaction,4 - 5 Claims,,John,For Renewal,TimeToResolve,2021-04-26,,2022-06-26,New Business,FALSE,2022-06-27,2021-06-27,44000,58,74,8.2,2149897735966,39,90,25,1234567,37,58,19,4,,,812000,18,39,56000
Wait Time,0 - 1 Claims,,Brian,For Renewal,Amount,2021-04-26,,2021-10-22,Services,FALSE,2021-10-23,2020-10-23,87000,,74,8.6,11755760966142,43,,,1234567,41,15,19,1,,,944000,6,42,48000
Employee Satisfaction,0 - 1 Claims,,Carl,For Renewal,NPS,2021-04-26,,2021-11-27,Existing Business,FALSE,2021-11-28,2020-11-28,90000,,80,8.2,19331975402919,41,,,1234567,39,95,17,1,,,763000,32,41,70000
Agent Comunication,2 - 3 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2021-12-09,New Business,FALSE,2021-12-10,2020-12-10,18000,,85,7.6,896604349518,43.5,,,1234567,41,12,18,3,,,698000,23,43,80000
Agent Experience,6 or More Claims,,Carl,For Renewal,Period,2021-04-26,,2022-01-17,Services,FALSE,2022-01-18,2021-01-18,51000,,88,6.9,11319600666735,43,,,1234567,40,25,20,6,,,621000,9,42,100000
Agent Comunication,4 - 5 Claims,,Steven,For Renewal,NPS,2021-04-26,,2022-07-25,Existing Business,FALSE,2022-07-26,2021-07-26,26000,58,65,7.1,13014352570833,41,95,12,1234567,37,58,20,5,59.15,70.2,825000,32,43,54000
Agent Experience,2 - 3 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-03-02,Services,FALSE,2022-03-03,2021-03-03,55000,,88,6.5,1070897731505,43,,,1234567,38,70,18,3,,,904000,18,42,18000
Employee Satisfaction,4 - 5 Claims,,Brian,Not Renewed,NumberOfClaims,2021-04-26,,2022-02-05,New Business,FALSE,2022-02-06,2021-02-06,28000,,90,7.5,13750205451937,43,,,1234567,38,58,16,4,,,506000,23,42,44000
Wait Time,0 - 1 Claims,,John,For Renewal,Amount,2021-04-26,,2022-05-13,New Business,FALSE,2022-05-14,2021-05-14,67000,55,79,6.5,18334060756530,43.5,95,15,1234567,39,95,19,1,71.89,,799000,6,39,56000
Agent Experience,2 - 3 Claims,,Carl,For Renewal,Period,2021-04-26,,2022-04-05,Existing Business,FALSE,2022-04-06,2021-04-06,93000,,88,6.3,16923361018826,39,,,1234567,37,55,18,3,88,88,961000,9,39,44000
Agent Comunication,2 - 3 Claims,,Mary,For Renewal,Amount,2021-04-26,,2022-06-04,Services,FALSE,2022-06-05,2021-06-05,30000,58,74,8.5,15636024737260,39,90,25,1234567,38,70,20,2,67.34,79.92,761000,6,41,22000
Wait Time,6 or More Claims,,John,For Renewal,NumberOfClaims,2021-04-26,,2022-06-14,Services,FALSE,2022-06-15,2021-06-15,24000,58,74,7.8,18208068458146,43.5,90,25,1234567,40,25,19,7,,79.92,690000,23,39,63000
Employee Satisfaction,2 - 3 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-02-07,Existing Business,FALSE,2022-02-08,2021-02-08,76000,,90,7.5,10328346189448,43,,,1234567,38,25,18,3,,,962000,18,42,30000
Agent Experience,4 - 5 Claims,,Steven,For Renewal,NPS,2021-04-26,,2022-02-28,New Business,FALSE,2022-03-01,2021-03-01,42000,,88,6.5,11295035949845,43,,,1234567,38,70,18,4,,,733000,32,42,13000
Employee Satisfaction,2 - 3 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2021-12-03,Services,FALSE,2021-12-04,2020-12-04,44000,,85,7.8,4310935236760,43.5,,,1234567,41,75,15,2,,,629000,23,43,42000
Agent Comunication,0 - 1 Claims,,John,Not Renewed,Period,2021-04-26,,2022-01-18,New Business,FALSE,2022-01-19,2021-01-19,67000,,88,7.6,2993318044196,43,,,1234567,40,58,20,1,,,969000,9,42,87000
Wait Time,2 - 3 Claims,,Mary,For Renewal,NPS,2021-04-26,,2022-05-27,Existing Business,FALSE,2022-05-28,2021-05-28,46000,55,79,8.1,9783599302537,41,95,15,1234567,41,75,18,2,71.89,,599000,32,42,37000
Agent Experience,2 - 3 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2022-07-20,New Business,FALSE,2022-07-21,2021-07-21,73000,58,65,6.7,14210489647835,39,95,12,1234567,37,75,15,2,,70.2,909000,18,43,57000
Agent Comunication,4 - 5 Claims,,Brian,For Renewal,Amount,2021-04-26,,2021-10-24,Services,FALSE,2021-10-25,2020-10-25,22000,,88,8.4,17332116916936,43,,,1234567,38,12,18,4,,,702000,6,41,51000
Wait Time,4 - 5 Claims,,Brian,For Renewal,Period,2021-04-26,,2022-04-16,Existing Business,FALSE,2022-04-17,2021-04-17,70000,,88,8.6,2056929338598,39,,,1234567,37,95,16,4,,,971000,9,39,15000
Employee Satisfaction,0 - 1 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2021-11-06,New Business,FALSE,2021-11-07,2020-11-07,87000,,80,8.2,9483929175373,41,,,1234567,39,55,18,1,,,906000,18,41,29000
Employee Satisfaction,2 - 3 Claims,,John,For Renewal,Amount,2021-04-26,,2022-06-08,Existing Business,FALSE,2022-06-09,2021-06-09,80000,58,74,7.2,19624945334747,43.5,90,25,1234567,40,70,15,2,67.34,,422000,6,39,81000
Agent Experience,0 - 1 Claims,,Carl,For Renewal,NPS,2021-04-26,,2021-12-21,Services,FALSE,2021-12-22,2020-12-22,23000,,85,6.9,2258747650248,43.5,,,1234567,41,15,16,1,,,548000,32,43,60000
Wait Time,2 - 3 Claims,,Steven,Not Renewed,NumberOfClaims,2021-04-26,,2022-01-17,Existing Business,FALSE,2022-01-18,2021-01-18,17000,,88,8.1,12210125895170,43,,,1234567,40,15,18,3,,,795000,23,42,18000
Agent Comunication,0 - 1 Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2022-04-23,New Business,FALSE,2022-04-24,2021-04-24,22000,,88,7.1,11021110749171,39,,,1234567,37,25,20,1,,,730000,23,39,59000
Agent Comunication,4 - 5 Claims,,Brian,For Renewal,NPS,2021-04-26,,2021-10-21,Services,FALSE,2021-10-22,2020-10-22,96000,,79,6.3,1601744566159,43,,,1234567,39,55,15,4,,,825000,32,41,49000
Employee Satisfaction,6 or More Claims,,Mary,For Renewal,Amount,2021-04-26,,2022-02-20,Services,FALSE,2022-02-21,2021-02-21,67000,,90,7.5,1476449982054,43,,,1234567,38,95,16,7,,,661000,6,42,87000
Agent Experience,2 - 3 Claims,,John,For Renewal,Period,2021-04-26,,2022-03-23,New Business,FALSE,2022-03-24,2021-03-24,15000,,88,6.5,6807480775580,43,,,1234567,38,75,17,2,,,873000,9,42,60000
Wait Time,4 - 5 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2022-05-26,Existing Business,FALSE,2022-05-27,2021-05-27,95000,55,79,7,2931396717012,39,95,15,1234567,41,55,18,5,71.89,,758000,18,42,95000
Agent Experience,0 - 1 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2021-11-08,Services,FALSE,2021-11-09,2020-11-09,92000,,80,7,2317250460574,41,,,1234567,39,12,18,1,,,565000,18,41,22000
Wait Time,2 - 3 Claims,,John,For Renewal,Amount,2021-04-26,,2022-07-30,Existing Business,FALSE,2022-07-31,2021-07-31,95000,58,65,6.9,17534824535471,41,95,12,1234567,41,75,16,2,,70.2,646000,6,43,16000
Employee Satisfaction,4 - 5 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2022-02-03,New Business,FALSE,2022-02-04,2021-02-04,15000,,90,7.5,5214465494874,43,,,1234567,38,58,19,4,,,497000,23,42,31000
Agent Comunication,6 or More Claims,,Brian,Not Renewed,NPS,2021-04-26,,2021-12-01,New Business,FALSE,2021-12-02,2020-12-02,87000,,85,7.6,16398505912440,43.5,,,1234567,41,70,20,6,,,837000,32,43,32000
Employee Satisfaction,2 - 3 Claims,,Carl,For Renewal,Period,2021-04-26,,2022-03-23,Services,FALSE,2022-03-24,2021-03-24,54000,,88,7.4,17571396741321,43,,,1234567,38,25,19,2,,,738000,9,42,91000
Agent Experience,2 - 3 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2022-06-25,Existing Business,FALSE,2022-06-26,2021-06-26,66000,58,74,7.6,12631021048203,43,90,25,1234567,37,70,16,2,,79.92,556000,18,41,79000
Agent Comunication,2 - 3 Claims,,John,For Renewal,Period,2021-04-26,,2022-07-27,Existing Business,FALSE,2022-07-28,2021-07-28,26000,58,65,7.2,12490905424749,43.5,95,12,1234567,40,75,19,3,59.15,,548000,9,39,50000
Wait Time,2 - 3 Claims,,Mary,For Renewal,NPS,2021-04-26,,2021-11-07,Services,FALSE,2021-11-08,2020-11-08,95000,,80,8.2,9482086804000,41,,,1234567,39,55,20,2,,,560000,32,41,75000
Wait Time,0 - 1 Claims,,Steven,For Renewal,Amount,2021-04-26,,2022-01-24,New Business,FALSE,2022-01-25,2021-01-25,78000,,88,8.1,10456664782857,43,,,1234567,40,75,16,1,,,940000,6,42,70000
Agent Experience,2 - 3 Claims,,Brian,For Renewal,NumberOfClaims,2021-04-26,,2022-04-11,Existing Business,FALSE,2022-04-12,2021-04-12,20000,,88,6.3,11892284660821,39,,,1234567,37,70,15,2,88,,717000,23,39,61000
Agent Comunication,2 - 3 Claims,,Mary,For Renewal,NPS,2021-04-26,,2021-10-02,Services,FALSE,2021-10-03,2020-10-03,87000,,85,7.5,7452339832739,41,,,1234567,38,58,20,2,,,689000,32,43,88000
Employee Satisfaction,2 - 3 Claims,,John,Not Renewed,NumberOfClaims,2021-04-26,,2022-06-24,New Business,FALSE,2022-06-25,2021-06-25,64000,58,74,7.4,11167019326996,39,90,25,1234567,39,70,18,3,67.34,79.92,881000,23,42,20000
Wait Time,0 - 1 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2021-12-11,Services,FALSE,2021-12-12,2020-12-12,44000,,85,8.1,6843679716872,43.5,,,1234567,41,95,16,1,,,780000,18,43,82000
Employee Satisfaction,6 or More Claims,,Steven,For Renewal,Amount,2021-04-26,,2022-01-18,Existing Business,FALSE,2022-01-19,2021-01-19,59000,,88,7.8,16142999974628,43,,,1234567,40,15,18,7,,,588000,6,42,88000
Agent Comunication,0 - 1 Claims,,Carl,For Renewal,Period,2021-04-26,,2022-03-18,New Business,FALSE,2022-03-19,2021-03-19,63000,,88,7.1,17846973289472,43,,,1234567,38,12,15,1,,,489000,9,42,19000
Agent Experience,2 - 3 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-04-12,Existing Business,FALSE,2022-04-13,2021-04-13,92000,,88,6.3,17468122803498,39,,,1234567,37,25,17,2,88,88,806000,18,39,15000
Wait Time,2 - 3 Claims,,John,For Renewal,Amount,2021-04-26,,2021-10-03,New Business,FALSE,2021-10-04,2020-10-04,89000,,74,7.6,16889615874268,43,,,1234567,38,95,18,2,,,492000,6,42,20000
Agent Experience,4 - 5 Claims,,Mary,For Renewal,Period,2021-04-26,,2022-01-31,Services,FALSE,2022-02-01,2021-02-01,88000,,90,6.7,14309967454300,43,,,1234567,38,70,18,4,,,676000,9,42,45000
Employee Satisfaction,2 - 3 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2021-11-05,New Business,FALSE,2021-11-06,2020-11-06,19000,,80,8.2,17332604579152,41,,,1234567,39,75,20,3,,,581000,23,41,11000
Agent Comunication,0 - 1 Claims,,Carl,Not Renewed,NPS,2021-04-26,,2022-05-24,Existing Business,FALSE,2022-05-25,2021-05-25,69000,55,79,8.6,13869445193037,41,95,15,1234567,41,95,15,1,,,580000,32,43,13000
Agent Comunication,4 - 5 Claims,,Carl,For Renewal,Period,2021-04-26,,2022-07-15,Services,FALSE,2022-07-16,2021-07-16,64000,58,65,7.5,2975839519925,39,95,12,1234567,37,58,16,4,,,575000,9,39,56000
Employee Satisfaction,2 - 3 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2022-06-24,New Business,FALSE,2022-06-25,2021-06-25,19000,58,74,7.8,2073300261466,43.5,90,25,1234567,39,70,20,2,67.34,79.92,590000,18,41,17000
Agent Experience,6 or More Claims,,Mary,For Renewal,Amount,2021-04-26,,2022-02-03,Existing Business,FALSE,2022-02-04,2021-02-04,15000,,90,6.7,19229200404091,43,,,1234567,38,12,16,6,,,401000,6,42,65000
Wait Time,4 - 5 Claims,,John,For Renewal,NumberOfClaims,2021-04-26,,2021-11-11,Services,FALSE,2021-11-12,2020-11-12,45000,,80,8.2,2745429790226,41,,,1234567,39,15,16,5,,,777000,23,41,26000
Employee Satisfaction,2 - 3 Claims,,Brian,For Renewal,NPS,2021-04-26,,2021-12-05,New Business,FALSE,2021-12-06,2020-12-06,19000,,85,7.8,7005213044051,43.5,,,1234567,41,58,16,3,,,834000,32,43,23000
Wait Time,0 - 1 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-01-02,Existing Business,FALSE,2022-01-03,2021-01-03,69000,,88,8.1,18862727050367,43,,,1234567,40,55,19,1,,,412000,18,42,34000
Agent Experience,4 - 5 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2022-04-15,Services,FALSE,2022-04-16,2021-04-16,46000,,88,6.3,1008497815301,39,,,1234567,37,70,19,4,88,,806000,23,39,57000
Agent Comunication,2 - 3 Claims,,Carl,For Renewal,Period,2021-04-26,,2021-10-13,New Business,FALSE,2021-10-14,2020-10-14,92000,,90,8.5,11533599718791,39,,,1234567,40,25,17,2,,,724000,9,41,80000
Employee Satisfaction,0 - 1 Claims,,John,Not Renewed,Amount,2021-04-26,,2022-05-17,Existing Business,FALSE,2022-05-18,2021-05-18,89000,55,79,7.2,8233194237245,43.5,95,15,1234567,41,95,18,1,71.89,,918000,6,39,90000
Agent Comunication,6 or More Claims,,Steven,For Renewal,NPS,2021-04-26,,2022-07-05,Services,FALSE,2022-07-06,2021-07-06,29000,58,65,7,8887229581241,41,95,12,1234567,40,12,20,7,,70.2,796000,32,42,53000
Agent Experience,4 - 5 Claims,,John,For Renewal,NPS,2021-04-26,,2022-05-21,Existing Business,FALSE,2022-05-22,2021-05-22,50000,55,79,8.2,8361288906006,43,95,15,1234567,39,55,20,4,71.89,,468000,32,43,32000
Wait Time,2 - 3 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2022-06-29,New Business,FALSE,2022-06-30,2021-06-30,43000,58,74,7.2,244435258127,41,90,25,1234567,38,70,20,2,,79.92,664000,23,43,68000
Agent Experience,2 - 3 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2021-11-26,Services,FALSE,2021-11-27,2020-11-27,14000,,80,7,1348473157664,41,,,1234567,39,15,15,3,,,930000,18,41,69000
Employee Satisfaction,4 - 5 Claims,,Brian,For Renewal,Period,2021-04-26,,2022-02-22,Services,FALSE,2022-02-23,2021-02-23,18000,,90,7.5,766518848729,43,,,1234567,38,55,18,4,,,692000,9,42,86000
Wait Time,2 - 3 Claims,,Carl,For Renewal,Amount,2021-04-26,,2021-12-18,New Business,FALSE,2021-12-19,2020-12-19,14000,,85,8.1,16122633405762,43.5,,,1234567,41,75,20,2,,,644000,6,43,27000
Agent Comunication,0 - 1 Claims,,Mary,For Renewal,Period,2021-04-26,,2022-05-02,Existing Business,FALSE,2022-05-03,2021-05-03,23000,55,79,6.5,10081343621798,43.5,95,15,1234567,37,95,16,1,71.89,85.32,605000,9,41,11000
Employee Satisfaction,0 - 1 Claims,,John,Not Renewed,NPS,2021-04-26,,2022-01-04,New Business,FALSE,2022-01-05,2021-01-05,31000,,88,7.8,5516780426570,43,,,1234567,40,12,16,1,,,695000,32,42,41000
Agent Experience,2 - 3 Claims,,Brian,For Renewal,Amount,2021-04-26,,2022-04-16,Services,FALSE,2022-04-17,2021-04-17,31000,,88,6.3,13088389198786,39,,,1234567,37,95,16,2,,88,584000,6,39,49000
Agent Comunication,0 - 1 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2021-10-20,Existing Business,FALSE,2021-10-21,2020-10-21,37000,,65,6.9,5407245708922,39,,,1234567,39,58,18,1,,,497000,18,42,86000
Wait Time,2 - 3 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-07-20,Existing Business,FALSE,2022-07-21,2021-07-21,27000,58,65,6.7,7402489956104,43,95,12,1234567,38,75,16,2,59.15,70.2,636000,23,39,35000
Agent Experience,0 - 1 Claims,,Steven,For Renewal,Amount,2021-04-26,,2022-03-14,New Business,FALSE,2022-03-15,2021-03-15,19000,,88,6.5,17555672011502,43,,,1234567,38,58,15,1,,,858000,6,42,32000
Agent Comunication,6 or More Claims,,Mary,For Renewal,NPS,2021-04-26,,2022-06-05,Services,FALSE,2022-06-06,2021-06-06,23000,58,74,8.4,1565412330685,43.5,90,25,1234567,41,25,15,6,67.34,79.92,747000,32,41,19000
Wait Time,4 - 5 Claims,,Brian,For Renewal,Period,2021-04-26,,2021-11-25,Services,FALSE,2021-11-26,2020-11-26,83000,,80,8.2,18544193100332,41,,,1234567,39,70,17,4,,,680000,9,41,38000
Employee Satisfaction,0 - 1 Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2022-05-13,New Business,FALSE,2022-05-14,2021-05-14,93000,55,79,7.1,2790453038357,41,95,15,1234567,37,95,18,1,71.89,,925000,23,42,52000
