OwnerName,AccountId,ForecastCategory,IsClosed,Manager,PredictedWinRate,PipeGenerated,PipeCoverage,EventCount,TaskCount,AccountName,ActivitiesBucket,ActivityCount,Amount,CallCount,CloseDate,ClosedWon,CreatedDate,EmailCount,IsWon,LastProcessedDate,OpportunityName,OpportunityId,OwnerId,Probability,Role,SmallPhotoUrl,WinRate
Amy Thomas,,Commit,false,Gary Hill,84,"$4,200,000.00",2.5,8,11,Conner Inc [889],8 - 12,41,"$95,000.00",11,2020-08-17,"$2,900,000.00",2020-06-17,11,false,2021-06-02,Conner Inc [889] 768,,,80,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,86
Karen Mccann,,Closed,true,Gary Hill,75,"$3,200,000.00",2.3,6,5,"Dime Community Bancshares, Inc",4 - 8,19,"$66,000.00",4,2021-04-26,"$1,500,000.00",2021-03-06,4,false,2021-06-02,"Dime Community Bancshares, Inc 769",,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,74
Austin Le,,Commit,true,Brian Chandler,58,"$4,350,000.00",2.2,11,8,Corestaff Services LP,8 - 12,37,"$70,000.00",9,2021-05-03,"$1,500,000.00",2021-03-14,9,true,2021-06-02,Corestaff Services LP 770,,,75,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,56
Dean Pierce,,Best Case,false,Mary Eng,65,"$4,300,000.00",2.39,8,12,Craig Inc [634],8 - 12,38,"$39,000.00",9,2021-04-02,"$1,500,000.00",2021-01-10,9,true,2021-06-02,Craig Inc [634] 771,,005B0000006zLDrIAM,60,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,61
Lucas Baxter,,Closed,true,Brian Chandler,73,"$4,200,000.00",2.5,6,6,Certek Software Designs Inc,4 - 8,25,"$67,000.00",6,2020-12-12,"$2,900,000.00",2020-09-20,7,false,2021-06-02,Certek Software Designs Inc 772,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,70
Jeremiah Ballard,,Commit,false,Brian Chandler,51,"$3,600,000.00",2.7,12,10,Cognitive Arts Corp,8 - 12,42,"$26,000.00",9,2020-10-07,"$1,500,000.00",2020-07-19,11,false,2021-06-02,Cognitive Arts Corp 773,,,80,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,48
Mary Eng,,Closed,true,,71,"$3,750,000.00",2.42,11,10,Fund For Global Awakening,8 - 12,40,"$34,000.00",10,2021-05-25,"$1,500,000.00",2021-04-20,9,true,2021-06-02,Fund For Global Awakening 774,,005B0000006zLGfIAM,100,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,72
Kylie Cannon,,Best Case,true,Dean Pierce,86,"$4,350,000.00",2.42,11,8,Computer Extension Professionals,8 - 12,39,"$79,000.00",10,2020-09-06,"$1,500,000.00",2020-06-18,10,true,2021-06-02,Computer Extension Professionals 775,,,60,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,89
Nicole Bowers,,Pipeline,false,Dean Pierce,52,"$4,450,000.00",2.76,5,8,Fujitsu Computer Products of America,4 - 8,21,"$64,000.00",4,2020-11-20,"$1,500,000.00",2020-10-19,4,false,2021-06-02,Fujitsu Computer Products of America 776,,,65,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,49
Jane Martin,,Closed,true,Dean Pierce,78,"$4,200,000.00",2.5,11,9,Convergys Corporation,8 - 12,37,"$61,000.00",8,2020-07-09,"$2,900,000.00",2020-05-10,9,false,2021-06-02,Convergys Corporation 777,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,79
Amy Thomas,,Commit,true,Gary Hill,92,"$4,200,000.00",2.31,8,12,Centric Group,8 - 12,36,"$55,000.00",8,2021-06-14,"$1,500,000.00",2021-03-23,8,true,2021-06-02,Centric Group 778,,,75,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,94
Beth Malone,,Pipeline,false,Gary Hill,55,"$3,850,000.00",2.76,5,8,Baton Rouge International,4 - 8,25,"$54,000.00",6,2020-10-19,"$1,500,000.00",2020-09-12,6,true,2021-06-02,Baton Rouge International 779,,,50,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,57
Oscar Anthony,,Best Case,true,Brian Chandler,87,"$3,950,000.00",2.07,8,8,Cellular Technologies Inc,8 - 12,35,"$75,000.00",10,2020-08-11,"$1,500,000.00",2020-06-19,9,false,2021-06-02,Cellular Technologies Inc 780,,,55,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,87
Kylie Cannon,,Closed,true,Dean Pierce,65,"$4,200,000.00",2.5,12,10,Computerized Facility Integration,8 - 12,42,"$69,000.00",11,2021-01-24,"$2,900,000.00",2020-10-29,9,true,2021-06-02,Computerized Facility Integration 781,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,62
Dean Pierce,,Closed,true,Mary Eng,50,"$3,150,000.00",2.43,8,6,Credit Acceptance Corporation,4 - 8,28,"$85,000.00",6,2021-04-21,"$1,500,000.00",2021-02-17,8,false,2021-06-02,Credit Acceptance Corporation 782,,005B0000006zLDrIAM,100,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,47
Devin Washington,,Commit,true,Brian Chandler,73,"$3,250,000.00",2.32,9,9,Boomerangit,8 - 12,38,"$50,000.00",11,2020-07-08,"$1,500,000.00",2020-05-12,9,false,2021-06-02,Boomerangit 783,,,90,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,72
Nicole Bowers,,Commit,false,Dean Pierce,75,"$3,250,000.00",2.81,11,12,Corexpand,8 - 12,43,"$95,000.00",11,2021-03-17,"$1,500,000.00",2021-01-11,9,true,2021-06-02,Corexpand 784,,,70,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,75
Gary Hill,,Closed,true,Mary Eng,67,"$4,350,000.00",2.8,5,5,Christensen Display Products,4 - 8,21,"$62,000.00",7,2021-03-27,"$1,500,000.00",2021-01-07,4,true,2021-06-02,Christensen Display Products 785,,005B0000006zLFqIAM,100,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,63
Karen Mccann,,Best Case,true,Gary Hill,76,"$4,200,000.00",2.5,11,12,Caskey Achievement Strategies,8 - 12,42,"$71,000.00",11,2021-04-30,"$2,900,000.00",2021-02-25,8,false,2021-06-02,Caskey Achievement Strategies 786,,,55,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,78
Austin Le,,Commit,false,Brian Chandler,70,"$3,650,000.00",2.43,9,11,1st Sales,8 - 12,44,"$72,000.00",12,2020-12-12,"$1,500,000.00",2020-09-16,12,false,2021-06-02,1st Sales 787,,,75,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,74
Ebony Ali,,Closed,true,Gary Hill,86,"$4,500,000.00",2.37,8,5,Cormac Corporation,4 - 8,28,"$73,000.00",7,2020-11-23,"$1,500,000.00",2020-08-25,8,true,2021-06-02,Cormac Corporation 788,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,85
Jeremiah Ballard,,Closed,true,Brian Chandler,59,"$3,300,000.00",2.63,11,8,Disha Technologies,8 - 12,39,"$90,000.00",10,2020-07-28,"$1,500,000.00",2020-05-13,10,false,2021-06-02,Disha Technologies 789,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,55
Jane Martin,,Pipeline,false,Dean Pierce,61,"$4,200,000.00",2.5,8,12,Cognex Corporation,8 - 12,40,"$75,000.00",9,2020-08-26,"$2,900,000.00",2020-07-18,11,true,2021-06-02,Cognex Corporation 790,,,55,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,57
Mary Eng,,Commit,true,,80,"$4,350,000.00",2.12,8,5,ColdCypress,4 - 8,23,"$78,000.00",4,2020-11-26,"$1,500,000.00",2020-10-17,6,true,2021-06-02,ColdCypress 791,,005B0000006zLGfIAM,90,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,78
Amy Johnson,,Closed,true,Gary Hill,77,"$4,400,000.00",2.2,10,9,CarrierPoint,8 - 12,41,"$51,000.00",12,2020-07-20,"$1,500,000.00",2020-05-28,10,false,2021-06-02,CarrierPoint 792,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,75
Erica Fletcher,,Pipeline,true,Mary Eng,68,"$4,200,000.00",2.5,5,4,Computercare,0 - 5,17,"$40,000.00",3,2020-09-21,"$2,900,000.00",2020-07-23,5,true,2021-06-02,Computercare 793,,005B0000006zLBdIAM,65,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,66
Rebecca Espinoza,,Commit,false,Gary Hill,82,"$3,500,000.00",2.65,8,9,Collins Inc [1460],8 - 12,37,"$95,000.00",8,2021-07-07,"$1,500,000.00",2021-05-10,12,false,2021-06-02,Collins Inc [1460] 794,,,70,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,83
Patricia Shepard,,Best Case,false,Brian Chandler,74,"$3,250,000.00",2.7,6,7,Contec Corp,4 - 8,23,"$53,000.00",5,2020-10-16,"$1,500,000.00",2020-08-25,5,true,2021-06-02,Contec Corp 795,,,50,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,72
Elizabeth Lewis,,Commit,true,Dean Pierce,51,"$4,200,000.00",2.5,10,8,Ab Incorporated,8 - 12,42,"$56,000.00",12,2020-07-28,"$2,900,000.00",2020-05-07,12,false,2021-06-02,Ab Incorporated 796,,,80,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,52
Brian Chandler,,Closed,true,Mary Eng,59,"$4,100,000.00",2.79,8,9,Construction Systems Associates,8 - 12,34,"$78,000.00",8,2020-12-19,"$1,500,000.00",2020-10-12,9,false,2021-06-02,Construction Systems Associates 797,,005B0000006zLFOIA2,100,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,59
Lucas Baxter,,Closed,true,Brian Chandler,76,"$3,000,000.00",2.43,11,12,Cortez Inc [1658],8 - 12,43,"$74,000.00",9,2021-04-22,"$1,500,000.00",2021-01-26,11,true,2021-06-02,Cortez Inc [1658] 798,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,78
Amy Johnson,,Commit,false,Gary Hill,53,"$3,600,000.00",2.17,8,8,Dimare Fresh Inc,4 - 8,31,"$29,000.00",7,2020-12-13,"$1,500,000.00",2020-09-28,8,true,2021-06-02,Dimare Fresh Inc 799,,,80,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,52
Devin Washington,,Pipeline,true,Brian Chandler,73,"$4,200,000.00",2.5,8,8,Cox Inc [949],8 - 12,37,"$29,000.00",11,2020-07-27,"$2,900,000.00",2020-05-07,10,false,2021-06-02,Cox Inc [949] 800,,,50,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,71
Nicole Bowers,,Closed,true,Dean Pierce,83,"$3,600,000.00",2.48,8,12,Baldwin &amp; Clarke Advisory Svc,8 - 12,40,"$33,000.00",12,2020-12-06,"$1,500,000.00",2020-09-15,8,false,2021-06-02,Baldwin &amp; Clarke Advisory Svc 801,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,85
Mary Eng,,Best Case,false,,68,"$3,100,000.00",2.74,7,7,Copernus,4 - 8,28,"$42,000.00",8,2021-01-21,"$1,500,000.00",2020-12-09,6,true,2021-06-02,Copernus 802,,005B0000006zLGfIAM,60,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,71
Karen Mccann,,Commit,true,Gary Hill,64,"$3,850,000.00",2.22,11,8,Alpine Networking Solutions,8 - 12,38,"$92,000.00",11,2021-03-14,"$1,500,000.00",2021-01-01,8,false,2021-06-02,Alpine Networking Solutions 803,,,90,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,64
Lucas Baxter,,Closed,true,Brian Chandler,72,"$3,350,000.00",2.43,8,10,Freeport-McMoran Copper and Gold,8 - 12,39,"$85,000.00",11,2020-07-27,"$1,500,000.00",2020-05-21,10,true,2021-06-02,Freeport-McMoran Copper and Gold 804,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,71
Beth Malone,,Closed,true,Gary Hill,63,"$4,200,000.00",2.5,4,4,Copper Mountain Networks Inc,4 - 8,19,"$70,000.00",5,2021-04-17,"$2,900,000.00",2021-03-16,6,true,2021-06-02,Copper Mountain Networks Inc 805,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,60
Ebony Ali,,Commit,false,Gary Hill,83,"$3,950,000.00",2.84,12,10,Edwards Inc [2051],8 - 12,39,"$25,000.00",8,2020-12-06,"$1,500,000.00",2020-09-14,9,false,2021-06-02,Edwards Inc [2051] 806,,,85,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,85
Gary Hill,,Closed,true,Mary Eng,89,"$4,200,000.00",2.7,12,8,Corexpand,8 - 12,41,"$61,000.00",11,2021-05-03,"$1,500,000.00",2021-03-16,10,false,2021-06-02,Corexpand 807,,005B0000006zLFqIAM,100,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,88
Oscar Anthony,,Best Case,true,Brian Chandler,70,"$4,500,000.00",2.7,4,7,Computercare,4 - 8,22,"$53,000.00",4,2021-06-29,"$1,500,000.00",2021-05-24,7,true,2021-06-02,Computercare 808,,,65,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,71
Erica Fletcher,,Commit,true,Mary Eng,60,"$4,200,000.00",2.5,3,2,Christensen Display Products,0 - 5,6,"$76,000.00",0,2021-01-09,"$2,900,000.00",2020-11-13,1,false,2021-06-02,Christensen Display Products 809,,005B0000006zLBdIAM,70,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,60
Kylie Cannon,,Closed,true,Dean Pierce,79,"$4,200,000.00",2.5,9,8,Computerworld,8 - 12,38,"$81,000.00",12,2021-01-25,"$2,900,000.00",2020-12-11,9,true,2021-06-02,Computerworld 810,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,80
Jane Martin,,Pipeline,false,Dean Pierce,73,"$4,200,000.00",2.3,11,11,Barrett Inc [240],8 - 12,44,"$44,000.00",10,2021-07-04,"$1,500,000.00",2021-04-14,12,true,2021-06-02,Barrett Inc [240] 811,,,60,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,73
Jeremiah Ballard,,Commit,false,Brian Chandler,69,"$3,050,000.00",2.07,4,5,Coherity,4 - 8,19,"$99,000.00",4,2021-03-13,"$1,500,000.00",2021-01-13,6,false,2021-06-02,Coherity 812,,,75,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,66
Elizabeth Lewis,,Closed,true,Dean Pierce,82,"$4,400,000.00",2.81,10,9,Bartlett Nuclear,8 - 12,39,"$59,000.00",10,2021-07-08,"$1,500,000.00",2021-04-27,10,false,2021-06-02,Bartlett Nuclear 813,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,80
Rebecca Espinoza,,Best Case,true,Gary Hill,71,"$3,850,000.00",2.69,9,8,Future Planning Associates,8 - 12,38,"$34,000.00",12,2020-11-24,"$1,500,000.00",2020-10-11,9,true,2021-06-02,Future Planning Associates 814,,,60,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,71
Amy Thomas,,Closed,true,Gary Hill,62,"$4,200,000.00",2.5,4,6,Convergys Corp,4 - 8,20,"$70,000.00",4,2020-09-04,"$2,900,000.00",2020-06-23,6,true,2021-06-02,Convergys Corp 815,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,61
Brian Chandler,,Commit,false,Mary Eng,61,"$3,000,000.00",2.03,9,8,Chaney Brooks &amp; Co,8 - 12,40,"$91,000.00",12,2020-12-08,"$1,500,000.00",2020-09-09,11,false,2021-06-02,Chaney Brooks &amp; Co 816,,005B0000006zLFOIA2,80,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,59
Dean Pierce,,Pipeline,true,Mary Eng,73,"$4,050,000.00",2.51,11,9,Educational Housing Services,8 - 12,40,"$94,000.00",12,2020-07-23,"$1,500,000.00",2020-04-30,8,false,2021-06-02,Educational Housing Services 817,,005B0000006zLDrIAM,60,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,70
Austin Le,,Closed,true,Brian Chandler,65,"$4,450,000.00",2.28,12,12,Baton Rouge International,8 - 12,47,"$100,000.00",11,2020-12-23,"$1,500,000.00",2020-11-04,12,true,2021-06-02,Baton Rouge International 818,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,64
Patricia Shepard,,Commit,true,Brian Chandler,87,"$4,200,000.00",2.5,8,7,CellExchange,4 - 8,28,"$39,000.00",6,2020-12-22,"$2,900,000.00",2020-10-09,7,true,2021-06-02,CellExchange 819,,,75,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,90
Lucas Baxter,,Best Case,false,Brian Chandler,76,"$4,000,000.00",2.61,11,9,Catalina Marketing Corporation,8 - 12,42,"$81,000.00",12,2020-11-13,"$1,500,000.00",2020-09-30,10,false,2021-06-02,Catalina Marketing Corporation 820,,,55,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,76
Mary Eng,,Pipeline,false,,74,"$3,400,000.00",2.49,8,8,CarrierPoint,8 - 12,38,"$47,000.00",10,2020-11-12,"$1,500,000.00",2020-10-02,12,true,2021-06-02,CarrierPoint 821,,005B0000006zLGfIAM,55,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,74
Dean Pierce,,Commit,true,Mary Eng,93,"$3,250,000.00",2.02,5,5,ColdCypress,4 - 8,19,"$27,000.00",4,2020-12-02,"$1,500,000.00",2020-09-04,5,false,2021-06-02,ColdCypress 822,,005B0000006zLDrIAM,75,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,92
Elizabeth Lewis,,Closed,true,Dean Pierce,57,"$3,250,000.00",2.35,11,9,Carlson Inc [2094],8 - 12,40,"$52,000.00",8,2020-10-16,"$1,500,000.00",2020-07-31,12,true,2021-06-02,Carlson Inc [2094] 823,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,59
Gary Hill,,Closed,true,Mary Eng,60,"$4,200,000.00",2.5,11,11,Concuity,8 - 12,45,"$53,000.00",12,2021-07-01,"$2,900,000.00",2021-04-15,11,false,2021-06-02,Concuity 824,,005B0000006zLFqIAM,100,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,64
Rebecca Espinoza,,Closed,true,Gary Hill,64,"$3,100,000.00",2.13,5,5,Cortez Inc [1658],4 - 8,22,"$84,000.00",4,2021-03-16,"$1,500,000.00",2020-12-28,8,false,2021-06-02,Cortez Inc [1658] 825,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,60
Jeremiah Ballard,,Pipeline,false,Brian Chandler,82,"$3,450,000.00",2.34,11,9,3D Systems,8 - 12,42,"$39,000.00",11,2021-06-11,"$1,500,000.00",2021-03-13,11,true,2021-06-02,3D Systems 826,,,60,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,84
Jane Martin,,Commit,true,Dean Pierce,54,"$3,100,000.00",2.26,12,8,Digital Bungalow Inc,8 - 12,43,"$66,000.00",12,2021-03-16,"$1,500,000.00",2021-02-04,11,true,2021-06-02,Digital Bungalow Inc 827,,,90,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,55
Brian Chandler,,Closed,true,Mary Eng,71,"$4,200,000.00",2.5,6,4,Craig Inc [634],4 - 8,23,"$61,000.00",7,2021-03-25,"$2,900,000.00",2021-02-07,6,false,2021-06-02,Craig Inc [634] 828,,005B0000006zLFOIA2,100,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,72
Amy Johnson,,Best Case,false,Gary Hill,77,"$3,000,000.00",2.05,9,8,Conagra Foods Grocery Prods Co,8 - 12,37,"$89,000.00",11,2020-12-18,"$1,500,000.00",2020-10-04,9,false,2021-06-02,Conagra Foods Grocery Prods Co 829,,,65,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,79
Oscar Anthony,,Commit,true,Brian Chandler,61,"$3,600,000.00",2.08,8,9,1st Sales,8 - 12,36,"$58,000.00",8,2020-12-01,"$1,500,000.00",2020-10-11,11,true,2021-06-02,1st Sales 830,,,85,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,65
Beth Malone,,Closed,true,Gary Hill,69,"$3,250,000.00",2.57,8,6,Digitek Computer Products,4 - 8,26,"$52,000.00",8,2021-02-23,"$1,500,000.00",2021-01-20,4,true,2021-06-02,Digitek Computer Products 831,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,72
Austin Le,,Commit,false,Brian Chandler,85,"$3,200,000.00",2.06,12,10,CashFlowSystems,8 - 12,46,"$71,000.00",12,2020-11-28,"$1,500,000.00",2020-10-25,12,false,2021-06-02,CashFlowSystems 832,,,75,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,83
Karen Mccann,,Closed,true,Gary Hill,58,"$4,200,000.00",2.5,11,10,Construction Systems Associates,8 - 12,38,"$40,000.00",9,2021-05-23,"$2,900,000.00",2021-03-20,8,false,2021-06-02,Construction Systems Associates 833,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,56
Nicole Bowers,,Pipeline,true,Dean Pierce,74,"$3,100,000.00",2.7,5,4,Cognex Corporation,4 - 8,20,"$94,000.00",6,2021-04-06,"$1,500,000.00",2021-01-17,5,true,2021-06-02,Cognex Corporation 834,,,65,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,73
Erica Fletcher,,Commit,true,Mary Eng,75,"$4,200,000.00",2.5,1,3,Directed Electronics,0 - 5,9,"$80,000.00",4,2021-03-10,"$2,900,000.00",2020-12-22,1,false,2021-06-02,Directed Electronics 835,,005B0000006zLBdIAM,70,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,76
Patricia Shepard,,Best Case,false,Brian Chandler,54,"$4,300,000.00",2.2,12,11,BotTechnology.com,8 - 12,42,"$55,000.00",10,2021-01-10,"$1,500,000.00",2020-12-08,9,true,2021-06-02,BotTechnology.com 836,,,55,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,56
Ebony Ali,,Closed,true,Gary Hill,57,"$3,050,000.00",2.85,10,8,Clayton Inc [2220],8 - 12,38,"$33,000.00",8,2020-10-15,"$1,500,000.00",2020-08-03,12,true,2021-06-02,Clayton Inc [2220] 837,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,60
Amy Thomas,,Closed,true,Gary Hill,83,"$4,200,000.00",2.5,7,7,CardCare,4 - 8,25,"$47,000.00",6,2020-08-10,"$2,900,000.00",2020-07-08,5,false,2021-06-02,CardCare 838,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,81
Kylie Cannon,,Commit,true,Dean Pierce,79,"$3,700,000.00",2.25,12,12,Cellular Technologies Inc,8 - 12,46,"$66,000.00",11,2021-02-19,"$1,500,000.00",2021-01-02,11,false,2021-06-02,Cellular Technologies Inc 839,,,90,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,77
Devin Washington,,Closed,true,Brian Chandler,58,"$3,050,000.00",2.3,10,11,Cognitive Arts Corp,8 - 12,43,"$46,000.00",11,2020-10-25,"$1,500,000.00",2020-09-15,11,true,2021-06-02,Cognitive Arts Corp 840,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,60
Devin Washington,,Pipeline,false,Brian Chandler,61,"$3,500,000.00",2,9,10,Credit Control Services,8 - 12,43,"$47,000.00",12,2020-11-05,"$1,500,000.00",2020-08-16,12,false,2021-06-02,Credit Control Services 841,,,65,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,62
Gary Hill,,Commit,true,Mary Eng,80,"$3,800,000.00",2.1,4,7,Corio,4 - 8,27,"$32,000.00",8,2020-10-07,"$1,500,000.00",2020-07-13,8,true,2021-06-02,Corio 842,,005B0000006zLFqIAM,85,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,83
Kylie Cannon,,Closed,true,Dean Pierce,90,"$4,200,000.00",2.5,11,12,Cerulean Technology,8 - 12,44,"$78,000.00",12,2021-01-29,"$2,900,000.00",2020-11-08,9,true,2021-06-02,Cerulean Technology 843,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,88
Beth Malone,,Best Case,false,Gary Hill,77,"$4,300,000.00",2.32,10,10,"Dime Community Bancshares, Inc",8 - 12,44,"$32,000.00",12,2021-07-12,"$1,500,000.00",2021-04-30,12,false,2021-06-02,"Dime Community Bancshares, Inc 844",,,55,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,80
Austin Le,,Commit,true,Brian Chandler,81,"$3,600,000.00",2.78,5,6,BondRewards,4 - 8,23,"$70,000.00",6,2020-07-04,"$1,500,000.00",2020-04-24,6,true,2021-06-02,BondRewards 845,,,80,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,81
Brian Chandler,,Closed,true,Mary Eng,52,"$3,300,000.00",2.1,12,8,Dotlogix Inc,8 - 12,36,"$29,000.00",8,2021-05-04,"$1,500,000.00",2021-02-21,8,false,2021-06-02,Dotlogix Inc 846,,005B0000006zLFOIA2,100,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,50
Nicole Bowers,,Best Case,false,Dean Pierce,53,"$4,200,000.00",2.5,9,10,ConnectInc.com,8 - 12,40,"$99,000.00",9,2020-10-06,"$2,900,000.00",2020-08-25,12,true,2021-06-02,ConnectInc.com 847,,,60,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,52
Mary Eng,,Closed,true,,72,"$3,950,000.00",2.63,6,4,Contec Corp,4 - 8,23,"$87,000.00",6,2021-06-18,"$1,500,000.00",2021-04-08,7,false,2021-06-02,Contec Corp 848,,005B0000006zLGfIAM,100,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,72
Erica Fletcher,,Pipeline,false,Mary Eng,72,"$4,200,000.00",2.5,1,2,Carbonite,0 - 5,11,"$76,000.00",5,2020-12-23,"$2,900,000.00",2020-11-06,3,true,2021-06-02,Carbonite 849,,005B0000006zLBdIAM,65,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,71
Ebony Ali,,Commit,true,Gary Hill,65,"$4,200,000.00",2.67,10,9,Critigen,8 - 12,39,"$59,000.00",9,2020-08-18,"$1,500,000.00",2020-07-17,11,false,2021-06-02,Critigen 850,,,75,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,60
Patricia Shepard,,Closed,true,Brian Chandler,52,"$4,250,000.00",2.57,12,8,Corestaff Services LP,8 - 12,43,"$74,000.00",11,2021-03-27,"$1,500,000.00",2021-02-18,12,true,2021-06-02,Corestaff Services LP 851,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,54
