SnapshotTextDate,OwnerName,AccountId,SmallPhotoUrl,ForecastCategory,PredictedWinRate,WinRate,Amount,AccountName,CloseDate,CreatedDate,IsClosed,IsWon,LastProcessedDate,Manager,OpportunityName,OpportunityId,OwnerId,PeriodEndDate,PeriodStartDate,Role,SnapshotDate,SnapshotName
2021-03-12,Gary Hill,,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,Pipeline,50,51,"$696,000.00",Caskey Achievement Strategies,2021-04-03,2021-01-12,false,true,2021-06-09,Mary Eng,Caskey Achievement Strategies 8843,,005B0000006zLFqIAM,2021-03-19,2021-02-20,RVP West,2021-03-12,3 Months Ago
2021-04-09,Beth Malone,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,92,94,"$702,000.00",CareerShop,2021-05-07,2021-03-30,true,false,2021-06-09,Gary Hill,CareerShop 8844,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-03-12,Amy Thomas,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,87,90,"$655,500.00",Fujitsu Computer Products of America,2020-09-24,2020-08-16,true,true,2021-06-09,Gary Hill,Fujitsu Computer Products of America 8845,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-04-09,Nicole Bowers,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,74,73,"$542,500.00",Direct Hit Inc,2020-10-04,2020-09-03,false,false,2021-06-09,Dean Pierce,Direct Hit Inc 8846,,,2021-04-19,2021-03-20,Central Sales,2021-04-09,2 Months Ago
2021-06-09,Brian Chandler,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,Closed,80,77,"$656,500.00",Eagle Investment Systems Corporation,2021-04-02,2021-02-18,true,true,2021-06-09,Mary Eng,Eagle Investment Systems Corporation 8847,,005B0000006zLFOIA2,2021-06-19,2021-05-20,RVP East,2021-06-09,Today
2021-05-10,Patricia Shepard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,69,71,"$672,500.00",Cirilium,2021-06-06,2021-03-08,false,false,2021-06-09,Brian Chandler,Cirilium 8848,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-03-12,Kylie Cannon,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,51,52,"$536,500.00",Cooper Electronic Technologies Inc,2020-11-28,2020-09-12,true,false,2021-06-09,Dean Pierce,Cooper Electronic Technologies Inc 8849,,,2021-03-19,2021-02-20,Central Sales,2021-03-12,3 Months Ago
2021-05-10,Lucas Baxter,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,85,85,"$638,000.00",Contract Management Solutions,2020-09-15,2020-06-23,false,true,2021-06-09,Brian Chandler,Contract Management Solutions 8850,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-06-09,Mary Eng,,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,Pipeline,86,87,"$718,000.00",EML Incorporated,2020-09-29,2020-07-15,false,false,2021-06-09,,EML Incorporated 8851,,005B0000006zLGfIAM,2021-06-19,2021-05-20,VP of Sales,2021-06-09,Today
2021-04-09,Jeremiah Ballard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,68,69,"$722,000.00","Crow Holdings Capital Partners, L.L.C.",2020-09-19,2020-07-19,true,true,2021-06-09,Brian Chandler,"Crow Holdings Capital Partners, L.L.C. 8852",,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-06-09,Amy Johnson,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,54,53,"$594,500.00",Computer Market Source,2021-05-21,2021-04-07,true,true,2021-06-09,Gary Hill,Computer Market Source 8853,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-03-12,Devin Washington,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,79,81,"$568,500.00",FusionOne,2021-01-13,2020-12-04,false,false,2021-06-09,Brian Chandler,FusionOne 8854,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-05-10,Austin Le,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,62,57,"$500,000.00",Crdentia,2020-10-07,2020-07-14,false,false,2021-06-09,Brian Chandler,Crdentia 8855,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-04-09,Jane Martin,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,80,82,"$645,000.00",Eclipse,2020-11-29,2020-09-13,true,true,2021-06-09,Dean Pierce,Eclipse 8856,,,2021-04-19,2021-03-20,Central Sales,2021-04-09,2 Months Ago
2021-04-09,Oscar Anthony,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,72,74,"$592,000.00",Collier Inc [1589],2021-08-02,2021-06-03,true,true,2021-06-09,Brian Chandler,Collier Inc [1589] 8857,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-05-10,Dean Pierce,,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,Closed,55,51,"$722,000.00",Driver Placement Services.,2021-03-13,2021-01-09,false,false,2021-06-09,Mary Eng,Driver Placement Services. 8858,,005B0000006zLDrIAM,2021-05-19,2021-04-20,RVP Central,2021-05-10,1 Month Ago
2021-03-12,Erica Fletcher,,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,Closed,55,51,"$642,000.00",FuelQuest,2021-07-09,2021-05-06,false,true,2021-06-09,Mary Eng,FuelQuest 8859,,005B0000006zLBdIAM,2021-03-19,2021-02-20,RVP Central,2021-03-12,3 Months Ago
2021-06-09,Elizabeth Lewis,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,86,89,"$734,500.00",Cenquest,2021-06-24,2021-05-18,true,false,2021-06-09,Dean Pierce,Cenquest 8860,,,2021-06-19,2021-05-20,Central Sales,2021-06-09,Today
2021-04-09,Ebony Ali,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,66,65,"$618,500.00",Cobb Inc [752],2020-08-15,2020-05-24,false,false,2021-06-09,Gary Hill,Cobb Inc [752] 8861,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-03-12,Rebecca Espinoza,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,71,69,"$501,000.00",Colorado Springs Utilities,2020-08-30,2020-07-08,true,true,2021-06-09,Gary Hill,Colorado Springs Utilities 8862,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-06-09,Elizabeth Lewis,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,68,64,"$550,000.00",Christensen Inc [308],2021-03-27,2021-02-09,false,false,2021-06-09,Dean Pierce,Christensen Inc [308] 8863,,,2021-06-19,2021-05-20,Central Sales,2021-06-09,Today
2021-05-10,Rebecca Espinoza,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,73,74,"$715,000.00",Abbott Inc [1338],2021-06-30,2021-05-03,true,true,2021-06-09,Gary Hill,Abbott Inc [1338] 8864,,,2021-05-19,2021-04-20,West Sales,2021-05-10,1 Month Ago
2021-05-10,Patricia Shepard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,67,65,"$663,000.00",Cofuture,2021-07-29,2021-06-02,false,true,2021-06-09,Brian Chandler,Cofuture 8865,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-03-12,Ebony Ali,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,88,87,"$618,000.00",Credit Control Services,2021-04-06,2021-01-27,true,false,2021-06-09,Gary Hill,Credit Control Services 8866,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-06-09,Dean Pierce,,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,Pipeline,83,81,"$705,500.00",Casey Inc [2543],2020-12-23,2020-10-11,false,true,2021-06-09,Mary Eng,Casey Inc [2543] 8867,,005B0000006zLDrIAM,2021-06-19,2021-05-20,RVP Central,2021-06-09,Today
2021-04-09,Beth Malone,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,64,61,"$548,000.00",Eclipsys Corporation,2020-09-19,2020-08-01,true,false,2021-06-09,Gary Hill,Eclipsys Corporation 8868,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-06-09,Gary Hill,,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,Closed,77,80,"$548,500.00",Document Forum The Inc,2020-11-28,2020-10-06,true,false,2021-06-09,Mary Eng,Document Forum The Inc 8869,,005B0000006zLFqIAM,2021-06-19,2021-05-20,RVP West,2021-06-09,Today
2021-05-10,Kylie Cannon,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,58,56,"$661,000.00",Corner Office Inc,2021-07-03,2021-04-20,false,true,2021-06-09,Dean Pierce,Corner Office Inc 8870,,,2021-05-19,2021-04-20,Central Sales,2021-05-10,1 Month Ago
2021-03-12,Brian Chandler,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,Closed,80,83,"$521,000.00",Douglas Inc [605],2021-02-07,2020-12-16,true,true,2021-06-09,Mary Eng,Douglas Inc [605] 8871,,005B0000006zLFOIA2,2021-03-19,2021-02-20,RVP East,2021-03-12,3 Months Ago
2021-04-09,Austin Le,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,81,81,"$603,500.00",Chipdata Inc,2021-06-08,2021-04-29,false,false,2021-06-09,Brian Chandler,Chipdata Inc 8872,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-05-10,Erica Fletcher,,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,Best Case,63,66,"$554,500.00",Coldwell Banker,2020-08-28,2020-07-09,false,true,2021-06-09,Mary Eng,Coldwell Banker 8873,,005B0000006zLBdIAM,2021-05-19,2021-04-20,RVP Central,2021-05-10,1 Month Ago
2021-03-12,Mary Eng,,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,Closed,80,78,"$714,500.00",Duke Realty Corporation,2021-07-24,2021-05-24,true,false,2021-06-09,,Duke Realty Corporation 8874,,005B0000006zLGfIAM,2021-03-19,2021-02-20,VP of Sales,2021-03-12,3 Months Ago
2021-04-09,Amy Johnson,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,55,53,"$692,000.00",Dresser-Rand Company,2020-07-25,2020-04-30,false,true,2021-06-09,Gary Hill,Dresser-Rand Company 8875,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-06-09,Lucas Baxter,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,74,74,"$660,000.00",Cohu,2021-01-18,2020-12-06,true,false,2021-06-09,Brian Chandler,Cohu 8876,,,2021-06-19,2021-05-20,East Sales,2021-06-09,Today
2021-05-10,Oscar Anthony,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,84,85,"$562,000.00",Conoco Phillips Refinery,2021-05-10,2021-03-10,true,true,2021-06-09,Brian Chandler,Conoco Phillips Refinery 8877,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-04-09,Nicole Bowers,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,77,76,"$585,000.00",Consolidated Laboratory Services,2020-12-04,2020-09-26,false,false,2021-06-09,Dean Pierce,Consolidated Laboratory Services 8878,,,2021-04-19,2021-03-20,Central Sales,2021-04-09,2 Months Ago
2021-06-09,Jeremiah Ballard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,62,65,"$734,500.00",Bay Junction Technology,2021-05-24,2021-03-25,false,false,2021-06-09,Brian Chandler,Bay Junction Technology 8879,,,2021-06-19,2021-05-20,East Sales,2021-06-09,Today
2021-03-12,Karen Mccann,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,60,57,"$511,500.00",Chapman Inc [1515],2021-05-04,2021-03-29,true,true,2021-06-09,Gary Hill,Chapman Inc [1515] 8880,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-04-09,Jane Martin,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,77,78,"$637,000.00",ComTecAC-000036329,2021-06-07,2021-03-14,false,true,2021-06-09,Dean Pierce,ComTecAC-000036329 8881,,,2021-04-19,2021-03-20,Central Sales,2021-04-09,2 Months Ago
2021-05-10,Devin Washington,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,63,60,"$658,500.00",Distribution Systems International,2021-05-02,2021-03-12,true,false,2021-06-09,Brian Chandler,Distribution Systems International 8882,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-03-12,Amy Thomas,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,81,83,"$503,500.00",Cole Inc [1003],2021-01-04,2020-12-04,false,true,2021-06-09,Gary Hill,Cole Inc [1003] 8883,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-06-09,Rebecca Espinoza,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,79,77,"$568,500.00",CoVisible Solutions   Inc,2020-08-14,2020-05-26,true,false,2021-06-09,Gary Hill,CoVisible Solutions   Inc 8884,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-03-12,Elizabeth Lewis,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,70,71,"$724,500.00",Bay State Milling Company,2020-08-19,2020-05-23,false,false,2021-06-09,Dean Pierce,Bay State Milling Company 8885,,,2021-03-19,2021-02-20,Central Sales,2021-03-12,3 Months Ago
2021-04-09,Oscar Anthony,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,57,54,"$592,500.00",Coradiant,2021-06-27,2021-04-26,true,true,2021-06-09,Brian Chandler,Coradiant 8886,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-06-09,Ebony Ali,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,80,81,"$669,500.00",Compras Express   Inc,2021-06-04,2021-04-08,false,false,2021-06-09,Gary Hill,Compras Express   Inc 8887,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-05-10,Lucas Baxter,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,89,89,"$586,500.00",Carolina Biological Supply Co.,2021-07-11,2021-04-22,true,true,2021-06-09,Brian Chandler,Carolina Biological Supply Co. 8888,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-03-12,Patricia Shepard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,81,80,"$674,500.00",ConGlobal Industries,2021-04-05,2021-01-06,true,true,2021-06-09,Brian Chandler,ConGlobal Industries 8889,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-05-10,Amy Thomas,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,51,50,"$502,000.00",Cipient Networks Inc,2020-07-23,2020-04-30,false,false,2021-06-09,Gary Hill,Cipient Networks Inc 8890,,,2021-05-19,2021-04-20,West Sales,2021-05-10,1 Month Ago
2021-04-09,Brian Chandler,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,Closed,61,60,"$722,500.00",Certara,2020-12-17,2020-10-23,false,true,2021-06-09,Mary Eng,Certara 8891,,005B0000006zLFOIA2,2021-04-19,2021-03-20,RVP East,2021-04-09,2 Months Ago
2021-06-09,Austin Le,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,72,74,"$537,000.00",CellTrax,2020-08-10,2020-05-26,true,false,2021-06-09,Brian Chandler,CellTrax 8892,,,2021-06-19,2021-05-20,East Sales,2021-06-09,Today
2021-04-09,Nicole Bowers,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,60,55,"$731,500.00",Computrol,2020-11-26,2020-09-27,false,true,2021-06-09,Dean Pierce,Computrol 8893,,,2021-04-19,2021-03-20,Central Sales,2021-04-09,2 Months Ago
2021-03-12,Mary Eng,,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,Best Case,60,60,"$577,500.00",Action Floor System Inc,2021-06-30,2021-05-11,true,false,2021-06-09,,Action Floor System Inc 8894,,005B0000006zLGfIAM,2021-03-19,2021-02-20,VP of Sales,2021-03-12,3 Months Ago
2021-05-10,Gary Hill,,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,Closed,73,76,"$690,000.00",Carrier Access,2020-11-11,2020-10-06,true,true,2021-06-09,Mary Eng,Carrier Access 8895,,005B0000006zLFqIAM,2021-05-19,2021-04-20,RVP West,2021-05-10,1 Month Ago
2021-06-09,Kylie Cannon,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,62,64,"$722,500.00",Context,2021-07-21,2021-05-23,false,false,2021-06-09,Dean Pierce,Context 8896,,,2021-06-19,2021-05-20,Central Sales,2021-06-09,Today
2021-05-10,Jeremiah Ballard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,66,63,"$537,500.00",Cortez Inc [2571],2021-06-10,2021-04-21,false,true,2021-06-09,Brian Chandler,Cortez Inc [2571] 8897,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-06-09,Devin Washington,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,86,88,"$652,500.00",Douglas Machine,2021-02-16,2021-01-02,true,false,2021-06-09,Brian Chandler,Douglas Machine 8898,,,2021-06-19,2021-05-20,East Sales,2021-06-09,Today
2021-04-09,Beth Malone,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,54,50,"$635,000.00",Condusiv,2020-10-28,2020-07-30,true,true,2021-06-09,Gary Hill,Condusiv 8899,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-03-12,Erica Fletcher,,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,Best Case,76,76,"$589,500.00",ESSI,2021-04-17,2021-03-09,false,false,2021-06-09,Mary Eng,ESSI 8900,,005B0000006zLBdIAM,2021-03-19,2021-02-20,RVP Central,2021-03-12,3 Months Ago
2021-05-10,Dean Pierce,,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,Pipeline,80,77,"$505,000.00",Celebrate As One,2021-07-31,2021-07-01,false,false,2021-06-09,Mary Eng,Celebrate As One 8901,,005B0000006zLDrIAM,2021-05-19,2021-04-20,RVP Central,2021-05-10,1 Month Ago
2021-04-09,Karen Mccann,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,60,58,"$655,500.00",Centery Bussiness Services Inc,2021-02-11,2021-01-07,true,true,2021-06-09,Gary Hill,Centery Bussiness Services Inc 8902,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-03-12,Amy Johnson,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,84,85,"$545,000.00",Computer Network Solutions,2021-02-19,2020-12-23,true,false,2021-06-09,Gary Hill,Computer Network Solutions 8903,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-06-09,Jane Martin,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,55,56,"$649,500.00",Cognex Corporation,2020-12-16,2020-09-25,false,true,2021-06-09,Dean Pierce,Cognex Corporation 8904,,,2021-06-19,2021-05-20,Central Sales,2021-06-09,Today
2021-03-12,Austin Le,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,71,70,"$597,500.00",3core Software Corporation,2021-04-26,2021-02-25,true,false,2021-06-09,Brian Chandler,3core Software Corporation 8905,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-04-09,Devin Washington,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,69,66,"$615,000.00",Cohen Inc [2527],2021-03-12,2021-01-08,false,true,2021-06-09,Brian Chandler,Cohen Inc [2527] 8906,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-06-09,Lucas Baxter,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,64,63,"$506,500.00",Future Planning Associates,2021-03-20,2021-01-30,true,true,2021-06-09,Brian Chandler,Future Planning Associates 8907,,,2021-06-19,2021-05-20,East Sales,2021-06-09,Today
2021-05-10,Beth Malone,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,74,71,"$503,500.00",Concrete.com,2021-06-26,2021-05-22,false,false,2021-06-09,Gary Hill,Concrete.com 8908,,,2021-05-19,2021-04-20,West Sales,2021-05-10,1 Month Ago
2021-04-09,Oscar Anthony,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,83,81,"$630,500.00",Carrefour Technologies,2021-03-01,2021-01-08,false,false,2021-06-09,Brian Chandler,Carrefour Technologies 8909,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-05-10,Elizabeth Lewis,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,55,58,"$543,500.00",Cobb Inc [1408],2021-01-07,2020-11-18,true,true,2021-06-09,Dean Pierce,Cobb Inc [1408] 8910,,,2021-05-19,2021-04-20,Central Sales,2021-05-10,1 Month Ago
2021-03-12,Amy Johnson,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,91,89,"$721,500.00",Diversified Resource Management,2021-04-26,2021-03-16,true,false,2021-06-09,Gary Hill,Diversified Resource Management 8911,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-06-09,Erica Fletcher,,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,Closed,79,78,"$705,000.00",ColdCypress,2020-07-30,2020-06-29,false,true,2021-06-09,Mary Eng,ColdCypress 8912,,005B0000006zLBdIAM,2021-06-19,2021-05-20,RVP Central,2021-06-09,Today
2021-04-09,Nicole Bowers,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,62,66,"$611,000.00",Dimare Fresh Inc,2020-10-06,2020-08-21,true,false,2021-06-09,Dean Pierce,Dimare Fresh Inc 8913,,,2021-04-19,2021-03-20,Central Sales,2021-04-09,2 Months Ago
2021-05-10,Ebony Ali,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,53,49,"$551,500.00",Cardello Electric Supply Co.,2021-03-06,2021-02-04,false,true,2021-06-09,Gary Hill,Cardello Electric Supply Co. 8914,,,2021-05-19,2021-04-20,West Sales,2021-05-10,1 Month Ago
2021-06-09,Dean Pierce,,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,Pipeline,86,85,"$719,000.00",Dotlogix Inc,2020-08-04,2020-06-17,true,true,2021-06-09,Mary Eng,Dotlogix Inc 8915,,005B0000006zLDrIAM,2021-06-19,2021-05-20,RVP Central,2021-06-09,Today
2021-03-12,Jane Martin,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,68,67,"$539,000.00",CrossHairs / SalesNow!,2021-01-09,2020-10-25,false,false,2021-06-09,Dean Pierce,CrossHairs / SalesNow! 8916,,,2021-03-19,2021-02-20,Central Sales,2021-03-12,3 Months Ago
2021-03-12,Mary Eng,,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,Pipeline,68,67,"$598,000.00",Comsearch,2021-07-03,2021-04-27,false,false,2021-06-09,,Comsearch 8917,,005B0000006zLGfIAM,2021-03-19,2021-02-20,VP of Sales,2021-03-12,3 Months Ago
2021-04-09,Amy Thomas,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,67,66,"$553,500.00",Compulan,2020-12-02,2020-09-28,true,true,2021-06-09,Gary Hill,Compulan 8918,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-06-09,Gary Hill,,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,Best Case,79,80,"$542,500.00",Cerner Radiology Info Systems,2020-10-02,2020-07-12,true,false,2021-06-09,Mary Eng,Cerner Radiology Info Systems 8919,,005B0000006zLFqIAM,2021-06-19,2021-05-20,RVP West,2021-06-09,Today
2021-05-10,Kylie Cannon,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,70,65,"$749,500.00",Cree,2021-01-12,2020-12-11,false,true,2021-06-09,Dean Pierce,Cree 8920,,,2021-05-19,2021-04-20,Central Sales,2021-05-10,1 Month Ago
2021-03-12,Jeremiah Ballard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,79,77,"$545,500.00",Boomerangit,2020-09-13,2020-08-09,false,true,2021-06-09,Brian Chandler,Boomerangit 8921,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-04-09,Karen Mccann,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,74,76,"$540,500.00",ChyronHego,2020-12-03,2020-09-15,true,false,2021-06-09,Gary Hill,ChyronHego 8922,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-05-10,Patricia Shepard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,64,64,"$601,000.00",Craig Inc [634],2021-01-28,2020-11-20,true,false,2021-06-09,Brian Chandler,Craig Inc [634] 8923,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-06-09,Brian Chandler,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,Commit,84,83,"$625,500.00",Education Interface,2021-01-06,2020-10-17,false,true,2021-06-09,Mary Eng,Education Interface 8924,,005B0000006zLFOIA2,2021-06-19,2021-05-20,RVP East,2021-06-09,Today
2021-05-10,Rebecca Espinoza,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,74,75,"$584,500.00",Colorfx Inc,2021-04-23,2021-02-11,false,false,2021-06-09,Gary Hill,Colorfx Inc 8925,,,2021-05-19,2021-04-20,West Sales,2021-05-10,1 Month Ago
2021-06-09,Karen Mccann,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,52,54,"$689,000.00",Cpa2Biz Inc,2020-11-30,2020-09-11,true,true,2021-06-09,Gary Hill,Cpa2Biz Inc 8926,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-03-12,Gary Hill,,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,Closed,64,67,"$511,500.00",Abacus Data Systems,2020-10-24,2020-08-01,false,true,2021-06-09,Mary Eng,Abacus Data Systems 8927,,005B0000006zLFqIAM,2021-03-19,2021-02-20,RVP West,2021-03-12,3 Months Ago
2021-04-09,Lucas Baxter,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,75,77,"$586,500.00",Christensen Display Products,2021-04-08,2021-03-08,true,false,2021-06-09,Brian Chandler,Christensen Display Products 8928,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-03-12,Patricia Shepard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,84,87,"$669,000.00",Freeman Inc [502],2020-09-12,2020-08-06,false,false,2021-06-09,Brian Chandler,Freeman Inc [502] 8929,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-06-09,Mary Eng,,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,Closed,74,75,"$508,500.00",Corexpand,2021-02-15,2020-12-06,true,true,2021-06-09,,Corexpand 8930,,005B0000006zLGfIAM,2021-06-19,2021-05-20,VP of Sales,2021-06-09,Today
