"Opportunity.Owner.UniqueUserName","Account.Owner.Role.RolePath","Account.LastReferencedDate","Account.Owner.UniqueUserName","Opportunity.IsWon","Quote.SBQQ__Status__c","Quote.SBQQ__Primary__c","Owner.Role.ParentRole.Name","Quote.SBQQ__SalesRep__c","Account.SBQQ__AssetQuantitiesCombined__c","Opportunity.SBQQ__Renewal__c","Account.BillingPostalCode","Owner.Username","Account.SBQQ__PriceHoldEnd__c","Quote.SBQQ__BillingPostalCode__c","Quote.SBQQ__ContractingMethod__c","Opportunity.SBQQ__Contracted__c","IsDeleted","StatusPreviousValue","Account.SBQQ__RenewalPricingMethod__c","Opportunity.Owner.Name","Owner.Role.RolePath","Quote.SBQQ__EmailTemplateId__c","Quote.SBQQ__ShippingName__c","Approvals.SubmittedBy.UniqueUserName","Quote.LastReferencedDate","Account.SBQQ__CoTermedContractsCombined__c","Quote.SBQQ__LineItemsGrouped__c","Account.BillingGeocodeAccuracy","Account.BillingCountry","Opportunity.LastModifiedDate","Quote.SBQQ__BillingCountry__c","Id","Quote.SBQQ__QuoteProcessId__c","Quote.LastViewedDate","Account.LastActivityDate","Owner.Role.RoleNames","Owner.UniqueUserName","Quote.SBQQ__ExpirationDate__c","Owner.FullPhotoUrl","Quote.SBQQ__QuoteTemplateId__c","Quote.SBQQ__ShippingState__c","Account.Id","Opportunity.LastActivityDate","Quote.SBQQ__ShippingPostalCode__c","Opportunity.Owner.Role.Name","Quote.SBQQ__ShippingCountry__c","Account.BillingCity","Opportunity.SBQQ__QuotePricebookId__c","Quote.SBQQ__Ordered__c","Opportunity.HasOpenActivity","ParentId","Opportunity.Name","Owner.Name","Opportunity.CloseDate","Quote.SBQQ__EndDate__c","Account.BillingState","Account.LastViewedDate","Account.Owner.Name","Opportunity.HasOverdueTask","Quote.SBQQ__FirstSegmentTermEndDate__c","Quote.SBQQ__Introduction__c","Quote.SBQQ__WatermarkShown__c","Account.SBQQ__ContractCoTermination__c","Approvals.Approver.UniqueUserName","Opportunity.CreatedDate","Quote.LastActivityDate","Quote.SBQQ__Key__c","Quote.SBQQ__GenerateContractedPrice__c","Quote.SBQQ__BillingName__c","Quote.SBQQ__ShippingStreet__c","Quote.SBQQ__ShippingCity__c","Quote.Id","Opportunity.SBQQ__CreateContractedPrices__c","Quote.Name","OldValue","Account.ShippingCountry","Opportunity.SBQQ__Ordered__c","Quote.SBQQ__DocumentStatus__c","Quote.SBQQ__PricebookId__c","Quote.IsDeleted","Owner.Role.Hierarchy_RoleNames","CreatedById","Opportunity.Owner.Role.RolePath","Account.ShippingCity","Owner.Role.Name","Account.Owner.Role.Roles","Opportunity.LastReferencedDate","Opportunity.StageName","Owner.Role.DeveloperName","Account.CreatedDate","Owner.Role.RoleNamesPath","Opportunity.Owner.Role.ParentRoleId","Account.SBQQ__CoTerminationEvent__c","Quote.LastModifiedDate","Quote.SBQQ__Opportunity2__c","Quote.SBQQ__BillingCity__c","Opportunity.Id","Opportunity.IsClosed","Quote.SBQQ__Notes__c","Quote.SBQQ__LineItemsPrinted__c","CreatedDate","NewValue","StatusValue","Opportunity.AccountId","Account.SBQQ__RenewalModel__c","Quote.SBQQ__BillingStreet__c","Account.ShippingState","Quote.SBQQ__DeliveryMethod__c","Quote.SBQQ__StartDate__c","Account.Owner.Role.Name","Opportunity.ForecastCategoryName","Account.ShippingGeocodeAccuracy","Owner.SmallPhotoUrl","Owner.Role.ParentRoleId","NextCreatedDate","Field","Account.SBQQ__PreserveBundle__c","Quote.SBQQ__PaymentTerms__c","Quote.SBQQ__BillingState__c","Opportunity.ForecastCategory","Account.PhotoUrl","Opportunity.LastViewedDate","Opportunity.Owner.Role.Roles","Owner.UserRoleId","Quote.CreatedDate","Quote.SBQQ__Type__c","Account.Owner.Role.ParentRoleId","Quote.SBQQ__BillingFrequency__c","Account.BillingStreet","Account.ShippingStreet","Owner.Role.Roles","Owner.Role.ParentRole.DeveloperName","Account.ShippingPostalCode","Account.LastModifiedDate","Account.Name","Account.SBQQ__IgnoreParentContractedPrices__c","Account.ShippingLongitude","Account.BillingLatitude","TimePerStatus","Quote.SBQQ__PartnerDiscount__c","Quote.SBQQ__RegularAmount__c","Quote.SBQQ__DistributorDiscount__c","Quote.SBQQ__DaysQuoteOpen__c","Quote.SBQQ__LineItemCount__c","Opportunity.Probability","Quote.SBQQ__TargetCustomerAmount__c","Quote.SBQQ__NetAmount__c","Account.BillingLongitude","Quote.SBQQ__TotalCustomerDiscountAmount__c","Quote.SBQQ__CustomerAmount__c","Quote.SBQQ__AdditionalDiscountAmount__c","Quote.SBQQ__AveragePartnerDiscount__c","Quote.SBQQ__AverageCustomerDiscount__c","Quote.SBQQ__SubscriptionTerm__c","Quote.SBQQ__ListAmount__c","Quote.SBQQ__CustomerDiscount__c","Account.ShippingLatitude","Quote.SBQQ__MarkupRate__c","Opportunity.Amount"
"Chris Robison",,,"Chris Robison","true","Approved","true",,"005B0000004ixy9IAA","true","false","27614","bison1536693294173@demo.user",,"27614","By Subscription End Date","true","false","In Review","Uplift","Chris Robison",,,"Penny's Pinnies",,,"true","false",,"United States","2018-09-24T16:37:34.000Z","United States","a91B00000008OROIA2",,,,,"Chris Robison","2017-12-25","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQA0WIAW",,"27614",,"United States","Raleigh","01sB0000001KrsAIAS","false","false","a2dB0000000B7VZIA0","First Purchase","Chris Robison","2018-10-21",,"NC",,"Chris Robison","false",,"Greetings Richard Fliehr,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, you","true","Prompt",,"2017-12-18T20:37:12.000Z",,,,"Penny's Pinnies","10600 Hanarry Court","Raleigh","a2dB0000000B7VZIA0","false","Q-00703","In Review","United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2017-12-18T20:30:21.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6MhIAK","Raleigh","006B0000004P6MhIAK","true",,"true","2017-12-18T20:49:46.000Z","Approved","Approved","001B000000nQA0WIAW","Contract Based","10600 Hanarry Court","NC",,"2018-01-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"SBQQ__Status__c","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"10600 Hanarry Court","10600 Hanarry Court",,,"27614","2018-09-11T19:15:38.000Z","Penny's Pinnies","false",0,0,26449814,0,437788,0,20,18,100,0,431848,0,5940.15,431848,5940,0,1.4,12,437788.15,0,0,0,431848
"Chris Robison",,,"Chris Robison","true","Approved","true",,"005B0000004ixy9IAA","true","false","27614","bison1536693294173@demo.user",,"27614","By Subscription End Date","true","false","Draft","Uplift","Chris Robison",,,"Penny's Pinnies",,,"true","false",,"United States","2018-09-24T16:37:34.000Z","United States","a91B00000008ORPIA2",,,,,"Chris Robison","2017-12-25","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQA0WIAW",,"27614",,"United States","Raleigh","01sB0000001KrsAIAS","false","false","a2dB0000000B7VZIA0","First Purchase","Chris Robison","2018-10-21",,"NC",,"Chris Robison","false",,"Greetings Richard Fliehr,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, you","true","Prompt",,"2017-12-18T20:37:12.000Z",,,,"Penny's Pinnies","10600 Hanarry Court","Raleigh","a2dB0000000B7VZIA0","false","Q-00703","Draft","United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2017-12-18T20:30:21.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6MhIAK","Raleigh","006B0000004P6MhIAK","true",,"true","2017-12-18T20:49:15.000Z","In Review","In Review","001B000000nQA0WIAW","Contract Based","10600 Hanarry Court","NC",,"2018-01-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,"2017-12-18T20:49:46.000Z","SBQQ__Status__c","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"10600 Hanarry Court","10600 Hanarry Court",,,"27614","2018-09-11T19:15:38.000Z","Penny's Pinnies","false",0,0,31,0,437788,0,20,18,100,0,431848,0,5940.15,431848,5940,0,1.4,12,437788.15,0,0,0,431848
,,,,,"Approved","true",,,,,,,,,"By Subscription End Date",,"false","In Review",,,,,,,,,"false",,,,,"a91B00000008ORQIA2",,,,,,"2017-11-03",,,,,,,,,,,"false",,"a2dB0000000B7UjIAK",,,,,,,,,,"Greetings  ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your help and gu","false",,,,,,,,,,"a2dB0000000B7UjIAK",,"Q-00651","In Review",,,,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,,,,,,,,,,,"2018-09-23T22:03:30.000Z",,,,,,"true","2017-12-15T03:43:15.000Z","Approved","Approved",,,,,,"2017-10-28",,,,,,,"SBQQ__Status__c",,"Net 30",,,,,,,"2018-09-11T15:44:27.000Z","Quote",,,,,,,,,,,0,0,25288713,0,497788.15,0,20,25,0,0,493388.15,0,4400,493388.15,4400,0,0.9,12,497788.15,0,0,0,0
,,,,,"Approved","true",,,,,,,,,"By Subscription End Date",,"false","Approved",,,,,,,,,"false",,,,,"a91B00000008ORRIA2",,,,,,"2017-11-03",,,,,,,,,,,"false",,"a2dB0000000B7UjIAK",,,,,,,,,,"Greetings  ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your help and gu","false",,,,,,,,,,"a2dB0000000B7UjIAK",,"Q-00651","Approved",,,,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,,,,,,,,,,,"2018-09-23T22:03:30.000Z",,,,,,"true","2017-12-15T03:42:28.000Z","In Review","In Review",,,,,,"2017-10-28",,,,,,"2017-12-15T03:43:15.000Z","SBQQ__Status__c",,"Net 30",,,,,,,"2018-09-11T15:44:27.000Z","Quote",,,,,,,,,,,0,0,47,0,497788.15,0,20,25,0,0,493388.15,0,4400,493388.15,4400,0,0.9,12,497788.15,0,0,0,0
"Chris Robison",,,"Chris Robison","true","Approved","true",,"005B0000004ixy9IAA","true","false","27502","bison1536693294173@demo.user",,"27502","By Subscription End Date","true","false","Draft","Uplift","Chris Robison",,,"Fiberoptic Friends",,,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008ORSIA2",,,,,"Chris Robison","2018-01-11","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQ9y8IAC",,"27614",,"United States","Apex","01sB0000001KrsAIAS","false","false","a2dB0000000B7WTIA0","First Purchase","Chris Robison","2018-10-02",,"NC",,"Chris Robison","false",,"YO DILL, LET'S PLAY PAINTBALL SOON!


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a r","true","Prompt",,"2018-01-04T20:28:00.000Z",,,,"Fiberoptic Friends","10600 Hanarry Court","Raleigh","a2dB0000000B7WTIA0","false","Q-00759","Draft","United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2018-01-04T03:40:31.000Z",,,"Add-on","2018-09-11T19:16:01.000Z","006B0000004P6LYIA0","Apex","006B0000004P6LYIA0","true",,"true","2018-01-04T20:52:19.000Z","In Review","In Review","001B000000nQ9y8IAC","Contract Based","311 Cameron Glen Drive","NC",,"2018-02-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,"2018-01-04T20:53:11.000Z","SBQQ__Status__c","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"311 Cameron Glen Drive","10600 Hanarry Court",,,"27614","2018-09-11T19:15:37.000Z","Fiberoptic Friends","false",0,0,52,0,438688,0,20,18,100,0,434248,0,4440.15,434248,4440,0,1,12,438688.15,0,0,0,434248
"Darren Laws",,,"Darren Laws","true","In Review","true",,"005B0000004ixyRIAQ","false","false","EC2N 4AY","dlawsato1536693294198@demo.user",,"EC2N 4AY","By Subscription End Date","true","false","Draft","Same","Darren Laws",,,"Surrey Tech Services",,,"true","false",,"United Kingdom","2018-09-24T16:37:34.000Z","United Kingdom","a91B00000008ORTIA2",,,,,"Darren Laws","2018-01-11","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,,"001B000000nQ9xPIAS",,"EC2N 4AY",,"United Kingdom","London","01sB0000001KrsAIAS","false","false","a2dB0000000B7WyIAK","New Security Software","Darren Laws","2018-03-24",,,,"Darren Laws","false",,"Greetings Tom Weston,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your he","true","Prompt",,"2018-01-04T23:18:27.000Z",,,,"Surrey Tech Services","Heron Tower
110 Bishopsgate","London","a2dB0000000B7WyIAK","false","Q-00790","Draft","United Kingdom","true",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"London",,,,"Closed Won",,"2018-01-04T23:04:43.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6NjIAK","London","006B0000004P6NjIAK","true",,"true","2018-01-05T17:52:15.000Z","In Review","In Review","001B000000nQ9xPIAS","Contract Based","Heron Tower
110 Bishopsgate",,,"2018-02-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"SBQQ__Status__c","true","Net 30",,"Closed",,,,"000000000000000AAA","2018-09-11T15:44:29.000Z","Quote",,,"Heron Tower
110 Bishopsgate","Heron Tower
110 Bishopsgate",,,"EC2N 4AY","2018-09-11T19:15:37.000Z","Surrey Tech Services","false",0,0,6674865,0,474188,0,20,29,100,0,471308,0,2880.15,471308,2880,0,0.6,12,474188.15,0,0,0,471308
"Chris Robison",,,"Chris Robison","true","Approved","true",,"005B0000004ixy9IAA","true","false","27502","bison1536693294173@demo.user",,"27502","By Subscription End Date","true","false","Draft","Uplift","Chris Robison",,,"Titan Trucking","Chris Robison",,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008ORUIA2",,,,,"Chris Robison","2018-01-17","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQA0HIAW",,"27614",,"United States","Apex","01sB0000001KrsAIAS","false","false","a2dB0000000B7X5IAK","First Purchase","Chris Robison","2018-11-03",,"NC",,"Chris Robison","false",,"Yo Tim - let's play paintball next week!


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. A","true","Prompt","Chris Robison","2018-01-10T22:17:54.000Z",,,,"Titan Trucking","10600 Hanarry Court","Raleigh","a2dB0000000B7X5IAK","false","Q-00797","Draft","United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2018-01-10T06:05:48.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6MJIA0","Apex","006B0000004P6MJIA0","true",,"true","2018-01-10T22:41:51.000Z","In Review","In Review","001B000000nQA0HIAW","Contract Based","311 Cameron Glen Drive","NC",,"2018-02-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,"2018-01-10T22:43:40.000Z","SBQQ__Status__c","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:29.000Z","Quote",,,"311 Cameron Glen Drive","10600 Hanarry Court",,,"27614","2018-09-11T19:15:38.000Z","Titan Trucking","false",0,0,109,0,438688,0,20,18,100,0,434448,0,4240.15,434448,4240,0,1,12,438688.15,0,0,0,434448
"Chris Robison",,,"Chris Robison","true","Approved","true",,"005B0000004ixy9IAA","true","false","27502","bison1536693294173@demo.user",,"27502","By Subscription End Date","true","false","In Review","Uplift","Chris Robison",,,"Titan Trucking","Chris Robison",,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008ORVIA2",,,,,"Chris Robison","2018-01-17","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQA0HIAW",,"27614",,"United States","Apex","01sB0000001KrsAIAS","false","false","a2dB0000000B7X5IAK","First Purchase","Chris Robison","2018-11-03",,"NC",,"Chris Robison","false",,"Yo Tim - let's play paintball next week!


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. A","true","Prompt","Chris Robison","2018-01-10T22:17:54.000Z",,,,"Titan Trucking","10600 Hanarry Court","Raleigh","a2dB0000000B7X5IAK","false","Q-00797","In Review","United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2018-01-10T06:05:48.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6MJIA0","Apex","006B0000004P6MJIA0","true",,"true","2018-01-10T22:43:40.000Z","Approved","Approved","001B000000nQA0HIAW","Contract Based","311 Cameron Glen Drive","NC",,"2018-02-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"SBQQ__Status__c","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:29.000Z","Quote",,,"311 Cameron Glen Drive","10600 Hanarry Court",,,"27614","2018-09-11T19:15:38.000Z","Titan Trucking","false",0,0,25578980,0,438688,0,20,18,100,0,434448,0,4240.15,434448,4240,0,1,12,438688.15,0,0,0,434448
"Chris Robison",,,"Chris Robison","true","Approved","true",,"005B0000004ixy9IAA","true","false","27614","bison1536693294173@demo.user",,"27614","By Subscription End Date","true","false","In Review","Uplift","Chris Robison",,,"NewTown, Inc.","Chris Robison",,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008ORWIA2",,,,,"Chris Robison","2018-01-12","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQ9x7IAC",,"27502",,"United States","Raleigh","01sB0000001KrsAIAS","false","false","a2dB0000000B7VqIAK","First Purchase","Chris Robison","2018-08-04",,"NC",,"Chris Robison","false",,"Yo Lawrence, can't wait to play paintball!!


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry","true","Prompt","Chris Robison","2018-01-05T22:16:27.000Z",,,,"NewTown, Inc.","311 Cameron Glen Drive","Apex","a2dB0000000B7VqIAK","false","Q-00720","In Review","United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Apex",,,,"Closed Won",,"2018-01-05T22:12:04.000Z",,,"Add-on","2018-09-23T22:03:32.000Z","006B0000004P6M1IAK","Raleigh","006B0000004P6M1IAK","true",,"true","2018-01-05T22:20:56.000Z","Approved","Approved","001B000000nQ9x7IAC","Contract Based","10600 Hanarry Court","NC",,"2018-02-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"SBQQ__Status__c","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"10600 Hanarry Court","311 Cameron Glen Drive",,,"27502","2018-09-11T19:15:37.000Z","NewTown, Inc.","false",0,0,18149944,0,438688,0,20,18,100,0,434248,0,4440.15,434248,4440,0,1,12,438688.15,0,0,0,434248
"Arian Van de Carr",,,"Arian Van de Carr","true","In Review","false",,"005B0000004ixxPIAQ","true","false","94105","avan1536693294125@demo.user",,"94105","By Subscription End Date","true","false","Draft","Same","Arian Van de Carr",,,"IT CPQ Demo",,,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008ORXIA2","a2aB00000009J0TIAU",,,,"Arian Van de Carr","2018-07-13","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"CA","001B000000nQA0pIAG",,"94111",,"United States","San Francisco","01sB0000001KrsAIAS","false","false","a2dB0000000B7W4IAK","First Sale","Arian Van de Carr","2018-12-03",,"CA",,"Arian Van de Carr","false",,"Yo J B !


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your help and guidan","true","Always",,"2018-07-06T23:35:38.000Z",,,,"IT CPQ Demo","350 Market Street","San Francisco","a2dB0000000B7W4IAK","false","Q-00734","Draft","United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"San Francisco",,,,"Closed Won",,"2018-07-06T01:11:44.000Z",,,"Add-on","2018-09-23T22:03:32.000Z","006B0000004P6LBIA0","San Francisco","006B0000004P6LBIA0","true",,"true","2018-07-07T00:03:52.000Z","In Review","In Review","001B000000nQA0pIAG","Contract Based","350 Mission Street","CA",,"2018-08-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"SBQQ__Status__c","true","Net 90","CA","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"350 Mission Street","350 Market Street",,,"94111","2018-09-11T19:15:38.000Z","IT CPQ Demo","false",0,0,12873368,0,4632931.2,0,20,15,100,0,4396075.37,0,7899574.78,4396075.37,236855.83,0,64.2,12,12295650.15,0,0,0,70000000
"Steven Vu",,,"Steven Vu","true","Approved","true",,"005B0000004ixyGIAQ","false","false",,"svu1536693294183@demo.user",,,"By Subscription End Date","true","false","Draft","Same","Steven Vu",,,"Deja Vu Industries",,,"false","false",,,"2018-09-24T16:37:34.000Z",,"a91B00000008ORYIA2",,,,,"Steven Vu","2017-12-14","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,,"001B000000nQ9wvIAC",,,,,,"01sB0000001KrsAIAS","false","false","a2dB0000000B7WgIAK","Big Deal","Steven Vu","2018-02-27",,,,"Steven Vu","false",,"Greetings Stephan Wu,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your he","true","Prompt",,"2017-12-08T01:18:19.000Z",,,,"Deja Vu Industries",,,"a2dB0000000B7WgIAK","false","Q-00772","Draft",,"false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,,,,,"Closed Won",,"2017-12-08T01:16:09.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6NvIAK",,"006B0000004P6NvIAK","true",,"true","2018-01-30T05:45:06.000Z","Approved","Approved","001B000000nQ9wvIAC","Contract Based",,,,"2018-01-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"SBQQ__Status__c","true","Net 30",,"Closed",,,,"000000000000000AAA","2018-09-11T15:44:29.000Z","Quote",,,,,,,,"2018-09-11T19:15:37.000Z","Deja Vu Industries","false",0,0,2398494,0,76588,0,20,12,100,0,76588,0,0.15,76588,0,0,0,12,76588.15,0,0,0,76588
"Taka Yokoyama",,,"Taka Yokoyama","true","Approved","true",,"005B0000004ixxNIAQ","false","false","98101","tyoko1536693294122@demo.user",,"98101","By Subscription End Date","true","false","Draft","Same","Taka Yokoyama",,,"Magnusson Klemencic Associates",,,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008ORZIA2",,,,,"Taka Yokoyama","2018-04-20","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"WA","001B000000nQ9xKIAS",,"98101",,"United States","Seattle","01sB0000001KrsAIAS","false","false","a2dB0000000B7WBIA0","MKA Initial Sale","Taka Yokoyama","2018-03-07",,"WA",,"Taka Yokoyama","false",,"Greetings John Hooper,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your h","false","Always",,"2018-04-14T02:57:08.000Z",,,,"Magnusson Klemencic Associates","1301 5th Avenue #3200","Seattle","a2dB0000000B7WBIA0","false","Q-00741","Draft","United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Seattle",,,,"Closed Won",,"2018-02-21T05:34:41.000Z",,,,"2018-09-23T22:03:32.000Z","006B0000004P6KbIAK","Seattle","006B0000004P6KbIAK","true",,"true","2018-04-14T03:07:14.000Z","Approved","Approved","001B000000nQ9xKIAS","Contract Based","1301 5th Avenue #3200","WA",,"2018-05-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"SBQQ__Status__c","true","Net 30","WA","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"1301 5th Avenue #3200","1301 5th Avenue #3200",,,"98101","2018-09-11T19:15:37.000Z","Magnusson Klemencic Associates","false",0,0,-3294434,0,821966.3,0,20,88,100,0,820766.3,0,1200,820766.3,1200,0,0.1,12,821966.3,0,0,0,820766.3
,,,,,"In Review","true",,,,,,,,,"By Subscription End Date",,"false","Draft",,,,,,,,,"false",,,,,"a91B00000008ORaIAM","a2aB00000009J0TIAU",,,,,"2018-04-25",,,,,,,,,,,"false",,"a2dB0000000B7VQIA0",,,,,,,,,,"Greetings Gavin Belson,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your ","true",,,,,,,,,,"a2dB0000000B7VQIA0",,"Q-00694","Draft",,,,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,,,,,,,,,,,"2018-09-23T22:03:30.000Z",,,,,,"true","2018-04-19T06:29:16.000Z","In Review","In Review",,,,,,"2018-05-01",,,,,,,"SBQQ__Status__c",,"Net 30",,,,,,,"2018-09-11T15:44:27.000Z","Quote",,,,,,,,,,,0,0,14478752,0,1558940,0,20,15,0,1200000,1200000,0,360140,1200000,358940,0,23.1,24,1560140,0,0,0,0
"Nick Mennella",,,"Ronald Scott","true","In Review","true",,"005B0000004ixxsIAA","false","false","89950","nmenn1536693294157@demo.user",,"89950","By Subscription End Date","true","false","Draft","Same","Nick Mennella",,,"Acme Corp",,,"false","false",,"USA","2018-09-24T16:37:34.000Z","USA","a91B00000008ORbIAM",,,,,"Nick Mennella","2017-11-10","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"Nevada","001B000000nQ9z2IAC",,"89950",,"USA","Reno","01sB0000001KrsAIAS","false","false","a2dB0000000B7TJIA0","new business","Nick Mennella","2018-01-10",,"Nevada",,"Ronald Scott","false",,"Greetings Acme Corp ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your he","true","Never",,"2017-11-04T01:35:06.000Z",,,,"Acme Corp","6027 Honey Terrace","Reno","a2dB0000000B7TJIA0","false","Q-00563","Draft","USA","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Reno",,,,"Closed Won",,"2017-10-17T21:56:28.000Z",,,,"2018-09-23T22:03:30.000Z","006B0000004P6NoIAK","Reno","006B0000004P6NoIAK","true",,"true","2018-05-22T16:53:11.000Z","In Review","In Review","001B000000nQ9z2IAC","Contract Based","6027 Honey Terrace","Nevada",,"2017-11-03",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"SBQQ__Status__c","false","Net 90","Nevada","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"6027 Honey Terrace","6027 Honey Terrace",,,"89950","2018-09-11T19:15:37.000Z","Acme Corp","false",0,0,-11465591,0,674120,0,20,9,100,0,674120,0,0.15,674120,0,0,0,12,674120.15,0,0,0,674120
