"date","Case_Type","Photo","Name","States","Car_Type","Education","Opportunity_Name","Patent_Activity","Einstein_Prediction","Categories","Call_Resolution","Conversion","Owner_Name","CompanyLogo","Customer_Type","Mobile_App_Usage","Forecast","Country","Region","Attrition_Details","Factory","Projects","Business_Segment","Segment","Mobility_Breakdown","Recommendations","DummyImage","Tenure","Lead","Awarness","Family_Type","Sentiment","App_Usage_Categories","OpportunityStage","Year","Roles_in_Demand","Job_Role","Stock_Price","Revenue_Target","Percentage_of_Calls","Capacity","Patents_Filed","Production","Profit","Stock_High","Employee_Count","Engagement_Industry","Case_Resolution","Open_Role_Days","Engagement_National","Net_Retention","Case_Handle_Time_in_Minutes","Sentiment_Score","Patents_Awarded","Facebook_Followers","Volume","Revenue","CSAT","Week","Inventory","Margin","Customer_Acquisition_Costs","NPS","Engagement","Revenue_Percentage","Purchases","Stock_Low","Instagram_Followers","Case_Length","Customer_Acquisition_Cost","Drive_Count"
"9/10/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Hybrid","Graduate","Fadel Inc","2_Awarded","At Risk","SUV","First Call","No","Carrie Povele","https://randomuser.me/api/portraits/men/55.jpg","Retained","Mostly App","Forecast","Greece","North America","Personal","Hermosillo","Project N","> 1MM","RideShare","Train","Meet 1:1 with top decision maker","http://dummyimage.com/245x149.jpg/dddddd/000000","> 10 Years","Networking events","Display Advertising","Married","Positive","Service Appointments","Stage 1","Year2017","AI Engineering","Diesel mechanic",18.64,22490.954843,62,1135,19.79,2007,2.884,19.057979,14,0,11.714286,11,-1,58,502,80,7.144066,1064,434000,31000,68,92017,31000,0.093032,5,59,-1,58,9,18.276829,2032,10,74,15500
"7/18/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","Less than High School","Towne, Wisozk and Hills","3_Filed","On Target","Cars","UnResolved","No","Ari Matzeitis","https://randomuser.me/api/portraits/men/40.jpg","New","Mostly App","Closed","Philippines","Asia Pacific","Personal","Samutprakarn","Project L","> 500K","Public Transport","Bike","Meet 1:1 with top decision maker","http://dummyimage.com/146x176.bmp/dddddd/000000","3 - 5 Years","Social network","Paid Search","Married","Positive","Features","Stage 2","Year2019","AI Engineering","Sales Representative",19.26,266390.348006,63,2873,17.63,919,29.679,19.495838,7,0,3.142857,55,1,59,442,74,5.486523,1063,2772000,154000,67,72019,154000,0.192719,26,61,1,3,8,19.039631,2034,10,74,154000
"9/3/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","Graduate","Mohr-Schuppe","1_Rejected","On Target","Cars","Third Call or more","No","Marice Stoop","https://randomuser.me/api/portraits/men/50.jpg","Attrition","Mostly App","Forecast","Russia","Europe","Personal","Tychy","Project M","> 500K","Logistics","Private Car","Partner with a ride share company","http://dummyimage.com/109x200.jpg/dddddd/000000","< 3 Years","Networking events","Paid Search","All","Positive","Service Appointments","Stage 2","Year2016","AI Engineering","Manager",18.74,19599.262606,34,4676,14.35,2116,1.175,18.832843,2,1,33.142857,3,-2,61,953,76,4.989503,1064,517000,11000,69,92016,11000,0.106836,49,60,2,46,8,18.492651,2033,9,74,5500
"1/1/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Gasoline","High School Grad","Kreiger and Sons","3_Filed","At Risk","Cars","First Call","Yes","Leeland Blastock","https://randomuser.me/api/portraits/men/3.jpg","New","Mostly App","Forecast","Thailand","Europe","Compensation","Tychy","Project N","> 500K","Fleet","Bike","Partner with a ride share company","http://dummyimage.com/191x177.jpg/5fa2dd/ffffff","3 - 5 Years","Social network","Email","All","Positive","Features","Stage 4","Year2017","Cybersecurity","Manager",15.47,35571.290973,71,3525,14.49,91,2.432,15.70497,24,0,25.142857,6,0,59,86,79,5.797581,1066,760000,19000,70,12017,19000,0.127986,51,59,2,30,9,14.972661,2034,10,73,9500
"11/21/2018","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin","Lisboa","Gasoline","Less than High School","Maggio, Conroy and Mertz","3_Filed","At Risk","Cars","First Call","No","Guthrey Stanyan","https://randomuser.me/api/portraits/men/58.jpg","Attrition","Others","Closed","Portugal","Europe","Compensation","Tychy","Project X","250K to 500K","Public Transport","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/115x121.jpg/cc0000/ffffff","3 - 5 Years","Social network","Email","Married","Negative","Features","Stage 4","Year2018","AI Engineering","Sales Representative",16.45,30527.816093,98,4324,16.33,2771,6.71,16.891252,12,-1,6.571429,25,0,61,543,79,6.632919,1065,1152000,72000,67,112018,72000,0.093196,82,62,0,33,8,16.286491,2033,12,76,36000
"12/5/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Gasoline","Bachelor","Gislason and Sons","3_Filed","On Target","SUV","UnResolved","Yes","Johny Withringten","https://randomuser.me/api/portraits/men/76.jpg","Attrition","Mostly App","Closed","Jordan","South America","Compensation","Minas Gerais","Project G","< 250K","Fleet","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/109x224.bmp/ff4444/ffffff","3 - 5 Years","Paid campaigns","Email","All","Positive","Support","Stage 4","Year2019","AI Engineering","Sales Representative",17.33,213150.171041,51,1651,16.68,2598,21.929,17.39197,11,1,3.428571,57,1,61,685,81,6.870884,1064,3520000,160000,67,122019,160000,0.137054,34,61,-1,38,8,17.095185,2034,8,75,160000
"3/26/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","Graduate","Schumm LLC","3_Filed","On Target","Cross Over","UnResolved","No","Gris Gauden","https://randomuser.me/api/portraits/men/68.jpg","Attrition","Mostly App","Closed","Georgia","Europe","Personal","Tychy","Project M","< 250K","Public Transport","Bus","Partner with a ride share company","http://dummyimage.com/136x147.jpg/dddddd/000000","< 3 Years","Blog posts","Social Media","Married","Positive","Service Appointments","GTM","Year2018","AI Engineering","Sales Executive",14.39,52495.036779,89,5013,17.66,1396,4.05,14.636063,16,0,9.428571,12,1,60,183,82,6.373073,1063,1548000,36000,66,32018,36000,0.112496,75,61,1,65,8,14.114045,2033,10,76,18000
"3/14/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","Less than High School","Beer Group","2_Awarded","At Risk","SUV","Second Call","No","Alric Maidens","https://randomuser.me/api/portraits/men/31.jpg","Retained","Mostly App","Forecast","Afghanistan","South America","Personal","Minas Gerais","Project N","> 1MM","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/147x233.png/ff4444/ffffff","5 - 10 Years","Third party directories","Social Media","Non-Family","Positive","Service Appointments","Stage 1","Year2017","AI Engineering","Manager",19.07,28388.1581,98,3310,15.93,1060,4.026,19.418613,16,0,22.285714,8,1,61,912,78,4.55194,1063,384000,24000,66,32017,24000,0.167759,70,61,0,70,9,18.721957,2031,11,75,12000
"10/1/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxg/M","Sonya Renner",,"Gasoline","Less than High School","Smith-Lockman","3_Filed","On Target","Minivans","Second Call","Yes","Coletta Fishe","https://randomuser.me/api/portraits/men/52.jpg","Attrition","Mostly App","Forecast","Japan","Europe","Personal","Tychy","Project N","> 500K","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/127x208.png/ff4444/ffffff","3 - 5 Years","Networking events","Social Media","Non-Family","Positive","Service Appointments","Stage 4","Year2016","Cybersecurity","Manager",12.64,8928.436229,10,4140,18.64,2373,837,12.760933,1,0,34,4,0,58,860,77,4.87173,1064,576000,12000,65,102016,12000,0.069729,18,60,1,19,7,12.275915,2034,10,76,6000
"6/19/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Hybrid","Bachelor","Schiller, Willms and Spencer","3_Filed","On Target","SUV","First Call","No","Lani Flindall","https://randomuser.me/api/portraits/men/94.jpg","Attrition","Mostly App","Closed","Nicaragua","Europe","Compensation","Tychy","Project F","> 1MM","Public Transport","Train","Meet 1:1 with top decision maker","http://dummyimage.com/136x142.png/5fa2dd/ffffff","< 3 Years","Pay per lead","Paid Search","Non-Family","Negative","Service Appointments","Stage 1","Year2016","Cybersecurity","Sales Representative",14.42,23281.288111,65,4886,15.6,1198,1.548,14.910107,3,2,44.285714,4,-1,59,170,76,3.344291,1064,240000,12000,70,62016,12000,0.129004,68,58,-2,63,8,14.39053,2035,9,75,6000
"7/14/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore","Illinois","Gasoline","Bachelor","Paucek-Wintheiser","1_Rejected","At Risk","SUV","Third Call or more","Yes","De Harbisher","https://randomuser.me/api/portraits/men/30.jpg","Converted","Others","Closed","United States of America","Asia Pacific","Growth Prospects","Nanjing","Project N","> 500K","RideShare","Private Car","Offer co-marketing program","http://dummyimage.com/243x224.png/5fa2dd/ffffff","> 10 Years","Pay per lead","Display Advertising","Married","Positive","Features","Stage 3","Year2016","AI Engineering","Sales Representative",16.48,13889.306019,43,2096,16.4,2368,2.277,16.587127,6,0,40.857143,4,2,59,275,76,5.036858,1066,481000,13000,65,72016,13000,0.175186,48,61,1,20,7,16.350076,2032,9,75,6500
"12/23/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","Bachelor","Boehm, Runte and McCullough","3_Filed","At Risk","EV","First Call","No","Roana Malham","https://randomuser.me/api/portraits/men/72.jpg","Attrition","Mostly App","Forecast","China","Asia Pacific","Compensation","Tamil Nadu","Project D","> 500K","Fleet","Private Car","Offer co-marketing program","http://dummyimage.com/136x213.png/dddddd/000000","5 - 10 Years","Social network","Paid Search","Non-Family","Negative","Service Appointments","Stage 2","Year2016","Cybersecurity","Body & paint specialist",15.52,30637.61895,8,4471,13.87,1922,3.2,15.559918,23,-1,23.428571,6,1,58,127,73,4.114778,1064,666000,18000,67,122016,18000,0.177777,32,59,-1,81,9,15.200304,2034,9,76,9000
"3/17/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Gasoline","Some College","Ziemann-O'Conner","3_Filed","At Risk","Cars","Second Call","Yes","Vilhelmina St. Aubyn","https://randomuser.me/api/portraits/men/54.jpg","New","Mostly App","Forecast","Pakistan","Asia Pacific","Personal","Samutprakarn","Project R","> 500K","Public Transport","Train","Partner with a ride share company","http://dummyimage.com/178x187.bmp/ff4444/ffffff","5 - 10 Years","Blog posts","Display Advertising","Non-Family","Positive","Features","Stage 3","Year2016","AI Engineering","Automotive technician",17.92,11767.831176,52,5044,20.33,1309,580,17.956956,5,0,36.857143,3,1,60,283,81,6.624439,1064,143000,11000,68,32016,11000,0.052726,68,59,-1,35,10,17.901517,2032,10,75,5500
"7/8/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Hybrid","Some College","Buckridge-Lehner","3_Filed","On Target","Cars","Second Call","Yes","Spence Coom","https://randomuser.me/api/portraits/men/60.jpg","Retained","Mostly App","Closed","China","South America","Personal","Minas Gerais","Project F","250K to 500K","Fleet","Bus","Meet 1:1 with top decision maker","http://dummyimage.com/212x226.png/cc0000/ffffff","< 3 Years","Social network","Display Advertising","All","Positive","Features","Stage 3","Year2018","AI Engineering","Sales Executive",18.39,46604.706307,83,420,12.1,1863,8.843,18.77338,23,0,8.857143,19,0,58,667,78,3.881401,1064,1188000,54000,70,72018,54000,0.163755,48,59,0,88,9,18.053005,2035,11,73,27000
"12/12/2019","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros","Viseu","Plug in Hybrid","Bachelor","Conn-Hand","3_Filed","On Target","Cars","First Call","No","Josy Spring","https://randomuser.me/api/portraits/men/84.jpg","Retained","Mostly App","Forecast","Portugal","Asia Pacific","Personal","Nanjing","Project N","> 1MM","Public Transport","Private Car","Offer co-marketing program","http://dummyimage.com/172x190.bmp/dddddd/000000","5 - 10 Years","Blog posts","Social Media","All","Positive","Features","Stage 1","Year2019","Cybersecurity","Sales Representative",18.14,175689.594041,1,2494,21.31,2597,25.609,18.51588,1,1,4,57,0,61,891,77,3.60707,1064,4800000,160000,71,122019,160000,0.160057,45,61,-1,64,7,17.721163,2031,11,75,160000
"6/19/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxg/M","Sonya Renner",,"Gasoline","High School Grad","Kemmer-Parker","3_Filed","On Target","Trucks","Third Call or more","No","Felipa Grob","https://randomuser.me/api/portraits/men/61.jpg","Attrition","Mostly App","Closed","Indonesia","Asia Pacific","Growth Prospects","Nanjing","Project N","> 500K","RideShare","Private Car","Partner with a ride share company","http://dummyimage.com/168x227.bmp/ff4444/ffffff","> 10 Years","Paid campaigns","Social Media","All","Positive","Service Appointments","Stage 2","Year2017","Full Stack Developer","Automotive technician",13.05,36630.31388,82,3677,19.96,130,4.473,13.381474,9,0,15.714286,10,1,61,112,78,4.006563,1064,1140000,30000,64,62017,30000,0.149113,11,61,0,19,9,12.570156,2032,10,76,15000
"7/1/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros","Coahuila De Zaragoza","Gasoline","High School Grad","Luettgen-Feeney","3_Filed","On Target","Cars","Third Call or more","Yes","Clementia Tingley","https://randomuser.me/api/portraits/men/3.jpg","New","Others","Closed","Mexico","Europe","Personal","Tofas","Project N","> 500K","RideShare","Bike","Meet 1:1 with top decision maker","http://dummyimage.com/129x129.jpg/5fa2dd/ffffff","< 3 Years","Networking events","Display Advertising","Non-Family","Negative","Features","Stage 4","Year2019","AI Engineering","Automotive technician",19.43,71062.798593,2,3864,16.75,2817,21.466,19.563454,8,-2,4.285714,55,0,61,588,80,4.684858,1062,5852000,154000,66,72019,154000,0.139387,62,60,-1,43,6,19.073214,2032,10,75,154000
"12/31/2018","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxg/M","Sonya Renner",,"Gasoline","Less than High School","Harber, Gislason and Gutmann","2_Awarded","At Risk","Cars","Second Call","Yes","Katleen Althorpe","https://randomuser.me/api/portraits/men/83.jpg","New","Others","Forecast","China","North America","Compensation","Dearborn","Project Eva","250K to 500K","Fleet","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/205x138.bmp/cc0000/ffffff","> 10 Years","Third party directories","Paid Search","Married","Positive","Support","GTM","Year2018","AI Engineering","Automobile designer",19.04,91764.625948,95,3680,18.61,1770,10.839,19.087892,7,1,6.857143,30,1,60,632,78,5.983136,1064,1892000,86000,66,122018,86000,0.126039,12,61,-1,38,8,18.810374,2033,10,75,43000
"9/4/2017","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","High School Grad","McGlynn LLC","3_Filed","On Target","SUV","First Call","Yes","Junie Brodnecke","https://randomuser.me/api/portraits/men/85.jpg","Attrition","Mostly App","Closed","Finland","South America","Personal","Minas Gerais","Project L","250K to 500K","Fleet","Private Car","Offer co-marketing program","http://dummyimage.com/131x102.png/cc0000/ffffff","3 - 5 Years","Third party directories","Organic Search","Married","Positive","Service Appointments","Stage 2","Year2017","AI Engineering","Automobile designer",13,12047.932491,45,3925,17.92,2479,3.438,13.24841,19,0,11.714286,11,1,61,985,78,4.491042,1065,620000,31000,69,92017,31000,0.110908,96,59,-1,19,7,12.853142,2032,11,75,15500
"1/14/2017","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxc/M","Katrina Quitzon",,"Gasoline","Some College","Beahan, Kulas and VonRueden","3_Filed","On Target","Cross Over","UnResolved","No","Yovonnda Esparza","https://randomuser.me/api/portraits/men/86.jpg","Retained","Others","Forecast","Nigeria","Europe","Compensation","Tofas","Project L","> 500K","Fleet","Private Car","Partner with a ride share company","http://dummyimage.com/123x171.png/ff4444/ffffff","3 - 5 Years","Networking events","Email","Married","Positive","Features","Stage 1","Year2017","AI Engineering","Sales Executive",16.57,34351.260463,90,1300,14.97,2794,2.561,16.890335,20,2,24.285714,6,-1,60,821,82,3.425353,1062,608000,19000,65,12017,19000,0.134783,78,60,0,24,8,16.356956,2030,9,74,9500
"10/18/2017","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","Bachelor","Reilly Group","3_Filed","At Risk","Cross Over","UnResolved","No","Sella Gillyatt","https://randomuser.me/api/portraits/men/84.jpg","Retained","Mostly App","Forecast","Brazil","Asia Pacific","Personal","Tamil Nadu","Project N","> 500K","Mobility 4.0","Private Car","Partner with a ride share company","http://dummyimage.com/203x241.bmp/cc0000/ffffff","< 3 Years","Blog posts","Display Advertising","Non-Family","Positive","Service Appointments","Stage 2","Year2017","AI Engineering","Automotive technician",19.64,29056.075974,43,3134,19.42,1519,5.154,19.694641,10,1,9.714286,11,2,58,468,80,4.197974,1066,384000,32000,66,102017,32000,0.161058,91,61,1,98,8,19.225031,2032,9,75,16000
"12/6/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxc/M","Katrina Quitzon",,"Plug in Hybrid","High School Grad","Pagac, Hermann and Hamill","2_Awarded","On Target","Cars","Second Call","Yes","Carroll Tacey","https://randomuser.me/api/portraits/men/51.jpg","Retained","Mostly App","Closed","Guatemala","Europe","Personal","Tofas","Project L","250K to 500K","Public Transport","Bike","Offer co-marketing program","http://dummyimage.com/179x113.bmp/dddddd/000000","3 - 5 Years","Third party directories","Email","Non-Family","Negative","Service Appointments","Stage 4","Year2017","AI Engineering","Diesel mechanic",18.56,24919.216646,28,396,16.33,1024,1.656,18.587663,20,1,7.714286,11,1,61,851,80,4.973404,1063,448000,32000,67,122017,32000,0.05174,85,60,2,34,10,18.33269,2034,8,76,16000
"1/11/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","Bachelor","Moore, Pfannerstill and Stark","3_Filed","At Risk","Minivans","UnResolved","No","Daile Nasi","https://randomuser.me/api/portraits/men/62.jpg","Converted","Others","Expected to Close","Poland","Asia Pacific","Personal","Nanjing","Project N","> 1MM","Fleet","Private Car","Partner with a ride share company","http://dummyimage.com/195x100.bmp/dddddd/000000","> 10 Years","Referrals","Organic Search","Married","Positive","New Sales Appointments","Stage 2","Year2018","AI Engineering","Manager",21.88,43515.119431,1,1615,18.12,2587,4.485,22.297887,19,0,8.857143,11,1,62,160,79,6.73829,1064,992000,32000,67,12018,32000,0.140143,28,60,1,27,7,21.622772,2034,8,73,16000
"12/23/2018","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Electric","Less than High School","Beer-Becker","2_Awarded","At Risk","Trucks","Second Call","No","Holly-anne Francescuzzi","https://randomuser.me/api/portraits/men/55.jpg","Retained","Mostly App","Closed","Poland","Europe","Personal","Tychy","Project N","> 500K","RideShare","Private Car","Partner with a ride share company","http://dummyimage.com/133x150.png/5fa2dd/ffffff","3 - 5 Years","Referrals","Paid Search","Married","Positive","Features","Stage 1","Year2018","AI Engineering","Body & paint specialist",18.69,88781.673064,29,4176,17.77,1069,7.672,18.791039,11,0,6.857143,30,0,62,400,78,5.585116,1063,3010000,86000,68,122018,86000,0.089206,18,61,0,59,8,18.444425,2034,9,77,43000
"9/3/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Gasoline","Graduate","Schmidt-Prohaska","3_Filed","On Target","Cross Over","First Call","Yes","Rodrique Pooke","https://randomuser.me/api/portraits/men/29.jpg","New","Mostly App","Forecast","Poland","Asia Pacific","Compensation","Nanjing","Project N","< 250K","Fleet","Bus","Meet 1:1 with top decision maker","http://dummyimage.com/151x132.bmp/5fa2dd/ffffff","< 3 Years","Paid campaigns","Display Advertising","Non-Family","Positive","Service Appointments","Stage 2","Year2016","AI Engineering","Manager",18.17,15099.604504,52,1921,16.08,2426,1.793,18.625369,15,-1,34.857143,3,-1,59,37,76,5.082169,1065,396000,11000,65,92016,11000,0.162974,76,60,1,73,9,17.741785,2034,9,76,5500
"5/17/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","High School Grad","Schmidt and Sons","3_Filed","At Risk","Cars","Third Call or more","Yes","Maurits Waller-Bridge","https://randomuser.me/api/portraits/men/63.jpg","Retained","Mostly App","Expected to Close","Russia","Asia Pacific","Compensation","Nanjing","Project N","< 250K","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/249x147.jpg/dddddd/000000","> 10 Years","Networking events","Organic Search","Married","Positive","Service Appointments","Stage 3","Year2019","AI Engineering","Diesel mechanic",19.36,146845.951899,27,3558,18.32,1879,18.519,19.392036,23,-1,3.714286,46,0,59,363,80,4.934434,1064,1419000,129000,66,52019,129000,0.143556,19,59,1,51,8,18.955415,2033,10,75,129000
"11/28/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Hybrid","Bachelor","Hansen Group","2_Awarded","On Target","Cars","First Call","Yes","Bobette Bretherick","https://randomuser.me/api/portraits/men/32.jpg","Retained","Others","Forecast","Indonesia","Europe","Growth Prospects","Tychy","Project N","250K to 500K","RideShare","Private Car","Partner with a ride share company","http://dummyimage.com/118x104.png/5fa2dd/ffffff","5 - 10 Years","Paid campaigns","Paid Search","All","Positive","New Sales Appointments","Stage 2","Year2017","Cybersecurity","Automotive technician",16.64,41621.001854,41,4705,19.32,2195,5.928,17.010073,19,1,10.857143,11,-1,60,496,78,4.122647,1063,372000,31000,67,112017,31000,0.191216,3,61,-1,33,8,16.540323,2034,9,75,15500
"5/2/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore","Virginia","Hybrid","Graduate","Lockman-Lang","3_Filed","On Target","Cars","Third Call or more","No","Wes Loweth","https://randomuser.me/api/portraits/men/12.jpg","Attrition","Mostly App","Forecast","United States of America","Asia Pacific","Personal","Nanjing","Project M","> 500K","Public Transport","Bus","Meet 1:1 with top decision maker","http://dummyimage.com/247x148.bmp/dddddd/000000","> 10 Years","Social network","Display Advertising","Non-Family","Positive","Service Appointments","GTM","Year2017","AI Engineering","Body & paint specialist",19.44,9494.500619,78,5067,18.84,1964,2.756,19.570555,13,-2,15.428571,9,-1,62,410,80,6.444511,1065,324000,27000,66,52017,27000,0.102092,57,60,-2,40,5,18.98676,2034,11,74,13500
"6/27/2017","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Hybrid","Graduate","Ullrich and Sons","2_Awarded","At Risk","SUV","First Call","Yes","Alvie Mandifield","https://randomuser.me/api/portraits/men/10.jpg","Retained","Mostly App","Forecast","Philippines","Asia Pacific","Compensation","Samutprakarn","Project M","> 500K","Fleet","Private Car","Offer co-marketing program","http://dummyimage.com/239x140.bmp/5fa2dd/ffffff","5 - 10 Years","Referrals","Display Advertising","Married","Positive","Service Appointments","Stage 1","Year2017","AI Engineering","Automotive technician",15.51,48268.898103,45,4720,16.95,577,4.739,15.76473,7,-1,15.428571,10,0,62,510,83,6.622041,1065,1320000,30000,68,62017,30000,0.157968,47,62,2,53,7,15.249991,2032,11,74,15000
"4/21/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Gasoline","Bachelor","Rolfson and Sons","2_Awarded","On Target","Cars","Third Call or more","No","Grethel Hartgill","https://randomuser.me/api/portraits/men/5.jpg","New","Mostly App","Forecast","Bolivia","Europe","Personal","Tychy","Project N","250K to 500K","Logistics","Bus","Meet 1:1 with top decision maker","http://dummyimage.com/233x175.jpg/ff4444/ffffff","< 3 Years","Networking events","Organic Search","All","Positive","Service Appointments","Stage 1","Year2018","AI Engineering","Diesel mechanic",14.56,37423.081888,70,1728,16.24,2526,5.317,14.983264,21,1,9.142857,15,1,60,390,78,4.010125,1064,2016000,42000,69,42018,42000,0.126605,72,61,1,80,8,14.388495,2033,10,73,21000
"12/16/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","Graduate","Hartmann-Jaskolski","3_Filed","At Risk","Cross Over","Third Call or more","Yes","Dehlia Orth","https://randomuser.me/api/portraits/men/45.jpg","New","Mostly App","Forecast","Japan","North America","Personal","Flint","Project M","250K to 500K","RideShare","Bus","Offer co-marketing program","http://dummyimage.com/198x153.jpg/cc0000/ffffff","< 3 Years","Social network","Organic Search","Non-Family","Positive","Service Appointments","GTM","Year2016","AI Engineering","Diesel mechanic",13.1,29174.671288,26,4561,14.23,2271,1.871,13.221899,25,3,23.142857,6,0,61,24,75,5.915187,1065,288000,18000,66,122016,18000,0.103945,26,59,1,95,8,12.873034,2033,10,75,9000
"5/2/2017","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Gasoline","Some College","Buckridge and Sons","1_Rejected","At Risk","SUV","First Call","No","Audrye Forrestor","https://randomuser.me/api/portraits/men/67.jpg","Retained","Mostly App","Forecast","Poland","Europe","Personal","Tychy","Project Laggard","> 500K","Public Transport","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/226x114.png/dddddd/000000","< 3 Years","Third party directories","Paid Search","Married","Negative","New Sales Appointments","Stage 4","Year2017","AI Engineering","Manager",19.83,34646.711759,17,326,19.33,2505,4.633,20.212594,13,2,14.571429,9,1,58,82,76,5.795733,1065,1323000,27000,66,52017,27000,0.171597,93,61,2,1,9,19.348611,2034,9,77,13500
"10/30/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp","Île-de-France","Plug in Hybrid","Less than High School","Schuster and Sons","3_Filed","On Target","Cars","UnResolved","Yes","Felita Clery","https://randomuser.me/api/portraits/men/22.jpg","Attrition","Mostly App","Forecast","France","Europe","Personal","Tychy","Project K","250K to 500K","Logistics","Private Car","Offer co-marketing program","http://dummyimage.com/141x241.png/cc0000/ffffff","3 - 5 Years","Pay per lead","Social Media","Married","Positive","Features","Stage 1","Year2017","AI Engineering","Sales Representative",16.03,27670.777011,24,3489,20.96,2145,3.974,16.199062,22,1,10.571429,11,1,59,626,79,3.576022,1064,1152000,32000,64,102017,32000,0.124201,79,60,2,49,8,15.773477,2034,10,74,16000
"11/13/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Gasoline","Bachelor","Dare, Harvey and McClure","2_Awarded","On Target","SUV","First Call","Yes","Egan Riditch","https://randomuser.me/api/portraits/men/98.jpg","New","Others","Forecast","China","Asia Pacific","Personal","Nanjing","Project N","250K to 500K","Fleet","Private Car","Offer co-marketing program","http://dummyimage.com/186x236.png/dddddd/000000","> 10 Years","Networking events","Paid Search","All","Positive","New Sales Appointments","Stage 1","Year2019","AI Engineering","Sales Representative",22.86,67225.497595,67,4086,18.43,996,20.501,22.87403,20,2,4,55,1,60,649,78,4.792292,1064,6355000,155000,68,112019,155000,0.132262,70,58,-1,66,7,22.634998,2035,11,76,155000
