"Category","Ship_Date","Customer_Name","Product_ID","Segment","Ship_Mode","Order_ID","Sub_Category","Product_Name","City","Order_Date","Customer_ID","State","Country","Region","Row_ID","Discount","Profit_Percent","Sales_Goal","Discount_Goal","Quantity_Percent","Sales","Postal_Code","Profit","Sales_Percent","Quantity_Left","Profit_Goal","Discount_Left","Quantity_Goal","Quantity","Profit_Left","Sales_Left","Discount_Percent"
"Office Supplies","11/24/17","Greg Guthrie","OFF-BI-10002103","Corporate","Standard Class","CA-2017-118122","Binders","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","Seattle","11/17/17","GG-14650","Washington","United States","West",7120,0.2,74.6,34.20384,1.16,75.8,13.904,98103,4.5188,40.7,0.64,6.055192,0.96,2.64,2,1.536392,20.29984,17.2
"Office Supplies","11/27/15","Sung Shariari","OFF-BI-10004728","Consumer","Standard Class","CA-2015-163965","Binders","Wilson Jones Turn Tabs Binder Tool for Ring Binders","Miami","11/20/15","SS-20875","Florida","United States","South",7137,0.7,58.1,25.0158,5.733,81.3,7.23,33180,-5.784,28.9,1.15,-9.94848,5.033,6.15,5,-4.16448,17.7858,12.2
"Office Supplies","11/27/15","Sung Shariari","OFF-ST-10000918","Consumer","Standard Class","CA-2015-163965","Storage","Crate-A-Files","Miami","11/20/15","SS-20875","Florida","United States","South",7138,0.2,81.3,58.7728,1.758,99,17.44,33180,1.308,29.7,0.02,1.60884,1.558,2.02,2,0.30084,41.3328,11.4
"Office Supplies","11/27/15","Sung Shariari","OFF-BI-10004593","Consumer","Standard Class","CA-2015-163965","Binders","Ibico Laser Imprintable Binding System Covers","Miami","11/20/15","SS-20875","Florida","United States","South",7139,0.7,53.8,76.0848,4.221,72.5,62.88,33180,-50.304,82.6,1.52,-93.56544,3.521,5.52,4,-43.26144,13.2048,16.6
"Furniture","11/27/15","Sung Shariari","FUR-BO-10001337","Consumer","Standard Class","CA-2015-163965","Bookcases","O'Sullivan Living Dimensions 2-Shelf Bookcases","Miami","11/20/15","SS-20875","Florida","United States","South",7140,0.2,68.5,1135.27632,0.886,70.4,290.352,33180,-36.294,25.6,1.26,-52.98924,0.686,4.26,3,-16.69524,844.92432,22.6
"Furniture","12/25/17","Alex Grayson","FUR-TA-10003008","Consumer","Second Class","CA-2017-142909","Tables","Lesro Round Back Collection Coffee Table, End Table","Mesa","12/22/17","AG-10330","Arizona","United States","West",7152,0.5,98,542.1735,4.37,70.9,182.55,85204,-135.087,33.7,0.82,-137.78874,3.87,2.82,2,-2.70174,359.6235,11.4
"Office Supplies","12/15/15","Julia West","OFF-AP-10004980","Consumer","Standard Class","CA-2015-106208","Appliances","3M Replacement Filter for Office Air Cleaner for 20' x 33' Room","Chicago","12/10/15","JW-16075","Illinois","United States","Central",7154,0.8,88.5,190.05504,3.32,92.6,53.088,60610,-108.8304,27.9,0.56,-122.978352,2.52,7.56,7,-14.147952,136.96704,24.1
"Technology","12/30/16","Mitch Webber","TEC-AC-10003063","Consumer","Second Class","CA-2016-138667","Accessories","Micro Innovations USB RF Wireless Keyboard with Mouse","Lancaster","12/27/16","MW-18220","Ohio","United States","East",7182,0.2,54.3,130,1.54,86.2,40,43130,0.5,30.8,0.32,0.92,1.34,2.32,2,0.42,90,13
"Technology","11/15/16","Dianna Wilson","TEC-PH-10004908","Home Office","First Class","CA-2016-164399","Phones","Panasonic KX TS3282W Corded phone","San Diego","11/12/16","DW-13480","California","United States","West",7190,0.2,60.2,785.3076,1.014,66.7,203.976,92024,25.497,26,1.5,42.32502,0.814,4.5,3,16.82802,581.3316,19.7
"Furniture","11/15/16","Dianna Wilson","FUR-TA-10003392","Home Office","First Class","CA-2016-164399","Tables","Global Adaptabilities Conference Tables","San Diego","11/12/16","DW-13480","California","United States","West",7191,0.2,63.7,2569.28112,1.182,84.7,674.352,92024,-8.4294,26.2,0.54,-13.234158,0.982,3.54,3,-4.804758,1894.92912,16.9
"Technology","10/28/17","Marina Lichtenstein","TEC-PH-10003988","Corporate","Standard Class","CA-2017-156363","Phones","LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","Philadelphia","10/22/17","ML-17395","Pennsylvania","United States","East",7263,0.4,74.1,35.643,2.74,90.9,32.7,19134,-6.54,91.7,0.5,-8.829,2.34,5.5,5,-2.289,2.943,14.6
"Office Supplies","10/28/17","Marina Lichtenstein","OFF-EN-10003068","Corporate","Standard Class","CA-2017-156363","Envelopes","#6 3/4 Gummed Flap White Envelopes","Philadelphia","10/22/17","ML-17395","Pennsylvania","United States","East",7264,0.2,78.7,61.1424,1.748,74.6,31.68,19134,11.088,51.8,1.36,14.08176,1.548,5.36,4,2.99376,29.4624,11.4
"Furniture","11/26/14","Damala Kotsonis","FUR-CH-10001973","Corporate","Second Class","US-2014-143721","Chairs","Office Star Flex Back Scooter Chair with White Frame","Houston","11/23/14","DK-12835","Texas","United States","Central",7266,0.3,84,515.83504,1.776,87,155.372,77095,-35.5136,30.1,0.3,-42.261184,1.476,2.3,2,-6.747584,360.46304,16.9
"Office Supplies","10/14/16","Erica Bern","OFF-SU-10004498","Corporate","Standard Class","US-2016-150357","Supplies","Martin-Yale Premier Letter Opener","Greensboro","10/10/16","EB-13975","North Carolina","United States","South",7273,0.2,75.2,35.44576,1.24,101,20.608,27405,-4.3792,58.1,-0.02,-5.824336,1.04,1.98,2,-1.445136,14.83776,16.1
"Office Supplies","10/14/16","Erica Bern","OFF-BI-10002557","Corporate","Standard Class","US-2016-150357","Binders","Presstex Flexible Ring Binders","Greensboro","10/10/16","EB-13975","North Carolina","United States","South",7274,0.7,58.8,9.1728,3.29,74.1,4.095,27405,-2.73,44.6,1.05,-4.641,2.59,4.05,3,-1.911,5.0778,21.3
"Technology","11/17/15","Arthur Wiediger","TEC-PH-10004908","Home Office","Standard Class","CA-2015-144519","Phones","Panasonic KX TS3282W Corded phone","Helena","11/13/15","AW-10930","Montana","United States","West",7275,0.2,85.5,1312.2456,1.54,85.5,339.96,59601,42.495,25.9,0.85,49.71915,1.34,5.85,5,7.22415,972.2856,13
"Technology","10/21/17","Gary Hansen","TEC-MA-10001148","Home Office","Standard Class","CA-2017-159282","Machines","Swingline SM12-08 MicroCut Jam Free Shredder","Yuma","10/16/17","GH-14410","Arizona","United States","West",7282,0.7,103.1,1205.96985,3.157,99,599.985,85364,-479.988,49.8,0.05,-465.58836,2.457,5.05,5,14.39964,605.98485,22.2
"Furniture","11/21/14","Joe Kamberova","FUR-TA-10002533","Consumer","First Class","CA-2014-163468","Tables","BPI Conference Tables","Des Plaines","11/18/14","JK-15730","Illinois","United States","Central",7299,0.5,103.1,630.936,3.8,78.7,292.1,60016,-175.26,46.3,1.08,-170.0022,3.3,5.08,4,5.2578,338.836,13.2
"Furniture","11/21/14","Joe Kamberova","FUR-FU-10001546","Consumer","First Class","CA-2014-163468","Furnishings","Dana Swing-Arm Lamps","Des Plaines","11/18/14","JK-15730","Illinois","United States","Central",7300,0.6,78.7,26.74272,4.578,90.1,8.544,60016,-7.476,31.9,0.22,-9.49452,3.978,2.22,2,-2.01852,18.19872,13.1
"Furniture","11/21/14","Joe Kamberova","FUR-BO-10003546","Consumer","First Class","CA-2014-163468","Bookcases","Hon 4-Shelf Metal Bookcases","Des Plaines","11/18/14","JK-15730","Illinois","United States","Central",7301,0.3,79.4,767.64996,1.821,78.1,424.116,60016,-30.294,55.2,1.68,-38.17044,1.521,7.68,6,-7.87644,343.53396,16.5
"Office Supplies","11/21/14","Joe Kamberova","OFF-BI-10004728","Consumer","First Class","CA-2014-163468","Binders","Wilson Jones Turn Tabs Binder Tool for Ring Binders","Des Plaines","11/18/14","JK-15730","Illinois","United States","Central",7302,0.8,100,3.0366,3.68,89.3,2.892,60016,-4.9164,95.2,0.36,-4.9164,2.88,3.36,3,0,0.1446,21.7
"Office Supplies","11/21/14","Joe Kamberova","OFF-ST-10000025","Consumer","First Class","CA-2014-163468","Storage","Fellowes Stor/Drawer Steel Plus Storage Drawers","Des Plaines","11/18/14","JK-15730","Illinois","United States","Central",7303,0.2,90.9,576.3972,1.182,107.5,381.72,60016,-66.801,66.2,-0.35,-73.4811,0.982,4.65,5,-6.6801,194.6772,16.9
"Furniture","10/20/16","Nona Balk","FUR-TA-10001539","Corporate","Standard Class","CA-2016-132066","Tables","Chromcraft Rectangular Conference Tables","New York City","10/16/16","NB-18655","New York","United States","East",7317,0.4,75.8,547.4007,2.904,68.5,142.182,10011,-37.9152,26,0.46,-50.048064,2.504,1.46,1,-12.132864,405.2187,13.8
"Office Supplies","11/21/17","Katharine Harms","OFF-PA-10003205","Corporate","Standard Class","CA-2017-158120","Paper","Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper","Hillsboro","11/17/17","KH-16330","Oregon","United States","West",7318,0.2,55.9,61.56912,1.046,94.3,19.608,97123,6.6177,31.8,0.18,11.845683,0.846,3.18,3,5.227983,41.96112,19.1
"Office Supplies","11/21/17","Katharine Harms","OFF-BI-10002813","Corporate","Standard Class","CA-2017-158120","Binders","Avery Reinforcements for Hole-Punch Pages","Hillsboro","11/17/17","KH-16330","Oregon","United States","West",7319,0.7,63.7,11.80872,3.073,100,4.158,97123,-3.465,35.2,0,-5.44005,2.373,7,7,-1.97505,7.65072,22.8
"Office Supplies","11/17/17","Michael Chen","OFF-BI-10001543","Consumer","Standard Class","US-2017-128447","Binders","GBC VeloBinder Manual Binding System","Pasco","11/10/17","MC-17845","Washington","United States","West",7327,0.2,52.9,74.8592,1.458,73.5,28.792,99301,10.0772,38.5,0.36,19.045908,1.258,1.36,1,8.968708,46.0672,13.7
"Furniture","11/13/16","Stephanie Phelps","FUR-FU-10001037","Corporate","First Class","CA-2016-149349","Furnishings","DAX Charcoal/Nickel-Tone Document Frame, 5 x 7","Chicago","11/12/16","SP-20650","Illinois","United States","Central",7331,0.6,90.9,27.07488,3.954,90.1,22.752,60623,-8.532,84,0.66,-9.3852,3.354,6.66,6,-0.8532,4.32288,15.2
"Technology","10/30/17","Shaun Chance","TEC-PH-10001433","Corporate","Standard Class","CA-2017-115119","Phones","Cisco Small Business SPA 502G VoIP phone","Lancaster","10/26/17","SC-20440","Pennsylvania","United States","East",7332,0.4,51,157.54752,3.58,94.3,61.542,17602,-13.3341,39.1,0.06,-26.134836,3.18,1.06,1,-12.800736,96.00552,11.2
"Office Supplies","10/30/17","Shaun Chance","OFF-BI-10003007","Corporate","Standard Class","CA-2017-115119","Binders","Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""","Lancaster","10/26/17","SC-20440","Pennsylvania","United States","East",7333,0.7,64.9,126.2289,2.919,104.2,81.438,17602,-65.1504,64.5,-0.28,-100.331616,2.219,6.72,7,-35.181216,44.7909,24
"Furniture","12/30/15","Jim Karlsson","FUR-BO-10002613","Consumer","Standard Class","CA-2015-113152","Bookcases","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","New York City","12/25/15","JK-15625","New York","United States","East",7337,0.2,106.4,552.96864,0.954,69.9,449.568,10024,56.196,81.3,0.86,52.82424,0.754,2.86,2,-3.37176,103.40064,21
"Furniture","12/23/14","Suzanne McNair","FUR-CH-10004875","Corporate","Second Class","CA-2014-163412","Chairs","Harbour Creations 67200 Series Stacking Chairs","New York City","12/20/14","SM-20950","New York","United States","East",7339,0.1,58.8,528.5115,0.489,105.3,192.186,10035,36.3018,36.4,-0.15,61.71306,0.389,2.85,3,25.41126,336.3255,20.4
"Furniture","12/17/17","Darrin Van Huff","FUR-TA-10004289","Corporate","Standard Class","CA-2017-168389","Tables","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables","Jacksonville","12/11/17","DV-13045","Florida","United States","South",7345,0.45,74.6,931.21875,2.3175,79.4,721.875,32216,-420,77.5,1.56,-562.8,1.8675,7.56,6,-142.8,209.34375,19.4
"Technology","12/17/17","Darrin Van Huff","TEC-PH-10003555","Corporate","Standard Class","CA-2017-168389","Phones","Motorola HK250 Universal Bluetooth Headset","Jacksonville","12/11/17","DV-13045","Florida","United States","South",7346,0.2,55.9,191.2768,0.976,93.5,73.568,32216,-16.5528,38.5,0.28,-29.629512,0.776,4.28,4,-13.076712,117.7088,20.5
"Office Supplies","12/17/17","Darrin Van Huff","OFF-AR-10001958","Corporate","Standard Class","CA-2017-168389","Art","Stanley Bostitch Contemporary Electric Pencil Sharpeners","Jacksonville","12/11/17","DV-13045","Florida","United States","South",7347,0.2,59.5,32.19408,1.624,95.2,13.584,32216,1.3584,42.2,0.05,2.282112,1.424,1.05,1,0.923712,18.61008,12.3
"Furniture","12/17/17","Darrin Van Huff","FUR-CH-10000225","Corporate","Standard Class","CA-2017-168389","Chairs","Global Geo Office Task Chair, Gray","Jacksonville","12/11/17","DV-13045","Florida","United States","South",7348,0.2,76.9,251.36192,1.222,98,64.784,32216,-12.147,25.8,0.02,-15.7911,1.022,1.02,1,-3.6441,186.57792,16.4
"Furniture","12/30/16","Darren Budd","FUR-TA-10002958","Corporate","Standard Class","CA-2016-110975","Tables","Bevis Oval Conference Table, Walnut","New York City","12/25/16","DB-12970","New York","United States","East",7396,0.4,50,742.22712,1.804,92.6,313.176,10024,-120.0508,42.2,0.16,-240.1016,1.404,2.16,2,-120.0508,429.05112,22.2
"Furniture","12/30/16","Darren Budd","FUR-CH-10003746","Corporate","Standard Class","CA-2016-110975","Chairs","Hon 4070 Series Pagoda Round Back Stacking Chairs","New York City","12/25/16","DB-12970","New York","United States","East",7397,0.1,85.5,2660.60322,0.733,103.1,866.646,10024,173.3292,32.6,-0.09,202.795164,0.633,2.91,3,29.465964,1793.95722,13.6
"Furniture","11/14/17","Michelle Huthwaite","FUR-FU-10004090","Consumer","First Class","CA-2017-115448","Furnishings","Executive Impressions 14"" Contract Wall Clock","Knoxville","11/11/17","MH-18025","Tennessee","United States","South",7449,0.2,69.9,165.3912,1.718,70.4,88.92,37918,14.4495,53.8,2.1,20.662785,1.518,7.1,5,6.213285,76.4712,11.6
"Furniture","12/17/14","Ed Braxton","FUR-CH-10003774","Corporate","Second Class","CA-2014-129938","Chairs","Global Wood Trimmed Manager's Task Chair, Khaki","Philadelphia","12/15/14","EB-13705","Pennsylvania","United States","East",7484,0.3,63.3,1729.71176,1.893,75.2,445.802,19140,-108.2662,25.8,2.31,-171.060596,1.593,9.31,7,-62.794396,1283.90976,15.8
"Furniture","12/24/15","Peter McVee","FUR-TA-10003473","Home Office","Second Class","US-2015-134558","Tables","Bretford Rectangular Conference Table Tops","Dover","12/19/15","PM-19135","New Hampshire","United States","East",7489,0.3,81.3,3170.02364,1.914,86.2,1053.164,3820,-105.3164,33.2,0.64,-129.539172,1.614,4.64,4,-24.222772,2116.85964,15.7
"Technology","10/15/14","Craig Molinari","TEC-PH-10001128","Corporate","Standard Class","CA-2014-103492","Phones","Motorola Droid Maxx","Huntsville","10/10/14","CM-12715","Texas","United States","Central",7546,0.2,108.7,1051.12992,1.458,105.3,719.952,77340,71.9952,68.5,-0.3,66.235584,1.258,5.7,6,-5.759616,331.17792,13.7
"Technology","10/15/14","Craig Molinari","TEC-PH-10004667","Corporate","Standard Class","CA-2014-103492","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","Huntsville","10/10/14","CM-12715","Texas","United States","Central",7547,0.2,60.6,2230.0348,1.086,80,755.944,77340,66.1451,33.9,1.75,109.139415,0.886,8.75,7,42.994315,1474.0908,18.4
"Office Supplies","10/15/14","Craig Molinari","OFF-BI-10004817","Corporate","Standard Class","CA-2014-103492","Binders","GBC Personal VeloBind Strips","Huntsville","10/10/14","CM-12715","Texas","United States","Central",7548,0.8,51.3,42.529,4.088,81.3,11.98,77340,-19.168,28.2,1.15,-37.3776,3.288,6.15,5,-18.2096,30.549,19.6
"Office Supplies","10/15/14","Craig Molinari","OFF-BI-10004140","Corporate","Standard Class","CA-2014-103492","Binders","Avery Non-Stick Binders","Huntsville","10/10/14","CM-12715","Texas","United States","Central",7549,0.8,57.5,2.40664,4.944,102,0.898,77340,-1.5715,37.3,-0.02,-2.73441,4.144,0.98,1,-1.16291,1.50864,16.2
"Office Supplies","11/25/14","Katharine Harms","OFF-BI-10003669","Corporate","Standard Class","CA-2014-140396","Binders","3M Organizer Strips","New York City","11/20/14","KH-16330","New York","United States","East",7553,0.2,82,38.1024,1.486,79.4,12.96,10024,4.536,34,0.78,5.53392,1.286,3.78,3,0.99792,25.1424,13.5
"Office Supplies","12/27/17","Neola Schneider","OFF-ST-10000585","Consumer","First Class","CA-2017-121195","Storage","Economy Rollaway Files","Dallas","12/24/17","NS-18505","Texas","United States","Central",7608,0.2,55.2,557.7152,0.836,95.2,264.32,75220,19.824,47.4,0.1,35.88144,0.636,2.1,2,16.05744,293.3952,23.9
"Office Supplies","12/16/16","Chris McAfee","OFF-BI-10003656","Consumer","Standard Class","CA-2016-144309","Binders","Fellowes PB200 Plastic Comb Binding Machine","Watertown","12/10/16","CM-12235","New York","United States","East",7618,0.2,102,1577.5072,0.988,108.7,679.96,13601,220.987,43.1,-0.4,216.56726,0.788,4.6,5,-4.41974,897.5472,20.2
"Furniture","10/29/17","Jim Mitchum","FUR-TA-10001539","Corporate","First Class","CA-2017-151225","Tables","Chromcraft Rectangular Conference Tables","Los Angeles","10/27/17","JM-15655","California","United States","West",7619,0.2,50,619.91352,1.526,106.4,189.576,90032,9.4788,30.6,-0.06,18.9576,1.326,0.94,1,9.4788,430.33752,13.1
"Technology","10/29/17","Jim Mitchum","TEC-PH-10004100","Corporate","First Class","CA-2017-151225","Phones","Griffin GC17055 Auxiliary Audio Cable","Los Angeles","10/27/17","JM-15655","California","United States","West",7620,0.2,76.9,152.5552,0.916,83.3,71.96,90032,7.196,47.2,1,9.3548,0.716,6,5,2.1588,80.5952,21.8
"Technology","11/29/14","Richard Bierner","TEC-PH-10001580","Consumer","Standard Class","US-2014-144078","Phones","Logitech Mobile Speakerphone P710e -�speaker phone","Los Angeles","11/25/14","RB-19435","California","United States","West",7621,0.2,109.9,1285.0096,1.734,97.1,539.92,90004,47.243,42,0.15,42.99113,1.534,5.15,5,-4.25187,745.0896,11.5
"Furniture","11/29/14","Richard Bierner","FUR-CH-10002335","Consumer","Standard Class","US-2014-144078","Chairs","Hon GuestStacker Chair","Los Angeles","11/25/14","RB-19435","California","United States","West",7622,0.2,60.2,2088.99072,1.386,87.7,725.344,90004,54.4008,34.7,0.56,90.305328,1.186,4.56,4,35.904528,1363.64672,14.4
"Office Supplies","11/23/15","Eudokia Martin","OFF-AP-10002867","Corporate","Second Class","US-2015-159499","Appliances","Fellowes Command Center 5-outlet power strip","Phoenix","11/21/15","EM-14095","Arizona","United States","West",7627,0.2,60.2,843.38688,1.706,69.9,325.632,85023,28.4928,38.6,2.58,47.298048,1.506,8.58,6,18.805248,517.75488,11.7
"Technology","11/23/15","Eudokia Martin","TEC-AC-10002718","Corporate","Second Class","US-2015-159499","Accessories","Belkin Standard 104 key USB Keyboard","Phoenix","11/21/15","EM-14095","Arizona","United States","West",7628,0.2,56.5,41.08544,0.824,90.9,23.344,85023,-1.459,56.8,0.2,-2.58243,0.624,2.2,2,-1.12343,17.74144,24.3
"Office Supplies","11/23/15","Eudokia Martin","OFF-LA-10003121","Corporate","Second Class","US-2015-159499","Labels","Avery 506","Phoenix","11/21/15","EM-14095","Arizona","United States","West",7629,0.2,74.6,56.3332,1.718,81.3,16.52,85023,5.369,29.3,1.15,7.19446,1.518,6.15,5,1.82546,39.8132,11.6
"Furniture","12/31/15","David Bremer","FUR-TA-10004154","Corporate","Standard Class","CA-2015-101889","Tables","Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer","Marion","12/27/15","DB-13120","Ohio","United States","East",7650,0.4,102,3578.1669,3.576,81.3,1548.99,43302,-464.697,43.3,2.07,-455.40306,3.176,11.07,9,9.29394,2029.1769,11.2
"Office Supplies","12/31/15","David Bremer","OFF-EN-10003286","Corporate","Standard Class","CA-2015-101889","Envelopes","Staple envelope","Marion","12/27/15","DB-13120","Ohio","United States","East",7651,0.2,111.1,52.26336,1.558,107.5,19.872,43302,6.7068,38,-0.21,6.03612,1.358,2.79,3,-0.67068,32.39136,12.8
"Furniture","12/18/17","Ben Ferrer","FUR-TA-10003473","Home Office","Standard Class","CA-2017-151799","Tables","Bretford Rectangular Conference Table Tops","Lawrence","12/14/17","BF-11170","Massachusetts","United States","East",7702,0.3,81.3,1521.82198,2.181,105.3,526.582,1841,-52.6582,34.6,-0.1,-64.769586,1.881,1.9,2,-12.111386,995.23998,13.8
"Technology","10/29/14","Evan Henry","TEC-AC-10001553","Consumer","Standard Class","CA-2014-139542","Accessories","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack","Philadelphia","10/25/14","EH-14185","Pennsylvania","United States","East",7709,0.2,111.1,88.89168,1.268,101,40.776,19120,0.5097,45.9,-0.03,0.45873,1.068,2.97,3,-0.05097,48.11568,15.8
"Office Supplies","10/29/14","Evan Henry","OFF-BI-10000309","Consumer","Standard Class","CA-2014-139542","Binders","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black","Philadelphia","10/25/14","EH-14185","Pennsylvania","United States","East",7710,0.7,62.1,39.31326,4.088,106.4,13.698,19120,-9.5886,34.8,-0.18,-15.437646,3.388,2.82,3,-5.849046,25.61526,17.1
"Furniture","10/30/17","Janet Martin","FUR-FU-10001876","Consumer","Second Class","CA-2017-139353","Furnishings","Computer Room Manger, 14""","Fayetteville","10/28/17","JM-15250","North Carolina","United States","South",7712,0.2,66.7,258.80064,1.15,66.7,77.952,28314,15.5904,30.1,1.5,23.3856,0.95,4.5,3,7.7952,180.84864,17.4
"Office Supplies","10/30/17","Janet Martin","OFF-ST-10001522","Consumer","Second Class","CA-2017-139353","Storage","Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h","Fayetteville","10/28/17","JM-15250","North Carolina","United States","South",7713,0.2,64.9,284.06512,1.254,74.6,147.184,28314,-29.4368,51.8,0.68,-45.332672,1.054,2.68,2,-15.895872,136.88112,15.9
"Office Supplies","10/30/17","Janet Martin","OFF-PA-10000300","Consumer","Second Class","CA-2017-139353","Paper","Xerox 1936","Fayetteville","10/28/17","JM-15250","North Carolina","United States","South",7714,0.2,82,55.1448,1.51,78.7,47.952,28314,16.1838,87,0.81,19.744236,1.31,3.81,3,3.560436,7.1928,13.2
"Office Supplies","12/20/17","Alex Grayson","OFF-AR-10001315","Consumer","First Class","CA-2017-108287","Art","Newell 310","Charlotte","12/18/17","AG-10330","North Carolina","United States","South",7738,0.2,91.7,44.85888,1.57,100,12.672,28205,1.4256,28.2,0,1.553904,1.37,9,9,0.128304,32.18688,12.7
"Technology","12/23/15","Eileen Kiefer","TEC-AC-10004761","Home Office","Standard Class","CA-2015-109113","Accessories","Maxell 4.7GB DVD+RW 3/Pack","Chicago","12/19/15","EK-13795","Illinois","United States","Central",7747,0.2,53.2,80.03232,1.726,101,25.488,60610,4.779,31.8,-0.02,8.98452,1.526,1.98,2,4.20552,54.54432,11.6
"Office Supplies","12/23/15","Adam Hart","OFF-AR-10001919","Corporate","Second Class","CA-2015-161795","Art","OIC #2 Pencils, Medium Soft","Columbus","12/21/15","AH-10075","Ohio","United States","East",7755,0.2,51,8.78336,1.172,72.5,3.008,43229,0.3384,34.2,0.76,0.663264,0.972,2.76,2,0.324864,5.77536,17.1
"Office Supplies","11/21/17","Clytie Kelty","OFF-PA-10002558","Consumer","Standard Class","CA-2017-100902","Paper","Xerox 1938","Charlotte","11/17/17","CK-12595","North Carolina","United States","South",7756,0.2,53.5,635.7288,1.41,98,268.24,28205,93.884,42.2,0.14,175.56308,1.21,7.14,7,81.67908,367.4888,14.2
"Technology","11/21/17","Clytie Kelty","TEC-AC-10003174","Consumer","Standard Class","CA-2017-100902","Accessories","Plantronics S12 Corded Telephone Headset System","Charlotte","11/17/17","CK-12595","North Carolina","United States","South",7757,0.2,50.5,732.972,1.346,94.3,431.16,28205,107.79,58.8,0.3,213.4242,1.146,5.3,5,105.6342,301.812,14.9
"Office Supplies","10/28/16","Jennifer Patt","OFF-PA-10003072","Corporate","Standard Class","CA-2016-158925","Paper","Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream","Houston","10/24/16","JP-15460","Texas","United States","Central",7760,0.2,54.1,52.8768,0.864,74.6,15.552,77041,5.4432,29.4,1.02,10.06992,0.664,4.02,3,4.62672,37.3248,23.1
"Office Supplies","11/17/17","Larry Blacks","OFF-PA-10003651","Consumer","Standard Class","CA-2017-154088","Paper","Xerox 1968","Tallahassee","11/12/17","LB-16735","Florida","United States","South",7769,0.2,68.5,52.6384,1.418,68.5,26.72,32303,9.352,50.8,2.3,13.65392,1.218,7.3,5,4.30192,25.9184,14.1
"Office Supplies","12/31/14","Cynthia Delaney","OFF-BI-10002353","Home Office","Standard Class","CA-2014-166961","Binders","GBC VeloBind Cover Sets","Moreno Valley","12/27/14","CD-12790","California","United States","West",7779,0.2,62.5,110.05632,1.002,111.1,37.056,92553,13.896,33.7,-0.3,22.2336,0.802,2.7,3,8.3376,73.00032,20
"Office Supplies","12/24/16","Barry Pond","OFF-BI-10002012","Corporate","Standard Class","CA-2016-108364","Binders","Wilson Jones Easy Flow II Sheet Lifters","Chicago","12/19/16","BP-11050","Illinois","United States","Central",7792,0.8,53.2,4.464,4.176,70.4,1.8,60623,-2.88,40.3,2.1,-5.4144,3.376,7.1,5,-2.5344,2.664,19.2
"Technology","10/15/17","Sung Pak","TEC-AC-10001383","Corporate","First Class","CA-2017-169362","Accessories","Logitech Wireless Touch Keyboard K400","Dallas","10/12/17","SP-20860","Texas","United States","Central",7793,0.2,86.2,59.976,1.14,94.3,39.984,75217,-1.4994,66.7,0.12,-1.739304,0.94,2.12,2,-0.239904,19.992,17.5
"Office Supplies","10/26/16","Dennis Pardue","OFF-BI-10001120","Home Office","Second Class","CA-2016-138478","Binders","Ibico EPK-21 Electric Binding System","North Las Vegas","10/21/16","DP-13390","Nevada","United States","West",7819,0.2,54.1,10160.58624,1.724,67.1,4535.976,89031,1644.2913,44.6,1.47,3041.938905,1.524,4.47,3,1397.647605,5624.61024,11.6
"Office Supplies","10/24/16","Giulietta Weimer","OFF-ST-10004950","Consumer","Second Class","CA-2016-169334","Storage","Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost","Jackson","10/21/16","GW-14605","Tennessee","United States","South",7822,0.2,99,394.20216,1.676,90.9,111.672,38301,6.9795,28.3,0.9,7.049295,1.476,9.9,9,0.069795,282.53016,11.9
"Office Supplies","10/22/15","Lindsay Shagiari","OFF-EN-10001415","Home Office","Standard Class","US-2015-118766","Envelopes","Staple envelope","Dallas","10/15/15","LS-16975","Texas","United States","Central",7906,0.2,60.2,15.89184,0.972,102,4.464,75217,1.674,28.1,-0.02,2.77884,0.772,0.98,1,1.10484,11.42784,20.6
"Office Supplies","10/22/15","Lindsay Shagiari","OFF-BI-10002813","Home Office","Standard Class","US-2015-118766","Binders","Avery Reinforcements for Hole-Punch Pages","Dallas","10/15/15","LS-16975","Texas","United States","Central",7907,0.8,57.8,10.494,5.04,67.1,3.96,75217,-6.93,37.7,4.9,-11.9889,4.24,14.9,10,-5.0589,6.534,15.9
"Furniture","11/24/15","Phillina Ober","FUR-CH-10002880","Home Office","Standard Class","CA-2015-110891","Chairs","Global High-Back Leather Tilter, Burgundy","Philadelphia","11/20/15","PO-19195","Pennsylvania","United States","East",7917,0.3,111.1,1277.62012,2.373,97.1,344.372,19140,-93.4724,27,0.12,-84.12516,2.073,4.12,4,9.34724,933.24812,12.6
