"Opportunity.Competitor_EDD_c__c","Origin","LastModifiedDate","Account.Type","AccountId","Account.Owner.Role.RolePath","Account.Owner.UniqueUserName","Account.Owner.Role.Roles","CurrentDate","Status","Opportunity.Predicted_Close_Date__c","Account.Owner.UserManager.UniqueUserName","IsEscalated","CreatedDate","Account.OwnerId","Id","Account.ShippingState","Opportunity.EDD_CreatedDate__c","Account.Owner.UserManagerNames","Account.Owner.Role.Name","Account.Owner.UserManager.Name","ContactId","IsClosed","Account.Industry","Opportunity.DemoShow__c","OwnerId","Account.Parent.ParentAccount.ShippingState","CaseNumber","Account.AccountSource","Account.Owner.Role.ParentRoleId","Account.Parent.ParentAccount.BillingState","Account.Parent.ParentAccount.OwnerId","Opportunity.Discount_Approved__c","Account.BillingState","Account.Parent.ParentAccount.Name","Account.Owner.Name","Opportunity.EDD_Leading_Causes__c","Subject","Opportunity.EDD_Prescription__c","Type","Account.Parent.AccountParents","Account.Name","ClosedDate","DurationCalculatedField","Account.AnnualRevenue","Account.NumberOfEmployees","Opportunity.EDD_Outcome__c","Opportunity.Amount","Opportunity.EDD_Age__c","Opportunity.Close_Date_Difference__c"
"","Community","2020-07-01T08:04:30.000Z","Corporate","001B000000WJEBZIA5","","Alyssa Williams","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-05-10T08:00:00.000Z","005B0000003CnfXIAS","500B0000002pJc6IAE","","","Alyssa Williams","Central Sales","","003B0000008xfidIAA",True,"Environmental","","005B0000003CnfXIAS","",10533,"Website","00EB0000000azELMAY","SD","005B0000003CnfXIAS","","SD","Luiginos Inc","Alyssa Williams","","Can't understand installation instructions","","Product Support","001B000000WJEBZIA5","Luiginos Inc","2019-05-12T08:00:00.000Z",2.0,5737000,3956,0,0,0,0
"","Facebook","2020-07-01T08:04:30.000Z","Corporate","001B000000WJEBZIA5","","Alyssa Williams","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-04-18T07:00:00.000Z","005B0000003CnfXIAS","500B0000002pJc7IAE","","","Alyssa Williams","Central Sales","","003B0000008xfidIAA",True,"Environmental","","005B0000003CnfXIAS","",10534,"Website","00EB0000000azELMAY","SD","005B0000003CnfXIAS","","SD","Luiginos Inc","Alyssa Williams","","Items missing from shipment.","","General","001B000000WJEBZIA5","Luiginos Inc","2019-04-26T08:00:00.000Z",8.04,5737000,3956,0,0,0,0
"","Twitter","2020-07-01T08:04:30.000Z","Corporate","001B000000WJEBZIA5","","Alyssa Williams","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-04-22T07:00:00.000Z","005B0000003CnfXIAS","500B0000002pJc8IAE","","","Alyssa Williams","Central Sales","","003B0000008xfidIAA",True,"Environmental","","005B0000003CnfXIAS","",10535,"Website","00EB0000000azELMAY","SD","005B0000003CnfXIAS","","SD","Luiginos Inc","Alyssa Williams","","Where can I purchase your products?","","General","001B000000WJEBZIA5","Luiginos Inc","2019-04-25T08:00:00.000Z",3.04,5737000,3956,0,0,0,0
"","Website","2020-07-01T08:04:30.000Z","Corporate","001B000000WJEBZIA5","","Alyssa Williams","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-06-10T08:00:00.000Z","005B0000003CnfXIAS","500B0000002pJc9IAE","","","Alyssa Williams","Central Sales","","003B0000008xfidIAA",True,"Environmental","","005B0000003CnfXIAS","",10536,"Website","00EB0000000azELMAY","SD","005B0000003CnfXIAS","","SD","Luiginos Inc","Alyssa Williams","","Shipping container appears damaged","","Technical Issue","001B000000WJEBZIA5","Luiginos Inc","2019-06-19T08:00:00.000Z",9.0,5737000,3956,0,0,0,0
"","Phone","2020-07-01T08:04:32.000Z","Corporate","001B000000WJEBZIA5","","Alyssa Williams","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-06-02T08:00:00.000Z","005B0000003CnfXIAS","500B0000002pJcCIAU","","","Alyssa Williams","Central Sales","","003B0000008xfidIAA",True,"Environmental","","005B0000003CnfXIAS","",10539,"Website","00EB0000000azELMAY","SD","005B0000003CnfXIAS","","SD","Luiginos Inc","Alyssa Williams","","I have a question about my order.","","Product Support","001B000000WJEBZIA5","Luiginos Inc","2019-06-11T08:00:00.000Z",9.0,5737000,3956,0,0,0,0
"","Chat","2020-07-01T08:04:32.000Z","Corporate","001B000000WJEBZIA5","","Alyssa Williams","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-07-02T08:00:00.000Z","005B0000003CnfXIAS","500B0000002pJcFIAU","","","Alyssa Williams","Central Sales","","003B0000008xfidIAA",True,"Environmental","","005B0000003CnfXIAS","",10542,"Website","00EB0000000azELMAY","SD","005B0000003CnfXIAS","","SD","Luiginos Inc","Alyssa Williams","","How is my password stored?","","Technical Issue","001B000000WJEBZIA5","Luiginos Inc","2019-07-11T08:00:00.000Z",9.0,5737000,3956,0,0,0,0
"","LinkedIn","2020-07-01T08:04:32.000Z","Corporate","001B000000SS4tmIAD","","Megan Kaufman","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-11-03T07:00:00.000Z","005B0000003CnfRIAS","500B0000002pJcHIAU","","","Megan Kaufman","West Sales","","003B0000007vDVdIAM",True,"Banking","","005B0000003CnfRIAS","",10544,"Community","00EB0000000azEIMAY","WA","005B0000003CnfRIAS","","WA","Janney Montgomery Scott.","Megan Kaufman","","Where do I submit a product suggestion?","","Technical Issue","001B000000SS4tmIAD","Janney Montgomery Scott.","2019-11-10T07:00:00.000Z",7.0,6545000,2531,0,0,0,0
"","Google","2020-07-01T08:04:32.000Z","Corporate","001B000000WJEBaIAP","","Alyssa Williams","","2020-07-13T20:29:06.055Z","Closed","2018-11-11","",False,"2019-05-06T08:00:00.000Z","005B0000003CnfXIAS","500B0000002pJcIIAU","","","Alyssa Williams","Central Sales","","003B0000008xfieIAA",True,"Government",True,"005B0000003CnfXIAS","",10545,"Data.com","00EB0000000azELMAY","KS","005B0000003CnfXIAS","","KS","The Heestand Company","Alyssa Williams","+14.534 because Lead Source is Reseller and Region is Midwest
+7.990 because Sales Stage Count is 1 to 2 and Lead Source is Reseller
+6.449 because Amount is 10534 to 19997 and Product Name is Exterior Accessories
-1.152 because of other factors
from the ","Was our last payment correct?","-7.165 if you change Executive Meeting to true
-6.244 if you change Interactive Demo to true","Product Support","001B000000WJEBaIAP","The Heestand Company","2019-05-10T08:00:00.000Z",4.0,7606000,2429,97,16000,0,-92
"","Community","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-11-15T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcKIAU","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10547,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Setup Instructions are missing","","Product Support","001B000000SS46HIAT","TAL Tours","2019-11-18T07:00:00.000Z",3.0,6535000,2996,0,0,0,0
"","Q&A","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-10-17T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcLIAU","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10548,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Product setup issues","","Technical Issue","001B000000SS46HIAT","TAL Tours","2019-10-20T07:00:00.000Z",3.0,6535000,2996,0,0,0,0
"","Community","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-11-10T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcMIAU","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10549,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Billing address change","","Technical Issue","001B000000SS46HIAT","TAL Tours","2019-11-18T07:00:00.000Z",8.0,6535000,2996,0,0,0,0
"","Website","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-08-30T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcNIAU","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10550,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Can I use your app on my phone?","","General","001B000000SS46HIAT","TAL Tours","2019-08-31T07:00:00.000Z",1.0,6535000,2996,0,0,0,0
"","LinkedIn","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-11-03T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcOIAU","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10551,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Is my personal information safe?","","Product Support","001B000000SS46HIAT","TAL Tours","2019-11-10T07:00:00.000Z",7.0,6535000,2996,0,0,0,0
"","Community","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-10-19T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcPIAU","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10552,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Can you help me get set up?","","Technical Issue","001B000000SS46HIAT","TAL Tours","2019-10-24T07:00:00.000Z",5.0,6535000,2996,0,0,0,0
"","Community","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-08-24T08:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcQIAU","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10553,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","I have a product suggestion.","","Account Support","001B000000SS46HIAT","TAL Tours","2019-09-02T07:00:00.000Z",8.96,6535000,2996,0,0,0,0
"","Website","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-11-03T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcRIAU","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10554,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Please send shipping confirmation.","","Technical Issue","001B000000SS46HIAT","TAL Tours","2019-11-09T07:00:00.000Z",6.0,6535000,2996,0,0,0,0
"","Twitter","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-08-29T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcSIAU","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10555,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","What are your support hours?","","Technical Issue","001B000000SS46HIAT","TAL Tours","2019-08-31T07:00:00.000Z",2.0,6535000,2996,0,0,0,0
"","Google","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-10-17T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcTIAU","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10556,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Items missing from shipment.","","Technical Issue","001B000000SS46HIAT","TAL Tours","2019-10-20T07:00:00.000Z",3.0,6535000,2996,0,0,0,0
"","Chat","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-08-27T08:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcVIAU","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10558,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Can I use your app on my phone?","","Product Support","001B000000SS46HIAT","TAL Tours","2019-08-31T07:00:00.000Z",3.96,6535000,2996,0,0,0,0
"","Chat","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-11-20T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcWIAU","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10559,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Incorrect bill","","Account Support","001B000000SS46HIAT","TAL Tours","2019-11-26T07:00:00.000Z",6.0,6535000,2996,0,0,0,0
"","LinkedIn","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-10-20T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcXIAU","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10560,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Need additional product information","","Product Support","001B000000SS46HIAT","TAL Tours","2019-10-27T07:00:00.000Z",7.0,6535000,2996,0,0,0,0
"","Phone","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-09-21T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcYIAU","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10561,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","How do I sign up for your email newsletter?","","Account Support","001B000000SS46HIAT","TAL Tours","2019-09-23T07:00:00.000Z",2.0,6535000,2996,0,0,0,0
"","Website","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-10-19T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcaIAE","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10563,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","How is my password stored?","","General","001B000000SS46HIAT","TAL Tours","2019-10-25T07:00:00.000Z",6.0,6535000,2996,0,0,0,0
"","Twitter","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-10-16T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcdIAE","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10566,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","What's included in your service contract?","","Account Support","001B000000SS46HIAT","TAL Tours","2019-10-16T07:00:00.000Z",0.0,6535000,2996,0,0,0,0
"","Email","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-09-25T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJceIAE","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10567,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","I can't understand the installation instructions","","Product Support","001B000000SS46HIAT","TAL Tours","2019-09-30T07:00:00.000Z",5.0,6535000,2996,0,0,0,0
"","Mobile Device","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-09-14T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcfIAE","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10568,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","What’s the product warranty policy?","","Technical Issue","001B000000SS46HIAT","TAL Tours","2019-09-22T07:00:00.000Z",8.0,6535000,2996,0,0,0,0
"","Facebook","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-08-24T08:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcgIAE","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10569,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Question about my last billing statement","","General","001B000000SS46HIAT","TAL Tours","2019-08-27T08:00:00.000Z",3.0,6535000,2996,0,0,0,0
"","Email","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-09-10T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJchIAE","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10570,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Question about my invoice","","Account Support","001B000000SS46HIAT","TAL Tours","2019-09-16T07:00:00.000Z",6.0,6535000,2996,0,0,0,0
"","Chat","2020-07-01T08:04:32.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-09-06T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJckIAE","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10573,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Assembly instruction help","","Product Support","001B000000SS46HIAT","TAL Tours","2019-09-07T07:00:00.000Z",1.0,6535000,2996,0,0,0,0
"","Twitter","2020-07-01T08:04:25.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-10-25T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJclIAE","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10574,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Please send shipping confirmation.","","General","001B000000SS46HIAT","TAL Tours","2019-10-30T07:00:00.000Z",5.0,6535000,2996,0,0,0,0
"","Q&A","2020-07-01T08:04:25.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-09-02T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcnIAE","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10576,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","How do I become a partner?","","Product Support","001B000000SS46HIAT","TAL Tours","2019-09-10T07:00:00.000Z",8.0,6535000,2996,0,0,0,0
"","Phone","2020-07-01T08:04:25.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-11-05T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcqIAE","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10579,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Question about my invoice","","Product Support","001B000000SS46HIAT","TAL Tours","2019-11-09T07:00:00.000Z",4.0,6535000,2996,0,0,0,0
"","LinkedIn","2020-07-01T08:04:25.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-10-10T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcrIAE","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10580,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Incorrect bill","","Technical Issue","001B000000SS46HIAT","TAL Tours","2019-10-19T07:00:00.000Z",9.0,6535000,2996,0,0,0,0
"","Website","2020-07-01T08:04:25.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Attention","","",False,"2019-10-09T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcsIAE","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",False,"Education","","005B0000003CnfQIAS","",10581,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","How do I diagnose this product issue?","","Technical Issue","001B000000SS46HIAT","TAL Tours","2019-02-15T07:00:00.000Z",278.56,6535000,2996,0,0,0,0
"","Mobile Device","2020-07-01T08:04:25.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-11-18T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJctIAE","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10582,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Customer called to make a payment","","Account Support","001B000000SS46HIAT","TAL Tours","2019-11-18T07:00:00.000Z",0.0,6535000,2996,0,0,0,0
"","Chat","2020-07-01T08:04:25.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-09-16T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcuIAE","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10583,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","I have a question about my order.","","Technical Issue","001B000000SS46HIAT","TAL Tours","2019-09-22T07:00:00.000Z",6.0,6535000,2996,0,0,0,0
"","LinkedIn","2020-07-01T08:04:25.000Z","Corporate","001B000000SS46HIAT","","Jordan Wolf","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-08-30T07:00:00.000Z","005B0000003CnfQIAS","500B0000002pJcwIAE","","","Jordan Wolf","West Sales","","003B0000007vCnCIAU",True,"Education","","005B0000003CnfQIAS","",10585,"Referral","00EB0000000azEIMAY","AK","005B0000003CnfQIAS","","AK","TAL Tours","Jordan Wolf","","Where can I download your mobile app?","","Technical Issue","001B000000SS46HIAT","TAL Tours","2019-09-03T07:00:00.000Z",4.0,6535000,2996,0,0,0,0
"","Chat","2020-07-01T08:04:25.000Z","Corporate","001B000000bwMaXIAU","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-05-24T08:00:00.000Z","005B0000003CnfgIAC","500B0000002pJcyIAE","","","Amy Shaw","Central Sales","","003B000000A9tAXIAZ",True,"Energy","","005B0000003CnfgIAC","",10587,"Partner","00EB0000000azELMAY","IN","005B0000003CnfgIAC","","IN","Netfarm","Amy Shaw","","Customer called to make a payment","","Product Support","001B000000bwMaXIAU","Netfarm","2019-05-27T08:00:00.000Z",3.0,7681000,4380,0,0,0,0
"","Instagram","2020-07-01T08:04:25.000Z","Corporate","001B000000bwMaXIAU","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-05-21T08:00:00.000Z","005B0000003CnfgIAC","500B0000002pJczIAE","","","Amy Shaw","Central Sales","","003B000000A9tAXIAZ",True,"Energy","","005B0000003CnfgIAC","",10588,"Partner","00EB0000000azELMAY","IN","005B0000003CnfgIAC","","IN","Netfarm","Amy Shaw","","What are your support hours?","","Technical Issue","001B000000bwMaXIAU","Netfarm","2019-05-22T08:00:00.000Z",1.0,7681000,4380,0,0,0,0
"","LinkedIn","2020-07-01T08:04:25.000Z","Corporate","001B000000bwMaXIAU","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-06-24T08:00:00.000Z","005B0000003CnfgIAC","500B0000002pJd0IAE","","","Amy Shaw","Central Sales","","003B000000A9tAXIAZ",True,"Energy","","005B0000003CnfgIAC","",10589,"Partner","00EB0000000azELMAY","IN","005B0000003CnfgIAC","","IN","Netfarm","Amy Shaw","","How do I get started with your service?","","Technical Issue","001B000000bwMaXIAU","Netfarm","2019-06-26T08:00:00.000Z",2.0,7681000,4380,0,0,0,0
"","Phone","2020-07-01T08:04:25.000Z","Corporate","001B000000bwMaXIAU","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-06-28T08:00:00.000Z","005B0000003CnfgIAC","500B0000002pJd1IAE","","","Amy Shaw","Central Sales","","003B000000A9tAXIAZ",True,"Energy","","005B0000003CnfgIAC","",10590,"Partner","00EB0000000azELMAY","IN","005B0000003CnfgIAC","","IN","Netfarm","Amy Shaw","","Question about taxes on my order.","","Account Support","001B000000bwMaXIAU","Netfarm","2019-07-01T08:00:00.000Z",3.0,7681000,4380,0,0,0,0
"","Twitter","2020-07-01T08:04:25.000Z","Corporate","001B000000bwMaXIAU","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-07-26T08:00:00.000Z","005B0000003CnfgIAC","500B0000002pJd2IAE","","","Amy Shaw","Central Sales","","003B000000A9tAXIAZ",True,"Energy","","005B0000003CnfgIAC","",10591,"Partner","00EB0000000azELMAY","IN","005B0000003CnfgIAC","","IN","Netfarm","Amy Shaw","","Question about taxes on my order.","","Product Support","001B000000bwMaXIAU","Netfarm","2019-07-29T08:00:00.000Z",3.0,7681000,4380,0,0,0,0
"","Twitter","2020-07-01T08:04:25.000Z","Corporate","001B000000bwMaXIAU","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-05-25T08:00:00.000Z","005B0000003CnfgIAC","500B0000002pJd3IAE","","","Amy Shaw","Central Sales","","003B000000A9tAXIAZ",True,"Energy","","005B0000003CnfgIAC","",10592,"Partner","00EB0000000azELMAY","IN","005B0000003CnfgIAC","","IN","Netfarm","Amy Shaw","","Need additional product information","","Technical Issue","001B000000bwMaXIAU","Netfarm","2019-05-29T08:00:00.000Z",4.0,7681000,4380,0,0,0,0
