"Wellness_Priority__c","NOCONVERT","Created_Date__c","Gender__c","isParent__c","Sponsors__c","Name","Lead_Status__c","Sponsor_Level__c","State__c","Age__c","Target_Weight_Difference__c","Target_Weight__c","Weight__c"
"Maintain Health",,"2016-08-11T05:49:51.552+00:00","F","No","Stephanie Curran","Dr. Elbert Schuster","Customer","Active Supervisor","Texas",30,30,176,206
"Maintain Health",,"2017-04-06T13:16:04.023+00:00","F","Yes","Lisa Jones","Jennings Walter","Lead","Active Supervisor","Rhode Island",56,42,174,216
"Maintain Health",,"2015-12-11T18:37:34.696+00:00","F","Yes","Jamie Wu","Gene Prohaska","Lead","Active Supervisor","North Dakota",53,66,219,285
"Maintain Health",,"2016-11-29T13:13:50.212+00:00","M","No","Tim Carter","Velma Hartmann","Lead","Active Supervisor","Wyoming",47,143,184,327
"Maintain Health",,"2016-03-12T19:09:19.799+00:00","F","Yes","Sherrie Hernandez","Matteo Becker V","Customer","Active Supervisor","Montana",27,120,224,344
"Maintain Health",,"2016-03-02T05:31:46.550+00:00","M","No","Mark Metz","Terrill Senger","Customer","Active Supervisor","New York",51,-24,208,184
"Maintain Health",,"2016-04-07T18:20:39.866+00:00","F","No","James Chan","Jeanie Powlowski","Customer","Active Supervisor","Missouri",39,7,210,217
"Maintain Health",,"2017-01-19T12:34:13.659+00:00","M","Yes","Lauren Boyle","Meghan Pfannerstill","Customer","Active Supervisor","Colorado",41,21,219,240
"Maintain Health",,"2017-02-26T18:16:36.305+00:00","F","Yes","Mary Johnson","Jeremie Johns DDS","Customer","Active Supervisor","Maine",30,40,212,252
"Maintain Health",,"2016-03-19T09:23:52.466+00:00","M","No","Jamie Wu","Keaton Roob","Lead","Active Supervisor","South Dakota",49,81,188,269
"Maintain Health",,"2017-08-23T15:01:23.465+00:00","F","Yes","John Smith","Jayce O'Connell","Customer","Active Supervisor","Wisconsin",25,78,193,271
"Maintain Health",,"2015-09-14T19:55:01.379+00:00","F","Yes","John Smith","Winston Osinski","Customer","Active Supervisor","Connecticut",57,182,166,348
"Maintain Health",,"2017-01-17T13:23:46.595+00:00","M","No","Stephanie Curran","Kaleigh Hand","Lead","Active Supervisor","Kansas",31,129,176,305
"Maintain Health",,"2016-07-01T00:54:16.829+00:00","F","Yes","James Chan","Jane Leuschke","Lead","Active Supervisor","Alaska",44,20,213,233
"Maintain Health",,"2016-12-03T07:45:17.632+00:00","M","Yes","Tim Carter","Mrs. Justen Pagac","Customer","Active Supervisor","Oklahoma",24,-11,210,199
"Maintain Health",,"2017-01-26T01:42:13.326+00:00","F","No","Sherrie Hernandez","Sydni Rutherford","Customer","Active Supervisor","Washington",56,69,198,267
"Maintain Health",,"2017-05-03T13:55:45.672+00:00","M","No","Jim Albose","Trace Reilly","Lead","Active Supervisor","Arizona",59,73,186,259
"Maintain Health",,"2016-01-29T15:23:51.561+00:00","F","Yes","Mary Johnson","Erling Bernhard","Lead","Active Supervisor","Indiana",24,33,182,215
"Maintain Health",,"2015-12-26T18:50:57.241+00:00","M","No","Lisa Jones","Margaret Moen","Lead","Active Supervisor","Michigan",33,71,211,282
"Maintain Health",,"2017-02-08T08:54:52.085+00:00","F","No","James Chan","Lea Schulist","Lead","Active Supervisor","Texas",46,117,185,302
"Maintain Health",,"2016-03-23T14:45:24.208+00:00","F","No","Jim Albose","Alize Ernser","Lead","Active Supervisor","Louisiana",35,122,181,303
"Maintain Health",,"2016-08-06T08:30:36.786+00:00","F","No","Tim Carter","Dwight Rodriguez","Customer","Active Supervisor","Michigan",25,78,210,288
"Maintain Health",,"2016-05-21T16:16:18.132+00:00","M","No","Dawn Distributor","Precious Hessel","Customer","Active Supervisor","North Carolina",54,143,198,341
"Maintain Health",,"2016-09-13T13:01:25.519+00:00","F","Yes","Dawn Distributor","Nakia Rutherford DVM","Lead","Active Supervisor","Washington",45,23,199,222
"Maintain Health",,"2017-03-29T04:01:42.769+00:00","M","Yes","John Smith","Alysha Pollich","Customer","Active Supervisor","Florida",25,44,179,223
"Maintain Health",,"2016-07-06T15:17:03.423+00:00","F","Yes","James Chan","Alene Stroman","Customer","Active Supervisor","Colorado",38,102,202,304
"Maintain Health",,"2016-09-01T18:45:50.377+00:00","F","Yes","Anne Frost","Victoria Denesik","Customer","Active Supervisor","Nebraska",38,47,166,213
"Maintain Health",,"2015-12-10T11:30:20.408+00:00","M","No","Dawn Distributor","Manuel West","Customer","Active Supervisor","California",43,34,217,251
"Maintain Health",,"2015-12-31T23:30:29.994+00:00","F","No","Jim Albose","Pansy Padberg","Lead","Active Supervisor","Illinois",38,57,185,242
"Maintain Health",,"2017-03-30T09:51:50.413+00:00","F","No","Dawn Distributor","Dejon Stokes","Customer","Active Supervisor","Utah",55,98,221,319
"Maintain Health",,"2015-10-16T14:19:35.995+00:00","M","No","Mark Metz","Verdie Reilly","Lead","Active Supervisor","Hawaii",18,8,205,213
"Maintain Health",,"2016-03-21T13:06:51.976+00:00","M","No","Stephanie Curran","Miss Earl Mante","Lead","Active Supervisor","Georgia",48,53,194,247
"Maintain Health",,"2016-11-03T04:39:48.063+00:00","F","No","Stephanie Curran","Laila Halvorson","Lead","Active Supervisor","Illinois",34,93,162,255
"Maintain Health",,"2017-08-21T19:13:29.847+00:00","F","Yes","Mark Metz","Albin Lemke","Lead","Active Supervisor","West Virginia",29,87,164,251
"Maintain Health",,"2017-06-14T21:43:06.893+00:00","F","No","Stephanie Curran","Seamus Armstrong Jr.","Customer","Active Supervisor","Illinois",35,46,223,269
"Maintain Health",,"2016-11-21T07:35:06.899+00:00","F","No","Anne Frost","Sammie Gaylord","Customer","Active Supervisor","Illinois",36,144,164,308
"Maintain Health",,"2015-11-26T07:41:32.433+00:00","M","Yes","Tim Carter","Nico Anderson","Lead","Active Supervisor","Hawaii",49,62,222,284
"Maintain Health",,"2017-08-02T22:07:38.995+00:00","F","Yes","Lauren Boyle","Madilyn Strosin","Lead","Active Supervisor","Iowa",44,67,188,255
"Maintain Health",,"2017-02-23T03:22:21.509+00:00","M","Yes","Jim Albose","Nathaniel Kuhn IV","Customer","Active Supervisor","Nevada",46,42,224,266
"Maintain Health",,"2017-03-07T22:08:01.163+00:00","M","No","Dawn Distributor","Geraldine Hayes","Customer","Active Supervisor","Nebraska",34,-4,208,204
"Maintain Health",,"2016-08-24T16:28:59.441+00:00","F","Yes","Jamie Wu","Kelly Hills MD","Lead","Active Supervisor","Texas",53,117,150,267
"Maintain Health",,"2017-03-06T00:46:35.226+00:00","F","Yes","Lauren Boyle","Carolyn Lowe","Customer","Active Supervisor","Mississippi",38,0,207,207
"Maintain Health",,"2016-04-28T22:16:08.668+00:00","M","Yes","Lisa Jones","Nelda Deckow","Customer","Active Supervisor","Florida",43,67,197,264
"Maintain Health",,"2017-07-22T10:34:40.085+00:00","F","Yes","Tim Carter","Sienna Dickens PhD","Customer","Active Supervisor","Wyoming",18,99,189,288
"Maintain Health",,"2015-12-18T23:08:23.713+00:00","F","No","Anne Frost","Tod Hagenes Jr.","Customer","Active Supervisor","Oklahoma",62,149,178,327
"Maintain Health",,"2017-04-15T05:36:50.962+00:00","M","No","Sherrie Hernandez","Zetta Hand","Lead","Active Supervisor","Ohio",23,141,189,330
"Maintain Health",,"2016-11-21T08:44:39.972+00:00","F","No","Tim Carter","Monica Emmerich","Customer","Active Supervisor","Georgia",40,87,217,304
"Maintain Health",,"2016-10-03T23:05:22.949+00:00","F","Yes","Sherrie Hernandez","Mrs. Kathryne Gulgowski","Lead","Active Supervisor","Tennessee",47,82,187,269
"Maintain Health",,"2015-12-28T06:16:44.722+00:00","F","No","Lisa Jones","Nasir Krajcik","Customer","Active Supervisor","Alaska",58,73,220,293
"Maintain Health",,"2016-03-14T15:06:21.574+00:00","M","Yes","Stephanie Curran","Jarrett Hirthe","Lead","Active Supervisor","South Carolina",28,-20,210,190
"Maintain Health",,"2016-08-19T12:23:22.981+00:00","F","Yes","Mark Metz","Barrett Wiegand I","Customer","Active Supervisor","Idaho",31,129,198,327
"Maintain Health",,"2017-03-10T00:14:06.820+00:00","F","Yes","James Chan","Lindsay Rosenbaum","Customer","Active Supervisor","Maryland",51,42,221,263
"Maintain Health",,"2017-05-14T16:17:25.018+00:00","F","No","John Smith","Kyleigh Greenholt","Customer","Active Supervisor","New York",28,25,180,205
"Maintain Health",,"2015-10-15T12:32:56.008+00:00","M","Yes","Jim Albose","Christop Stehr","Customer","Active Supervisor","Alaska",33,0,221,221
"Maintain Health",,"2017-04-30T11:46:45.362+00:00","F","Yes","James Chan","Neva Williamson","Customer","Active Supervisor","South Carolina",44,-19,214,195
"Maintain Health",,"2016-10-05T05:39:11.425+00:00","M","Yes","Jim Albose","Alisa Schuster MD","Lead","Active Supervisor","New Hampshire",36,71,181,252
"Maintain Health",,"2015-10-04T22:01:00.717+00:00","F","Yes","Sherrie Hernandez","Ronny Fisher","Customer","Active Supervisor","Florida",52,38,171,209
"Maintain Health",,"2016-11-29T21:06:47.158+00:00","F","No","Anne Frost","Baylee Jacobson","Lead","Active Supervisor","Oklahoma",19,113,201,314
"Maintain Health",,"2017-05-22T08:49:01.108+00:00","F","Yes","Stephanie Curran","Jade Goodwin","Customer","Active Supervisor","Idaho",58,104,212,316
"Maintain Health",,"2017-07-03T10:11:16.449+00:00","M","No","Stephanie Curran","Dr. Loma Johnson","Customer","Active Supervisor","Illinois",52,20,221,241
"Maintain Health",,"2017-06-02T05:59:59.675+00:00","M","No","Anne Frost","Ms. Alexandro Fadel","Customer","Active Supervisor","Maryland",50,-1,216,215
"Maintain Health",,"2017-07-08T07:16:15.376+00:00","F","Yes","Anne Frost","Larry White","Customer","Active Supervisor","Kansas",27,131,211,342
"Maintain Health",,"2016-03-12T01:46:03.929+00:00","M","No","Tim Carter","Wilhelmine Haag","Customer","Active Supervisor","Massachusetts",61,91,189,280
"Maintain Health",,"2016-03-22T14:05:37.662+00:00","F","Yes","Anne Frost","Ms. Haylee Aufderhar","Customer","Active Supervisor","Rhode Island",62,-35,221,186
"Maintain Health",,"2016-06-22T23:24:33.002+00:00","F","Yes","Mary Johnson","Dayana Douglas V","Customer","Active Supervisor","Michigan",37,49,184,233
"Maintain Health",,"2017-08-20T10:37:45.953+00:00","M","Yes","Jamie Wu","Marc Renner","Lead","Active Supervisor","South Dakota",42,33,172,205
"Maintain Health",,"2015-12-19T04:29:25.976+00:00","F","Yes","Jim Albose","Ethelyn Kovacek DVM","Customer","Active Supervisor","Arizona",28,159,183,342
"Maintain Health",,"2017-06-18T05:14:44.515+00:00","M","Yes","John Smith","Jules Wolf MD","Customer","Active Supervisor","New Jersey",62,128,160,288
"Maintain Health",,"2016-11-17T01:13:57.600+00:00","F","Yes","James Chan","Allene Beahan","Lead","Active Supervisor","Idaho",35,-27,209,182
"Maintain Health",,"2017-07-27T19:46:09.180+00:00","F","Yes","Mary Johnson","Kenneth Kautzer","Customer","Active Supervisor","Louisiana",38,-11,224,213
"Maintain Health",,"2017-04-30T01:42:38.952+00:00","F","No","Jamie Wu","Dr. Merl Bins","Lead","Active Supervisor","New York",44,181,162,343
"Maintain Health",,"2015-12-18T06:35:57.430+00:00","F","Yes","Anne Frost","Kimberly Runte","Lead","Active Supervisor","South Carolina",41,15,170,185
"Maintain Health",,"2017-07-17T16:59:15.488+00:00","F","Yes","John Smith","Dr. Avery MacGyver","Lead","Active Supervisor","New Jersey",25,37,192,229
"Maintain Health",,"2016-02-23T20:20:23.777+00:00","M","Yes","Tim Carter","Shawna Krajcik","Customer","Active Supervisor","Kansas",42,192,154,346
"Maintain Health",,"2017-09-03T21:39:21.888+00:00","F","Yes","Jim Albose","Meredith Lynch","Lead","Active Supervisor","Arkansas",32,79,189,268
"Maintain Health",,"2016-03-31T06:42:14.413+00:00","F","No","Sherrie Hernandez","Damaris Kertzmann","Lead","Active Supervisor","Oregon",44,83,161,244
"Maintain Health",,"2016-01-01T02:00:15.665+00:00","F","No","Dawn Distributor","Antwan Gleason","Lead","Active Supervisor","Nebraska",51,22,160,182
"Maintain Health",,"2015-12-11T01:23:09.120+00:00","F","Yes","Mary Johnson","Lester Schowalter","Customer","Active Supervisor","Idaho",44,125,167,292
"Maintain Health",,"2017-05-06T11:02:30.533+00:00","F","Yes","Dawn Distributor","Prudence Batz III","Customer","Active Supervisor","Hawaii",44,29,189,218
"Maintain Health",,"2016-08-26T10:56:56.272+00:00","F","Yes","Anne Frost","Drake Denesik","Customer","Active Supervisor","Iowa",60,-12,213,201
"Maintain Health",,"2017-08-21T00:09:04.380+00:00","M","Yes","Dawn Distributor","Jerel Davis","Customer","Active Supervisor","Pennsylvania",26,39,223,262
"Maintain Health",,"2017-02-20T03:24:38.700+00:00","M","Yes","Mary Johnson","Veda Friesen","Customer","Active Supervisor","West Virginia",59,151,191,342
"Maintain Health",,"2016-08-24T03:05:33.073+00:00","M","No","Jim Albose","Bettye Borer","Lead","Active Supervisor","Wyoming",25,138,191,329
"Maintain Health",,"2016-03-02T17:11:31.555+00:00","F","No","Mary Johnson","Taurean Denesik","Lead","Active Supervisor","Wisconsin",37,2,185,187
"Maintain Health",,"2017-04-16T10:40:47.509+00:00","F","No","Stephanie Curran","Mireya Emmerich","Customer","Active Supervisor","Indiana",40,86,198,284
"Maintain Health",,"2017-03-22T03:20:11.230+00:00","F","Yes","Stephanie Curran","Ahmad Kling Jr.","Customer","Active Supervisor","California",47,166,168,334
"Maintain Health",,"2017-09-02T01:10:29.487+00:00","F","Yes","Tim Carter","Gonzalo Torphy DDS","Customer","Active Supervisor","Maine",61,21,183,204
"Maintain Health",,"2017-03-05T05:22:34.926+00:00","F","Yes","Anne Frost","Ms. Edd Kunde","Customer","Active Supervisor","New York",30,139,201,340
"Maintain Health",,"2017-05-09T16:30:25.157+00:00","M","Yes","Tim Carter","Hollis Bartoletti","Customer","Active Supervisor","Florida",37,108,156,264
"Maintain Health",,"2016-10-07T09:36:02.220+00:00","F","No","Stephanie Curran","Gene Hessel DDS","Lead","Active Supervisor","Arkansas",59,125,153,278
"Maintain Health",,"2017-03-05T23:15:29.696+00:00","F","Yes","Sherrie Hernandez","Gideon Ruecker Jr.","Customer","Active Supervisor","California",25,-13,218,205
"Maintain Health",,"2017-04-27T07:41:05.232+00:00","M","No","Lisa Jones","Lester Cronin V","Lead","Active Supervisor","Wyoming",45,-1,187,186
"Maintain Health",,"2016-01-10T01:05:15.076+00:00","F","Yes","Tim Carter","Miss Geovanny Walker","Customer","Active Supervisor","Rhode Island",35,151,196,347
"Maintain Health",,"2016-10-06T19:15:00.461+00:00","F","Yes","John Smith","Miss Fernando Ratke","Customer","Active Supervisor","Connecticut",31,29,215,244
"Maintain Health",,"2015-12-11T14:55:14.800+00:00","M","Yes","Dawn Distributor","Mrs. Winona Hodkiewicz","Customer","Active Supervisor","Michigan",26,-4,200,196
"Maintain Health",,"2016-11-25T17:37:09.387+00:00","M","Yes","Lisa Jones","Amira Nicolas","Lead","Active Supervisor","West Virginia",41,23,200,223
"Maintain Health",,"2017-01-30T08:06:37.368+00:00","M","Yes","Jim Albose","Eileen Lind PhD","Customer","Active Supervisor","Pennsylvania",27,92,184,276
"Maintain Health",,"2016-04-23T12:01:35.757+00:00","F","No","Anne Frost","Jordi Dicki","Lead","Active Supervisor","New Mexico",25,76,183,259
"Maintain Health",,"2016-05-21T08:20:05.095+00:00","F","Yes","Lauren Boyle","Melvina Bednar","Lead","Active Supervisor","Hawaii",29,18,194,212
"Maintain Health",,"2017-09-07T04:36:33.998+00:00","F","No","Stephanie Curran","Eldridge Terry","Customer","Active Supervisor","Utah",21,-25,217,192
"Maintain Health",,"2015-11-22T13:14:43.721+00:00","F","Yes","Lauren Boyle","Miss Enrique Powlowski","Customer","Active Supervisor","Kentucky",42,79,195,274
"Maintain Health",,"2015-10-23T00:59:53.904+00:00","F","No","Tim Carter","Rodrigo Balistreri MD","Lead","Active Supervisor","Alabama",62,89,178,267
"Maintain Health",,"2017-02-20T05:09:41.410+00:00","F","No","Jamie Wu","Miss Susie Steuber","Customer","Active Supervisor","Colorado",44,41,223,264
"Maintain Health",,"2016-02-15T19:39:18.902+00:00","F","Yes","Tim Carter","Mr. Grayce Balistreri","Customer","Active Supervisor","Minnesota",42,57,154,211
"Maintain Health",,"2017-03-05T03:46:43.663+00:00","F","No","James Chan","Mr. Estelle Walker","Lead","Active Supervisor","South Carolina",55,127,158,285
"Maintain Health",,"2016-12-17T19:42:24.230+00:00","F","Yes","Lauren Boyle","Alexa Heathcote","Lead","Active Supervisor","South Carolina",25,24,225,249
"Maintain Health",,"2016-11-28T18:56:55.400+00:00","F","No","Mark Metz","Dr. Haven Conn","Lead","Active Supervisor","Iowa",31,76,193,269
"Maintain Health",,"2017-06-05T09:28:58.218+00:00","F","Yes","Sherrie Hernandez","Maudie Krajcik","Lead","Active Supervisor","Maine",33,26,185,211
"Maintain Health",,"2017-05-18T07:07:11.362+00:00","F","Yes","Mary Johnson","Erling Stehr","Customer","Active Supervisor","Georgia",33,108,208,316
"Maintain Health",,"2017-07-28T19:47:58.539+00:00","F","Yes","John Smith","Meggie Romaguera II","Lead","Active Supervisor","Delaware",22,57,216,273
"Maintain Health",,"2016-01-18T04:59:20.022+00:00","F","Yes","Tim Carter","Nigel Bartoletti PhD","Lead","Active Supervisor","Oregon",62,117,201,318
"Maintain Health",,"2017-04-01T10:42:55.226+00:00","F","No","Tim Carter","Isaiah Weissnat","Lead","Active Supervisor","Vermont",42,42,162,204
"Maintain Health",,"2016-06-05T11:51:21.091+00:00","F","No","Stephanie Curran","Stephania Prosacco","Lead","Active Supervisor","South Dakota",22,25,164,189
"Maintain Health",,"2016-05-12T21:14:22.106+00:00","F","Yes","Sherrie Hernandez","Maybell Fadel","Customer","Active Supervisor","North Carolina",19,127,189,316
"Maintain Health",,"2017-06-21T07:39:42.096+00:00","M","No","Lisa Jones","Dejuan Buckridge","Lead","Active Supervisor","Oregon",25,34,154,188
"Maintain Health",,"2017-07-17T08:58:27.041+00:00","M","No","John Smith","Drew Kunze","Customer","Active Supervisor","Utah",53,46,183,229
"Maintain Health",,"2016-02-23T16:53:24.503+00:00","F","Yes","Anne Frost","Ms. Tierra Muller","Customer","Active Supervisor","Alabama",48,124,209,333
"Maintain Health",,"2016-06-13T16:28:30.811+00:00","M","No","Lisa Jones","Virgie Moore","Customer","Active Supervisor","Mississippi",38,82,209,291
"Maintain Health",,"2016-12-14T02:41:11.450+00:00","F","Yes","James Chan","Mrs. Emery Okuneva","Customer","Active Supervisor","Alabama",50,43,195,238
"Maintain Health",,"2016-03-02T09:52:08.642+00:00","M","Yes","Jamie Wu","Coty Blick Jr.","Customer","Active Supervisor","Maine",25,146,182,328
"Maintain Health",,"2016-12-20T23:07:30.330+00:00","F","Yes","Mary Johnson","Nola Sauer","Lead","Active Supervisor","Wyoming",49,44,157,201
"Maintain Health",,"2016-09-16T18:32:56.811+00:00","F","Yes","Jamie Wu","Carolyne Corkery","Customer","Active Supervisor","Montana",57,37,159,196
"Maintain Health",,"2016-07-08T05:33:54.770+00:00","F","Yes","Stephanie Curran","Mackenzie Morar","Customer","Active Supervisor","Oregon",39,75,161,236
"Maintain Health",,"2017-08-28T02:51:14.472+00:00","M","Yes","Mary Johnson","Rahul Buckridge","Customer","Active Supervisor","North Carolina",23,27,176,203
"Maintain Health",,"2017-08-29T14:10:01.881+00:00","M","Yes","Sherrie Hernandez","Blaise Wintheiser DVM","Lead","Active Supervisor","Ohio",48,-1,207,206
"Maintain Health",,"2015-09-22T15:17:23.073+00:00","M","No","Mark Metz","Helmer Durgan","Customer","Active Supervisor","Rhode Island",40,-2,224,222
"Maintain Health",,"2016-11-27T13:52:47.827+00:00","M","No","Lauren Boyle","Domenica Koch","Lead","Active Supervisor","New Mexico",59,17,197,214
"Maintain Health",,"2017-04-25T20:02:56.587+00:00","M","No","Lauren Boyle","Verlie Gulgowski V","Customer","Active Supervisor","Vermont",47,145,195,340
"Maintain Health",,"2016-11-27T11:36:16.566+00:00","F","No","Jamie Wu","Bridie Bernier","Customer","Active Supervisor","Wyoming",49,98,170,268
"Maintain Health",,"2015-10-02T04:02:33.707+00:00","F","Yes","Tim Carter","Allie Wisoky","Customer","Active Supervisor","Texas",42,89,208,297
"Maintain Health",,"2016-07-02T02:57:47.301+00:00","F","Yes","Jim Albose","Noel Marquardt","Lead","Active Supervisor","New Jersey",25,122,216,338
"Maintain Health",,"2016-06-16T11:59:48.612+00:00","M","No","Mary Johnson","Tom Volkman","Lead","Active Supervisor","New Hampshire",39,182,153,335
"Maintain Health",,"2016-09-25T15:56:46.735+00:00","M","Yes","Jim Albose","Ms. Janis Mohr","Customer","Active Supervisor","South Dakota",60,62,221,283
"Maintain Health",,"2016-10-08T08:26:06.654+00:00","F","No","Anne Frost","Joel Hamill","Customer","Active Supervisor","Indiana",43,174,158,332
"Maintain Health",,"2016-12-23T01:45:12.741+00:00","M","No","Jamie Wu","Miss Barney Kirlin","Customer","Active Supervisor","Idaho",32,136,194,330
"Maintain Health",,"2017-05-23T15:46:03.333+00:00","F","No","Dawn Distributor","Verla Walsh","Customer","Active Supervisor","Oregon",21,8,201,209
"Maintain Health",,"2016-12-23T08:56:57.301+00:00","F","Yes","Mary Johnson","Jayden Sanford","Customer","Active Supervisor","Minnesota",30,28,217,245
"Maintain Health",,"2015-09-19T04:54:27.872+00:00","F","No","Mark Metz","Keegan McKenzie","Lead","Active Supervisor","Oregon",39,192,151,343
"Maintain Health",,"2016-04-09T23:06:28.848+00:00","M","Yes","Sherrie Hernandez","Addison Walsh","Lead","Active Supervisor","Montana",37,-3,221,218
"Maintain Health",,"2016-09-11T11:16:39.156+00:00","F","No","Lauren Boyle","Miss Judah Mosciski","Lead","Active Supervisor","Oklahoma",49,44,218,262
"Maintain Health",,"2015-11-06T09:36:53.465+00:00","F","No","Tim Carter","Johnathan Schmeler","Lead","Active Supervisor","Nevada",28,32,203,235
"Maintain Health",,"2017-09-03T08:24:05.875+00:00","M","Yes","Tim Carter","Mario Keeling","Customer","Active Supervisor","New Mexico",49,-37,224,187
"Maintain Health",,"2016-05-07T17:53:43.364+00:00","M","No","Stephanie Curran","Angeline Kuhic","Customer","Active Supervisor","Texas",35,86,161,247
"Maintain Health",,"2016-04-23T05:22:10.285+00:00","F","No","Mark Metz","Miss Chelsey Halvorson","Lead","Active Supervisor","Alabama",21,-15,198,183
"Maintain Health",,"2017-03-19T12:03:41.064+00:00","M","Yes","Lauren Boyle","Dr. Tyrell Ferry","Lead","Active Supervisor","Wyoming",47,100,169,269
"Maintain Health",,"2015-12-10T10:49:39.626+00:00","F","Yes","Anne Frost","Madison Bergnaum","Customer","Active Supervisor","Rhode Island",38,6,209,215
"Maintain Health",,"2017-07-08T18:48:30.642+00:00","F","Yes","Anne Frost","Oma Nader","Customer","Active Supervisor","Arkansas",53,83,185,268
"Maintain Health",,"2017-01-06T20:07:44.938+00:00","F","No","Mark Metz","Ebba Heller MD","Lead","Active Supervisor","Mississippi",36,8,219,227
"Maintain Health",,"2016-08-15T21:48:28.437+00:00","F","Yes","Lisa Jones","Anika Dickinson","Lead","Active Supervisor","Hawaii",58,15,178,193
"Maintain Health",,"2015-12-12T22:21:08.385+00:00","F","Yes","Tim Carter","Marlee Moen","Customer","Active Supervisor","Delaware",55,137,184,321
"Maintain Health",,"2016-03-02T12:30:37.752+00:00","F","Yes","Mary Johnson","Kelton Rosenbaum III","Customer","Active Supervisor","Wisconsin",57,-22,221,199
"Maintain Health",,"2017-05-04T16:05:43.020+00:00","F","Yes","Jim Albose","Dr. Nicklaus Ernser","Customer","Active Supervisor","Ohio",42,87,213,300
"Maintain Health",,"2016-12-19T20:02:48.314+00:00","F","Yes","Sherrie Hernandez","Ms. Hassan Boehm","Customer","Active Supervisor","Vermont",54,40,162,202
"Maintain Health",,"2017-03-26T10:57:27.684+00:00","F","Yes","John Smith","Alphonso McCullough","Customer","Active Supervisor","Missouri",37,90,212,302
"Maintain Health",,"2016-10-09T14:28:08.505+00:00","F","Yes","Stephanie Curran","Ole Kulas","Lead","Active Supervisor","South Carolina",38,125,194,319
"Maintain Health",,"2016-05-24T19:02:43.410+00:00","F","Yes","Mark Metz","Clifford Jones","Customer","Active Supervisor","Kansas",21,26,199,225
"Maintain Health",,"2016-07-12T21:49:08.073+00:00","M","Yes","James Chan","Greta Streich","Customer","Active Supervisor","Missouri",19,108,189,297
"Maintain Health",,"2016-01-25T08:57:05.949+00:00","M","No","Mary Johnson","Patsy Bednar","Lead","Active Supervisor","Arkansas",22,102,215,317
"Maintain Health",,"2016-03-12T07:27:51.170+00:00","M","No","Anne Frost","Alexanne Cartwright PhD","Customer","Active Supervisor","Montana",37,27,215,242
"Maintain Health",,"2016-08-16T14:00:13.537+00:00","F","Yes","Jim Albose","Neha Barton","Lead","Active Supervisor","Arkansas",47,18,218,236
"Maintain Health",,"2016-03-11T17:55:57.145+00:00","F","No","Dawn Distributor","Sean Kiehn","Customer","Active Supervisor","South Dakota",28,86,159,245
"Maintain Health",,"2017-08-15T09:41:14.487+00:00","M","No","Lisa Jones","Lori Reichel","Lead","Active Supervisor","North Carolina",38,165,150,315
"Maintain Health",,"2015-12-18T08:27:39.272+00:00","M","No","John Smith","Ms. Mason Bashirian","Customer","Active Supervisor","Ohio",39,168,156,324
"Maintain Health",,"2015-09-15T21:43:58.507+00:00","M","Yes","Dawn Distributor","Mr. Mckenna Littel","Customer","Active Supervisor","Minnesota",28,-19,222,203
"Maintain Health",,"2017-06-22T22:07:47.246+00:00","F","Yes","Lauren Boyle","Freddie Jenkins","Customer","Active Supervisor","South Carolina",38,138,152,290
"Maintain Health",,"2015-10-06T07:38:18.538+00:00","F","No","James Chan","Rowland Walsh","Lead","Active Supervisor","Minnesota",26,149,157,306
"Maintain Health",,"2017-06-25T18:24:31.305+00:00","F","Yes","James Chan","Emmy Terry MD","Lead","Active Supervisor","Nevada",55,101,207,308
"Maintain Health",,"2016-04-23T00:33:08.021+00:00","F","No","John Smith","Tom Kris","Customer","Active Supervisor","Vermont",38,16,189,205
"Maintain Health",,"2016-12-20T04:42:42.943+00:00","F","No","Lisa Jones","Mrs. Lia Fay","Lead","Active Supervisor","Rhode Island",59,21,171,192
"Maintain Health",,"2016-03-10T05:24:36.384+00:00","M","Yes","Tim Carter","Mr. Nicolette Mayer","Lead","Active Supervisor","Rhode Island",41,45,171,216
"Maintain Health",,"2017-06-07T05:07:20.726+00:00","M","Yes","Anne Frost","Crystal Gorczany","Lead","Active Supervisor","Indiana",50,127,182,309
"Maintain Health",,"2016-09-24T09:31:16.044+00:00","F","No","Lisa Jones","Miss Orion Tremblay","Customer","Active Supervisor","Virginia",32,60,217,277
"Maintain Health",,"2015-12-07T16:09:26.201+00:00","F","Yes","Lisa Jones","Jessie Schamberger","Lead","Active Supervisor","Washington",20,119,201,320
"Maintain Health",,"2017-06-20T04:23:44.656+00:00","F","Yes","Mary Johnson","Margie Hegmann","Lead","Active Supervisor","Iowa",44,-2,191,189
"Maintain Health",,"2017-01-23T01:00:07.710+00:00","F","No","Anne Frost","Bud Willms","Customer","Active Supervisor","Hawaii",51,97,180,277
"Maintain Health",,"2017-01-01T16:29:30.017+00:00","M","Yes","Dawn Distributor","Retta Swaniawski","Lead","Active Supervisor","Pennsylvania",51,92,187,279
"Maintain Health",,"2016-03-21T20:55:46.435+00:00","F","Yes","Tim Carter","Mrs. Cloyd Gaylord","Lead","Active Supervisor","Connecticut",48,99,225,324
"Maintain Health",,"2016-10-19T17:49:19.129+00:00","F","Yes","Jim Albose","Rowland Ondricka MD","Customer","Active Supervisor","Wyoming",44,51,186,237
"Maintain Health",,"2017-03-12T22:27:44.667+00:00","F","Yes","Stephanie Curran","Laron Breitenberg","Customer","Active Supervisor","Maine",43,39,161,200
