"Last_Activity_Date__c","Shake_Recipies__c","Training__c","Activity__c","Created_Date__c","Gender__c","isParent__c","Product_Ordered__c","Sponsors__c","Name","Customer_ID__c","Lead_Status__c","Last_Order_Date__c","Events__c","Email_Frequency__c","Sponsor_Level__c","State__c","Age__c","Club_Visits__c","Order_Amount__c","Order_Score__c","Conversion_Score__c"
"2017-07-30T19:25:08.953+00:00","Pumpkin Spice","The Social Revolution","Open Emails","2016-08-11T17:25:14.282+00:00","M","Yes","Personalized Protein Powder","Lauren Boyle","Miss Jadyn Beer","61563-8440","Lead","2017-06-24T09:19:35.672+00:00","STS HOM","1x/Month","Presidents Team - 30k President","New Hampshire",37,17,25,82,38
"2017-07-30T19:28:51.360+00:00","Vanilla","Hosting a HOM","Website Visit","2017-07-04T19:58:59.338+00:00","F","Yes","Personalized Protein Powder","Stephanie Curran","Janet Schoen","12089","Customer","2017-03-23T02:47:46.572+00:00","Leadership Development Weekend","3x/Month","Distributor","Indiana",27,14,38,25,86
"2017-07-30T20:17:12.215+00:00","Wild Berry and Pina Colada","Health Evaluations & Nutrition Programs","Buying Product","2016-07-26T10:43:20.137+00:00","F","No","Cell-U-Loss","Dawn Distributor","Estel Haley V","11428-4963","Lead","2017-03-27T12:02:29.371+00:00","Extravaganza","3x/Month","Active World Team","South Carolina",46,8,30,88,62
"2017-07-30T20:52:07.442+00:00","Pumpkin Spice","Hosting a HOM","Website Visit","2016-08-08T22:58:07.657+00:00","F","Yes","Roasted Soy Nuts","Sherrie Hernandez","Miss Sylvan Conroy","13397","Customer","2017-03-18T09:05:26.977+00:00","Leadership Development Weekend","3x/Month","Global Expansion Team","Connecticut",32,0,46,16,15
"2017-07-30T21:39:45.821+00:00","Vanilla","Meal Replacements","Website Visit","2016-03-15T17:22:41.084+00:00","F","Yes","Thermo Bond","James Chan","Aracely Fadel","88714","Customer","2017-07-03T18:34:05.904+00:00","STS HOM","3x/Month","World Team","New Hampshire",55,18,34,92,73
"2017-07-30T22:54:55.142+00:00","Pumpkin Spice","Health Evaluations & Nutrition Programs","Website Visit","2017-07-06T15:20:25.012+00:00","M","No","Cell-U-Loss","James Chan","Merl Dibbert","47465","Customer","2017-06-21T23:00:26.751+00:00","Extravaganza","3x/Month","World Team","Kansas",44,16,55,10,50
"2017-07-30T23:30:28.926+00:00","Pumpkin Spice","Health Evaluations & Nutrition Programs","Buying Product","2016-09-02T09:57:52.247+00:00","M","Yes","Formula 2 Multivitamin Complex","Jamie Wu","Dr. Tiara Wisoky","79302-3224","Customer","2017-06-08T15:19:39.993+00:00","STS HOM","3x/Month","Supervisor","Mississippi",44,19,53,78,6
"2017-07-30T23:31:48.445+00:00","Cafe Latte","The Social Revolution","Buying Product","2017-01-13T16:12:37.817+00:00","F","Yes","Cell-U-Loss","Mary Johnson","Verner O'Keefe","40589-5802","Lead","2017-08-06T22:10:02.734+00:00","STS","1x/Month","Millionaire Team","Oregon",28,10,44,20,83
"2017-07-31T00:33:50.081+00:00","Chocolate","Health Evaluations & Nutrition Programs","Website Visit","2017-06-01T19:31:00.670+00:00","M","No","Formula 2 Multivitamin Complex","Tim Carter","Furman Terry","65278","Customer","2017-08-11T07:41:52.179+00:00","STS","1x/Month","Presidents Team - 50k President","North Dakota",47,7,30,46,16
"2017-07-31T01:24:31.696+00:00","Cookies 'n Cream","Health Evaluations & Nutrition Programs","Buying Product","2016-08-17T08:23:04.930+00:00","F","No","Protien Bar Deluxe","Anne Frost","Mike Bergstrom Sr.","50240-4199","Customer","2017-07-24T08:16:47.535+00:00","Extravaganza","2x/Month","Herbalife Advantage Plan Distributor (HAP)","Washington",38,8,52,66,30
"2017-07-31T02:10:31.880+00:00","Cookies 'n Cream","The Social Revolution","Website Visit","2017-03-08T04:49:37.242+00:00","M","No","Roasted Soy Nuts","Stephanie Curran","Lucile Johnson","18385","Lead","2017-08-31T15:36:12.063+00:00","Leadership Development Weekend","1x/Month","Distributor","Colorado",26,22,37,17,32
"2017-07-31T02:37:14.419+00:00","Wild Berry and Pina Colada","Meal Replacements","Website Visit","2017-01-15T09:39:25.963+00:00","F","No","Male Factor 1000","John Smith","Mable Schimmel V","28321","Customer","2017-06-03T16:33:18.730+00:00","Leadership Development Weekend","3x/Month","Presidents Team - 20k President","Florida",41,1,25,82,70
"2017-07-31T03:37:40.960+00:00","Cafe Latte","Advertising 101","Buying Product","2016-11-22T07:00:05.288+00:00","F","Yes","Herbal Aloe Concentrate","Sherrie Hernandez","Brandon Walsh","49393-6606","Customer","2017-04-24T02:28:18.914+00:00","Extravaganza","2x/Month","Global Expansion Team","New Mexico",30,0,19,37,34
"2017-07-31T03:42:31.397+00:00","Cafe Latte","Hosting a HOM","Website Visit","2016-10-21T18:20:24.055+00:00","F","Yes","Roasted Soy Nuts","Lisa Jones","Mrs. Kenya Carroll","48906","Lead","2017-05-20T12:01:33.199+00:00","Leadership Development Weekend","1x/Month","Senior Consultant","Connecticut",52,19,50,8,49
"2017-07-31T05:54:01.882+00:00","Wild Berry and Pina Colada","The Social Revolution","Buying Product","2016-08-19T19:18:24.215+00:00","M","Yes","Herbal Aloe Concentrate","Mary Johnson","Victoria Williamson","13227","Lead","2017-08-04T22:41:11.214+00:00","STS HOM","1x/Month","Millionaire Team","Colorado",46,20,27,77,55
"2017-07-31T06:06:58.231+00:00","Pumpkin Spice","Advertising 101","Open Emails","2017-01-22T20:43:50.161+00:00","F","No","Herbal Tea Concentrate","Stephanie Curran","Antone Daniel","70146-1420","Customer","2017-05-22T08:22:30.543+00:00","Leadership Development Weekend","3x/Month","Distributor","Michigan",62,11,29,77,75
"2017-07-31T07:10:45.163+00:00","Cookies 'n Cream","Health Evaluations & Nutrition Programs","Open Emails","2017-07-03T06:04:39.529+00:00","M","Yes","Formula 1 Express Meal Bar","Jamie Wu","Wilma Hauck","81539-8375","Customer","2017-06-30T12:53:53.142+00:00","STS","3x/Month","Supervisor","West Virginia",47,15,42,12,80
"2017-07-31T08:09:59.080+00:00","Cookies 'n Cream","The Social Revolution","Buying Product","2017-05-31T05:41:50.339+00:00","F","No","Roasted Soy Nuts","Mary Johnson","Maximillian McGlynn III","36270","Lead","2017-08-30T02:47:25.476+00:00","STS HOM","3x/Month","Millionaire Team","Arkansas",41,19,25,48,40
"2017-07-31T08:38:54.028+00:00","Pumpkin Spice","Hosting a HOM","Website Visit","2015-12-28T16:02:38.692+00:00","F","Yes","Formula 2 Multivitamin Complex","Tim Carter","Gunnar Murphy","99665","Lead","2017-07-07T14:06:40.934+00:00","Extravaganza","1x/Month","Presidents Team - 50k President","Mississippi",55,13,47,28,18
"2017-07-31T09:03:05.867+00:00","Cookies 'n Cream","Health Evaluations & Nutrition Programs","Website Visit","2016-10-10T12:04:02.489+00:00","F","Yes","Male Factor 1000","Tim Carter","Reid Wolf","27160-3513","Customer","2017-03-14T17:40:40.768+00:00","STS HOM","3x/Month","Presidents Team - 50k President","Connecticut",61,8,53,82,86
"2017-07-31T09:09:52.164+00:00","Pumpkin Spice","Advertising 101","Buying Product","2016-11-03T13:01:09.096+00:00","F","Yes","Formula 1 Healthy Meal Nutritional Shake Mix","Mark Metz","Brionna Mosciski","39995","Lead","2017-07-31T00:23:46.611+00:00","STS HOM","1x/Month","Success Builder","New Mexico",55,15,33,80,33
"2017-07-31T10:06:02.965+00:00","Wild Berry and Pina Colada","Meal Replacements","Buying Product","2015-11-07T19:11:14.991+00:00","F","Yes","Roasted Soy Nuts","Mark Metz","Mr. Betty Stark","37268","Lead","2017-08-11T16:54:00.209+00:00","Leadership Development Weekend","3x/Month","Success Builder","Idaho",50,7,55,60,79
"2017-07-31T10:42:39.040+00:00","Chocolate","The Social Revolution","Open Emails","2016-04-23T05:36:30.349+00:00","M","Yes","Male Factor 1000","Stephanie Curran","Aron Paucek","26157-4017","Customer","2017-05-22T12:55:36.323+00:00","STS","2x/Month","Distributor","Arkansas",24,8,22,87,10
"2017-07-31T11:08:38.952+00:00","Chocolate","The Social Revolution","Website Visit","2017-05-16T16:39:46.926+00:00","F","Yes","Formula 1 Healthy Meal Nutritional Shake Mix","Mark Metz","Keyshawn Barrows","71560","Customer","2017-06-28T21:05:35.569+00:00","Extravaganza","3x/Month","Success Builder","New Hampshire",61,21,28,46,17
"2017-07-31T11:15:42.297+00:00","Pumpkin Spice","Advertising 101","Website Visit","2017-04-15T01:13:08.469+00:00","F","Yes","Formula 1 Express Meal Bar","John Smith","Braden Doyle MD","54306","Lead","2017-05-01T17:45:10.477+00:00","Leadership Development Weekend","3x/Month","Presidents Team - 20k President","South Dakota",36,10,26,89,69
"2017-07-31T11:26:25.356+00:00","Wild Berry and Pina Colada","Advertising 101","Buying Product","2016-09-21T20:53:33.960+00:00","F","Yes","Thermo Bond","Anne Frost","Hardy Bailey","80346-5205","Customer","2017-06-09T23:19:05.443+00:00","Extravaganza","1x/Month","Herbalife Advantage Plan Distributor (HAP)","Colorado",33,12,50,60,30
"2017-07-31T11:58:55.871+00:00","Cafe Latte","Hosting a HOM","Open Emails","2017-09-11T04:22:16.768+00:00","M","Yes","Cell-U-Loss","Tim Carter","Kali Shanahan DDS","46766","Lead","2017-05-10T07:57:30.899+00:00","Leadership Development Weekend","2x/Month","Presidents Team - 50k President","Michigan",58,9,45,10,23
"2017-07-31T12:00:36.909+00:00","Wild Berry and Pina Colada","Meal Replacements","Open Emails","2017-04-04T01:27:30.081+00:00","F","Yes","Male Factor 1000","Stephanie Curran","Ms. Frieda Dickens","59322","Customer","2017-08-31T11:07:57.228+00:00","STS","2x/Month","Distributor","Mississippi",27,15,33,6,23
"2017-07-31T12:28:54.179+00:00","Vanilla","Meal Replacements","Website Visit","2017-02-19T14:26:30.828+00:00","M","No","Total Control","Dawn Distributor","Ezra Walker","36158","Customer","2017-05-06T02:50:42.449+00:00","Extravaganza","2x/Month","Active World Team","Wisconsin",24,2,23,30,37
"2017-07-31T13:13:11.075+00:00","Vanilla","Advertising 101","Website Visit","2016-05-28T16:51:32.023+00:00","M","No","Protien Bar Deluxe","Mary Johnson","Monroe Trantow DVM","63939","Lead","2017-08-06T10:09:30.781+00:00","Extravaganza","2x/Month","Millionaire Team","Arkansas",46,10,46,37,73
"2017-07-31T13:35:59.183+00:00","Vanilla","Meal Replacements","Website Visit","2016-02-24T17:38:11.937+00:00","F","Yes","Herbal Tea Concentrate","Mary Johnson","Richie Adams","79506-0687","Lead","2017-08-04T23:45:41.783+00:00","Extravaganza","1x/Month","Millionaire Team","South Carolina",59,19,27,10,49
"2017-07-31T13:43:16.813+00:00","Cafe Latte","Advertising 101","Website Visit","2017-06-20T01:52:58.550+00:00","F","No","Protien Bar Deluxe","James Chan","Mya Jacobson","84842-3240","Lead","2017-08-03T01:51:58.052+00:00","STS HOM","2x/Month","World Team","Utah",25,3,52,83,73
"2017-07-31T14:00:02.265+00:00","Chocolate","Advertising 101","Buying Product","2016-12-15T12:08:34.540+00:00","M","No","Roasted Soy Nuts","John Smith","Felix Hills Jr.","97011","Customer","2017-07-17T09:05:32.590+00:00","STS HOM","3x/Month","Presidents Team - 20k President","Colorado",60,3,49,21,23
"2017-07-31T14:09:32.006+00:00","Cafe Latte","Advertising 101","Buying Product","2017-07-25T04:10:49.507+00:00","M","Yes","Roasted Soy Nuts","Dawn Distributor","Norwood Raynor PhD","43382-0302","Customer","2017-04-24T00:14:05.880+00:00","Leadership Development Weekend","2x/Month","Active World Team","Pennsylvania",44,8,28,19,84
"2017-07-31T14:13:20.867+00:00","Vanilla","Advertising 101","Open Emails","2016-06-19T17:10:20.792+00:00","M","Yes","Protien Bar Deluxe","Sherrie Hernandez","Darby Price","72233-4417","Customer","2017-04-30T10:05:19.571+00:00","STS HOM","3x/Month","Global Expansion Team","North Carolina",32,3,24,42,74
"2017-07-31T14:23:45.457+00:00","Vanilla","Hosting a HOM","Open Emails","2017-01-07T00:11:13.714+00:00","F","No","Protien Bar Deluxe","Lisa Jones","Mr. Hattie Dickinson","38624","Customer","2017-08-13T20:13:03.888+00:00","Leadership Development Weekend","3x/Month","Senior Consultant","Washington",55,20,29,63,42
"2017-07-31T14:39:42.949+00:00","Cookies 'n Cream","Hosting a HOM","Buying Product","2016-10-09T02:55:19.146+00:00","F","No","Thermo Bond","Anne Frost","Monica Purdy","12587-6249","Customer","2017-08-23T02:58:40.561+00:00","STS HOM","1x/Month","Herbalife Advantage Plan Distributor (HAP)","Utah",48,20,41,33,59
"2017-07-31T14:57:06.705+00:00","Pumpkin Spice","The Social Revolution","Website Visit","2016-08-04T19:07:11.383+00:00","M","Yes","Herbal Aloe Powder","Sherrie Hernandez","Monte Reichert V","77975-3146","Lead","2017-09-07T01:01:48.966+00:00","STS","2x/Month","Global Expansion Team","Kansas",20,11,50,24,56
"2017-07-31T15:00:07.322+00:00","Cafe Latte","Advertising 101","Buying Product","2016-07-12T14:17:30.026+00:00","M","Yes","Formula 1 Healthy Meal Nutritional Shake Mix","Tim Carter","Mrs. Victor Bradtke","89938-8017","Lead","2017-08-18T03:15:55.306+00:00","STS HOM","1x/Month","Presidents Team - 50k President","New Mexico",57,9,48,92,60
"2017-07-31T15:50:05.849+00:00","Cafe Latte","Meal Replacements","Open Emails","2016-12-07T03:32:29.670+00:00","F","Yes","Herbal Aloe Powder","Mary Johnson","Deonte Gutmann III","35597","Lead","2017-08-15T16:26:51.216+00:00","STS HOM","1x/Month","Millionaire Team","Arkansas",20,14,19,39,51
"2017-07-31T16:30:51.470+00:00","Wild Berry and Pina Colada","The Social Revolution","Buying Product","2017-06-28T11:00:06.814+00:00","F","Yes","Formula 2 Multivitamin Complex","Stephanie Curran","Herman McCullough","76290-2069","Lead","2017-06-26T00:00:27.391+00:00","Extravaganza","2x/Month","Distributor","Nebraska",18,12,25,49,37
"2017-07-31T16:48:49.824+00:00","Cafe Latte","Meal Replacements","Buying Product","2016-03-31T02:53:33.290+00:00","F","Yes","Formula 2 Multivitamin Complex","Tim Carter","Kayla Kuphal","43114-9460","Lead","2017-08-12T23:05:06.350+00:00","STS","1x/Month","Presidents Team - 50k President","New Jersey",50,19,36,71,25
"2017-07-31T17:18:30.096+00:00","Pumpkin Spice","Health Evaluations & Nutrition Programs","Buying Product","2016-04-08T22:18:47.924+00:00","M","No","Herbal Aloe Concentrate","Jim Albose","Elena Muller","36238","Customer","2017-08-31T20:05:30.366+00:00","STS","3x/Month","Active Supervisor","New York",57,9,37,33,62
"2017-07-31T17:22:48.181+00:00","Pumpkin Spice","Advertising 101","Buying Product","2015-10-29T23:28:31.752+00:00","M","Yes","Personalized Protein Powder","Sherrie Hernandez","Louisa Rohan","15826","Lead","2017-06-29T18:33:33.804+00:00","STS HOM","3x/Month","Global Expansion Team","Utah",40,9,36,71,23
"2017-07-31T17:26:05.132+00:00","Pumpkin Spice","Hosting a HOM","Buying Product","2017-05-30T18:50:25.567+00:00","F","Yes","Roasted Soy Nuts","Stephanie Curran","Misael Rosenbaum","23271","Customer","2017-08-13T12:16:04.436+00:00","Extravaganza","1x/Month","Distributor","Oregon",38,13,19,41,34
"2017-07-31T17:30:34.313+00:00","Pumpkin Spice","The Social Revolution","Open Emails","2017-02-05T19:07:29.422+00:00","F","Yes","Formula 1 Express Meal Bar","John Smith","Mr. Liliane Mayer","11820","Lead","2017-08-16T20:55:30.785+00:00","Leadership Development Weekend","2x/Month","Presidents Team - 20k President","West Virginia",45,4,39,62,42
"2017-07-31T19:42:44.520+00:00","Pumpkin Spice","Meal Replacements","Open Emails","2017-04-23T03:39:18.210+00:00","F","Yes","Formula 2 Multivitamin Complex","John Smith","Maiya Stracke","20973-9160","Lead","2017-07-21T20:04:00.940+00:00","STS HOM","1x/Month","Presidents Team - 20k President","New Mexico",39,13,47,46,86
"2017-07-31T20:13:01.794+00:00","Vanilla","The Social Revolution","Open Emails","2016-04-22T19:47:02.347+00:00","M","Yes","Formula 2 Multivitamin Complex","Mark Metz","Eleonore Jakubowski","19675-7869","Customer","2017-06-14T16:38:14.632+00:00","STS","1x/Month","Success Builder","Delaware",22,22,41,69,69
"2017-07-31T20:16:27.382+00:00","Pumpkin Spice","Meal Replacements","Buying Product","2016-01-24T03:55:04.133+00:00","F","No","Personalized Protein Powder","Jamie Wu","Myra Lowe","76453-9060","Customer","2017-06-10T00:08:58.431+00:00","STS HOM","1x/Month","Supervisor","Maryland",24,13,38,49,89
"2017-07-31T20:42:16.026+00:00","Chocolate","Advertising 101","Open Emails","2016-11-29T00:58:01.964+00:00","M","Yes","Roasted Soy Nuts","Jamie Wu","Miss Frederik Kreiger","71968","Customer","2017-03-20T15:51:35.475+00:00","Leadership Development Weekend","1x/Month","Supervisor","Virginia",54,7,36,14,46
"2017-07-31T20:56:19.036+00:00","Chocolate","Health Evaluations & Nutrition Programs","Website Visit","2017-01-06T23:01:15.380+00:00","F","Yes","Formula 1 Express Meal Bar","Sherrie Hernandez","Alfred Kohler","29711","Customer","2017-04-17T01:34:31.972+00:00","Extravaganza","1x/Month","Global Expansion Team","Colorado",42,3,45,90,20
"2017-07-31T21:03:03.671+00:00","Vanilla","Hosting a HOM","Buying Product","2015-12-16T00:29:35.727+00:00","M","Yes","Roasted Soy Nuts","Lauren Boyle","Imani Nicolas","12981","Customer","2017-04-03T16:42:46.601+00:00","Extravaganza","1x/Month","Presidents Team - 30k President","Kentucky",31,3,19,37,89
"2017-07-31T21:33:30.845+00:00","Wild Berry and Pina Colada","Meal Replacements","Website Visit","2017-05-29T22:34:33.838+00:00","F","No","Formula 1 Healthy Meal Nutritional Shake Mix","Dawn Distributor","Phyllis Herzog PhD","57578-8252","Customer","2017-08-05T15:21:19.384+00:00","STS","1x/Month","Active World Team","Maine",19,0,55,69,77
"2017-07-31T22:19:08.134+00:00","Vanilla","Hosting a HOM","Open Emails","2016-02-10T02:31:12.520+00:00","M","Yes","Herbal Tea Concentrate","Lisa Jones","Gayle Haag","84597-0206","Lead","2017-05-19T12:57:57.206+00:00","STS","3x/Month","Senior Consultant","Vermont",27,7,42,87,29
"2017-07-31T22:21:06.232+00:00","Wild Berry and Pina Colada","Hosting a HOM","Website Visit","2017-07-12T20:23:59.269+00:00","M","Yes","Formula 1 Healthy Meal Nutritional Shake Mix","Mark Metz","Morris Dickens","96888","Customer","2017-04-27T11:10:13.913+00:00","STS","2x/Month","Success Builder","Indiana",37,9,34,83,20
"2017-07-31T22:51:25.942+00:00","Cafe Latte","The Social Revolution","Buying Product","2016-11-27T15:05:29.677+00:00","F","No","Formula 1 Express Meal Bar","Lauren Boyle","Major Senger","95231-5335","Customer","2017-08-06T20:08:44.442+00:00","Extravaganza","1x/Month","Presidents Team - 30k President","Oklahoma",51,10,20,45,67
"2017-07-31T23:37:46.814+00:00","Wild Berry and Pina Colada","Advertising 101","Website Visit","2016-10-27T12:47:43.272+00:00","F","No","Male Factor 1000","Mary Johnson","Antonio Durgan","73299","Lead","2017-03-14T11:18:38.899+00:00","Extravaganza","1x/Month","Millionaire Team","Nevada",37,2,55,89,16
"2017-08-01T00:13:37.516+00:00","Chocolate","Health Evaluations & Nutrition Programs","Open Emails","2017-01-26T09:10:08.755+00:00","F","Yes","Roasted Soy Nuts","Stephanie Curran","Bo Kemmer","99403-1273","Lead","2017-08-04T02:28:48.877+00:00","Leadership Development Weekend","3x/Month","Distributor","New York",37,17,32,63,68
"2017-08-01T00:34:03.644+00:00","Chocolate","Meal Replacements","Buying Product","2015-12-29T14:53:31.276+00:00","M","Yes","Formula 1 Healthy Meal Nutritional Shake Mix","Stephanie Curran","Judge Gleason","11577","Customer","2017-08-03T06:17:08.287+00:00","Leadership Development Weekend","1x/Month","Distributor","Wyoming",20,4,37,19,78
"2017-08-01T01:04:11.781+00:00","Chocolate","The Social Revolution","Buying Product","2015-10-31T09:28:36.849+00:00","F","Yes","Herbal Aloe Powder","Jamie Wu","Alessia Eichmann","21942","Lead","2017-08-20T16:28:44.349+00:00","STS HOM","2x/Month","Supervisor","Illinois",60,7,34,31,82
"2017-08-01T01:16:17.068+00:00","Wild Berry and Pina Colada","Health Evaluations & Nutrition Programs","Website Visit","2017-03-05T10:36:30.629+00:00","F","Yes","Protien Bar Deluxe","James Chan","Charles Klein","74395-3547","Lead","2017-08-22T16:24:08.051+00:00","Leadership Development Weekend","2x/Month","World Team","Nebraska",49,9,41,67,29
"2017-08-01T02:32:02.322+00:00","Cookies 'n Cream","Meal Replacements","Buying Product","2015-11-12T23:17:46.799+00:00","M","No","Protien Bar Deluxe","Lisa Jones","Jerome Schneider","27585","Lead","2017-06-24T22:12:58.802+00:00","STS HOM","2x/Month","Senior Consultant","Maine",33,21,28,16,78
"2017-08-01T02:48:24.907+00:00","Pumpkin Spice","Meal Replacements","Website Visit","2017-06-02T17:02:46.124+00:00","F","Yes","Herbal Tea Concentrate","Anne Frost","Harley Walker","15914","Customer","2017-03-19T12:36:04.907+00:00","Leadership Development Weekend","3x/Month","Herbalife Advantage Plan Distributor (HAP)","Michigan",21,16,48,8,74
"2017-08-01T04:00:39.385+00:00","Pumpkin Spice","Hosting a HOM","Website Visit","2015-10-08T13:06:41.467+00:00","F","Yes","Herbal Tea Concentrate","Lisa Jones","Javier Stanton","92169-5667","Customer","2017-06-04T21:49:52.968+00:00","Extravaganza","3x/Month","Senior Consultant","Utah",51,18,44,19,15
"2017-08-01T04:13:22.954+00:00","Pumpkin Spice","Meal Replacements","Website Visit","2016-06-20T17:03:50.898+00:00","F","No","Male Factor 1000","James Chan","Blaise Krajcik","86234-1644","Lead","2017-03-16T19:31:17.854+00:00","Leadership Development Weekend","2x/Month","World Team","North Dakota",26,0,51,41,42
"2017-08-01T04:15:05.190+00:00","Cafe Latte","The Social Revolution","Buying Product","2017-08-05T20:29:23.256+00:00","F","No","Roasted Soy Nuts","Tim Carter","Naomie Walter","35884","Lead","2017-08-02T05:47:58.630+00:00","Leadership Development Weekend","3x/Month","Presidents Team - 50k President","North Dakota",38,6,30,53,20
"2017-08-01T04:27:12.738+00:00","Chocolate","Health Evaluations & Nutrition Programs","Open Emails","2016-10-12T08:38:14.710+00:00","M","Yes","Protien Bar Deluxe","Jamie Wu","Dr. Tommie Bernier","33143","Lead","2017-03-24T18:48:12.905+00:00","Leadership Development Weekend","2x/Month","Supervisor","Ohio",59,9,19,47,39
"2017-08-01T04:54:37.327+00:00","Wild Berry and Pina Colada","Meal Replacements","Buying Product","2016-12-08T10:46:22.465+00:00","F","No","Total Control","John Smith","Charlene Boyle","64423-7986","Customer","2017-06-20T06:15:17.868+00:00","STS","2x/Month","Presidents Team - 20k President","Montana",45,11,48,5,65
"2017-08-01T05:09:50.247+00:00","Cookies 'n Cream","The Social Revolution","Website Visit","2016-04-10T22:40:19.056+00:00","F","Yes","Personalized Protein Powder","Mark Metz","Brielle Funk","78682","Lead","2017-07-30T20:28:15.145+00:00","STS","2x/Month","Success Builder","New Mexico",21,2,45,66,27
"2017-08-01T05:13:54.065+00:00","Cafe Latte","Hosting a HOM","Open Emails","2017-03-24T17:21:16.166+00:00","F","No","Personalized Protein Powder","Tim Carter","Silas Weimann","45195-1024","Customer","2017-03-29T19:10:00.726+00:00","Extravaganza","1x/Month","Presidents Team - 50k President","Texas",50,4,52,20,45
"2017-08-01T05:27:05.910+00:00","Cafe Latte","Health Evaluations & Nutrition Programs","Buying Product","2016-02-01T07:39:26.209+00:00","M","Yes","Cell-U-Loss","Jim Albose","Christophe Dach","20088-0710","Customer","2017-04-13T23:57:56.310+00:00","Extravaganza","1x/Month","Active Supervisor","Alabama",50,8,44,77,21
"2017-08-01T05:32:04.567+00:00","Vanilla","Hosting a HOM","Website Visit","2017-02-05T08:25:10.464+00:00","M","No","Male Factor 1000","Sherrie Hernandez","Keeley Bergstrom MD","97027-3764","Customer","2017-06-28T16:20:46.015+00:00","Extravaganza","3x/Month","Global Expansion Team","Oregon",61,13,21,26,67
"2017-08-01T05:33:32.659+00:00","Cookies 'n Cream","Meal Replacements","Website Visit","2016-05-04T22:54:55.498+00:00","F","No","Protien Bar Deluxe","Jamie Wu","Lavern Dare DVM","62293-5481","Customer","2017-04-29T16:42:42.371+00:00","Extravaganza","2x/Month","Supervisor","Connecticut",36,16,35,75,52
"2017-08-01T05:41:58.371+00:00","Chocolate","Meal Replacements","Website Visit","2016-03-22T11:13:12.877+00:00","F","Yes","Thermo Bond","Sherrie Hernandez","Jay Kihn","31864","Customer","2017-04-17T23:51:29.650+00:00","STS","2x/Month","Global Expansion Team","Florida",20,19,54,28,88
"2017-08-01T06:12:29.587+00:00","Cookies 'n Cream","Hosting a HOM","Website Visit","2016-08-02T07:48:48.304+00:00","F","Yes","Protien Bar Deluxe","John Smith","Mrs. Johann Johns","29396-6913","Lead","2017-06-09T15:34:32.537+00:00","Leadership Development Weekend","2x/Month","Presidents Team - 20k President","New Hampshire",46,3,32,9,63
"2017-08-01T06:30:12.995+00:00","Chocolate","Health Evaluations & Nutrition Programs","Website Visit","2016-09-11T15:12:19.353+00:00","M","Yes","Formula 2 Multivitamin Complex","Jim Albose","Ken Corwin","79482","Lead","2017-06-29T06:30:01.304+00:00","Extravaganza","2x/Month","Active Supervisor","Delaware",31,4,44,12,76
"2017-08-01T06:33:02.663+00:00","Pumpkin Spice","The Social Revolution","Buying Product","2016-12-30T19:06:47.413+00:00","F","Yes","Total Control","Anne Frost","Kristofer MacGyver","10227-1898","Customer","2017-08-29T02:43:29.359+00:00","Leadership Development Weekend","2x/Month","Herbalife Advantage Plan Distributor (HAP)","Vermont",56,14,53,59,80
"2017-08-01T06:50:41.887+00:00","Pumpkin Spice","Meal Replacements","Website Visit","2016-01-19T05:23:10.896+00:00","M","Yes","Formula 2 Multivitamin Complex","Jamie Wu","Kaley Labadie Jr.","77791-4126","Lead","2017-05-04T20:54:54.150+00:00","STS HOM","3x/Month","Supervisor","Rhode Island",18,21,38,87,43
"2017-08-01T06:59:15.842+00:00","Cafe Latte","Advertising 101","Open Emails","2015-11-02T19:05:57.613+00:00","F","Yes","Herbal Aloe Powder","Stephanie Curran","Emmitt Connelly","39631","Customer","2017-03-23T15:15:36.375+00:00","Extravaganza","2x/Month","Distributor","Wisconsin",21,3,47,91,39
"2017-08-01T08:03:38.384+00:00","Wild Berry and Pina Colada","Advertising 101","Buying Product","2017-03-13T01:21:45.562+00:00","F","Yes","Formula 1 Express Meal Bar","Lauren Boyle","Milo Wilderman","85159-0751","Lead","2017-04-25T04:53:22.874+00:00","Leadership Development Weekend","3x/Month","Presidents Team - 30k President","Alabama",33,21,52,11,32
"2017-08-01T08:17:21.936+00:00","Wild Berry and Pina Colada","Hosting a HOM","Buying Product","2017-01-16T02:41:28.139+00:00","M","Yes","Protien Bar Deluxe","Jamie Wu","Mr. Shyann Spencer","35938-1389","Customer","2017-04-15T14:03:05.995+00:00","STS HOM","1x/Month","Supervisor","Georgia",25,22,41,44,6
"2017-08-01T08:39:00.336+00:00","Pumpkin Spice","The Social Revolution","Buying Product","2016-02-05T00:54:00.538+00:00","M","Yes","Herbal Aloe Concentrate","Jim Albose","Salvatore Gorczany","15551-2565","Lead","2017-03-18T08:42:13.559+00:00","Extravaganza","2x/Month","Active Supervisor","California",50,7,35,43,82
"2017-08-01T08:42:56.790+00:00","Pumpkin Spice","Meal Replacements","Open Emails","2016-03-22T04:15:26.451+00:00","F","No","Herbal Aloe Powder","Jim Albose","Evelyn Cartwright","74124","Lead","2017-08-21T22:41:19.408+00:00","STS","2x/Month","Active Supervisor","Oklahoma",42,15,40,89,9
"2017-08-01T08:49:42.400+00:00","Pumpkin Spice","Health Evaluations & Nutrition Programs","Open Emails","2017-08-22T10:04:29.514+00:00","F","No","Total Control","Lauren Boyle","Dayton Harris PhD","35915-9847","Customer","2017-04-19T02:39:10.048+00:00","Extravaganza","1x/Month","Presidents Team - 30k President","Florida",22,2,44,78,35
