"LoyaltyProgramMember_Contact_Name","LoyaltyProgramMember_ProgramId","NextResetDate","LastResetDate","LoyaltyProgramMember_MemberName","LoyaltyProgramMember_EnrollmentDate","LoyaltyProgramCurrency_QP_Currency","LoyaltyProgramMember_IsReferral","LoyaltyProgramCurrencyId","LoyaltyProgramMember_MemberStatus","Name","LoyaltyMemberId","LoyaltyProgramMember_Account_Name","LoyaltyProgramMember_MembershipEndDate","LoyaltyProgramMember_Referrer_Account_Name","LoyaltyProgramMember_Contact_MobilePhone","LoyaltyProgramMember_EnrollmentChannel","LoyaltyProgramMember_Contact_Birthdate","LoyaltyProgramMember_Referrer_Contact_Birthdate","LoyaltyProgramMember_LeadOrContactName","LoyaltyProgramMember_Referrer_Contact_Name","LastProcessedDate","LoyaltyProgramMember_LeadOrContactId","LoyaltyProgramMember_Referrer_Contact_MobilePhone","LoyaltyProgramMember_LoyaltyProgram_Name","LoyaltyProgramMember_MembershipNumber","LoyaltyProgramMember_LastActivityDate","LoyaltyProgramMember_MemberType","LoyaltyProgramCurrency_CurrencyType","LoyaltyProgramMember_AccountContact_Id","Id","LoyaltyProgramCurrency_NQP_Currency","LastExpirationProcessRunDate","LoyaltyProgramCurrency_Id","TotalPointsExpired","ExpirablePoints","TotalPointsRedeemed","TotalPointsAccrued","PointsBalance","BalanceBeforeReset"
"Sam Ahhee","0lpB00000004CeyIAE","2022-01-13",,"Sanofi Pharma","2020-08-15","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004FfKMAU","Sanofi Pharma",,,,"POS",,,"Greyson Abdelmuti",,"2021-03-03","003B000000HtVuvIAF",,"Xplore","CorpAiN_UIDbabefgad_b_ha",,"Corporate","Qualifying","003B000000HtVuvIAF","0lzB00000004ME7IAM",,,"0lcB00000004CXWIA2",0,0,0,26508,26508,0
"Sam Ahhee","0lpB00000004CeyIAE",,,"Sanofi Pharma","2020-08-15",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004FfKMAU","Sanofi Pharma",,,,"POS",,,"Greyson Abdelmuti",,"2021-03-03","003B000000HtVuvIAF",,"Xplore","CorpAiN_UIDbabefgad_b_ha",,"Corporate","NonQualifying","003B000000HtVuvIAF","0lzB00000004ME8IAM","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,23096,23096,0
"Sam Ahhee","0lpB00000004CeyIAE","2021-02-15",,"Sanofi Pharma","2020-08-15","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004FfKMAU","Sanofi Pharma",,,,"POS",,,"Greyson Abdelmuti",,"2021-03-03","003B000000HtVuvIAF",,"Xplore","CorpAiN_UIDbabefgad_b_ha",,"Corporate","Qualifying","003B000000HtVuvIAF","0lzB00000004ME9IAM",,,"0lcB00000004CXYIA2",0,0,0,0,0,0
"Trey Ahia","0lpB00000004CeyIAE","2022-01-13",,"Max Life","2021-09-29","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004FixMAE","Max Life",,,,"Web",,,"Jaxson Abdella",,"2021-03-03","003B000000HtVuwIAF",,"Xplore","CorpAiN_UIDbabefgad_b_hb",,"Corporate","Qualifying","003B000000HtVuwIAF","0lzB00000004MEAIA2",,,"0lcB00000004CXWIA2",0,0,0,0,0,0
"Trey Ahia","0lpB00000004CeyIAE",,,"Max Life","2021-09-29",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004FixMAE","Max Life",,,,"Web",,,"Jaxson Abdella",,"2021-03-03","003B000000HtVuwIAF",,"Xplore","CorpAiN_UIDbabefgad_b_hb",,"Corporate","NonQualifying","003B000000HtVuwIAF","0lzB00000004MEBIA2","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,25421,25421,0
"Trey Ahia","0lpB00000004CeyIAE","2022-03-29",,"Max Life","2021-09-29","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004FixMAE","Max Life",,,,"Web",,,"Jaxson Abdella",,"2021-03-03","003B000000HtVuwIAF",,"Xplore","CorpAiN_UIDbabefgad_b_hb",,"Corporate","Qualifying","003B000000HtVuwIAF","0lzB00000004MECIA2",,,"0lcB00000004CXYIA2",0,0,0,28315,28315,0
"Mohammad Ahimud","0lpB00000004CeyIAE","2022-01-13",,"Prudential","2020-06-03","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004FiYMAU","Prudential",,,,"Email",,,"Dominic Abdelhamid",,"2021-03-03","003B000000HtVuxIAF",,"Xplore","CorpAiN_UIDbabefgad_b_hc",,"Corporate","Qualifying","003B000000HtVuxIAF","0lzB00000004MEDIA2",,,"0lcB00000004CXWIA2",0,0,0,27860,27860,0
"Mohammad Ahimud","0lpB00000004CeyIAE",,,"Prudential","2020-06-03",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004FiYMAU","Prudential",,,,"Email",,,"Dominic Abdelhamid",,"2021-03-03","003B000000HtVuxIAF",,"Xplore","CorpAiN_UIDbabefgad_b_hc",,"Corporate","NonQualifying","003B000000HtVuxIAF","0lzB00000004MEEIA2","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,23340,23340,0
"Mohammad Ahimud","0lpB00000004CeyIAE","2020-12-03",,"Prudential","2020-06-03","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004FiYMAU","Prudential",,,,"Email",,,"Dominic Abdelhamid",,"2021-03-03","003B000000HtVuxIAF",,"Xplore","CorpAiN_UIDbabefgad_b_hc",,"Corporate","Qualifying","003B000000HtVuxIAF","0lzB00000004MEFIA2",,,"0lcB00000004CXYIA2",0,0,0,0,0,0
"Alberto Ahl","0lpB00000004CeyIAE","2022-01-13",,"Gold Investments","2021-05-24","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004Fi9MAE","Gold Investments",,,,"Social",,,"Nicholas Abdeldayen",,"2021-03-03","003B000000HtVuyIAF",,"Xplore","CorpAiN_UIDbabefgad_b_hd",,"Corporate","Qualifying","003B000000HtVuyIAF","0lzB00000004MEGIA2",,,"0lcB00000004CXWIA2",0,0,0,0,0,0
"Alberto Ahl","0lpB00000004CeyIAE",,,"Gold Investments","2021-05-24",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004Fi9MAE","Gold Investments",,,,"Social",,,"Nicholas Abdeldayen",,"2021-03-03","003B000000HtVuyIAF",,"Xplore","CorpAiN_UIDbabefgad_b_hd",,"Corporate","NonQualifying","003B000000HtVuyIAF","0lzB00000004MEHIA2","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,26774,26774,0
"Alberto Ahl","0lpB00000004CeyIAE","2021-11-24",,"Gold Investments","2021-05-24","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004Fi9MAE","Gold Investments",,,,"Social",,,"Nicholas Abdeldayen",,"2021-03-03","003B000000HtVuyIAF",,"Xplore","CorpAiN_UIDbabefgad_b_hd",,"Corporate","Qualifying","003B000000HtVuyIAF","0lzB00000004MEIIA2",,,"0lcB00000004CXYIA2",0,0,0,26813,26813,0
"Gustavo Ahlberg","0lpB00000004CeyIAE","2022-01-13",,"Tesla","2021-12-02","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004FhkMAE","Tesla",,,,"CallCenter",,,"Maverick Abdelaziz",,"2021-03-03","003B000000HtVuzIAF",,"Xplore","CorpAiN_UIDbabefgad_b_he",,"Corporate","Qualifying","003B000000HtVuzIAF","0lzB00000004MEJIA2",,,"0lcB00000004CXWIA2",0,0,0,27503,27503,0
"Gustavo Ahlberg","0lpB00000004CeyIAE",,,"Tesla","2021-12-02",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004FhkMAE","Tesla",,,,"CallCenter",,,"Maverick Abdelaziz",,"2021-03-03","003B000000HtVuzIAF",,"Xplore","CorpAiN_UIDbabefgad_b_he",,"Corporate","NonQualifying","003B000000HtVuzIAF","0lzB00000004MEKIA2","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,25701,25701,0
"Gustavo Ahlberg","0lpB00000004CeyIAE","2022-06-01",,"Tesla","2021-12-02","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004FhkMAE","Tesla",,,,"CallCenter",,,"Maverick Abdelaziz",,"2021-03-03","003B000000HtVuzIAF",,"Xplore","CorpAiN_UIDbabefgad_b_he",,"Corporate","Qualifying","003B000000HtVuzIAF","0lzB00000004MELIA2",,,"0lcB00000004CXYIA2",0,0,0,0,0,0
"Arturo Ahlborn","0lpB00000004CeyIAE","2022-01-13",,"Telstra","2021-03-02","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004FhLMAU","Telstra",,,,"POS",,,"Angel Abdelal",,"2021-03-03","003B000000HtVv0IAF",,"Xplore","CorpAiN_UIDbabefgad_b_hf",,"Corporate","Qualifying","003B000000HtVv0IAF","0lzB00000004MEMIA2",,,"0lcB00000004CXWIA2",0,0,0,0,0,0
"Arturo Ahlborn","0lpB00000004CeyIAE",,,"Telstra","2021-03-02",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004FhLMAU","Telstra",,,,"POS",,,"Angel Abdelal",,"2021-03-03","003B000000HtVv0IAF",,"Xplore","CorpAiN_UIDbabefgad_b_hf",,"Corporate","NonQualifying","003B000000HtVv0IAF","0lzB00000004MENIA2","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,24519,24519,0
"Arturo Ahlborn","0lpB00000004CeyIAE","2021-08-30",,"Telstra","2021-03-02","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004FhLMAU","Telstra",,,,"POS",,,"Angel Abdelal",,"2021-03-03","003B000000HtVv0IAF",,"Xplore","CorpAiN_UIDbabefgad_b_hf",,"Corporate","Qualifying","003B000000HtVv0IAF","0lzB00000004MEOIA2",,,"0lcB00000004CXYIA2",0,0,0,28771,28771,0
"Marcelo Ahle","0lpB00000004CeyIAE","2022-01-13",,"Pfizer","2021-08-10","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004FgwMAE","Pfizer",,,,"Web",,,"Robert Abdel",,"2021-03-03","003B000000HtVv1IAF",,"Xplore","CorpAiN_UIDbabefgad_b_hg",,"Corporate","Qualifying","003B000000HtVv1IAF","0lzB00000004MEPIA2",,,"0lcB00000004CXWIA2",0,0,0,28902,28902,0
"Marcelo Ahle","0lpB00000004CeyIAE",,,"Pfizer","2021-08-10",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004FgwMAE","Pfizer",,,,"Web",,,"Robert Abdel",,"2021-03-03","003B000000HtVv1IAF",,"Xplore","CorpAiN_UIDbabefgad_b_hg",,"Corporate","NonQualifying","003B000000HtVv1IAF","0lzB00000004MEQIA2","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,25660,25660,0
"Marcelo Ahle","0lpB00000004CeyIAE","2022-02-10",,"Pfizer","2021-08-10","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004FgwMAE","Pfizer",,,,"Web",,,"Robert Abdel",,"2021-03-03","003B000000HtVv1IAF",,"Xplore","CorpAiN_UIDbabefgad_b_hg",,"Corporate","Qualifying","003B000000HtVv1IAF","0lzB00000004MERIA2",,,"0lcB00000004CXYIA2",0,0,0,0,0,0
"Abdiel Ahlemeyer","0lpB00000004CeyIAE","2022-01-13",,"Morgan Stanley","2020-05-28","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004FgXMAU","Morgan Stanley",,,,"Email",,,"Carson Abdallah",,"2021-03-03","003B000000HtVv2IAF",,"Xplore","CorpAiN_UIDbabefgad_b_hh",,"Corporate","Qualifying","003B000000HtVv2IAF","0lzB00000004MESIA2",,,"0lcB00000004CXWIA2",0,0,0,0,0,0
"Abdiel Ahlemeyer","0lpB00000004CeyIAE",,,"Morgan Stanley","2020-05-28",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004FgXMAU","Morgan Stanley",,,,"Email",,,"Carson Abdallah",,"2021-03-03","003B000000HtVv2IAF",,"Xplore","CorpAiN_UIDbabefgad_b_hh",,"Corporate","NonQualifying","003B000000HtVv2IAF","0lzB00000004METIA2","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,25911,25911,0
"Abdiel Ahlemeyer","0lpB00000004CeyIAE","2020-11-28",,"Morgan Stanley","2020-05-28","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004FgXMAU","Morgan Stanley",,,,"Email",,,"Carson Abdallah",,"2021-03-03","003B000000HtVv2IAF",,"Xplore","CorpAiN_UIDbabefgad_b_hh",,"Corporate","Qualifying","003B000000HtVv2IAF","0lzB00000004MEUIA2",,,"0lcB00000004CXYIA2",0,0,0,28347,28347,0
"Hamza Ahler","0lpB00000004CeyIAE","2022-01-13",,"JP Morgan","2020-10-22","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004Fg8MAE","JP Morgan",,,,"Social",,,"Cameron Abdalla",,"2021-03-03","003B000000HtVv3IAF",,"Xplore","CorpAiN_UIDbabefgad_b_hi",,"Corporate","Qualifying","003B000000HtVv3IAF","0lzB00000004MEVIA2",,,"0lcB00000004CXWIA2",0,0,0,27466,27466,0
"Hamza Ahler","0lpB00000004CeyIAE",,,"JP Morgan","2020-10-22",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004Fg8MAE","JP Morgan",,,,"Social",,,"Cameron Abdalla",,"2021-03-03","003B000000HtVv3IAF",,"Xplore","CorpAiN_UIDbabefgad_b_hi",,"Corporate","NonQualifying","003B000000HtVv3IAF","0lzB00000004MEWIA2","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,25716,25716,0
"Hamza Ahler","0lpB00000004CeyIAE","2021-04-22",,"JP Morgan","2020-10-22","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004Fg8MAE","JP Morgan",,,,"Social",,,"Cameron Abdalla",,"2021-03-03","003B000000HtVv3IAF",,"Xplore","CorpAiN_UIDbabefgad_b_hi",,"Corporate","Qualifying","003B000000HtVv3IAF","0lzB00000004MEXIA2",,,"0lcB00000004CXYIA2",0,0,0,0,0,0
"Alfredo Ahlers","0lpB00000004CeyIAE","2022-01-13",,"Novartis","2020-10-30","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004FfjMAE","Novartis",,,,"CallCenter",,,"Colton Abby",,"2021-03-03","003B000000HtVv4IAF",,"Xplore","CorpAiN_UIDbabefgad_b_hj",,"Corporate","Qualifying","003B000000HtVv4IAF","0lzB00000004MEYIA2",,,"0lcB00000004CXWIA2",0,0,0,0,0,0
"Alfredo Ahlers","0lpB00000004CeyIAE",,,"Novartis","2020-10-30",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004FfjMAE","Novartis",,,,"CallCenter",,,"Colton Abby",,"2021-03-03","003B000000HtVv4IAF",,"Xplore","CorpAiN_UIDbabefgad_b_hj",,"Corporate","NonQualifying","003B000000HtVv4IAF","0lzB00000004MEZIA2","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,27053,27053,0
"Alfredo Ahlers","0lpB00000004CeyIAE","2021-04-30",,"Novartis","2020-10-30","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004FfjMAE","Novartis",,,,"CallCenter",,,"Colton Abby",,"2021-03-03","003B000000HtVv4IAF",,"Xplore","CorpAiN_UIDbabefgad_b_hj",,"Corporate","Qualifying","003B000000HtVv4IAF","0lzB00000004MEaIAM",,,"0lcB00000004CXYIA2",0,0,0,30292,30292,0
"Chris Ahles","0lpB00000004CeyIAE","2022-01-13",,"Sanofi Pharma","2020-07-01","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004FfLMAU","Sanofi Pharma",,,,"POS",,,"Greyson Abdelmuti",,"2021-03-03","003B000000HtVuvIAF",,"Xplore","CorpAiN_UIDbabefgad_b_ia",,"Corporate","Qualifying","003B000000HtVuvIAF","0lzB00000004MEbIAM",,,"0lcB00000004CXWIA2",0,0,0,30221,30221,0
"Chris Ahles","0lpB00000004CeyIAE",,,"Sanofi Pharma","2020-07-01",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004FfLMAU","Sanofi Pharma",,,,"POS",,,"Greyson Abdelmuti",,"2021-03-03","003B000000HtVuvIAF",,"Xplore","CorpAiN_UIDbabefgad_b_ia",,"Corporate","NonQualifying","003B000000HtVuvIAF","0lzB00000004MEcIAM","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,25955,25955,0
"Chris Ahles","0lpB00000004CeyIAE","2020-12-31",,"Sanofi Pharma","2020-07-01","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004FfLMAU","Sanofi Pharma",,,,"POS",,,"Greyson Abdelmuti",,"2021-03-03","003B000000HtVuvIAF",,"Xplore","CorpAiN_UIDbabefgad_b_ia",,"Corporate","Qualifying","003B000000HtVuvIAF","0lzB00000004MEdIAM",,,"0lcB00000004CXYIA2",0,0,0,0,0,0
"Finnley Ahlf","0lpB00000004CeyIAE","2022-01-13",,"Max Life","2020-06-23","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004FiyMAE","Max Life",,,,"Web",,,"Jaxson Abdella",,"2021-03-03","003B000000HtVuwIAF",,"Xplore","CorpAiN_UIDbabefgad_b_ib",,"Corporate","Qualifying","003B000000HtVuwIAF","0lzB00000004MEeIAM",,,"0lcB00000004CXWIA2",0,0,0,0,0,0
"Finnley Ahlf","0lpB00000004CeyIAE",,,"Max Life","2020-06-23",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004FiyMAE","Max Life",,,,"Web",,,"Jaxson Abdella",,"2021-03-03","003B000000HtVuwIAF",,"Xplore","CorpAiN_UIDbabefgad_b_ib",,"Corporate","NonQualifying","003B000000HtVuwIAF","0lzB00000004MEfIAM","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,26275,26275,0
"Finnley Ahlf","0lpB00000004CeyIAE","2020-12-23",,"Max Life","2020-06-23","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004FiyMAE","Max Life",,,,"Web",,,"Jaxson Abdella",,"2021-03-03","003B000000HtVuwIAF",,"Xplore","CorpAiN_UIDbabefgad_b_ib",,"Corporate","Qualifying","003B000000HtVuwIAF","0lzB00000004MEgIAM",,,"0lcB00000004CXYIA2",0,0,0,30492,30492,0
"Curtis Ahlfield","0lpB00000004CeyIAE","2022-01-13",,"Prudential","2020-11-12","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004FiZMAU","Prudential",,,,"Email",,,"Dominic Abdelhamid",,"2021-03-03","003B000000HtVuxIAF",,"Xplore","CorpAiN_UIDbabefgad_b_ic",,"Corporate","Qualifying","003B000000HtVuxIAF","0lzB00000004MEhIAM",,,"0lcB00000004CXWIA2",0,0,0,28001,28001,0
"Curtis Ahlfield","0lpB00000004CeyIAE",,,"Prudential","2020-11-12",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004FiZMAU","Prudential",,,,"Email",,,"Dominic Abdelhamid",,"2021-03-03","003B000000HtVuxIAF",,"Xplore","CorpAiN_UIDbabefgad_b_ic",,"Corporate","NonQualifying","003B000000HtVuxIAF","0lzB00000004MEiIAM","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,26233,26233,0
"Curtis Ahlfield","0lpB00000004CeyIAE","2021-05-12",,"Prudential","2020-11-12","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004FiZMAU","Prudential",,,,"Email",,,"Dominic Abdelhamid",,"2021-03-03","003B000000HtVuxIAF",,"Xplore","CorpAiN_UIDbabefgad_b_ic",,"Corporate","Qualifying","003B000000HtVuxIAF","0lzB00000004MEjIAM",,,"0lcB00000004CXYIA2",0,0,0,0,0,0
"Kellan Ahlgren","0lpB00000004CeyIAE","2022-01-13",,"Gold Investments","2021-10-30","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004FiAMAU","Gold Investments",,,,"Social",,,"Nicholas Abdeldayen",,"2021-03-03","003B000000HtVuyIAF",,"Xplore","CorpAiN_UIDbabefgad_b_id",,"Corporate","Qualifying","003B000000HtVuyIAF","0lzB00000004MEkIAM",,,"0lcB00000004CXWIA2",0,0,0,0,0,0
"Kellan Ahlgren","0lpB00000004CeyIAE",,,"Gold Investments","2021-10-30",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004FiAMAU","Gold Investments",,,,"Social",,,"Nicholas Abdeldayen",,"2021-03-03","003B000000HtVuyIAF",,"Xplore","CorpAiN_UIDbabefgad_b_id",,"Corporate","NonQualifying","003B000000HtVuyIAF","0lzB00000004MElIAM","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,24546,24546,0
"Kellan Ahlgren","0lpB00000004CeyIAE","2022-04-30",,"Gold Investments","2021-10-30","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004FiAMAU","Gold Investments",,,,"Social",,,"Nicholas Abdeldayen",,"2021-03-03","003B000000HtVuyIAF",,"Xplore","CorpAiN_UIDbabefgad_b_id",,"Corporate","Qualifying","003B000000HtVuyIAF","0lzB00000004MEmIAM",,,"0lcB00000004CXYIA2",0,0,0,25969,25969,0
"Quincy Ahlheim","0lpB00000004CeyIAE","2022-01-13",,"Tesla","2021-10-10","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004FhlMAE","Tesla",,,,"CallCenter",,,"Maverick Abdelaziz",,"2021-03-03","003B000000HtVuzIAF",,"Xplore","CorpAiN_UIDbabefgad_b_ie",,"Corporate","Qualifying","003B000000HtVuzIAF","0lzB00000004MEnIAM",,,"0lcB00000004CXWIA2",0,0,0,28153,28153,0
"Quincy Ahlheim","0lpB00000004CeyIAE",,,"Tesla","2021-10-10",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004FhlMAE","Tesla",,,,"CallCenter",,,"Maverick Abdelaziz",,"2021-03-03","003B000000HtVuzIAF",,"Xplore","CorpAiN_UIDbabefgad_b_ie",,"Corporate","NonQualifying","003B000000HtVuzIAF","0lzB00000004MEoIAM","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,24037,24037,0
"Quincy Ahlheim","0lpB00000004CeyIAE","2022-04-10",,"Tesla","2021-10-10","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004FhlMAE","Tesla",,,,"CallCenter",,,"Maverick Abdelaziz",,"2021-03-03","003B000000HtVuzIAF",,"Xplore","CorpAiN_UIDbabefgad_b_ie",,"Corporate","Qualifying","003B000000HtVuzIAF","0lzB00000004MEpIAM",,,"0lcB00000004CXYIA2",0,0,0,0,0,0
"Kase Ahlin","0lpB00000004CeyIAE","2022-01-13",,"Telstra","2020-08-16","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004FhMMAU","Telstra",,,,"POS",,,"Angel Abdelal",,"2021-03-03","003B000000HtVv0IAF",,"Xplore","CorpAiN_UIDbabefgad_b_if",,"Corporate","Qualifying","003B000000HtVv0IAF","0lzB00000004MEqIAM",,,"0lcB00000004CXWIA2",0,0,0,0,0,0
"Kase Ahlin","0lpB00000004CeyIAE",,,"Telstra","2020-08-16",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004FhMMAU","Telstra",,,,"POS",,,"Angel Abdelal",,"2021-03-03","003B000000HtVv0IAF",,"Xplore","CorpAiN_UIDbabefgad_b_if",,"Corporate","NonQualifying","003B000000HtVv0IAF","0lzB00000004MErIAM","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,23649,23649,0
"Kase Ahlin","0lpB00000004CeyIAE","2021-02-16",,"Telstra","2020-08-16","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004FhMMAU","Telstra",,,,"POS",,,"Angel Abdelal",,"2021-03-03","003B000000HtVv0IAF",,"Xplore","CorpAiN_UIDbabefgad_b_if",,"Corporate","Qualifying","003B000000HtVv0IAF","0lzB00000004MEsIAM",,,"0lcB00000004CXYIA2",0,0,0,28167,28167,0
"Harry Ahlm","0lpB00000004CeyIAE","2022-01-13",,"Pfizer","2021-12-09","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004FgxMAE","Pfizer",,,,"Web",,,"Robert Abdel",,"2021-03-03","003B000000HtVv1IAF",,"Xplore","CorpAiN_UIDbabefgad_b_ig",,"Corporate","Qualifying","003B000000HtVv1IAF","0lzB00000004MEtIAM",,,"0lcB00000004CXWIA2",0,0,0,29875,29875,0
"Harry Ahlm","0lpB00000004CeyIAE",,,"Pfizer","2021-12-09",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004FgxMAE","Pfizer",,,,"Web",,,"Robert Abdel",,"2021-03-03","003B000000HtVv1IAF",,"Xplore","CorpAiN_UIDbabefgad_b_ig",,"Corporate","NonQualifying","003B000000HtVv1IAF","0lzB00000004MEuIAM","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,24382,24382,0
"Harry Ahlm","0lpB00000004CeyIAE","2022-06-09",,"Pfizer","2021-12-09","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004FgxMAE","Pfizer",,,,"Web",,,"Robert Abdel",,"2021-03-03","003B000000HtVv1IAF",,"Xplore","CorpAiN_UIDbabefgad_b_ig",,"Corporate","Qualifying","003B000000HtVv1IAF","0lzB00000004MEvIAM",,,"0lcB00000004CXYIA2",0,0,0,0,0,0
"Kyree Ahlman","0lpB00000004CeyIAE","2022-01-13",,"Morgan Stanley","2020-12-15","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004FgYMAU","Morgan Stanley",,,,"Email",,,"Carson Abdallah",,"2021-03-03","003B000000HtVv2IAF",,"Xplore","CorpAiN_UIDbabefgad_b_ih",,"Corporate","Qualifying","003B000000HtVv2IAF","0lzB00000004MEwIAM",,,"0lcB00000004CXWIA2",0,0,0,0,0,0
"Kyree Ahlman","0lpB00000004CeyIAE",,,"Morgan Stanley","2020-12-15",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004FgYMAU","Morgan Stanley",,,,"Email",,,"Carson Abdallah",,"2021-03-03","003B000000HtVv2IAF",,"Xplore","CorpAiN_UIDbabefgad_b_ih",,"Corporate","NonQualifying","003B000000HtVv2IAF","0lzB00000004MExIAM","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,25402,25402,0
"Kyree Ahlman","0lpB00000004CeyIAE","2021-06-15",,"Morgan Stanley","2020-12-15","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004FgYMAU","Morgan Stanley",,,,"Email",,,"Carson Abdallah",,"2021-03-03","003B000000HtVv2IAF",,"Xplore","CorpAiN_UIDbabefgad_b_ih",,"Corporate","Qualifying","003B000000HtVv2IAF","0lzB00000004MEyIAM",,,"0lcB00000004CXYIA2",0,0,0,30899,30899,0
