"LoyaltyProgramMember_Contact_Name","LoyaltyProgramMember_ProgramId","LoyaltyTierId","LoyaltyTier_LoyaltyTierGroup_Name","LoyaltyProgramMember_MemberName","LoyaltyProgramMember_EnrollmentDate","LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_MobilePhone","LoyaltyProgramMember_IsReferral","LoyaltyProgramMember_MemberStatus","Name","LoyaltyMemberId","LoyaltyProgramMember_Account_Name","LoyaltyProgramMember_MembershipEndDate","LoyaltyMemberCurrency_LoyaltyProgramMember_AccountContact_Id","LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_Birthdate","LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_Birthdate","LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_MobilePhone","LoyaltyProgramMember_MemberTenureBucket","LoyaltyProgramMember_Referrer_Account_Name","ReasonForChange","LoyaltyProgramMember_Contact_MobilePhone","LoyaltyProgramMember_EnrollmentChannel","LoyaltyProgramMember_TransactionJournal_SecondAccrualDate","LoyaltyProgramMember_MembershipLastRenewalDate","LoyaltyTier_Name","LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_Name","LoyaltyProgramMember_Contact_Birthdate","LoyaltyProgramMember_LeadOrContactName","LoyaltyProgramMember_Referrer_Contact_Name","LastProcessedDate","LoyaltyTierGroupId","TierExpirationDate","LoyaltyProgramMember_LeadOrContactId","LoyaltyMemberCurrency_LoyaltyProgramCurrency_QP_Currency","LoyaltyMemberCurrency_LoyaltyProgramCurrency_NQP_Currency","LoyaltyProgramMember_LoyaltyProgram_Name","LoyaltyProgramMember_MembershipNumber","LoyaltyProgramMember_TransactionJournal_FirstAccrualDate","LoyaltyProgramMember_MemberType","LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_Name","LoyaltyProgramMember_AccountContact_Id","Id","LoyaltyProgramMember_ReferredById","EffectiveDate","LoyaltyTier_SequenceNumber"
"Marcel Ake","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Marcel Ake","2020-12-25",,"No","Active","Bronze","0lMB00000004G3tMAE",,,,,,,"1.< 1 month",,,,"Email","2021-09-29","2021-12-25","Bronze","Marcel Ake",,"Marcel Ake",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVjJIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hca","2021-05-15","Individual",,,"0lyB00000004IlPIAU",,,1
"Marcel Ake","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Marcel Ake","2020-12-25",,"No","Active","Premium","0lMB00000004G3tMAE",,,,,,,"1.< 1 month",,,,"Email","2021-09-29","2021-12-25","Premium","Marcel Ake",,"Marcel Ake",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVjJIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hca","2021-05-15","Individual",,,"0lyB00000004IlQIAU",,,1
"Wells Akel","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Wells Akel","2020-10-19",,"No","Active","Bronze","0lMB00000004G3sMAE",,,,,,,"3.3-6 months",,,,"Web","2021-05-04","2021-10-19","Bronze","Wells Akel",,"Wells Akel",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVjIIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hcb","2021-03-03","Individual",,,"0lyB00000004IlRIAU",,,1
"Wells Akel","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Wells Akel","2020-10-19",,"No","Active","Premium","0lMB00000004G3sMAE",,,,,,,"3.3-6 months",,,,"Web","2021-05-04","2021-10-19","Premium","Wells Akel",,"Wells Akel",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVjIIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hcb","2021-03-03","Individual",,,"0lyB00000004IlSIAU",,,1
"Zyaire Akemon","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Zyaire Akemon","2020-06-20",,"No","Active","Bronze","0lMB00000004G3rMAE",,,,,,,"4.6-9 months",,,,"Email","2021-01-05","2021-06-20","Bronze","Zyaire Akemon",,"Zyaire Akemon",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVjHIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hcc","2020-11-06","Individual",,,"0lyB00000004IlTIAU",,,1
"Zyaire Akemon","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Zyaire Akemon","2020-06-20",,"No","Active","Premium","0lMB00000004G3rMAE",,,,,,,"4.6-9 months",,,,"Email","2021-01-05","2021-06-20","Premium","Zyaire Akemon",,"Zyaire Akemon",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVjHIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hcc","2020-11-06","Individual",,,"0lyB00000004IlUIAU",,,1
"Brecken Aken","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Brecken Aken","2020-07-18",,"No","Active","Bronze","0lMB00000004G3qMAE",,,,,,,"4.6-9 months",,,,"Social","2021-02-03","2021-07-18","Bronze","Brecken Aken",,"Brecken Aken",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVjGIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hcd","2020-12-02","Individual",,,"0lyB00000004IlVIAU",,,1
"Brecken Aken","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Brecken Aken","2020-07-18",,"No","Active","Premium","0lMB00000004G3qMAE",,,,,,,"4.6-9 months",,,,"Social","2021-02-03","2021-07-18","Premium","Brecken Aken",,"Brecken Aken",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVjGIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hcd","2020-12-02","Individual",,,"0lyB00000004IlWIAU",,,1
"Byron Aker","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Byron Aker","2020-02-27",,"No","Active","Bronze","0lMB00000004G3pMAE",,,,,,,"5.9-12 months",,,,"CallCenter","2020-11-06","2021-02-26","Bronze","Byron Aker",,"Byron Aker",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVjFIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hce","2020-07-11","Individual",,,"0lyB00000004IlXIAU",,,1
"Byron Aker","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Byron Aker","2020-02-27",,"No","Active","Premium","0lMB00000004G3pMAE",,,,,,,"5.9-12 months",,,,"CallCenter","2020-11-06","2021-02-26","Premium","Byron Aker",,"Byron Aker",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVjFIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hce","2020-07-11","Individual",,,"0lyB00000004IlYIAU",,,1
"Otis Akerley","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Otis Akerley","2020-08-25",,"No","Active","Bronze","0lMB00000004G3oMAE",,,,,,,"3.3-6 months",,,,"Email","2021-04-24","2021-08-25","Bronze","Otis Akerley",,"Otis Akerley",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVjEIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hcf","2021-01-17","Individual",,,"0lyB00000004IlZIAU",,,1
"Otis Akerley","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Otis Akerley","2020-08-25",,"No","Active","Premium","0lMB00000004G3oMAE",,,,,,,"3.3-6 months",,,,"Email","2021-04-24","2021-08-25","Premium","Otis Akerley",,"Otis Akerley",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVjEIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hcf","2021-01-17","Individual",,,"0lyB00000004IlaIAE",,,1
"Reyansh Akerman","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Reyansh Akerman","2020-02-09",,"No","Active","Bronze","0lMB00000004G3nMAE",,,,,,,"5.9-12 months",,,,"Web","2020-07-17","2021-02-08","Bronze","Reyansh Akerman",,"Reyansh Akerman",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVjDIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hcg","2020-06-24","Individual",,,"0lyB00000004IlbIAE",,,1
"Reyansh Akerman","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Reyansh Akerman","2020-02-09",,"No","Active","Premium","0lMB00000004G3nMAE",,,,,,,"5.9-12 months",,,,"Web","2020-07-17","2021-02-08","Premium","Reyansh Akerman",,"Reyansh Akerman",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVjDIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hcg","2020-06-24","Individual",,,"0lyB00000004IlcIAE",,,1
"Axl Akers","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Axl Akers","2021-02-11",,"No","Active","Bronze","0lMB00000004G3mMAE",,,,,,,"9.NA",,,,"Email","2021-10-04","2022-02-11","Bronze","Axl Akers",,"Axl Akers",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVjCIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hch","2021-06-27","Individual",,,"0lyB00000004IldIAE",,,1
"Axl Akers","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Axl Akers","2021-02-11",,"No","Active","Premium","0lMB00000004G3mMAE",,,,,,,"9.NA",,,,"Email","2021-10-04","2022-02-11","Premium","Axl Akers",,"Axl Akers",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVjCIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hch","2021-06-27","Individual",,,"0lyB00000004IleIAE",,,1
"Joey Akerson","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Joey Akerson","2020-11-06",,"No","Active","Bronze","0lMB00000004G3lMAE",,,,,,,"2.1-3 months",,,,"Social","2021-07-16","2021-11-06","Bronze","Joey Akerson",,"Joey Akerson",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVjBIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hci","2021-03-22","Individual",,,"0lyB00000004IlfIAE",,,1
"Joey Akerson","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Joey Akerson","2020-11-06",,"No","Active","Premium","0lMB00000004G3lMAE",,,,,,,"2.1-3 months",,,,"Social","2021-07-16","2021-11-06","Premium","Joey Akerson",,"Joey Akerson",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVjBIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hci","2021-03-22","Individual",,,"0lyB00000004IlgIAE",,,1
"Trace Akery","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Trace Akery","2021-03-23",,"No","Active","Bronze","0lMB00000004G3kMAE",,,,,,,"9.NA",,,,"CallCenter","2021-10-28","2022-03-23","Bronze","Trace Akery",,"Trace Akery",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVjAIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hcj","2021-08-06","Individual",,,"0lyB00000004IlhIAE",,,1
"Trace Akery","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Trace Akery","2021-03-23",,"No","Active","Premium","0lMB00000004G3kMAE",,,,,,,"9.NA",,,,"CallCenter","2021-10-28","2022-03-23","Premium","Trace Akery",,"Trace Akery",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVjAIAV","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hcj","2021-08-06","Individual",,,"0lyB00000004IliIAE",,,1
"Morgan Akes","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Morgan Akes","2021-05-13",,"No","Active","Bronze","0lMB00000004G3jMAE",,,,,,,"9.NA",,,,"Email","2021-12-08","2022-05-13","Bronze","Morgan Akes",,"Morgan Akes",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVj9IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hda","2021-09-27","Individual",,,"0lyB00000004IljIAE",,,1
"Morgan Akes","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Morgan Akes","2021-05-13",,"No","Active","Premium","0lMB00000004G3jMAE",,,,,,,"9.NA",,,,"Email","2021-12-08","2022-05-13","Premium","Morgan Akes",,"Morgan Akes",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVj9IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hda","2021-09-27","Individual",,,"0lyB00000004IlkIAE",,,1
"Musa Akey","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Musa Akey","2020-02-20",,"No","Active","Bronze","0lMB00000004G3iMAE",,,,,,,"5.9-12 months",,,,"Web","2020-10-11","2021-02-19","Bronze","Musa Akey",,"Musa Akey",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVj8IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hdb","2020-07-05","Individual",,,"0lyB00000004IllIAE",,,1
"Musa Akey","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Musa Akey","2020-02-20",,"No","Active","Premium","0lMB00000004G3iMAE",,,,,,,"5.9-12 months",,,,"Web","2020-10-11","2021-02-19","Premium","Musa Akey",,"Musa Akey",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVj8IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hdb","2020-07-05","Individual",,,"0lyB00000004IlmIAE",,,1
"Harlan Akhand","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Harlan Akhand","2020-07-14",,"No","Active","Bronze","0lMB00000004G3hMAE",,,,,,,"4.6-9 months",,,,"Email","2021-01-14","2021-07-14","Bronze","Harlan Akhand",,"Harlan Akhand",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVj7IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hdc","2020-11-29","Individual",,,"0lyB00000004IlnIAE",,,1
"Harlan Akhand","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Harlan Akhand","2020-07-14",,"No","Active","Premium","0lMB00000004G3hMAE",,,,,,,"4.6-9 months",,,,"Email","2021-01-14","2021-07-14","Premium","Harlan Akhand",,"Harlan Akhand",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVj7IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hdc","2020-11-29","Individual",,,"0lyB00000004IloIAE",,,1
"Enoch Akhavan","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Enoch Akhavan","2020-10-12",,"No","Active","Bronze","0lMB00000004G3gMAE",,,,,,,"3.3-6 months",,,,"Social","2021-07-22","2021-10-12","Bronze","Enoch Akhavan",,"Enoch Akhavan",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVj6IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hdd","2021-02-24","Individual",,,"0lyB00000004IlpIAE",,,1
"Enoch Akhavan","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Enoch Akhavan","2020-10-12",,"No","Active","Premium","0lMB00000004G3gMAE",,,,,,,"3.3-6 months",,,,"Social","2021-07-22","2021-10-12","Premium","Enoch Akhavan",,"Enoch Akhavan",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVj6IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hdd","2021-02-24","Individual",,,"0lyB00000004IlqIAE",,,1
"Henrik Akhtar","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Henrik Akhtar","2020-07-18",,"No","Active","Bronze","0lMB00000004G3fMAE",,,,,,,"4.6-9 months",,,,"CallCenter","2020-12-09","2021-07-18","Bronze","Henrik Akhtar",,"Henrik Akhtar",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVj5IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hde","2020-12-01","Individual",,,"0lyB00000004IlrIAE",,,1
"Henrik Akhtar","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Henrik Akhtar","2020-07-18",,"No","Active","Premium","0lMB00000004G3fMAE",,,,,,,"4.6-9 months",,,,"CallCenter","2020-12-09","2021-07-18","Premium","Henrik Akhtar",,"Henrik Akhtar",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVj5IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hde","2020-12-01","Individual",,,"0lyB00000004IlsIAE",,,1
"Kristopher Aki","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Kristopher Aki","2020-09-16",,"No","Active","Bronze","0lMB00000004G3eMAE",,,,,,,"3.3-6 months",,,,"Email","2021-03-13","2021-09-16","Bronze","Kristopher Aki",,"Kristopher Aki",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVj4IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hdf","2021-02-07","Individual",,,"0lyB00000004IltIAE",,,1
"Kristopher Aki","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Kristopher Aki","2020-09-16",,"No","Active","Premium","0lMB00000004G3eMAE",,,,,,,"3.3-6 months",,,,"Email","2021-03-13","2021-09-16","Premium","Kristopher Aki",,"Kristopher Aki",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVj4IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hdf","2021-02-07","Individual",,,"0lyB00000004IluIAE",,,1
"Talon Akiereisen","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Talon Akiereisen","2021-08-09",,"No","Active","Bronze","0lMB00000004G3dMAE",,,,,,,"9.NA",,,,"Web","2022-01-29","2022-08-09","Bronze","Talon Akiereisen",,"Talon Akiereisen",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVj3IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hdg","2021-12-24","Individual",,,"0lyB00000004IlvIAE",,,1
"Talon Akiereisen","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Talon Akiereisen","2021-08-09",,"No","Active","Premium","0lMB00000004G3dMAE",,,,,,,"9.NA",,,,"Web","2022-01-29","2022-08-09","Premium","Talon Akiereisen",,"Talon Akiereisen",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVj3IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hdg","2021-12-24","Individual",,,"0lyB00000004IlwIAE",,,1
"Rey Akim","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Rey Akim","2021-11-21",,"No","Active","Bronze","0lMB00000004G3cMAE",,,,,,,"9.NA",,,,"Email","2022-08-20","2022-11-21","Bronze","Rey Akim",,"Rey Akim",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVj2IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hdh","2022-04-06","Individual",,,"0lyB00000004IlxIAE",,,1
"Rey Akim","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Rey Akim","2021-11-21",,"No","Active","Premium","0lMB00000004G3cMAE",,,,,,,"9.NA",,,,"Email","2022-08-20","2022-11-21","Premium","Rey Akim",,"Rey Akim",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVj2IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hdh","2022-04-06","Individual",,,"0lyB00000004IlyIAE",,,1
"Jaxen Alaibilla","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Jaxen Alaibilla","2020-11-15",,"No","Active","Bronze","0lMB00000004G3bMAE",,,,,,,"2.1-3 months",,,,"Social","2021-08-06","2021-11-15","Bronze","Jaxen Alaibilla",,"Jaxen Alaibilla",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVj1IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hdi","2021-04-04","Individual",,,"0lyB00000004IlzIAE",,,1
"Jaxen Alaibilla","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Jaxen Alaibilla","2020-11-15",,"No","Active","Premium","0lMB00000004G3bMAE",,,,,,,"2.1-3 months",,,,"Social","2021-08-06","2021-11-15","Premium","Jaxen Alaibilla",,"Jaxen Alaibilla",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVj1IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hdi","2021-04-04","Individual",,,"0lyB00000004Im0IAE",,,1
"Harley Alaimo","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Harley Alaimo","2020-02-10",,"No","Active","Bronze","0lMB00000004G3aMAE",,,,,,,"5.9-12 months",,,,"CallCenter","2020-10-01","2021-02-09","Bronze","Harley Alaimo",,"Harley Alaimo",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVj0IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hdj","2020-06-26","Individual",,,"0lyB00000004Im1IAE",,,1
"Harley Alaimo","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Harley Alaimo","2020-02-10",,"No","Active","Premium","0lMB00000004G3aMAE",,,,,,,"5.9-12 months",,,,"CallCenter","2020-10-01","2021-02-09","Premium","Harley Alaimo",,"Harley Alaimo",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVj0IAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hdj","2020-06-26","Individual",,,"0lyB00000004Im2IAE",,,1
"Magnus Alalem","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Magnus Alalem","2021-03-18",,"No","Active","Bronze","0lMB00000004G3ZMAU",,,,,,,"9.NA",,,,"Email","2021-11-07","2022-03-18","Bronze","Magnus Alalem",,"Magnus Alalem",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVizIAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hea","2021-08-04","Individual",,,"0lyB00000004Im3IAE",,,1
"Magnus Alalem","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Magnus Alalem","2021-03-18",,"No","Active","Premium","0lMB00000004G3ZMAU",,,,,,,"9.NA",,,,"Email","2021-11-07","2022-03-18","Premium","Magnus Alalem",,"Magnus Alalem",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVizIAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hea","2021-08-04","Individual",,,"0lyB00000004Im4IAE",,,1
"Sutton Alam","0lpB00000004CeyIAE","0lgB00000004Ce1IAE","Regular","Sutton Alam","2020-01-06",,"No","Active","Quartz","0lMB00000004G3YMAU",,,,,,,"6.1-2 years",,"Upgrade",,"Web","2020-09-18","2021-01-05","Quartz","Sutton Alam",,"Sutton Alam",,"2021-03-03","0ltB00000004CbbIAE","2021-12-09","003B000000HtViyIAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_heb","2020-05-20","Individual",,,"0lyB00000004Im5IAE",,"2020-12-10",5
"Sutton Alam","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Sutton Alam","2020-01-06",,"No","Active","Premium","0lMB00000004G3YMAU",,,,,,,"6.1-2 years",,,,"Web","2020-09-18","2021-01-05","Premium","Sutton Alam",,"Sutton Alam",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtViyIAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_heb","2020-05-20","Individual",,,"0lyB00000004Im6IAE",,,1
"Dash Alambar","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Dash Alambar","2020-02-27",,"No","Active","Bronze","0lMB00000004G3XMAU",,,,,,,"5.9-12 months",,,,"Email","2020-12-03","2021-02-26","Bronze","Dash Alambar",,"Dash Alambar",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVixIAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hec","2020-07-18","Individual",,,"0lyB00000004Im7IAE",,,1
"Dash Alambar","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Dash Alambar","2020-02-27",,"No","Active","Premium","0lMB00000004G3XMAU",,,,,,,"5.9-12 months",,,,"Email","2020-12-03","2021-02-26","Premium","Dash Alambar",,"Dash Alambar",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVixIAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hec","2020-07-18","Individual",,,"0lyB00000004Im8IAE",,,1
"Anders Alameda","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Anders Alameda","2022-01-01",,"No","Active","Bronze","0lMB00000004G3WMAU",,,,,,,"9.NA",,,,"Social","2022-07-02","2023-01-01","Bronze","Anders Alameda",,"Anders Alameda",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtViwIAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hed","2022-05-16","Individual",,,"0lyB00000004Im9IAE",,,1
"Anders Alameda","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Anders Alameda","2022-01-01",,"No","Active","Premium","0lMB00000004G3WMAU",,,,,,,"9.NA",,,,"Social","2022-07-02","2023-01-01","Premium","Anders Alameda",,"Anders Alameda",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtViwIAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hed","2022-05-16","Individual",,,"0lyB00000004ImAIAU",,,1
"Westley Alameida","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Westley Alameida","2020-12-27",,"No","Active","Bronze","0lMB00000004G3VMAU",,,,,,,"1.< 1 month",,,,"CallCenter","2021-09-29","2021-12-27","Bronze","Westley Alameida",,"Westley Alameida",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtVivIAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hee","2021-05-15","Individual",,,"0lyB00000004ImBIAU",,,1
"Westley Alameida","0lpB00000004CeyIAE","0lgB00000004CdqIAE","Lifetime","Westley Alameida","2020-12-27",,"No","Active","Premium","0lMB00000004G3VMAU",,,,,,,"1.< 1 month",,,,"CallCenter","2021-09-29","2021-12-27","Premium","Westley Alameida",,"Westley Alameida",,"2021-03-03","0ltB00000004CbcIAE",,"003B000000HtVivIAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hee","2021-05-15","Individual",,,"0lyB00000004ImCIAU",,,1
"Brett Alamia","0lpB00000004CeyIAE","0lgB00000004CduIAE","Regular","Brett Alamia","2021-10-20",,"No","Active","Bronze","0lMB00000004G3UMAU",,,,,,,"9.NA",,,,"Email","2022-03-08","2022-10-20","Bronze","Brett Alamia",,"Brett Alamia",,"2021-03-03","0ltB00000004CbbIAE",,"003B000000HtViuIAF","Number of Transactions","Nights Stayed","Xplore","IndivAiK_UIDbabefgad_b_hef","2022-03-05","Individual",,,"0lyB00000004ImDIAU",,,1
