ACCOUNTID,ACCOUNTINVESTMENTOBJECTIVES,ACCOUNTLASTINTERACTION,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,ACCOUNTSERVICEMODEL,CREATEDDATE,ID,PRIORITY,LastProcessedDate
0011U00000KuFXwQAN,Balanced Growth,2019-12-29,Retired,Genevieve Bauer,Tier 3,2020-02-12,Case-30-0011U00000KuFXwQAN,Low,2020-05-25
0011U00000KuFXzQAN,Growth,2018-11-25,Millennials,Seth Frost,Tier 1,2020-02-12,Case-38-0011U00000KuFXzQAN,Low,2020-05-25
0011U00000KuFXzQAN,Growth,2018-11-25,Millennials,Seth Frost,Tier 1,2020-02-11,Case-39-0011U00000KuFXzQAN,Medium,2020-05-25
0011U00000KuFY3QAN,Aggressive Growth,2020-01-09,High Net Worth Families,Amos May,Tier 2,2020-02-15,Case-30-0011U00000KuFY3QAN,Low,2020-05-25
0011U00000KuFY4QAN,Aggressive Growth,2018-11-21,High Net Worth Families,Marny Ford,Tier 1,2020-02-12,Case-29-0011U00000KuFY4QAN,High,2020-05-25
0011U00000KuFYBQA3,Growth,2018-11-25,Affluent Professionals,Lynn Davidson,Tier 2,2020-02-12,Case-34-0011U00000KuFYBQA3,Medium,2020-05-25
0011U00000KuFYBQA3,Growth,2018-11-25,Affluent Professionals,Lynn Davidson,Tier 2,2020-02-13,Case-35-0011U00000KuFYBQA3,Medium,2020-05-25
0011U00000KuFYLQA3,Income,2018-11-26,High Net Worth Families,Bell Solis,Tier 1,2020-02-16,Case-32-0011U00000KuFYLQA3,Low,2020-05-25
0011U00000KuFYOQA3,Income,2018-11-14,Millennials,Slade Lindsay,Tier 2,2020-02-16,Case-31-0011U00000KuFYOQA3,High,2020-05-25
0011U00000KuFYQQA3,Aggressive Growth,2018-11-26,Retired,Autumn Perry,Tier 1,2020-02-13,Case-31-0011U00000KuFYQQA3,High,2020-05-25
0011U00000KuFYTQA3,Balanced Growth,2019-12-29,Millennials,Stephen Pittman,Tier 2,2020-02-15,Case-28-0011U00000KuFYTQA3,Medium,2020-05-25
0011U00000KuFYTQA3,Balanced Growth,2019-12-29,Millennials,Stephen Pittman,Tier 2,2020-02-12,Case-29-0011U00000KuFYTQA3,Low,2020-05-25
0011U00000KuFYYQA3,Growth,2018-11-23,Retired,Gary Prince,Tier 2,2020-02-11,Case-22-0011U00000KuFYYQA3,Low,2020-05-25
0011U00000KuFYYQA3,Growth,2018-11-23,Retired,Gary Prince,Tier 2,2020-02-13,Case-23-0011U00000KuFYYQA3,Medium,2020-05-25
0011U00000KuFYZQA3,Income,2020-02-04,Retired,Clementine Hughes,Tier 1,2020-02-11,Case-31-0011U00000KuFYZQA3,Medium,2020-05-25
0011U00000KuFYZQA3,Income,2020-02-04,Retired,Clementine Hughes,Tier 1,2020-02-15,Case-32-0011U00000KuFYZQA3,Medium,2020-05-25
0011U00000KuFYaQAN,Income,2018-11-23,Mass Market,Drake Branch,Tier 2,2020-02-15,Case-33-0011U00000KuFYaQAN,High,2020-05-25
0011U00000KuFYaQAN,Income,2018-11-23,Mass Market,Drake Branch,Tier 2,2020-02-15,Case-34-0011U00000KuFYaQAN,Low,2020-05-25
0011U00000KuFYcQAN,Aggressive Growth,2018-11-17,Retired,Basil Moran,Tier 3,2020-02-11,Case-32-0011U00000KuFYcQAN,Medium,2020-05-25
0011U00000KuFYcQAN,Aggressive Growth,2018-11-17,Retired,Basil Moran,Tier 3,2020-02-15,Case-33-0011U00000KuFYcQAN,Medium,2020-05-25
0011U00000KuFYhQAN,Growth,2018-11-05,High Net Worth Families,Quon Holcomb,Tier 2,2020-02-12,Case-33-0011U00000KuFYhQAN,Medium,2020-05-25
0011U00000KuFYjQAN,Balanced Growth,2020-01-04,Affluent Professionals,Abraham Tyler,Tier 3,2020-02-14,Case-33-0011U00000KuFYjQAN,Medium,2020-05-25
0011U00000KuFYlQAN,Income,2018-11-30,High Net Worth Families,Maryam Ramsey,Tier 3,2020-02-11,Case-28-0011U00000KuFYlQAN,Low,2020-05-25
0011U00000KuFYlQAN,Income,2018-11-30,High Net Worth Families,Maryam Ramsey,Tier 3,2020-02-12,Case-29-0011U00000KuFYlQAN,Medium,2020-05-25
0011U00000KuFYnQAN,Balanced Growth,2018-11-21,Millennials,Kirestin Wilkins,Tier 1,2020-02-11,Case-37-0011U00000KuFYnQAN,High,2020-05-25
0011U00000KuFYqQAN,Growth,2018-12-06,Retired,Abbot Gutierrez,Tier 1,2020-02-12,Case-26-0011U00000KuFYqQAN,Low,2020-05-25
0011U00000KuFYqQAN,Growth,2018-12-06,Retired,Abbot Gutierrez,Tier 1,2020-02-15,Case-27-0011U00000KuFYqQAN,High,2020-05-25
0011U00000KuFYtQAN,Income,2018-12-20,Retired,Fuller Cooley,Tier 3,2020-02-14,Case-25-0011U00000KuFYtQAN,High,2020-05-25
0011U00000KuFYtQAN,Income,2018-12-20,Retired,Fuller Cooley,Tier 3,2020-02-13,Case-26-0011U00000KuFYtQAN,Medium,2020-05-25
0011U00000KuFYuQAN,Growth,2018-12-25,High Net Worth Families,Mannix Best,Tier 3,2020-02-14,Case-26-0011U00000KuFYuQAN,Medium,2020-05-25
0011U00000KuFYvQAN,Aggressive Growth,2018-12-28,Millennials,Ruby Gay,Tier 2,2020-02-16,Case-32-0011U00000KuFYvQAN,Low,2020-05-25
0011U00000KuFYyQAN,Growth,2020-01-29,Affluent Professionals,Lacey Snider,Tier 3,2020-02-14,Case-32-0011U00000KuFYyQAN,High,2020-05-25
0011U00000KuFZ0QAN,Income,2020-01-06,Affluent Professionals,Keaton Lang,Tier 1,2020-02-13,Case-26-0011U00000KuFZ0QAN,Low,2020-05-25
0011U00000KuFZ2QAN,Growth,2019-01-10,High Net Worth Families,Ori Copeland,Tier 3,2020-02-12,Case-22-0011U00000KuFZ2QAN,Low,2020-05-25
0011U00000KuFZ2QAN,Growth,2019-01-10,High Net Worth Families,Ori Copeland,Tier 3,2020-02-11,Case-23-0011U00000KuFZ2QAN,High,2020-05-25
0011U00000KuFZ5QAN,Growth,2020-02-06,High Net Worth Families,Hayes Huff,Tier 3,2020-02-16,Case-20-0011U00000KuFZ5QAN,High,2020-05-25
0011U00000KuFZ5QAN,Growth,2020-02-06,High Net Worth Families,Hayes Huff,Tier 3,2020-02-12,Case-21-0011U00000KuFZ5QAN,Medium,2020-05-25
0011U00000KuFZ7QAN,Growth,2019-02-11,Mass Market,Kirk Walton,Tier 1,2020-02-14,Case-22-0011U00000KuFZ7QAN,Medium,2020-05-25
0011U00000KuFZ8QAN,Aggressive Growth,2019-01-26,Mass Market,Wang Church,Tier 1,2020-02-15,Case-25-0011U00000KuFZ8QAN,Medium,2020-05-25
0011U00000KuFZ8QAN,Aggressive Growth,2019-01-26,Mass Market,Wang Church,Tier 1,2020-02-12,Case-26-0011U00000KuFZ8QAN,High,2020-05-25
0011U00000KuFZAQA3,Aggressive Growth,2020-01-20,Mass Market,Constance Gill,Tier 2,2020-02-11,Case-29-0011U00000KuFZAQA3,Medium,2020-05-25
0011U00000KuFZFQA3,Growth,2019-02-15,Retired,Mohammad Diaz,Tier 1,2020-02-14,Case-30-0011U00000KuFZFQA3,Low,2020-05-25
0011U00000KuFZFQA3,Growth,2019-02-15,Retired,Mohammad Diaz,Tier 1,2020-02-13,Case-31-0011U00000KuFZFQA3,Low,2020-05-25
0011U00000KuFZKQA3,Balanced Growth,2020-01-29,Millennials,Charissa Fulton,Tier 2,2020-02-14,Case-17-0011U00000KuFZKQA3,High,2020-05-25
0011U00000KuFZKQA3,Balanced Growth,2020-01-29,Millennials,Charissa Fulton,Tier 2,2020-02-11,Case-18-0011U00000KuFZKQA3,Medium,2020-05-25
0011U00000KuFZRQA3,Growth,2019-04-01,Retired,Solomon Pearson,Tier 1,2020-02-12,Case-23-0011U00000KuFZRQA3,High,2020-05-25
0011U00000KuFZSQA3,Income,2020-01-05,Affluent Professionals,Daria Peck,Tier 3,2020-02-16,Case-14-0011U00000KuFZSQA3,Low,2020-05-25
0011U00000KuFZUQA3,Aggressive Growth,2019-03-31,Affluent Professionals,Liberty Aguilar,Tier 2,2020-02-16,Case-15-0011U00000KuFZUQA3,Medium,2020-05-25
0011U00000KuFZUQA3,Aggressive Growth,2019-03-31,Affluent Professionals,Liberty Aguilar,Tier 2,2020-02-13,Case-16-0011U00000KuFZUQA3,Medium,2020-05-25
0011U00000KuFZYQA3,Balanced Growth,2019-04-08,High Net Worth Families,Mercedes Wynn,Tier 1,2020-02-14,Case-26-0011U00000KuFZYQA3,Medium,2020-05-25
0011U00000KuFZYQA3,Balanced Growth,2019-04-08,High Net Worth Families,Mercedes Wynn,Tier 1,2020-02-13,Case-27-0011U00000KuFZYQA3,Low,2020-05-25
0011U00000KuFZaQAN,Growth,2019-04-07,Affluent Professionals,Cecilia Copeland,Tier 3,2020-02-16,Case-20-0011U00000KuFZaQAN,Medium,2020-05-25
0011U00000KuFZcQAN,Growth,2019-04-11,Mass Market,Zephania Kline,Tier 2,2020-02-14,Case-21-0011U00000KuFZcQAN,Medium,2020-05-25
0011U00000KuFZfQAN,Balanced Growth,2020-01-10,High Net Worth Families,Autumn Weiss,Tier 1,2020-02-15,Case-13-0011U00000KuFZfQAN,Medium,2020-05-25
0011U00000KuFZhQAN,Balanced Growth,2020-01-09,Affluent Professionals,Thor Jefferson,Tier 1,2020-02-13,Case-21-0011U00000KuFZhQAN,High,2020-05-25
0011U00000KuFZhQAN,Balanced Growth,2020-01-09,Affluent Professionals,Thor Jefferson,Tier 1,2020-02-13,Case-22-0011U00000KuFZhQAN,Low,2020-05-25
0011U00000KuFZmQAN,Growth,2019-05-05,High Net Worth Families,Vladimir Pittman,Tier 2,2020-02-12,Case-20-0011U00000KuFZmQAN,Medium,2020-05-25
0011U00000KuFZoQAN,Balanced Growth,2019-05-01,Millennials,Reese Valentine,Tier 2,2020-02-14,Case-25-0011U00000KuFZoQAN,High,2020-05-25
0011U00000KuFZtQAN,Aggressive Growth,2020-02-07,Affluent Professionals,Alvin Franco,Tier 2,2020-02-15,Case-20-0011U00000KuFZtQAN,Low,2020-05-25
0011U00000KuFZvQAN,Income,2019-10-25,Millennials,Eagan Avila,Tier 3,2020-02-13,Case-18-0011U00000KuFZvQAN,Medium,2020-05-25
0011U00000KuFZvQAN,Income,2019-10-25,Millennials,Eagan Avila,Tier 3,2020-02-11,Case-19-0011U00000KuFZvQAN,Medium,2020-05-25
0011U00000KuFZyQAN,Growth,2020-01-20,Mass Market,Lucian Franklin,Tier 1,2020-02-16,Case-18-0011U00000KuFZyQAN,Low,2020-05-25
0011U00000KuFa4QAF,Balanced Growth,2019-06-09,Mass Market,Wanda Harrell,Tier 1,2020-02-15,Case-18-0011U00000KuFa4QAF,Medium,2020-05-25
0011U00000KuFa4QAF,Balanced Growth,2019-06-09,Mass Market,Wanda Harrell,Tier 1,2020-02-15,Case-19-0011U00000KuFa4QAF,Medium,2020-05-25
0011U00000KuFaDQAV,Growth,2019-06-24,Mass Market,Maxine Rivera,Tier 2,2020-02-12,Case-19-0011U00000KuFaDQAV,Low,2020-05-25
0011U00000KuFaDQAV,Growth,2019-06-24,Mass Market,Maxine Rivera,Tier 2,2020-02-11,Case-20-0011U00000KuFaDQAV,High,2020-05-25
0011U00000KuFaFQAV,Income,2019-06-23,Affluent Professionals,Daphne Meadows,Tier 1,2020-02-11,Case-17-0011U00000KuFaFQAV,Low,2020-05-25
0011U00000KuFaIQAV,Aggressive Growth,2019-06-30,Retired,Arden Jordan,Tier 3,2020-02-14,Case-14-0011U00000KuFaIQAV,Medium,2020-05-25
0011U00000KuFaJQAV,Aggressive Growth,2019-07-14,Retired,Clinton Merrill,Tier 3,2020-02-16,Case-12-0011U00000KuFaJQAV,Low,2020-05-25
0011U00000KuFaKQAV,Balanced Growth,2019-07-22,Retired,Paki Coleman,Tier 2,2020-02-13,Case-14-0011U00000KuFaKQAV,Low,2020-05-25
0011U00000KuFaRQAV,Aggressive Growth,2019-07-23,High Net Worth Families,Zoe Herring,Tier 1,2020-02-11,Case-10-0011U00000KuFaRQAV,High,2020-05-25
0011U00000KuFaRQAV,Aggressive Growth,2019-07-23,High Net Worth Families,Zoe Herring,Tier 1,2020-02-14,Case-11-0011U00000KuFaRQAV,Medium,2020-05-25
0011U00000KuFaTQAV,Balanced Growth,2019-07-26,Affluent Professionals,Leah Wolfe,Tier 3,2020-02-16,Case-12-0011U00000KuFaTQAV,Medium,2020-05-25
0011U00000KuFaVQAV,Income,2019-07-19,Affluent Professionals,Graham Salazar,Tier 1,2020-02-15,Case-11-0011U00000KuFaVQAV,Medium,2020-05-25
0011U00000KuFaVQAV,Income,2019-07-19,Affluent Professionals,Graham Salazar,Tier 1,2020-02-11,Case-12-0011U00000KuFaVQAV,Medium,2020-05-25
0011U00000KuFaWQAV,Income,2019-11-03,Mass Market,Chastity Stevens,Tier 1,2020-02-11,Case-13-0011U00000KuFaWQAV,High,2020-05-25
0011U00000KuFaWQAV,Income,2019-11-03,Mass Market,Chastity Stevens,Tier 1,2020-02-11,Case-14-0011U00000KuFaWQAV,High,2020-05-25
0011U00000KuFaXQAV,Growth,2019-08-06,Retired,Asher Moore,Tier 1,2020-02-14,Case-13-0011U00000KuFaXQAV,Medium,2020-05-25
0011U00000KuFaXQAV,Growth,2019-08-06,Retired,Asher Moore,Tier 1,2020-02-12,Case-14-0011U00000KuFaXQAV,Medium,2020-05-25
0011U00000KuFaZQAV,Aggressive Growth,2020-01-11,High Net Worth Families,Savannah Kent,Tier 2,2020-02-14,Case-13-0011U00000KuFaZQAV,High,2020-05-25
0011U00000KuFaZQAV,Aggressive Growth,2020-01-11,High Net Worth Families,Savannah Kent,Tier 2,2020-02-16,Case-14-0011U00000KuFaZQAV,Medium,2020-05-25
0011U00000KuFacQAF,Aggressive Growth,2020-01-02,Mass Market,Alexander Hayden,Tier 3,2020-02-13,Case-14-0011U00000KuFacQAF,Medium,2020-05-25
0011U00000KuFacQAF,Aggressive Growth,2020-01-02,Mass Market,Alexander Hayden,Tier 3,2020-02-12,Case-15-0011U00000KuFacQAF,Medium,2020-05-25
0011U00000KuFadQAF,Growth,2019-09-04,Affluent Professionals,Colton Hall,Tier 1,2020-02-15,Case-15-0011U00000KuFadQAF,Medium,2020-05-25
0011U00000KuFaeQAF,Balanced Growth,2019-09-09,Millennials,Quin Hammond,Tier 3,2020-02-13,Case-10-0011U00000KuFaeQAF,High,2020-05-25
0011U00000KuFahQAF,Growth,2019-08-25,Affluent Professionals,Xavier Vance,Tier 3,2020-02-15,Case-17-0011U00000KuFahQAF,Medium,2020-05-25
0011U00000KuFahQAF,Growth,2019-08-25,Affluent Professionals,Xavier Vance,Tier 3,2020-02-16,Case-18-0011U00000KuFahQAF,High,2020-05-25
0011U00000KuFakQAF,Balanced Growth,2019-09-14,Millennials,Hannah Perkins,Tier 2,2020-02-11,Case-14-0011U00000KuFakQAF,High,2020-05-25
0011U00000KuFamQAF,Growth,2019-09-15,Millennials,Maisie Kelly,Tier 1,2020-02-15,Case-12-0011U00000KuFamQAF,Medium,2020-05-25
0011U00000KuFaoQAF,Aggressive Growth,2019-09-29,Affluent Professionals,Calvin Morris,Tier 2,2020-02-16,Case-11-0011U00000KuFaoQAF,High,2020-05-25
0011U00000KuFapQAF,Balanced Growth,2019-09-22,Affluent Professionals,Georgia Chambers,Tier 2,2020-02-15,Case-4-0011U00000KuFapQAF,Low,2020-05-25
0011U00000KuFapQAF,Balanced Growth,2019-09-22,Affluent Professionals,Georgia Chambers,Tier 2,2020-02-12,Case-5-0011U00000KuFapQAF,Medium,2020-05-25
0011U00000KuFaqQAF,Income,2019-09-17,Mass Market,Tara Gould,Tier 2,2020-02-16,Case-12-0011U00000KuFaqQAF,High,2020-05-25
0011U00000KuFatQAF,Income,2019-09-18,Retired,Lance Tucker,Tier 3,2020-02-13,Case-6-0011U00000KuFatQAF,Medium,2020-05-25
0011U00000KuFatQAF,Income,2019-09-18,Retired,Lance Tucker,Tier 3,2020-02-14,Case-7-0011U00000KuFatQAF,Low,2020-05-25
0011U00000KuFavQAF,Aggressive Growth,2020-01-07,Millennials,Cyrus Valencia,Tier 2,2020-02-14,Case-2-0011U00000KuFavQAF,Medium,2020-05-25
0011U00000KuFawQAF,Balanced Growth,2019-10-07,Mass Market,Louis Mcneil,Tier 3,2020-02-12,Case-7-0011U00000KuFawQAF,Medium,2020-05-25
0011U00000KuFayQAF,Aggressive Growth,2019-10-18,High Net Worth Families,Indigo Bass,Tier 1,2020-02-14,Case-11-0011U00000KuFayQAF,High,2020-05-25
0011U00000KuFayQAF,Aggressive Growth,2019-10-18,High Net Worth Families,Indigo Bass,Tier 1,2020-02-16,Case-12-0011U00000KuFayQAF,Low,2020-05-25
0011U00000KuFazQAF,Growth,2019-10-18,Mass Market,Macy Dejesus,Tier 2,2020-02-16,Case-11-0011U00000KuFazQAF,High,2020-05-25
0011U00000KuFazQAF,Growth,2019-10-18,Mass Market,Macy Dejesus,Tier 2,2020-02-13,Case-12-0011U00000KuFazQAF,Medium,2020-05-25
0011U00000KuFb0QAF,Balanced Growth,2019-10-21,High Net Worth Families,Oprah Leonard,Tier 1,2020-02-12,Case-13-0011U00000KuFb0QAF,High,2020-05-25
0011U00000KuFb0QAF,Balanced Growth,2019-10-21,High Net Worth Families,Oprah Leonard,Tier 1,2020-02-15,Case-14-0011U00000KuFb0QAF,High,2020-05-25
0011U00000KuFb3QAF,Growth,2019-10-28,Millennials,Erin Robertson,Tier 3,2020-02-13,Case-3-0011U00000KuFb3QAF,Medium,2020-05-25
0011U00000KuFb4QAF,Growth,2019-11-18,Affluent Professionals,Dante Copeland,Tier 1,2020-02-12,Case-3-0011U00000KuFb4QAF,Medium,2020-05-25
0011U00000KuFb5QAF,Growth,2019-11-05,Affluent Professionals,Tarik Jacobs,Tier 3,2020-02-11,Case-3-0011U00000KuFb5QAF,Low,2020-05-25
0011U00000KuFb6QAF,Aggressive Growth,2019-11-07,Retired,Mia Jordan,Tier 3,2020-02-15,Case-6-0011U00000KuFb6QAF,High,2020-05-25
0011U00000KuFb6QAF,Aggressive Growth,2019-11-07,Retired,Mia Jordan,Tier 3,2020-02-12,Case-7-0011U00000KuFb6QAF,High,2020-05-25
0011U00000KuFb8QAF,Income,2019-11-15,Mass Market,Lacey Rodgers,Tier 3,2020-02-12,Case-5-0011U00000KuFb8QAF,High,2020-05-25
0011U00000KuFbBQAV,Growth,2019-11-29,Retired,Vladimir Fleming,Tier 2,2020-02-13,Case-5-0011U00000KuFbBQAV,Low,2020-05-25
0011U00000KuFbBQAV,Growth,2019-11-29,Retired,Vladimir Fleming,Tier 2,2020-02-14,Case-6-0011U00000KuFbBQAV,Medium,2020-05-25
0011U00000KuFbCQAV,Income,2020-01-02,Mass Market,Theodore Small,Tier 3,2020-02-15,Case-4-0011U00000KuFbCQAV,Low,2020-05-25
0011U00000KuFbCQAV,Income,2020-01-02,Mass Market,Theodore Small,Tier 3,2020-02-16,Case-5-0011U00000KuFbCQAV,Medium,2020-05-25
0011U00000KuFbDQAV,Aggressive Growth,2020-01-25,High Net Worth Families,Harlan Mccullough,Tier 1,2020-02-15,Case-5-0011U00000KuFbDQAV,High,2020-05-25
0011U00000KuFbEQAV,Aggressive Growth,2019-12-07,Retired,Cora Winters,Tier 3,2020-02-11,Case-3-0011U00000KuFbEQAV,Medium,2020-05-25
0011U00000KuFbFQAV,Aggressive Growth,2019-11-30,Millennials,Philip Noble,Tier 3,2020-02-15,Case-5-0011U00000KuFbFQAV,Medium,2020-05-25
0011U00000KuFbFQAV,Aggressive Growth,2019-11-30,Millennials,Philip Noble,Tier 3,2020-02-16,Case-6-0011U00000KuFbFQAV,High,2020-05-25
0011U00000KuFbGQAV,Balanced Growth,2019-12-11,Millennials,Philip Bartlett,Tier 3,2020-02-13,Case-3-0011U00000KuFbGQAV,High,2020-05-25
0011U00000KuFbGQAV,Balanced Growth,2019-12-11,Millennials,Philip Bartlett,Tier 3,2020-02-15,Case-4-0011U00000KuFbGQAV,Low,2020-05-25
0011U00000KuFbIQAV,Growth,2019-11-30,Retired,Gillian Irwin,Tier 2,2020-02-14,Case-9-0011U00000KuFbIQAV,Medium,2020-05-25
0011U00000KuFbKQAV,Income,2019-12-27,Retired,Henry Chandler,Tier 3,2020-02-11,Case-9-0011U00000KuFbKQAV,High,2020-05-25
0011U00000KuFbMQAV,Income,2020-02-08,High Net Worth Families,Avram Nielsen,Tier 3,2020-02-12,Case-5-0011U00000KuFbMQAV,Low,2020-05-25
0011U00000KuFbMQAV,Income,2020-02-08,High Net Worth Families,Avram Nielsen,Tier 3,2020-02-16,Case-6-0011U00000KuFbMQAV,High,2020-05-25
0011U00000KuFbNQAV,Growth,2020-01-03,Mass Market,Lewis Ramirez,Tier 3,2020-02-15,Case-0-0011U00000KuFbNQAV,High,2020-05-25
0011U00000KuFbNQAV,Growth,2020-01-03,Mass Market,Lewis Ramirez,Tier 3,2020-02-12,Case-1-0011U00000KuFbNQAV,Medium,2020-05-25
0011U00000KuFbOQAV,Income,2020-01-12,Retired,Elaine Montoya,Tier 2,2020-02-14,Case-4-0011U00000KuFbOQAV,Medium,2020-05-25
0011U00000KuFbOQAV,Income,2020-01-12,Retired,Elaine Montoya,Tier 2,2020-02-12,Case-5-0011U00000KuFbOQAV,Medium,2020-05-25
0011U00000KuFbPQAV,Income,2020-01-13,Retired,Giselle Caldwell,Tier 2,2020-02-12,Case-0-0011U00000KuFbPQAV,Low,2020-05-25
0011U00000KuFbPQAV,Income,2020-01-13,Retired,Giselle Caldwell,Tier 2,2020-02-15,Case-1-0011U00000KuFbPQAV,High,2020-05-25
0011U00000KuFbQQAV,Growth,2020-01-03,Affluent Professionals,Nomlanga Valdez,Tier 2,2020-02-11,Case-6-0011U00000KuFbQQAV,Medium,2020-05-25
0011U00000KuFbQQAV,Growth,2020-01-03,Affluent Professionals,Nomlanga Valdez,Tier 2,2020-02-15,Case-7-0011U00000KuFbQQAV,High,2020-05-25
0011U00000KuFbRQAV,Income,2019-12-27,Millennials,Yael Avery,Tier 2,2020-02-14,Case-4-0011U00000KuFbRQAV,Medium,2020-05-25
0011U00000KuFbSQAV,Income,2020-01-10,Mass Market,Elmo Gaines,Tier 3,2020-02-13,Case-3-0011U00000KuFbSQAV,High,2020-05-25
0011U00000KuFbSQAV,Income,2020-01-10,Mass Market,Elmo Gaines,Tier 3,2020-02-13,Case-4-0011U00000KuFbSQAV,Medium,2020-05-25
0011U00000KuFbUQAV,Balanced Growth,2020-01-14,Retired,Darius Mann,Tier 2,2020-02-11,Case-2-0011U00000KuFbUQAV,Medium,2020-05-25
0011U00000KuFbVQAV,Income,2020-01-16,Retired,Beverly Sykes,Tier 2,2020-02-12,Case-1-0011U00000KuFbVQAV,Medium,2020-05-25
0011U00000KuFbVQAV,Income,2020-01-16,Retired,Beverly Sykes,Tier 2,2020-02-15,Case-2-0011U00000KuFbVQAV,Medium,2020-05-25
0011U00000KuFbXQAV,Aggressive Growth,2020-01-17,Mass Market,Molly Sullivan,Tier 3,2020-02-15,Case-1-0011U00000KuFbXQAV,High,2020-05-25
0011U00000KuFbXQAV,Aggressive Growth,2020-01-17,Mass Market,Molly Sullivan,Tier 3,2020-02-12,Case-2-0011U00000KuFbXQAV,Low,2020-05-25
0011U00000Kcp1LQAR,Aggressive Growth,2018-11-19,Millennials,Neil Symonds,Tier 2,2020-02-16,Case-74-0011U00000Kcp1LQAR,Medium,2020-05-25
0011U00000Kcp1LQAR,Aggressive Growth,2018-11-19,Millennials,Neil Symonds,Tier 2,2020-02-12,Case-75-0011U00000Kcp1LQAR,High,2020-05-25
0011U00000Kcp1LQAR,Aggressive Growth,2018-11-19,Millennials,Neil Symonds,Tier 2,2020-02-21,Case-76-0011U00000Kcp1LQAR,High,2020-05-25
0011U00000Kcp1LQAR,Aggressive Growth,2018-11-19,Millennials,Neil Symonds,Tier 2,2020-02-21,Case-77-0011U00000Kcp1LQAR,Medium,2020-05-25
0011U00000KuFaRQAV,Aggressive Growth,2019-07-23,High Net Worth Families,Zoe Herring,Tier 1,2020-02-23,Case-12-0011U00000KuFaRQAV,Medium,2020-05-25
0011U00000KuFaSQAV,Aggressive Growth,2019-08-02,Affluent Professionals,Xander Howell,Tier 2,2020-02-22,Case-16-0011U00000KuFaSQAV,High,2020-05-25
0011U00000KuFaSQAV,Aggressive Growth,2019-08-02,Affluent Professionals,Xander Howell,Tier 2,2020-02-23,Case-17-0011U00000KuFaSQAV,High,2020-05-25
0011U00000Kcp1NQAR,Balanced Growth,2018-11-10,Millennials,Rachel Adams,Tier 2,2020-02-22,Case-66-0011U00000Kcp1NQAR,Medium,2020-05-25
0011U00000KuFaTQAV,Balanced Growth,2019-07-26,Affluent Professionals,Leah Wolfe,Tier 3,2020-02-19,Case-13-0011U00000KuFaTQAV,Medium,2020-05-25
0011U00000KuFamQAF,Growth,2019-09-15,Millennials,Maisie Kelly,Tier 1,2020-02-23,Case-13-0011U00000KuFamQAF,Medium,2020-05-25
0011U00000KuFamQAF,Growth,2019-09-15,Millennials,Maisie Kelly,Tier 1,2020-02-18,Case-14-0011U00000KuFamQAF,Medium,2020-05-25
0011U00000KuFXfQAN,Aggressive Growth,2018-11-25,Retired,Xanthus Wilkins,Tier 3,2020-02-22,Case-21-0011U00000KuFXfQAN,Medium,2020-05-25
0011U00000KuFXgQAN,Balanced Growth,2018-11-09,Millennials,Palmer Macdonald,Tier 1,2020-02-22,Case-39-0011U00000KuFXgQAN,Low,2020-05-25
0011U00000KuFapQAF,Balanced Growth,2019-09-22,Affluent Professionals,Georgia Chambers,Tier 2,2020-02-19,Case-6-0011U00000KuFapQAF,Medium,2020-05-25
0011U00000KuFaqQAF,Income,2019-09-17,Mass Market,Tara Gould,Tier 2,2020-02-22,Case-13-0011U00000KuFaqQAF,Medium,2020-05-25
0011U00000KuFXkQAN,Aggressive Growth,2018-11-03,Affluent Professionals,Idola Le,Tier 2,2020-02-20,Case-39-0011U00000KuFXkQAN,High,2020-05-25
0011U00000KuFXpQAN,Income,2018-11-21,High Net Worth Families,Cooper Flowers,Tier 3,2020-02-20,Case-20-0011U00000KuFXpQAN,Medium,2020-05-25
0011U00000KuFXpQAN,Income,2018-11-21,High Net Worth Families,Cooper Flowers,Tier 3,2020-02-21,Case-21-0011U00000KuFXpQAN,Medium,2020-05-25
0011U00000KuFXqQAN,Income,2018-11-05,Mass Market,Ryder Velez,Tier 2,2020-02-18,Case-38-0011U00000KuFXqQAN,Medium,2020-05-25
0011U00000KuFXuQAN,Aggressive Growth,2018-11-17,Mass Market,Marvin Garcia,Tier 1,2020-02-20,Case-29-0011U00000KuFXuQAN,Medium,2020-05-25
0011U00000KuFXuQAN,Aggressive Growth,2018-11-17,Mass Market,Marvin Garcia,Tier 1,2020-02-19,Case-30-0011U00000KuFXuQAN,Medium,2020-05-25
0011U00000KuFXzQAN,Growth,2018-11-25,Millennials,Seth Frost,Tier 1,2020-02-20,Case-40-0011U00000KuFXzQAN,Low,2020-05-25
0011U00000KuFXzQAN,Growth,2018-11-25,Millennials,Seth Frost,Tier 1,2020-02-22,Case-41-0011U00000KuFXzQAN,Low,2020-05-25
0011U00000KuFb2QAF,Growth,2019-10-25,Affluent Professionals,Emerson Kinney,Tier 3,2020-02-21,Case-7-0011U00000KuFb2QAF,Low,2020-05-25
0011U00000KuFb2QAF,Growth,2019-10-25,Affluent Professionals,Emerson Kinney,Tier 3,2020-02-20,Case-8-0011U00000KuFb2QAF,Low,2020-05-25
0011U00000KuFb5QAF,Growth,2019-11-05,Affluent Professionals,Tarik Jacobs,Tier 3,2020-02-21,Case-4-0011U00000KuFb5QAF,High,2020-05-25
