"OWNERID","ACCOUNTRECORDTYPENAME","ACCOUNTTYPE","OWNERSTATE","ACTIVITYDATE","PRIORITY","ACCOUNTSERVICEMODEL","CREATEDDATE","OWNERCITY","STATUS","ACCOUNTOWNERNAME","RECORDTYPENAME","OWNERROLENAME","EVENTSUBTYPE","ACCOUNTID","OWNERSMALLPHOTOURL","ID","TYPE","ACCOUNTINVESTMENTOBJECTIVES","REGARDING","TASKSUBTYPE","ACCOUNTNAME","ACCOUNTINVESTMENTEXPERIENCE","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","OWNERNAME","SUBJECT","OWNEREMAIL","ACCOUNTAUM"
"0051U000005JQyrQAG","Household","Customer","IL","2020-03-22","High","Tier 3","2020-04-06","Chicago","Open","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000KuFY5QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-4-0011U00000KuFY5QAN","Other","Aggressive Growth","Service","Task","Declan Leblanc","Moderately Inexperienced","2020-05-25","Millennials","Allen Advisor","Lunch Meeting","allen.advisor@example.com",68887
"0051U000005L6eJQAS","Individual","Customer","FL","2020-04-01","Event","Tier 2","2020-04-06","Florida","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFY8QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-5-0011U00000KuFY8QAN","Email","Income","Onboarding","Event","Ava Bean","Moderately Inexperienced","2020-05-25","Retired","Chelsea Advisor","Discussion","ryan.dobson@example.com",0
"0051U000005L6eJQAS","Person Account","Customer","FL","2020-03-13","Event","Tier 1","2020-04-06","Florida","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFYAQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-5-0011U00000KuFYAQA3","Meeting","Income","Prospecting","Event","Asher House","Experienced","2020-05-25","Mass Market","Chelsea Advisor","Summit","ryan.dobson@example.com",113093
"0051U000005L6eJQAS","Household","Customer","FL","2020-03-30","Normal","Tier 2","2020-04-06","Florida","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYCQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-4-0011U00000KuFYCQA3","Other","Aggressive Growth","Onboarding","Task","Evangeline Christian","Inexperienced","2020-05-25","Millennials","Chelsea Advisor","Summit","ryan.dobson@example.com",296930
"0051U000005L4E9QAK","Individual","Customer","CA","2020-03-27","Event","Tier 1","2020-04-06","San Francisco","Event","Mark Garet","Advisor Event","Manager","Call","0011U00000KuFYEQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-6-0011U00000KuFYEQA3","Call","Income","Prospecting","Event","Reuben Roman","Moderately Inexperienced","2020-05-25","Retired","Brenda Banker","Call Reuben Roman","sunil.dixit@example.com",306337
"0051U000005JQyrQAG","Person Account","Customer","IL","2020-03-21","Normal","Tier 2","2020-04-06","Chicago","Completed","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFYTQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000KuFYTQA3","Email","Balanced Growth","Prospecting","Task","Stephen Pittman","Experienced","2020-05-25","Millennials","Allen Advisor","Summit","allen.advisor@example.com",155536
"0051U000005JQyrQAG","Individual","Customer","IL","2020-03-18","Event","Tier 3","2020-04-06","Chicago","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFYcQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-5-0011U00000KuFYcQAN","Call","Aggressive Growth","Prospecting","Event","Basil Moran","Inexperienced","2020-05-25","Retired","Allen Advisor","Call Basil Moran","allen.advisor@example.com",583871
"0051U000005L6eJQAS","Individual","Customer","FL","2020-04-01","High","Tier 3","2020-04-06","Florida","In Progress","Mark Garet","Advisor Task","Manager","Event","0011U00000KuFYfQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-3-0011U00000KuFYfQAN","Call","Aggressive Growth","Service","Call","Raja Oneal","Moderately Experienced","2020-05-25","Mass Market","Chelsea Advisor","Call Raja Oneal","ryan.dobson@example.com",580077
"0051U000005L6eJQAS","Household","Customer","FL","2020-03-09","Event","Tier 2","2020-04-06","Florida","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFYhQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-4-0011U00000KuFYhQAN","Call","Growth","Client Retention","Event","Quon Holcomb","Moderately Inexperienced","2020-05-25","High Net Worth Families","Chelsea Advisor","Call Quon Holcomb","ryan.dobson@example.com",62317
"0051U000005L6eJQAS","Individual","Customer","FL","2020-03-17","Event","Tier 3","2020-04-06","Florida","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFYoQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-6-0011U00000KuFYoQAN","Meeting","Income","Prospecting","Event","Calvin Rutledge","Moderately Experienced","2020-05-25","Affluent Professionals","Chelsea Advisor","Quarterly Earnings Summary","ryan.dobson@example.com",181766
"0051U000005JQyrQAG","Person Account","Customer","IL","2020-03-14","Normal","Tier 1","2020-04-06","Chicago","Open","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFZMQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-5-0011U00000KuFZMQA3","Meeting","Growth","Onboarding","Task","Cade Clarke","Experienced","2020-05-25","Retired","Allen Advisor","Summit","allen.advisor@example.com",118534
"0051U000005JQyrQAG","Individual","Customer","IL","2020-03-13","High","Tier 1","2020-04-06","Chicago","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZNQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFZNQA3","Email","Growth","Service","Task","Justina Ross","Moderately Experienced","2020-05-25","Millennials","Allen Advisor","Lunch Meeting","allen.advisor@example.com",596379
"0051U000005JQyrQAG","Person Account","Customer","IL","2020-04-02","Normal","Tier 1","2020-04-06","Chicago","Not Started","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000KuFZYQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFZYQA3","Email","Balanced Growth","Onboarding","Task","Mercedes Wynn","Moderately Inexperienced","2020-05-25","High Net Worth Families","Allen Advisor","Summit","allen.advisor@example.com",194929
"0051U000005L4E9QAK","Household","Customer","CA","2020-03-08","Event","Tier 3","2020-04-06","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFZZQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-2-0011U00000KuFZZQA3","Meeting","Income","Client Retention","Event","Beau Steele","Experienced","2020-05-25","Millennials","Brenda Banker","Sync Up","sunil.dixit@example.com",525589
"0051U000005L6eJQAS","Household","Customer","FL","2020-03-17","High","Tier 3","2020-04-06","Florida","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZaQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-1-0011U00000KuFZaQAN","Meeting","Growth","Client Retention","Task","Cecilia Copeland","Moderately Experienced","2020-05-25","Affluent Professionals","Chelsea Advisor","Summit","ryan.dobson@example.com",356329
"0051U000005JQyrQAG","Person Account","Customer","IL","2020-04-03","Normal","Tier 1","2020-04-06","Chicago","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZfQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000KuFZfQAN","Meeting","Balanced Growth","Client Retention","Task","Autumn Weiss","Moderately Experienced","2020-05-25","High Net Worth Families","Allen Advisor","Summit","allen.advisor@example.com",247151
"0051U000005JQyrQAG","Individual","Customer","IL","2020-04-02","Event","Tier 1","2020-04-06","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFZgQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000KuFZgQAN","Email","Growth","Onboarding","Event","Hall Cleveland","Moderately Experienced","2020-05-25","Mass Market","Allen Advisor","Quarterly Earnings Summary","allen.advisor@example.com",233251
"0051U000005JQyrQAG","Person Account","Customer","IL","2020-03-14","Event","Tier 2","2020-04-06","Chicago","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFZtQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-7-0011U00000KuFZtQAN","Email","Aggressive Growth","Service","Event","Alvin Franco","Moderately Inexperienced","2020-05-25","Affluent Professionals","Allen Advisor","Quarterly Earnings Summary","allen.advisor@example.com",541685
"0051U000005JQyrQAG","Person Account","Customer","IL","2020-03-28","Event","Tier 3","2020-04-06","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFZuQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000KuFZuQAN","Meeting","Balanced Growth","Onboarding","Event","Xenos Burks","Experienced","2020-05-25","Mass Market","Allen Advisor","Sync Up","allen.advisor@example.com",688745
"0051U000005JQyrQAG","Household","Customer","IL","2020-03-09","High","Tier 3","2020-04-06","Chicago","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZvQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFZvQAN","Other","Income","Prospecting","Task","Eagan Avila","Moderately Experienced","2020-05-25","Millennials","Allen Advisor","Quarterly Earnings Summary","allen.advisor@example.com",987112
"0051U000005JQyrQAG","Household","Customer","IL","2020-04-05","High","Tier 1","2020-04-06","Chicago","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZwQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000KuFZwQAN","Other","Growth","Client Retention","Task","Rhoda Odom","Inexperienced","2020-05-25","Affluent Professionals","Allen Advisor","Sync Up","allen.advisor@example.com",760623
"0051U000005L6eJQAS","Individual","Customer","FL","2020-03-31","Normal","Tier 3","2020-04-06","Florida","In Progress","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000KuFZxQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-4-0011U00000KuFZxQAN","Other","Income","Client Retention","Task","Charissa Newton","Experienced","2020-05-25","Retired","Chelsea Advisor","Lunch Meeting","ryan.dobson@example.com",467165
"0051U000005JQyrQAG","Individual","Customer","IL","2020-03-18","Event","Tier 3","2020-04-06","Chicago","Event","Chelsea Advisor","Advisor Event","Manager","Event","0011U00000KuFZzQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFZzQAN","Email","Income","Client Retention","Event","Barbara Whitfield","Moderately Inexperienced","2020-05-25","Affluent Professionals","Allen Advisor","Send Birthday Gift","allen.advisor@example.com",560048
"0051U000005JQyrQAG","Household","Customer","IL","2020-03-30","High","Tier 2","2020-04-06","Chicago","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFa6QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFa6QAF","Call","Aggressive Growth","Onboarding","Call","Jason Blanchard","Inexperienced","2020-05-25","Millennials","Allen Advisor","Call Jason Blanchard","allen.advisor@example.com",54436
"0051U000005L6eJQAS","Household","Customer","FL","2020-03-18","High","Tier 2","2020-04-06","Florida","Completed","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFaBQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-1-0011U00000KuFaBQAV","Email","Growth","Service","Task","Hope Peck","Moderately Experienced","2020-05-25","Mass Market","Chelsea Advisor","Sync Up","ryan.dobson@example.com",389312
"0051U000005JQyrQAG","Person Account","Customer","IL","2020-03-22","Normal","Tier 1","2020-04-06","Chicago","Completed","Mark Garet","Advisor Task","Manager","Event","0011U00000KuFaGQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFaGQAV","Call","Growth","Onboarding","Call","Noelani Phelps","Moderately Experienced","2020-05-25","High Net Worth Families","Allen Advisor","Call Noelani Phelps","allen.advisor@example.com",445840
"0051U000005JQyrQAG","Household","Customer","IL","2020-03-22","Normal","Tier 3","2020-04-06","Chicago","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFaJQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-6-0011U00000KuFaJQAV","Meeting","Aggressive Growth","Onboarding","Task","Clinton Merrill","Moderately Inexperienced","2020-05-25","Retired","Allen Advisor","Sync Up","allen.advisor@example.com",235490
"0051U000005JQyrQAG","Individual","Customer","IL","2020-03-11","High","Tier 1","2020-04-06","Chicago","Completed","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFaRQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFaRQAV","Call","Aggressive Growth","Prospecting","Call","Zoe Herring","Inexperienced","2020-05-25","High Net Worth Families","Allen Advisor","Call Zoe Herring","allen.advisor@example.com",537582
"0051U000005KhW6QAK","Household","Customer","NY","2020-03-20","Normal","Tier 1","2020-04-06","New York","Not Started","Mark Garet","Advisor Task","Manager","Event","0011U00000KuFaUQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-0-0011U00000KuFaUQAV","Meeting","Aggressive Growth","Prospecting","Task","Hop Lindsey","Moderately Inexperienced","2020-05-25","High Net Worth Families","Mark Garet","Lunch Meeting","mark.garet@example.com",131994
"0051U000005JQyrQAG","Person Account","Customer","IL","2020-03-14","Event","Tier 1","2020-04-06","Chicago","Event","Mark Garet","Advisor Event","Manager","Call","0011U00000KuFaWQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000KuFaWQAV","Call","Income","Prospecting","Event","Chastity Stevens","Inexperienced","2020-05-25","Mass Market","Allen Advisor","Call Chastity Stevens","allen.advisor@example.com",388649
"0051U000005L4E9QAK","Individual","Customer","CA","2020-03-24","Event","Tier 1","2020-04-06","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFadQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFadQAF","Other","Growth","Client Retention","Event","Colton Hall","Experienced","2020-05-25","Affluent Professionals","Brenda Banker","Evaluate Refinancing Loan","sunil.dixit@example.com",317416
"0051U000005JQyrQAG","Household","Customer","IL","2020-03-22","High","Tier 3","2020-04-06","Chicago","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFahQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFahQAF","Other","Growth","Client Retention","Task","Xavier Vance","Moderately Inexperienced","2020-05-25","Affluent Professionals","Allen Advisor","Lunch Meeting","allen.advisor@example.com",441276
"0051U000005JQyrQAG","Person Account","Customer","IL","2020-03-20","High","Tier 2","2020-04-06","Chicago","Completed","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000KuFakQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFakQAF","Call","Balanced Growth","Prospecting","Call","Hannah Perkins","Inexperienced","2020-05-25","Millennials","Allen Advisor","Call Hannah Perkins","allen.advisor@example.com",391394
"0051U000005L4E9QAK","Person Account","Customer","CA","2020-04-02","Normal","Tier 2","2020-04-06","San Francisco","Not Started","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFalQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-1-0011U00000KuFalQAF","Call","Balanced Growth","Service","Call","Eleanor Callahan","Moderately Inexperienced","2020-05-25","Retired","Brenda Banker","Call Eleanor Callahan","sunil.dixit@example.com",285746
"0051U000005JQyrQAG","Person Account","Customer","IL","2020-03-20","Event","Tier 2","2020-04-06","Chicago","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFanQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFanQAF","Other","Balanced Growth","Client Retention","Event","Glenna Bryan","Inexperienced","2020-05-25","Retired","Allen Advisor","Send Birthday Gift","allen.advisor@example.com",463677
"0051U000005L6eJQAS","Household","Customer","FL","2020-03-15","High","Tier 1","2020-04-06","Florida","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFarQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-1-0011U00000KuFarQAF","Call","Aggressive Growth","Client Retention","Call","Courtney Sweet","Moderately Experienced","2020-05-25","Millennials","Chelsea Advisor","Call Courtney Sweet","ryan.dobson@example.com",175557
"0051U000005KhW6QAK","Household","Customer","NY","2020-03-31","Event","Tier 1","2020-04-06","New York","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFasQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-1-0011U00000KuFasQAF","Email","Aggressive Growth","Service","Event","Kim Payne","Experienced","2020-05-25","Affluent Professionals","Mark Garet","Sync Up","mark.garet@example.com",330768
"0051U000005JQyrQAG","Person Account","Customer","IL","2020-03-17","Event","Tier 3","2020-04-06","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFatQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFatQAF","Email","Income","Service","Event","Lance Tucker","Experienced","2020-05-25","Retired","Allen Advisor","Summit","allen.advisor@example.com",362132
"0051U000005JQyrQAG","Individual","Customer","IL","2020-03-14","Normal","Tier 3","2020-04-06","Chicago","In Progress","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000KuFawQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFawQAF","Email","Balanced Growth","Prospecting","Task","Louis Mcneil","Moderately Inexperienced","2020-05-25","Mass Market","Allen Advisor","Send Birthday Gift","allen.advisor@example.com",174504
"0051U000005JQyrQAG","Person Account","Customer","IL","2020-03-10","Normal","Tier 3","2020-04-06","Chicago","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFb2QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFb2QAF","Other","Growth","Service","Task","Emerson Kinney","Moderately Inexperienced","2020-05-25","Affluent Professionals","Allen Advisor","Discussion","allen.advisor@example.com",771083
"0051U000005JQyrQAG","Person Account","Customer","IL","2020-04-05","Normal","Tier 1","2020-04-06","Chicago","Open","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFb4QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFb4QAF","Meeting","Growth","Service","Task","Dante Copeland","Moderately Experienced","2020-05-25","Affluent Professionals","Allen Advisor","Lunch Meeting","allen.advisor@example.com",213413
"0051U000005JQyrQAG","Individual","Customer","IL","2020-03-29","Normal","Tier 2","2020-04-06","Chicago","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFb7QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFb7QAF","Email","Aggressive Growth","Onboarding","Task","Fatima Klein","Inexperienced","2020-05-25","Retired","Allen Advisor","Sync Up","allen.advisor@example.com",249380
"0051U000005JQyrQAG","Household","Customer","IL","2020-04-01","Normal","Tier 3","2020-04-06","Chicago","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFb8QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFb8QAF","Call","Income","Onboarding","Call","Lacey Rodgers","Inexperienced","2020-05-25","Mass Market","Allen Advisor","Call Lacey Rodgers","allen.advisor@example.com",346793
"0051U000005L6eJQAS","Household","Customer","FL","2020-03-29","High","Tier 2","2020-04-06","Florida","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFb9QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-0-0011U00000KuFb9QAF","Email","Aggressive Growth","Onboarding","Task","Curran Pollard","Experienced","2020-05-25","Mass Market","Chelsea Advisor","Sync Up","ryan.dobson@example.com",506517
"0051U000005JQyrQAG","Household","Customer","IL","2020-04-02","Event","Tier 1","2020-04-06","Chicago","Event","Mark Garet","Advisor Event","Manager","Event","0011U00000KuFbDQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFbDQAV","Other","Aggressive Growth","Service","Event","Harlan Mccullough","Moderately Experienced","2020-05-25","High Net Worth Families","Allen Advisor","Lunch Meeting","allen.advisor@example.com",146649
"0051U000005JQyrQAG","Person Account","Customer","IL","2020-03-14","Event","Tier 3","2020-04-06","Chicago","Event","Chelsea Advisor","Advisor Event","Manager","Event","0011U00000KuFbFQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFbFQAV","Other","Aggressive Growth","Onboarding","Event","Philip Noble","Moderately Experienced","2020-05-25","Millennials","Allen Advisor","Evaluate Refinancing Loan","allen.advisor@example.com",496666
"0051U000005KhW6QAK","Household","Customer","NY","2020-03-16","Event","Tier 3","2020-04-06","New York","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFbGQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-0-0011U00000KuFbGQAV","Meeting","Balanced Growth","Prospecting","Event","Philip Bartlett","Experienced","2020-05-25","Millennials","Mark Garet","Discussion","mark.garet@example.com",414336
"0051U000005JQyrQAG","Individual","Customer","IL","2020-03-29","Event","Tier 3","2020-04-06","Chicago","Event","Chelsea Advisor","Advisor Event","Manager","Call","0011U00000KuFbHQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFbHQAV","Call","Aggressive Growth","Prospecting","Event","Rogan Skinner","Moderately Inexperienced","2020-05-25","High Net Worth Families","Allen Advisor","Call Rogan Skinner","allen.advisor@example.com",866177
"0051U000005L4E9QAK","Person Account","Customer","CA","2020-03-11","Event","Tier 2","2020-04-06","San Francisco","Event","Mark Garet","Advisor Event","Manager","Event","0011U00000KuFbIQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFbIQAV","Meeting","Growth","Onboarding","Event","Gillian Irwin","Experienced","2020-05-25","Retired","Brenda Banker","Evaluate Refinancing Loan","sunil.dixit@example.com",592827
"0051U000005KhW6QAK","Household","Customer","NY","2020-03-11","Event","Tier 3","2020-04-06","New York","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFbMQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-1-0011U00000KuFbMQAV","Other","Income","Onboarding","Event","Avram Nielsen","Inexperienced","2020-05-25","High Net Worth Families","Mark Garet","Lunch Meeting","mark.garet@example.com",334251
"0051U000005L6eJQAS","Person Account","Customer","FL","2020-03-23","Normal","Tier 2","2020-04-06","Florida","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFbPQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-1-0011U00000KuFbPQAV","Other","Income","Service","Task","Giselle Caldwell","Moderately Inexperienced","2020-05-25","Retired","Chelsea Advisor","Evaluate Refinancing Loan","ryan.dobson@example.com",433015
"0051U000005JQyrQAG","Person Account","Customer","IL","2020-03-10","High","Tier 2","2020-04-06","Chicago","Open","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFbRQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFbRQAV","Other","Income","Prospecting","Task","Yael Avery","Experienced","2020-05-25","Millennials","Allen Advisor","Discussion","allen.advisor@example.com",398592
"0051U000005JQyrQAG","Individual","Customer","IL","2020-04-02","Event","Tier 3","2020-04-06","Chicago","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFbSQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFbSQAV","Other","Income","Service","Event","Elmo Gaines","Moderately Inexperienced","2020-05-25","Mass Market","Allen Advisor","Evaluate Refinancing Loan","allen.advisor@example.com",534108
"0051U000005L4E9QAK","Person Account","Customer","CA","2020-04-04","High","Tier 2","2020-04-06","San Francisco","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFbVQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-1-0011U00000KuFbVQAV","Email","Income","Service","Task","Beverly Sykes","Experienced","2020-05-25","Retired","Brenda Banker","Discussion","sunil.dixit@example.com",301703
"0051U000005L4E9QAK","Individual","Customer","CA","2020-04-01","High","Tier 2","2020-04-06","San Francisco","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFbWQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-1-0011U00000KuFbWQAV","Meeting","Aggressive Growth","Onboarding","Task","Ishmael Riley","Inexperienced","2020-05-25","High Net Worth Families","Brenda Banker","Quarterly Earnings Summary","sunil.dixit@example.com",503982
"0051U000005L4E9QAK","Household","Customer","CA","2020-03-28","Normal","Tier 3","2020-04-06","San Francisco","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFbYQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFbYQAV","Email","Balanced Growth","Onboarding","Task","Kermit Fuentes","Moderately Experienced","2020-05-25","Affluent Professionals","Brenda Banker","Summit","sunil.dixit@example.com",291939
"0051U000005KhW6QAK","Household","Customer","NY","2020-03-19","High","Tier 1","2020-04-06","New York","Completed","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000KuFbZQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-1-0011U00000KuFbZQAV","Other","Aggressive Growth","Service","Task","Jayme Stone","Inexperienced","2020-05-25","Mass Market","Mark Garet","Sync Up","mark.garet@example.com",657439
"0051U000005KhW6QAK","Individual","Customer","NY","2020-03-14","Event","Tier 1","2020-04-06","New York","Event","Mark Garet","Advisor Event","Manager","Event","0011U00000KuFbaQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-0-0011U00000KuFbaQAF","Other","Balanced Growth","Service","Event","Jana Russo","Moderately Experienced","2020-05-25","Mass Market","Mark Garet","Evaluate Refinancing Loan","mark.garet@example.com",402113
"0051U000005L4E9QAK","Person Account","Customer","CA","2020-03-10","Normal","Tier 1","2020-04-06","San Francisco","Open","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFbdQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFbdQAF","Email","Balanced Growth","Client Retention","Task","Austin Johns","Inexperienced","2020-05-25","Millennials","Brenda Banker","Sync Up","sunil.dixit@example.com",231540
