"OWNERID","PRIMARYCONTACTGENDER","ACCOUNTNUMBER","OWNERSTATE","RISKTOLERANCE","INVESTMENTOBJECTIVES","AUMBUCKET","RELATIONSHIPSTARTDATE","RECORDTYPENAME","OWNERROLENAME","OWNERSMALLPHOTOURL","ID","HOUSEHOLDCOMPUTED","REVIEWFREQUENCY","BILLINGSTATE","CLIENTCATEGORYCUSTOM","NEXTREVIEW","OWNERNAME","NAME","LEADORCONTACTID","NETWORTHBUCKET","OWNEREMAIL","ROLLUPHOUSEHOLDNAME","AGEBUCKET","PHONE","SERVICEMODEL","FINANCIALINTERESTS","CREATEDDATE","OWNERCITY","MARKETINGSEGMENT","SAMPLEACCOUNT","INVESTMENTEXPERIENCE","LastProcessedDate","LASTINTERACTION","PRIMARYCONTACTEMAIL","BILLINGPOSTALCODE","CLIENTCATEGORY","LASTREVIEW","BILLINGCOUNTRY","YEARSSINCECLIENTBUCKET","CUSTOMERSEGMENT","HOUSEHOLDSIZETEXT","TOTALHELDFINACCTSPRIMARYOWNER","AUA","HOUSEHOLDSIZE","AUM","YEARSSINCECLIENT","TOTALAUMPRIMARYOWNER","TOTALHELDFINACCTSJOINTOWNER","PRIMARYCONTACTAGE","WALLETSHARE","HELDAWAY","DAYSSINCELASTINTERACTION","TOTALAUMJOINTOWNER","TOTALFINACCTSJOINTOWNER","TOTALNUMBEROFFINACCOUNTSPRIMARYOWNER","PRIMARYCONTACTANNUALINCOME","TOTALFINANCIALACCOUNTS","TOTALFINACCTSPRIMARYOWNER","NETWORTH"
"0051U000005L6eJQAS","Female","178","FL","Aggresive","Growth","1. Less than 500K","2017-08-26","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFZyQAN","Lucian Franklin","Quarterly","NJ","1 - Platinum","2020-06-13","Chelsea Advisor","Lucian Franklin","0011U00000KulRbQAJ","1. Less than 500K","ryan.dobson@example.com","Lucian Franklin","3. 30-49","375-734-1071","Tier 1","Municipal Bonds","2019-05-27","Florida","Mass Market","false","Inexperienced","2020-05-25","2020-05-11","user-178@fsc-demo.com","8037","Platinum","2020-05-11","USA","2. Between 1 and 3 years","Long Term Growth","2",182335,182335,2,287835,1,287835,0,31,0.39,182335,14,0,0,4,103316,470170,470170,470170
"0051U000005L6eJQAS","Female","179","FL","Moderate","Income","1. Less than 500K","2018-04-25","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFZzQAN",,"Annually","MI","2 - Gold","2019-06-18","Chelsea Advisor","Barbara Whitfield","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com",,"2. 18-29","543-203-6773","Tier 3","Technology","2019-05-27","Florida","Affluent Professionals","false","Moderately Inexperienced","2020-05-25","2019-05-11","user-179@fsc-demo.com","48101","Gold","2019-04-28","USA","2. Between 1 and 3 years","Long Term Growth","0",409198,409198,0,280162,1,280162,0,25,0.59,409198,380,0,0,4,182387,689360,689360,689360
"0051U000005JQyrQAG","Female","180","IL","Conservative","Balanced Growth","1. Less than 500K","2017-11-02","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFa0QAF",,"Annually","PA","2 - Gold","2019-06-16","Allen Advisor","Kelsie Byers","0011U00000KulRbQAJ","1. Less than 500K","allen.advisor@example.com",,"4. 50-69","480-982-2476","Tier 1","Fixed Income","2019-05-27","Chicago","Retired","false","Inexperienced","2020-05-25","2019-05-14","user-180@fsc-demo.com","15411","Gold","2019-05-13","USA","2. Between 1 and 3 years","Mass Affluent","0",119738,119738,0,84897,1,84897,0,53,0.59,119738,377,0,0,3,217214,204635,204635,204635
"0051U000005L6eJQAS","Female","181","FL","Moderate","Growth","1. Less than 500K","2012-01-31","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFa1QAF","Kiayada Francis","Monthly","PA","1 - Platinum","2019-06-18","Chelsea Advisor","Kiayada Francis","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com","Kiayada Francis","2. 18-29","505-243-5806","Tier 1","Retirement","2019-06-03","Florida","Retired","false","Experienced","2020-05-25","2019-06-03","user-181@fsc-demo.com","16401","Platinum","2019-05-11","USA","4. Between 5 and 10 Years","Long Term Growth","2",754233,754233,2,123265,7,123265,0,29,0.86,754233,357,0,0,4,136757,877498,877498,877498
"0051U000005L4E9QAK","Female","182","CA","Conservative","Growth","1. Less than 500K","2012-06-07","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFa2QAF","Oliver Tanner","Annually","MI","3 - Silver","2019-06-24","Brenda Banker","Oliver Tanner","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com","Oliver Tanner","2. 18-29","436-942-9783","Tier 1","Retirement","2019-06-03","San Francisco","High Net Worth Families","false","Inexperienced","2020-05-25","2019-06-02","user-182@fsc-demo.com","48003","Silver","2019-05-13","USA","4. Between 5 and 10 Years","Long Term Growth","2",359173.1,359173.1,2,338892,6,338892,0,18,0.51,359173.1,358,0,0,4,206727,698065.1,698065.1,698065.1
"0051U000005L6eJQAS","Female","184","FL","None","Balanced Growth","1. Less than 500K","2010-07-05","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFa4QAF","Wanda Harrell","Annually","IL","1 - Platinum","2019-07-08","Chelsea Advisor","Wanda Harrell","0011U00000KulRbQAJ","1. Less than 500K","ryan.dobson@example.com","Wanda Harrell","3. 30-49","499-340-6923","Tier 1","Retirement","2019-06-10","Florida","Mass Market","false","Experienced","2020-05-25","2019-06-09","user-184@fsc-demo.com","61238","Platinum","2019-05-30","USA","4. Between 5 and 10 Years","Long Term Growth","4",272356.7,272356.7,4,220391,8,220391,0,30,0.55,272356.7,351,0,0,5,56160,492747.7,492747.7,492747.7
"0051U000005JQyrQAG","Male","186","IL","Conservative","Aggressive Growth","1. Less than 500K","2019-02-13","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFa6QAF","Jason Blanchard","Quarterly","TX","2 - Gold","2019-07-07","Allen Advisor","Jason Blanchard","0011U00000KulRbQAJ","1. Less than 500K","allen.advisor@example.com","Jason Blanchard","4. 50-69","537-818-9689","Tier 2","Energy","2019-06-10","Chicago","Millennials","false","Inexperienced","2020-05-25","2019-06-08","user-186@fsc-demo.com","75925","Gold","2019-06-04","USA","1. Less than 1 year","Long Term Growth","4",244944,244944,4,27202,0,27202,0,65,0.9,244944,352,0,0,2,200507,272146,272146,272146
"0051U000005JQyrQAG","Male","189","IL","Conservative","Balanced Growth","2. Between 500K and 2M","2010-08-05","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFa9QAF",,"Monthly","NY","2 - Gold","2020-06-19","Allen Advisor","Paki Johns","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"2. 18-29","490-236-1381","Tier 1","Fixed Income","2019-06-24","Chicago","Affluent Professionals","false","Moderately Inexperienced","2020-05-25","2020-05-20","user-189@fsc-demo.com","10454","Gold","2020-05-04","USA","4. Between 5 and 10 Years","Mass Affluent","0",508821.92,508821.92,0,605249,8,605249,0,28,0.46,508821.92,5,0,0,4,126872,1114070.92,1114070.92,1114070.92
"0051U000005JQyrQAG","Male","191","IL","Aggresive","Growth","1. Less than 500K","2013-06-19","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFaBQAV","Hope Peck","Annually","CA","3 - Silver","2020-06-21","Allen Advisor","Hope Peck","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Hope Peck","4. 50-69","336-649-6576","Tier 2","Fixed Income","2019-07-08","Chicago","Mass Market","false","Moderately Experienced","2020-05-25","2020-05-12","user-191@fsc-demo.com","96104","Silver","2020-05-01","USA","4. Between 5 and 10 Years","Long Term Growth","2",276362.4,276362.4,2,390011,6,390011,0,61,0.41,276362.4,13,0,0,4,206437,666373.4,666373.4,666373.4
"0051U000005JQyrQAG","Female","193","IL","Aggresive","Growth","1. Less than 500K","2015-03-20","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFaDQAV",,"Quarterly","NY","2 - Gold","2019-08-04","Allen Advisor","Maxine Rivera","0011U00000KulRbQAJ","1. Less than 500K","allen.advisor@example.com",,"2. 18-29","249-954-3409","Tier 2","College Planning","2019-07-08","Chicago","Mass Market","false","Inexperienced","2020-05-25","2019-06-24","user-193@fsc-demo.com","10451","Gold","2019-06-24","USA","3. Between 3 and 5 years","Long Term Growth","0",266874,266874,0,145271,4,145271,0,19,0.65,266874,336,0,0,3,108467,412145,412145,412145
"0051U000005KhW6QAK","Male","196","NY","Conservative","Growth","1. Less than 500K","2018-08-06","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFaGQAV",,"Monthly","TX","2 - Gold","2019-07-31","Mark Garet","Noelani Phelps","0011U00000KulRbQAJ","2. Between 500K and 2M","mark.garet@example.com",,"3. 30-49","491-496-6001","Tier 1","Energy","2019-07-15","New York","High Net Worth Families","false","Moderately Experienced","2020-05-25","2019-06-16","user-196@fsc-demo.com","75925","Gold","2019-06-15","USA","1. Less than 1 year","Mass Affluent","0",309852,309852,0,223413,0,223413,0,32,0.58,309852,344,0,0,4,224117,533265,533265,533265
"0051U000005L4E9QAK","Female","198","CA","Conservative","Aggressive Growth","1. Less than 500K","2012-06-07","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFaIQAV",,"Monthly","MI","3 - Silver","2019-08-16","Brenda Banker","Arden Jordan","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com",,"4. 50-69","278-657-1940","Tier 3","College Planning","2019-07-22","San Francisco","Retired","false","Moderately Experienced","2020-05-25","2019-06-30","user-198@fsc-demo.com","48003","Silver","2019-06-30","USA","4. Between 5 and 10 Years","Mass Affluent","0",255181,255181,0,279320,7,279320,0,56,0.48,255181,330,0,0,3,162690,534501,534501,534501
"0051U000005JQyrQAG","Female","199","IL","Aggresive","Aggressive Growth","1. Less than 500K","2011-12-22","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFaJQAV","Clinton Merrill","Annually","PA","2 - Gold","2019-08-07","Allen Advisor","Clinton Merrill","0011U00000KulRbQAJ","1. Less than 500K","allen.advisor@example.com","Clinton Merrill","5. > 69","239-638-8945","Tier 3","Technology","2019-07-22","Chicago","Retired","false","Moderately Inexperienced","2020-05-25","2019-07-14","user-199@fsc-demo.com","15310","Gold","2019-07-13","USA","4. Between 5 and 10 Years","Mass Affluent","4",230674,230674,4,117903,7,117903,0,72,0.66,230674,316,0,0,3,165918,348577,348577,348577
"0051U000005L4E9QAK","Female","200","CA","Moderate","Balanced Growth","1. Less than 500K","2010-11-21","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFaKQAV",,"Quarterly","CA","1 - Platinum","2019-08-08","Brenda Banker","Paki Coleman","0011U00000KulRbQAJ","1. Less than 500K","sunil.dixit@example.com",,"5. > 69","297-109-7229","Tier 2","Energy","2019-07-22","San Francisco","Retired","false","Inexperienced","2020-05-25","2019-07-22","user-200@fsc-demo.com","96140","Platinum","2019-07-02","USA","4. Between 5 and 10 Years","Long Term Growth","0",193722.6,193722.6,0,187700,8,187700,0,73,0.51,193722.6,308,0,0,3,247539,381422.6,381422.6,381422.6
"0051U000005JQyrQAG","Female","201","IL","Conservative","Income","1. Less than 500K","2015-07-22","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFaLQAV",,"Annually","CA","2 - Gold","2019-08-10","Allen Advisor","Christopher Leonard","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"4. 50-69","248-131-3417","Tier 3","Technology","2019-07-22","Chicago","Retired","false","Moderately Inexperienced","2020-05-25","2019-07-22","user-201@fsc-demo.com","96106","Gold","2019-07-21","USA","3. Between 3 and 5 years","Long Term Growth","0",448326.8,448326.8,0,378133,4,378133,0,63,0.54,448326.8,308,0,0,5,221286,826459.8,826459.8,826459.8
"0051U000005L6eJQAS","Male","203","FL","None","Balanced Growth","1. Less than 500K","2015-10-05","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFaNQAV",,"Annually","NJ","3 - Silver","2020-05-19","Chelsea Advisor","Justina Gutierrez","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com",,"5. > 69","227-702-8345","Tier 1","Fixed Income","2019-07-29","Florida","Retired","false","Moderately Inexperienced","2020-05-25","2020-05-04","user-203@fsc-demo.com","8037","Silver","2020-05-03","USA","3. Between 3 and 5 years","Long Term Growth","0",530912,530912,0,224144,3,224144,0,70,0.7,530912,21,0,0,4,186274,755056,755056,755056
"0051U000005JQyrQAG","Male","207","IL","Aggresive","Aggressive Growth","1. Less than 500K","2016-01-26","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFaRQAV",,"Monthly","IL","3 - Silver","2019-08-20","Allen Advisor","Zoe Herring","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"3. 30-49","467-526-8835","Tier 1","College Planning","2019-08-05","Chicago","High Net Worth Families","false","Inexperienced","2020-05-25","2019-07-23","user-207@fsc-demo.com","61241","Silver","2019-07-14","USA","3. Between 3 and 5 years","Mass Affluent","0",300325.3,300325.3,0,268403,3,268403,0,41,0.53,300325.3,307,0,0,4,228894,568728.3,568728.3,568728.3
"0051U000005L6eJQAS","Female","208","FL","Conservative","Aggressive Growth","1. Less than 500K","2010-06-18","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFaSQAV",,"Monthly","NJ","2 - Gold","2019-08-23","Chelsea Advisor","Xander Howell","0011U00000KulRbQAJ","1. Less than 500K","ryan.dobson@example.com",,"4. 50-69","477-881-2012","Tier 2","Municipal Bonds","2019-08-05","Florida","Affluent Professionals","false","Moderately Inexperienced","2020-05-25","2019-08-02","user-208@fsc-demo.com","8037","Gold","2019-07-19","USA","4. Between 5 and 10 Years","Mass Affluent","0",217651.6,217651.6,0,150117,9,150117,0,54,0.59,217651.6,297,0,0,3,162005,367768.6,367768.6,367768.6
"0051U000005L6eJQAS","Female","209","FL","Aggresive","Balanced Growth","1. Less than 500K","2014-03-18","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFaTQAV",,"Monthly","PA","2 - Gold","2019-08-22","Chelsea Advisor","Leah Wolfe","0011U00000KulRbQAJ","1. Less than 500K","ryan.dobson@example.com",,"2. 18-29","379-421-2343","Tier 3","Fixed Income","2019-08-05","Florida","Affluent Professionals","false","Inexperienced","2020-05-25","2019-07-26","user-209@fsc-demo.com","16401","Gold","2019-07-08","USA","4. Between 5 and 10 Years","Mass Affluent","0",175745,175745,0,148722,5,148722,0,18,0.54,175745,304,0,0,2,112954,324467,324467,324467
"0051U000005KhW6QAK","Male","210","NY","None","Aggressive Growth","1. Less than 500K","2013-06-03","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFaUQAV","Hop Lindsey","Quarterly","FL","1 - Platinum","2019-09-04","Mark Garet","Hop Lindsey","0011U00000KulRbQAJ","1. Less than 500K","mark.garet@example.com","Hop Lindsey","2. 18-29","421-872-4240","Tier 1","Technology","2019-08-12","New York","High Net Worth Families","false","Moderately Inexperienced","2020-05-25","2019-08-10","user-210@fsc-demo.com","32421","Platinum","2019-08-01","USA","4. Between 5 and 10 Years","Long Term Growth","4",265421,265421,4,66218,6,66218,0,22,0.8,265421,289,0,0,3,234636,331639,331639,331639
"0051U000005JQyrQAG","Male","211","IL","Conservative","Income","1. Less than 500K","2012-05-12","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFaVQAV",,"Monthly","CA","3 - Silver","2019-09-11","Allen Advisor","Graham Salazar","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"2. 18-29","263-303-2764","Tier 1","Energy","2019-08-12","Chicago","Affluent Professionals","false","Moderately Inexperienced","2020-05-25","2019-07-19","user-211@fsc-demo.com","96108","Silver","2019-07-14","USA","4. Between 5 and 10 Years","Mass Affluent","0",501064,501064,0,327536,7,327536,0,20,0.6,501064,311,0,0,4,180795,828600,828600,828600
"0051U000005KhW6QAK","Female","212","NY","Moderate","Income","1. Less than 500K","2018-03-23","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFaWQAV",,"Quarterly","PA","2 - Gold","2020-06-18","Mark Garet","Chastity Stevens","0011U00000KulRbQAJ","2. Between 500K and 2M","mark.garet@example.com",,"3. 30-49","425-244-9422","Tier 1","Technology","2019-08-12","New York","Mass Market","false","Inexperienced","2020-05-25","2020-05-17","user-212@fsc-demo.com","16820","Gold","2020-05-04","USA","2. Between 1 and 3 years","Mass Affluent","0",173166,173166,0,390329,1,390329,0,35,0.31,173166,8,0,0,4,218113,563495,563495,563495
"0051U000005L4E9QAK","Male","213","CA","Moderate","Growth","1. Less than 500K","2016-05-03","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFaXQAV",,"Quarterly","CA","3 - Silver","2019-09-04","Brenda Banker","Asher Moore","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com",,"2. 18-29","375-738-3283","Tier 1","Technology","2019-08-12","San Francisco","Retired","false","Moderately Experienced","2020-05-25","2019-08-06","user-213@fsc-demo.com","96104","Silver","2019-08-01","USA","3. Between 3 and 5 years","Long Term Growth","0",564976.52,564976.52,0,332787,3,332787,0,21,0.63,564976.52,293,0,0,5,72675,897763.52,897763.52,897763.52
"0051U000005L4E9QAK","Male","214","CA","Aggresive","Income","2. Between 500K and 2M","2019-08-01","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFaYQAV",,"Annually","MI","1 - Platinum","2020-06-12","Brenda Banker","Jael Hoffman","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com",,"5. > 69","251-665-5386","Tier 2","Retirement","2019-08-19","San Francisco","Retired","false","Moderately Inexperienced","2020-05-25","2020-05-23","user-214@fsc-demo.com","48002","Platinum","2020-05-22","USA","1. Less than 1 year","Long Term Growth","0",272884.5,272884.5,0,626719,0,626719,0,70,0.3,272884.5,2,0,0,4,123309,899603.5,899603.5,899603.5
"0051U000005L4E9QAK","Male","215","CA","Conservative","Aggressive Growth","2. Between 500K and 2M","2018-11-18","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFaZQAV","Savannah Kent","Quarterly","CA","3 - Silver","2020-06-20","Brenda Banker","Savannah Kent","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com","Savannah Kent","4. 50-69","532-346-4362","Tier 2","Technology","2019-08-19","San Francisco","High Net Worth Families","false","Experienced","2020-05-25","2020-05-15","user-215@fsc-demo.com","96107","Silver","2020-05-12","USA","1. Less than 1 year","Long Term Growth","3",480178.45,480178.45,3,568980,0,568980,0,66,0.46,480178.45,10,0,0,4,98236,1049158.45,1049158.45,1049158.45
"0051U000005L6eJQAS","Female","218","FL","Moderate","Aggressive Growth","2. Between 500K and 2M","2012-02-02","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFacQAF",,"Quarterly","PA","1 - Platinum","2020-06-10","Chelsea Advisor","Alexander Hayden","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com",,"3. 30-49","436-166-3121","Tier 3","Retirement","2019-09-02","Florida","Mass Market","false","Experienced","2020-05-25","2020-05-24","user-218@fsc-demo.com","16820","Platinum","2020-05-24","USA","4. Between 5 and 10 Years","Long Term Growth","0",382978.4,382978.4,0,843531,7,843531,0,41,0.31,382978.4,1,0,0,5,74909,1226509.4,1226509.4,1226509.4
"0051U000005JQyrQAG","Female","219","IL","Conservative","Growth","1. Less than 500K","2017-01-06","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFadQAF",,"Quarterly","CA","1 - Platinum","2019-09-24","Allen Advisor","Colton Hall","0011U00000KulRbQAJ","1. Less than 500K","allen.advisor@example.com",,"3. 30-49","241-552-7147","Tier 1","Technology","2019-09-09","Chicago","Affluent Professionals","false","Experienced","2020-05-25","2019-09-04","user-219@fsc-demo.com","96101","Platinum","2019-08-31","USA","2. Between 1 and 3 years","Mass Affluent","0",292529,292529,0,160110,2,160110,0,34,0.65,292529,264,0,0,4,114729,452639,452639,452639
"0051U000005JQyrQAG","Male","220","IL","Aggresive","Balanced Growth","1. Less than 500K","2016-08-27","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFaeQAF",,"Monthly","PA","1 - Platinum","2019-10-06","Allen Advisor","Quin Hammond","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"5. > 69","524-195-6407","Tier 3","Energy","2019-09-09","Chicago","Millennials","false","Moderately Experienced","2020-05-25","2019-09-09","user-220@fsc-demo.com","15520","Platinum","2019-08-15","USA","3. Between 3 and 5 years","Long Term Growth","0",394332.5,394332.5,0,377147,3,377147,0,75,0.51,394332.5,259,0,0,4,93697,771479.5,771479.5,771479.5
"0051U000005L4E9QAK","Female","222","CA","Aggresive","Balanced Growth","1. Less than 500K","2018-10-04","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFagQAF",,"Annually","CA","2 - Gold","2019-10-03","Brenda Banker","Ashton Fry","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com",,"3. 30-49","526-958-6964","Tier 1","Retirement","2019-09-09","San Francisco","Mass Market","false","Experienced","2020-05-25","2019-09-03","user-222@fsc-demo.com","96106","Gold","2019-08-28","USA","1. Less than 1 year","Mass Affluent","0",320697.9,320697.9,0,252400,0,252400,0,38,0.56,320697.9,265,0,0,3,76094,573097.9,573097.9,573097.9
"0051U000005JQyrQAG","Male","223","IL","Conservative","Growth","1. Less than 500K","2014-07-27","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFahQAF","Xavier Vance","Annually","PA","3 - Silver","2019-09-28","Allen Advisor","Xavier Vance","0011U00000KulRbQAJ","1. Less than 500K","allen.advisor@example.com","Xavier Vance","3. 30-49","550-190-8062","Tier 3","Municipal Bonds","2019-09-09","Chicago","Affluent Professionals","false","Moderately Inexperienced","2020-05-25","2019-08-25","user-223@fsc-demo.com","15611","Silver","2019-08-15","USA","4. Between 5 and 10 Years","Mass Affluent","2",200960.7,200960.7,2,220909,5,220909,0,42,0.48,200960.7,274,0,0,3,54193,421869.7,421869.7,421869.7
"0051U000005JQyrQAG","Female","224","IL","None","Aggressive Growth","1. Less than 500K","2013-07-02","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFaiQAF",,"Monthly","NY","1 - Platinum","2020-06-16","Allen Advisor","Merritt Bishop","0011U00000KulRbQAJ","1. Less than 500K","allen.advisor@example.com",,"2. 18-29","513-311-8303","Tier 1","Municipal Bonds","2019-09-16","Chicago","Millennials","false","Moderately Inexperienced","2020-05-25","2020-05-21","user-224@fsc-demo.com","10456","Platinum","2020-05-18","USA","4. Between 5 and 10 Years","Long Term Growth","0",207265,207265,0,165430,6,165430,0,25,0.56,207265,4,0,0,3,111012,372695,372695,372695
"0051U000005L6eJQAS","Male","226","FL","None","Balanced Growth","1. Less than 500K","2018-10-29","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFakQAF",,"Monthly","CA","2 - Gold","2019-10-03","Chelsea Advisor","Hannah Perkins","0011U00000KulRbQAJ","1. Less than 500K","ryan.dobson@example.com",,"4. 50-69","327-726-5211","Tier 2","College Planning","2019-09-16","Florida","Millennials","false","Inexperienced","2020-05-25","2019-09-14","user-226@fsc-demo.com","96101","Gold","2019-09-07","USA","1. Less than 1 year","Mass Affluent","0",259034,259034,0,196368,0,196368,0,69,0.57,259034,254,0,0,3,68500,455402,455402,455402
"0051U000005L4E9QAK","Male","227","CA","None","Balanced Growth","1. Less than 500K","2010-11-24","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFalQAF",,"Monthly","NY","1 - Platinum","2019-10-12","Brenda Banker","Eleanor Callahan","0011U00000KulRbQAJ","1. Less than 500K","sunil.dixit@example.com",,"4. 50-69","336-730-6345","Tier 2","Technology","2019-09-16","San Francisco","Retired","false","Moderately Inexperienced","2020-05-25","2019-09-16","user-227@fsc-demo.com","10451","Platinum","2019-09-15","USA","4. Between 5 and 10 Years","Long Term Growth","0",148049.8,148049.8,0,288519,8,288519,0,63,0.34,148049.8,252,0,0,4,169547,436568.8,436568.8,436568.8
"0051U000005KhW6QAK","Male","228","NY","Aggresive","Growth","1. Less than 500K","2014-04-13","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFamQAF",,"Monthly","TX","2 - Gold","2019-10-17","Mark Garet","Maisie Kelly","0011U00000KulRbQAJ","2. Between 500K and 2M","mark.garet@example.com",,"4. 50-69","416-799-3337","Tier 1","Technology","2019-09-23","New York","Millennials","false","Inexperienced","2020-05-25","2019-09-15","user-228@fsc-demo.com","75409","Gold","2019-09-03","USA","4. Between 5 and 10 Years","Mass Affluent","0",335824,335824,0,436998,5,436998,0,60,0.43,335824,253,0,0,3,74892,772822,772822,772822
"0051U000005L4E9QAK","Male","229","CA","None","Balanced Growth","1. Less than 500K","2015-09-22","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFanQAF",,"Annually","NY","2 - Gold","2020-06-16","Brenda Banker","Glenna Bryan","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com",,"4. 50-69","549-404-8494","Tier 2","Retirement","2019-09-30","San Francisco","Retired","false","Inexperienced","2020-05-25","2020-05-24","user-229@fsc-demo.com","10459","Gold","2020-05-23","USA","3. Between 3 and 5 years","Long Term Growth","0",292394,292394,0,465821,4,465821,0,55,0.39,292394,1,0,0,4,126169,758215,758215,758215
