"LEADSOURCE","OWNERID","OWNERSTATE","FORECASTCATEGORY","STAGENAME","CREATEDDATE","OWNERCITY","RECORDTYPENAME","ISCLOSED","ACCOUNTID","OWNERSMALLPHOTOURL","CLOSEDATE","ID","OPPORTUNITYOWNER","STAGE","ACCOUNTNAME","ISWON","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","ACTIVITYID","ACCOUNTCLIENTCATEGORY","ACCOUNTINDUSTRY","OPPORTUNITYNAME","EXPECTEDREVENUE","STAGESORTORDER","AMOUNT","DAYSSINCELASTACTIVITY","TIMEINSTAGEDURATIONSECONDS","PROBABILITY","OPPORTUNITYAGE"
"Telesales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-07-17","Florida","Simple","true","001B000000SS4KJIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-06-11","006B00000049VhfIAE","Chelsea Advisor","Closed Lost","American Bankers Insurance Group Inc","false","2020-05-25","Mass Market","Activity 41","Gold","Transportation","American Bankers Insurance Group Inc - 54.5k",54500,9,54500,274,53640030,0,356
"Reseller","0051U000005JQyrQAG","IL","Commit","Qualification","2019-11-26","Chicago","Simple","false","001B000000SS3eJIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-07-23","006B00000049UvRIAU","Allen Advisor","Qualification","RR Donnelley & Sons Company","false","2020-05-25","Affluent Professionals","Activity 250","Silver","Transportation","RR Donnelley & Sons Company - 45k",45000,2,45000,220,57010774,20,224
"Other","0051U000005JQyrQAG","IL","Commit","Qualification","2019-11-20","Chicago","Channel (Partner)","false","001B000000bwMUQIA2","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-08-09","006B00000049UtOIAU","Allen Advisor","Qualification","Ceeva Inc","false","2020-05-25","Millennials","Activity 263","Silver","Entertainment","Ceeva Inc - 30k",30000,2,30000,220,61208764,20,230
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-01","Chicago","Simple","true","001B000000SS4DzIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2020-04-26","006B0000003hgtoIAA","Allen Advisor","Closed Lost","Akaba","false","2020-05-25","Affluent Professionals","Activity 541","Silver","Recreation","Akaba - 51k",51000,9,51000,334,27920928,0,310
"Fields Sales","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-12-04","San Francisco","Channel (Partner)","true","001B000000SS42CIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-07-02","006B0000003X10bIAC","Brenda Banker","Closed Won","I Musicast","true","2020-05-25","Retired","Activity 464","Silver","Utilities","I Musicast - 31.5k",31500,8,31500,595,55861104,100,216
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-07-25","Chicago","Advanced","true","001B000000SS4BkIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2018-11-06","006B0000003WbmOIAS","Allen Advisor","Closed Lost","ADVAL Communications","false","2020-05-25","High Net Worth Families","Activity 681","Silver","Retail","ADVAL Communications - 78.5k",78500,9,78500,897,9838511,0,348
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-09-22","San Francisco","Channel (Partner)","true","001B000000WJDzjIAH","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-11-17","006B0000004t2KvIAI","Brenda Banker","Closed Lost","Biosound Esaote","false","2020-05-25","Affluent Professionals","Activity 716","Silver","Engineering","Biosound Esaote - 49.5k",49500,9,49500,875,60040569,0,289
"Other","0051U000005KhW6QAK","NY","Closed","Closed Won","2019-10-30","New York","Simple","true","001B000000SS4rPIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-10-20","006B00000049VBnIAM","Mark Garet","Closed Won","National Design Company","true","2020-05-25","High Net Worth Families","Activity 326","Platinum","Chemicals","National Design Company - 69k",69000,8,69000,497,3647673,100,251
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-13","Chicago","Simple","true","001B000000SS4YtIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-24","006B00000049UpBIAU","Allen Advisor","Closed Won","C9","true","2020-05-25","Retired","Activity 358","Gold","Government","C9 - 148.9k",148900,8,148900,628,52679236,100,298
"Reseller","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-09-01","San Francisco","Advanced","true","001B000000SS4BRIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-07-07","006B0000003WblyIAC","Brenda Banker","Closed Won","Resource Center Inc","true","2020-05-25","Affluent Professionals","Activity 678","Platinum","Transportation","Resource Center Inc - 62.5k",62500,8,62500,678,28632439,100,310
"Reseller","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-11-23","Florida","Channel (Partner)","true","001B000000WJED1IAP","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-02-23","006B00000049VKfIAM","Chelsea Advisor","Closed Lost","Advanced Institutional Management Softwa","false","2020-05-25","Retired","Activity 71","Platinum","Chemicals","Advanced Institutional Management Softwa - 42.5k",42500,9,42500,370,47105769,0,227
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-07-11","San Francisco","Channel (Partner)","true","001B000000SS4u8IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2020-03-06","006B00000049VGtIAM","Brenda Banker","Closed Lost","Vsys","false","2020-05-25","Mass Market","Activity 95","Platinum","Hospitality","Vsys - 53k",53000,9,53000,493,34415043,0,362
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-10-05","Chicago","Simple","true","001B000000lwNoMIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-02-23","006B0000004t2KKIAY","Allen Advisor","Closed Lost","Aaa First Express Inc","false","2020-05-25","Affluent Professionals","Activity 528","Gold","Insurance","Aaa First Express Inc - 52.5k",52500,9,52500,779,39594088,0,276
"Reseller","0051U000005L6eJQAS","FL","Closed","Closed Won","2019-11-02","Florida","Advanced","true","001B000000SS47JIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-09-19","006B0000003WbgsIAC","Chelsea Advisor","Closed Won","National Indemnity Company","true","2020-05-25","Affluent Professionals","Activity 696","Gold","Communications","National Indemnity Company - 53k",53000,8,53000,883,55859980,100,248
"Fields Sales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-09-13","Florida","Simple","true","001B000000WJE4PIAX","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-06-27","006B00000049VZkIAM","Chelsea Advisor","Closed Lost","Affinitas Corporation","false","2020-05-25","Millennials","Activity 385","Platinum","Education","Affinitas Corporation - 50k",50000,9,50000,680,41079402,0,298
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-08-01","San Francisco","Simple","true","001B000000SS4GZIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-03-25","006B0000004t2XhIAI","Brenda Banker","Closed Lost","Cardiac Science","false","2020-05-25","Affluent Professionals","Activity 517","Gold","Government","Cardiac Science - 62.5k",62500,9,62500,713,28211097,0,341
"Other","0051U000005JQyrQAG","IL","Best Case","Discovery","2019-09-26","Chicago","Channel (Partner)","false","001B000000SS4zKIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-10-04","006B00000049VPLIA2","Allen Advisor","Discovery","EDS  Trans Alliance","false","2020-05-25","Retired","Activity 163","Platinum","Banking","EDS  Trans Alliance - 25k",25000,0,25000,281,36167408,0,285
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-10-17","San Francisco","Channel (Partner)","true","001B000000SS3Y3IAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-12-18","006B00000049Uo7IAE","Brenda Banker","Closed Lost","Thos. S. Byrne Ltd.","false","2020-05-25","Millennials","Activity 290","Platinum","Consulting","Thos. S. Byrne Ltd. - 85k",85000,9,85000,459,30567739,0,264
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-08-25","Chicago","Simple","true","001B000000SS50IIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-06-02","006B00000049VQxIAM","Allen Advisor","Closed Lost","Windsor Capital Group Hotels","false","2020-05-25","Millennials","Activity 37","Silver","Construction","Windsor Capital Group Hotels - 27.5k",27500,9,27500,317,2552569,0,317
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-12-03","Chicago","Simple","true","001B000000SS4kNIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-06-13","006B00000049VfFIAU","Allen Advisor","Closed Lost","Acist Medical Systems Inc","false","2020-05-25","High Net Worth Families","Activity 2","Gold","Financial Services","Acist Medical Systems Inc - 25k",25000,9,25000,252,21216186,0,217
"Reseller","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-11-30","San Francisco","Simple","true","001B000000SS4q5IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-05-04","006B0000003n2fZIAQ","Brenda Banker","Closed Lost","NexPrise","false","2020-05-25","High Net Worth Families","Activity 466","Silver","Chemicals","NexPrise - 44.8k",44800,9,44800,286,12717669,0,220
"Reseller","0051U000005L6eJQAS","FL","Closed","Closed Won","2019-12-10","Florida","Simple","true","001B000000SS4faIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-05-01","006B00000049VXhIAM","Chelsea Advisor","Closed Won","Xpiron","true","2020-05-25","Retired","Activity 30","Platinum","Technology","Xpiron - 40k",40000,8,40000,286,32391704,100,210
"Other","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-19","Chicago","Simple","true","001B000000SS3SRIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-05-05","006B00000049UiMIAU","Allen Advisor","Closed Lost","Cyber-Ark Software","false","2020-05-25","Affluent Professionals","Activity 281","Platinum","Apparel","Cyber-Ark Software - 50.5k",50500,9,50500,316,40243734,0,292
"Reseller","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-11-17","San Francisco","Channel (Partner)","true","001B000000SS4pMIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-02-20","006B0000003n2dbIAA","Brenda Banker","Closed Lost","Minnesota Industrial Tools","false","2020-05-25","Millennials","Activity 509","Silver","Environmental","Minnesota Industrial Tools - 20.5k",20500,9,20500,718,46260580,0,233
"Fields Sales","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-12-07","San Francisco","Simple","true","001B000000SS44SIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-01-29","006B0000003hghXIAQ","Brenda Banker","Closed Won","Texas Instruments Incorporated","true","2020-05-25","Retired","Activity 545","Platinum","Utilities","Texas Instruments Incorporated - 50k",50000,8,50000,384,9674578,100,213
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-06-27","Chicago","Advanced","true","001B000000SS46SIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2018-12-29","006B0000003WbfgIAC","Allen Advisor","Closed Won","Prepared Response","true","2020-05-25","Retired","Activity 693","Silver","Education","Prepared Response - 58.5k",58500,8,58500,815,57282618,100,376
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-10-29","Chicago","Channel (Partner)","true","001B000000bwMeLIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-05-06","006B00000049VjhIAE","Allen Advisor","Closed Lost","Aqua-Aston Hospitality","false","2020-05-25","Millennials","Activity 112","Platinum","Healthcare & Life Sciences","Aqua-Aston Hospitality - 55k",55000,9,55000,299,25107504,0,252
"Reseller","0051U000005L6eJQAS","FL","Closed","Closed Won","2019-08-07","Florida","Channel (Partner)","true","001B000000WJEEDIA5","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-11-21","006B0000003Wbo9IAC","Chelsea Advisor","Closed Won","Decision Support","true","2020-05-25","Millennials","Activity 331","Silver","Financial Services","Decision Support - 200k",200000,8,200000,555,20112472,100,335
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-30","Chicago","Simple","true","001B000000SS3nVIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-09-11","006B00000049VbwIAE","Allen Advisor","Closed Lost","Active Navigation","false","2020-05-25","Retired","Activity 347","Gold","Recreation","Active Navigation - 30k",30000,9,30000,558,55163885,0,281
"Reseller","0051U000005L6eJQAS","FL","Closed","Closed Won","2019-09-08","Florida","Simple","true","001B000000lwNuXIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-30","006B00000049VLrIAM","Chelsea Advisor","Closed Won","TAC Americas","true","2020-05-25","Millennials","Activity 348","Silver","Other","TAC Americas - 35k",35000,8,35000,564,40086684,100,303
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-02","Chicago","Simple","true","001B000000sxKOnIAM","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2018-11-09","006B0000004t2YSIAY","Allen Advisor","Closed Lost","WeNotify.net","false","2020-05-25","Affluent Professionals","Activity 719","Silver","Food & Beverage","WeNotify.net - 200k",200000,9,200000,830,7033259,0,309
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-10-23","Chicago","Simple","true","001B000000SS3XjIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-23","006B00000049UnkIAE","Allen Advisor","Closed Lost","Lake City Bank","false","2020-05-25","Mass Market","Activity 349","Platinum","Machinery","Lake City Bank - 112.5k",112500,9,112500,532,26420159,0,258
"Fields Sales","0051U000005JQyrQAG","IL","Commit","Negotiation","2019-06-23","Chicago","Channel (Partner)","false","001B000000lwNvNIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-07-03","006B00000049VRdIAM","Allen Advisor","Negotiation","NeuroMetrix","false","2020-05-25","Millennials","Activity 152","Gold","Technology","NeuroMetrix - 45k",45000,7,45000,244,34721184,90,380
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-11-15","Chicago","Channel (Partner)","true","001B000000bwMZXIA2","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-11-12","006B00000049VAPIA2","Allen Advisor","Closed Won","Fadal Machining Centers","true","2020-05-25","Mass Market","Activity 305","Platinum","Manufacturing","Fadal Machining Centers - 175k",175000,8,175000,484,34759742,100,235
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-12-16","Chicago","Simple","true","001B000000SS44WIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-06-25","006B0000003X10wIAC","Allen Advisor","Closed Won","Third Voice","true","2020-05-25","High Net Worth Families","Activity 593","Platinum","Chemicals","Third Voice - 50k",50000,8,50000,593,33722529,100,204
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-10-08","Chicago","Simple","true","001B000000SS4rvIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-05-12","006B00000049VCeIAM","Allen Advisor","Closed Lost","NYS Office of General Services","false","2020-05-25","Millennials","Activity 483","Platinum","Electronics","NYS Office of General Services - 51k",51000,9,51000,661,28087510,0,273
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-09-14","San Francisco","Simple","true","001B000000SS3oSIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-05-10","006B00000049VcxIAE","Brenda Banker","Closed Lost","Twenty  First Century Marketing","false","2020-05-25","Retired","Activity 408","Silver","Transportation","Twenty  First Century Marketing - 52.5k",52500,9,52500,676,4844711,0,297
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-08-30","San Francisco","Advanced","true","001B000000SS3pfIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-06-30","006B0000003X0yPIAS","Brenda Banker","Closed Lost","Acs Consultant Holdings Corporation","false","2020-05-25","Affluent Professionals","Activity 623","Silver","Not For Profit","Acs Consultant Holdings Corporation - 30k",30000,9,30000,967,48039285,0,312
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-18","Chicago","Simple","true","001B000000SS556IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-12-13","006B00000049Vl5IAE","Allen Advisor","Closed Lost","Cityfeet","false","2020-05-25","Affluent Professionals","Activity 291","Platinum","Manufacturing","Cityfeet - 29.5k",29500,9,29500,428,54253535,0,232
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-06-27","San Francisco","Simple","true","001B000000bwMe4IAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-05","006B0000003hh31IAA","Brenda Banker","Closed Lost","Accountech Consulting","false","2020-05-25","Mass Market","Activity 479","Silver","Retail","Accountech Consulting - 100k",100000,9,100000,557,25907688,0,376
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-30","Chicago","Simple","true","001B000000UkRxOIAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-15","006B00000049UsFIAU","Allen Advisor","Closed Lost","Affiliated Computer Services-Dallas","false","2020-05-25","Mass Market","Activity 351","Gold","Shipping","Affiliated Computer Services-Dallas - 150k",150000,9,150000,545,4123789,0,220
"Reseller","0051U000005JQyrQAG","IL","Best Case","Qualification","2019-07-20","Chicago","Simple","false","001B000000SS4FvIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-06-14","006B0000003X12lIAC","Allen Advisor","Qualification","Works","false","2020-05-25","Retired","Activity 608","Silver","Insurance","Works - 25k",25000,2,25000,353,20397966,20,353
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-06-21","Chicago","Simple","true","001B000000lwNtyIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-10-21","006B00000049VIlIAM","Allen Advisor","Closed Won","PRI","true","2020-05-25","Mass Market","Activity 343","Silver","Biotechnology","PRI - 35.2k",35200,8,35200,502,46849010,100,382
"Fields Sales","0051U000005KhW6QAK","NY","Pipeline","Qualification","2019-10-29","New York","Simple","false","001B000000SS499IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-10-28","006B00000049VJXIA2","Mark Garet","Qualification","Worldfree Corporation","false","2020-05-25","Millennials","Activity 179","Gold","Electronics","Worldfree Corporation - 75k",75000,2,75000,228,15590545,20,252
"Reseller","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-11-14","Florida","Simple","true","001B000000SS4a8IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-03-21","006B00000049UsNIAU","Chelsea Advisor","Closed Lost","Cosmetic Essence Inc","false","2020-05-25","High Net Worth Families","Activity 258","Silver","Manufacturing","Cosmetic Essence Inc - 65k",65000,9,65000,341,47784103,0,236
"Fields Sales","0051U000005JQyrQAG","IL","Best Case","Qualification","2019-07-13","Chicago","Advanced","false","001B000000SS3rCIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-03-31","006B0000003X0ygIAC","Allen Advisor","Qualification","StyleCollaborator.com","false","2020-05-25","Mass Market","Activity 491","Silver","Biotechnology","StyleCollaborator.com - 58.5k",58500,2,58500,356,15719425,20,360
"Reseller","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-09-09","San Francisco","Simple","true","001B000000WJE5fIAH","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-05-16","006B00000049VdyIAE","Brenda Banker","Closed Won","Blue Wave Systems","true","2020-05-25","Millennials","Activity 35","Silver","Hospitality","Blue Wave Systems - 135k",135000,8,135000,286,42414458,100,302
"Fields Sales","0051U000005JQyrQAG","IL","Pipeline","Qualification","2019-07-03","Chicago","Advanced","false","001B000000UkRyBIAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-07-07","006B0000003X13XIAS","Allen Advisor","Qualification","Stanley Fastening Systems Lp","false","2020-05-25","Retired","Activity 583","Silver","Technology","Stanley Fastening Systems Lp - 55k",55000,2,55000,366,36478209,20,370
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-11-28","San Francisco","Channel (Partner)","true","001B000000SS3w2IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-11-28","006B00000049V4uIAE","Brenda Banker","Closed Lost","ADVIZOR Solutions","false","2020-05-25","Millennials","Activity 298","Silver","Transportation","ADVIZOR Solutions - 55k",55000,9,55000,443,60613286,0,222
"Other","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-09-27","San Francisco","Simple","true","001B000000SS4CqIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-12-24","006B0000003WbnnIAC","Brenda Banker","Closed Won","Rockbridge Construction Mtrls","true","2020-05-25","Retired","Activity 686","Gold","Electronics","Rockbridge Construction Mtrls - 70k",70000,8,70000,852,48679516,100,284
"Fields Sales","0051U000005L6eJQAS","FL","Commit","Proposal/Quote","2019-11-15","Florida","Simple","false","001B000000SS3yiIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-07-06","006B00000049V7dIAE","Chelsea Advisor","Proposal/Quote","Denali Software Inc","false","2020-05-25","High Net Worth Families","Activity 218","Platinum","Machinery","Denali Software Inc - 52.5k",52500,5,52500,222,7807261,75,235
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-13","Chicago","Simple","true","001B000000SS3XiIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-05","006B00000049UnjIAE","Allen Advisor","Closed Won","AimNet Solutions","true","2020-05-25","Mass Market","Activity 353","Silver","Education","AimNet Solutions - 46.5k",46500,8,46500,637,3363635,100,298
"Fields Sales","0051U000005KhW6QAK","NY","Omitted","Closed Lost","2019-09-09","New York","Simple","true","001B000000lwNqtIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-05-07","006B0000003hgLWIAY","Mark Garet","Closed Lost","Graphic Converting","false","2020-05-25","Mass Market","Activity 550","Gold","Biotechnology","Graphic Converting - 51k",51000,9,51000,361,41091588,0,302
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-12-19","Chicago","Channel (Partner)","true","001B000000lwNoyIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2018-11-23","006B0000004t2LMIAY","Allen Advisor","Closed Lost","Ambertek Systems Inc","false","2020-05-25","Millennials","Activity 636","Silver","Insurance","Ambertek Systems Inc - 160k",160000,9,160000,804,47772567,0,201
"Fields Sales","0051U000005L6eJQAS","FL","Closed","Closed Won","2019-11-10","Florida","Simple","true","001B000000SS4diIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-02-02","006B0000004t2NEIAY","Chelsea Advisor","Closed Won","Aryzta","true","2020-05-25","High Net Worth Families","Activity 534","Silver","Manufacturing","Aryzta - 46.5k",46500,8,46500,766,32578379,100,240
"Fields Sales","0051U000005JQyrQAG","IL","Best Case","Qualification","2019-05-16","Chicago","Simple","false","001B000000SS4JVIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-05-28","006B0000003X13MIAS","Allen Advisor","Qualification","Kellwood Company Midwest","false","2020-05-25","Retired","Activity 580","Gold","Technology","Kellwood Company Midwest - 34.5k",34500,2,34500,391,58628696,20,418
"Reseller","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-12-16","San Francisco","Simple","true","001B000000SS3fbIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-09-13","006B0000004t2MzIAI","Brenda Banker","Closed Won","AdFlight","true","2020-05-25","Mass Market","Activity 725","Gold","Other","AdFlight - 86k",86000,8,86000,877,35838803,100,204
"Fields Sales","0051U000005KhW6QAK","NY","Omitted","Closed Lost","2019-10-16","New York","Channel (Partner)","true","001B000000SS3dpIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2020-01-21","006B0000003n2HBIAY","Mark Garet","Closed Lost","Brookshire Grocery Company","false","2020-05-25","Mass Market","Activity 100","Platinum","Machinery","Brookshire Grocery Company - 50.5k",50500,9,50500,419,13501290,0,265
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-11-05","Chicago","Simple","true","001B000000SS4llIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-02-10","006B0000003X0yrIAC","Allen Advisor","Closed Won","Winebrenner Capital Partners","true","2020-05-25","Mass Market","Activity 469","Gold","Machinery","Winebrenner Capital Partners - 50k",50000,8,50000,378,10122676,100,245
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-26","Chicago","Channel (Partner)","true","001B000000SS4dtIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-04-03","006B00000049UyLIAU","Allen Advisor","Closed Lost","Amherst","false","2020-05-25","Retired","Activity 247","Silver","Insurance","Amherst - 55k",55000,9,55000,326,49436150,0,224
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-12-04","Chicago","Simple","true","001B000000bwMU8IAM","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-09-11","006B00000049UsdIAE","Allen Advisor","Closed Lost","Allied Waste Industries","false","2020-05-25","Retired","Activity 334","Silver","Banking","Allied Waste Industries - 52.5k",52500,9,52500,513,47758975,0,216
"Reseller","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-11-02","San Francisco","Simple","true","001B000000SS4z9IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-05-02","006B00000049VP5IAM","Brenda Banker","Closed Won","Shutterfly","true","2020-05-25","Retired","Activity 162","Gold","Entertainment","Shutterfly - 20k",20000,8,20000,321,26698069,100,248
"Other","0051U000005L6eJQAS","FL","Best Case","Qualification","2019-11-20","Florida","Simple","false","001B000000bwMSkIAM","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-08-03","006B00000049UmHIAU","Chelsea Advisor","Qualification","Monarch Management Consultants","false","2020-05-25","Retired","Activity 275","Platinum","Environmental","Monarch Management Consultants - 25k",25000,2,25000,220,49246401,20,230
"Fields Sales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-11-04","Florida","Simple","true","001B000000SS3wWIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-11-16","006B00000049V5VIAU","Chelsea Advisor","Closed Lost","Britesmile","false","2020-05-25","High Net Worth Families","Activity 309","Platinum","Machinery","Britesmile - 62.5k",62500,9,62500,477,29968360,0,246
