"ChangeReasonType","EffectiveDate","Id","LoyaltyMemberCurrency.LoyaltyProgramCurrency.IsPrimary","LoyaltyMemberCurrency.LoyaltyProgramCurrency.NQP_Currency","LoyaltyMemberCurrency.LoyaltyProgramCurrency.QP_Currency","LoyaltyMemberCurrency.LoyaltyProgramMember.AccountContact.Id","LoyaltyMemberCurrency.LoyaltyProgramMember.Contact.Birthdate","LoyaltyMemberCurrency.LoyaltyProgramMember.Contact.MobilePhone","LoyaltyMemberCurrency.LoyaltyProgramMember.Contact.Name","LoyaltyMemberCurrency.LoyaltyProgramMember.Referrer.Contact.Birthdate","LoyaltyMemberCurrency.LoyaltyProgramMember.Referrer.Contact.MobilePhone","LoyaltyMemberCurrency.LoyaltyProgramMember.Referrer.Contact.Name","LoyaltyMemberId","LoyaltyProgramMember.Account.Name","LoyaltyProgramMember.AccountContact.Id","LoyaltyProgramMember.Contact.Birthdate","LoyaltyProgramMember.Contact.MobilePhone","LoyaltyProgramMember.Contact.Name","LoyaltyProgramMember.ContactId","LoyaltyProgramMember.EnrollmentChannel","LoyaltyProgramMember.EnrollmentDate","LoyaltyProgramMember.IsReferral","LoyaltyProgramMember.LeadOrContactId","LoyaltyProgramMember.LeadOrContactName","LoyaltyProgramMember.LoyaltyProgram.Name","LoyaltyProgramMember.MemberCity","LoyaltyProgramMember.MemberCountry","LoyaltyProgramMember.MemberId","LoyaltyProgramMember.MemberName","LoyaltyProgramMember.MemberState","LoyaltyProgramMember.MemberStatus","LoyaltyProgramMember.MemberTenureBucket","LoyaltyProgramMember.MemberType","LoyaltyProgramMember.MembershipEndDate","LoyaltyProgramMember.MembershipLastRenewalDate","LoyaltyProgramMember.MembershipNumber","LoyaltyProgramMember.ProgramId","LoyaltyProgramMember.ReferredById","LoyaltyProgramMember.Referrer.Account.Name","LoyaltyProgramMember.Referrer.Contact.Name","LoyaltyProgramMember.TransactionJournal.FirstAccrualDate","LoyaltyProgramMember.TransactionJournal.SecondAccrualDate","LoyaltyTier.LoyaltyTierGroup.IsPrimary","LoyaltyTier.LoyaltyTierGroup.Name","LoyaltyTier.Name","LoyaltyTier.SequenceNumber","LoyaltyTierGroupId","LoyaltyTierId","Name","ReasonForChange","TierExpirationDate","LastProcessedDate"
"Based on Past Activities or Tier",2020-07-02,"0lyB0000000RJPFIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data91 Trail91",,,,"0lMB0000000RILbMAO",,,,,"Q4Data91 Trail91","003B000000IXi3uIAD","POS",2020-07-02,"No","003B000000IXi3uIAD","Q4Data91 Trail91","NTO Insider","Toronto","Canada","003B000000IXi3uIAD","Q4Data91 Trail91","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_451","0lpB0000000PBdwIAG",,,,"2021-01-11T00:00:00.000Z","2021-10-01T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2021-05-04,"0lyB0000000RJPGIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data92 Trail92",,,,"0lMB0000000RILcMAO",,,,,"Q4Data92 Trail92","003B000000IXi3vIAD","CallCenter",2021-05-04,"No","003B000000IXi3vIAD","Q4Data92 Trail92","NTO Insider","Toronto","Canada","003B000000IXi3vIAD","Q4Data92 Trail92","Ontario","Active","3.3-6 months","Individual",,,"IndivAiK_452","0lpB0000000PBdwIAG",,,,"2021-08-05T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2021-05-04,"0lyB0000000RJPHIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data92 Trail92",,,,"0lMB0000000RILcMAO",,,,,"Q4Data92 Trail92","003B000000IXi3vIAD","CallCenter",2021-05-04,"No","003B000000IXi3vIAD","Q4Data92 Trail92","NTO Insider","Toronto","Canada","003B000000IXi3vIAD","Q4Data92 Trail92","Ontario","Active","3.3-6 months","Individual",,,"IndivAiK_452","0lpB0000000PBdwIAG",,,,"2021-08-05T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-01-12,"0lyB0000000RJPIIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data93 Trail93",,,,"0lMB0000000RILdMAO",,,,,"Q4Data93 Trail93","003B000000IXi3wIAD","Social",2021-01-12,"No","003B000000IXi3wIAD","Q4Data93 Trail93","NTO Insider","Toronto","Canada","003B000000IXi3wIAD","Q4Data93 Trail93","Ontario","Active","5.9-12 months","Individual",,,"IndivAiK_453","0lpB0000000PBdwIAG",,,,"2020-08-28T00:00:00.000Z","2021-10-02T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2021-01-12,"0lyB0000000RJPJIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data93 Trail93",,,,"0lMB0000000RILdMAO",,,,,"Q4Data93 Trail93","003B000000IXi3wIAD","Social",2021-01-12,"No","003B000000IXi3wIAD","Q4Data93 Trail93","NTO Insider","Toronto","Canada","003B000000IXi3wIAD","Q4Data93 Trail93","Ontario","Active","5.9-12 months","Individual",,,"IndivAiK_453","0lpB0000000PBdwIAG",,,,"2020-08-28T00:00:00.000Z","2021-10-02T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-07-04,"0lyB0000000RJPKIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data196 Trail196",,,,"0lMB0000000RILeMAO",,,,,"Q4Data196 Trail196","003B000000IXi3xIAD","Email",2020-07-04,"No","003B000000IXi3xIAD","Q4Data196 Trail196","NTO Insider","San Francisco","USA","003B000000IXi3xIAD","Q4Data196 Trail196","CA","Active","6.1-2 years","Individual",,,"IndivAiK_454","0lpB0000000PBdwIAG",,,,"2020-04-09T00:00:00.000Z","2021-01-28T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-07-04,"0lyB0000000RJPLIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data196 Trail196",,,,"0lMB0000000RILeMAO",,,,,"Q4Data196 Trail196","003B000000IXi3xIAD","Email",2020-07-04,"No","003B000000IXi3xIAD","Q4Data196 Trail196","NTO Insider","San Francisco","USA","003B000000IXi3xIAD","Q4Data196 Trail196","CA","Active","6.1-2 years","Individual",,,"IndivAiK_454","0lpB0000000PBdwIAG",,,,"2020-04-09T00:00:00.000Z","2021-01-28T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2021-01-04,"0lyB0000000RJPMIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data197 Trail197",,,,"0lMB0000000RILfMAO",,,,,"Q4Data197 Trail197","003B000000IXi3yIAD","Web",2021-01-04,"No","003B000000IXi3yIAD","Q4Data197 Trail197","NTO Insider","New Jersey","USA","003B000000IXi3yIAD","Q4Data197 Trail197","NJ","Active","5.9-12 months","Individual",,,"IndivAiK_455","0lpB0000000PBdwIAG",,,,"2020-11-26T00:00:00.000Z","2021-07-04T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2021-01-04,"0lyB0000000RJPNIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data197 Trail197",,,,"0lMB0000000RILfMAO",,,,,"Q4Data197 Trail197","003B000000IXi3yIAD","Web",2021-01-04,"No","003B000000IXi3yIAD","Q4Data197 Trail197","NTO Insider","New Jersey","USA","003B000000IXi3yIAD","Q4Data197 Trail197","NJ","Active","5.9-12 months","Individual",,,"IndivAiK_455","0lpB0000000PBdwIAG",,,,"2020-11-26T00:00:00.000Z","2021-07-04T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2020-10-19,"0lyB0000000RJPOIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data198 Trail198",,,,"0lMB0000000RILgMAO",,,,,"Q4Data198 Trail198","003B000000IXi3zIAD","POS",2020-10-19,"No","003B000000IXi3zIAD","Q4Data198 Trail198","NTO Insider","San Francisco","USA","003B000000IXi3zIAD","Q4Data198 Trail198","CA","Active","6.1-2 years","Individual",,,"IndivAiK_456","0lpB0000000PBdwIAG",,,,"2020-11-01T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-10-19,"0lyB0000000RJPPIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data198 Trail198",,,,"0lMB0000000RILgMAO",,,,,"Q4Data198 Trail198","003B000000IXi3zIAD","POS",2020-10-19,"No","003B000000IXi3zIAD","Q4Data198 Trail198","NTO Insider","San Francisco","USA","003B000000IXi3zIAD","Q4Data198 Trail198","CA","Active","6.1-2 years","Individual",,,"IndivAiK_456","0lpB0000000PBdwIAG",,,,"2020-11-01T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-03-28,"0lyB0000000RJPQIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data199 Trail199",,,,"0lMB0000000RILhMAO",,,,,"Q4Data199 Trail199","003B000000IXi40IAD","CallCenter",2020-03-28,"No","003B000000IXi40IAD","Q4Data199 Trail199","NTO Insider","Toronto","Canada","003B000000IXi40IAD","Q4Data199 Trail199","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_457","0lpB0000000PBdwIAG",,,,"2020-08-04T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-03-28,"0lyB0000000RJPRIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data199 Trail199",,,,"0lMB0000000RILhMAO",,,,,"Q4Data199 Trail199","003B000000IXi40IAD","CallCenter",2020-03-28,"No","003B000000IXi40IAD","Q4Data199 Trail199","NTO Insider","Toronto","Canada","003B000000IXi40IAD","Q4Data199 Trail199","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_457","0lpB0000000PBdwIAG",,,,"2020-08-04T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2021-01-10,"0lyB0000000RJPSIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data200 Trail200",,,,"0lMB0000000RILiMAO",,,,,"Q4Data200 Trail200","003B000000IXi41IAD","Social",2021-01-10,"No","003B000000IXi41IAD","Q4Data200 Trail200","NTO Insider","Toronto","Canada","003B000000IXi41IAD","Q4Data200 Trail200","Ontario","Active","5.9-12 months","Individual",,,"IndivAiK_458","0lpB0000000PBdwIAG",,,,"2020-04-11T00:00:00.000Z","2021-08-28T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2021-01-10,"0lyB0000000RJPTIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data200 Trail200",,,,"0lMB0000000RILiMAO",,,,,"Q4Data200 Trail200","003B000000IXi41IAD","Social",2021-01-10,"No","003B000000IXi41IAD","Q4Data200 Trail200","NTO Insider","Toronto","Canada","003B000000IXi41IAD","Q4Data200 Trail200","Ontario","Active","5.9-12 months","Individual",,,"IndivAiK_458","0lpB0000000PBdwIAG",,,,"2020-04-11T00:00:00.000Z","2021-08-28T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2020-06-18,"0lyB0000000RJPUIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data94 Trail94",,,,"0lMB0000000RILjMAO",,,,,"Q4Data94 Trail94","003B000000IXi42IAD","Email",2020-06-18,"No","003B000000IXi42IAD","Q4Data94 Trail94","NTO Insider","New York City","USA","003B000000IXi42IAD","Q4Data94 Trail94","NY","Active","6.1-2 years","Individual",,,"IndivAiK_459","0lpB0000000PBdwIAG",,,,"2020-10-17T00:00:00.000Z","2021-05-14T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-06-18,"0lyB0000000RJPVIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data94 Trail94",,,,"0lMB0000000RILjMAO",,,,,"Q4Data94 Trail94","003B000000IXi42IAD","Email",2020-06-18,"No","003B000000IXi42IAD","Q4Data94 Trail94","NTO Insider","New York City","USA","003B000000IXi42IAD","Q4Data94 Trail94","NY","Active","6.1-2 years","Individual",,,"IndivAiK_459","0lpB0000000PBdwIAG",,,,"2020-10-17T00:00:00.000Z","2021-05-14T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2021-09-13,"0lyB0000000RJPWIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data95 Trail95",,,,"0lMB0000000RILkMAO",,,,,"Q4Data95 Trail95","003B000000IXi43IAD","Web",2021-09-13,"No","003B000000IXi43IAD","Q4Data95 Trail95","NTO Insider","New York","USA","003B000000IXi43IAD","Q4Data95 Trail95","NY","Active","2.1-3 months","Individual",,,"IndivAiK_460","0lpB0000000PBdwIAG",,,,"2021-08-04T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2021-09-13,"0lyB0000000RJPXIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data95 Trail95",,,,"0lMB0000000RILkMAO",,,,,"Q4Data95 Trail95","003B000000IXi43IAD","Web",2021-09-13,"No","003B000000IXi43IAD","Q4Data95 Trail95","NTO Insider","New York","USA","003B000000IXi43IAD","Q4Data95 Trail95","NY","Active","2.1-3 months","Individual",,,"IndivAiK_460","0lpB0000000PBdwIAG",,,,"2021-08-04T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2021-10-27,"0lyB0000000RJPYIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data96 Trail96",,,,"0lMB0000000RILlMAO",,,,,"Q4Data96 Trail96","003B000000IXi44IAD","POS",2021-10-27,"No","003B000000IXi44IAD","Q4Data96 Trail96","NTO Insider","New York","USA","003B000000IXi44IAD","Q4Data96 Trail96","NY","Active","9.NA","Individual",,,"IndivAiK_461","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2021-10-27,"0lyB0000000RJPZIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data96 Trail96",,,,"0lMB0000000RILlMAO",,,,,"Q4Data96 Trail96","003B000000IXi44IAD","POS",2021-10-27,"No","003B000000IXi44IAD","Q4Data96 Trail96","NTO Insider","New York","USA","003B000000IXi44IAD","Q4Data96 Trail96","NY","Active","9.NA","Individual",,,"IndivAiK_461","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-08-03,"0lyB0000000RJPaIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data97 Trail97",,,,"0lMB0000000RILmMAO",,,,,"Q4Data97 Trail97","003B000000IXi45IAD","CallCenter",2021-08-03,"No","003B000000IXi45IAD","Q4Data97 Trail97","NTO Insider","San Francisco","USA","003B000000IXi45IAD","Q4Data97 Trail97","CA","Active","2.1-3 months","Individual",,,"IndivAiK_462","0lpB0000000PBdwIAG",,,,"2021-12-22T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2021-08-03,"0lyB0000000RJPbIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data97 Trail97",,,,"0lMB0000000RILmMAO",,,,,"Q4Data97 Trail97","003B000000IXi45IAD","CallCenter",2021-08-03,"No","003B000000IXi45IAD","Q4Data97 Trail97","NTO Insider","San Francisco","USA","003B000000IXi45IAD","Q4Data97 Trail97","CA","Active","2.1-3 months","Individual",,,"IndivAiK_462","0lpB0000000PBdwIAG",,,,"2021-12-22T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2021-07-02,"0lyB0000000RJPcIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data98 Trail98",,,,"0lMB0000000RILnMAO",,,,,"Q4Data98 Trail98","003B000000IXi46IAD","Social",2021-07-02,"No","003B000000IXi46IAD","Q4Data98 Trail98","NTO Insider","New Jersey","USA","003B000000IXi46IAD","Q4Data98 Trail98","NJ","Active","3.3-6 months","Individual",,,"IndivAiK_463","0lpB0000000PBdwIAG",,,,"2021-06-24T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2021-07-02,"0lyB0000000RJPdIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data98 Trail98",,,,"0lMB0000000RILnMAO",,,,,"Q4Data98 Trail98","003B000000IXi46IAD","Social",2021-07-02,"No","003B000000IXi46IAD","Q4Data98 Trail98","NTO Insider","New Jersey","USA","003B000000IXi46IAD","Q4Data98 Trail98","NJ","Active","3.3-6 months","Individual",,,"IndivAiK_463","0lpB0000000PBdwIAG",,,,"2021-06-24T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-12-04,"0lyB0000000RJPeIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data99 Trail99",,,,"0lMB0000000RILoMAO",,,,,"Q4Data99 Trail99","003B000000IXi47IAD","Email",2020-12-04,"No","003B000000IXi47IAD","Q4Data99 Trail99","NTO Insider","San Francisco","USA","003B000000IXi47IAD","Q4Data99 Trail99","CA","Active","5.9-12 months","Individual",,,"IndivAiK_464","0lpB0000000PBdwIAG",,,,"2020-04-02T00:00:00.000Z","2021-11-13T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2020-12-04,"0lyB0000000RJPfIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data99 Trail99",,,,"0lMB0000000RILoMAO",,,,,"Q4Data99 Trail99","003B000000IXi47IAD","Email",2020-12-04,"No","003B000000IXi47IAD","Q4Data99 Trail99","NTO Insider","San Francisco","USA","003B000000IXi47IAD","Q4Data99 Trail99","CA","Active","5.9-12 months","Individual",,,"IndivAiK_464","0lpB0000000PBdwIAG",,,,"2020-04-02T00:00:00.000Z","2021-11-13T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2020-12-26,"0lyB0000000RJPgIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data100 Trail100",,,,"0lMB0000000RILpMAO",,,,,"Q4Data100 Trail100","003B000000IXi48IAD","Web",2020-12-26,"No","003B000000IXi48IAD","Q4Data100 Trail100","NTO Insider","Toronto","Canada","003B000000IXi48IAD","Q4Data100 Trail100","Ontario","Active","5.9-12 months","Individual",,,"IndivAiK_465","0lpB0000000PBdwIAG",,,,"2020-04-23T00:00:00.000Z","2021-07-28T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-12-26,"0lyB0000000RJPhIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data100 Trail100",,,,"0lMB0000000RILpMAO",,,,,"Q4Data100 Trail100","003B000000IXi48IAD","Web",2020-12-26,"No","003B000000IXi48IAD","Q4Data100 Trail100","NTO Insider","Toronto","Canada","003B000000IXi48IAD","Q4Data100 Trail100","Ontario","Active","5.9-12 months","Individual",,,"IndivAiK_465","0lpB0000000PBdwIAG",,,,"2020-04-23T00:00:00.000Z","2021-07-28T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2021-11-12,"0lyB0000000RJPiIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data101 Trail101",,,,"0lMB0000000RILqMAO",,,,,"Q4Data101 Trail101","003B000000IXi49IAD","POS",2021-11-12,"No","003B000000IXi49IAD","Q4Data101 Trail101","NTO Insider","Toronto","Canada","003B000000IXi49IAD","Q4Data101 Trail101","Ontario","Active","9.NA","Individual",,,"IndivAiK_466","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2021-11-12,"0lyB0000000RJPjIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data101 Trail101",,,,"0lMB0000000RILqMAO",,,,,"Q4Data101 Trail101","003B000000IXi49IAD","POS",2021-11-12,"No","003B000000IXi49IAD","Q4Data101 Trail101","NTO Insider","Toronto","Canada","003B000000IXi49IAD","Q4Data101 Trail101","Ontario","Active","9.NA","Individual",,,"IndivAiK_466","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-04-24,"0lyB0000000RJPkIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data102 Trail102",,,,"0lMB0000000RILrMAO",,,,,"Q4Data102 Trail102","003B000000IXi4AIAT","Social",2020-04-24,"No","003B000000IXi4AIAT","Q4Data102 Trail102","NTO Insider","Toronto","Canada","003B000000IXi4AIAT","Q4Data102 Trail102","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_468","0lpB0000000PBdwIAG",,,,"2020-08-18T00:00:00.000Z","2021-06-06T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2020-04-24,"0lyB0000000RJPlIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data102 Trail102",,,,"0lMB0000000RILrMAO",,,,,"Q4Data102 Trail102","003B000000IXi4AIAT","Social",2020-04-24,"No","003B000000IXi4AIAT","Q4Data102 Trail102","NTO Insider","Toronto","Canada","003B000000IXi4AIAT","Q4Data102 Trail102","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_468","0lpB0000000PBdwIAG",,,,"2020-08-18T00:00:00.000Z","2021-06-06T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2020-04-09,"0lyB0000000RJPmIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data103 Trail103",,,,"0lMB0000000RILsMAO",,,,,"Q4Data103 Trail103","003B000000IXi4BIAT","Email",2020-04-09,"No","003B000000IXi4BIAT","Q4Data103 Trail103","NTO Insider","New York City","USA","003B000000IXi4BIAT","Q4Data103 Trail103","NY","Active","6.1-2 years","Individual",,,"IndivAiK_469","0lpB0000000PBdwIAG",,,,"2021-01-23T00:00:00.000Z","2021-03-08T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-04-09,"0lyB0000000RJPnIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data103 Trail103",,,,"0lMB0000000RILsMAO",,,,,"Q4Data103 Trail103","003B000000IXi4BIAT","Email",2020-04-09,"No","003B000000IXi4BIAT","Q4Data103 Trail103","NTO Insider","New York City","USA","003B000000IXi4BIAT","Q4Data103 Trail103","NY","Active","6.1-2 years","Individual",,,"IndivAiK_469","0lpB0000000PBdwIAG",,,,"2021-01-23T00:00:00.000Z","2021-03-08T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-03-19,"0lyB0000000RJPoIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data104 Trail104",,,,"0lMB0000000RILtMAO",,,,,"Q4Data104 Trail104","003B000000IXi4CIAT","Web",2020-03-19,"No","003B000000IXi4CIAT","Q4Data104 Trail104","NTO Insider","New York","USA","003B000000IXi4CIAT","Q4Data104 Trail104","NY","Active","6.1-2 years","Individual",,,"IndivAiK_470","0lpB0000000PBdwIAG",,,,"2020-05-19T00:00:00.000Z","2021-07-11T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-03-19,"0lyB0000000RJPpIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data104 Trail104",,,,"0lMB0000000RILtMAO",,,,,"Q4Data104 Trail104","003B000000IXi4CIAT","Web",2020-03-19,"No","003B000000IXi4CIAT","Q4Data104 Trail104","NTO Insider","New York","USA","003B000000IXi4CIAT","Q4Data104 Trail104","NY","Active","6.1-2 years","Individual",,,"IndivAiK_470","0lpB0000000PBdwIAG",,,,"2020-05-19T00:00:00.000Z","2021-07-11T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-07-25,"0lyB0000000RJPqIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data105 Trail105",,,,"0lMB0000000RILuMAO",,,,,"Q4Data105 Trail105","003B000000IXi4DIAT","POS",2020-07-25,"No","003B000000IXi4DIAT","Q4Data105 Trail105","NTO Insider","New York","USA","003B000000IXi4DIAT","Q4Data105 Trail105","NY","Active","6.1-2 years","Individual",,,"IndivAiK_471","0lpB0000000PBdwIAG",,,,"2020-12-19T00:00:00.000Z","2021-10-15T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
