"Type","AgeBucket","FirstName","State","Channel","Stage","Gender","LastName","ChannelOrder","AgeBucketOrder","StageOrder","Age"
"Passive","36-50","Scott","Virginia","Website","Renewal","Female","Sirmon",1,4,5,37
"Detractor","18-25","Reggie","Connecticut","Website","Renewal","Female","Saltman",1,2,5,22
"Passive","18-25","Bird","New Mexico","Website","Renewal","Male","Kennermann",1,2,5,18
"Promoter","18-25","Dell","New York","Website","Renewal","NA","Jacobowicz",1,2,5,18
"Detractor","26-35","Micky","Wisconsin","Website","Renewal","NA","Kilgallon",1,3,5,35
"Passive","18-25","Bobinette","California","Website","Renewal","Male","Khidr",1,2,5,23
"Detractor","26-35","Benedetta","Texas","Website","Renewal","Female","Rycraft",1,3,5,29
"Promoter","36-50","Judah","Ohio","Website","Renewal","Female","Kidner",1,4,5,37
"Passive","0-17","Consuelo","Texas","Website","Renewal","NA","Groome",1,1,5,10
"Detractor","36-50","Berky","Wisconsin","Website","Renewal","Male","Sabben",1,4,5,47
"Promoter","18-25","Allard","Florida","Website","Renewal","NA","Cudmore",1,2,5,18
"Detractor","18-25","Jenda","Kentucky","Website","Renewal","Female","Pinnick",1,2,5,23
"Passive","NA","Marcile","Texas","Website","Renewal","Male","Morville",1,5,5,23
"Promoter","36-50","Karon","Texas","Website","Renewal","Female","Lermit",1,4,5,38
"Passive","26-35","Bondon","Indiana","Website","Renewal","Male","Biggins",1,3,5,27
"Detractor","26-35","Efrem","California","Website","Renewal","NA","Sturt",1,3,5,27
"Promoter","26-35","Jen","Colorado","Website","Renewal","Male","Kleuer",1,3,5,30
"Detractor","26-35","Jonah","Colorado","Website","Renewal","Female","Lovitt",1,3,5,30
"Passive","18-25","Rooney","Pennsylvania","Website","Renewal","NA","Girardy",1,2,5,23
"Detractor","18-25","Iolande","New Jersey","Website","Renewal","Female","Huniwall",1,2,5,22
"Promoter","26-35","Johnathon","New York","Website","Renewal","Male","Plose",1,3,5,31
"Detractor","0-17","Eva","Connecticut","Website","Renewal","NA","Jolliff",1,1,5,10
"Passive","36-50","Vladimir","Oregon","Website","Renewal","NA","Biford",1,4,5,39
"Promoter","36-50","Feodora","Florida","Website","Renewal","Female","Caple",1,4,5,45
"Detractor","36-50","Cassi","Florida","Website","Renewal","Male","Noyes",1,4,5,39
"Passive","26-35","Allie","Missouri","Website","Renewal","Female","Dybald",1,3,5,31
"Promoter","NA","Morty","California","Website","Renewal","Male","Foker",1,5,5,78
"Passive","0-17","Ethelin","California","Website","Renewal","NA","Margrett",1,1,5,10
"Detractor","36-50","Caty","Tennessee","Website","Renewal","Male","Gummory",1,4,5,50
"Promoter","26-35","Matthew","Illinois","Website","Renewal","Female","Capp",1,3,5,26
"Detractor","26-35","Benedicto","California","Website","Renewal","NA","Milella",1,3,5,29
"Passive","18-25","Jarad","District of Columbia","Website","Renewal","NA","Kittle",1,2,5,20
"Detractor","26-35","Celestia","Tennessee","Website","Renewal","Female","Nelhams",1,3,5,35
"Promoter","18-25","Stinky","California","Website","Renewal","Male","Napoli",1,2,5,19
"Detractor","18-25","Jody","Texas","Website","Renewal","Male","Dillimore",1,2,5,19
"Passive","36-50","Fielding","New York","Website","Renewal","Female","McLardie",1,4,5,48
"Promoter","0-17","Claudianus","New York","Website","Renewal","NA","Brightwell",1,1,5,10
"Detractor","18-25","Elmira","Arizona","Website","Renewal","NA","Dumberrill",1,2,5,19
"Passive","NA","Huntington","Florida","Website","Renewal","Female","Dessaur",1,5,5,28
"Promoter","18-25","Modestine","Arizona","Website","Renewal","Male","Allix",1,2,5,21
"Passive","18-25","Ricky","Texas","Website","Renewal","NA","Blakesley",1,2,5,22
"Detractor","36-50","Kimbell","New Jersey","Website","Renewal","Male","Durtnall",1,4,5,43
"Detractor","26-35","Kenton","Florida","Website","Renewal","Female","Whitta",1,3,5,32
"Passive","26-35","Fancie","California","Website","Renewal","Male","Jacquemet",1,3,5,33
"Promoter","26-35","Carolyne","Iowa","Website","Renewal","NA","Bidewell",1,3,5,29
"Detractor","26-35","Matthew","Georgia","Website","Renewal","Female","Vicarey",1,3,5,30
"Promoter","18-25","Roby","Colorado","Website","Renewal","Female","Carlsen",1,2,5,19
"Passive","18-25","Rickey","California","Website","Renewal","NA","Worviell",1,2,5,20
"Detractor","18-25","Jaimie","District of Columbia","Website","Renewal","Male","McCanny",1,2,5,23
"Promoter","36-50","Alberto","Arizona","Website","Renewal","NA","Spraggs",1,4,5,48
"Passive","0-17","Roosevelt","Missouri","Website","Renewal","Male","Rulton",1,1,5,10
"Detractor","26-35","Cynthy","California","Website","Renewal","Female","MacCorley",1,3,5,33
"Promoter","26-35","Ronda","California","Website","Renewal","NA","Jerdon",1,3,5,32
"Passive","18-25","Shayne","Florida","Website","Renewal","Female","Spiniello",1,2,5,24
"Detractor","26-35","Ganny","Minnesota","Website","Renewal","Male","Erwin",1,3,5,26
"Detractor","36-50","Stan","Minnesota","Website","Renewal","NA","Beards",1,4,5,49
"Promoter","18-25","Joyous","Missouri","Website","Renewal","Male","Speak",1,2,5,18
"Detractor","26-35","Jorgan","Michigan","Website","Renewal","Female","Niave",1,3,5,31
"Passive","26-35","Benoit","Minnesota","Website","Renewal","NA","Coarser",1,3,5,33
"Passive","36-50","Amaleta","Oklahoma","Website","Renewal","Female","Arpin",1,4,5,39
"Promoter","36-50","Reggy","California","Website","Renewal","Male","Cutmere",1,4,5,49
"Detractor","NA","Cathryn","Missouri","Website","Renewal","NA","Kippling",1,5,5,10
"Promoter","36-50","Stearn","Colorado","Website","Renewal","Male","Thalmann",1,4,5,44
"Passive","NA","Dulcine","California","Website","Renewal","Female","Culvey",1,5,5,10
"Detractor","18-25","Kennie","Alabama","Website","Renewal","Female","Carville",1,2,5,22
"Detractor","26-35","Alia","Tennessee","Website","Renewal","NA","Rehme",1,3,5,33
"Passive","36-50","Ezra","Nevada","Website","Renewal","Male","Dary",1,4,5,42
"Promoter","36-50","Giulietta","Ohio","Website","Renewal","NA","Roskam",1,4,5,39
"Detractor","26-35","Mathe","Texas","Website","Renewal","Female","Yandell",1,3,5,31
"Passive","0-17","Garrett","Connecticut","Website","Renewal","Male","Shirer",1,1,5,17
"Detractor","18-25","Otes","North Carolina","Website","Renewal","Female","Measey",1,2,5,25
"Promoter","26-35","Danielle","Tennessee","Website","Renewal","NA","MacKim",1,3,5,29
"Promoter","0-17","Pammie","Louisiana","Website","Renewal","Male","Gonnel",1,1,5,10
"Passive","26-35","Noble","Ohio","Website","Renewal","NA","Tabram",1,3,5,28
"Detractor","26-35","Cahra","Indiana","Website","Renewal","Female","Willicott",1,3,5,30
"Detractor","18-25","Devonne","California","Website","Renewal","Male","Bruckshaw",1,2,5,20
"Passive","18-25","Malvin","Texas","Website","Renewal","NA","McFadin",1,2,5,21
"Promoter","36-50","Barde","California","Website","Renewal","Female","Eke",1,4,5,38
"Detractor","0-17","Benedict","Florida","Website","Renewal","Male","Harden",1,1,5,10
"Passive","36-50","Nikola","Texas","Website","Renewal","Male","Magwood",1,4,5,40
"Promoter","18-25","Kerr","Florida","Website","Renewal","NA","Drane",1,2,5,22
"Detractor","26-35","Essie","Texas","Website","Renewal","Female","Hullot",1,3,5,33
"Promoter","26-35","Shelton","North Carolina","Website","Renewal","Female","Jenno",1,3,5,34
"Detractor","36-50","Corny","Connecticut","Website","Renewal","Male","Ayre",1,4,5,47
"Passive","18-25","Jorge","Ohio","Website","Renewal","NA","Greber",1,2,5,20
"Passive","0-17","Piper","California","Website","Renewal","Female","Vanyakin",1,1,5,13
"Promoter","18-25","Anna","Louisiana","Website","Renewal","Male","Zimmermeister",1,2,5,18
"Detractor","26-35","Polly","Louisiana","Website","Renewal","NA","Dagg",1,3,5,28
"Passive","NA","Kenneth","Virginia","Website","Renewal","Male","Labb",1,5,5,26
"Detractor","36-50","Bryanty","Virginia","Website","Renewal","NA","Maffia",1,4,5,43
"Promoter","36-50","Mahala","Oklahoma","Website","Renewal","Female","Hagyard",1,4,5,43
"Detractor","26-35","Marsha","Illinois","Website","Renewal","NA","Angelini",1,3,5,33
"Promoter","26-35","Iormina","Illinois","Website","Renewal","Female","Drogan",1,3,5,30
"Passive","36-50","Alexi","New York","Website","Renewal","Male","Haygreen",1,4,5,45
"Detractor","18-25","Shaun","Ohio","Website","Renewal","Female","Boon",1,2,5,22
"Passive","18-25","Del","District of Columbia","Website","Renewal","Male","Gianuzzi",1,2,5,19
"Detractor","26-35","Hailey","Pennsylvania","Website","Renewal","NA","Springle",1,3,5,35
"Promoter","36-50","Wilek","Ohio","Website","Renewal","Male","Batters",1,4,5,42
"Passive","26-35","Darryl","California","Website","Renewal","NA","Cadogan",1,3,5,27
"Detractor","36-50","Kim","Kentucky","Website","Renewal","Female","Waight",1,4,5,40
"Promoter","18-25","Lauritz","California","Website","Renewal","Female","Velez",1,2,5,22
"Passive","18-25","Kissiah","Missouri","Website","Renewal","NA","Le Gall",1,2,5,18
"Promoter","NA","Gilles","Texas","Website","Renewal","Male","Durston",1,5,5,18
"Detractor","18-25","Christopher","California","Website","Renewal","Male","Dalrymple",1,2,5,25
"Detractor","26-35","Jocelyn","California","Website","Renewal","Female","Lockhart",1,3,5,32
"Passive","18-25","Pate","Florida","Website","Renewal","NA","Viegas",1,2,5,21
"Promoter","18-25","Parke","Alabama","Website","Renewal","Female","Oldrey",1,2,5,23
"Detractor","36-50","Berty","Illinois","Website","Renewal","NA","Elintune",1,4,5,48
"Passive","26-35","Abie","Florida","Website","Renewal","Male","Gildersleeve",1,3,5,30
"Detractor","18-25","Ramsey","Massachusetts","Website","Renewal","Female","Denial",1,2,5,24
"Promoter","26-35","Alf","California","Website","Renewal","Male","Fairbard",1,3,5,35
"Passive","18-25","Rania","New York","Website","Renewal","NA","Omrod",1,2,5,20
"Promoter","0-17","Herbie","Washington","Website","Renewal","NA","Yardy",1,1,5,10
"Detractor","0-17","Antonina","Texas","Website","Renewal","Male","Slimm",1,1,5,17
"Passive","36-50","Xever","Oklahoma","Website","Renewal","Female","Tonepohl",1,4,5,45
"Detractor","18-25","Tyrus","New York","Website","Renewal","Male","Doog",1,2,5,24
"Promoter","36-50","Gipsy","Florida","Website","Renewal","Female","Raiston",1,4,5,36
"Passive","0-17","Coriss","Kansas","Website","Renewal","NA","Moquin",1,1,5,11
"Detractor","26-35","Kelsey","Arizona","Website","Renewal","Male","Romeril",1,3,5,30
"Promoter","NA","Tad","Oklahoma","Website","Renewal","NA","Stirley",1,5,5,19
"Passive","NA","Ambrosio","Texas","Website","Renewal","Female","Chanson",1,5,5,10
"Detractor","36-50","Pauline","California","Website","Renewal","NA","Bagot",1,4,5,44
"Promoter","18-25","Sebastien","Nevada","Website","Renewal","Male","Corbin",1,2,5,24
"Passive","36-50","Ina","Indiana","Website","Renewal","Female","Stowte",1,4,5,43
"Detractor","18-25","Sinclare","Oklahoma","Website","Renewal","NA","Kaveney",1,2,5,21
"Detractor","26-35","Alix","Texas","Website","Renewal","Male","Sorrill",1,3,5,28
"Promoter","36-50","Ervin","Pennsylvania","Website","Renewal","Female","D'Oyly",1,4,5,39
"Passive","0-17","Lindy","Texas","Website","Renewal","Female","Playhill",1,1,5,10
"Detractor","26-35","Shelby","Tennessee","Website","Renewal","Male","Strodder",1,3,5,27
"Promoter","26-35","Adan","Missouri","Website","Renewal","NA","Marking",1,3,5,32
"Passive","26-35","Patin","Virginia","Website","Renewal","Female","McKmurrie",1,3,5,30
"Detractor","26-35","Angelle","South Carolina","Website","Renewal","Male","Relfe",1,3,5,30
"Promoter","36-50","Stacee","Arizona","Website","Renewal","NA","Dyment",1,4,5,44
"Detractor","36-50","Bibi","Washington","Website","Renewal","NA","Govinlock",1,4,5,48
"Passive","18-25","Orville","Texas","Website","Renewal","Female","Schukert",1,2,5,22
"Detractor","26-35","Yolande","Texas","Website","Renewal","Male","Worlidge",1,3,5,28
"Passive","18-25","Pancho","Kentucky","Website","Renewal","Female","Colgan",1,2,5,18
"Detractor","18-25","Johnna","Illinois","Website","Renewal","NA","Pimbley",1,2,5,19
"Promoter","26-35","Annabell","New York","Website","Renewal","Male","Joris",1,3,5,35
"Passive","36-50","Birch","District of Columbia","Website","Renewal","Male","Widger",1,4,5,41
"Detractor","NA","Web","California","Website","Renewal","NA","Lintin",1,5,5,68
"Promoter","18-25","Skylar","Texas","Website","Renewal","Female","Stubbington",1,2,5,21
"Promoter","18-25","Odette","New York","Website","Renewal","Male","O'Kenny",1,2,5,20
"Detractor","26-35","Caprice","Texas","Website","Renewal","Female","Vowell",1,3,5,29
"Passive","26-35","Noble","South Carolina","Website","Renewal","NA","Ellwell",1,3,5,30
"Detractor","18-25","Leonhard","District of Columbia","Website","Renewal","NA","Whistlecroft",1,2,5,24
"Promoter","26-35","Karalee","Missouri","Website","Renewal","Female","Mapham",1,3,5,26
"Passive","NA","Abbe","West Virginia","Website","Renewal","Male","Gheorghe",1,5,5,70
"Detractor","36-50","Jamal","South Carolina","Website","Renewal","NA","O'Kynsillaghe",1,4,5,42
"Promoter","36-50","Netta","District of Columbia","App","Renewal","Male","Daine",2,4,5,50
"Detractor","26-35","Gill","Wisconsin","App","Renewal","Female","Totterdell",2,3,5,30
"Passive","0-17","Maurizia","California","App","Renewal","Male","Fynes",2,1,5,10
"Promoter","36-50","Merwyn","California","App","Renewal","Female","Greedy",2,4,5,49
"Detractor","26-35","Sammie","California","App","Renewal","NA","Spellicy",2,3,5,30
"Passive","18-25","Estella","Colorado","App","Renewal","Female","Lacknor",2,2,5,20
"Promoter","0-17","Diane","South Carolina","App","Renewal","Male","Pallister",2,1,5,10
"Detractor","0-17","Evelin","Florida","App","Renewal","NA","Krzyzowski",2,1,5,13
"Passive","18-25","Kally","California","App","Renewal","NA","Fausch",2,2,5,18
"Detractor","18-25","Hammad","New York","App","Renewal","Male","Silman",2,2,5,23
"Promoter","36-50","Ryon","Colorado","App","Renewal","Female","Giggs",2,4,5,37
"Passive","18-25","Antonetta","Georgia","App","Renewal","Male","Joist",2,2,5,18
"Detractor","18-25","Vidovik","Florida","App","Renewal","NA","Nary",2,2,5,23
"Passive","36-50","Arlina","Georgia","App","Renewal","Female","Rudeyeard",2,4,5,38
"Detractor","26-35","Rennie","Tennessee","App","Renewal","Female","Valerius",2,3,5,28
"Promoter","26-35","Clara","Florida","App","Renewal","NA","Grimm",2,3,5,35
"Passive","0-17","Drew","South Dakota","App","Renewal","Male","Wabe",2,1,5,10
"Detractor","36-50","Gustavus","Pennsylvania","App","Renewal","Female","Bellelli",2,4,5,40
"Promoter","18-25","Izzy","North Carolina","App","Renewal","Male","Worster",2,2,5,21
"Passive","26-35","Colette","Louisiana","App","Renewal","NA","Iredale",2,3,5,33
"Detractor","26-35","Corry","Florida","App","Renewal","NA","Hindsberg",2,3,5,26
"Promoter","18-25","Taddeo","California","App","Renewal","Female","Toffel",2,2,5,20
"Detractor","26-35","Jay","Texas","App","Renewal","Male","Swede",2,3,5,33
"Passive","36-50","Marlon","New York","App","Renewal","Male","Clinnick",2,4,5,46
"Promoter","NA","Archy","Connecticut","App","Renewal","Female","Clemencet",2,5,5,10
"Detractor","18-25","Gisele","Pennsylvania","App","Renewal","NA","Snaden",2,2,5,19
"Passive","NA","Chariot","Texas","App","Renewal","Male","McCrystal",2,5,5,63
"Detractor","26-35","Ferdinanda","Minnesota","App","Renewal","Female","MacKerley",2,3,5,28
"Promoter","36-50","Albertine","Florida","App","Renewal","NA","Ritch",2,4,5,43
"Passive","18-25","Neville","Massachusetts","App","Renewal","Male","Sangar",2,2,5,22
"Promoter","18-25","Zita","California","App","Renewal","Female","Battabee",2,2,5,25
"Detractor","36-50","Napoleon","Florida","App","Renewal","NA","Parram",2,4,5,39
"Passive","18-25","Hillier","Texas","App","Renewal","Female","Watkiss",2,2,5,22
"Detractor","18-25","Dinny","North Carolina","App","Renewal","Male","Brockelsby",2,2,5,25
"Promoter","26-35","Hadley","Arizona","App","Renewal","NA","Learmonth",2,3,5,33
"Passive","26-35","Carlynn","Connecticut","App","Renewal","Male","Dudden",2,3,5,35
"Detractor","26-35","Barney","Connecticut","App","Renewal","Female","Tonkes",2,3,5,32
"Promoter","26-35","Danny","North Carolina","App","Renewal","NA","Lehrahan",2,3,5,30
"Detractor","36-50","Sonny","Florida","App","Renewal","NA","Shorland",2,4,5,43
"Passive","36-50","Ryun","Colorado","App","Renewal","Male","Bechley",2,4,5,45
"Detractor","26-35","Pinchas","Alaska","App","Renewal","Female","Lafflina",2,3,5,26
"Promoter","36-50","Tilda","Florida","App","Renewal","NA","Cosham",2,4,5,48
"Passive","18-25","Jonah","New York","App","Renewal","Female","Swetland",2,2,5,21
"Promoter","18-25","Shawnee","California","App","Renewal","Male","Tomeo",2,2,5,23
"Detractor","26-35","Belita","Louisiana","App","Renewal","NA","Heugh",2,3,5,34
"Detractor","26-35","Elvin","Arizona","App","Renewal","Female","Barukh",2,3,5,31
"Passive","NA","Lavina","District of Columbia","App","Renewal","Male","Capon",2,5,5,57
"Promoter","36-50","Dulcine","Montana","App","Renewal","Female","Gregorowicz",2,4,5,36
"Passive","0-17","Prudence","Missouri","App","Renewal","NA","Harvard",2,1,5,10
"Detractor","18-25","Shawna","California","App","Renewal","Male","Titmarsh",2,2,5,22
"Detractor","18-25","Lillian","Connecticut","App","Renewal","Female","Josephson",2,2,5,22
"Promoter","0-17","Titos","New York","App","Renewal","NA","Fugere",2,1,5,10
"Passive","26-35","Jerrie","Louisiana","App","Renewal","Male","Skeermor",2,3,5,33
"Detractor","0-17","Nara","District of Columbia","App","Renewal","NA","Ascraft",2,1,5,10
"Promoter","26-35","Bernarr","Florida","App","Renewal","Male","Powter",2,3,5,33
"Passive","36-50","Floria","Illinois","App","Renewal","Female","Goodall",2,4,5,42
"Promoter","36-50","Elonore","New York","App","Renewal","NA","Linnane",2,4,5,44
"Detractor","36-50","Moina","Pennsylvania","App","Renewal","Female","Bohlje",2,4,5,36
"Passive","18-25","Dannie","Kansas","App","Renewal","Male","Van Driel",2,2,5,24
"Detractor","26-35","Roderich","Texas","App","Renewal","NA","Klosterman",2,3,5,35
"Promoter","18-25","Lyn","Arizona","App","Renewal","Male","Lait",2,2,5,20
"Detractor","26-35","Noble","Hawaii","App","Renewal","Female","Hummerston",2,3,5,33
"Passive","26-35","Carlyn","Florida","App","Renewal","NA","Riall",2,3,5,29
"Promoter","36-50","Carlyn","Nebraska","App","Renewal","Female","Radleigh",2,4,5,49
"Detractor","36-50","Diego","Tennessee","App","Renewal","Male","Parry",2,4,5,46
"Passive","18-25","Lorena","Texas","App","Renewal","Male","Jorge",2,2,5,23
"Promoter","18-25","Worthington","Texas","App","Renewal","Female","Oakenfield",2,2,5,22
"Detractor","26-35","Robyn","Minnesota","App","Renewal","NA","Skule",2,3,5,35
"Detractor","NA","Dimitry","West Virginia","App","Renewal","NA","Wellesley",2,5,5,43
"Passive","18-25","Tiffy","North Carolina","App","Renewal","Female","Stennings",2,2,5,22
"Promoter","26-35","Alexis","Texas","App","Renewal","Male","Schoenrock",2,3,5,29
"Detractor","26-35","Berny","Florida","App","Renewal","Male","Halley",2,3,5,33
"Passive","36-50","Haleigh","California","App","Renewal","Female","Bowmen",2,4,5,41
"Promoter","NA","Herve","Alabama","App","Renewal","NA","Poytress",2,5,5,64
"Detractor","18-25","Baudoin","California","App","Renewal","Female","Corbie",2,2,5,22
"Passive","NA","Marylou","California","App","Renewal","Male","Franssen",2,5,5,78
"Detractor","18-25","Brian","District of Columbia","App","Renewal","NA","Forde",2,2,5,18
"Passive","18-25","Nelie","Michigan","App","Renewal","NA","Woltman",2,2,5,25
"Promoter","26-35","Malanie","Delaware","App","Renewal","Male","Mendoza",2,3,5,30
"Detractor","26-35","Lothario","Texas","App","Renewal","Female","Butteris",2,3,5,31
"Passive","0-17","Maire","California","App","Renewal","Female","Tewes",2,1,5,10
"Detractor","26-35","Pennie","District of Columbia","App","Renewal","Male","Charles",2,3,5,35
"Promoter","18-25","Ximenez","Pennsylvania","App","Renewal","NA","Guitonneau",2,2,5,23
"Promoter","36-50","Hakim","District of Columbia","App","Renewal","Male","McTavy",2,4,5,37
"Detractor","36-50","Meier","Ohio","App","Renewal","Female","Maffei",2,4,5,44
"Passive","18-25","Rutter","Oklahoma","App","Renewal","NA","Slocomb",2,2,5,18
"Promoter","0-17","Orazio","Connecticut","App","Renewal","Male","Katt",2,1,5,10
"Passive","26-35","Eduardo","California","App","Renewal","Female","Terbeck",2,3,5,31
"Detractor","18-25","Desmond","Oklahoma","App","Renewal","NA","Roby",2,2,5,24
"Detractor","18-25","George","North Carolina","App","Renewal","Female","Chellam",2,2,5,20
"Promoter","36-50","Claus","New York","App","Renewal","NA","Yeabsley",2,4,5,38
"Passive","0-17","Liva","California","App","Renewal","Male","Eva",2,1,5,10
"Detractor","26-35","Malina","California","App","Renewal","Male","Beccero",2,3,5,31
"Passive","36-50","Germaine","Virginia","App","Renewal","Female","Enriquez",2,4,5,48
"Promoter","18-25","Anabal","California","App","Renewal","NA","Ferrige",2,2,5,19
"Detractor","36-50","Teddy","Oklahoma","App","Renewal","NA","Rizziello",2,4,5,38
"Promoter","26-35","Catharine","Louisiana","App","Renewal","Male","Gath",2,3,5,28
"Passive","18-25","Rouvin","Utah","App","Renewal","Female","Hazlegrove",2,2,5,25
"Detractor","26-35","Garrek","Texas","App","Renewal","Male","Cleaves",2,3,5,26
"Passive","0-17","Roi","Virginia","App","Renewal","Female","Deniscke",2,1,5,10
"Promoter","26-35","Elwyn","New York","App","Renewal","NA","Averall",2,3,5,27
"Detractor","0-17","Ealasaid","Minnesota","App","Renewal","NA","Sendall",2,1,5,10
"Detractor","18-25","Calley","Montana","App","Renewal","Female","Levene",2,2,5,18
"Passive","18-25","Aube","Texas","App","Renewal","Male","Prodrick",2,2,5,25
"Promoter","18-25","Algernon","Arkansas","App","Renewal","NA","Cheesworth",2,2,5,21
"Detractor","36-50","Concettina","New Mexico","App","Renewal","Female","Spaule",2,4,5,50
"Promoter","36-50","Sylvester","California","App","Renewal","Male","Hopkins",2,4,5,41
"Passive","26-35","Terese","Florida","App","Renewal","NA","Henken",2,3,5,29
"Detractor","26-35","Osborn","Texas","App","Renewal","Male","Boraston",2,3,5,35
"Passive","36-50","Enid","Iowa","App","Renewal","Female","Kittiman",2,4,5,47
"Detractor","26-35","Erick","Iowa","App","Renewal","NA","Goodspeed",2,3,5,29
"Promoter","36-50","Charlton","Minnesota","App","Renewal","Male","Romero",2,4,5,49
"Passive","NA","Nikola","New York","App","Renewal","Female","Whapham",2,5,5,80
"Detractor","26-35","Steffie","Florida","App","Renewal","NA","Balf",2,3,5,34
"Promoter","26-35","Hal","Mississippi","App","Renewal","Male","Willbourne",2,3,5,35
"Detractor","26-35","Budd","Arkansas","App","Renewal","Female","Philips",2,3,5,33
"Passive","18-25","Darn","New York","App","Renewal","Male","Delph",2,2,5,19
"Promoter","36-50","Gabriela","South Carolina","App","Renewal","Female","Stooke",2,4,5,37
"Detractor","36-50","Cale","New York","App","Renewal","NA","Banasik",2,4,5,44
"Promoter","18-25","Daniella","Hawaii","App","Renewal","Male","Tabert",2,2,5,19
"Detractor","18-25","Kristin","Texas","App","Renewal","Female","Pryde",2,2,5,24
"Passive","0-17","Judas","California","App","Renewal","NA","Garioch",2,1,5,10
"Passive","18-25","Arlene","Texas","App","Renewal","NA","Hissett",2,2,5,25
"Promoter","36-50","Roxy","Louisiana","App","Renewal","Male","Coytes",2,4,5,45
"Detractor","26-35","Else","Tennessee","App","Renewal","Female","Tamblyn",2,3,5,27
"Detractor","18-25","Igor","California","App","Renewal","Female","Bearne",2,2,5,24
"Passive","36-50","Phillipe","New York","App","Renewal","Male","Bradnum",2,4,5,45
"Promoter","NA","Ofilia","Massachusetts","App","Renewal","NA","Madgwick",2,5,5,73
"Passive","NA","Eveline","Pennsylvania","App","Renewal","Male","LLelweln",2,5,5,10
"Detractor","26-35","Aarika","Indiana","App","Renewal","Female","Archell",2,3,5,27
"Detractor","36-50","Ulick","Indiana","App","Renewal","NA","Leynton",2,4,5,43
"Promoter","0-17","Sigismundo","Colorado","App","Renewal","Female","Whellams",2,1,5,10
"Passive","18-25","Kiel","Oklahoma","App","Renewal","NA","Overnell",2,2,5,22
"Detractor","26-35","Sacha","Utah","App","Renewal","Male","Poncet",2,3,5,33
"Promoter","36-50","Fee","Nevada","App","Renewal","NA","Postians",2,4,5,44
"Passive","26-35","Felicio","Wisconsin","App","Renewal","Female","Szantho",2,3,5,27
"Promoter","26-35","Margarita","Virginia","App","Renewal","Male","Raftery",2,3,5,31
"Detractor","18-25","Bennett","District of Columbia","App","Renewal","Female","Flawith",2,2,5,21
"Detractor","18-25","Tonye","Kentucky","App","Renewal","NA","Ciobutaru",2,2,5,24
"Passive","0-17","Euphemia","Georgia","App","Renewal","Male","Hache",2,1,5,10
"Promoter","26-35","Pryce","Colorado","App","Renewal","NA","Dailly",2,3,5,28
"Detractor","26-35","Zena","Pennsylvania","App","Renewal","Female","Lyfield",2,3,5,28
"Passive","26-35","Cordey","Texas","App","Renewal","Male","Woollaston",2,3,5,26
"Detractor","26-35","Aggie","Rhode Island","App","Renewal","Female","Vickress",2,3,5,28
"Passive","36-50","Hunt","Oregon","App","Renewal","Male","Halahan",2,4,5,43
"Promoter","36-50","Bar","Kentucky","App","Renewal","NA","Dugget",2,4,5,45
"Detractor","36-50","Janka","Alabama","App","Renewal","Male","Licciardi",2,4,5,49
"Promoter","18-25","Tobye","Kentucky","App","Renewal","NA","Peebles",2,2,5,20
"Passive","18-25","Daisie","Florida","App","Renewal","Female","Stokey",2,2,5,22
"Detractor","18-25","Constantine","Indiana","App","Renewal","Female","Draijer",2,2,5,18
"Promoter","18-25","Regan","Colorado","App","Renewal","Male","Ditchfield",2,2,5,21
"Passive","26-35","Ursuline","Pennsylvania","App","Renewal","NA","Mager",2,3,5,28
"Detractor","26-35","Tiphanie","Virginia","App","Renewal","Male","Dannel",2,3,5,32
"Promoter","18-25","Vanny","Washington","App","Renewal","Female","Evett",2,2,5,19
"Passive","36-50","Ursa","Florida","App","Renewal","NA","Reilinger",2,4,5,37
"Detractor","18-25","North","Florida","App","Renewal","Female","Wingrove",2,2,5,24
"Promoter","36-50","Salvidor","Alabama","App","Renewal","NA","Lidgertwood",2,4,5,39
"Passive","NA","Kai","Washington","App","Renewal","Male","Hinzer",2,5,5,51
"Detractor","26-35","Audrey","Massachusetts","App","Renewal","Female","Geekin",2,3,5,34
"Detractor","NA","Crystie","New Jersey","App","Renewal","NA","Isakovitch",2,5,5,27
"Promoter","26-35","Haskell","Virginia","App","Renewal","Male","Zuanelli",2,3,5,32
"Detractor","36-50","Giraud","Nebraska","App","Renewal","Female","Unitt",2,4,5,41
"Passive","0-17","Ambrosi","New York","App","Renewal","Male","Musgrove",2,1,5,10
"Promoter","36-50","Rocky","Illinois","App","Renewal","NA","Birdwhistell",2,4,5,46
"Detractor","26-35","Maggy","New York","App","Renewal","Female","Cornall",2,3,5,35
"Passive","18-25","Kerwin","New York","App","Renewal","NA","Shalloo",2,2,5,19
"Promoter","18-25","Tudor","New York","App","Renewal","Male","Andreassen",2,2,5,23
"Detractor","0-17","Julianne","New York","App","Renewal","NA","Raffon",2,1,5,10
"Passive","18-25","Aguste","District of Columbia","App","Renewal","Female","Copley",2,2,5,25
"Promoter","26-35","Winni","Michigan","App","Renewal","Male","Bloan",2,3,5,27
"Passive","18-25","Luca","California","App","Renewal","NA","Mingame",2,2,5,21
"Detractor","18-25","Tim","Oregon","App","Renewal","Female","Asch",2,2,5,25
"Detractor","26-35","Codie","Florida","App","Renewal","Male","Hirthe",2,3,5,34
"Promoter","NA","Bevan","Massachusetts","App","Renewal","NA","Bowles",2,5,5,51
