LoyaltyProgramMember_Contact_Name,LoyaltyProgramMember_ProgramId,LoyaltyTierId,LoyaltyTier_LoyaltyTierGroup_Name,LoyaltyProgramMember_MemberName,LoyaltyProgramMember_EnrollmentDate,LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_MobilePhone,LoyaltyProgramMember_IsReferral,LoyaltyProgramMember_MemberStatus,Name,LoyaltyMemberId,LoyaltyProgramMember_Account_Name,LoyaltyProgramMember_MembershipEndDate,LoyaltyMemberCurrency_LoyaltyProgramMember_AccountContact_Id,LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_Birthdate,LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_Birthdate,LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_MobilePhone,LoyaltyProgramMember_MemberTenureBucket,LoyaltyProgramMember_Referrer_Account_Name,ReasonForChange,LoyaltyProgramMember_Contact_MobilePhone,LoyaltyProgramMember_EnrollmentChannel,LoyaltyProgramMember_TransactionJournal_SecondAccrualDate,LoyaltyProgramMember_MembershipLastRenewalDate,LoyaltyTier_Name,LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_Name,LoyaltyProgramMember_Contact_Birthdate,LoyaltyProgramMember_LeadOrContactName,LoyaltyProgramMember_Referrer_Contact_Name,LastProcessedDate,LoyaltyTierGroupId,TierExpirationDate,LoyaltyProgramMember_LeadOrContactId,LoyaltyMemberCurrency_LoyaltyProgramCurrency_QP_Currency,LoyaltyMemberCurrency_LoyaltyProgramCurrency_NQP_Currency,LoyaltyProgramMember_LoyaltyProgram_Name,LoyaltyProgramMember_MembershipNumber,LoyaltyProgramMember_TransactionJournal_FirstAccrualDate,LoyaltyProgramMember_MemberType,LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_Name,LoyaltyProgramMember_AccountContact_Id,Id,LoyaltyProgramMember_ReferredById,EffectiveDate,LoyaltyTier_SequenceNumber
Keagan Alden,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Goodman Imports,2020-08-29,,No,Active,Silver,0lMB00000004Fj4MAE,Goodman Imports,,003B000000HtVuwIAF,,,,3.3-6 months,,,,Web,2021-05-01,2021-08-29,Silver,Keagan Alden,,Jaxson Abdella,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVuwIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_beb,2021-01-17,Corporate,,003B000000HtVuwIAF,0lyB00000004IqvIAE,,,1
Keagan Alden,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Goodman Imports,2020-08-29,,No,Active,Silver,0lMB00000004Fj4MAE,Goodman Imports,,003B000000HtVuwIAF,,,,3.3-6 months,,,,Web,2021-05-01,2021-08-29,Silver,Keagan Alden,,Jaxson Abdella,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVuwIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_beb,2021-01-17,Corporate,,003B000000HtVuwIAF,0lyB00000004IqwIAE,,,1
Deshawn Alder,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Fare Merchants,2020-12-11,,No,Active,Silver,0lMB00000004FifMAE,Fare Merchants,,003B000000HtVuxIAF,,,,2.1-3 months,,,,Email,2021-05-21,2021-12-11,Silver,Deshawn Alder,,Dominic Abdelhamid,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVuxIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bec,2021-05-06,Corporate,,003B000000HtVuxIAF,0lyB00000004IqxIAE,,,1
Deshawn Alder,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Fare Merchants,2020-12-11,,No,Active,Silver,0lMB00000004FifMAE,Fare Merchants,,003B000000HtVuxIAF,,,,2.1-3 months,,,,Email,2021-05-21,2021-12-11,Silver,Deshawn Alder,,Dominic Abdelhamid,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVuxIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bec,2021-05-06,Corporate,,003B000000HtVuxIAF,0lyB00000004IqyIAE,,,1
Bode Alderete,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Rondel,2021-12-04,,No,Active,Gold,0lMB00000004FiGMAU,Rondel,,003B000000HtVuyIAF,,,,9.NA,,,,Social,2022-06-25,2022-12-04,Gold,Bode Alderete,,Nicholas Abdeldayen,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVuyIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bed,2022-04-25,Corporate,,003B000000HtVuyIAF,0lyB00000004IqzIAE,,,1
Bode Alderete,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Rondel,2021-12-04,,No,Active,Silver,0lMB00000004FiGMAU,Rondel,,003B000000HtVuyIAF,,,,9.NA,,,,Social,2022-06-25,2022-12-04,Silver,Bode Alderete,,Nicholas Abdeldayen,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVuyIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bed,2022-04-25,Corporate,,003B000000HtVuyIAF,0lyB00000004Ir0IAE,,,1
Korbyn Alexis,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Zenith Distribution,2020-10-30,,No,Active,Silver,0lMB00000004FhrMAE,Zenith Distribution,,003B000000HtVuzIAF,,,,2.1-3 months,,,,CallCenter,2021-04-08,2021-10-30,Silver,Korbyn Alexis,,Maverick Abdelaziz,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVuzIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bee,2021-03-18,Corporate,,003B000000HtVuzIAF,0lyB00000004Ir1IAE,,,1
Korbyn Alexis,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Zenith Distribution,2020-10-30,,No,Active,Silver,0lMB00000004FhrMAE,Zenith Distribution,,003B000000HtVuzIAF,,,,2.1-3 months,,,,CallCenter,2021-04-08,2021-10-30,Silver,Korbyn Alexis,,Maverick Abdelaziz,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVuzIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bee,2021-03-18,Corporate,,003B000000HtVuzIAF,0lyB00000004Ir2IAE,,,1
Randall Alexnder,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Scott's San Francisco,2020-01-24,,No,Active,Silver,0lMB00000004FhSMAU,Scott's San Francisco,,003B000000HtVv0IAF,,,,5.9-12 months,,,,Email,2020-06-21,2021-01-23,Silver,Randall Alexnder,,Angel Abdelal,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVv0IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bef,2020-06-10,Corporate,,003B000000HtVv0IAF,0lyB00000004Ir3IAE,,,1
Randall Alexnder,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Scott's San Francisco,2020-01-24,,No,Active,Silver,0lMB00000004FhSMAU,Scott's San Francisco,,003B000000HtVv0IAF,,,,5.9-12 months,,,,Email,2020-06-21,2021-01-23,Silver,Randall Alexnder,,Angel Abdelal,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVv0IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bef,2020-06-10,Corporate,,003B000000HtVv0IAF,0lyB00000004Ir4IAE,,,1
Benton Alexopoulos,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Sunnies,2020-04-02,,No,Active,Silver,0lMB00000004Fh3MAE,Sunnies,,003B000000HtVv1IAF,,,,5.9-12 months,,,,Web,2020-12-18,2021-04-02,Silver,Benton Alexopoulos,,Robert Abdel,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVv1IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_beg,2020-08-23,Corporate,,003B000000HtVv1IAF,0lyB00000004Ir5IAE,,,1
Benton Alexopoulos,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Sunnies,2020-04-02,,No,Active,Silver,0lMB00000004Fh3MAE,Sunnies,,003B000000HtVv1IAF,,,,5.9-12 months,,,,Web,2020-12-18,2021-04-02,Silver,Benton Alexopoulos,,Robert Abdel,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVv1IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_beg,2020-08-23,Corporate,,003B000000HtVv1IAF,0lyB00000004Ir6IAE,,,1
Coleman Alexy,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Amazok,2020-12-07,,No,Active,Silver,0lMB00000004FgeMAE,Amazok,,003B000000HtVv2IAF,,,,2.1-3 months,,,,Email,2021-05-05,2021-12-07,Silver,Coleman Alexy,,Carson Abdallah,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVv2IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_beh,2021-04-23,Corporate,,003B000000HtVv2IAF,0lyB00000004Ir7IAE,,,1
Coleman Alexy,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Amazok,2020-12-07,,No,Active,Silver,0lMB00000004FgeMAE,Amazok,,003B000000HtVv2IAF,,,,2.1-3 months,,,,Email,2021-05-05,2021-12-07,Silver,Coleman Alexy,,Carson Abdallah,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVv2IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_beh,2021-04-23,Corporate,,003B000000HtVv2IAF,0lyB00000004Ir8IAE,,,1
Markus Alexzander,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Sustainable Distribution,2021-04-23,,No,Active,Platinum,0lMB00000004FgFMAU,Sustainable Distribution,,003B000000HtVv3IAF,,,,9.NA,,,,Social,2022-01-28,2022-04-23,Platinum,Markus Alexzander,,Cameron Abdalla,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVv3IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bei,2021-09-17,Corporate,,003B000000HtVv3IAF,0lyB00000004Ir9IAE,,,1
Markus Alexzander,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Sustainable Distribution,2021-04-23,,No,Active,Gold,0lMB00000004FgFMAU,Sustainable Distribution,,003B000000HtVv3IAF,,,,9.NA,,,,Social,2022-01-28,2022-04-23,Gold,Markus Alexzander,,Cameron Abdalla,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVv3IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bei,2021-09-17,Corporate,,003B000000HtVv3IAF,0lyB00000004IrAIAU,,,1
Kenny Aley,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,NTO - Presidio,2021-03-30,,No,Active,Silver,0lMB00000004FfqMAE,NTO - Presidio,,003B000000HtVv4IAF,,,,9.NA,,,,CallCenter,2021-09-14,2022-03-30,Silver,Kenny Aley,,Colton Abby,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVv4IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bej,2021-08-12,Corporate,,003B000000HtVv4IAF,0lyB00000004IrBIAU,,,1
Kenny Aley,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,NTO - Presidio,2021-03-30,,No,Active,Silver,0lMB00000004FfqMAE,NTO - Presidio,,003B000000HtVv4IAF,,,,9.NA,,,,CallCenter,2021-09-14,2022-03-30,Silver,Kenny Aley,,Colton Abby,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVv4IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bej,2021-08-12,Corporate,,003B000000HtVv4IAF,0lyB00000004IrCIAU,,,1
Santos Aleyandrez,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Northern Trail Outfitters,2021-09-06,,No,Active,Silver,0lMB00000004FfSMAU,Northern Trail Outfitters,,003B000000HtVuvIAF,,,,9.NA,,,,Email,2022-05-23,2022-09-06,Silver,Santos Aleyandrez,,Greyson Abdelmuti,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVuvIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfa,2022-01-20,Corporate,,003B000000HtVuvIAF,0lyB00000004IrDIAU,,,1
Santos Aleyandrez,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Northern Trail Outfitters,2021-09-06,,No,Active,Silver,0lMB00000004FfSMAU,Northern Trail Outfitters,,003B000000HtVuvIAF,,,,9.NA,,,,Email,2022-05-23,2022-09-06,Silver,Santos Aleyandrez,,Greyson Abdelmuti,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVuvIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfa,2022-01-20,Corporate,,003B000000HtVuvIAF,0lyB00000004IrEIAU,,,1
Zackary Alf,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Goodman Imports,2021-09-10,,No,Active,Silver,0lMB00000004Fj5MAE,Goodman Imports,,003B000000HtVuwIAF,,,,9.NA,,,,Web,2022-06-07,2022-09-10,Silver,Zackary Alf,,Jaxson Abdella,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVuwIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfb,2022-01-26,Corporate,,003B000000HtVuwIAF,0lyB00000004IrFIAU,,,1
Zackary Alf,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Goodman Imports,2021-09-10,,No,Active,Silver,0lMB00000004Fj5MAE,Goodman Imports,,003B000000HtVuwIAF,,,,9.NA,,,,Web,2022-06-07,2022-09-10,Silver,Zackary Alf,,Jaxson Abdella,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVuwIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfb,2022-01-26,Corporate,,003B000000HtVuwIAF,0lyB00000004IrGIAU,,,1
Alistair Alfandre,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Fare Merchants,2020-04-29,,No,Active,Silver,0lMB00000004FigMAE,Fare Merchants,,003B000000HtVuxIAF,,,,4.6-9 months,,,,Email,2020-10-02,2021-04-29,Silver,Alistair Alfandre,,Dominic Abdelhamid,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVuxIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfc,2020-09-11,Corporate,,003B000000HtVuxIAF,0lyB00000004IrHIAU,,,1
Alistair Alfandre,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Fare Merchants,2020-04-29,,No,Active,Silver,0lMB00000004FigMAE,Fare Merchants,,003B000000HtVuxIAF,,,,4.6-9 months,,,,Email,2020-10-02,2021-04-29,Silver,Alistair Alfandre,,Dominic Abdelhamid,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVuxIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfc,2020-09-11,Corporate,,003B000000HtVuxIAF,0lyB00000004IrIIAU,,,1
Bear Alfano,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Rondel,2020-09-02,,No,Active,Silver,0lMB00000004FiHMAU,Rondel,,003B000000HtVuyIAF,,,,3.3-6 months,,,,Social,,2021-09-02,Silver,Bear Alfano,,Nicholas Abdeldayen,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVuyIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfd,2021-01-23,Corporate,,003B000000HtVuyIAF,0lyB00000004IrJIAU,,,1
Bear Alfano,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Rondel,2020-09-02,,No,Active,Gold,0lMB00000004FiHMAU,Rondel,,003B000000HtVuyIAF,,,,3.3-6 months,,,,Social,,2021-09-02,Gold,Bear Alfano,,Nicholas Abdeldayen,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVuyIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfd,2021-01-23,Corporate,,003B000000HtVuyIAF,0lyB00000004IrKIAU,,,1
Blaise Alfaro,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Zenith Distribution,2021-09-13,,No,Active,Silver,0lMB00000004FhsMAE,Zenith Distribution,,003B000000HtVuzIAF,,,,9.NA,,,,CallCenter,2022-04-03,2022-09-13,Silver,Blaise Alfaro,,Maverick Abdelaziz,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVuzIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfe,2022-02-04,Corporate,,003B000000HtVuzIAF,0lyB00000004IrLIAU,,,1
Blaise Alfaro,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Zenith Distribution,2021-09-13,,No,Active,Silver,0lMB00000004FhsMAE,Zenith Distribution,,003B000000HtVuzIAF,,,,9.NA,,,,CallCenter,2022-04-03,2022-09-13,Silver,Blaise Alfaro,,Maverick Abdelaziz,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVuzIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfe,2022-02-04,Corporate,,003B000000HtVuzIAF,0lyB00000004IrMIAU,,,1
Kolten Alfera,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Scott's San Francisco,2021-08-02,,No,Active,Silver,0lMB00000004FhTMAU,Scott's San Francisco,,003B000000HtVv0IAF,,,,9.NA,,,,Email,2022-03-21,2022-08-02,Silver,Kolten Alfera,,Angel Abdelal,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVv0IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bff,2021-12-15,Corporate,,003B000000HtVv0IAF,0lyB00000004IrNIAU,,,1
Kolten Alfera,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Scott's San Francisco,2021-08-02,,No,Active,Silver,0lMB00000004FhTMAU,Scott's San Francisco,,003B000000HtVv0IAF,,,,9.NA,,,,Email,2022-03-21,2022-08-02,Silver,Kolten Alfera,,Angel Abdelal,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVv0IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bff,2021-12-15,Corporate,,003B000000HtVv0IAF,0lyB00000004IrOIAU,,,1
Leif Alferez,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Sunnies,2020-02-08,,No,Active,Silver,0lMB00000004Fh4MAE,Sunnies,,003B000000HtVv1IAF,,,,5.9-12 months,,,,Web,2020-10-17,2021-02-07,Silver,Leif Alferez,,Robert Abdel,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVv1IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfg,2020-06-22,Corporate,,003B000000HtVv1IAF,0lyB00000004IrPIAU,,,1
Leif Alferez,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Sunnies,2020-02-08,,No,Active,Silver,0lMB00000004Fh4MAE,Sunnies,,003B000000HtVv1IAF,,,,5.9-12 months,,,,Web,2020-10-17,2021-02-07,Silver,Leif Alferez,,Robert Abdel,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVv1IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfg,2020-06-22,Corporate,,003B000000HtVv1IAF,0lyB00000004IrQIAU,,,1
Mac Alfero,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Amazok,2020-09-30,,No,Active,Silver,0lMB00000004FgfMAE,Amazok,,003B000000HtVv2IAF,,,,3.3-6 months,,,,Email,2021-04-08,2021-09-30,Silver,Mac Alfero,,Carson Abdallah,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVv2IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfh,2021-02-20,Corporate,,003B000000HtVv2IAF,0lyB00000004IrRIAU,,,1
Mac Alfero,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Amazok,2020-09-30,,No,Active,Silver,0lMB00000004FgfMAE,Amazok,,003B000000HtVv2IAF,,,,3.3-6 months,,,,Email,2021-04-08,2021-09-30,Silver,Mac Alfero,,Carson Abdallah,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVv2IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfh,2021-02-20,Corporate,,003B000000HtVv2IAF,0lyB00000004IrSIAU,,,1
Marquis Alff,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Sustainable Distribution,2021-01-20,,No,Active,Platinum,0lMB00000004FgGMAU,Sustainable Distribution,,003B000000HtVv3IAF,,,,1.< 1 month,,,,Social,2021-10-14,2022-01-20,Platinum,Marquis Alff,,Cameron Abdalla,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVv3IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfi,2021-06-18,Corporate,,003B000000HtVv3IAF,0lyB00000004IrTIAU,,,1
Marquis Alff,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Sustainable Distribution,2021-01-20,,No,Active,Silver,0lMB00000004FgGMAU,Sustainable Distribution,,003B000000HtVv3IAF,,,,1.< 1 month,,,,Social,2021-10-14,2022-01-20,Silver,Marquis Alff,,Cameron Abdalla,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVv3IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfi,2021-06-18,Corporate,,003B000000HtVv3IAF,0lyB00000004IrUIAU,,,1
Karsen Alfieri,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,NTO - Presidio,2020-03-18,,No,Active,Silver,0lMB00000004FfrMAE,NTO - Presidio,,003B000000HtVv4IAF,,,,5.9-12 months,,,,CallCenter,2020-10-20,2021-03-18,Silver,Karsen Alfieri,,Colton Abby,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVv4IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfj,2020-08-05,Corporate,,003B000000HtVv4IAF,0lyB00000004IrVIAU,,,1
Karsen Alfieri,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,NTO - Presidio,2020-03-18,,No,Active,Gold,0lMB00000004FfrMAE,NTO - Presidio,,003B000000HtVv4IAF,,,,5.9-12 months,,,,CallCenter,2020-10-20,2021-03-18,Gold,Karsen Alfieri,,Colton Abby,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVv4IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bfj,2020-08-05,Corporate,,003B000000HtVv4IAF,0lyB00000004IrWIAU,,,1
Simeon Alfiero,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Northern Trail Outfitters,2020-03-22,,No,Active,Silver,0lMB00000004FfTMAU,Northern Trail Outfitters,,003B000000HtVuvIAF,,,,5.9-12 months,,,,Email,2020-12-29,2021-03-22,Silver,Simeon Alfiero,,Greyson Abdelmuti,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVuvIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bga,2020-08-16,Corporate,,003B000000HtVuvIAF,0lyB00000004IrXIAU,,,1
Simeon Alfiero,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Northern Trail Outfitters,2020-03-22,,No,Active,Silver,0lMB00000004FfTMAU,Northern Trail Outfitters,,003B000000HtVuvIAF,,,,5.9-12 months,,,,Email,2020-12-29,2021-03-22,Silver,Simeon Alfiero,,Greyson Abdelmuti,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVuvIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bga,2020-08-16,Corporate,,003B000000HtVuvIAF,0lyB00000004IrYIAU,,,1
Abner Alfisi,0lpB00000004CeyIAE,0lgB00000004CdpIAE,Status Tier Group,Goodman Imports,2020-01-07,,No,Active,Silver,0lMB00000004Fj6MAE,Goodman Imports,,003B000000HtVuwIAF,,,,6.1-2 years,,Upgrade,,Web,2020-07-06,2021-01-06,Silver,Abner Alfisi,,Jaxson Abdella,,2021-03-03,0ltB00000004CbbIAE,2021-12-09,003B000000HtVuwIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bgb,2020-05-29,Corporate,,003B000000HtVuwIAF,0lyB00000004IrZIAU,,2020-12-10,4
Abner Alfisi,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Goodman Imports,2020-01-07,,No,Active,Silver,0lMB00000004Fj6MAE,Goodman Imports,,003B000000HtVuwIAF,,,,6.1-2 years,,,,Web,2020-07-06,2021-01-06,Silver,Abner Alfisi,,Jaxson Abdella,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVuwIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bgb,2020-05-29,Corporate,,003B000000HtVuwIAF,0lyB00000004IraIAE,,,1
Calum Alfonsi,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Fare Merchants,2020-07-24,,No,Active,Silver,0lMB00000004FihMAE,Fare Merchants,,003B000000HtVuxIAF,,,,4.6-9 months,,,,Email,2021-04-25,2021-07-24,Silver,Calum Alfonsi,,Dominic Abdelhamid,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVuxIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bgc,2020-12-06,Corporate,,003B000000HtVuxIAF,0lyB00000004IrbIAE,,,1
Calum Alfonsi,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Fare Merchants,2020-07-24,,No,Active,Silver,0lMB00000004FihMAE,Fare Merchants,,003B000000HtVuxIAF,,,,4.6-9 months,,,,Email,2021-04-25,2021-07-24,Silver,Calum Alfonsi,,Dominic Abdelhamid,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVuxIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bgc,2020-12-06,Corporate,,003B000000HtVuxIAF,0lyB00000004IrcIAE,,,1
Robin Alfonso,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Rondel,2021-07-22,,No,Active,Gold,0lMB00000004FiIMAU,Rondel,,003B000000HtVuyIAF,,,,9.NA,,,,Social,2022-04-23,2022-07-22,Gold,Robin Alfonso,,Nicholas Abdeldayen,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVuyIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,CorpAiN_UIDbabefgad_b_bgd,2021-12-05,Corporate,,003B000000HtVuyIAF,0lyB00000004IrdIAE,,,1
