"UserName","LastProcessedDate","Photo","Manager","CloseDate","Role","UserExternalId","QuotaAttainment","Quota","PipelineForecast","ClosedWonForecast","ClosedWon","CommitForecast"
"Tim Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c377/T","Acme Dispatcher","2022-12-26","Customer Service Agent","User.031",60,200000,230035,224835,134901,156828
"Quentin Engineer","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37b/T","Acme Dispatcher","2022-02-09","Director of Engineering","User.023",80,500000,603076,533753,427002,762518
"Tammy Baxter","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37z/T","Acme Dispatcher","2022-01-20","AUser Customer Person Account","User.056",90,300000,350225,309918,278926,512323
"Steven Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Z/T","Acme Dispatcher","2022-04-24","VP of Customer Service","User.018",95,200000,220807,201128,191072,343970
"Jamie Green","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36U/T","Acme Dispatcher","2022-03-27","Summit Resellers Partner User","User.033",60,200000,257754,210612,126367,167380
"Valerie East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Y/T","Ely East","2022-07-09","RVP East","User.012",60,300000,344063,328158,196895,226340
"Sue Marketing","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37a/T","Acme Dispatcher","2022-11-03","VP of Marketing","User.017",105,300000,362635,293597,308277,567345
"Alf Operations","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Y/T","Samantha Dispatcher","2022-09-24","VP of Customer Service","User.013",90,500000,568821,526870,474183,857899
"Brenda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36k/T","Acme Dispatcher","2022-06-07","Customer Service Manager","User.029",70,400000,449077,453469,317428,534220
"Jennifer Lee","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJN/T","Michelle Chung","2022-05-22","West CSR","W_User.4",60,200000,223418,211563,126938,166889
"Julia Holland","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIF/T","Wanda Wilson","2022-08-29","Central CSR","W_User.6",90,200000,236102,209386,188447,344997
"Miguel Jensen","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIt/T","John Smith","2022-04-01","East CSR","W_User.13",95,300000,343383,312479,296855,544583
"Jay Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36m/T","Acme Dispatcher","2022-08-25","Customer Service Manager","User.030",80,400000,474417,443103,354482,625314
"Andrea Admin","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36j/T","Acme Dispatcher","2022-12-01","Director of Human Resources","User.005",40,500000,612021,650680,260272,415850
"Chet Callaghan","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c378/T","Elliot Executive","2022-05-29","Director of Channel Sales","User.002",55,500000,616583,631036,347070,560986
"James Wu","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37d/T","Acme Dispatcher","2022-01-31","Omega, Inc. Customer User","User.024",55,300000,331556,375802,206691,327612
"Wes Chopra","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38W/T","Acme Dispatcher","2022-02-06","Green Fields Media Customer User","User.112",108,400000,441178,405096,437504,802687
"William Martinez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIy/T","Ely East","2022-06-07","East CSR","W_User.16",85,300000,375029,310691,264087,464285
"Steven Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Z/T","Acme Dispatcher","2022-12-24","VP of Customer Service","User.018",55,500000,604287,612209,336715,531017
"Gordon Reeves","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36u/T","Acme Dispatcher","2022-07-18","Business Development Director","User.003",40,200000,232088,297270,118908,179685
"Gabriel Anderson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHmv/T","Wanda Wilson","2022-09-30","Central CSM","W_User.M.20",85,300000,351908,330962,281318,511042
"Andrea Bowden","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37e/T","Acme Dispatcher","2022-04-16","Displaytech Customer User","User.028",70,200000,235885,235253,164677,275121
"Ricky East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36X/T","Dustin Good","2022-10-16","East Sales","User.019",60,500000,574519,544938,326963,387101
"Dustin Good","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIo/T","John Smith","2022-08-11","East CSR","W_User.14",85,400000,476295,439398,373488,668932
"Richard Hayden","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","Michelle Chung","2022-03-10","West CSM","W_User.M.18",108,400000,461885,410744,443603,800312
"Jamie Green","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36U/T","Acme Dispatcher","2022-12-20","Summit Resellers Partner User","User.033",90,500000,607568,522492,470243,849515
"Daryl Distributor","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38V/T","Acme Dispatcher","2022-02-04","Zenith Distributors Partner User","User.120",95,200000,231250,205951,195653,353135
"Vanessa Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36c/T","Cindy Central","2022-10-28","RVP Central","User.000",60,400000,496493,450108,270065,326950
"Ted Training","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c381/T","Acme Dispatcher","2022-01-29","Team Lead","User.057",105,400000,484764,399727,419713,760879
"Diane Brock","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJI/T","Michelle Chung","2022-07-18","West CSR","W_User.2",80,200000,249737,214771,171817,306459
"Helen Roberts","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Z/T","Acme Dispatcher","2022-05-30","Director of Human Resources","User.168",60,400000,474185,456513,273908,325710
"Tim Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c377/T","Acme Dispatcher","2022-04-19","Customer Service Agent","User.031",55,300000,383060,332609,182935,284217
"Linda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36n/T","Acme Dispatcher","2022-09-08","Customer Service Agent","User.032",85,300000,349613,307675,261524,467461
"Quentin Engineer","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37b/T","Acme Dispatcher","2022-11-07","Director of Engineering","User.023",105,200000,227304,198959,208907,377391
"Barry Brown","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36g/T","Acme Dispatcher","2022-06-05","Meridian Partners Partner User","User.034",70,300000,362921,361976,253383,419051
"Taylor Gonzalez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIU/T","Cindy Central","2022-10-17","Central CSR","W_User.11",40,300000,363996,381450,152580,229310
"John Smith","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38R/T",,"2022-03-16","CEO","User.163",95,300000,372601,306244,290932,532724
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Wanda Wilson","2022-08-22","Central CSR","W_User.10",55,500000,635301,605638,333101,526764
"Michelle Chung","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38X/T",,"2022-07-30","CEO","User.165",80,300000,387775,332756,266205,477335
"Karen Perez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIe/T","John Smith","2022-04-27","East CSR","W_User.12",60,200000,252400,207212,124327,148491
"Chris Plus","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37l/T","Acme Dispatcher","2022-09-11","Team Lead","User.044",108,200000,241872,209953,226749,408368
"Tammy Brooks","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJD/T","Jennifer Lee","2022-02-18","West CSR","W_User.5",90,400000,480773,411297,370167,680937
"Samantha Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38b/T",,"2022-06-19","CEO","User.166",55,300000,350306,343316,188824,305785
"Cindy Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36V/T","Wanda Wilson","2022-02-03","Central Sales","User.016",85,300000,381128,313547,266515,491378
"Bob Hodges","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c382/T","Acme Dispatcher","2022-12-02","Omega, Inc. Customer Executive","User.061",55,400000,518532,467973,257385,399300
"Mark Watson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Y/T",,"2022-05-30","CEO","User.102",40,500000,642834,710113,284045,429121
"Sarah Phillips","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37w/T","Acme Dispatcher","2022-12-17","Acme Partners Partner Executive","User.053",70,400000,497473,480397,336278,574579
"Wanda Wilson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHS2/T",,"2022-05-18","CEO","User.001",105,200000,248953,199682,209666,386406
"Joseph Hartman","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","John Smith","2022-03-06","East CSM","W_User.M.19",90,300000,366305,300539,270485,488196
"Jennifer Perez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJJ/T","Michelle Chung","2022-06-25","West CSR","W_User.1",85,200000,250011,214646,182449,334886
"Zach Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37I/T","Acme Dispatcher","2022-02-07","Acme Partners Partner User","User.119",108,500000,565592,524059,565984,1027674
"Richard Elliott","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ3/T","John Smith","2022-10-25","East CSR","W_User.17",95,200000,243934,198895,188950,346322
"Wendy West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Z/T","Jennifer Lee","2022-12-22","West Sales","User.022",80,200000,250728,219051,175241,312829
"Courtney Bennett","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIZ/T","Wanda Wilson","2022-10-01","Central CSR","W_User.8",80,200000,248007,223050,178440,312565
"Mark Kingston","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37f/T","Acme Dispatcher","2022-07-23","Omega, Inc. Customer Executive","User.026",55,400000,455706,451458,248302,393196
"Mark Metz","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37h/T","Acme Dispatcher","2022-08-08","Advanced Communications Customer User","User.100",60,500000,560599,531375,318825,361457
"Ely East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36e/T","Dustin Good","2022-11-11","East Sales","User.020",60,300000,388215,318438,191063,235013
"Olivia Order","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37D/T","Wanda Wilson","2022-05-03","Central Sales","User.058",40,200000,223374,294900,117960,181473
"Sean Silver","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36W/T","Acme Dispatcher","2022-01-25","Pinnacle Partners Partner User","User.035",105,400000,443262,391332,410899,758962
"Xavier Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37G/T","Acme Dispatcher","2023-01-02","Acme Partners Partner User","User.117",40,500000,568009,715235,286094,441464
"Vince West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36a/T","Jennifer Lee","2022-07-14","RVP West","User.011",80,400000,505889,446924,357539,637315
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Paul Partner","2022-05-05","Acme Partners Partner Manager","User.116",40,300000,380756,393343,157337,242769
"Kimberly Brooks","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIP/T","Wanda Wilson","2022-01-28","Central CSR","W_User.9",70,400000,508532,430210,301147,506598
"Vance Channel","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36f/T","Acme Dispatcher","2022-06-05","Director of Channel Sales","User.037",90,300000,357544,308339,277505,501337
"Ted Data","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36t/T","Acme Dispatcher","2022-08-08","Director of Finance","User.006",85,500000,561209,528719,449411,821030
"Neil Patel","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37q/T","Acme Dispatcher","2022-09-15","Social Media Manager","User.065",95,500000,554021,475459,451686,813352
"Steve Ishikawa","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37g/T","Acme Dispatcher","2022-10-25","Vand Enterprises, Inc. Customer User","User.036",60,200000,250867,224012,134407,163090
"Social Hub","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c380/T",,"2022-04-07","CEO","User.068",55,200000,259151,230075,126541,203229
"Bill West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36h/T","Acme Dispatcher","2022-11-12","West Sales","User.021",70,500000,607505,601421,420995,699594
"Jennifer Adams","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ8/T","Michelle Chung","2022-02-20","West CSR","W_User.3",60,500000,645598,556105,333663,363176
"Lauren Bailey","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37v/T","Acme Dispatcher","2022-03-17","Omega, Inc. Customer Manager","User.075",55,500000,585362,609378,335158,543820
"Valerie East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Y/T","Ely East","2022-10-15","RVP East","User.012",108,300000,355198,308840,333547,606595
"Kasey Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36T/T","Wanda Wilson","2022-09-04","Central Sales","User.015",70,200000,243366,240284,168199,288042
"Kimberly Nixon","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIK/T","Wanda Wilson","2022-11-22","Central CSR","W_User.7",60,300000,367639,323585,194151,235700
"Paul Partner","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36d/T","Chet Callaghan","2022-02-07","Acme Partners Partner Executive","User.059",60,500000,648849,555333,333200,359129
"Jonathan Perkins","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIj/T","John Smith","2022-04-24","East CSR","W_User.15",105,500000,636116,495350,520117,954014
"Tammy Baxter","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37z/T","Acme Dispatcher","2022-06-15","AUser Customer Person Account","User.056",40,400000,482988,553025,221210,349489
"Yvette Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37H/T","Acme Dispatcher","2022-03-23","Acme Partners Partner User","User.118",80,300000,335455,327186,261749,469263
"Elliot Executive","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36b/T","Samantha Dispatcher","2022-08-16","VP of Sales","User.007",95,300000,331769,299449,284477,515006
"Jamie Green","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36U/T","Acme Dispatcher","2022-07-10","Summit Resellers Partner User","User.033",90,400000,474449,422086,379877,694923
"Vance Channel","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36f/T","Acme Dispatcher","2023-01-01","Director of Channel Sales","User.037",85,200000,230967,218754,185941,335954
"Sue Marketing","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37a/T","Acme Dispatcher","2022-01-22","VP of Marketing","User.017",60,300000,377875,349452,209671,242986
"Kimberly Brooks","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIP/T","Wanda Wilson","2022-05-12","Central CSR","W_User.9",70,300000,386997,345674,241972,407365
"Jennifer Perez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJJ/T","Michelle Chung","2022-06-16","West CSR","W_User.1",55,400000,499657,496745,273210,424049
"Samantha Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38b/T",,"2022-09-11","CEO","User.166",55,400000,509453,442387,243313,383482
"Ricky East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36X/T","Dustin Good","2022-02-02","East Sales","User.019",70,200000,246812,223966,156776,270604
"Richard Hayden","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","Michelle Chung","2022-12-02","West CSM","W_User.M.18",108,400000,481199,425124,459134,839066
"Vanessa Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36c/T","Cindy Central","2022-08-11","RVP Central","User.000",85,500000,620956,505847,429970,790088
"Jennifer Adams","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ8/T","Michelle Chung","2022-12-28","West CSR","W_User.3",70,400000,502589,466020,326214,539218
"Tammy Baxter","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37z/T","Acme Dispatcher","2022-04-07","AUser Customer Person Account","User.056",55,500000,589820,628696,345783,542362
"Brenda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36k/T","Acme Dispatcher","2022-07-26","Customer Service Manager","User.029",60,500000,553846,552985,331791,411461
"Neil Patel","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37q/T","Acme Dispatcher","2022-02-16","Social Media Manager","User.065",40,500000,563919,685413,274165,436211
"Steven Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Z/T","Acme Dispatcher","2022-10-29","VP of Customer Service","User.018",108,300000,345083,304998,329398,602090
"Paul Partner","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36d/T","Chet Callaghan","2022-04-02","Acme Partners Partner Executive","User.059",95,400000,446397,388983,369534,680236
"Miguel Jensen","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIt/T","John Smith","2022-05-09","East CSR","W_User.13",80,500000,619399,561151,448921,794760
"Wendy West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Z/T","Jennifer Lee","2022-05-23","West Sales","User.022",90,400000,470018,409966,368969,682044
"Linda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36n/T","Acme Dispatcher","2022-12-16","Customer Service Agent","User.032",55,200000,226972,219667,120817,194961
"Gabriel Anderson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHmv/T","Wanda Wilson","2022-07-01","Central CSM","W_User.M.20",85,400000,472918,442345,375993,691588
"Karen Perez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIe/T","John Smith","2022-05-03","East CSR","W_User.12",105,400000,497207,398084,417988,759721
"Social Hub","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c380/T",,"2022-07-25","CEO","User.068",60,400000,509193,449423,269654,325985
"Andrea Admin","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36j/T","Acme Dispatcher","2022-03-16","Director of Human Resources","User.005",105,200000,245750,195066,204819,375356
"John Smith","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38R/T",,"2022-01-08","CEO","User.163",80,400000,494307,432785,346228,605946
"Mark Metz","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37h/T","Acme Dispatcher","2022-02-24","Advanced Communications Customer User","User.100",85,400000,489565,401782,341515,605839
"Chet Callaghan","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c378/T","Elliot Executive","2022-10-26","Director of Channel Sales","User.002",60,200000,237383,226512,135907,143477
"Julia Holland","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIF/T","Wanda Wilson","2022-09-24","Central CSR","W_User.6",90,400000,452810,411190,370071,671610
"Courtney Bennett","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIZ/T","Wanda Wilson","2022-12-02","Central CSR","W_User.8",80,200000,221147,212965,170372,306645
"Wes Chopra","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38W/T","Acme Dispatcher","2022-08-09","Green Fields Media Customer User","User.112",90,300000,333449,311490,280341,517739
"Joseph Hartman","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","John Smith","2022-03-03","East CSM","W_User.M.19",55,200000,237986,249882,137435,217013
"Lauren Bailey","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37v/T","Acme Dispatcher","2022-11-20","Omega, Inc. Customer Manager","User.075",40,400000,496567,514140,205656,319544
"Tammy Brooks","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJD/T","Jennifer Lee","2022-08-19","West CSR","W_User.5",95,300000,337720,298213,283302,519353
"William Martinez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIy/T","Ely East","2022-12-24","East CSR","W_User.16",108,200000,249979,201175,217269,393521
"Kimberly Nixon","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIK/T","Wanda Wilson","2022-09-08","Central CSR","W_User.7",60,500000,609445,569767,341860,404254
"Chris Plus","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37l/T","Acme Dispatcher","2022-06-19","Team Lead","User.044",70,200000,223574,225807,158065,273768
"Barry Brown","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36g/T","Acme Dispatcher","2022-01-22","Meridian Partners Partner User","User.034",55,300000,357225,368756,202816,321408
"Ely East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36e/T","Dustin Good","2022-03-04","East Sales","User.020",60,500000,562372,569550,341730,411965
"Cindy Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36V/T","Wanda Wilson","2022-04-16","Central Sales","User.016",85,400000,452837,404646,343949,632955
"Jennifer Lee","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJN/T","Michelle Chung","2022-05-15","West CSR","W_User.4",85,400000,478758,411689,349936,612584
"Sarah Phillips","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37w/T","Acme Dispatcher","2022-08-03","Acme Partners Partner Executive","User.053",70,300000,384686,337386,236170,412927
"Zach Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37I/T","Acme Dispatcher","2022-10-04","Acme Partners Partner User","User.119",105,500000,558304,488708,513143,933836
"Diane Brock","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJI/T","Michelle Chung","2022-09-16","West CSR","W_User.2",60,500000,633917,509497,305698,374349
"Mark Watson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Y/T",,"2022-05-03","CEO","User.102",40,300000,362746,439365,175746,265454
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Paul Partner","2022-11-11","Acme Partners Partner Manager","User.116",40,300000,370641,433998,173599,268065
"Jonathan Perkins","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIj/T","John Smith","2022-06-18","East CSR","W_User.15",90,300000,380808,303146,272831,499455
"Bill West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36h/T","Acme Dispatcher","2022-03-17","West Sales","User.021",95,200000,256137,201315,191249,351202
"Elliot Executive","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36b/T","Samantha Dispatcher","2022-05-10","VP of Sales","User.007",55,300000,363176,372585,204922,318229
"Wanda Wilson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHS2/T",,"2022-08-04","CEO","User.001",80,400000,499537,427208,341766,599851
"Ted Training","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c381/T","Acme Dispatcher","2022-08-01","Team Lead","User.057",55,500000,572584,635675,349621,567816
"Xavier Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37G/T","Acme Dispatcher","2022-12-29","Acme Partners Partner User","User.117",108,500000,570129,506332,546839,1004493
"Dustin Good","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIo/T","John Smith","2022-03-01","East CSR","W_User.14",70,300000,373821,327959,229571,385703
"Kasey Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36T/T","Wanda Wilson","2022-01-20","Central Sales","User.015",70,200000,222993,233157,163210,270093
"Gordon Reeves","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36u/T","Acme Dispatcher","2022-11-03","Business Development Director","User.003",105,200000,225139,196770,206608,372619
"Valerie East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Y/T","Ely East","2022-08-25","RVP East","User.012",108,500000,588779,525468,567505,1024987
"Helen Roberts","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Z/T","Acme Dispatcher","2022-10-29","Director of Human Resources","User.168",80,400000,469535,433685,346948,607422
"Jay Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36m/T","Acme Dispatcher","2022-01-21","Customer Service Manager","User.030",85,400000,453067,431684,366931,669781
"Yvette Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37H/T","Acme Dispatcher","2022-03-07","Acme Partners Partner User","User.118",55,400000,476380,457618,251690,396424
"Taylor Gonzalez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIU/T","Cindy Central","2022-02-07","Central CSR","W_User.11",95,300000,333092,286915,272569,500363
"Sean Silver","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36W/T","Acme Dispatcher","2022-04-20","Pinnacle Partners Partner User","User.035",90,300000,372148,302110,271899,498455
"Michelle Chung","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38X/T",,"2022-12-10","CEO","User.165",60,200000,254045,231355,138813,148210
"Tim Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c377/T","Acme Dispatcher","2022-07-25","Customer Service Agent","User.031",55,200000,255575,241984,133091,217896
"Olivia Order","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37D/T","Wanda Wilson","2022-06-28","Central Sales","User.058",40,500000,595509,691715,276686,416503
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Wanda Wilson","2022-11-05","Central CSR","W_User.10",60,400000,505091,404678,242807,322452
"Richard Elliott","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ3/T","John Smith","2022-05-30","East CSR","W_User.17",40,500000,582009,660328,264131,400382
