"Article_ArticleVersion_VersionNumber","Case_Status","IsSharedByEmail","Case_Type","ArticleVersionNumber","Article_ArticleVersion_DataCategory_DataCategoryName","CreatedById","Article_ArticleVersion_IsVisibleInPkb","KnowledgeArticleId","Article_ArticleVersion_IsVisibleInCsp","Article_ArticleVersion_Title","User_Name","Article_User_Name","Article_ArticleVersion_IsVisibleInPrm","Case_Product_Family_KB__c","LastProcessedDate","CaseId","Article_CreatedById","Case_Reason","Article_ArticleVersion_IsVisibleInApp","Article_ArticleVersion_PublishStatus","isAttachedByOwner","CreatedDate","Article_ArticleVersion_DataCategory_DataCategoryGroupName","Id","User_Id","Case_Type_of_Support__c","Case_ED_Outcome__c"
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIDIA4","true","a4CB00000000F60MAE","true","Electronics","Tammy Foley",,"true","Computers","2022-09-09","500B000000359IhIAI","005B0000003JK1iIAG","Software Question","true","Online","false","2020-04-27",,"a4HB000000004yqMAA","005B0000003JLIDIA4","Basic",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI5IAO","true","a4CB00000000F61MAE","true","Electronics","Crystal Rodriguez",,"true","Headphones","2022-09-09","500B000000359IiIAI","005B0000003JK1iIAG","Feature Question","true","Online","false","2021-08-27",,"a4HB000000004yrMAA","005B0000003JLI5IAO","Silver",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLICIA4",,"a4CB00000000F62MAE",,,"Jennifer Barton",,,"Tablets","2022-09-09","500B000000359IkIAI","005B0000003JK1iIAG","Feature Question",,,"false","2021-05-18",,"a4HB000000004ysMAA","005B0000003JLICIA4","Silver",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI3IAO",,"a4CB00000000F63MAE",,,"Susan Pena",,,"Tablets","2022-09-09","500B000000356luIAA","005B0000003JK1iIAG","Software Question",,,"false","2021-07-25",,"a4HB000000004ytMAA","005B0000003JLI3IAO","Silver",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI7IAO",,"a4CB00000000EqwMAE",,,"Jane Nelson",,,"Home Audio","2022-09-09","500B000000358bPIAQ","005B0000003JK1iIAG","General Question",,,"false","2022-08-06",,"a4HB000000004jmMAA","005B0000003JLI7IAO","Silver",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIGIA4","true","a4CB00000000EqxMAE","true","Shoes","Nicole Gill",,"true","Tablets","2022-09-09","500B000000355tKIAQ","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-09-04",,"a4HB000000004jnMAA","005B0000003JLIGIA4","Free",81.6
,"Response Received","false","Product Support","1.0",,"005B0000003JLIJIA4",,"a4CB00000000EqyMAE",,,"Vincent Parrish",,,"Cables","2022-09-09","500B0000002uCd4IAE","005B0000003JK1iIAG","General Question",,,"false","2022-07-19",,"a4HB000000004joMAA","005B0000003JLIJIA4","Silver",66.5
,"Closed","true","Product Support","1.0",,"005B0000003JLIIIA4",,"a4CB00000000EqzMAE",,,"Marissa White",,,"Computers","2022-09-09","500B0000002uCd8IAE","005B0000003JK1iIAG","Hardware Question",,,"false","2022-08-27",,"a4HB000000004jpMAA","005B0000003JLIIIA4","Free",51.6
,"Attention","false","Product Support","1.0",,"005B0000003JLIFIA4",,"a4CB00000000Er0MAE",,,"Allison Medina",,,"Headphones","2022-09-09","500B00000045wdYIAQ","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-09-02",,"a4HB000000004jqMAA","005B0000003JLIFIA4","Platinum",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI5IAO",,"a4CB00000000Er1MAE",,,"Crystal Rodriguez",,,"Tablets","2022-09-09","500B00000045wdZIAQ","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-09-06",,"a4HB000000004jrMAA","005B0000003JLI5IAO","Free",51.6
,"Working","true","Product Support","1.0",,"005B0000003JLIEIA4",,"a4CB00000000Er2MAE",,,"Melody Moore",,,"Cell Phones","2022-09-09","500B000000355tUIAQ","005B0000003JK1iIAG","General Question",,,"false","2022-08-25",,"a4HB000000004jsMAA","005B0000003JLIEIA4","Free",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIBIA4",,"a4CB00000000Er3MAE",,,"Katie Cole",,,"Headphones","2022-09-09","500B000000355tYIAQ","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-07-16",,"a4HB000000004jtMAA","005B0000003JLIBIA4","Platinum",51.6
"1.0","New","true","Product Support","1.0",,"005B0000003JLIHIA4","true","a4CB00000000Er4MAE","true","Home","Katie Adams",,"true","Home Audio","2022-09-09","500B00000045wdfIAA","005B0000003JK1iIAG","Documentation","true","Online","false","2022-08-19",,"a4HB000000004juMAA","005B0000003JLIHIA4","Silver",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIDIA4","true","a4CB00000000Er5MAE","true","Books","Tammy Foley",,"true","Tablets","2022-09-09","500B00000045wdgIAA","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-09-06",,"a4HB000000004jvMAA","005B0000003JLIDIA4","Free",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI9IAO",,"a4CB00000000Er6MAE",,,"Matthew Wong",,,"Tablets","2022-09-09","500B0000003378HIAQ","005B0000003JK1iIAG","General Question",,,"false","2022-07-30",,"a4HB000000004jwMAA","005B0000003JLI9IAO","Free",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI4IAO","true","a4CB00000000Er7MAE","true","Computers","Zachary Fisher",,"true","TVs","2022-09-09","500B00000045wdhIAA","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-08-09",,"a4HB000000004jxMAA","005B0000003JLI4IAO","Free",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI8IAO","true","a4CB00000000Er8MAE","true","Home","Nathaniel Castillo",,"true","Headphones","2022-09-09","500B00000045wdmIAA","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-07-23",,"a4HB000000004jyMAA","005B0000003JLI8IAO","Basic",51.6
,"Waiting on Customer","false","Product Support","1.0",,"005B0000003JLI5IAO",,"a4CB00000000Er9MAE",,,"Crystal Rodriguez",,,"Computers","2022-09-09","500B000000355tgIAA","005B0000003JK1iIAG","General Question",,,"false","2022-07-12",,"a4HB000000004jzMAA","005B0000003JLI5IAO","Platinum",51.6
"1.0","New","true","Product Support","1.0",,"005B0000003JLIHIA4","true","a4CB00000000ErAMAU","true","Sports","Katie Adams",,"true","Tablets","2022-09-09","500B00000045wdpIAA","005B0000003JK1iIAG","General Question","true","Online","false","2022-07-31",,"a4HB000000004k0MAA","005B0000003JLIHIA4","Platinum",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI4IAO",,"a4CB00000000ErBMAU",,,"Zachary Fisher",,,"TVs","2022-09-09","500B000000358bjIAA","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-09-01",,"a4HB000000004k1MAA","005B0000003JLI4IAO","Platinum",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI8IAO","true","a4CB00000000ErCMAU","true","Electronics","Nathaniel Castillo",,"true","Cameras","2022-09-09","500B00000045wdrIAA","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-07-16",,"a4HB000000004k2MAA","005B0000003JLI8IAO","Basic",81.6
,"Working","true","Product Support","1.0",,"005B0000003JLIHIA4",,"a4CB00000000ErDMAU",,,"Katie Adams",,,"Computers","2022-09-09","500B00000045wdsIAA","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-08-11",,"a4HB000000004k3MAA","005B0000003JLIHIA4","Platinum",81.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIFIA4",,"a4CB00000000ErEMAU",,,"Allison Medina",,,"Home Audio","2022-09-09","500B00000045wdxIAA","005B0000003JK1iIAG","Documentation",,,"false","2022-08-25",,"a4HB000000004k4MAA","005B0000003JLIFIA4","Free",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI3IAO","true","a4CB00000000ErFMAU","true","Music","Susan Pena",,"true","Tablets","2022-09-09","500B0000002uCdmIAE","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-07-22",,"a4HB000000004k5MAA","005B0000003JLI3IAO","Platinum",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI6IAO",,"a4CB00000000ErGMAU",,,"William Edwards",,,"Headphones","2022-09-09","500B00000045we1IAA","005B0000003JK1iIAG","Hardware Question",,,"false","2022-07-31",,"a4HB000000004k6MAA","005B0000003JLI6IAO","Basic",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIHIA4",,"a4CB00000000ErHMAU",,,"Katie Adams",,,"Computers","2022-09-09","500B00000045we3IAA","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-08-16",,"a4HB000000004k7MAA","005B0000003JLIHIA4","Platinum",81.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIHIA4",,"a4CB00000000ErIMAU",,,"Katie Adams",,,"Tablets","2022-09-09","500B00000045we8IAA","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-07-15",,"a4HB000000004k8MAA","005B0000003JLIHIA4","Platinum",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIAIA4","true","a4CB00000000ErJMAU","true","Baby","Danielle Wright",,"true","TVs","2022-09-09","500B00000045we9IAA","005B0000003JK1iIAG","Documentation","true","Online","false","2022-08-26",,"a4HB000000004k9MAA","005B0000003JLIAIA4","Platinum",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIBIA4",,"a4CB00000000ErKMAU",,,"Katie Cole",,,"Video Games","2022-09-09","500B00000045weAIAQ","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-07-18",,"a4HB000000004kAMAQ","005B0000003JLIBIA4","Free",66.2
"1.0","On Hold","true","Product Support","1.0",,"005B0000003JLIEIA4","true","a4CB00000000ErLMAU","true","Kids","Melody Moore",,"true","Home Audio","2022-09-09","500B0000003378uIAA","005B0000003JK1iIAG","General Question","true","Online","false","2022-08-17",,"a4HB000000004kBMAQ","005B0000003JLIEIA4","Free",79.4
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI9IAO","true","a4CB00000000ErMMAU","true","Music","Matthew Wong",,"true","TVs","2022-09-09","500B0000002uCe6IAE","005B0000003JK1iIAG","Documentation","true","Online","false","2022-09-02",,"a4HB000000004kCMAQ","005B0000003JLI9IAO","Platinum",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI8IAO",,"a4CB00000000ErNMAU",,,"Nathaniel Castillo",,,"Computers","2022-09-09","500B00000045weGIAQ","005B0000003JK1iIAG","Documentation",,,"false","2022-08-11",,"a4HB000000004kDMAQ","005B0000003JLI8IAO","Platinum",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIAIA4",,"a4CB00000000EtLMAU",,,"Danielle Wright",,,"DVD Players","2022-09-09","500B00000045wiBIAQ","005B0000003JK1iIAG","General Question",,,"false","2022-08-14",,"a4HB000000004mBMAQ","005B0000003JLIAIA4","Silver",51.6
,"New","true","Product Support","1.0",,"005B0000003JLI7IAO",,"a4CB00000000EtMMAU",,,"Jane Nelson",,,"DVD Players","2022-09-09","500B000000355yCIAQ","005B0000003JK1iIAG","General Question",,,"false","2022-08-29",,"a4HB000000004mCMAQ","005B0000003JLI7IAO","Silver",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIGIA4",,"a4CB00000000EtNMAU",,,"Nicole Gill",,,"Home Audio","2022-09-09","500B000000337CHIAY","005B0000003JK1iIAG","General Question",,,"false","2022-08-30",,"a4HB000000004mDMAQ","005B0000003JLIGIA4","Basic",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIFIA4",,"a4CB00000000EtOMAU",,,"Allison Medina",,,"TVs","2022-09-09","500B00000045wiGIAQ","005B0000003JK1iIAG","Hardware Question",,,"false","2022-08-13",,"a4HB000000004mEMAQ","005B0000003JLIFIA4","Platinum",81.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI6IAO",,"a4CB00000000EtPMAU",,,"William Edwards",,,"Cameras","2022-09-09","500B00000045wiJIAQ","005B0000003JK1iIAG","General Question",,,"false","2022-08-05",,"a4HB000000004mFMAQ","005B0000003JLI6IAO","Silver",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI4IAO",,"a4CB00000000EtQMAU",,,"Zachary Fisher",,,"Computers","2022-09-09","500B0000002uCiwIAE","005B0000003JK1iIAG","Documentation",,,"false","2022-08-04",,"a4HB000000004mGMAQ","005B0000003JLI4IAO","Silver",81.6
,"Closed","true","Product Support","1.0",,"005B0000003JLICIA4",,"a4CB00000000EtRMAU",,,"Jennifer Barton",,,"Cameras","2022-09-09","500B00000045wiPIAQ","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-08-13",,"a4HB000000004mHMAQ","005B0000003JLICIA4","Silver",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIHIA4","true","a4CB00000000EtSMAU","true","Music","Katie Adams",,"true","Tablets","2022-09-09","500B00000045wiQIAQ","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-07-23",,"a4HB000000004mIMAQ","005B0000003JLIHIA4","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIFIA4","true","a4CB00000000EtTMAU","true","Computers","Allison Medina",,"true","Video Games","2022-09-09","500B000000337CPIAY","005B0000003JK1iIAG","Documentation","true","Online","false","2022-08-26",,"a4HB000000004mJMAQ","005B0000003JLIFIA4","Free",68.1
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIJIA4","true","a4CB00000000EtUMAU","true","Clothing","Vincent Parrish",,"true","Tablets","2022-09-09","500B000000337CTIAY","005B0000003JK1iIAG","Documentation","true","Online","false","2022-08-15",,"a4HB000000004mKMAQ","005B0000003JLIJIA4","Free",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI5IAO",,"a4CB00000000EtVMAU",,,"Crystal Rodriguez",,,"Cameras","2022-09-09","500B000000337CXIAY","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-08-06",,"a4HB000000004mLMAQ","005B0000003JLI5IAO","Silver",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI4IAO","true","a4CB00000000EtWMAU","true","Beauty","Zachary Fisher",,"true","DVD Players","2022-09-09","500B000000355yXIAQ","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-07-24",,"a4HB000000004mMMAQ","005B0000003JLI4IAO","Silver",51.6
,"Attention","true","Product Support","1.0",,"005B0000003JLI5IAO",,"a4CB00000000EtXMAU",,,"Crystal Rodriguez",,,"Home Audio","2022-09-09","500B0000002uCjQIAU","005B0000003JK1iIAG","General Question",,,"false","2022-08-23",,"a4HB000000004mNMAQ","005B0000003JLI5IAO","Basic",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIEIA4",,"a4CB00000000EtYMAU",,,"Melody Moore",,,"TVs","2022-09-09","500B000000337CaIAI","005B0000003JK1iIAG","General Question",,,"false","2022-08-30",,"a4HB000000004mOMAQ","005B0000003JLIEIA4","Platinum",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI8IAO",,"a4CB00000000EtZMAU",,,"Nathaniel Castillo",,,"Video Games","2022-09-09","500B000000358fpIAA","005B0000003JK1iIAG","General Question",,,"false","2022-08-26",,"a4HB000000004mPMAQ","005B0000003JLI8IAO","Free",80.2
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIBIA4","true","a4CB00000000EtaMAE","true","Clothing","Katie Cole",,"true","Headphones","2022-09-09","500B000000355yfIAA","005B0000003JK1iIAG","Documentation","true","Online","false","2022-08-20",,"a4HB000000004mQMAQ","005B0000003JLIBIA4","Silver",81.6
,"On Hold","false","Product Support","1.0",,"005B0000003JLIAIA4",,"a4CB00000000EtbMAE",,,"Danielle Wright",,,"Headphones","2022-09-09","500B00000045wiZIAQ","005B0000003JK1iIAG","Documentation",,,"false","2022-08-17",,"a4HB000000004mRMAQ","005B0000003JLIAIA4","Silver",81.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI7IAO",,"a4CB00000000EtcMAE",,,"Jane Nelson",,,"Cables","2022-09-09","500B000000355yhIAA","005B0000003JK1iIAG","Documentation",,,"false","2022-08-22",,"a4HB000000004mSMAQ","005B0000003JLI7IAO","Free",68.5
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIDIA4","true","a4CB00000000EtdMAE","true","Home","Tammy Foley",,"true","Cameras","2022-09-09","500B00000045wibIAA","005B0000003JK1iIAG","Documentation","true","Online","false","2022-08-22",,"a4HB000000004mTMAQ","005B0000003JLIDIA4","Platinum",51.6
,"Working","false","Product Support","1.0",,"005B0000003JLIIIA4",,"a4CB00000000EteMAE",,,"Marissa White",,,"Headphones","2022-09-09","500B00000045widIAA","005B0000003JK1iIAG","Unknown Failure",,,"false","2022-08-23",,"a4HB000000004mUMAQ","005B0000003JLIIIA4","Free",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIJIA4",,"a4CB00000000EtfMAE",,,"Vincent Parrish",,,"Cell Phones","2022-09-09","500B000000355ywIAA","005B0000003JK1iIAG","Documentation",,,"false","2022-07-16",,"a4HB000000004mVMAQ","005B0000003JLIJIA4","Platinum",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIJIA4",,"a4CB00000000EtgMAE",,,"Vincent Parrish",,,"Headphones","2022-09-09","500B00000045wigIAA","005B0000003JK1iIAG","Documentation",,,"false","2022-07-12",,"a4HB000000004mWMAQ","005B0000003JLIJIA4","Free",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI6IAO","true","a4CB00000000EthMAE","true","Clothing","William Edwards",,"true","TVs","2022-09-09","500B000000358gIIAQ","005B0000003JK1iIAG","Documentation","true","Online","false","2022-08-11",,"a4HB000000004mXMAQ","005B0000003JLI6IAO","Free",81.6
,"Warning","false","Product Support","1.0",,"005B0000003JLIEIA4",,"a4CB00000000EtiMAE",,,"Melody Moore",,,"Computers","2022-09-09","500B00000045wioIAA","005B0000003JK1iIAG","Hardware Question",,,"false","2022-08-02",,"a4HB000000004mYMAQ","005B0000003JLIEIA4","Basic",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLICIA4","true","a4CB00000000EtjMAE","true","Shoes","Jennifer Barton",,"true","Headphones","2022-09-09","500B0000002uCkEIAU","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-08-28",,"a4HB000000004mZMAQ","005B0000003JLICIA4","Free",51.6
,"Closed in Community","false","Product Support","1.0",,"005B0000003JLI7IAO",,"a4CB00000000EtkMAE",,,"Jane Nelson",,,"Home Audio","2022-09-09","500B00000045wiqIAA","005B0000003JK1iIAG","Hardware Question",,,"false","2022-07-22",,"a4HB000000004maMAA","005B0000003JLI7IAO","Platinum",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIGIA4",,"a4CB00000000EtlMAE",,,"Nicole Gill",,,"Headphones","2022-09-09","500B0000002uCkNIAU","005B0000003JK1iIAG","Hardware Question",,,"false","2022-08-08",,"a4HB000000004mbMAA","005B0000003JLIGIA4","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIJIA4","true","a4CB00000000EtmMAE","true","Computers","Vincent Parrish",,"true","Headphones","2022-09-09","500B000000337CyIAI","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-09-01",,"a4HB000000004mcMAA","005B0000003JLIJIA4","Free",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI5IAO","true","a4CB00000000EtnMAE","true","Jewelery","Crystal Rodriguez",,"true","Home Audio","2022-09-09","500B00000045wiuIAA","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2022-09-01",,"a4HB000000004mdMAA","005B0000003JLI5IAO","Platinum",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIAIA4","true","a4CB00000000F0hMAE","true","Baby","Danielle Wright",,"true","Cameras","2022-09-09","500B0000002uDJCIA2","005B0000003JK1iIAG","Late Delivery","true","Online","false","2021-09-26",,"a4HB000000004tXMAQ","005B0000003JLIAIA4","Platinum",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIHIA4","true","a4CB00000000F0iMAE","true","Books","Katie Adams",,"true","Computers","2022-09-09","500B000000356R9IAI","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2021-08-10",,"a4HB000000004tYMAQ","005B0000003JLIHIA4","Basic",51.6
"1.0","Working","false","Product Support","1.0",,"005B0000003JLICIA4","true","a4CB00000000F0jMAE","true","Baby","Jennifer Barton",,"true","Headphones","2022-09-09","500B000000337XDIAY","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2021-09-24",,"a4HB000000004tZMAQ","005B0000003JLICIA4","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIGIA4","true","a4CB00000000F0kMAE","true","Grocery","Nicole Gill",,"true","Video Games","2022-09-09","500B000000337XGIAY","005B0000003JK1iIAG","Documentation","true","Online","false","2021-09-14",,"a4HB000000004taMAA","005B0000003JLIGIA4","Silver",58.2
,"Closed","true","Product Support","1.0",,"005B0000003JLI8IAO",,"a4CB00000000F0lMAE",,,"Nathaniel Castillo",,,"Cables","2022-09-09","500B000000337XIIAY","005B0000003JK1iIAG","Late Delivery",,,"false","2021-09-17",,"a4HB000000004tbMAA","005B0000003JLI8IAO","Silver",60.9
,"Closed","true","Product Support","1.0",,"005B0000003JLI7IAO",,"a4CB00000000F0mMAE",,,"Jane Nelson",,,"Cell Phones","2022-09-09","500B000000356RMIAY","005B0000003JK1iIAG","Unknown Failure",,,"false","2021-08-30",,"a4HB000000004tcMAA","005B0000003JLI7IAO","Basic",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIEIA4",,"a4CB00000000F0nMAE",,,"Melody Moore",,,"Tablets","2022-09-09","500B000000337XNIAY","005B0000003JK1iIAG","Hardware Question",,,"false","2021-09-02",,"a4HB000000004tdMAA","005B0000003JLIEIA4","Basic",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIHIA4",,"a4CB00000000F0oMAE",,,"Katie Adams",,,"Tablets","2022-09-09","500B000000356RSIAY","005B0000003JK1iIAG","Documentation",,,"false","2021-09-27",,"a4HB000000004teMAA","005B0000003JLIHIA4","Basic",81.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIHIA4","true","a4CB00000000F0pMAE","true","Toys","Katie Adams",,"true","Computers","2022-09-09","500B000000337XTIAY","005B0000003JK1iIAG","Hardware Question","true","Online","false","2021-09-12",,"a4HB000000004tfMAA","005B0000003JLIHIA4","Basic",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI5IAO","true","a4CB00000000F0qMAE","true","Health","Crystal Rodriguez",,"true","DVD Players","2022-09-09","500B0000002uDJiIAM","005B0000003JK1iIAG","Documentation","true","Online","false","2021-08-22",,"a4HB000000004tgMAA","005B0000003JLI5IAO","Basic",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIEIA4",,"a4CB00000000F0rMAE",,,"Melody Moore",,,"Headphones","2022-09-09","500B000000337XVIAY","005B0000003JK1iIAG","Hardware Question",,,"false","2021-09-07",,"a4HB000000004thMAA","005B0000003JLIEIA4","Free",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIBIA4",,"a4CB00000000F0sMAE",,,"Katie Cole",,,"Tablets","2022-09-09","500B0000002uDJnIAM","005B0000003JK1iIAG","Documentation",,,"false","2021-08-12",,"a4HB000000004tiMAA","005B0000003JLIBIA4","Basic",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIIIA4",,"a4CB00000000F0tMAE",,,"Marissa White",,,"Home Audio","2022-09-09","500B0000002uDK0IAM","005B0000003JK1iIAG","Documentation",,,"false","2021-08-10",,"a4HB000000004tjMAA","005B0000003JLIIIA4","Free",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI5IAO","true","a4CB00000000F0uMAE","true","Games","Crystal Rodriguez",,"true","Video Games","2022-09-09","500B000000337XgIAI","005B0000003JK1iIAG","Hardware Question","true","Online","false","2021-09-24",,"a4HB000000004tkMAA","005B0000003JLI5IAO","Silver",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI7IAO","true","a4CB00000000F0vMAE","true","Books","Jane Nelson",,"true","Cell Phones","2022-09-09","500B000000356RtIAI","005B0000003JK1iIAG","Documentation","true","Online","false","2021-08-18",,"a4HB000000004tlMAA","005B0000003JLI7IAO","Basic",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI8IAO","true","a4CB00000000F0wMAE","true","Books","Nathaniel Castillo",,"true","Computers","2022-09-09","500B000000337XiIAI","005B0000003JK1iIAG","Item Damaged","true","Online","false","2021-09-04",,"a4HB000000004tmMAA","005B0000003JLI8IAO","Basic",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIJIA4","true","a4CB00000000F0xMAE","true","Electronics","Vincent Parrish",,"true","Computers","2022-09-09","500B000000337XjIAI","005B0000003JK1iIAG","Item Damaged","true","Online","false","2021-09-08",,"a4HB000000004tnMAA","005B0000003JLIJIA4","Basic",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIHIA4","true","a4CB00000000F0yMAE","true","Jewelery","Katie Adams",,"true","Home Audio","2022-09-09","500B0000002uDK6IAM","005B0000003JK1iIAG","Unknown Failure","true","Online","false","2021-09-05",,"a4HB000000004toMAA","005B0000003JLIHIA4","Free",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI9IAO",,"a4CB00000000F0zMAE",,,"Matthew Wong",,,"Video Games","2022-09-09","500B000000356S1IAI","005B0000003JK1iIAG","Hardware Question",,,"false","2021-08-17",,"a4HB000000004tpMAA","005B0000003JLI9IAO","Silver",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI4IAO","true","a4CB00000000F10MAE","true","Books","Zachary Fisher",,"true","Computers","2022-09-09","500B000000356S9IAI","005B0000003JK1iIAG","Hardware Question","true","Online","false","2021-09-23",,"a4HB000000004tqMAA","005B0000003JLI4IAO","Basic",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIJIA4",,"a4CB00000000F11MAE",,,"Vincent Parrish",,,"DVD Players","2022-09-09","500B000000337XnIAI","005B0000003JK1iIAG","Item Damaged",,,"false","2021-08-25",,"a4HB000000004trMAA","005B0000003JLIJIA4","Basic",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI4IAO","true","a4CB00000000F12MAE","true","Tools","Zachary Fisher",,"true","Video Games","2022-09-09","500B000000337XrIAI","005B0000003JK1iIAG","Hardware Question","true","Online","false","2021-09-21",,"a4HB000000004tsMAA","005B0000003JLI4IAO","Silver",51.6
"1.0","Working","false","Product Support","1.0",,"005B0000003JLI6IAO","true","a4CB00000000F13MAE","true","Electronics","William Edwards",,"true","Headphones","2022-09-09","500B000000356SLIAY","005B0000003JK1iIAG","Documentation","true","Online","false","2021-08-24",,"a4HB000000004ttMAA","005B0000003JLI6IAO","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI3IAO","true","a4CB00000000F14MAE","true","Music","Susan Pena",,"true","Video Games","2022-09-09","500B000000337XzIAI","005B0000003JK1iIAG","Hardware Question","true","Online","false","2021-08-28",,"a4HB000000004tuMAA","005B0000003JLI3IAO","Silver",58
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI6IAO","true","a4CB00000000F15MAE","true","Toys","William Edwards",,"true","Cell Phones","2022-09-09","500B000000337Y3IAI","005B0000003JK1iIAG","Item Damaged","true","Online","false","2021-08-15",,"a4HB000000004tvMAA","005B0000003JLI6IAO","Free",51.6
