"Client_Name","Is_Converted","Campaign_Name","Lead_Source_formula_formula","Close_Date","Lead_Status","Forecast_Category_bucket","Action_Framework_Opportunity_ID","Zip_Code","Opportunity_ID","Opportunity_Name","Account_ID","Lead_Score_bucket","Lead_Stage","Forecast_Category","Appointment_Set","Opportunity_Owner","Opportunity_Stage","Lead_Source_formula","B2B_Opportunity_Name","Lead_Source","Region","Created_Date","Location","Next_Steps","Time_in_Status","Lead_Score","Opportunity_Amount","Count_of_Calls","Count_of_Tasks","Days_Open","Count_of_Events","Days_Since_Last_Activity","Total_Activities","Count_of_Emails"
"Robert Weiss 4312","No","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-04-06","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90846","0065w000022R1ZSAA0","Robert Weiss 4312","0015w00002DLYATAA5","Losing","5 - Unqualified","Omitted","True","Mary Powers","6 - Closed Lost","00Q5w00001qNTPJEA4","SalesTraction 105","Event","Cypress","2020-07-07","Long Beach","Weekly check-ins to collaborate on a go-forward plan.",223,30,140000,2,0,126,0,115,4,2
"Heath Axworth 4313","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-08-24","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90604","0065w000022R1ZSAA0","Heath Axworth 4313","0015w00002DLYAKAA5","Losing","1 - New","Pipeline","True","Robin Montgomery","2 - Discovery","00Q5w00001qNTPJEA4","hymax group 109","Website","Whittier","2020-04-07","Whittier","Send email with more information and capture decision criteria.",5,45,48000,0,1,217,2,45,5,2
"Steve Sutherland 4314","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-03-04","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","90899","0065w000022R1ZSAA0","Steve Sutherland 4314","0015w00002DLYB8AAP","Winning","3 - Qualified","Commit","False","Brian Norris","4 - Negotiation","00Q5w00001qNTPJEA4","VMware - Primary 145","Website","Cypress","2020-06-15","Long Beach","Validated interest level. Plan to give a call on Thursday.",59,70,9710,3,1,148,2,78,7,1
"Lance Gonzales 4315","No","Referral Campaign","00Q5w00001zd9ZgEAI","2020-07-04","1 - New","5 - Omitted","006Dp000004HJc0IAG","91714","0065w000022R1ZSAA0","Lance Gonzales 4315","0015w00002DLYAMAA5","Losing","5 - Unqualified","Omitted","False","Ricky East","1 - Qualification","00Q5w00001qNTPJEA4","Resource Center Inc 152","Referral","San Gabriel Valley","2020-11-02","City of Industry","Presentation went well. Follow up meeting scheduled for Tueday.",204,7,148000,2,2,8,1,22,10,5
"Nicole Grace 4316","No","None","00Q5w00001zd9ZgEAI","2020-03-12","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91221","0065w000022R1ZSAA0","Nicole Grace 4316","0015w00002DLYBAAA5","Losing","5 - Unqualified","Omitted","True","Brian Norris","6 - Closed Lost","00Q5w00001qNTPJEA4","Nasdaq Stock Market 165","Social Media","Glendale","2019-11-29","Glendale","Validated interest level. Plan to give a call on Thursday.",168,7,2050,2,2,347,5,100,11,2
"Mike Welch 4317","Yes","None","00Q5w00001zd9ZgEAI","2019-11-16","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90812","0065w000022R1ZSAA0","Mike Welch 4317","0015w00002DLYACAA5","Losing","1 - New","Pipeline","True","Brandy Mullins","2 - Discovery","00Q5w00001qNTPJEA4","Hamot Health Foundation 177","Website","Cypress","2020-10-05","Long Beach","Weekly check-ins to collaborate on a go-forward plan.",8,15,46700,1,0,36,5,113,8,2
"Benjamin Young 4318","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-06-12","1 - New","5 - Omitted","006Dp000004HJc0IAG","91715","0065w000022R1ZSAA0","Benjamin Young 4318","0015w00002DLYB9AAP","Winning","5 - Unqualified","Omitted","False","Brian Norris","1 - Qualification","00Q5w00001qNTPJEA4","Merge Healthcare 204","Website","San Gabriel Valley","2019-11-28","City of Industry","Price negiotations and expecting signed agreement soon.",70,88,130000,1,2,348,0,39,4,1
"Troy Bullock 4319","No","None","00Q5w00001zd9ZgEAI","2019-12-22","3 - Working","2 - Best Case","006Dp000004HJc0IAG","91732","0065w000022R1ZSAA0","Troy Bullock 4319","0015w00002DLYB1AAP","Losing","2 - Working","Best Case","False","Brian Norris","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Custom Computer Specialists 223","Referral","San Gabriel Valley","2019-12-19","City of Industry","Initial introduction call went well. Still need to confirm budget and timing.",97,11,9960,1,0,327,0,52,1,0
"Russell Hartman 4320","No","None","00Q5w00001zd9ZgEAI","2020-11-24","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90805","0065w000022R1ZSAA0","Russell Hartman 4320","0015w00002DLYABAA5","Losing","4 - Converted","Closed","True","Mary Powers","5 - Closed Won","00Q5w00001qNTPJEA4","WACO Instruments 233","Cold Call","Cypress","2019-12-07","Long Beach","Send email with more information and capture decision criteria.",202,10,52000,0,2,339,2,5,4,0
"Andy Peterson 4321","No","Telemarketing Campaign","00Q5w00001zd9ZgEAI","2020-05-29","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90812","0065w000022R1ZSAA0","Andy Peterson 4321","0015w00002DLYAHAA5","Winning","1 - New","Pipeline","False","Robin Montgomery","2 - Discovery","00Q5w00001qNTPJEA4","Newmarket International 19","Cold Call","Cypress","2020-08-09","Long Beach","Presentation went well. Follow up meeting scheduled for Tueday.",123,76,142000,0,0,93,2,109,4,2
"Peter Parker 4322","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-02-12","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90805","0065w000022R1ZSAA0","Peter Parker 4322","0015w00002DLYBDAA5","Losing","4 - Converted","Closed","True","Brian Norris","5 - Closed Won","00Q5w00001qNTPJEA4","Computrol 28","Social Media","Cypress","2020-03-07","Long Beach","Validated interest level. Plan to give a call on Thursday.",105,22,70500,1,1,248,1,86,3,0
"Deanna Collins 4323","Yes","Referral Campaign","00Q5w00001zd9ZgEAI","2020-10-23","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91224","0065w000022R1ZSAA0","Deanna Collins 4323","0015w00002DLYAGAA5","Losing","5 - Unqualified","Omitted","False","Brian Norris","6 - Closed Lost","00Q5w00001qNTPJEA4","Salem Law Group 33","Referral","Glendale","2020-07-22","Glendale","Send email with more information and capture decision criteria.",125,40,4630,1,1,111,2,2,9,5
"Mark Smith 4324","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-08-09","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90755","0065w000022R1ZSAA0","Mark Smith 4324","0015w00002DLYAQAA5","Winning","5 - Unqualified","Omitted","True","Brian Norris","6 - Closed Lost","00Q5w00001qNTPJEA4","Alliant Energy Resources 47","Social Media","Cypress","2020-05-04","Long Beach","Price negiotations and expecting signed agreement soon.",17,80,17100,0,1,190,2,143,5,2
"Duncan Macintosh 4325","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-02-21","1 - New","5 - Omitted","006Dp000004HJc0IAG","91746","0065w000022R1ZSAA0","Duncan Macintosh 4325","0015w00002DLYALAA5","Losing","5 - Unqualified","Omitted","True","Ricky East","1 - Qualification","00Q5w00001qNTPJEA4","Alliant Energy Resources 48","Website","San Gabriel Valley","2020-06-17","City of Industry","Weekly check-ins to collaborate on a go-forward plan.",103,6,120000,0,0,146,5,84,7,2
"Peter Houston 4326","No","None","00Q5w00001zd9ZgEAI","2020-11-10","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91221","0065w000022R1ZSAA0","Peter Houston 4326","0015w00002DLYAlAAP","Losing","1 - New","Pipeline","False","Brandy Mullins","2 - Discovery","00Q5w00001qNTPJEA4","JIL Information Systems 69","Event","Glendale","2019-11-02","Glendale","Initial introduction call went well. Still need to confirm budget and timing.",35,18,7710,0,2,374,1,34,5,2
"Gabe Hoskins 4327","No","None","00Q5w00001zd9ZgEAI","2020-01-21","1 - New","5 - Omitted","006Dp000004HJc0IAG","90720","0065w000022R1ZSAA0","Gabe Hoskins 4327","0015w00002DLYANAA5","Winning","5 - Unqualified","Omitted","False","Mary Powers","1 - Qualification","00Q5w00001qNTPJEA4","Computer Network Solutions 73","Social Media","Cypress","2020-09-24","Cypress","Initial introduction call went well. Still need to confirm budget and timing.",192,93,106000,0,2,47,2,96,5,1
"Niki Sullivan 4328","No","Referral Campaign","00Q5w00001zd9ZgEAI","2020-10-04","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","90068","0065w000022R1ZSAA0","Niki Sullivan 4328","0015w00002DLYB5AAP","Losing","3 - Qualified","Commit","True","Heather Greer","4 - Negotiation","00Q5w00001qNTPJEA4","Andwin Corporation 77","Referral","Hollywood Hills","2020-02-22","Hollywood Hills","Price negiotations and expecting signed agreement soon.",219,34,92000,2,2,262,0,15,6,2
"Robert Simpson 4329","No","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-06-10","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90899","0065w000022R1ZSAA0","Robert Simpson 4329","0015w00002DLYAOAA5","Losing","1 - New","Pipeline","True","Kaitlyn Guerrero","2 - Discovery","00Q5w00001qNTPJEA4","Global Solutions Group Inc 87","Event","Cypress","2020-11-07","Long Beach","Validated interest level. Plan to give a call on Thursday.",47,17,10100,1,1,3,1,104,8,5
"Tammy Baxter 4330","Yes","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-03-31","1 - New","5 - Omitted","006Dp000004HJc0IAG","91020","0065w000022R1ZSAA0","Tammy Baxter 4330","0015w00002DLYAAAA5","Losing","5 - Unqualified","Omitted","False","Crystal Stevens","1 - Qualification","00Q5w00001qNTPJEA4","Plansmith Corp 98","Website","Glendale","2020-04-23","Glendale","Presentation went well. Follow up meeting scheduled for Tueday.",124,38,2120,0,0,201,2,95,5,3
"Kari Rende 4331","No","None","00Q5w00001zd9ZgEAI","2020-01-19","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90740","0065w000022R1ZSAA0","Kari Rende 4331","0015w00002DLYB3AAP","Losing","4 - Converted","Closed","True","Crystal Stevens","5 - Closed Won","00Q5w00001qNTPJEA4","The TSR Group 108","Social Media","Cypress","2020-08-13","Long Beach","Send email with more information and capture decision criteria.",169,48,120000,0,1,89,0,131,1,0
"Stacy McNeil 4332","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-07-07","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90607","0065w000022R1ZSAA0","Stacy McNeil 4332","0015w00002DLYAFAA5","Losing","5 - Unqualified","Omitted","False","Mary Powers","6 - Closed Lost","00Q5w00001qNTPJEA4","JCG International 117","Website","Whittier","2020-03-06","Whittier","Weekly check-ins to collaborate on a go-forward plan.",177,19,80300,2,0,249,3,28,6,1
"Robert Janzen 4333","No","None","00Q5w00001zd9ZgEAI","2020-04-05","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91007","0065w000022R1ZSAA0","Robert Janzen 4333","0015w00002DLYAJAA5","Losing","5 - Unqualified","Omitted","False","Cindy Central","6 - Closed Lost","00Q5w00001qNTPJEA4","United Way Worldwide 127","Social Media","San Gabriel Valley","2019-12-16","Arcadia","Validated interest level. Plan to give a call on Thursday.",60,17,115000,0,2,330,2,31,4,0
"Mike Malmin 4334","No","Referral Campaign","00Q5w00001zd9ZgEAI","2019-11-01","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91208","0065w000022R1ZSAA0","Mike Malmin 4334","0015w00002DLYB2AAP","Winning","1 - New","Pipeline","False","Wendy West","2 - Discovery","00Q5w00001qNTPJEA4","Fine Point Technologies 148","Referral","Glendale","2020-11-08","Glendale","Price negiotations and expecting signed agreement soon.",178,54,7050,1,2,2,0,54,6,3
"Larry Baxter 4335","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-02-08","3 - Working","2 - Best Case","006Dp000004HJc0IAG","90832","0065w000022R1ZSAA0","Larry Baxter 4335","0015w00002DLYA9AAP","Losing","2 - Working","Best Case","True","Travis Coleman","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Fine Point Technologies 151","Website","Cypress","2020-09-25","Long Beach","Initial introduction call went well. Still need to confirm budget and timing.",35,17,46100,2,0,46,4,120,8,2
"Jon Allegri 4336","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-07-01","3 - Working","2 - Best Case","006Dp000004HJc0IAG","91723","0065w000022R1ZSAA0","Jon Allegri 4336","0015w00002DLYB4AAP","Losing","2 - Working","Best Case","False","Robin Montgomery","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Fine Point Technologies 161","Social Media","Covina Hills","2020-10-30","Covina Hills","Send email with more information and capture decision criteria.",186,37,3700,0,1,11,1,97,2,0
"Anne Frost 4337","Yes","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2019-12-29","1 - New","5 - Omitted","006Dp000004HJc0IAG","90069","0065w000022R1ZSAA0","Anne Frost 4337","0015w00002DLYAIAA5","Winning","5 - Unqualified","Omitted","True","Brandy Mullins","1 - Qualification","00Q5w00001qNTPJEA4","Cpa2Biz Inc 167","Social Media","Hollywood Hills","2020-03-08","Hollywood Hills","Presentation went well. Follow up meeting scheduled for Tueday.",17,86,63200,0,0,247,0,29,0,0
"Chip Colli 4338","No","None","00Q5w00001zd9ZgEAI","2020-05-28","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","91604","0065w000022R1ZSAA0","Chip Colli 4338","0015w00002DLYB6AAP","Losing","4 - Converted","Closed","False","Bill West","5 - Closed Won","00Q5w00001qNTPJEA4","Cpa2Biz Inc 170","Cold Call","Hollywood Hills","2020-07-11","Hollywood Hills","Weekly check-ins to collaborate on a go-forward plan.",13,19,108000,1,1,122,1,27,4,1
"Mina Passini 4339","No","None","00Q5w00001zd9ZgEAI","2020-04-27","1 - New","5 - Omitted","006Dp000004HJc0IAG","91716","0065w000022R1ZSAA0","Mina Passini 4339","0015w00002DLYAEAA5","Losing","5 - Unqualified","Omitted","False","Robin Montgomery","1 - Qualification","00Q5w00001qNTPJEA4","Decision Support 177","Referral","San Gabriel Valley","2020-08-15","City of Industry","Price negiotations and expecting signed agreement soon.",20,39,132000,5,2,87,1,151,10,2
"Bob Warkentine 4340","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-06-19","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","91765","0065w000022R1ZSAA0","Bob Warkentine 4340","0015w00002DLYB7AAP","Losing","3 - Qualified","Commit","True","Robin Montgomery","4 - Negotiation","00Q5w00001qNTPJEA4","BioForce Nanosciences 193","Social Media","San Gabriel Valley","2020-10-28","City of Industry","Validated interest level. Plan to give a call on Thursday.",134,44,9810,2,2,13,1,81,6,1
"Bob Warkentine 4341","No","Telemarketing Campaign","00Q5w00001zd9ZgEAI","2020-09-07","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91221","0065w000022R1ZSAA0","Bob Warkentine 4341","0015w00002DLYB7AAP","Winning","5 - Unqualified","Omitted","True","Rebecca Gonzalez","6 - Closed Lost","00Q5w00001qNTPJEA4","McGrath RentCorp / RenTelco Division 216","Cold Call","Glendale","2020-09-13","Glendale","Presentation went well. Follow up meeting scheduled for Tueday.",161,87,87600,1,4,58,2,12,7,0
"Troy Bullock 4342","No","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-10-18","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91205","0065w000022R1ZSAA0","Troy Bullock 4342","0015w00002DLYB1AAP","Losing","5 - Unqualified","Omitted","True","Brian Norris","6 - Closed Lost","00Q5w00001qNTPJEA4","Towers Watson Delaware Inc 225","Event","Glendale","2020-02-09","Glendale","Send email with more information and capture decision criteria.",124,19,79000,1,0,275,0,90,3,2
"Niki Sullivan 4343","No","Referral Campaign","00Q5w00001zd9ZgEAI","2020-09-23","1 - New","5 - Omitted","006Dp000004HJc0IAG","91604","0065w000022R1ZSAA0","Niki Sullivan 4343","0015w00002DLYB5AAP","Losing","5 - Unqualified","Omitted","False","Robin Montgomery","1 - Qualification","00Q5w00001qNTPJEA4","Towers Watson Delaware Inc 227","Referral","Hollywood Hills","2020-01-31","Hollywood Hills","Initial introduction call went well. Still need to confirm budget and timing.",144,32,128000,2,5,284,3,33,12,2
"Mike Garcia 4344","Yes","None","00Q5w00001zd9ZgEAI","2020-11-17","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91046","0065w000022R1ZSAA0","Mike Garcia 4344","0015w00002DLYAPAA5","Winning","1 - New","Pipeline","True","Mary Powers","2 - Discovery","00Q5w00001qNTPJEA4","Neuberger Berman 238","Social Media","Glendale","2019-11-08","Glendale","Weekly check-ins to collaborate on a go-forward plan.",2,61,1630,2,2,368,2,131,7,1
"Steve Sutherland 4345","No","None","00Q5w00001zd9ZgEAI","2020-01-02","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90609","0065w000022R1ZSAA0","Steve Sutherland 4345","0015w00002DLYB8AAP","Losing","1 - New","Pipeline","False","Brian Norris","2 - Discovery","00Q5w00001qNTPJEA4","Regis Corporation 7","Website","Whittier","2020-07-08","Whittier","Weekly check-ins to collaborate on a go-forward plan.",110,30,90100,1,1,125,1,3,5,2
"Nicole Grace 4346","No","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-02-13","3 - Working","2 - Best Case","006Dp000004HJc0IAG","91604","0065w000022R1ZSAA0","Nicole Grace 4346","0015w00002DLYBAAA5","Losing","2 - Working","Best Case","False","Cindy Central","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Color Q Inc 31","Event","Hollywood Hills","2020-06-22","Hollywood Hills","Validated interest level. Plan to give a call on Thursday.",117,42,9930,2,2,141,2,140,8,2
"Anne Frost 4347","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2019-11-22","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","91748","0065w000022R1ZSAA0","Anne Frost 4347","0015w00002DLYAIAA5","Winning","4 - Converted","Closed","True","Cindy Central","5 - Closed Won","00Q5w00001qNTPJEA4","Color Q Inc 33","Website","San Gabriel Valley","2020-01-02","City of Industry","Presentation went well. Follow up meeting scheduled for Tueday.",191,91,47000,0,2,313,2,44,5,1
"Mike Welch 4348","No","Telemarketing Campaign","00Q5w00001zd9ZgEAI","2020-07-14","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90842","0065w000022R1ZSAA0","Mike Welch 4348","0015w00002DLYACAA5","Losing","5 - Unqualified","Omitted","False","Robin Montgomery","6 - Closed Lost","00Q5w00001qNTPJEA4","Blue Fin Technologies 39","Cold Call","Cypress","2020-08-09","Long Beach","Send email with more information and capture decision criteria.",171,38,144000,1,2,93,0,96,3,0
"Robert Janzen 4349","No","None","00Q5w00001zd9ZgEAI","2020-08-12","1 - New","5 - Omitted","006Dp000004HJc0IAG","90716","0065w000022R1ZSAA0","Robert Janzen 4349","0015w00002DLYAJAA5","Losing","5 - Unqualified","Omitted","False","Mary Powers","1 - Qualification","00Q5w00001qNTPJEA4","ECcompany 47","Event","Cypress","2020-04-13","Long Beach","Initial introduction call went well. Still need to confirm budget and timing.",157,25,123000,2,2,211,2,83,11,5
"Robert Weiss 4350","Yes","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-06-15","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90715","0065w000022R1ZSAA0","Robert Weiss 4350","0015w00002DLYATAA5","Winning","1 - New","Pipeline","False","Brandy Mullins","2 - Discovery","00Q5w00001qNTPJEA4","ECcompany 53","Website","Cypress","2020-10-11","Long Beach","Price negiotations and expecting signed agreement soon.",32,86,8640,1,0,30,5,124,6,0
"Mina Passini 4351","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-10-01","1 - New","5 - Omitted","006Dp000004HJc0IAG","90805","0065w000022R1ZSAA0","Mina Passini 4351","0015w00002DLYAEAA5","Losing","5 - Unqualified","Omitted","True","Ricky East","1 - Qualification","00Q5w00001qNTPJEA4","AudioBanks 56","Social Media","Cypress","2020-05-23","Long Beach","Weekly check-ins to collaborate on a go-forward plan.",2,33,64900,3,3,171,3,74,11,2
"Heath Axworth 4352","No","None","00Q5w00001zd9ZgEAI","2019-12-04","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","90899","0065w000022R1ZSAA0","Heath Axworth 4352","0015w00002DLYAKAA5","Losing","3 - Qualified","Commit","True","Mary Powers","4 - Negotiation","00Q5w00001qNTPJEA4","AudioBanks 58","Social Media","Cypress","2020-04-22","Long Beach","Send email with more information and capture decision criteria.",104,44,142000,1,3,202,2,48,8,2
"Larry Baxter 4353","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-04-04","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90603","0065w000022R1ZSAA0","Larry Baxter 4353","0015w00002DLYA9AAP","Losing","5 - Unqualified","Omitted","False","Travis Coleman","6 - Closed Lost","00Q5w00001qNTPJEA4","AudioBanks 63","Social Media","Whittier","2020-02-26","Whittier","Initial introduction call went well. Still need to confirm budget and timing.",140,13,8160,0,1,258,0,47,1,0
"Andy Peterson 4354","No","None","00Q5w00001zd9ZgEAI","2020-09-03","1 - New","5 - Omitted","006Dp000004HJc0IAG","90630","0065w000022R1ZSAA0","Andy Peterson 4354","0015w00002DLYAHAA5","Winning","5 - Unqualified","Omitted","True","Michelle Stanley","1 - Qualification","00Q5w00001qNTPJEA4","Igivecom Inc 73","Social Media","Cypress","2020-01-16","Cypress","Validated interest level. Plan to give a call on Thursday.",160,81,32400,1,2,299,2,146,5,0
"Karen Wells 4355","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-02-22","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90606","0065w000022R1ZSAA0","Karen Wells 4355","0015w00002DLYADAA5","Losing","5 - Unqualified","Omitted","True","Brian Norris","6 - Closed Lost","00Q5w00001qNTPJEA4","United Technologies Electronic Controls 101","Website","Whittier","2020-05-10","Whittier","Price negiotations and expecting signed agreement soon.",71,4,74100,2,2,184,1,87,7,2
"Robert Simpson 4356","No","None","00Q5w00001zd9ZgEAI","2020-03-20","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","91221","0065w000022R1ZSAA0","Robert Simpson 4356","0015w00002DLYAOAA5","Losing","4 - Converted","Closed","False","Mary Powers","5 - Closed Won","00Q5w00001qNTPJEA4","Lofland Company 126","Social Media","Glendale","2020-06-11","Glendale","Presentation went well. Follow up meeting scheduled for Tueday.",114,5,142000,1,0,152,0,48,3,2
"Peter Parker 4357","Yes","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-01-16","3 - Working","2 - Best Case","006Dp000004HJc0IAG","91715","0065w000022R1ZSAA0","Peter Parker 4357","0015w00002DLYBDAA5","Losing","2 - Working","Best Case","False","Crystal Stevens","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Zustek Coporation 176","Event","San Gabriel Valley","2020-09-09","City of Industry","Initial introduction call went well. Still need to confirm budget and timing.",174,48,6240,2,2,62,2,53,8,2
"Deanna Collins 4358","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-05-13","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90803","0065w000022R1ZSAA0","Deanna Collins 4358","0015w00002DLYAGAA5","Losing","1 - New","Pipeline","True","Robin Montgomery","2 - Discovery","00Q5w00001qNTPJEA4","Fancort Industries 182","Website","Cypress","2020-07-30","Long Beach","Presentation went well. Follow up meeting scheduled for Tueday.",213,10,129000,0,2,103,2,120,5,1
"Tammy Baxter 4359","No","Referral Campaign","00Q5w00001zd9ZgEAI","2020-04-15","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90715","0065w000022R1ZSAA0","Tammy Baxter 4359","0015w00002DLYAAAA5","Losing","5 - Unqualified","Omitted","True","Brian Norris","6 - Closed Lost","00Q5w00001qNTPJEA4","YellowBrick Solutions 213","Referral","Cypress","2019-11-02","Long Beach","Price negiotations and expecting signed agreement soon.",219,27,28200,1,1,374,2,48,5,1
"Russell Hartman 4360","No","None","00Q5w00001zd9ZgEAI","2019-12-19","3 - Working","2 - Best Case","006Dp000004HJc0IAG","90804","0065w000022R1ZSAA0","Russell Hartman 4360","0015w00002DLYABAA5","Winning","2 - Working","Best Case","False","Brandy Mullins","3 - Proposal/Quote","00Q5w00001qNTPJEA4","YellowBrick Solutions 228","Website","Cypress","2020-11-04","Long Beach","Weekly check-ins to collaborate on a go-forward plan.",213,94,46900,4,0,6,1,15,7,2
"Lance Gonzales 4361","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-11-25","1 - New","5 - Omitted","006Dp000004HJc0IAG","92203","0065w000022R1ZSAA0","Lance Gonzales 4361","0015w00002DLYAMAA5","Losing","5 - Unqualified","Omitted","False","Crystal Stevens","1 - Qualification","00Q5w00001qNTPJEA4","IBM Corp. 247","Social Media","Coachella Valley","2020-03-21","Indio","Validated interest level. Plan to give a call on Thursday.",84,14,139000,0,1,234,2,75,6,3
"Chip Colli 4362","No","None","00Q5w00001zd9ZgEAI","2020-10-03","1 - New","5 - Omitted","006Dp000004HJc0IAG","92201","0065w000022R1ZSAA0","Chip Colli 4362","0015w00002DLYB6AAP","Losing","5 - Unqualified","Omitted","False","Barry Brown","1 - Qualification","00Q5w00001qNTPJEA4","Project Achieve 13","Cold Call","Coachella Valley","2019-12-11","Indio","Send email with more information and capture decision criteria.",50,46,4440,2,2,335,2,138,7,1
"Kari Rende 4363","No","None","00Q5w00001zd9ZgEAI","2020-07-10","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","90835","0065w000022R1ZSAA0","Kari Rende 4363","0015w00002DLYB3AAP","Losing","3 - Qualified","Commit","False","Robin Montgomery","4 - Negotiation","00Q5w00001qNTPJEA4","ASIABOOSTER 21","Social Media","Cypress","2020-06-27","Long Beach","Validated interest level. Plan to give a call on Thursday.",154,35,84700,1,4,136,0,11,5,0
"Mark Smith 4364","Yes","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-06-17","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90604","0065w000022R1ZSAA0","Mark Smith 4364","0015w00002DLYAQAA5","Winning","5 - Unqualified","Omitted","True","Crystal Stevens","6 - Closed Lost","00Q5w00001qNTPJEA4","ASIABOOSTER 27","Website","Whittier","2020-04-25","Whittier","Initial introduction call went well. Still need to confirm budget and timing.",137,54,131000,2,2,199,2,91,9,3
"Gabe Hoskins 4365","No","None","00Q5w00001zd9ZgEAI","2020-03-15","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90602","0065w000022R1ZSAA0","Gabe Hoskins 4365","0015w00002DLYANAA5","Losing","1 - New","Pipeline","True","Cindy Central","2 - Discovery","00Q5w00001qNTPJEA4","ASIABOOSTER 28","Referral","Whittier","2020-11-23","Whittier","Send email with more information and capture decision criteria.",48,8,5580,2,2,12,0,9,4,0
"Mike Malmin 4366","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-08-22","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90607","0065w000022R1ZSAA0","Mike Malmin 4366","0015w00002DLYB2AAP","Losing","4 - Converted","Closed","True","Mary Powers","5 - Closed Won","00Q5w00001qNTPJEA4","Akaba 40","Website","Whittier","2020-10-27","Whittier","Presentation went well. Follow up meeting scheduled for Tueday.",156,43,65200,1,0,14,4,99,5,0
