"SA_ParentRecordId_AccountId_Name","User_User_Username","SA_ServiceTerritoryId_Name","SA_ProductRequired_Product2Id","User_User_Id","SA_ServiceTerritoryId_State","SA_ParentRecordId_Priority","SA_Status","User_User_SmallPhotoUrl","User_IsCapacityBased","User_User_Name","ServiceResourceId","SA_ParentRecordId_CaseId","ServiceAppointmentId","User_Description","SA_CreatedDate","SA_StatusCategory","SA_ParentRecordId_WorkTypeId_Name","SA_ProductRequired_ProductName","CreatedDate","SA_EarliestStartTime","SA_ProductConsumed_ProductName","Id","SA_Id","SA_ParentRecordId_CreatedDate","User_Id","User_User_Email","ActualTravelTime","EstimatedTravelTime"
"Mike Garcia","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzlhQAA","Field Service Lightning User","2021-01-11","Scheduled","Part Swap",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYAQQA2","08p2X000000pzlhQAA","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",30,7
"Biospan, LLC.","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzliQAA","Field Service Lightning User","2021-01-11","Scheduled","Battery Replacement",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYARQA2","08p2X000000pzliQAA","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",30,28
"Ohana, Inc.","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzljQAA","Field Service Lightning User","2021-01-11","Scheduled","Repair Estimate",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYASQA2","08p2X000000pzljQAA","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",30,25
"Goodman Imports","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzlkQAA","Field Service Lightning User","2021-01-11","Scheduled","Part Swap",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYATQA2","08p2X000000pzlkQAA","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",30,21
"Ohana, Inc.","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfKQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","FALSE","Melissa Wood","0Hn2X000000cXJqSAM",,"08p2X000000pzllQAA","Field Service Lightning User","2021-01-11","Scheduled","Design",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYAUQA2","08p2X000000pzllQAA","2020-07-28 00:41:59","0Hn2X000000cXJqSAM","melissa@example.com",30,14
"Ohana, Inc.","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzlmQAA","Field Service Lightning User","2021-01-11","Scheduled","Design",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYAVQA2","08p2X000000pzlmQAA","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",30,13
"Tyconet","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfEQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzi/T","FALSE","James Clifton","0Hn2X000000cXJkSAM",,"08p2X000000pzlnQAA","Field Service Lightning User","2021-01-11","Scheduled","Corrective Maintenance",,"2020-09-28 13:46:22","2021-03-15",,"03r7R000000sYAWQA2","08p2X000000pzlnQAA","2020-07-28 00:41:59","0Hn2X000000cXJkSAM","james@example.com",15,6
"Andy Peterson","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfKQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","FALSE","Melissa Wood","0Hn2X000000cXJqSAM",,"08p2X000000pzloQAA","Field Service Lightning User","2021-01-11","Scheduled","Reclamation",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYAXQA2","08p2X000000pzloQAA","2020-07-28 00:41:59","0Hn2X000000cXJqSAM","melissa@example.com",30,7
"Anaco Limited","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfNQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzr/T","FALSE","Martino Castanon","0Hn2X000000cXJoSAM",,"08p2X000000pzlpQAA","Field Service Lightning User","2021-01-11","Scheduled","Battery Replacement",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYAYQA2","08p2X000000pzlpQAA","2020-07-28 00:41:59","0Hn2X000000cXJoSAM","martino@example.com",45,15
"Ohana, Inc.","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfJQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzlqQAA","Field Service Lightning User","2021-01-11","Scheduled","Field Connect",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYAZQA2","08p2X000000pzlqQAA","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",60,15
"Bob Warkentine","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfKQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","FALSE","Melissa Wood","0Hn2X000000cXJqSAM",,"08p2X000000pzmYQAQ","Field Service Lightning User","2021-01-11","Scheduled","Reclamation",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYAaQAM","08p2X000000pzmYQAQ","2020-07-28 00:41:59","0Hn2X000000cXJqSAM","melissa@example.com",60,27
"Ohana Systems","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfIQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzm/T","FALSE","Lamar Smith","0Hn2X000000cXJnSAM",,"08p2X000000pzmZQAQ","Field Service Lightning User","2021-01-11","Scheduled","Field Connect",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYAbQAM","08p2X000000pzmZQAQ","2020-07-28 00:41:59","0Hn2X000000cXJnSAM","calbanese@example.com",30,38
"Opportunity Resources Inc","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfIQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzm/T","FALSE","Lamar Smith","0Hn2X000000cXJnSAM",,"08p2X000000pzmwQAA","Field Service Lightning User","2021-01-11","Scheduled","Rebuild",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYAcQAM","08p2X000000pzmwQAA","2020-07-28 00:41:59","0Hn2X000000cXJnSAM","calbanese@example.com",30,33
"Valley Supply Inc.","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfIQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzm/T","FALSE","Lamar Smith","0Hn2X000000cXJnSAM",,"08p2X000000pzmvQAA","Field Service Lightning User","2021-01-11","Scheduled","Repair Estimate",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYAdQAM","08p2X000000pzmvQAA","2020-07-28 00:41:59","0Hn2X000000cXJnSAM","calbanese@example.com",30,102
"Anaco Limited","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfKQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","FALSE","Melissa Wood","0Hn2X000000cXJqSAM",,"08p2X000000pzmxQAA","Field Service Lightning User","2021-01-11","Scheduled","Rebuild",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYAeQAM","08p2X000000pzmxQAA","2020-07-28 00:41:59","0Hn2X000000cXJqSAM","melissa@example.com",30,20
"Tech Labs","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","Los Angeles","01t2X0000071XyEQAU","0052X00000AcWfIQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzm/T","FALSE","Lamar Smith","0Hn2X000000cXJnSAM",,"08p2X000000pzmyQAA","Field Service Lightning User","2021-01-11","Scheduled","Break-Fix","Connector Cables","2020-09-28 13:46:22","2021-03-15",,"03r7R000000sYAfQAM","08p2X000000pzmyQAA","2020-07-28 00:41:59","0Hn2X000000cXJnSAM","calbanese@example.com",30,48
"Ohana, Inc.","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfIQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzm/T","FALSE","Lamar Smith","0Hn2X000000cXJnSAM",,"08p2X000000pzmzQAA","Field Service Lightning User","2021-01-11","Scheduled","Site Survey",,"2020-09-28 13:46:22","2021-03-15",,"03r7R000000sYAgQAM","08p2X000000pzmzQAA","2020-07-28 00:41:59","0Hn2X000000cXJnSAM","calbanese@example.com",30,48
"Advanced Communications","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfFQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","FALSE","Janet Jones","0Hn2X000000cXJlSAM",,"08p2X000000pzn0QAA","Field Service Lightning User","2021-01-11","Scheduled","Part Swap",,"2020-09-28 13:46:22","2021-03-15",,"03r7R000000sYAhQAM","08p2X000000pzn0QAA","2020-07-28 00:41:59","0Hn2X000000cXJlSAM","janet@example.com",30,56
"Advanced Communications","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfJQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzn1QAA","Field Service Lightning User","2021-01-11","Scheduled","Installation",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYAiQAM","08p2X000000pzn1QAA","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",30,23
"Morpon Brothers","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfKQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","FALSE","Melissa Wood","0Hn2X000000cXJqSAM",,"08p2X000000pzn2QAA","Field Service Lightning User","2021-01-11","Scheduled","Battery Replacement",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYAjQAM","08p2X000000pzn2QAA","2020-07-28 00:41:59","0Hn2X000000cXJqSAM","melissa@example.com",30,36
"Optos Inc.","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfFQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","FALSE","Janet Jones","0Hn2X000000cXJlSAM",,"08p2X000000pzn3QAA","Field Service Lightning User","2021-01-11","Scheduled","Field Inspection",,"2020-09-28 13:46:22","2021-03-15",,"03r7R000000sYAkQAM","08p2X000000pzn3QAA","2020-07-28 00:41:59","0Hn2X000000cXJlSAM","janet@example.com",30,25
"Nicole Grace","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfIQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzm/T","FALSE","Lamar Smith","0Hn2X000000cXJnSAM",,"08p2X000000pzn4QAA","Field Service Lightning User","2021-01-11","Scheduled","Installation",,"2020-09-28 13:46:22","2021-03-15",,"03r7R000000sYAlQAM","08p2X000000pzn4QAA","2020-07-28 00:41:59","0Hn2X000000cXJnSAM","calbanese@example.com",15,52
"Tyconet","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfFQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","FALSE","Janet Jones","0Hn2X000000cXJlSAM",,"08p2X000000pzn5QAA","Field Service Lightning User","2021-01-11","Scheduled","Design",,"2020-09-28 13:46:22","2021-03-15",,"03r7R000000sYAmQAM","08p2X000000pzn5QAA","2020-07-28 00:41:59","0Hn2X000000cXJlSAM","janet@example.com",30,71
"Morpon Brothers","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfFQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","FALSE","Janet Jones","0Hn2X000000cXJlSAM",,"08p2X000000pzn6QAA","Field Service Lightning User","2021-01-11","Scheduled","Repair Estimate",,"2020-09-28 13:46:22","2021-03-15",,"03r7R000000sYAnQAM","08p2X000000pzn6QAA","2020-07-28 00:41:59","0Hn2X000000cXJlSAM","janet@example.com",45,49
"Employnet","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfJQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzn7QAA","Field Service Lightning User","2021-01-11","Scheduled","Installation",,"2020-09-28 13:46:22","2021-03-15",,"03r7R000000sYAoQAM","08p2X000000pzn7QAA","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",60,34
"Employnet","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfJQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzn8QAA","Field Service Lightning User","2021-01-11","Scheduled","Design",,"2020-09-28 13:46:22","2021-03-14",,"03r7R000000sYApQAM","08p2X000000pzn8QAA","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",60,12
"Niki Sullivan","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfEQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzi/T","FALSE","James Clifton","0Hn2X000000cXJkSAM",,"08p2X000000pzn9QAA","Field Service Lightning User","2021-01-11","Scheduled","Part Swap",,"2020-09-28 13:46:22","2021-03-15",,"03r7R000000sYAqQAM","08p2X000000pzn9QAA","2020-07-28 00:41:59","0Hn2X000000cXJkSAM","james@example.com",30,3
"Green Fields Media","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pznAQAQ","Field Service Lightning User","2021-01-11","Scheduled","Site Survey",,"2020-09-28 13:46:22","2021-03-15",,"03r7R000000sYArQAM","08p2X000000pznAQAQ","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",30,13
"Employnet","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pznBQAQ","Field Service Lightning User","2021-01-11","Scheduled","Site Survey",,"2020-09-28 13:46:22","2021-03-15",,"03r7R000000sYAsQAM","08p2X000000pznBQAQ","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",30,22
"UlyssesNet","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfJQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pznCQAQ","Field Service Lightning User","2021-01-11","Scheduled","Field Connect",,"2020-09-28 13:46:22","2021-03-15",,"03r7R000000sYAtQAM","08p2X000000pznCQAQ","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",30,12
"Tyconet","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pznDQAQ","Field Service Lightning User","2021-01-11","Scheduled","Reclamation",,"2020-09-28 13:46:22","2021-03-15",,"03r7R000000sYAuQAM","08p2X000000pznDQAQ","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",30,36
"Permadyne GmbH, LTD","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzmiQAA","Field Service Lightning User","2021-01-11","Scheduled","Design",,"2020-09-28 13:46:22","2021-03-15",,"03r7R000000sYAvQAM","08p2X000000pzmiQAA","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",30,65
"Ohana Technologies","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","Los Angeles","01t2X0000071XyEQAU","0052X00000AcWfDQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzh/T","FALSE","Andy James","0Hn2X000000cXJjSAM",,"08p2X000000pzhpQAA","Field Service Lightning User","2020-12-12","Completed","Battery Replacement","Connector Cables","2020-09-28 13:46:22","2021-02-06","Mounting System","03r7R000000sYAwQAM","08p2X000000pzhpQAA","2020-07-28 00:41:59","0Hn2X000000cXJjSAM","andy@example.com",30,4
"Ohana, Inc.","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","Los Angeles","01t2X0000071XyEQAU","0052X00000AcWfLQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzp/T","FALSE","Pam Lawison","0Hn2X000000cXJrSAM",,"08p2X000000pzcoQAA","Field Service Lightning User","2020-12-12","Completed","Break-Fix","Connector Cables","2020-09-28 13:46:22","2021-02-07","Starter Kit","03r7R000000sYAxQAM","08p2X000000pzcoQAA","2020-07-28 00:41:59","0Hn2X000000cXJrSAM","pam@example.com",30,21
"Steve Sutherland","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfDQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzh/T","FALSE","Andy James","0Hn2X000000cXJjSAM",,"08p2X000000pzcpQAA","Field Service Lightning User","2021-01-01","Completed","Field Measurements",,"2020-09-28 13:46:22","2021-02-27","Energy Meter","03r7R000000sYAyQAM","08p2X000000pzcpQAA","2020-07-28 00:41:59","0Hn2X000000cXJjSAM","andy@example.com",30,22
"Ohana, Inc.","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfDQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzh/T","FALSE","Andy James","0Hn2X000000cXJjSAM",,"08p2X000000pzcqQAA","Field Service Lightning User","2021-01-01","Completed","Field Connect",,"2020-09-28 13:46:22","2021-02-27","Remote Monitoring Subscription","03r7R000000sYAzQAM","08p2X000000pzcqQAA","2020-07-28 00:41:59","0Hn2X000000cXJjSAM","andy@example.com",30,11
"Ohana, Inc.","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfLQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzp/T","FALSE","Pam Lawison","0Hn2X000000cXJrSAM",,"08p2X000000pzaPQAQ","Field Service Lightning User","2021-01-01","Completed","Repair Estimate",,"2020-09-28 13:46:22","2021-02-27","Product A","03r7R000000sYB0QAM","08p2X000000pzaPQAQ","2020-07-28 00:41:59","0Hn2X000000cXJrSAM","pam@example.com",15,18
"Larry Baxter","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfDQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzh/T","FALSE","Andy James","0Hn2X000000cXJjSAM",,"08p2X000000pzaLQAQ","Field Service Lightning User","2020-12-12","Completed","Rebuild",,"2020-09-28 13:46:22","2021-02-07","Product A","03r7R000000sYB1QAM","08p2X000000pzaLQAQ","2020-07-28 00:41:59","0Hn2X000000cXJjSAM","andy@example.com",30,3
"Robert Janzen","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles","01t2X0000071XyEQAU","0052X00000AcWfJQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzaNQAQ","Field Service Lightning User","2020-12-12","Completed","Break-Fix","Connector Cables","2020-09-28 13:46:22","2021-02-07","Remote Monitoring Subscription","03r7R000000sYB2QAM","08p2X000000pzaNQAQ","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",45,12
"Valley Supply Inc.","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfDQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzh/T","FALSE","Andy James","0Hn2X000000cXJjSAM",,"08p2X000000pzaOQAQ","Field Service Lightning User","2021-01-01","Completed","Field Connect",,"2020-09-28 13:46:22","2021-02-27","Battery, High Capacity","03r7R000000sYB3QAM","08p2X000000pzaOQAQ","2020-07-28 00:41:59","0Hn2X000000cXJjSAM","andy@example.com",60,6
"Ohana, Inc.","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzaQQAQ","Field Service Lightning User","2021-01-01","Completed","Maintenance",,"2020-09-28 13:46:22","2021-02-27","Installation Services","03r7R000000sYB4QAM","08p2X000000pzaQQAQ","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",60,4
"Datanet, Inc.","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzeIQAQ","Field Service Lightning User","2020-12-12","Completed","Rebuild",,"2020-09-28 13:46:22","2021-02-07","Battery, Low Capacity","03r7R000000sYB5QAM","08p2X000000pzeIQAQ","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",30,7
"Ohana, Inc.","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfNQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzr/T","FALSE","Martino Castanon","0Hn2X000000cXJoSAM",,"08p2X000000pzaRQAQ","Field Service Lightning User","2021-01-01","Completed","Field Inspection",,"2020-09-28 13:46:22","2021-02-27","Remote Monitoring Subscription","03r7R000000sYB6QAM","08p2X000000pzaRQAQ","2020-07-28 00:41:59","0Hn2X000000cXJoSAM","martino@example.com",30,4
"Ohana, Inc.","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfKQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","FALSE","Melissa Wood","0Hn2X000000cXJqSAM",,"08p2X000000pzaSQAQ","Field Service Lightning User","2021-01-11","Scheduled","Site Survey",,"2020-09-28 13:46:22","2021-03-09","Starter Kit","03r7R000000sYB7QAM","08p2X000000pzaSQAQ","2020-07-28 00:41:59","0Hn2X000000cXJqSAM","melissa@example.com",30,7
"Larry Baxter","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfLQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzp/T","FALSE","Pam Lawison","0Hn2X000000cXJrSAM",,"08p2X000000pzaTQAQ","Field Service Lightning User","2021-01-01","Completed","Maintenance",,"2020-09-28 13:46:22","2021-02-27","Power Inverter","03r7R000000sYB8QAM","08p2X000000pzaTQAQ","2020-07-28 00:41:59","0Hn2X000000cXJrSAM","pam@example.com",30,8
"Amptech Corporation","ajames.ric4supwvrzg.xvpkustsnfzu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfDQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzh/T","FALSE","Andy James","0Hn2X000000cXJjSAM",,"08p2X000000pzbyQAA","Field Service Lightning User","2021-01-01","Completed","QA Testing",,"2020-09-28 13:46:25","2021-02-27","Connector Cables","03r7R000000sYB9QAM","08p2X000000pzbyQAA","2020-07-28 00:41:59","0Hn2X000000cXJjSAM","andy@example.com",30,21
