"OWNERUNIQUEUSERNAME","ISHIGHPRIORITY","OWNERID","ACCOUNTRECORDTYPENAME","ACCOUNTTYPE","OWNERSTATE","ACTIVITYDATE","PRIORITY","CREATEDDATE","OWNERCITY","STATUS","DESCRIPTION","OWNERROLENAME","EVENTSUBTYPE","ACCOUNTID","OWNERSMALLPHOTOURL","DUEDATE","TYPE","ANALYTICSDEMO_BATCH_ID_C","ACCOUNTINVESTMENTOBJECTIVES","REGARDING","TASKSUBTYPE","ACCOUNTNAME","ACCOUNTINVESTMENTEXPERIENCE","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","OWNERNAME","ACCOUNTBALANCEBUCKET","CALLTYPE","SUBJECT","OWNEREMAIL"
"Brenda Banker","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-08-18","High","2019-08-08","Florida","Completed","-","Manager","Call","0011U00000KuFkfQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-18","Call","20190829135125753975","Aggressive Growth","Prospecting","Call","Eric Sweeney","Inexperienced","2019-08-29","Retired","Chelsea Advisor","1. Less than 50k","Event","Quarterly Earnings Summary","ryan.dobson@example.com"
"Allen Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-17","High","2019-01-19","Florida","Completed","-","Manager","Call","0011U00000KuFkgQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-17","Meeting","20190829135125753975","Growth","Service","Call","Marah Middleton","Experienced","2019-08-29","Mass Market","Chelsea Advisor","2. Between 50k and 250k","Event","Quarterly Earnings Summary","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-02","High","2018-06-27","Florida","Completed","-","Manager","Call","0011U00000KuFkhQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-02","Email","20190829135125753975","Growth","Service","Call","Len Robbins","Moderately Inexperienced","2019-08-29","Mass Market","Chelsea Advisor","1. Less than 50k","Event","Send Birthday Gift","ryan.dobson@example.com"
"Chelsea Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-10","High","2019-05-30","Chicago","Completed","-","Manager","Call","0011U00000KuFkiQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-10","Email","20190829135125753975","Growth","Client Retention","Call","Britanney Fuentes","Inexperienced","2019-08-29","Affluent Professionals","Allen Advisor","1. Less than 50k","Event","Lunch Meeting","allen.advisor@example.com"
"Allen Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-25","High","2018-05-24","New York","Completed","-","Manager","Call","0011U00000KuFkjQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-25","Call","20190829135125753975","Aggressive Growth","Onboarding","Call","Quynn Mccormick","Experienced","2019-08-29","Mass Market","Mark Garet","1. Less than 50k","Event","Evaluate Refinancing Loan","mark.garet@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-08","High","2018-10-17","Florida","Completed","-","Manager","Call","0011U00000KuFkkQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-08","Meeting","20190829135125753975","Growth","Prospecting","Call","Heather Koch","Inexperienced","2019-08-29","Retired","Chelsea Advisor","1. Less than 50k","Event","Discussion","ryan.dobson@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Household","Customer","FL","2019-08-21","High","2018-11-09","Florida","Completed","-","Manager","Call","0011U00000KuFklQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-21","Other","20190829135125753975","Aggressive Growth","Prospecting","Call","Ulric Koch","Moderately Experienced","2019-08-29","Mass Market","Chelsea Advisor","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-18","High","2018-09-01","Florida","Completed","-","Manager","Call","0011U00000KuFkmQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-18","Meeting","20190829135125753975","Growth","Service","Call","Wylie Bridges","Moderately Experienced","2019-08-29","Retired","Chelsea Advisor","1. Less than 50k","Event","Lunch Meeting","ryan.dobson@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Individual","Customer","IL","2019-08-11","High","2018-11-10","Chicago","Completed","-","Manager","Call","0011U00000KuFkqQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-11","Meeting","20190829135125753975","Balanced Growth","Onboarding","Call","Vielka Norton","Inexperienced","2019-08-29","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Lunch Meeting","allen.advisor@example.com"
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-25","High","2018-06-17","Chicago","Completed","-","Manager","Call","0011U00000KuFktQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-25","Call","20190829135125753975","Aggressive Growth","Onboarding","Call","Penelope York","Moderately Inexperienced","2019-08-29","Retired","Allen Advisor","1. Less than 50k","Event","Sync Up","allen.advisor@example.com"
"Chelsea Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-07","High","2018-05-21","Chicago","Completed","-","Manager","Call","0011U00000KuFkuQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-07","Other","20190829135125753975","Aggressive Growth","Service","Call","Brenden Perry","Moderately Inexperienced","2019-08-29","Mass Market","Allen Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","allen.advisor@example.com"
"Chelsea Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-16","High","2018-07-17","New York","Completed","-","Manager","Call","0011U00000KuFkwQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-16","Email","20190829135125753975","Balanced Growth","Service","Call","Jenette Morris","Inexperienced","2019-08-29","Affluent Professionals","Mark Garet","2. Between 50k and 250k","Event","Summit","mark.garet@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-18","High","2019-01-22","San Francisco","Completed","-","Manager","Call","0011U00000KuFkxQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-18","Email","20190829135125753975","Income","Prospecting","Call","Martha Wiggins","Experienced","2019-08-29","Mass Market","Brenda Banker","2. Between 50k and 250k","Event","Summit","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-04","High","2019-04-14","New York","Completed","-","Manager","Call","0011U00000KuFkyQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-04","Meeting","20190829135125753975","Growth","Prospecting","Call","Grant Zamora","Moderately Experienced","2019-08-29","Retired","Mark Garet","1. Less than 50k","Event","Quarterly Earnings Summary","mark.garet@example.com"
"Brenda Banker","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-08","High","2019-02-12","New York","Completed","-","Manager","Call","0011U00000KuFl0QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-08","Call","20190829135125753975","Income","Prospecting","Call","Gil Tran","Moderately Experienced","2019-08-29","High Net Worth Families","Mark Garet","2. Between 50k and 250k","Event","Summit","mark.garet@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-27","High","2019-06-03","San Francisco","Completed","-","Manager","Call","0011U00000KuFl1QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-27","Call","20190829135125753975","Balanced Growth","Onboarding","Call","Quinn Roach","Experienced","2019-08-29","High Net Worth Families","Brenda Banker","2. Between 50k and 250k","Event","Discussion","sunil.dixit@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-24","High","2019-04-18","Florida","Completed","-","Manager","Call","0011U00000KuFl2QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-24","Meeting","20190829135125753975","Growth","Client Retention","Call","Aline Anthony","Inexperienced","2019-08-29","Affluent Professionals","Chelsea Advisor","2. Between 50k and 250k","Event","Send Birthday Gift","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-15","High","2018-09-24","San Francisco","Completed","-","Manager","Call","0011U00000KuFl3QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-15","Other","20190829135125753975","Aggressive Growth","Client Retention","Call","May Castillo","Moderately Experienced","2019-08-29","Retired","Brenda Banker","1. Less than 50k","Event","Lunch Meeting","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005KhW6QAK","Individual","Customer","NY","2019-08-14","High","2019-07-27","New York","Completed","-","Manager","Call","0011U00000KuFl4QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-14","Other","20190829135125753975","Income","Client Retention","Call","Beau Sweet","Moderately Inexperienced","2019-08-29","Retired","Mark Garet","1. Less than 50k","Event","Summit","mark.garet@example.com"
"Allen Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-18","High","2019-01-01","New York","Completed","-","Manager","Call","0011U00000KuFl5QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-18","Meeting","20190829135125753975","Income","Client Retention","Call","Chanda Shields","Experienced","2019-08-29","Millennials","Mark Garet","1. Less than 50k","Event","Sync Up","mark.garet@example.com"
"Allen Advisor","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-07-30","High","2018-11-18","Florida","Completed","-","Manager","Call","0011U00000KuFl7QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-07-30","Meeting","20190829135125753975","Aggressive Growth","Prospecting","Call","Skyler Russell","Moderately Experienced","2019-08-29","Affluent Professionals","Chelsea Advisor","1. Less than 50k","Event","Lunch Meeting","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-16","High","2019-03-28","Chicago","Completed","-","Manager","Call","0011U00000KuFl8QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-16","Email","20190829135125753975","Growth","Client Retention","Call","Otto Whitley","Moderately Inexperienced","2019-08-29","Mass Market","Allen Advisor","1. Less than 50k","Event","Send Birthday Gift","allen.advisor@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-16","High","2018-07-08","San Francisco","Completed","-","Manager","Call","0011U00000KuFlAQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-16","Meeting","20190829135125753975","Aggressive Growth","Prospecting","Call","Hakeem Winters","Moderately Experienced","2019-08-29","Retired","Brenda Banker","2. Between 50k and 250k","Event","Quarterly Earnings Summary","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-20","High","2018-05-10","Chicago","Completed","-","Manager","Call","0011U00000KuFlBQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-20","Meeting","20190829135125753975","Income","Client Retention","Call","Marsden Harrison","Experienced","2019-08-29","Millennials","Allen Advisor","1. Less than 50k","Event","Quarterly Earnings Summary","allen.advisor@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-07","High","2018-09-19","Chicago","Completed","-","Manager","Call","0011U00000KuFlDQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-07","Call","20190829135125753975","Balanced Growth","Prospecting","Call","Samson Humphrey","Moderately Experienced","2019-08-29","Mass Market","Allen Advisor","2. Between 50k and 250k","Event","Quarterly Earnings Summary","allen.advisor@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-26","High","2018-08-19","San Francisco","Completed","-","Manager","Call","0011U00000KuFlFQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-26","Meeting","20190829135125753975","Balanced Growth","Onboarding","Call","Norman Noel","Experienced","2019-08-29","Millennials","Brenda Banker","1. Less than 50k","Event","Summit","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-07","High","2019-06-25","San Francisco","Completed","-","Manager","Call","0011U00000KuFlHQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-07","Call","20190829135125753975","Balanced Growth","Service","Call","Yuri Miranda","Inexperienced","2019-08-29","High Net Worth Families","Brenda Banker","1. Less than 50k","Event","Sync Up","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-11","High","2019-06-21","Chicago","Completed","-","Manager","Call","0011U00000KuFlIQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-11","Email","20190829135125753975","Income","Service","Call","Elton Lowe","Experienced","2019-08-29","Affluent Professionals","Allen Advisor","1. Less than 50k","Event","Sync Up","allen.advisor@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-12","High","2018-06-29","Chicago","Completed","-","Manager","Call","0011U00000KuFlJQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-12","Call","20190829135125753975","Income","Service","Call","Brynne Chaney","Moderately Experienced","2019-08-29","Millennials","Allen Advisor","1. Less than 50k","Event","Sync Up","allen.advisor@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-07-31","High","2019-06-29","San Francisco","Completed","-","Manager","Call","0011U00000KuFlMQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-07-31","Other","20190829135125753975","Growth","Client Retention","Call","Maggie Hinton","Experienced","2019-08-29","Mass Market","Brenda Banker","2. Between 50k and 250k","Event","Quarterly Earnings Summary","sunil.dixit@example.com"
"Mark Garet","true","0051U000005JQyrQAG","Household","Customer","IL","2019-07-30","High","2019-01-07","Chicago","Completed","-","Manager","Call","0011U00000KuFlNQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-07-30","Call","20190829135125753975","Income","Client Retention","Call","Amal Kane","Inexperienced","2019-08-29","Millennials","Allen Advisor","2. Between 50k and 250k","Event","Send Birthday Gift","allen.advisor@example.com"
"Chelsea Advisor","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-08-17","High","2019-07-28","Florida","Completed","-","Manager","Call","0011U00000KuFlOQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-17","Other","20190829135125753975","Income","Client Retention","Call","Declan Nunez","Moderately Experienced","2019-08-29","Millennials","Chelsea Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com"
"Chelsea Advisor","true","0051U000005L6eJQAS","Household","Customer","FL","2019-08-28","High","2018-04-13","Florida","Completed","-","Manager","Call","0011U00000KuFlQQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-28","Meeting","20190829135125753975","Income","Onboarding","Call","Vance Davis","Inexperienced","2019-08-29","Millennials","Chelsea Advisor","2. Between 50k and 250k","Event","Sync Up","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-17","High","2018-05-30","San Francisco","Completed","-","Manager","Call","0011U00000KuFlSQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-17","Meeting","20190829135125753975","Aggressive Growth","Onboarding","Call","Anika Wong","Inexperienced","2019-08-29","High Net Worth Families","Brenda Banker","1. Less than 50k","Event","Send Birthday Gift","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-11","High","2018-12-22","San Francisco","Completed","-","Manager","Call","0011U00000KuFlTQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-11","Call","20190829135125753975","Balanced Growth","Client Retention","Call","Timon Shannon","Inexperienced","2019-08-29","Retired","Brenda Banker","1. Less than 50k","Event","Send Birthday Gift","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-23","High","2019-05-28","New York","Completed","-","Manager","Call","0011U00000KuFlUQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-23","Email","20190829135125753975","Aggressive Growth","Onboarding","Call","Cassady Fischer","Moderately Inexperienced","2019-08-29","Retired","Mark Garet","2. Between 50k and 250k","Event","Sync Up","mark.garet@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-02","High","2018-12-14","San Francisco","Completed","-","Manager","Call","0011U00000KuFlVQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-02","Email","20190829135125753975","Aggressive Growth","Onboarding","Call","Tara Melton","Inexperienced","2019-08-29","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Sync Up","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-03","High","2019-03-23","Chicago","Completed","-","Manager","Call","0011U00000KuFlWQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-03","Other","20190829135125753975","Aggressive Growth","Prospecting","Call","Scarlet Sanchez","Inexperienced","2019-08-29","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Summit","allen.advisor@example.com"
"Chelsea Advisor","true","0051U000005JQyrQAG","Individual","Customer","IL","2019-08-09","High","2018-12-12","Chicago","Completed","-","Manager","Call","0011U00000KuFlXQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-09","Other","20190829135125753975","Balanced Growth","Service","Call","Basil Harper","Moderately Experienced","2019-08-29","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Sync Up","allen.advisor@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Household","Customer","CA","2019-08-06","High","2019-01-30","San Francisco","Completed","-","Manager","Call","0011U00000KuFlYQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-06","Call","20190829135125753975","Balanced Growth","Service","Call","Boris Woodard","Inexperienced","2019-08-29","Affluent Professionals","Brenda Banker","2. Between 50k and 250k","Event","Lunch Meeting","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005KhW6QAK","Household","Customer","NY","2019-08-27","High","2019-06-13","New York","Completed","-","Manager","Call","0011U00000KuFlZQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-27","Meeting","20190829135125753975","Balanced Growth","Prospecting","Call","Cameron Page","Moderately Inexperienced","2019-08-29","Affluent Professionals","Mark Garet","2. Between 50k and 250k","Event","Discussion","mark.garet@example.com"
"Chelsea Advisor","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-08-13","High","2018-03-30","Florida","Completed","-","Manager","Call","0011U00000KuFleQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-13","Email","20190829135125753975","Aggressive Growth","Prospecting","Call","Claudia Levy","Experienced","2019-08-29","Mass Market","Chelsea Advisor","2. Between 50k and 250k","Event","Lunch Meeting","ryan.dobson@example.com"
"Chelsea Advisor","true","0051U000005L6eJQAS","Household","Customer","FL","2019-07-31","High","2019-02-03","Florida","Completed","-","Manager","Call","0011U00000KuFlfQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-07-31","Call","20190829135125753975","Aggressive Growth","Onboarding","Call","Morgan Horne","Inexperienced","2019-08-29","High Net Worth Families","Chelsea Advisor","2. Between 50k and 250k","Event","Discussion","ryan.dobson@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-06","High","2019-02-09","San Francisco","Completed","-","Manager","Call","0011U00000KuFlgQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-06","Email","20190829135125753975","Aggressive Growth","Prospecting","Call","Macon Henson","Moderately Experienced","2019-08-29","High Net Worth Families","Brenda Banker","1. Less than 50k","Event","Quarterly Earnings Summary","sunil.dixit@example.com"
"Mark Garet","true","0051U000005JQyrQAG","Individual","Customer","IL","2019-07-31","High","2019-01-21","Chicago","Completed","-","Manager","Call","0011U00000KuFlhQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-07-31","Meeting","20190829135125753975","Balanced Growth","Client Retention","Call","Raja Leach","Experienced","2019-08-29","Retired","Allen Advisor","2. Between 50k and 250k","Event","Sync Up","allen.advisor@example.com"
"Chelsea Advisor","true","0051U000005JQyrQAG","Individual","Customer","IL","2019-08-18","High","2019-05-05","Chicago","Completed","-","Manager","Call","0011U00000KuFliQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-18","Call","20190829135125753975","Growth","Prospecting","Call","Rigel Clarke","Experienced","2019-08-29","Mass Market","Allen Advisor","2. Between 50k and 250k","Event","Send Birthday Gift","allen.advisor@example.com"
"Brenda Banker","true","0051U000005L6eJQAS","Household","Customer","FL","2019-08-25","High","2018-07-03","Florida","Completed","-","Manager","Call","0011U00000KuFljQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-25","Email","20190829135125753975","Balanced Growth","Prospecting","Call","Davis Bray","Moderately Inexperienced","2019-08-29","Retired","Chelsea Advisor","1. Less than 50k","Event","Quarterly Earnings Summary","ryan.dobson@example.com"
"Allen Advisor","true","0051U000005KhW6QAK","Household","Customer","NY","2019-08-06","High","2019-04-26","New York","Completed","-","Manager","Call","0011U00000KuFlkQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-06","Other","20190829135125753975","Balanced Growth","Prospecting","Call","Tatum Monroe","Inexperienced","2019-08-29","High Net Worth Families","Mark Garet","2. Between 50k and 250k","Event","Summit","mark.garet@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-27","High","2019-08-12","San Francisco","Completed","-","Manager","Call","0011U00000KuFlmQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-27","Other","20190829135125753975","Growth","Client Retention","Call","Hiram Serrano","Inexperienced","2019-08-29","Millennials","Brenda Banker","2. Between 50k and 250k","Event","Quarterly Earnings Summary","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-16","High","2018-06-11","San Francisco","Completed","-","Manager","Call","0011U00000KuFlnQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-16","Other","20190829135125753975","Balanced Growth","Service","Call","Wallace Dejesus","Inexperienced","2019-08-29","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Send Birthday Gift","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-02","High","2019-03-21","Chicago","Completed","-","Manager","Call","0011U00000KuFloQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-02","Email","20190829135125753975","Income","Prospecting","Call","Mikayla Burch","Experienced","2019-08-29","Retired","Allen Advisor","2. Between 50k and 250k","Event","Summit","allen.advisor@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-07","High","2019-05-19","Chicago","Completed","-","Manager","Call","0011U00000KuFlpQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-07","Meeting","20190829135125753975","Income","Onboarding","Call","Mark Frost","Moderately Inexperienced","2019-08-29","Retired","Allen Advisor","1. Less than 50k","Event","Summit","allen.advisor@example.com"
"Chelsea Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-16","High","2019-02-22","Chicago","Completed","-","Manager","Call","0011U00000KuFlrQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-16","Meeting","20190829135125753975","Balanced Growth","Onboarding","Call","Nell Wallace","Experienced","2019-08-29","High Net Worth Families","Allen Advisor","1. Less than 50k","Event","Sync Up","allen.advisor@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-04","High","2018-07-25","Florida","Completed","-","Manager","Call","0011U00000KuFltQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-04","Call","20190829135125753975","Income","Service","Call","Karina Dickson","Moderately Inexperienced","2019-08-29","Mass Market","Chelsea Advisor","2. Between 50k and 250k","Event","Lunch Meeting","ryan.dobson@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-07-31","High","2018-05-22","Chicago","Completed","-","Manager","Call","0011U00000KuFluQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-07-31","Meeting","20190829135125753975","Income","Service","Call","Jemima Callahan","Moderately Inexperienced","2019-08-29","Mass Market","Allen Advisor","2. Between 50k and 250k","Event","Send Birthday Gift","allen.advisor@example.com"
"Chelsea Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-21","High","2018-03-07","New York","Completed","-","Manager","Call","0011U00000KuFlwQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-21","Call","20190829135125753975","Income","Client Retention","Call","Rae Morales","Moderately Experienced","2019-08-29","Retired","Mark Garet","1. Less than 50k","Event","Quarterly Earnings Summary","mark.garet@example.com"
"Brenda Banker","true","0051U000005L6eJQAS","Household","Customer","FL","2019-08-28","High","2018-04-14","Florida","Completed","-","Manager","Call","0011U00000KuFlzQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-28","Email","20190829135125753975","Growth","Prospecting","Call","Celeste Whitfield","Moderately Experienced","2019-08-29","Millennials","Chelsea Advisor","2. Between 50k and 250k","Event","Lunch Meeting","ryan.dobson@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-20","High","2019-04-20","San Francisco","Completed","-","Manager","Call","0011U00000KuFm0QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-20","Other","20190829135125753975","Balanced Growth","Prospecting","Call","Dean Griffith","Experienced","2019-08-29","Affluent Professionals","Brenda Banker","2. Between 50k and 250k","Event","Summit","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-27","High","2019-06-09","Chicago","Completed","-","Manager","Call","0011U00000KuFm2QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-27","Other","20190829135125753975","Balanced Growth","Onboarding","Call","Salvador Gonzalez","Moderately Experienced","2019-08-29","Millennials","Allen Advisor","1. Less than 50k","Event","Sync Up","allen.advisor@example.com"
