"Opportunity.IsWon","Campaign.Status","Parent.IsActive","Campaign.StartDate","Model.IsActive","Parent.Description","Opportunity.StageName","Campaign.UltimateParent.Name","Campaign.UltimateParent.UltimateParentId","Parent.Status","Campaign.IsActive","Contact.AccountId","Model.DeveloperName","Campaign.Description","Campaign.Type","Account.BillingCountry","Campaign.EndDate","Parent.StartDate","Opportunity.AccountId","Campaign.Name","Parent.RecordType.Name","Opportunity.ForecastCategoryName","ContactId","Parent.RecordTypeId","Parent.EndDate","CampaignId","OpportunityId","Parent.Type","ModelId","Opportunity.Name","Campaign.RecordTypeId","Opportunity.CloseDate","Parent.Name","Contact.Name","Campaign.UltimateParent.ParentCampaign.Name","Campaign.UltimateParent.CampaignParents","Model.MasterLabel","Campaign.ParentId","Account.Name","Campaign.RecordType.Name","Model.ModelType","Campaign.BudgetedCost","Parent.NumberOfContacts","Campaign.NumberOfLeads","Parent.NumberSent","Campaign.ActualCost","Campaign.NumberOfResponses","Parent.ExpectedResponse","Campaign.NumberSent","Parent.NumberOfConvertedLeads","Campaign.NumberOfContacts","Influence","Campaign.NumberOfOpportunities","Campaign.ExpectedResponse","Parent.NumberOfOpportunities","Parent.NumberOfResponses","RevenueShare","Parent.ActualCost","Parent.NumberOfLeads","Campaign.NumberOfWonOpportunities","Parent.NumberOfWonOpportunities","Campaign.NumberOfConvertedLeads","Parent.BudgetedCost","Opportunity.Amount"
"false","Completed","true","2020-03-16","true","Annual plan for all marketing campaigns at the company.","Closed Lost","Telemarketing Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BeAAJ","b2bmaLastTouchModel","Generate opportunities from direct outreach to cold prospects and inactive customers.","Direct Marketing","Switzerland","2020-04-15","2020-04-30","001f400000Pf9BeAAJ","Telemarketing Campaign","Parent Campaign","Omitted","003f400000OSTs4AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN5AAI","006f400000CKzn2AAD","Multi-Channel","03Vf4000000XnOsEAK","Permadyne - New Business - 23K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Laura Rossi","*Annual Marketing Plan","701f40000011dN5AAI","Last Touch Model","701f40000011dNHAAY","Permadyne GmbH, LTD","Child Campaign",4,10700,0,52,0,11630,78,0,0,0,29,25,4,0,0,0,5625,0,0,2,0,0,0,22500
"false","Completed","true","2020-04-10","true","Annual plan for all marketing campaigns at the company.","Closed Lost","Invitation to Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BeAAJ","b2bmaFirstTouchModel","Campaign designed to drive attendance at our Annual Customer Event.","Email","Switzerland","2020-05-10","2020-04-30","001f400000Pf9BeAAJ","Invitation to Annual Customer Conference","Parent Campaign","Omitted","003f400000OSTs4AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN2AAI","006f400000CKzn2AAD","Multi-Channel","03Vf4000000XnOrEAK","Permadyne - New Business - 23K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Laura Rossi","*Annual Marketing Plan","701f40000011dN2AAI","First Touch Model","701f40000011dNEAAY","Permadyne GmbH, LTD","Child Campaign",3,10000,0,95,0,15000,166,0,15000,0,85,25,5,5,0,0,5625,0,0,0,0,0,0,22500
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Closed Lost","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BeAAJ","b2bmaFirstTouchModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","Switzerland","2020-08-23","2020-04-30","001f400000Pf9BeAAJ","Annual Customer Conference","Parent Campaign","Omitted","003f400000OSTs4AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzn2AAD","Multi-Channel","03Vf4000000XnOrEAK","Permadyne - New Business - 23K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Laura Rossi","*Annual Marketing Plan","701f40000011dN3AAI","First Touch Model","701f40000011dNHAAY","Permadyne GmbH, LTD","Child Campaign",3,65000,0,22,0,54000,107,0,100000,0,92,25,7,0,0,0,5625,0,0,3,0,1,0,22500
"false","Completed","true","2020-03-16","true","Annual plan for all marketing campaigns at the company.","Closed Lost","Telemarketing Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BeAAJ","b2bmaFirstTouchModel","Generate opportunities from direct outreach to cold prospects and inactive customers.","Direct Marketing","Switzerland","2020-04-15","2020-04-30","001f400000Pf9BeAAJ","Telemarketing Campaign","Parent Campaign","Omitted","003f400000OSTs4AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN5AAI","006f400000CKzn2AAD","Multi-Channel","03Vf4000000XnOrEAK","Permadyne - New Business - 23K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Laura Rossi","*Annual Marketing Plan","701f40000011dN5AAI","First Touch Model","701f40000011dNHAAY","Permadyne GmbH, LTD","Child Campaign",3,10700,0,52,0,11630,78,0,0,0,29,25,4,0,0,0,5625,0,0,2,0,0,0,22500
"true","In Progress","true","2020-04-24","true","Annual plan for all marketing campaigns at the company.","Closed Won","Industry Websites Advertising","701f40000011dNIAAY","In Progress","true",,"primaryModel","Sponsored ads on industry websites to drive traffic to our own.","Web Marketing","USA","2020-05-24","2020-04-30","001f400000Pf9BTAAZ","Industry Websites Advertising","Parent Campaign","Closed",,"012f4000001BWl3AAG","2020-05-30","701f40000011dN1AAI","006f400000CKzigAAD","Multi-Channel","03Vf4000000XnOuEAK","Anaco Limited - Services - 73K","012f4000001BWl2AAG","2020-02-09","*Annual Marketing Plan",,"*Annual Marketing Plan","701f40000011dN1AAI","Salesforce Model","701f40000011dNFAAY","Anaco Limited","Child Campaign",1,55000,0,58,0,75000,63,0,1000,0,10,100,8,5,0,0,72500,0,0,2,0,0,0,72500
"false","In Progress","true","2020-04-24","true","Annual plan for all marketing campaigns at the company.","Discovery","Industry Websites Advertising","701f40000011dNIAAY","In Progress","true","001f400000Pf9BOAAZ","primaryModel","Sponsored ads on industry websites to drive traffic to our own.","Web Marketing","USA","2020-05-24","2020-04-30","001f400000Pf9BOAAZ","Industry Websites Advertising","Parent Campaign","Best Case","003f400000OSTrGAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN1AAI","006f400000CKznDAAT","Multi-Channel","03Vf4000000XnOuEAK","Valley Supply Inc. - Add-On Business - 28K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Ron Adkins","*Annual Marketing Plan","701f40000011dN1AAI","Salesforce Model","701f40000011dNFAAY","Valley Supply Inc.","Child Campaign",1,55000,0,58,0,75000,63,0,1000,0,10,0,8,5,0,0,0,0,0,2,0,0,0,28000
"false","Completed","true","2020-02-15","true","Annual plan for all marketing campaigns at the company.","Discovery","Best Practices Webinar","701f40000011dNIAAY","In Progress","true","001f400000Pf9BOAAZ","primaryModel","Webinar to establish ourselves as experts in the field, attract new prospects and more deeply engage customers.","Web Marketing","USA","2020-03-16","2020-04-30","001f400000Pf9BOAAZ","Best Practices Webinar","Parent Campaign","Best Case","003f400000OSTrGAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dNBAAY","006f400000CKznDAAT","Multi-Channel","03Vf4000000XnOuEAK","Valley Supply Inc. - Add-On Business - 28K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Ron Adkins","*Annual Marketing Plan","701f40000011dNBAAY","Salesforce Model","701f40000011dNHAAY","Valley Supply Inc.","Child Campaign",1,15000,0,34,0,17850,50,0,50,0,16,0,4,0,0,0,0,0,0,2,0,0,0,28000
"false","In Progress","true","2020-04-24","true","Annual plan for all marketing campaigns at the company.","Discovery","Industry Websites Advertising","701f40000011dNIAAY","In Progress","true","001f400000Pf9BOAAZ","b2bmaEvenDistributionModel","Sponsored ads on industry websites to drive traffic to our own.","Web Marketing","USA","2020-05-24","2020-04-30","001f400000Pf9BOAAZ","Industry Websites Advertising","Parent Campaign","Best Case","003f400000OSTrGAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN1AAI","006f400000CKznDAAT","Multi-Channel","03Vf4000000XnOtEAK","Valley Supply Inc. - Add-On Business - 28K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Ron Adkins","*Annual Marketing Plan","701f40000011dN1AAI","Even Distribution Model","701f40000011dNFAAY","Valley Supply Inc.","Child Campaign",5,55000,0,58,0,75000,63,0,1000,0,10,16.67,8,5,0,0,4667.6,0,0,2,0,0,0,28000
"false","Completed","true","2020-02-15","true","Annual plan for all marketing campaigns at the company.","Discovery","Best Practices Webinar","701f40000011dNIAAY","In Progress","true","001f400000Pf9BOAAZ","b2bmaEvenDistributionModel","Webinar to establish ourselves as experts in the field, attract new prospects and more deeply engage customers.","Web Marketing","USA","2020-03-16","2020-04-30","001f400000Pf9BOAAZ","Best Practices Webinar","Parent Campaign","Best Case","003f400000OSTrGAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dNBAAY","006f400000CKznDAAT","Multi-Channel","03Vf4000000XnOtEAK","Valley Supply Inc. - Add-On Business - 28K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Ron Adkins","*Annual Marketing Plan","701f40000011dNBAAY","Even Distribution Model","701f40000011dNHAAY","Valley Supply Inc.","Child Campaign",5,15000,0,34,0,17850,50,0,50,0,16,16.67,4,0,0,0,4667.6,0,0,2,0,0,0,28000
"false","In Progress","true","2020-04-24","true","Annual plan for all marketing campaigns at the company.","Discovery","Industry Websites Advertising","701f40000011dNIAAY","In Progress","true","001f400000Pf9BOAAZ","b2bmaLastTouchModel","Sponsored ads on industry websites to drive traffic to our own.","Web Marketing","USA","2020-05-24","2020-04-30","001f400000Pf9BOAAZ","Industry Websites Advertising","Parent Campaign","Best Case","003f400000OSTrGAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN1AAI","006f400000CKznDAAT","Multi-Channel","03Vf4000000XnOsEAK","Valley Supply Inc. - Add-On Business - 28K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Ron Adkins","*Annual Marketing Plan","701f40000011dN1AAI","Last Touch Model","701f40000011dNFAAY","Valley Supply Inc.","Child Campaign",4,55000,0,58,0,75000,63,0,1000,0,10,16.67,8,5,0,0,4667.6,0,0,2,0,0,0,28000
"false","Completed","true","2020-04-10","true","Annual plan for all marketing campaigns at the company.","Discovery","Invitation to Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BOAAZ","b2bmaLastTouchModel","Campaign designed to drive attendance at our Annual Customer Event.","Email","USA","2020-05-10","2020-04-30","001f400000Pf9BOAAZ","Invitation to Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTrGAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN2AAI","006f400000CKznDAAT","Multi-Channel","03Vf4000000XnOsEAK","Valley Supply Inc. - Add-On Business - 28K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Ron Adkins","*Annual Marketing Plan","701f40000011dN2AAI","Last Touch Model","701f40000011dNEAAY","Valley Supply Inc.","Child Campaign",4,10000,0,95,0,15000,166,0,15000,0,85,16.67,5,5,0,0,4667.6,0,0,0,0,0,0,28000
"false","Completed","true","2020-03-16","true","Annual plan for all marketing campaigns at the company.","Discovery","Telemarketing Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BOAAZ","b2bmaLastTouchModel","Generate opportunities from direct outreach to cold prospects and inactive customers.","Direct Marketing","USA","2020-04-15","2020-04-30","001f400000Pf9BOAAZ","Telemarketing Campaign","Parent Campaign","Best Case","003f400000OSTrGAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN5AAI","006f400000CKznDAAT","Multi-Channel","03Vf4000000XnOsEAK","Valley Supply Inc. - Add-On Business - 28K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Ron Adkins","*Annual Marketing Plan","701f40000011dN5AAI","Last Touch Model","701f40000011dNHAAY","Valley Supply Inc.","Child Campaign",4,10700,0,52,0,11630,78,0,0,0,29,16.67,4,0,0,0,4667.6,0,0,2,0,0,0,28000
"false","Completed","true","2020-01-26","true","Annual plan for all marketing campaigns at the company.","Discovery","New Customer Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BOAAZ","b2bmaLastTouchModel","C- and VP-level lunch with special guest speaker to raise awareness and drive deeper customer engagement.","Event","USA","2020-02-25","2020-04-30","001f400000Pf9BOAAZ","New Customer Campaign","Parent Campaign","Best Case","003f400000OSTrGAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN7AAI","006f400000CKznDAAT","Multi-Channel","03Vf4000000XnOsEAK","Valley Supply Inc. - Add-On Business - 28K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Ron Adkins","*Annual Marketing Plan","701f40000011dN7AAI","Last Touch Model","701f40000011dNHAAY","Valley Supply Inc.","Child Campaign",4,15500,0,16,0,15300,30,0,0,0,17,16.67,5,0,0,0,4667.6,0,0,1,0,0,0,28000
"false","Completed","true","2020-02-15","true","Annual plan for all marketing campaigns at the company.","Discovery","Best Practices Webinar","701f40000011dNIAAY","In Progress","true","001f400000Pf9BOAAZ","b2bmaLastTouchModel","Webinar to establish ourselves as experts in the field, attract new prospects and more deeply engage customers.","Web Marketing","USA","2020-03-16","2020-04-30","001f400000Pf9BOAAZ","Best Practices Webinar","Parent Campaign","Best Case","003f400000OSTrGAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dNBAAY","006f400000CKznDAAT","Multi-Channel","03Vf4000000XnOsEAK","Valley Supply Inc. - Add-On Business - 28K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Ron Adkins","*Annual Marketing Plan","701f40000011dNBAAY","Last Touch Model","701f40000011dNHAAY","Valley Supply Inc.","Child Campaign",4,15000,0,34,0,17850,50,0,50,0,16,16.67,4,0,0,0,4667.6,0,0,2,0,0,0,28000
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Proposal/Quote","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BEAAZ","b2bmaLastTouchModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","USA","2020-08-23","2020-04-30","001f400000Pf9BEAAZ","Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTr1AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzlgAAD","Multi-Channel","03Vf4000000XnOsEAK","Green Fields Media - Add-On Business - 63K","012f4000001BWl2AAG","2020-05-22","*Annual Marketing Plan","Wes Chopra","*Annual Marketing Plan","701f40000011dN3AAI","Last Touch Model","701f40000011dNHAAY","Green Fields Media","Child Campaign",4,65000,0,22,0,54000,107,0,100000,0,92,12.5,7,0,0,0,7875,0,0,3,0,1,0,63000
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Proposal/Quote","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BEAAZ","b2bmaLastTouchModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","USA","2020-08-23","2020-04-30","001f400000Pf9BEAAZ","Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTsXAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzlgAAD","Multi-Channel","03Vf4000000XnOsEAK","Green Fields Media - Add-On Business - 63K","012f4000001BWl2AAG","2020-05-22","*Annual Marketing Plan","Jason Brennaman","*Annual Marketing Plan","701f40000011dN3AAI","Last Touch Model","701f40000011dNHAAY","Green Fields Media","Child Campaign",4,65000,0,22,0,54000,107,0,100000,0,92,12.5,7,0,0,0,7875,0,0,3,0,1,0,63000
"false","Completed","true","2020-03-16","true","Annual plan for all marketing campaigns at the company.","Proposal/Quote","Telemarketing Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BEAAZ","b2bmaLastTouchModel","Generate opportunities from direct outreach to cold prospects and inactive customers.","Direct Marketing","USA","2020-04-15","2020-04-30","001f400000Pf9BEAAZ","Telemarketing Campaign","Parent Campaign","Best Case","003f400000OSTr1AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN5AAI","006f400000CKzlgAAD","Multi-Channel","03Vf4000000XnOsEAK","Green Fields Media - Add-On Business - 63K","012f4000001BWl2AAG","2020-05-22","*Annual Marketing Plan","Wes Chopra","*Annual Marketing Plan","701f40000011dN5AAI","Last Touch Model","701f40000011dNHAAY","Green Fields Media","Child Campaign",4,10700,0,52,0,11630,78,0,0,0,29,25,4,0,0,0,15750,0,0,2,0,0,0,63000
"false","In Progress","true","2020-04-22","true","Annual plan for all marketing campaigns at the company.","Proposal/Quote","Referral Program Launch","701f40000011dNIAAY","In Progress","true","001f400000Pf9BEAAZ","b2bmaLastTouchModel","Email campaign encouraging referrals from current customers by providing discounts and incentives.","Email","USA","2020-05-22","2020-04-30","001f400000Pf9BEAAZ","Referral Program Launch","Parent Campaign","Best Case","003f400000OSTsXAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dNAAAY","006f400000CKzlgAAD","Multi-Channel","03Vf4000000XnOsEAK","Green Fields Media - Add-On Business - 63K","012f4000001BWl2AAG","2020-05-22","*Annual Marketing Plan","Jason Brennaman","*Annual Marketing Plan","701f40000011dNAAAY","Last Touch Model","701f40000011dNEAAY","Green Fields Media","Child Campaign",4,35000,0,56,0,33000,55,0,18575,0,10,25,12,0,0,0,15750,0,0,5,0,9,0,63000
"false","In Progress","true","2020-04-24","true","Annual plan for all marketing campaigns at the company.","Discovery","Industry Websites Advertising","701f40000011dNIAAY","In Progress","true","001f400000Pf9BOAAZ","b2bmaFirstTouchModel","Sponsored ads on industry websites to drive traffic to our own.","Web Marketing","USA","2020-05-24","2020-04-30","001f400000Pf9BOAAZ","Industry Websites Advertising","Parent Campaign","Best Case","003f400000OSTrGAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN1AAI","006f400000CKznDAAT","Multi-Channel","03Vf4000000XnOrEAK","Valley Supply Inc. - Add-On Business - 28K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Ron Adkins","*Annual Marketing Plan","701f40000011dN1AAI","First Touch Model","701f40000011dNFAAY","Valley Supply Inc.","Child Campaign",3,55000,0,58,0,75000,63,0,1000,0,10,16.67,8,5,0,0,4667.6,0,0,2,0,0,0,28000
"false","Completed","true","2020-04-10","true","Annual plan for all marketing campaigns at the company.","Discovery","Invitation to Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BOAAZ","b2bmaFirstTouchModel","Campaign designed to drive attendance at our Annual Customer Event.","Email","USA","2020-05-10","2020-04-30","001f400000Pf9BOAAZ","Invitation to Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTrGAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN2AAI","006f400000CKznDAAT","Multi-Channel","03Vf4000000XnOrEAK","Valley Supply Inc. - Add-On Business - 28K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Ron Adkins","*Annual Marketing Plan","701f40000011dN2AAI","First Touch Model","701f40000011dNEAAY","Valley Supply Inc.","Child Campaign",3,10000,0,95,0,15000,166,0,15000,0,85,16.67,5,5,0,0,4667.6,0,0,0,0,0,0,28000
"false","Completed","true","2020-03-16","true","Annual plan for all marketing campaigns at the company.","Discovery","Telemarketing Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BOAAZ","b2bmaFirstTouchModel","Generate opportunities from direct outreach to cold prospects and inactive customers.","Direct Marketing","USA","2020-04-15","2020-04-30","001f400000Pf9BOAAZ","Telemarketing Campaign","Parent Campaign","Best Case","003f400000OSTrGAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN5AAI","006f400000CKznDAAT","Multi-Channel","03Vf4000000XnOrEAK","Valley Supply Inc. - Add-On Business - 28K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Ron Adkins","*Annual Marketing Plan","701f40000011dN5AAI","First Touch Model","701f40000011dNHAAY","Valley Supply Inc.","Child Campaign",3,10700,0,52,0,11630,78,0,0,0,29,16.67,4,0,0,0,4667.6,0,0,2,0,0,0,28000
"false","Planned","true","2020-06-04","true","Annual plan for all marketing campaigns at the company.","Discovery","Twitter Inbound Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BOAAZ","b2bmaFirstTouchModel","Engage customers who tweet our company's official Twitter handle.","Social Media","USA","2020-07-04","2020-04-30","001f400000Pf9BOAAZ","Twitter Inbound Campaign","Parent Campaign","Best Case","003f400000OSTrGAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN6AAI","006f400000CKznDAAT","Multi-Channel","03Vf4000000XnOrEAK","Valley Supply Inc. - Add-On Business - 28K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Ron Adkins","*Annual Marketing Plan","701f40000011dN6AAI","First Touch Model","701f40000011dNGAAY","Valley Supply Inc.","Child Campaign",3,12000,0,0,0,11400,26,0,0,0,41,16.67,5,0,0,0,4667.6,0,0,1,0,0,0,28000
"false","Completed","true","2020-02-15","true","Annual plan for all marketing campaigns at the company.","Discovery","Best Practices Webinar","701f40000011dNIAAY","In Progress","true","001f400000Pf9BOAAZ","b2bmaFirstTouchModel","Webinar to establish ourselves as experts in the field, attract new prospects and more deeply engage customers.","Web Marketing","USA","2020-03-16","2020-04-30","001f400000Pf9BOAAZ","Best Practices Webinar","Parent Campaign","Best Case","003f400000OSTrGAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dNBAAY","006f400000CKznDAAT","Multi-Channel","03Vf4000000XnOrEAK","Valley Supply Inc. - Add-On Business - 28K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Ron Adkins","*Annual Marketing Plan","701f40000011dNBAAY","First Touch Model","701f40000011dNHAAY","Valley Supply Inc.","Child Campaign",3,15000,0,34,0,17850,50,0,50,0,16,16.67,4,0,0,0,4667.6,0,0,2,0,0,0,28000
"false","Completed","true","2020-04-10","true","Annual plan for all marketing campaigns at the company.","Proposal/Quote","Invitation to Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BEAAZ","b2bmaFirstTouchModel","Campaign designed to drive attendance at our Annual Customer Event.","Email","USA","2020-05-10","2020-04-30","001f400000Pf9BEAAZ","Invitation to Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTr1AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN2AAI","006f400000CKzlgAAD","Multi-Channel","03Vf4000000XnOrEAK","Green Fields Media - Add-On Business - 63K","012f4000001BWl2AAG","2020-05-22","*Annual Marketing Plan","Wes Chopra","*Annual Marketing Plan","701f40000011dN2AAI","First Touch Model","701f40000011dNEAAY","Green Fields Media","Child Campaign",3,10000,0,95,0,15000,166,0,15000,0,85,12.5,5,5,0,0,7875,0,0,0,0,0,0,63000
"false","Completed","true","2020-04-10","true","Annual plan for all marketing campaigns at the company.","Proposal/Quote","Invitation to Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BEAAZ","b2bmaFirstTouchModel","Campaign designed to drive attendance at our Annual Customer Event.","Email","USA","2020-05-10","2020-04-30","001f400000Pf9BEAAZ","Invitation to Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTsXAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN2AAI","006f400000CKzlgAAD","Multi-Channel","03Vf4000000XnOrEAK","Green Fields Media - Add-On Business - 63K","012f4000001BWl2AAG","2020-05-22","*Annual Marketing Plan","Jason Brennaman","*Annual Marketing Plan","701f40000011dN2AAI","First Touch Model","701f40000011dNEAAY","Green Fields Media","Child Campaign",3,10000,0,95,0,15000,166,0,15000,0,85,12.5,5,5,0,0,7875,0,0,0,0,0,0,63000
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Proposal/Quote","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BEAAZ","b2bmaFirstTouchModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","USA","2020-08-23","2020-04-30","001f400000Pf9BEAAZ","Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTr1AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzlgAAD","Multi-Channel","03Vf4000000XnOrEAK","Green Fields Media - Add-On Business - 63K","012f4000001BWl2AAG","2020-05-22","*Annual Marketing Plan","Wes Chopra","*Annual Marketing Plan","701f40000011dN3AAI","First Touch Model","701f40000011dNHAAY","Green Fields Media","Child Campaign",3,65000,0,22,0,54000,107,0,100000,0,92,12.5,7,0,0,0,7875,0,0,3,0,1,0,63000
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Proposal/Quote","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BEAAZ","b2bmaFirstTouchModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","USA","2020-08-23","2020-04-30","001f400000Pf9BEAAZ","Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTsXAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzlgAAD","Multi-Channel","03Vf4000000XnOrEAK","Green Fields Media - Add-On Business - 63K","012f4000001BWl2AAG","2020-05-22","*Annual Marketing Plan","Jason Brennaman","*Annual Marketing Plan","701f40000011dN3AAI","First Touch Model","701f40000011dNHAAY","Green Fields Media","Child Campaign",3,65000,0,22,0,54000,107,0,100000,0,92,12.5,7,0,0,0,7875,0,0,3,0,1,0,63000
"false","Completed","true","2020-03-16","true","Annual plan for all marketing campaigns at the company.","Proposal/Quote","Telemarketing Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BEAAZ","b2bmaFirstTouchModel","Generate opportunities from direct outreach to cold prospects and inactive customers.","Direct Marketing","USA","2020-04-15","2020-04-30","001f400000Pf9BEAAZ","Telemarketing Campaign","Parent Campaign","Best Case","003f400000OSTr1AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN5AAI","006f400000CKzlgAAD","Multi-Channel","03Vf4000000XnOrEAK","Green Fields Media - Add-On Business - 63K","012f4000001BWl2AAG","2020-05-22","*Annual Marketing Plan","Wes Chopra","*Annual Marketing Plan","701f40000011dN5AAI","First Touch Model","701f40000011dNHAAY","Green Fields Media","Child Campaign",3,10700,0,52,0,11630,78,0,0,0,29,25,4,0,0,0,15750,0,0,2,0,0,0,63000
"true","Completed","true","2020-02-25","true","Annual plan for all marketing campaigns at the company.","Closed Won","Web-to-Lead Campaign","701f40000011dNIAAY","In Progress","true",,"primaryModel","Follow up with customers who fill out a web-to-lead form to access materials on our website.","Web Marketing","USA","2020-03-26","2020-04-30","001f400000Pf9BWAAZ","Web-to-Lead Campaign","Parent Campaign","Closed",,"012f4000001BWl3AAG","2020-05-30","701f40000011dN0AAI","006f400000CKzj6AAD","Multi-Channel","03Vf4000000XnOuEAK","Big Sky & Sons - New Business - 24K","012f4000001BWl2AAG","2019-07-20","*Annual Marketing Plan",,"*Annual Marketing Plan","701f40000011dN0AAI","Salesforce Model","701f40000011dNFAAY","Big Sky & Sons","Child Campaign",1,20000,0,25,0,21000,29,0,0,0,4,100,10,0,0,0,24000,0,0,3,0,0,0,24000
