"OWNERUNIQUEUSERNAME","OWNERID","PRIMARYCONTACTGENDER","OWNERSTATE","AGEBUCKET","SERVICEMODEL","INVESTMENTOBJECTIVES","CREATEDDATE","OWNERCITY","STATUS","MARKETINGSEGMENT","RELATIONSHIPSTARTDATE","RECORDTYPENAME","OWNERROLENAME","BALANCEBUCKET","BILLINGSTREET","OWNERSMALLPHOTOURL","ID","INVESTMENTEXPERIENCE","BILLINGCITY","ANALYTICSDEMO_BATCH_ID_C","BILLINGSTATE","CLIENTCATEGORYCUSTOM","LastProcessedDate","LASTINTERACTION","NEXTREVIEW","PRIMARYCONTACTEMAIL","OWNERNAME","NAME","BILLINGCOUNTRY","RATING","YEARSSINCECLIENTBUCKET","CUSTOMERSEGMENT","OWNEREMAIL","OWNERSHIP","YEARSTARTED","PRIMARYCONTACTAGE","DAYSSINCELASTINTERACTION","YEARSSINCECLIENT","PRIMARYCONTACTANNUALINCOME"
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","3. 30-49","Tier 2","Balanced Growth","2018-11-28","Florida","Active","Mass Market","2015-04-07","Individual","Manager","2. Between 50k and 250k","665 Stephen Stravenue","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFjNQAV","Experienced","Lake Audrey","20190823114923194298","TX","1 - Platinum","2019-10-07","2019-07-26","2018-05-04","user-755@fsc-demo.com","Chelsea Advisor","Callum Mccullough","USA","Cool","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Private",1977,47,27,2016,216172
"Brenda Banker","0051U000005L4E9QAK","Female","CA","4. 50-69","Tier 2","Aggressive Growth","2018-07-26","San Francisco","Onboarding","High Net Worth Families","2019-03-15","Person Account","Manager","1. Less than 50k","684 Darryl Wall","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFjOQAV","Moderately Experienced","Yolandamouth","20190823114923194298","NY","3 - Silver","2019-10-07","2018-11-02","2019-08-17","user-756@fsc-demo.com","Brenda Banker","Ora Snider","USA","Hot","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Subsidiary",1958,58,294,2019,132301
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","3. 30-49","Tier 1","Balanced Growth","2018-05-04","Florida","Active","Millennials","2016-01-04","Individual","Manager","1. Less than 50k","45368 William Ferry","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFjPQAV","Moderately Experienced","Haynesburgh","20190823114923194298","CA","2 - Gold","2019-10-07","2018-07-05","2018-10-16","user-757@fsc-demo.com","Chelsea Advisor","Solomon Santos","USA","Cool","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Private",1912,48,413,2018,144423
"Mark Garet","0051U000005KhW6QAK","Male","NY","2. 18-29","Tier 2","Income","2018-12-21","New York","Prospect","Millennials","2016-05-27","Person Account","Manager","2. Between 50k and 250k","063 Avila Fork","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFjQQAV","Moderately Inexperienced","Port Juliamouth","20190823114923194298","CA","5 - Standard","2019-10-07","2019-06-03","2018-12-07","user-758@fsc-demo.com","Mark Garet","Janna Black","USA","Warm","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Private",1894,19,80,2018,79808
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","3. 30-49","Tier 3","Income","2019-06-20","Florida","Active","Mass Market","2017-08-13","Person Account","Manager","1. Less than 50k","532 Brett Mill","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFjRQAV","Moderately Experienced","Robertstad","20190823114923194298","TX","3 - Silver","2019-10-07","2019-07-16","2019-05-12","user-759@fsc-demo.com","Chelsea Advisor","Abel Hicks","USA","Warm","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Public",1960,31,38,2018,96667
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","4. 50-69","Tier 2","Growth","2019-07-30","Florida","Active","High Net Worth Families","2010-01-01","Person Account","Manager","2. Between 50k and 250k","21712 Susan Glens","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFjSQAV","Moderately Inexperienced","Alifort","20190823114923194298","CA","3 - Silver","2019-10-07","2019-08-16","2018-08-09","user-760@fsc-demo.com","Chelsea Advisor","Sage Gamble","USA","Warm","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Other",1961,64,7,2016,163180
"Brenda Banker","0051U000005L4E9QAK","Female","CA","5. > 69","Tier 1","Aggressive Growth","2019-06-12","San Francisco","Active","Millennials","2012-05-20","Household","Manager","2. Between 50k and 250k","44327 Jessica Gateway","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFjTQAV","Moderately Experienced","Berrytown","20190823114923194298","CA","5 - Standard","2019-10-07","2019-07-04","2019-02-15","user-761@fsc-demo.com","Brenda Banker","Uriah Huffman","USA","Cool","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Public",1930,72,50,2016,61533
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","4. 50-69","Tier 3","Aggressive Growth","2019-08-09","Florida","Active","Retired","2016-04-15","Person Account","Manager","2. Between 50k and 250k","14223 Kaitlin Field","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFjUQAV","Moderately Experienced","East Veronica","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-08-18","2019-01-14","user-762@fsc-demo.com","Chelsea Advisor","Fay Bright","USA","Warm","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Public",1953,51,5,2018,85776
"Allen Advisor","0051U000005JQyrQAG","Male","IL","4. 50-69","Tier 2","Aggressive Growth","2019-06-25","Chicago","Active","High Net Worth Families","2017-01-10","Household","Manager","1. Less than 50k","85960 Johnson Forge","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFjVQAV","Experienced","Lake Matthew","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-07-14","2018-06-24","user-763@fsc-demo.com","Allen Advisor","Xenos Sharpe","USA","Warm","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Subsidiary",2005,67,39,2019,95271
"Brenda Banker","0051U000005L4E9QAK","Female","CA","3. 30-49","Tier 3","Balanced Growth","2019-03-11","San Francisco","Onboarding","High Net Worth Families","2015-10-02","Person Account","Manager","2. Between 50k and 250k","40520 Stephanie Knolls","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFjWQAV","Experienced","South Williamton","20190823114923194298","FL","5 - Standard","2019-10-07","2019-08-05","2018-09-01","user-764@fsc-demo.com","Brenda Banker","Belle Valentine","USA","Warm","6. Greater than 15Y","Mass Affluent","sunil.dixit@example.com","Other",1914,34,18,2016,162664
"Brenda Banker","0051U000005L4E9QAK","Male","CA","2. 18-29","Tier 1","Growth","2019-05-15","San Francisco","Active","Retired","2015-02-24","Household","Manager","1. Less than 50k","4591 Christopher Park","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFjXQAV","Experienced","Kristenfurt","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-06-15","2018-08-30","user-765@fsc-demo.com","Brenda Banker","Reese Wynn","USA","Hot","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Private",1948,19,69,2018,176554
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","5. > 69","Tier 1","Income","2018-10-09","Florida","Active","Millennials","2014-06-09","Individual","Manager","1. Less than 50k","8987 Belinda Lakes","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFjYQAV","Moderately Experienced","Port Logan","20190823114923194298","NY","1 - Platinum","2019-10-07","2019-07-10","2019-01-22","user-766@fsc-demo.com","Chelsea Advisor","Larissa Albert","USA","Warm","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Private",1982,72,44,2015,188738
"Allen Advisor","0051U000005JQyrQAG","Male","IL","3. 30-49","Tier 2","Growth","2018-11-05","Chicago","Active","Millennials","2017-02-19","Person Account","Manager","2. Between 50k and 250k","19515 Cohen Road","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFjZQAV","Inexperienced","Raymondburgh","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-07-25","2019-08-12","user-767@fsc-demo.com","Allen Advisor","Mufutau Charles","USA","Warm","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Other",1909,38,28,2018,234355
"Mark Garet","0051U000005KhW6QAK","Male","NY","4. 50-69","Tier 2","Aggressive Growth","2019-07-21","New York","Active","Retired","2017-12-06","Person Account","Manager","2. Between 50k and 250k","7570 James Road","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFjaQAF","Moderately Experienced","Sellersfurt","20190823114923194298","CA","5 - Standard","2019-10-07","2019-07-27","2019-01-04","user-768@fsc-demo.com","Mark Garet","Jordan Pope","USA","Warm","6. Greater than 15Y","Mass Affluent","mark.garet@example.com","Other",1924,69,26,2018,234489
"Allen Advisor","0051U000005JQyrQAG","Male","IL","4. 50-69","Tier 2","Growth","2018-08-24","Chicago","Onboarding","Mass Market","2012-10-12","Household","Manager","2. Between 50k and 250k","68353 Robert Rue","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFjbQAF","Moderately Experienced","Cantrellside","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-06-03","2018-04-30","user-769@fsc-demo.com","Allen Advisor","Allegra Kennedy","USA","Hot","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Other",1954,54,81,2014,185619
"Mark Garet","0051U000005KhW6QAK","Female","NY","2. 18-29","Tier 2","Balanced Growth","2019-05-29","New York","Active","High Net Worth Families","2017-08-13","Person Account","Manager","1. Less than 50k","86703 Savage Fork","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFjcQAF","Moderately Inexperienced","Grayfort","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-06-24","2019-01-01","user-770@fsc-demo.com","Mark Garet","Quintessa Spence","USA","Warm","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Public",1982,24,60,2017,140947
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","3. 30-49","Tier 2","Aggressive Growth","2019-03-10","Florida","Active","Millennials","2015-04-11","Person Account","Manager","1. Less than 50k","9794 Kennedy Squares","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFjdQAF","Moderately Experienced","South Lisahaven","20190823114923194298","NY","2 - Gold","2019-10-07","2019-04-11","2018-03-06","user-771@fsc-demo.com","Chelsea Advisor","Latifah Riggs","USA","Cool","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Private",1998,33,133,2016,58445
"Brenda Banker","0051U000005L4E9QAK","Male","CA","2. 18-29","Tier 2","Aggressive Growth","2019-01-29","San Francisco","Active","High Net Worth Families","2012-03-30","Person Account","Manager","2. Between 50k and 250k","30097 Nichols Viaduct","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFjeQAF","Moderately Experienced","Port Matthew","20190823114923194298","NY","3 - Silver","2019-10-07","2019-02-15","2018-03-29","user-772@fsc-demo.com","Brenda Banker","Zachery Le","USA","Hot","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Public",1990,22,188,2013,113826
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","1. < 18","Tier 1","Balanced Growth","2019-01-06","Florida","Onboarding","Millennials","2010-07-04","Individual","Manager","1. Less than 50k","48547 Hartman Views","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFjfQAF","Inexperienced","North Stephanie","20190823114923194298","CA","5 - Standard","2019-10-07","2019-03-25","2019-04-25","user-773@fsc-demo.com","Chelsea Advisor","Rafael Green","USA","Warm","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Subsidiary",1952,17,150,2013,172774
"Brenda Banker","0051U000005L4E9QAK","Female","CA","4. 50-69","Tier 2","Aggressive Growth","2018-12-24","San Francisco","Prospect","Mass Market","2018-10-16","Person Account","Manager","2. Between 50k and 250k","240 Ethan Landing","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFjgQAF","Inexperienced","Kristinchester","20190823114923194298","CA","2 - Gold","2019-10-07","2019-03-13","2019-07-09","user-774@fsc-demo.com","Brenda Banker","Xyla Brennan","USA","Hot","6. Greater than 15Y","Mass Affluent","sunil.dixit@example.com","Public",1973,57,162,2019,110124
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","4. 50-69","Tier 1","Income","2019-06-25","Florida","Active","Affluent Professionals","2016-05-05","Individual","Manager","2. Between 50k and 250k","0149 Smith Freeway","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFjhQAF","Moderately Experienced","Thomasfurt","20190823114923194298","NY","2 - Gold","2019-10-07","2019-07-03","2018-07-05","user-775@fsc-demo.com","Chelsea Advisor","Kameko Bass","USA","Hot","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Private",1913,51,51,2017,154469
"Brenda Banker","0051U000005L4E9QAK","Female","CA","4. 50-69","Tier 2","Balanced Growth","2018-11-03","San Francisco","Active","Millennials","2019-08-23","Person Account","Manager","2. Between 50k and 250k","18544 Lopez Flat","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFjiQAF","Moderately Experienced","Davidburgh","20190823114923194298","NY","3 - Silver","2019-10-07","2019-07-24","2019-02-03","user-776@fsc-demo.com","Brenda Banker","Imani Owen","USA","Cool","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Private",2004,56,29,2019,161102
"Mark Garet","0051U000005KhW6QAK","Female","NY","3. 30-49","Tier 2","Growth","2019-08-07","New York","Active","High Net Worth Families","2013-12-11","Person Account","Manager","2. Between 50k and 250k","169 Peggy Flat","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFjjQAF","Inexperienced","North Michaelland","20190823114923194298","NY","3 - Silver","2019-10-07","2019-08-10","2018-08-24","user-777@fsc-demo.com","Mark Garet","Tiger Smith","USA","Hot","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Public",1889,41,13,2017,139953
"Brenda Banker","0051U000005L4E9QAK","Female","CA","4. 50-69","Tier 1","Balanced Growth","2018-09-10","San Francisco","Active","Affluent Professionals","2010-07-01","Person Account","Manager","2. Between 50k and 250k","926 Ross Cliffs","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFjkQAF","Inexperienced","Christineton","20190823114923194298","NY","5 - Standard","2019-10-07","2018-11-28","2019-04-14","user-778@fsc-demo.com","Brenda Banker","Vera Hooper","USA","Hot","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Other",1911,69,267,2018,182414
"Brenda Banker","0051U000005L4E9QAK","Female","CA","4. 50-69","Tier 2","Aggressive Growth","2018-04-11","San Francisco","Onboarding","Affluent Professionals","2013-07-15","Household","Manager","2. Between 50k and 250k","488 Glenn Manors","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFjlQAF","Moderately Inexperienced","Ramireztown","20190823114923194298","CA","5 - Standard","2019-10-07","2019-07-20","2019-01-28","user-779@fsc-demo.com","Brenda Banker","Tara Cox","USA","Hot","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Subsidiary",2004,56,34,2017,168313
"Allen Advisor","0051U000005JQyrQAG","Male","IL","2. 18-29","Tier 3","Aggressive Growth","2018-07-06","Chicago","Active","Affluent Professionals","2016-02-23","Person Account","Manager","1. Less than 50k","5550 Taylor Hill","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFjmQAF","Inexperienced","East Williamville","20190823114923194298","NY","2 - Gold","2019-10-07","2019-08-17","2018-08-12","user-780@fsc-demo.com","Allen Advisor","Leah Wood","USA","Warm","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Public",1895,19,6,2016,192864
"Brenda Banker","0051U000005L4E9QAK","Female","CA","5. > 69","Tier 2","Balanced Growth","2019-01-31","San Francisco","Prospect","Millennials","2009-10-02","Household","Manager","1. Less than 50k","05320 Hall Locks","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFjnQAF","Moderately Inexperienced","Mitchellmouth","20190823114923194298","CA","5 - Standard","2019-10-07","2019-08-12","2018-04-30","user-781@fsc-demo.com","Brenda Banker","Zena Nguyen","USA","Hot","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Private",1895,72,11,2014,54821
"Allen Advisor","0051U000005JQyrQAG","Male","IL","4. 50-69","Tier 3","Aggressive Growth","2019-02-03","Chicago","Active","Millennials","2018-08-22","Individual","Manager","2. Between 50k and 250k","546 Cohen Camp","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFjoQAF","Inexperienced","East Kyliehaven","20190823114923194298","NY","3 - Silver","2019-10-07","2019-02-03","2019-06-27","user-782@fsc-demo.com","Allen Advisor","Rina Tillman","USA","Hot","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Private",1952,59,201,2018,88420
"Allen Advisor","0051U000005JQyrQAG","Female","IL","2. 18-29","Tier 3","Income","2018-12-11","Chicago","Active","Millennials","2018-10-09","Individual","Manager","1. Less than 50k","1512 Courtney Street","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFjpQAF","Moderately Experienced","East Aaron","20190823114923194298","CA","2 - Gold","2019-10-07","2019-04-14","2018-05-24","user-783@fsc-demo.com","Allen Advisor","Suki Sanford","USA","Hot","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Private",1977,19,131,2019,109160
"Allen Advisor","0051U000005JQyrQAG","Male","IL","3. 30-49","Tier 1","Growth","2018-05-11","Chicago","Active","High Net Worth Families","2010-11-16","Person Account","Manager","2. Between 50k and 250k","11147 Bennett Fort","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFjqQAF","Moderately Experienced","Harrisfort","20190823114923194298","CA","3 - Silver","2019-10-07","2018-07-20","2019-02-04","user-784@fsc-demo.com","Allen Advisor","Angelica Gaines","USA","Hot","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Private",1909,39,399,2015,167913
"Allen Advisor","0051U000005JQyrQAG","Female","IL","5. > 69","Tier 3","Income","2018-11-14","Chicago","Active","Mass Market","2018-08-24","Person Account","Manager","1. Less than 50k","1622 Bryan Street","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFjrQAF","Moderately Experienced","West Kelly","20190823114923194298","NY","2 - Gold","2019-10-07","2019-01-10","2019-06-06","user-785@fsc-demo.com","Allen Advisor","Jared Blevins","USA","Cool","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Private",1939,76,225,2019,170739
"Brenda Banker","0051U000005L4E9QAK","Female","CA","5. > 69","Tier 1","Growth","2019-04-25","San Francisco","Active","Affluent Professionals","2016-09-26","Person Account","Manager","2. Between 50k and 250k","376 Tiffany Motorway","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFjsQAF","Inexperienced","Taylorview","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-06-06","2018-05-18","user-786@fsc-demo.com","Brenda Banker","Vera Chan","USA","Warm","6. Greater than 15Y","Mass Affluent","sunil.dixit@example.com","Private",1984,73,77,2018,239232
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","4. 50-69","Tier 1","Income","2018-10-30","Florida","Active","Retired","2013-11-13","Person Account","Manager","2. Between 50k and 250k","4656 Jennifer Path","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFjtQAF","Moderately Inexperienced","Hughesmouth","20190823114923194298","NY","2 - Gold","2019-10-07","2018-12-07","2018-09-29","user-787@fsc-demo.com","Chelsea Advisor","Dorothy Kaufman","USA","Cool","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Private",1957,56,258,2014,70753
"Allen Advisor","0051U000005JQyrQAG","Female","IL","4. 50-69","Tier 1","Aggressive Growth","2018-07-22","Chicago","Active","Millennials","2012-01-06","Person Account","Manager","2. Between 50k and 250k","5555 Ricky Mission","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFjuQAF","Moderately Inexperienced","New Brittany","20190823114923194298","CA","2 - Gold","2019-10-07","2019-05-22","2018-08-23","user-788@fsc-demo.com","Allen Advisor","Edan Franks","USA","Cool","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Other",1888,61,92,2016,116878
"Mark Garet","0051U000005KhW6QAK","Female","NY","1. < 18","Tier 3","Balanced Growth","2019-05-12","New York","Active","Retired","2011-04-24","Person Account","Manager","1. Less than 50k","9661 Christopher Ville","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFjvQAF","Moderately Inexperienced","Hannahborough","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-08-13","2018-09-27","user-789@fsc-demo.com","Mark Garet","Camden Palmer","USA","Warm","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Private",1977,17,9,2014,81325
"Mark Garet","0051U000005KhW6QAK","Female","NY","3. 30-49","Tier 1","Aggressive Growth","2019-04-07","New York","Active","Retired","2014-02-19","Individual","Manager","2. Between 50k and 250k","0506 Jacobs Mews","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFjwQAF","Moderately Inexperienced","North Donald","20190823114923194298","NY","2 - Gold","2019-10-07","2019-06-18","2018-09-09","user-790@fsc-demo.com","Mark Garet","Xandra Woods","USA","Hot","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Other",1975,30,65,2015,230363
"Mark Garet","0051U000005KhW6QAK","Male","NY","5. > 69","Tier 3","Aggressive Growth","2018-04-23","New York","Onboarding","Affluent Professionals","2015-09-29","Person Account","Manager","1. Less than 50k","79419 Garcia Springs","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFjxQAF","Inexperienced","Brianchester","20190823114923194298","NY","1 - Platinum","2019-10-07","2019-02-10","2019-01-05","user-791@fsc-demo.com","Mark Garet","Deacon Sheppard","USA","Cool","6. Greater than 15Y","Mass Affluent","mark.garet@example.com","Private",1940,76,193,2019,68170
"Mark Garet","0051U000005KhW6QAK","Female","NY","3. 30-49","Tier 1","Balanced Growth","2018-04-05","New York","Active","Mass Market","2013-12-20","Person Account","Manager","1. Less than 50k","899 Lawrence Harbors","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFjyQAF","Moderately Experienced","Port Ralph","20190823114923194298","NJ","2 - Gold","2019-10-07","2019-03-02","2018-07-29","user-792@fsc-demo.com","Mark Garet","Mona Shaffer","USA","Cool","6. Greater than 15Y","Mass Affluent","mark.garet@example.com","Private",1997,34,173,2017,220529
"Brenda Banker","0051U000005L4E9QAK","Male","CA","3. 30-49","Tier 1","Balanced Growth","2019-07-31","San Francisco","Active","Retired","2015-08-18","Individual","Manager","2. Between 50k and 250k","5746 Brian Rue","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFjzQAF","Moderately Experienced","Lake Lauraville","20190823114923194298","CA","3 - Silver","2019-10-07","2019-08-17","2018-12-29","user-793@fsc-demo.com","Brenda Banker","David Mcdaniel","USA","Warm","6. Greater than 15Y","Mass Affluent","sunil.dixit@example.com","Private",1931,41,6,2016,192743
"Allen Advisor","0051U000005JQyrQAG","Male","IL","3. 30-49","Tier 1","Balanced Growth","2019-01-29","Chicago","Active","Affluent Professionals","2017-10-05","Person Account","Manager","2. Between 50k and 250k","04829 Brian Center","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFk0QAF","Experienced","Gonzalesland","20190823114923194298","NY","1 - Platinum","2019-10-07","2019-02-25","2018-10-16","user-794@fsc-demo.com","Allen Advisor","Walter Oneal","USA","Cool","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Private",1973,39,178,2018,178487
"Brenda Banker","0051U000005L4E9QAK","Male","CA","4. 50-69","Tier 1","Income","2018-03-25","San Francisco","Onboarding","Mass Market","2017-05-21","Household","Manager","1. Less than 50k","964 Denise Village","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFk1QAF","Moderately Inexperienced","West Evan","20190823114923194298","CA","1 - Platinum","2019-10-07","2018-12-30","2019-07-17","user-795@fsc-demo.com","Brenda Banker","Sybill Warren","USA","Hot","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Private",1978,51,236,2017,85971
"Brenda Banker","0051U000005L4E9QAK","Male","CA","5. > 69","Tier 2","Aggressive Growth","2019-05-02","San Francisco","Onboarding","Millennials","2014-06-24","Individual","Manager","2. Between 50k and 250k","457 Jeffrey Plaza","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFk2QAF","Moderately Experienced","Dawnton","20190823114923194298","NY","2 - Gold","2019-10-07","2019-07-24","2018-05-07","user-796@fsc-demo.com","Brenda Banker","Rinah Todd","USA","Cool","6. Greater than 15Y","Mass Affluent","sunil.dixit@example.com","Private",1953,71,29,2017,127009
"Allen Advisor","0051U000005JQyrQAG","Male","IL","4. 50-69","Tier 3","Growth","2018-03-21","Chicago","Onboarding","Retired","2011-07-17","Household","Manager","2. Between 50k and 250k","80090 Cynthia Green","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFk3QAF","Moderately Experienced","Donaldbury","20190823114923194298","NY","3 - Silver","2019-10-07","2018-08-08","2018-10-02","user-797@fsc-demo.com","Allen Advisor","Myra Elliott","USA","Warm","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Private",1937,67,380,2018,93890
"Brenda Banker","0051U000005L4E9QAK","Male","CA","4. 50-69","Tier 2","Balanced Growth","2019-04-30","San Francisco","Onboarding","Retired","2017-08-01","Person Account","Manager","2. Between 50k and 250k","743 Jones Fort","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFk4QAF","Moderately Experienced","Simsmouth","20190823114923194298","NY","2 - Gold","2019-10-07","2019-08-17","2019-06-10","user-798@fsc-demo.com","Brenda Banker","Joy Gutierrez","USA","Warm","6. Greater than 15Y","Mass Affluent","sunil.dixit@example.com","Private",1903,57,6,2018,113341
"Brenda Banker","0051U000005L4E9QAK","Male","CA","4. 50-69","Tier 2","Aggressive Growth","2018-09-29","San Francisco","Onboarding","Retired","2010-05-18","Individual","Manager","2. Between 50k and 250k","09719 William Curve","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFk5QAF","Moderately Experienced","Brittanyland","20190823114923194298","MI","5 - Standard","2019-10-07","2019-04-17","2019-03-15","user-799@fsc-demo.com","Brenda Banker","Nathaniel Garrett","USA","Hot","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Private",1993,57,128,2018,228529
