"HOUSEHOLD","OWNERTITLE","OWNERUNIQUEUSERNAME","OWNERID","OWNERSTATE","HOUSEHOLDCREATEDDATE","ACCOUNTCLIENTCATEGORYCUSTOM","ACCOUNTRELATIONSHIPSTARTDATE","LASTMODIFIEDDATE","ACCOUNTSERVICEMODEL","HELDAWAY","ACCOUNTBILLINGCITY","OWNERPHONE","CREATEDDATE","OWNERCITY","RECORDTYPENAME","OWNERROLENAME","ACCOUNTID","HOUSEHOLDNAME","OWNERSMALLPHOTOURL","ID","ACCOUNTYEARSSINCECLIENTBUCKET","ACCOUNTLASTINTERACTION","ACCOUNTAGEBUCKET","ANALYTICSDEMO_BATCH_ID_C","ACCOUNTINVESTMENTOBJECTIVES","ACCOUNTNAME","ACCOUNTNEXTREVIEW","LastProcessedDate","PRIMARYOWNER","ACCOUNTCREATEDDATE","ACCOUNTMARKETINGSEGMENT","OWNERNAME","NAME","ACCOUNTBALANCEBUCKET","FINANCIALACCOUNTTYPE","ACCOUNTPRIMARYCONTACTGENDER","ACCOUNTBILLINGSTATE","ACCOUNTSTATUS","MANAGE","OWNEREMAIL","OWNERSHIP","DepositAndInvestmentBalanceAmount","LOANAMOUNT","BALANCEAMOUNT","INVESTMENTAMOUNT","ACCOUNTYEARSSINCECLIENT","ACCOUNTDAYSSINCELASTINTERACTION"
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-12-04","2 - Gold","2019-07-04","2019-08-22","Tier 2","false","Griffinport",,"2020-07-02","San Francisco","Investment Account","Manager","0011U00000KuFkTQAV","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFkTQAV-1648","6. Greater than 15Y","2018-12-26T02:43:55","3. 30-49","2.01908231740307E+019","Balanced Growth","Harper Ashley","2019-03-13","2020-07-06","0051U000005L4E9QAK","2018-12-04","Retired","Brenda Banker","Harper Ashley Managed Account1648","2. Between 50k and 250k","Managed Account","Male","CA","Active","true","sunil.dixit@example.com","Trust",637303,3235,386263,251040,2019,240
"0011U00000Kcp1KQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2019-06-15","3 - Silver","2013-03-05","2019-08-22","Tier 2","true","Jenniferchester",,"2020-07-04","New York","Investment Account","Manager","0011U00000KuFkUQAV","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkUQAV-1649","6. Greater than 15Y","2019-08-03T13:28:39","4. 50-69","2.01908231740307E+019","Aggressive Growth","Ahmed Lamb","2019-07-24","2020-07-06","0051U000005KhW6QAK","2019-06-15","Millennials","Mark Garet","Ahmed Lamb Mutual Fund1649","2. Between 50k and 250k","Mutual Fund","Male","NY","Active","false","mark.garet@example.com","Joint",600887,3610,327723,273164,2017,20
"0011U00000Kcp1KQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2019-06-15","3 - Silver","2013-03-05","2019-08-22","Tier 2","true","Jenniferchester",,"2020-07-01","New York","Bank Account","Manager","0011U00000KuFkUQAV","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkUQAV-1650","6. Greater than 15Y","2019-08-03T13:28:39","4. 50-69","2.01908231740307E+019","Aggressive Growth","Ahmed Lamb","2019-07-24","2020-07-06","0051U000005KhW6QAK","2019-06-15","Millennials","Mark Garet","Ahmed Lamb Checking1650","2. Between 50k and 250k","Checking","Male","NY","Active","false","mark.garet@example.com","Individual",442843,3174,253992,188851,2017,20
"0011U00000Kcp1PQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2019-06-15","3 - Silver","2013-03-05","2019-08-22","Tier 2","false","Jenniferchester",,"2020-07-03","New York","Investment Account","Manager","0011U00000KuFkUQAV","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkUQAV-1651","6. Greater than 15Y","2019-08-03T13:28:39","4. 50-69","2.01908231740307E+019","Aggressive Growth","Ahmed Lamb","2019-07-24","2020-07-06","0051U000005KhW6QAK","2019-06-15","Millennials","Mark Garet","Ahmed Lamb Brokerage1651","2. Between 50k and 250k","Brokerage","Male","NY","Active","true","mark.garet@example.com","Joint",457018,4075,327633,129385,2017,20
"0011U00000Kcp1KQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2018-08-31","3 - Silver","2014-12-06","2019-08-23","Tier 2","true","Jarvisstad",,"2020-07-05","New York","Investment Account","Manager","0011U00000KuFkVQAV","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkVQAV-1652","6. Greater than 15Y","2019-07-28T13:28:48","4. 50-69","2.01908231740307E+019","Growth","Elaine Charles","2018-05-05","2020-07-06","0051U000005KhW6QAK","2018-08-31","Affluent Professionals","Mark Garet","Elaine Charles Mutual Fund1652","2. Between 50k and 250k","Mutual Fund","Male","CA","Active","false","mark.garet@example.com","Trust",516766,3444,279295,237471,2019,26
"0011U00000Kcp1KQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2018-08-31","3 - Silver","2014-12-06","2019-08-23","Tier 2","true","Jarvisstad",,"2020-07-05","New York","Mutual Fund Investment","Manager","0011U00000KuFkVQAV","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkVQAV-1653","6. Greater than 15Y","2019-07-28T13:28:48","4. 50-69","2.01908231740307E+019","Growth","Elaine Charles","2018-05-05","2020-07-06","0051U000005KhW6QAK","2018-08-31","Affluent Professionals","Mark Garet","Elaine Charles Mutual Fund1653","2. Between 50k and 250k","Mutual Fund","Male","CA","Active","false","mark.garet@example.com","Joint",523946,4377,287357,236589,2019,26
"0011U00000Kcp1PQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2018-08-31","3 - Silver","2014-12-06","2019-08-23","Tier 2","true","Jarvisstad",,"2020-07-05","New York","Investment Account","Manager","0011U00000KuFkVQAV","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkVQAV-1654","6. Greater than 15Y","2019-07-28T13:28:48","4. 50-69","2.01908231740307E+019","Growth","Elaine Charles","2018-05-05","2020-07-06","0051U000005KhW6QAK","2018-08-31","Affluent Professionals","Mark Garet","Elaine Charles Fixed Annuity1654","2. Between 50k and 250k","Fixed Annuity","Male","CA","Active","false","mark.garet@example.com","Joint",571292,3563,379476,191816,2019,26
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-02-09","1 - Platinum","2013-04-21","2019-08-23","Tier 2","false","North Amyberg",,"2020-07-05","San Francisco","Investment Account","Manager","0011U00000KuFkWQAV","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFkWQAV-1655","6. Greater than 15Y","2019-04-18T06:47:48","4. 50-69","2.01908231740307E+019","Balanced Growth","Ignacia Ayala","2018-11-12","2020-07-06","0051U000005L4E9QAK","2019-02-09","Millennials","Brenda Banker","Ignacia Ayala Managed Account1655","1. Less than 50k","Managed Account","Male","NY","Active","true","sunil.dixit@example.com","Individual",523705,3225,277240,246465,2016,127
"0011U00000Kcp1PQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-02-09","1 - Platinum","2013-04-21","2019-08-22","Tier 2","true","North Amyberg",,"2020-07-04","San Francisco","Savings Account","Manager","0011U00000KuFkWQAV","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFkWQAV-1656","6. Greater than 15Y","2019-04-18T06:47:48","4. 50-69","2.01908231740307E+019","Balanced Growth","Ignacia Ayala","2018-11-12","2020-07-06","0051U000005L4E9QAK","2019-02-09","Millennials","Brenda Banker","Ignacia Ayala Savings1656","1. Less than 50k","Savings","Male","NY","Active","false","sunil.dixit@example.com","Joint",559816,4160,285409,274407,2016,127
"0011U00000Kcp1PQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-02-09","1 - Platinum","2013-04-21","2019-08-23","Tier 2","true","North Amyberg",,"2020-07-05","San Francisco","Investment Account","Manager","0011U00000KuFkWQAV","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFkWQAV-1657","6. Greater than 15Y","2019-04-18T06:47:48","4. 50-69","2.01908231740307E+019","Balanced Growth","Ignacia Ayala","2018-11-12","2020-07-06","0051U000005L4E9QAK","2019-02-09","Millennials","Brenda Banker","Ignacia Ayala Mutual Fund1657","1. Less than 50k","Mutual Fund","Male","NY","Active","false","sunil.dixit@example.com","Joint",473535,3976,268941,204594,2016,127
"0011U00000Kcp1PQAR","NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2018-03-26","5 - Standard","2014-01-17","2019-08-21","Tier 2","false","South Roger",,"2020-07-02","Florida","Investment Account","Manager","0011U00000KuFkXQAV","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFkXQAV-1658","6. Greater than 15Y","2018-05-27T12:36:47","4. 50-69","2.01908231740307E+019","Balanced Growth","Preston Watts","2019-08-03","2020-07-06","0051U000005L6eJQAS","2018-03-26","High Net Worth Families","Chelsea Advisor","Preston Watts Managed Account1658","1. Less than 50k","Managed Account","Female","NY","Active","true","ryan.dobson@example.com","Trust",519326,3390,256753,262573,2019,453
,"NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2018-03-26","5 - Standard","2014-01-17","2019-08-22","Tier 2","false","South Roger",,"2020-07-03","Florida","Investment Account","Manager","0011U00000KuFkXQAV",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFkXQAV-1659","6. Greater than 15Y","2018-05-27T12:36:47","4. 50-69","2.01908231740307E+019","Balanced Growth","Preston Watts","2019-08-03","2020-07-06","0051U000005L6eJQAS","2018-03-26","High Net Worth Families","Chelsea Advisor","Preston Watts Fixed Annuity1659","1. Less than 50k","Fixed Annuity","Female","NY","Active","true","ryan.dobson@example.com","Joint",468600,2805,359834,108766,2019,453
,"Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-08-20","5 - Standard","2015-03-06","2019-08-20","Tier 2","false","South Kevinfort",,"2020-07-01","San Francisco","Savings Account","Manager","0011U00000KuFkYQAV",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFkYQAV-1660","6. Greater than 15Y","2019-02-01T21:17:52","3. 30-49","2.01908231740307E+019","Growth","Felix Christian","2018-12-27","2020-07-06","0051U000005L4E9QAK","2018-08-20","High Net Worth Families","Brenda Banker","Felix Christian Savings1660","1. Less than 50k","Savings","Male","NY","Active","true","sunil.dixit@example.com","Joint",384582,3220,271520,113062,2015,202
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-11-27","2 - Gold","2017-06-20","2019-08-19","Tier 2","false","Lisaville",,"2020-07-01","San Francisco","Investment Account","Manager","0011U00000KuFkZQAV","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFkZQAV-1661","6. Greater than 15Y","2019-07-03T17:24:52","2. 18-29","2.01908231740307E+019","Aggressive Growth","Ali Ayala","2018-04-05","2020-07-06","0051U000005L4E9QAK","2018-11-27","Retired","Brenda Banker","Ali Ayala Brokerage1661","1. Less than 50k","Brokerage","Female","NY","Onboarding","true","sunil.dixit@example.com","Joint",616599,2624,397519,219080,2019,51
,"Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-11-27","2 - Gold","2017-06-20","2019-08-23","Tier 2","true","Lisaville",,"2020-07-05","San Francisco","Savings Account","Manager","0011U00000KuFkZQAV",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFkZQAV-1662","6. Greater than 15Y","2019-07-03T17:24:52","2. 18-29","2.01908231740307E+019","Aggressive Growth","Ali Ayala","2018-04-05","2020-07-06","0051U000005L4E9QAK","2018-11-27","Retired","Brenda Banker","Ali Ayala Savings1662","1. Less than 50k","Savings","Female","NY","Onboarding","false","sunil.dixit@example.com","Joint",489465,4379,325249,164216,2019,51
"0011U00000Kcp1PQAR","NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2018-03-16","2 - Gold","2011-08-30","2019-08-22","Tier 2","false","Allenfurt",,"2020-07-04","Florida","Investment Account","Manager","0011U00000KuFkaQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFkaQAF-1663","6. Greater than 15Y","2019-04-02T22:33:05","4. 50-69","2.01908231740307E+019","Balanced Growth","Roth Cunningham","2018-03-28","2020-07-06","0051U000005L6eJQAS","2018-03-16","Retired","Chelsea Advisor","Roth Cunningham Managed Account1663","1. Less than 50k","Managed Account","Female","NY","Onboarding","true","ryan.dobson@example.com","Individual",643173,3705,394461,248712,2018,142
"0011U00000Kcp1KQAR","NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2018-03-16","2 - Gold","2011-08-30","2019-08-22","Tier 2","false","Allenfurt",,"2020-07-01","Florida","Investment Account","Manager","0011U00000KuFkaQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFkaQAF-1664","6. Greater than 15Y","2019-04-02T22:33:05","4. 50-69","2.01908231740307E+019","Balanced Growth","Roth Cunningham","2018-03-28","2020-07-06","0051U000005L6eJQAS","2018-03-16","Retired","Chelsea Advisor","Roth Cunningham Mutual Fund1664","1. Less than 50k","Mutual Fund","Female","NY","Onboarding","true","ryan.dobson@example.com","Joint",516015,4282,368598,147417,2018,142
"0011U00000Kcp1PQAR","NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2018-03-16","2 - Gold","2011-08-30","2019-08-23","Tier 2","true","Allenfurt",,"2020-07-05","Florida","Investment Account","Manager","0011U00000KuFkaQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFkaQAF-1665","6. Greater than 15Y","2019-04-02T22:33:05","4. 50-69","2.01908231740307E+019","Balanced Growth","Roth Cunningham","2018-03-28","2020-07-06","0051U000005L6eJQAS","2018-03-16","Retired","Chelsea Advisor","Roth Cunningham Managed Account1665","1. Less than 50k","Managed Account","Female","NY","Onboarding","false","ryan.dobson@example.com","Joint",514782,4368,337435,177347,2018,142
"0011U00000Kcp1PQAR","NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2019-08-09","1 - Platinum","2010-11-28","2019-08-22","Tier 3","false","East Samuel",,"2020-07-03","Florida","Mutual Fund Investment","Manager","0011U00000KuFkbQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFkbQAF-1666","6. Greater than 15Y","2019-08-15T23:54:53","2. 18-29","2.01908231740307E+019","Aggressive Growth","Cassandra Perkins","2018-03-16","2020-07-06","0051U000005L6eJQAS","2019-08-09","Millennials","Chelsea Advisor","Cassandra Perkins Mutual Fund1666","1. Less than 50k","Mutual Fund","Female","NY","Onboarding","true","ryan.dobson@example.com","Individual",445629,2827,332964,112665,2011,7
"0011U00000Kcp1PQAR","NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2019-08-09","1 - Platinum","2010-11-28","2019-08-23","Tier 3","true","East Samuel",,"2020-07-05","Florida","Mutual Fund Investment","Manager","0011U00000KuFkbQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFkbQAF-1667","6. Greater than 15Y","2019-08-15T23:54:53","2. 18-29","2.01908231740307E+019","Aggressive Growth","Cassandra Perkins","2018-03-16","2020-07-06","0051U000005L6eJQAS","2019-08-09","Millennials","Chelsea Advisor","Cassandra Perkins Mutual Fund1667","1. Less than 50k","Mutual Fund","Female","NY","Onboarding","false","ryan.dobson@example.com","Trust",586973,3783,373226,213747,2011,7
"0011U00000Kcp1PQAR","NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2018-10-03","5 - Standard","2011-02-22","2019-08-21","Tier 3","false","Josephburgh",,"2020-07-03","Florida","Investment Account","Manager","0011U00000KuFkcQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFkcQAF-1668","6. Greater than 15Y","2018-11-10T18:27:58","4. 50-69","2.01908231740307E+019","Balanced Growth","Jason Wiley","2019-01-31","2020-07-06","0051U000005L6eJQAS","2018-10-03","Affluent Professionals","Chelsea Advisor","Jason Wiley Managed Account1668","1. Less than 50k","Managed Account","Male","NJ","Active","true","ryan.dobson@example.com","Trust",582574,3891,338500,244074,2016,285
,"NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2018-10-03","5 - Standard","2011-02-22","2019-08-20","Tier 3","false","Josephburgh",,"2020-07-02","Florida","Savings Account","Manager","0011U00000KuFkcQAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFkcQAF-1669","6. Greater than 15Y","2018-11-10T18:27:58","4. 50-69","2.01908231740307E+019","Balanced Growth","Jason Wiley","2019-01-31","2020-07-06","0051U000005L6eJQAS","2018-10-03","Affluent Professionals","Chelsea Advisor","Jason Wiley Savings1669","1. Less than 50k","Savings","Male","NJ","Active","true","ryan.dobson@example.com","Trust",449128,3295,269332,179796,2016,285
"0011U00000Kcp1PQAR","NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2018-10-03","5 - Standard","2011-02-22","2019-08-23","Tier 3","false","Josephburgh",,"2020-07-05","Florida","Bank Account","Manager","0011U00000KuFkcQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFkcQAF-1670","6. Greater than 15Y","2018-11-10T18:27:58","4. 50-69","2.01908231740307E+019","Balanced Growth","Jason Wiley","2019-01-31","2020-07-06","0051U000005L6eJQAS","2018-10-03","Affluent Professionals","Chelsea Advisor","Jason Wiley Cash Management Account1670","1. Less than 50k","Cash Management Account","Male","NJ","Active","true","ryan.dobson@example.com","Joint",513281,3865,270455,242826,2016,285
,"NA","Mark Garet","0051U000005KhW6QAK","NY","2018-05-20","2 - Gold","2016-04-19","2019-08-22","Tier 1","true","Wyatthaven",,"2020-07-04","New York","Savings Account","Manager","0011U00000KuFkdQAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkdQAF-1671","6. Greater than 15Y","2018-06-11T09:28:38","3. 30-49","2.01908231740307E+019","Growth","Reese Small","2019-07-16","2020-07-06","0051U000005KhW6QAK","2018-05-20","Affluent Professionals","Mark Garet","Reese Small Savings1671","1. Less than 50k","Savings","Female","CA","Onboarding","false","mark.garet@example.com","Trust",523650,4457,346486,177164,2017,438
"0011U00000Kcp1PQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2018-05-20","2 - Gold","2016-04-19","2019-08-21","Tier 1","true","Wyatthaven",,"2020-07-03","New York","Investment Account","Manager","0011U00000KuFkdQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkdQAF-1672","6. Greater than 15Y","2018-06-11T09:28:38","3. 30-49","2.01908231740307E+019","Growth","Reese Small","2019-07-16","2020-07-06","0051U000005KhW6QAK","2018-05-20","Affluent Professionals","Mark Garet","Reese Small Fixed Annuity1672","1. Less than 50k","Fixed Annuity","Female","CA","Onboarding","false","mark.garet@example.com","Individual",503952,2688,330852,173100,2017,438
"0011U00000Kcp1PQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2018-05-20","2 - Gold","2016-04-19","2019-08-20","Tier 1","true","Wyatthaven",,"2020-07-01","New York","Investment Account","Manager","0011U00000KuFkdQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkdQAF-1673","6. Greater than 15Y","2018-06-11T09:28:38","3. 30-49","2.01908231740307E+019","Growth","Reese Small","2019-07-16","2020-07-06","0051U000005KhW6QAK","2018-05-20","Affluent Professionals","Mark Garet","Reese Small Managed Account1673","1. Less than 50k","Managed Account","Female","CA","Onboarding","false","mark.garet@example.com","Individual",526135,3627,330993,195142,2017,438
"0011U00000Kcp1KQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2018-03-24","1 - Platinum","2012-04-19","2019-08-22","Tier 2","false","Sarahmouth",,"2020-07-04","New York","Mutual Fund Investment","Manager","0011U00000KuFkeQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkeQAF-1674","6. Greater than 15Y","2018-05-20T08:12:16","4. 50-69","2.01908231740307E+019","Aggressive Growth","Kevyn Farmer","2018-03-16","2020-07-06","0051U000005KhW6QAK","2018-03-24","Affluent Professionals","Mark Garet","Kevyn Farmer Mutual Fund1674","2. Between 50k and 250k","Mutual Fund","Female","CA","Active","true","mark.garet@example.com","Trust",548631,2622,310396,238235,2016,460
"0011U00000Kcp1PQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2018-03-24","1 - Platinum","2012-04-19","2019-08-22","Tier 2","false","Sarahmouth",,"2020-07-04","New York","Investment Account","Manager","0011U00000KuFkeQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkeQAF-1675","6. Greater than 15Y","2018-05-20T08:12:16","4. 50-69","2.01908231740307E+019","Aggressive Growth","Kevyn Farmer","2018-03-16","2020-07-06","0051U000005KhW6QAK","2018-03-24","Affluent Professionals","Mark Garet","Kevyn Farmer Managed Account1675","2. Between 50k and 250k","Managed Account","Female","CA","Active","true","mark.garet@example.com","Joint",604104,2735,395715,208389,2016,460
"0011U00000Kcp1PQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2018-03-24","1 - Platinum","2012-04-19","2019-08-22","Tier 2","true","Sarahmouth",,"2020-07-02","New York","Investment Account","Manager","0011U00000KuFkeQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFkeQAF-1676","6. Greater than 15Y","2018-05-20T08:12:16","4. 50-69","2.01908231740307E+019","Aggressive Growth","Kevyn Farmer","2018-03-16","2020-07-06","0051U000005KhW6QAK","2018-03-24","Affluent Professionals","Mark Garet","Kevyn Farmer Brokerage1676","2. Between 50k and 250k","Brokerage","Female","CA","Active","false","mark.garet@example.com","Individual",637747,4048,399712,238035,2016,460
"0011U00000Kcp1KQAR","NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2019-06-11","1 - Platinum","2018-03-27","2019-08-23","Tier 1","true","South Teresaton",,"2020-07-05","Florida","Investment Account","Manager","0011U00000KuFkfQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFkfQAF-1677","6. Greater than 15Y","2019-08-15T23:19:49","4. 50-69","2.01908231740307E+019","Growth","Eric Sweeney","2018-03-24","2020-07-06","0051U000005L6eJQAS","2019-06-11","Retired","Chelsea Advisor","Eric Sweeney Brokerage1677","2. Between 50k and 250k","Brokerage","Female","NY","Active","false","ryan.dobson@example.com","Trust",556354,4303,294875,261479,2019,7
"0011U00000Kcp1KQAR","NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2019-06-11","1 - Platinum","2018-03-27","2019-08-22","Tier 1","false","South Teresaton",,"2020-07-04","Florida","Investment Account","Manager","0011U00000KuFkfQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFkfQAF-1678","6. Greater than 15Y","2019-08-15T23:19:49","4. 50-69","2.01908231740307E+019","Growth","Eric Sweeney","2018-03-24","2020-07-06","0051U000005L6eJQAS","2019-06-11","Retired","Chelsea Advisor","Eric Sweeney Managed Account1678","2. Between 50k and 250k","Managed Account","Female","NY","Active","true","ryan.dobson@example.com","Individual",487390,3326,300740,186650,2019,7
,"Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-08-27","1 - Platinum","2017-08-22","2019-08-22","Tier 1","true","East Elizabeth",,"2020-07-02","San Francisco","Bank Account","Manager","0011U00000KuFkgQAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFkgQAF-1679","6. Greater than 15Y","2018-09-08T00:20:29","3. 30-49","2.01908231740307E+019","Growth","Marah Middleton","2018-04-27","2020-07-06","0051U000005L4E9QAK","2018-08-27","Affluent Professionals","Brenda Banker","Marah Middleton Checking1679","2. Between 50k and 250k","Checking","Female","NY","Active","false","sunil.dixit@example.com","Joint",510293,3481,312509,197784,2018,349
"0011U00000Kcp1PQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-08-27","1 - Platinum","2017-08-22","2019-08-23","Tier 1","false","East Elizabeth",,"2020-07-05","San Francisco","Investment Account","Manager","0011U00000KuFkgQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFkgQAF-1680","6. Greater than 15Y","2018-09-08T00:20:29","3. 30-49","2.01908231740307E+019","Growth","Marah Middleton","2018-04-27","2020-07-06","0051U000005L4E9QAK","2018-08-27","Affluent Professionals","Brenda Banker","Marah Middleton Fixed Annuity1680","2. Between 50k and 250k","Fixed Annuity","Female","NY","Active","true","sunil.dixit@example.com","Individual",441543,3406,330912,110631,2018,349
,"Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-07-21","5 - Standard","2014-09-14","2019-08-22","Tier 2","false","Lake Jenniferburgh",,"2020-07-04","San Francisco","Investment Account","Manager","0011U00000KuFkhQAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFkhQAF-1681","6. Greater than 15Y","2018-08-01T20:27:47","5. > 69","2.01908231740307E+019","Aggressive Growth","Len Robbins","2019-04-23","2020-07-06","0051U000005L4E9QAK","2018-07-21","Millennials","Brenda Banker","Len Robbins Mutual Fund1681","2. Between 50k and 250k","Mutual Fund","Male","CA","Prospect","true","sunil.dixit@example.com","Individual",482958,3453,366353,116605,2016,386
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-07-21","5 - Standard","2014-09-14","2019-08-23","Tier 2","true","Lake Jenniferburgh",,"2020-07-05","San Francisco","Investment Account","Manager","0011U00000KuFkhQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFkhQAF-1682","6. Greater than 15Y","2018-08-01T20:27:47","5. > 69","2.01908231740307E+019","Aggressive Growth","Len Robbins","2019-04-23","2020-07-06","0051U000005L4E9QAK","2018-07-21","Millennials","Brenda Banker","Len Robbins Managed Account1682","2. Between 50k and 250k","Managed Account","Male","CA","Prospect","false","sunil.dixit@example.com","Individual",437391,2533,277251,160140,2016,386
