"FINANCIALACCOUNTNAME","ACCOUNTCLIENTCATEGORYCUSTOM","TRANSACTIONDATE","ACCOUNTSERVICEMODEL","HELDAWAY","FINANCIALACCOUNTID","ACCOUNTOWNERNAME","TRANSACTIONTYPE","ACCOUNTID","ACCOUNTYEARSSINCECLIENTBUCKET","ACCOUNTLASTINTERACTION","ACCOUNTAGEBUCKET","ANALYTICSDEMO_BATCH_ID_C","TRANSACTIONSTATUS","ACCOUNTINVESTMENTOBJECTIVES","ACCOUNTNAME","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","ACCOUNTBALANCEBUCKET","FEESTYPE","FINANCIALACCOUNTTYPE","ACCOUNTPRIMARYCONTACTGENDER","ACCOUNTBILLINGSTATE","BALANCEAMOUNT","FEES","AMOUNT"
"Lucius Albert Mutual Fund582","3 - Silver","2019-07-15","Tier 2",False,"FinAcct.0011U00000KuFbqQAF-582","Chelsea Advisor","Debit","0011U00000KuFbqQAF","6. Greater than 15Y","2019-08-12T14:12:39","3. 30-49","20190829100511427864","B","Growth","Lucius Albert","2019-10-07","Mass Market","1. Less than 50k","Checking Account Fees","Mutual Fund","Male","NY",0,3,1000
"Lucius Albert Mutual Fund582","3 - Silver","2019-08-14","Tier 2",False,"FinAcct.0011U00000KuFbqQAF-582","Chelsea Advisor","Credit","0011U00000KuFbqQAF","6. Greater than 15Y","2019-08-12T14:12:39","3. 30-49","20190829100511427864","B","Growth","Lucius Albert","2019-10-07","Mass Market","1. Less than 50k","Card replacement Fees","Mutual Fund","Male","NY",0,3,1000
"Tatiana Sexton Cash Management Account581","3 - Silver","2018-03-22","Tier 3",False,"FinAcct.0011U00000KuFbpQAF-581","Brenda Banker","Debit","0011U00000KuFbpQAF","6. Greater than 15Y","2019-04-07T09:19:28","4. 50-69","20190829100511427864","B","Balanced Growth","Tatiana Sexton","2019-10-07","Mass Market","1. Less than 50k","Checking Account Fees","Cash Management Account","Female","CA",0,1,100
"Tatiana Sexton Cash Management Account581","3 - Silver","2018-09-18","Tier 3",False,"FinAcct.0011U00000KuFbpQAF-581","Brenda Banker","Credit","0011U00000KuFbpQAF","6. Greater than 15Y","2019-04-07T09:19:28","4. 50-69","20190829100511427864","B","Balanced Growth","Tatiana Sexton","2019-10-07","Mass Market","1. Less than 50k","ATM Fees","Cash Management Account","Female","CA",0,1,100
"Tatiana Sexton Cash Management Account581","3 - Silver","2018-10-03","Tier 3",False,"FinAcct.0011U00000KuFbpQAF-581","Brenda Banker","Credit","0011U00000KuFbpQAF","6. Greater than 15Y","2019-04-07T09:19:28","4. 50-69","20190829100511427864","A","Balanced Growth","Tatiana Sexton","2019-10-07","Mass Market","1. Less than 50k","Additional Checks Fees","Cash Management Account","Female","CA",0,3,500
"Tatiana Sexton Cash Management Account581","3 - Silver","2018-11-02","Tier 3",False,"FinAcct.0011U00000KuFbpQAF-581","Brenda Banker","Credit","0011U00000KuFbpQAF","6. Greater than 15Y","2019-04-07T09:19:28","4. 50-69","20190829100511427864","B","Balanced Growth","Tatiana Sexton","2019-10-07","Mass Market","1. Less than 50k","Debit Card Transaction Fees","Cash Management Account","Female","CA",0,5,100
"Tatiana Sexton Cash Management Account581","3 - Silver","2018-11-17","Tier 3",False,"FinAcct.0011U00000KuFbpQAF-581","Brenda Banker","Debit","0011U00000KuFbpQAF","6. Greater than 15Y","2019-04-07T09:19:28","4. 50-69","20190829100511427864","A","Balanced Growth","Tatiana Sexton","2019-10-07","Mass Market","1. Less than 50k","ATM Fees(Out of network)","Cash Management Account","Female","CA",0,5,100
"Tatiana Sexton Cash Management Account581","3 - Silver","2019-01-16","Tier 3",False,"FinAcct.0011U00000KuFbpQAF-581","Brenda Banker","Credit","0011U00000KuFbpQAF","6. Greater than 15Y","2019-04-07T09:19:28","4. 50-69","20190829100511427864","B","Balanced Growth","Tatiana Sexton","2019-10-07","Mass Market","1. Less than 50k","Debit Card Transaction Fees","Cash Management Account","Female","CA",0,5,500
"Tatiana Sexton Cash Management Account581","3 - Silver","2019-05-16","Tier 3",False,"FinAcct.0011U00000KuFbpQAF-581","Brenda Banker","Credit","0011U00000KuFbpQAF","6. Greater than 15Y","2019-04-07T09:19:28","4. 50-69","20190829100511427864","B","Balanced Growth","Tatiana Sexton","2019-10-07","Mass Market","1. Less than 50k","Cashier's Check Fees","Cash Management Account","Female","CA",0,3,800
"Tatiana Sexton Cash Management Account581","3 - Silver","2019-05-31","Tier 3",False,"FinAcct.0011U00000KuFbpQAF-581","Brenda Banker","Debit","0011U00000KuFbpQAF","6. Greater than 15Y","2019-04-07T09:19:28","4. 50-69","20190829100511427864","B","Balanced Growth","Tatiana Sexton","2019-10-07","Mass Market","1. Less than 50k","ATM Fees(Out of network)","Cash Management Account","Female","CA",0,5,1000
"Tatiana Sexton Managed Account580","3 - Silver","2018-04-04","Tier 3",True,"FinAcct.0011U00000KuFbpQAF-580","Brenda Banker","Credit","0011U00000KuFbpQAF","6. Greater than 15Y","2019-04-07T09:19:28","4. 50-69","20190829100511427864","B","Balanced Growth","Tatiana Sexton","2019-10-07","Mass Market","1. Less than 50k","Cashier's Check Fees","Managed Account","Female","CA",0,5,1000
"Tatiana Sexton Managed Account580","3 - Silver","2018-06-27","Tier 3",True,"FinAcct.0011U00000KuFbpQAF-580","Brenda Banker","Debit","0011U00000KuFbpQAF","6. Greater than 15Y","2019-04-07T09:19:28","4. 50-69","20190829100511427864","A","Balanced Growth","Tatiana Sexton","2019-10-07","Mass Market","1. Less than 50k","ATM Fees","Managed Account","Female","CA",0,1,100
"Tatiana Sexton Managed Account580","3 - Silver","2019-02-06","Tier 3",True,"FinAcct.0011U00000KuFbpQAF-580","Brenda Banker","Debit","0011U00000KuFbpQAF","6. Greater than 15Y","2019-04-07T09:19:28","4. 50-69","20190829100511427864","B","Balanced Growth","Tatiana Sexton","2019-10-07","Mass Market","1. Less than 50k","Cashier's Check Fees","Managed Account","Female","CA",0,3,800
"Tatiana Sexton Managed Account580","3 - Silver","2019-03-06","Tier 3",True,"FinAcct.0011U00000KuFbpQAF-580","Brenda Banker","Credit","0011U00000KuFbpQAF","6. Greater than 15Y","2019-04-07T09:19:28","4. 50-69","20190829100511427864","B","Balanced Growth","Tatiana Sexton","2019-10-07","Mass Market","1. Less than 50k","Debit Card Transaction Fees","Managed Account","Female","CA",0,3,100
"Tatiana Sexton Managed Account580","3 - Silver","2019-05-29","Tier 3",True,"FinAcct.0011U00000KuFbpQAF-580","Brenda Banker","Credit","0011U00000KuFbpQAF","6. Greater than 15Y","2019-04-07T09:19:28","4. 50-69","20190829100511427864","A","Balanced Growth","Tatiana Sexton","2019-10-07","Mass Market","1. Less than 50k","Debit Card Transaction Fees","Managed Account","Female","CA",0,5,800
"Jonah Moss Savings579","1 - Platinum","2018-05-21","Tier 1",False,"FinAcct.0011U00000KuFboQAF-579","Chelsea Advisor","Credit","0011U00000KuFboQAF","6. Greater than 15Y","2019-08-10T04:24:55","4. 50-69","20190829100511427864","B","Income","Jonah Moss","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Checking Account Fees","Savings","Male","CA",0,5,500
"Jonah Moss Savings579","1 - Platinum","2018-10-03","Tier 1",False,"FinAcct.0011U00000KuFboQAF-579","Chelsea Advisor","Credit","0011U00000KuFboQAF","6. Greater than 15Y","2019-08-10T04:24:55","4. 50-69","20190829100511427864","B","Income","Jonah Moss","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Debit Card Transaction Fees","Savings","Male","CA",0,1,1000
"Jonah Moss Savings579","1 - Platinum","2018-11-17","Tier 1",False,"FinAcct.0011U00000KuFboQAF-579","Chelsea Advisor","Credit","0011U00000KuFboQAF","6. Greater than 15Y","2019-08-10T04:24:55","4. 50-69","20190829100511427864","B","Income","Jonah Moss","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Cashier's Check Fees","Savings","Male","CA",0,1,100
"Jonah Moss Savings579","1 - Platinum","2019-03-02","Tier 1",False,"FinAcct.0011U00000KuFboQAF-579","Chelsea Advisor","Debit","0011U00000KuFboQAF","6. Greater than 15Y","2019-08-10T04:24:55","4. 50-69","20190829100511427864","B","Income","Jonah Moss","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Card replacement Fees","Savings","Male","CA",0,3,800
"Jonah Moss Savings579","1 - Platinum","2019-05-16","Tier 1",False,"FinAcct.0011U00000KuFboQAF-579","Chelsea Advisor","Debit","0011U00000KuFboQAF","6. Greater than 15Y","2019-08-10T04:24:55","4. 50-69","20190829100511427864","A","Income","Jonah Moss","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Card replacement Fees","Savings","Male","CA",0,3,500
"Jonah Moss Savings579","1 - Platinum","2019-06-15","Tier 1",False,"FinAcct.0011U00000KuFboQAF-579","Chelsea Advisor","Credit","0011U00000KuFboQAF","6. Greater than 15Y","2019-08-10T04:24:55","4. 50-69","20190829100511427864","A","Income","Jonah Moss","2019-10-07","High Net Worth Families","2. Between 50k and 250k","ATM Fees","Savings","Male","CA",0,1,500
"Zephr Pace Mutual Fund578","1 - Platinum","2018-05-02","Tier 1",True,"FinAcct.0011U00000KuFbnQAF-578","Mark Garet","Credit","0011U00000KuFbnQAF","6. Greater than 15Y","2019-04-15T07:50:10","2. 18-29","20190829100511427864","B","Balanced Growth","Zephr Pace","2019-10-07","High Net Worth Families","1. Less than 50k","ATM Fees(Out of network)","Mutual Fund","Male","CA",0,5,100
"Zephr Pace Mutual Fund578","1 - Platinum","2018-11-14","Tier 1",True,"FinAcct.0011U00000KuFbnQAF-578","Mark Garet","Debit","0011U00000KuFbnQAF","6. Greater than 15Y","2019-04-15T07:50:10","2. 18-29","20190829100511427864","B","Balanced Growth","Zephr Pace","2019-10-07","High Net Worth Families","1. Less than 50k","Card replacement Fees","Mutual Fund","Male","CA",0,1,100
"Dalton Norton Checking577","3 - Silver","2018-05-06","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-577","Allen Advisor","Debit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","B","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Cashier's Check Fees","Checking","Male","NY",0,5,500
"Dalton Norton Checking577","3 - Silver","2018-08-04","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-577","Allen Advisor","Credit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","A","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees(Out of network)","Checking","Male","NY",0,3,1000
"Dalton Norton Checking577","3 - Silver","2018-08-19","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-577","Allen Advisor","Debit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","B","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees(Out of network)","Checking","Male","NY",0,5,800
"Dalton Norton Checking577","3 - Silver","2018-09-18","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-577","Allen Advisor","Debit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","B","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Debit Card Transaction Fees","Checking","Male","NY",0,1,500
"Dalton Norton Checking577","3 - Silver","2018-10-03","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-577","Allen Advisor","Credit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","B","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Checking Account Fees","Checking","Male","NY",0,3,500
"Dalton Norton Checking577","3 - Silver","2019-01-31","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-577","Allen Advisor","Debit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","A","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Cashier's Check Fees","Checking","Male","NY",0,5,100
"Dalton Norton Checking577","3 - Silver","2019-02-15","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-577","Allen Advisor","Debit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","A","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Card replacement Fees","Checking","Male","NY",0,3,100
"Dalton Norton Checking577","3 - Silver","2019-03-17","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-577","Allen Advisor","Debit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","A","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Additional Checks Fees","Checking","Male","NY",0,1,800
"Dalton Norton Checking577","3 - Silver","2019-04-16","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-577","Allen Advisor","Debit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","B","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Additional Checks Fees","Checking","Male","NY",0,1,1000
"Dalton Norton Checking577","3 - Silver","2019-06-15","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-577","Allen Advisor","Debit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","A","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Checking Account Fees","Checking","Male","NY",0,3,1000
"Dalton Norton Checking576","3 - Silver","2018-06-05","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-576","Allen Advisor","Debit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","B","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Additional Checks Fees","Checking","Male","NY",0,5,500
"Dalton Norton Checking576","3 - Silver","2018-09-03","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-576","Allen Advisor","Debit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","B","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Additional Checks Fees","Checking","Male","NY",0,3,100
"Dalton Norton Checking576","3 - Silver","2018-12-02","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-576","Allen Advisor","Debit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","B","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Card replacement Fees","Checking","Male","NY",0,3,500
"Dalton Norton Checking576","3 - Silver","2019-02-15","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-576","Allen Advisor","Credit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","B","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Checking Account Fees","Checking","Male","NY",0,5,800
"Dalton Norton Checking576","3 - Silver","2019-04-01","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-576","Allen Advisor","Credit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","A","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Debit Card Transaction Fees","Checking","Male","NY",0,1,1000
"Dalton Norton Mutual Fund575","3 - Silver","2018-05-06","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-575","Allen Advisor","Debit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","A","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees","Mutual Fund","Male","NY",0,5,100
"Dalton Norton Mutual Fund575","3 - Silver","2018-08-04","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-575","Allen Advisor","Credit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","B","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Checking Account Fees","Mutual Fund","Male","NY",0,5,500
"Dalton Norton Mutual Fund575","3 - Silver","2018-08-19","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-575","Allen Advisor","Debit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","B","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Checking Account Fees","Mutual Fund","Male","NY",0,3,500
"Dalton Norton Mutual Fund575","3 - Silver","2019-04-01","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-575","Allen Advisor","Debit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","B","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Cashier's Check Fees","Mutual Fund","Male","NY",0,1,800
"Dalton Norton Mutual Fund575","3 - Silver","2019-05-16","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-575","Allen Advisor","Debit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","A","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees","Mutual Fund","Male","NY",0,3,800
"Dalton Norton Mutual Fund575","3 - Silver","2019-06-15","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-575","Allen Advisor","Credit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","A","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Cashier's Check Fees","Mutual Fund","Male","NY",0,1,100
"Dalton Norton Mutual Fund575","3 - Silver","2019-08-14","Tier 3",False,"FinAcct.0011U00000KuFbmQAF-575","Allen Advisor","Credit","0011U00000KuFbmQAF","6. Greater than 15Y","2019-06-11T17:44:41","3. 30-49","20190829100511427864","B","Growth","Dalton Norton","2019-10-07","Millennials","2. Between 50k and 250k","Additional Checks Fees","Mutual Fund","Male","NY",0,3,100
"Nicholas Spears Fixed Annuity574","3 - Silver","2018-06-27","Tier 3",True,"FinAcct.0011U00000KuFblQAF-574","Allen Advisor","Credit","0011U00000KuFblQAF","6. Greater than 15Y","2019-06-13T12:30:46","3. 30-49","20190829100511427864","A","Aggressive Growth","Nicholas Spears","2019-10-07","Retired","1. Less than 50k","Debit Card Transaction Fees","Fixed Annuity","Female","CA",0,1,800
"Nicholas Spears Fixed Annuity574","3 - Silver","2018-12-12","Tier 3",True,"FinAcct.0011U00000KuFblQAF-574","Allen Advisor","Debit","0011U00000KuFblQAF","6. Greater than 15Y","2019-06-13T12:30:46","3. 30-49","20190829100511427864","A","Aggressive Growth","Nicholas Spears","2019-10-07","Retired","1. Less than 50k","ATM Fees(Out of network)","Fixed Annuity","Female","CA",0,3,800
"Nicholas Spears Fixed Annuity574","3 - Silver","2019-02-06","Tier 3",True,"FinAcct.0011U00000KuFblQAF-574","Allen Advisor","Debit","0011U00000KuFblQAF","6. Greater than 15Y","2019-06-13T12:30:46","3. 30-49","20190829100511427864","A","Aggressive Growth","Nicholas Spears","2019-10-07","Retired","1. Less than 50k","Checking Account Fees","Fixed Annuity","Female","CA",0,1,1000
"Laith Dejesus Checking573","3 - Silver","2019-02-15","Tier 2",False,"FinAcct.0011U00000KuFbkQAF-573","Mark Garet","Credit","0011U00000KuFbkQAF","6. Greater than 15Y","2019-04-14T12:42:56","2. 18-29","20190829100511427864","A","Growth","Laith Dejesus","2019-10-07","Mass Market","2. Between 50k and 250k","Additional Checks Fees","Checking","Female","CA",0,5,1000
"Laith Dejesus Checking573","3 - Silver","2019-03-17","Tier 2",False,"FinAcct.0011U00000KuFbkQAF-573","Mark Garet","Debit","0011U00000KuFbkQAF","6. Greater than 15Y","2019-04-14T12:42:56","2. 18-29","20190829100511427864","B","Growth","Laith Dejesus","2019-10-07","Mass Market","2. Between 50k and 250k","ATM Fees(Out of network)","Checking","Female","CA",0,5,500
"Laith Dejesus Checking573","3 - Silver","2019-05-01","Tier 2",False,"FinAcct.0011U00000KuFbkQAF-573","Mark Garet","Debit","0011U00000KuFbkQAF","6. Greater than 15Y","2019-04-14T12:42:56","2. 18-29","20190829100511427864","B","Growth","Laith Dejesus","2019-10-07","Mass Market","2. Between 50k and 250k","ATM Fees","Checking","Female","CA",0,3,100
"Laith Dejesus Checking573","3 - Silver","2019-05-16","Tier 2",False,"FinAcct.0011U00000KuFbkQAF-573","Mark Garet","Credit","0011U00000KuFbkQAF","6. Greater than 15Y","2019-04-14T12:42:56","2. 18-29","20190829100511427864","B","Growth","Laith Dejesus","2019-10-07","Mass Market","2. Between 50k and 250k","Additional Checks Fees","Checking","Female","CA",0,5,100
"Laith Dejesus Checking573","3 - Silver","2019-07-15","Tier 2",False,"FinAcct.0011U00000KuFbkQAF-573","Mark Garet","Credit","0011U00000KuFbkQAF","6. Greater than 15Y","2019-04-14T12:42:56","2. 18-29","20190829100511427864","A","Growth","Laith Dejesus","2019-10-07","Mass Market","2. Between 50k and 250k","ATM Fees","Checking","Female","CA",0,5,500
"Laith Dejesus Mutual Fund572","3 - Silver","2018-11-14","Tier 2",True,"FinAcct.0011U00000KuFbkQAF-572","Mark Garet","Debit","0011U00000KuFbkQAF","6. Greater than 15Y","2019-04-14T12:42:56","2. 18-29","20190829100511427864","B","Growth","Laith Dejesus","2019-10-07","Mass Market","2. Between 50k and 250k","Additional Checks Fees","Mutual Fund","Female","CA",0,1,1000
"Laith Dejesus Mutual Fund572","3 - Silver","2019-06-26","Tier 2",True,"FinAcct.0011U00000KuFbkQAF-572","Mark Garet","Debit","0011U00000KuFbkQAF","6. Greater than 15Y","2019-04-14T12:42:56","2. 18-29","20190829100511427864","B","Growth","Laith Dejesus","2019-10-07","Mass Market","2. Between 50k and 250k","ATM Fees","Mutual Fund","Female","CA",0,3,800
"Laith Dejesus Managed Account571","3 - Silver","2018-05-06","Tier 2",False,"FinAcct.0011U00000KuFbkQAF-571","Mark Garet","Credit","0011U00000KuFbkQAF","6. Greater than 15Y","2019-04-14T12:42:56","2. 18-29","20190829100511427864","B","Growth","Laith Dejesus","2019-10-07","Mass Market","2. Between 50k and 250k","Additional Checks Fees","Managed Account","Female","CA",0,1,1000
"Laith Dejesus Managed Account571","3 - Silver","2018-07-05","Tier 2",False,"FinAcct.0011U00000KuFbkQAF-571","Mark Garet","Debit","0011U00000KuFbkQAF","6. Greater than 15Y","2019-04-14T12:42:56","2. 18-29","20190829100511427864","B","Growth","Laith Dejesus","2019-10-07","Mass Market","2. Between 50k and 250k","Card replacement Fees","Managed Account","Female","CA",0,5,100
"Laith Dejesus Managed Account571","3 - Silver","2019-04-16","Tier 2",False,"FinAcct.0011U00000KuFbkQAF-571","Mark Garet","Credit","0011U00000KuFbkQAF","6. Greater than 15Y","2019-04-14T12:42:56","2. 18-29","20190829100511427864","B","Growth","Laith Dejesus","2019-10-07","Mass Market","2. Between 50k and 250k","Additional Checks Fees","Managed Account","Female","CA",0,3,1000
"Laith Dejesus Managed Account571","3 - Silver","2019-08-29","Tier 2",False,"FinAcct.0011U00000KuFbkQAF-571","Mark Garet","Credit","0011U00000KuFbkQAF","6. Greater than 15Y","2019-04-14T12:42:56","2. 18-29","20190829100511427864","A","Growth","Laith Dejesus","2019-10-07","Mass Market","2. Between 50k and 250k","Card replacement Fees","Managed Account","Female","CA",0,5,800
"Chelsea Warren Managed Account570","5 - Standard","2018-06-20","Tier 2",False,"FinAcct.0011U00000KuFbjQAF-570","Mark Garet","Debit","0011U00000KuFbjQAF","6. Greater than 15Y","2019-04-28T06:20:54","3. 30-49","20190829100511427864","B","Balanced Growth","Chelsea Warren","2019-10-07","Mass Market","2. Between 50k and 250k","ATM Fees(Out of network)","Managed Account","Female","NY",0,3,800
"Chelsea Warren Managed Account570","5 - Standard","2018-08-19","Tier 2",False,"FinAcct.0011U00000KuFbjQAF-570","Mark Garet","Credit","0011U00000KuFbjQAF","6. Greater than 15Y","2019-04-28T06:20:54","3. 30-49","20190829100511427864","B","Balanced Growth","Chelsea Warren","2019-10-07","Mass Market","2. Between 50k and 250k","Card replacement Fees","Managed Account","Female","NY",0,3,800
"Chelsea Warren Managed Account570","5 - Standard","2018-10-03","Tier 2",False,"FinAcct.0011U00000KuFbjQAF-570","Mark Garet","Credit","0011U00000KuFbjQAF","6. Greater than 15Y","2019-04-28T06:20:54","3. 30-49","20190829100511427864","A","Balanced Growth","Chelsea Warren","2019-10-07","Mass Market","2. Between 50k and 250k","ATM Fees(Out of network)","Managed Account","Female","NY",0,5,1000
"Chelsea Warren Managed Account570","5 - Standard","2019-06-30","Tier 2",False,"FinAcct.0011U00000KuFbjQAF-570","Mark Garet","Credit","0011U00000KuFbjQAF","6. Greater than 15Y","2019-04-28T06:20:54","3. 30-49","20190829100511427864","A","Balanced Growth","Chelsea Warren","2019-10-07","Mass Market","2. Between 50k and 250k","Additional Checks Fees","Managed Account","Female","NY",0,1,1000
"Chelsea Warren Managed Account570","5 - Standard","2019-07-15","Tier 2",False,"FinAcct.0011U00000KuFbjQAF-570","Mark Garet","Credit","0011U00000KuFbjQAF","6. Greater than 15Y","2019-04-28T06:20:54","3. 30-49","20190829100511427864","A","Balanced Growth","Chelsea Warren","2019-10-07","Mass Market","2. Between 50k and 250k","Checking Account Fees","Managed Account","Female","NY",0,3,500
"Chelsea Warren Managed Account570","5 - Standard","2019-08-14","Tier 2",False,"FinAcct.0011U00000KuFbjQAF-570","Mark Garet","Credit","0011U00000KuFbjQAF","6. Greater than 15Y","2019-04-28T06:20:54","3. 30-49","20190829100511427864","A","Balanced Growth","Chelsea Warren","2019-10-07","Mass Market","2. Between 50k and 250k","ATM Fees(Out of network)","Managed Account","Female","NY",0,3,800
"Simone Ward Cash Management Account569","1 - Platinum","2019-03-06","Tier 3",True,"FinAcct.0011U00000KuFbiQAF-569","Allen Advisor","Credit","0011U00000KuFbiQAF","6. Greater than 15Y","2018-07-27T23:14:42","3. 30-49","20190829100511427864","A","Aggressive Growth","Simone Ward","2019-10-07","Retired","1. Less than 50k","Checking Account Fees","Cash Management Account","Female","NY",0,3,800
"Simone Ward Cash Management Account569","1 - Platinum","2019-05-01","Tier 3",True,"FinAcct.0011U00000KuFbiQAF-569","Allen Advisor","Debit","0011U00000KuFbiQAF","6. Greater than 15Y","2018-07-27T23:14:42","3. 30-49","20190829100511427864","B","Aggressive Growth","Simone Ward","2019-10-07","Retired","1. Less than 50k","Additional Checks Fees","Cash Management Account","Female","NY",0,1,1000
"Celeste Roberson Savings568","2 - Gold","2018-04-21","Tier 2",False,"FinAcct.0011U00000KuFbhQAF-568","Brenda Banker","Debit","0011U00000KuFbhQAF","6. Greater than 15Y","2019-02-01T02:21:11","5. > 69","20190829100511427864","B","Growth","Celeste Roberson","2019-10-07","Affluent Professionals","1. Less than 50k","Debit Card Transaction Fees","Savings","Male","CA",0,5,1000
"Celeste Roberson Savings568","2 - Gold","2018-07-20","Tier 2",False,"FinAcct.0011U00000KuFbhQAF-568","Brenda Banker","Debit","0011U00000KuFbhQAF","6. Greater than 15Y","2019-02-01T02:21:11","5. > 69","20190829100511427864","A","Growth","Celeste Roberson","2019-10-07","Affluent Professionals","1. Less than 50k","Checking Account Fees","Savings","Male","CA",0,5,100
"Celeste Roberson Savings568","2 - Gold","2018-09-18","Tier 2",False,"FinAcct.0011U00000KuFbhQAF-568","Brenda Banker","Debit","0011U00000KuFbhQAF","6. Greater than 15Y","2019-02-01T02:21:11","5. > 69","20190829100511427864","B","Growth","Celeste Roberson","2019-10-07","Affluent Professionals","1. Less than 50k","Checking Account Fees","Savings","Male","CA",0,3,100
