"OWNERUNIQUEUSERNAME","ISHIGHPRIORITY","OWNERID","ACCOUNTRECORDTYPENAME","ACCOUNTTYPE","OWNERSTATE","ACTIVITYDATE","PRIORITY","CREATEDDATE","OWNERCITY","STATUS","DESCRIPTION","OWNERROLENAME","EVENTSUBTYPE","ACCOUNTID","OWNERSMALLPHOTOURL","DUEDATE","TYPE","ANALYTICSDEMO_BATCH_ID_C","ACCOUNTINVESTMENTOBJECTIVES","REGARDING","TASKSUBTYPE","ACCOUNTNAME","ACCOUNTINVESTMENTEXPERIENCE","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","OWNERNAME","ACCOUNTBALANCEBUCKET","CALLTYPE","SUBJECT","OWNEREMAIL","DueDays"
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-07","High","2019-10-27","Chicago","In progress","-","Manager","Call","0011U00000KuFjJQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-07-31","Email","2.01908291351258E+019","Income","Service","Call","Jaime Contreras","Experienced","2020-07-06","Millennials","Allen Advisor","1. Less than 50k","Event","Discussion","allen.advisor@example.com",337
"Chelsea Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-13","High","2019-03-22","Chicago","Event","-","Manager","Call","0011U00000KuFjKQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-06","Meeting","2.01908291351258E+019","Aggressive Growth","Client Retention","Call","Xerxes Pace","Experienced","2020-07-06","Millennials","Allen Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","allen.advisor@example.com",331
"Brenda Banker","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-07-03","High","2019-07-27","New York","Event","-","Manager","Call","0011U00000KuFjLQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-26","Meeting","2.01908291351258E+019","Income","Client Retention","Call","Kiayada Fisher","Inexperienced","2020-07-06","Affluent Professionals","Mark Garet","2. Between 50k and 250k","Event","Sync Up","mark.garet@example.com",311
"Brenda Banker","true","0051U000005L6eJQAS","Individual","Customer","FL","2020-07-03","High","2020-07-03","Florida","Not Started","-","Manager","Call","0011U00000KuFjOQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-26","Meeting","2.01908291351258E+019","Growth","Prospecting","Call","Ora Snider","Moderately Experienced","2020-07-06","Millennials","Chelsea Advisor","1. Less than 50k","Event","Sync Up","ryan.dobson@example.com",311
"Brenda Banker","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-06-21","High","2019-06-26","New York","Not Started","-","Manager","Call","0011U00000KuFjQQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-14","Meeting","2.01908291351258E+019","Income","Service","Call","Janna Black","Moderately Experienced","2020-07-06","Millennials","Mark Garet","1. Less than 50k","Event","Sync Up","mark.garet@example.com",323
"Brenda Banker","true","0051U000005L4E9QAK","Individual","Customer","CA","2020-06-28","High","2019-11-07","San Francisco","Not Started","-","Manager","Call","0011U00000KuFjRQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-21","Email","2.01908291351258E+019","Aggressive Growth","Prospecting","Call","Abel Hicks","Inexperienced","2020-07-06","Millennials","Brenda Banker","2. Between 50k and 250k","Event","Sync Up","sunil.dixit@example.com",316
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-14","High","2020-05-23","Chicago","Event","-","Manager","Call","0011U00000KuFjSQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-07","Meeting","2.01908291351258E+019","Income","Client Retention","Call","Sage Gamble","Experienced","2020-07-06","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","allen.advisor@example.com",330
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-09","High","2019-07-21","Chicago","Event","-","Manager","Call","0011U00000KuFjTQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-02","Email","2.01908291351258E+019","Balanced Growth","Prospecting","Call","Uriah Huffman","Inexperienced","2020-07-06","Millennials","Allen Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","allen.advisor@example.com",335
"Chelsea Advisor","true","0051U000005JQyrQAG","Individual","Customer","IL","2020-06-12","High","2019-04-30","Chicago","Event","-","Manager","Call","0011U00000KuFjWQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-05","Email","2.01908291351258E+019","Income","Prospecting","Call","Belle Valentine","Experienced","2020-07-06","Millennials","Allen Advisor","2. Between 50k and 250k","Event","Discussion","allen.advisor@example.com",332
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-30","High","2019-09-07","Chicago","Event","-","Manager","Call","0011U00000KuFjYQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-23","Meeting","2.01908291351258E+019","Income","Service","Call","Larissa Albert","Experienced","2020-07-06","Mass Market","Allen Advisor","1. Less than 50k","Event","Summit","allen.advisor@example.com",314
"Chelsea Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-30","High","2020-02-23","Chicago","Completed","-","Manager","Call","0011U00000KuFjbQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-23","Meeting","2.01908291351258E+019","Growth","Prospecting","Call","Allegra Kennedy","Experienced","2020-07-06","Affluent Professionals","Allen Advisor","1. Less than 50k","Event","Discussion","allen.advisor@example.com",314
"Chelsea Advisor","true","0051U000005L6eJQAS","Household","Customer","FL","2020-07-02","High","2019-08-26","Florida","Event","-","Manager","Call","0011U00000KuFjcQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-25","Call","2.01908291351258E+019","Aggressive Growth","Prospecting","Call","Quintessa Spence","Moderately Experienced","2020-07-06","Millennials","Chelsea Advisor","1. Less than 50k","Event","Lunch Meeting","ryan.dobson@example.com",312
"Mark Garet","true","0051U000005L6eJQAS","Household","Customer","FL","2020-06-13","High","2019-07-12","Florida","In progress","-","Manager","Call","0011U00000KuFjdQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-06","Call","2.01908291351258E+019","Aggressive Growth","Onboarding","Call","Latifah Riggs","Moderately Experienced","2020-07-06","Mass Market","Chelsea Advisor","2. Between 50k and 250k","Event","Sync Up","ryan.dobson@example.com",331
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-12","High","2019-10-01","Chicago","In progress","-","Manager","Call","0011U00000KuFjhQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-05","Meeting","2.01908291351258E+019","Income","Service","Call","Kameko Bass","Inexperienced","2020-07-06","Affluent Professionals","Allen Advisor","1. Less than 50k","Event","Summit","allen.advisor@example.com",332
"Brenda Banker","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-06-06","High","2019-12-07","New York","Event","-","Manager","Call","0011U00000KuFjkQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-07-30","Call","2.01908291351258E+019","Growth","Onboarding","Call","Vera Hooper","Inexperienced","2020-07-06","Mass Market","Mark Garet","1. Less than 50k","Event","Send Birthday Gift","mark.garet@example.com",338
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-07-01","High","2020-01-15","San Francisco","Not Started","-","Manager","Call","0011U00000KuFjlQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-24","Email","2.01908291351258E+019","Income","Client Retention","Call","Tara Cox","Inexperienced","2020-07-06","Retired","Brenda Banker","2. Between 50k and 250k","Event","Lunch Meeting","sunil.dixit@example.com",313
"Mark Garet","true","0051U000005JQyrQAG","Household","Customer","IL","2020-06-25","High","2019-08-28","Chicago","Completed","-","Manager","Call","0011U00000KuFjmQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-18","Meeting","2.01908291351258E+019","Aggressive Growth","Client Retention","Call","Leah Wood","Inexperienced","2020-07-06","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","allen.advisor@example.com",319
"Chelsea Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-06-06","High","2019-09-09","New York","Not Started","-","Manager","Call","0011U00000KuFjnQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-07-30","Email","2.01908291351258E+019","Growth","Onboarding","Call","Zena Nguyen","Experienced","2020-07-06","Millennials","Mark Garet","1. Less than 50k","Event","Send Birthday Gift","mark.garet@example.com",338
"Mark Garet","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-07","High","2020-05-07","San Francisco","Not Started","-","Manager","Call","0011U00000KuFjqQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-07-31","Meeting","2.01908291351258E+019","Aggressive Growth","Onboarding","Call","Angelica Gaines","Moderately Experienced","2020-07-06","Millennials","Brenda Banker","2. Between 50k and 250k","Event","Sync Up","sunil.dixit@example.com",337
"Chelsea Advisor","true","0051U000005KhW6QAK","Household","Customer","NY","2020-06-21","High","2020-02-26","New York","Event","-","Manager","Call","0011U00000KuFjsQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-14","Other","2.01908291351258E+019","Growth","Service","Call","Vera Chan","Moderately Inexperienced","2020-07-06","High Net Worth Families","Mark Garet","1. Less than 50k","Event","Send Birthday Gift","mark.garet@example.com",323
"Allen Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-29","High","2019-06-07","Florida","Completed","-","Manager","Call","0011U00000KuFjtQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-22","Email","2.01908291351258E+019","Income","Onboarding","Call","Dorothy Kaufman","Experienced","2020-07-06","Mass Market","Chelsea Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com",315
"Mark Garet","true","0051U000005L4E9QAK","Individual","Customer","CA","2020-06-10","High","2019-11-29","San Francisco","Event","-","Manager","Call","0011U00000KuFjuQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-03","Call","2.01908291351258E+019","Income","Client Retention","Call","Edan Franks","Moderately Experienced","2020-07-06","Mass Market","Brenda Banker","1. Less than 50k","Event","Quarterly Earnings Summary","sunil.dixit@example.com",334
"Allen Advisor","true","0051U000005L4E9QAK","Household","Customer","CA","2020-06-15","High","2020-01-15","San Francisco","Event","-","Manager","Call","0011U00000KuFjvQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-08","Call","2.01908291351258E+019","Income","Service","Call","Camden Palmer","Moderately Inexperienced","2020-07-06","Mass Market","Brenda Banker","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","sunil.dixit@example.com",329
"Allen Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-07-02","High","2019-03-09","Florida","In progress","-","Manager","Call","0011U00000KuFjwQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-25","Call","2.01908291351258E+019","Aggressive Growth","Onboarding","Call","Xandra Woods","Inexperienced","2020-07-06","Affluent Professionals","Chelsea Advisor","1. Less than 50k","Event","Quarterly Earnings Summary","ryan.dobson@example.com",312
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-28","High","2019-08-23","Florida","In progress","-","Manager","Call","0011U00000KuFjxQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-21","Meeting","2.01908291351258E+019","Growth","Prospecting","Call","Deacon Sheppard","Moderately Inexperienced","2020-07-06","Retired","Chelsea Advisor","1. Less than 50k","Event","Summit","ryan.dobson@example.com",316
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-18","High","2019-09-20","Chicago","Event","-","Manager","Call","0011U00000KuFjyQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-11","Meeting","2.01908291351258E+019","Balanced Growth","Onboarding","Call","Mona Shaffer","Inexperienced","2020-07-06","High Net Worth Families","Allen Advisor","2. Between 50k and 250k","Event","Quarterly Earnings Summary","allen.advisor@example.com",326
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-21","High","2019-01-22","Chicago","Completed","-","Manager","Call","0011U00000KuFjzQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-14","Other","2.01908291351258E+019","Growth","Client Retention","Call","David Mcdaniel","Inexperienced","2020-07-06","Mass Market","Allen Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","allen.advisor@example.com",323
"Allen Advisor","true","0051U000005L4E9QAK","Individual","Customer","CA","2020-06-23","High","2019-04-02","San Francisco","Completed","-","Manager","Call","0011U00000KuFk0QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-16","Call","2.01908291351258E+019","Income","Client Retention","Call","Walter Oneal","Inexperienced","2020-07-06","Mass Market","Brenda Banker","1. Less than 50k","Event","Lunch Meeting","sunil.dixit@example.com",321
"Brenda Banker","true","0051U000005KhW6QAK","Individual","Customer","NY","2020-06-13","High","2019-05-02","New York","Not Started","-","Manager","Call","0011U00000KuFk1QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-06","Meeting","2.01908291351258E+019","Income","Onboarding","Call","Sybill Warren","Inexperienced","2020-07-06","Affluent Professionals","Mark Garet","2. Between 50k and 250k","Event","Lunch Meeting","mark.garet@example.com",331
"Brenda Banker","true","0051U000005KhW6QAK","Household","Customer","NY","2020-06-25","High","2020-06-19","New York","In progress","-","Manager","Call","0011U00000KuFk2QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-18","Call","2.01908291351258E+019","Balanced Growth","Service","Call","Rinah Todd","Moderately Inexperienced","2020-07-06","Millennials","Mark Garet","2. Between 50k and 250k","Event","Discussion","mark.garet@example.com",319
"Chelsea Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-07-01","High","2020-06-23","Florida","Completed","-","Manager","Call","0011U00000KuFk3QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-24","Meeting","2.01908291351258E+019","Income","Service","Call","Myra Elliott","Moderately Experienced","2020-07-06","High Net Worth Families","Chelsea Advisor","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com",313
"Allen Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-07-02","High","2019-02-26","New York","Completed","-","Manager","Call","0011U00000KuFk4QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-25","Call","2.01908291351258E+019","Income","Prospecting","Call","Joy Gutierrez","Experienced","2020-07-06","Mass Market","Mark Garet","2. Between 50k and 250k","Event","Quarterly Earnings Summary","mark.garet@example.com",312
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-12","High","2020-03-30","San Francisco","Event","-","Manager","Call","0011U00000KuFk5QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-05","Email","2.01908291351258E+019","Aggressive Growth","Client Retention","Call","Nathaniel Garrett","Moderately Experienced","2020-07-06","Millennials","Brenda Banker","2. Between 50k and 250k","Event","Quarterly Earnings Summary","sunil.dixit@example.com",332
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-20","High","2019-12-03","San Francisco","Event","-","Manager","Call","0011U00000KuFk6QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-13","Email","2.01908291351258E+019","Growth","Onboarding","Call","Hall Stephenson","Inexperienced","2020-07-06","High Net Worth Families","Brenda Banker","2. Between 50k and 250k","Event","Sync Up","sunil.dixit@example.com",324
"Brenda Banker","true","0051U000005L4E9QAK","Household","Customer","CA","2020-06-09","High","2020-01-11","San Francisco","Event","-","Manager","Call","0011U00000KuFk9QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-02","Call","2.01908291351258E+019","Aggressive Growth","Client Retention","Call","Brenden Lamb","Moderately Experienced","2020-07-06","Mass Market","Brenda Banker","2. Between 50k and 250k","Event","Lunch Meeting","sunil.dixit@example.com",335
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-27","High","2020-06-10","Chicago","Completed","-","Manager","Call","0011U00000KuFkAQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-20","Email","2.01908291351258E+019","Aggressive Growth","Service","Call","Jane Estes","Inexperienced","2020-07-06","Millennials","Allen Advisor","1. Less than 50k","Event","Sync Up","allen.advisor@example.com",317
"Mark Garet","true","0051U000005JQyrQAG","Individual","Customer","IL","2020-06-19","High","2020-02-05","Chicago","Event","-","Manager","Call","0011U00000KuFkBQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-12","Meeting","2.01908291351258E+019","Income","Client Retention","Call","Clayton Griffith","Experienced","2020-07-06","Millennials","Allen Advisor","2. Between 50k and 250k","Event","Lunch Meeting","allen.advisor@example.com",325
"Brenda Banker","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-20","High","2019-06-07","Florida","Completed","-","Manager","Call","0011U00000KuFkEQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-13","Email","2.01908291351258E+019","Balanced Growth","Service","Call","Brennan Mccoy","Experienced","2020-07-06","High Net Worth Families","Chelsea Advisor","1. Less than 50k","Event","Summit","ryan.dobson@example.com",324
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-28","High","2019-02-11","Florida","Not Started","-","Manager","Call","0011U00000KuFkGQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-21","Email","2.01908291351258E+019","Balanced Growth","Prospecting","Call","Emi Bush","Moderately Inexperienced","2020-07-06","Millennials","Chelsea Advisor","2. Between 50k and 250k","Event","Summit","ryan.dobson@example.com",316
"Mark Garet","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-30","High","2019-06-08","San Francisco","Event","-","Manager","Call","0011U00000KuFkHQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-23","Meeting","2.01908291351258E+019","Growth","Service","Call","Jameson Mosley","Experienced","2020-07-06","Retired","Brenda Banker","1. Less than 50k","Event","Discussion","sunil.dixit@example.com",314
"Chelsea Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-08","High","2019-05-13","Chicago","Event","-","Manager","Call","0011U00000KuFkIQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-01","Meeting","2.01908291351258E+019","Income","Prospecting","Call","Sasha Hardin","Moderately Experienced","2020-07-06","Mass Market","Allen Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","allen.advisor@example.com",336
"Brenda Banker","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-06","High","2019-01-30","Chicago","Event","-","Manager","Call","0011U00000KuFkLQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-07-30","Other","2.01908291351258E+019","Balanced Growth","Onboarding","Call","Robert Osborn","Inexperienced","2020-07-06","Retired","Allen Advisor","1. Less than 50k","Event","Summit","allen.advisor@example.com",338
"Allen Advisor","true","0051U000005L4E9QAK","Household","Customer","CA","2020-07-05","High","2019-11-01","San Francisco","Event","-","Manager","Call","0011U00000KuFkMQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-28","Meeting","2.01908291351258E+019","Aggressive Growth","Prospecting","Call","Ivana Anderson","Moderately Inexperienced","2020-07-06","High Net Worth Families","Brenda Banker","1. Less than 50k","Event","Send Birthday Gift","sunil.dixit@example.com",309
"Brenda Banker","true","0051U000005L6eJQAS","Household","Customer","FL","2020-06-19","High","2019-05-31","Florida","Completed","-","Manager","Call","0011U00000KuFkNQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-12","Meeting","2.01908291351258E+019","Balanced Growth","Prospecting","Call","Kylie Pratt","Experienced","2020-07-06","Affluent Professionals","Chelsea Advisor","1. Less than 50k","Event","Send Birthday Gift","ryan.dobson@example.com",325
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-22","High","2019-10-01","Florida","In progress","-","Manager","Call","0011U00000KuFkQQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-15","Email","2.01908291351258E+019","Growth","Onboarding","Call","Blossom Underwood","Inexperienced","2020-07-06","Millennials","Chelsea Advisor","1. Less than 50k","Event","Send Birthday Gift","ryan.dobson@example.com",322
"Mark Garet","true","0051U000005KhW6QAK","Household","Customer","NY","2020-07-01","High","2020-06-21","New York","Not Started","-","Manager","Call","0011U00000KuFkSQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-24","Call","2.01908291351258E+019","Balanced Growth","Service","Call","Susan Gross","Moderately Inexperienced","2020-07-06","High Net Worth Families","Mark Garet","2. Between 50k and 250k","Event","Summit","mark.garet@example.com",313
"Mark Garet","true","0051U000005JQyrQAG","Individual","Customer","IL","2020-06-10","High","2020-06-08","Chicago","Event","-","Manager","Call","0011U00000KuFkTQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-03","Email","2.01908291351258E+019","Aggressive Growth","Onboarding","Call","Harper Ashley","Moderately Inexperienced","2020-07-06","Mass Market","Allen Advisor","2. Between 50k and 250k","Event","Send Birthday Gift","allen.advisor@example.com",334
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-29","High","2019-12-26","San Francisco","Completed","-","Manager","Call","0011U00000KuFkUQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-22","Call","2.01908291351258E+019","Aggressive Growth","Client Retention","Call","Ahmed Lamb","Inexperienced","2020-07-06","Mass Market","Brenda Banker","1. Less than 50k","Event","Evaluate Refinancing Loan","sunil.dixit@example.com",315
"Chelsea Advisor","true","0051U000005KhW6QAK","Individual","Customer","NY","2020-06-30","High","2020-04-18","New York","Not Started","-","Manager","Call","0011U00000KuFkVQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-23","Other","2.01908291351258E+019","Growth","Onboarding","Call","Elaine Charles","Moderately Experienced","2020-07-06","Millennials","Mark Garet","1. Less than 50k","Event","Summit","mark.garet@example.com",314
"Allen Advisor","true","0051U000005L6eJQAS","Household","Customer","FL","2020-06-25","High","2019-07-08","Florida","Not Started","-","Manager","Call","0011U00000KuFkXQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-18","Meeting","2.01908291351258E+019","Income","Onboarding","Call","Preston Watts","Moderately Experienced","2020-07-06","Affluent Professionals","Chelsea Advisor","1. Less than 50k","Event","Sync Up","ryan.dobson@example.com",319
"Chelsea Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-12","High","2019-06-19","Florida","In progress","-","Manager","Call","0011U00000KuFkZQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-05","Meeting","2.01908291351258E+019","Aggressive Growth","Onboarding","Call","Ali Ayala","Experienced","2020-07-06","Mass Market","Chelsea Advisor","1. Less than 50k","Event","Summit","ryan.dobson@example.com",332
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-17","High","2019-04-18","Chicago","Event","-","Manager","Call","0011U00000KuFkaQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-10","Email","2.01908291351258E+019","Balanced Growth","Onboarding","Call","Roth Cunningham","Moderately Experienced","2020-07-06","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Summit","allen.advisor@example.com",327
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-20","High","2020-05-08","San Francisco","Not Started","-","Manager","Call","0011U00000KuFkcQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-13","Email","2.01908291351258E+019","Balanced Growth","Prospecting","Call","Jason Wiley","Moderately Inexperienced","2020-07-06","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Lunch Meeting","sunil.dixit@example.com",324
"Brenda Banker","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-06-22","High","2019-07-19","New York","In progress","-","Manager","Call","0011U00000KuFkeQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-15","Email","2.01908291351258E+019","Aggressive Growth","Service","Call","Kevyn Farmer","Inexperienced","2020-07-06","Affluent Professionals","Mark Garet","1. Less than 50k","Event","Quarterly Earnings Summary","mark.garet@example.com",322
"Brenda Banker","true","0051U000005L6eJQAS","Individual","Customer","FL","2020-06-25","High","2020-06-15","Florida","Not Started","-","Manager","Call","0011U00000KuFkfQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-18","Call","2.01908291351258E+019","Aggressive Growth","Prospecting","Call","Eric Sweeney","Inexperienced","2020-07-06","Retired","Chelsea Advisor","1. Less than 50k","Event","Quarterly Earnings Summary","ryan.dobson@example.com",319
"Allen Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-24","High","2019-11-27","Florida","Completed","-","Manager","Call","0011U00000KuFkgQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-17","Meeting","2.01908291351258E+019","Growth","Service","Call","Marah Middleton","Experienced","2020-07-06","Mass Market","Chelsea Advisor","2. Between 50k and 250k","Event","Quarterly Earnings Summary","ryan.dobson@example.com",320
"Brenda Banker","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-09","High","2019-05-05","Florida","Event","-","Manager","Call","0011U00000KuFkhQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-02","Email","2.01908291351258E+019","Growth","Service","Call","Len Robbins","Moderately Inexperienced","2020-07-06","Mass Market","Chelsea Advisor","1. Less than 50k","Event","Send Birthday Gift","ryan.dobson@example.com",335
"Chelsea Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-17","High","2020-04-06","Chicago","Completed","-","Manager","Call","0011U00000KuFkiQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-10","Email","2.01908291351258E+019","Growth","Client Retention","Call","Britanney Fuentes","Inexperienced","2020-07-06","Affluent Professionals","Allen Advisor","1. Less than 50k","Event","Lunch Meeting","allen.advisor@example.com",327
