"Article.ArticleVersion.IsVisibleInApp","Article.ArticleVersion.DataCategory.DataCategoryGroupName","Case.Type","Case.Type_of_Support__c","IsSharedByEmail","ArticleVersionNumber","Case.Reason","Article.ArticleVersion.Title","CreatedById","Article.ArticleVersion.PublishStatus","Article.User.Name","KnowledgeArticleId","Article.ArticleVersion.IsVisibleInPrm","Article.CreatedById","Article.ArticleVersion.IsVisibleInPkb","Case.Status","User.Name","Article.ArticleVersion.VersionNumber","Article.ArticleVersion.IsVisibleInCsp","CaseId","User.Id","Case.Product_Family_KB__c","Article.ArticleVersion.DataCategory.DataCategoryName","isAttachedByOwner","CreatedDate","Id","Case.ED_Outcome__c"
"true",,"Product Support","Free","false","1.0","Documentation","Baby","005B0000003JLIDIA4","Online",,"a4CB00000000ErkMAE","true","005B0000003JK1iIAG","true","On Hold","Tammy Foley","1.0","true","500B00000045weZIAQ","005B0000003JLIDIA4","Video Games",,"false","2020-02-05T22:22:57.000Z","a4HB000000004kaMAA",82.1
"true",,"Product Support","Basic","true","1.0","Unknown Failure","Tools","005B0000003JLIIIA4","Online",,"a4CB00000000ErlMAE","true","005B0000003JK1iIAG","true","Closed","Marissa White","1.0","true","500B00000045webIAA","005B0000003JLIIIA4","Cameras",,"false","2020-01-23T16:23:18.000Z","a4HB000000004kbMAA",81.6
"true",,"Product Support","Free","false","1.0","Unknown Failure","Electronics","005B0000003JLI5IAO","Online",,"a4CB00000000ErmMAE","true","005B0000003JK1iIAG","true","Closed","Crystal Rodriguez","1.0","true","500B0000003379PIAQ","005B0000003JLI5IAO","Home Audio",,"false","2020-02-28T20:20:37.000Z","a4HB000000004kcMAA",51.6
"true",,"Product Support","Free","true","1.0","Late Delivery","Health","005B0000003JLI9IAO","Online",,"a4CB00000000ErnMAE","true","005B0000003JK1iIAG","true","Closed","Matthew Wong","1.0","true","500B00000045welIAA","005B0000003JLI9IAO","Video Games",,"false","2020-02-27T20:55:04.000Z","a4HB000000004kdMAA",86.2
"true",,"Product Support","Silver","false","1.0","Hardware Question","Sports","005B0000003JLI9IAO","Online",,"a4CB00000000EroMAE","true","005B0000003JK1iIAG","true","Response Received","Matthew Wong","1.0","true","500B0000002uCf9IAE","005B0000003JLI9IAO","Home Audio",,"false","2020-01-11T00:12:10.000Z","a4HB000000004keMAA",81.6
"true",,"Product Support","Free","false","1.0","Item Damaged","Shoes","005B0000003JLIEIA4","Online",,"a4CB00000000ErpMAE","true","005B0000003JK1iIAG","true","Closed","Melody Moore","1.0","true","500B0000002uCfCIAU","005B0000003JLIEIA4","Computers",,"false","2020-01-12T16:41:25.000Z","a4HB000000004kfMAA",51.6
,,"Product Support","Free","false","1.0","Documentation",,"005B0000003JLIJIA4",,,"a4CB00000000EtoMAE",,"005B0000003JK1iIAG",,"Closed","Vincent Parrish",,,"500B00000045wiwIAA","005B0000003JLIJIA4","TVs",,"false","2020-01-22T17:56:44.000Z","a4HB000000004meMAA",51.6
,,"Product Support","Basic","true","1.0","General Question",,"005B0000003JLI5IAO",,,"a4CB00000000EtpMAE",,"005B0000003JK1iIAG",,"Closed","Crystal Rodriguez",,,"500B000000337D5IAI","005B0000003JLI5IAO","Computers",,"false","2020-02-04T19:34:39.000Z","a4HB000000004mfMAA",51.6
"true",,"Product Support","Free","false","1.0","Documentation","Baby","005B0000003JLI7IAO","Online",,"a4CB00000000EtqMAE","true","005B0000003JK1iIAG","true","Working","Jane Nelson","1.0","true","500B0000002uCkcIAE","005B0000003JLI7IAO","Headphones",,"false","2020-02-01T16:57:57.000Z","a4HB000000004mgMAA",51.6
"true",,"Product Support","Platinum","false","1.0","Unknown Failure","Books","005B0000003JLIDIA4","Online",,"a4CB00000000EtrMAE","true","005B0000003JK1iIAG","true","Closed","Tammy Foley","1.0","true","500B0000002uCkiIAE","005B0000003JLIDIA4","Cell Phones",,"false","2020-02-07T20:26:00.000Z","a4HB000000004mhMAA",51.6
,,"Product Support","Platinum","true","1.0","Documentation",,"005B0000003JLI7IAO",,,"a4CB00000000EtsMAE",,"005B0000003JK1iIAG",,"Closed","Jane Nelson",,,"500B00000045wj0IAA","005B0000003JLI7IAO","Cell Phones",,"false","2020-01-31T23:10:58.000Z","a4HB000000004miMAA",51.6
"true",,"Product Support","Basic","false","1.0","Hardware Question","Clothing","005B0000003JLI6IAO","Online",,"a4CB00000000EttMAE","true","005B0000003JK1iIAG","true","Closed","William Edwards","1.0","true","500B000000337DCIAY","005B0000003JLI6IAO","DVD Players",,"false","2020-01-23T22:59:24.000Z","a4HB000000004mjMAA",51.6
,,"Product Support","Silver","false","1.0","Unknown Failure",,"005B0000003JLIFIA4",,,"a4CB00000000EtuMAE",,"005B0000003JK1iIAG",,"Closed","Allison Medina",,,"500B000000358gjIAA","005B0000003JLIFIA4","Cameras",,"false","2020-03-07T22:32:03.000Z","a4HB000000004mkMAA",51.6
,,"Product Support","Silver","true","1.0","Hardware Question",,"005B0000003JLICIA4",,,"a4CB00000000EtvMAE",,"005B0000003JK1iIAG",,"Closed","Jennifer Barton",,,"500B000000358gkIAA","005B0000003JLICIA4","Cameras",,"false","2020-02-23T22:22:51.000Z","a4HB000000004mlMAA",51.6
"true",,"Product Support","Silver","true","1.0","General Question","Games","005B0000003JLIEIA4","Online",,"a4CB00000000EtwMAE","true","005B0000003JK1iIAG","true","Closed","Melody Moore","1.0","true","500B00000045wj7IAA","005B0000003JLIEIA4","Cameras",,"false","2020-01-22T16:26:13.000Z","a4HB000000004mmMAA",81.6
"true",,"Product Support","Free","true","1.0","General Question","Baby","005B0000003JLIHIA4","Online",,"a4CB00000000EtxMAE","true","005B0000003JK1iIAG","true","Closed","Katie Adams","1.0","true","500B000000355zeIAA","005B0000003JLIHIA4","Tablets",,"false","2020-02-25T21:13:11.000Z","a4HB000000004mnMAA",51.6
"true",,"Product Support","Silver","false","1.0","Unknown Failure","Tools","005B0000003JLIAIA4","Online",,"a4CB00000000EtyMAE","true","005B0000003JK1iIAG","true","Working","Danielle Wright","1.0","true","500B000000358goIAA","005B0000003JLIAIA4","TVs",,"false","2020-02-15T17:01:29.000Z","a4HB000000004moMAA",51.6
"true",,"Product Support","Platinum","false","1.0","Documentation","Garden","005B0000003JLIBIA4","Online",,"a4CB00000000EtzMAE","true","005B0000003JK1iIAG","true","Closed","Katie Cole","1.0","true","500B000000355zjIAA","005B0000003JLIBIA4","Computers",,"false","2020-02-16T20:22:24.000Z","a4HB000000004mpMAA",51.6
"true",,"Product Support","Silver","false","1.0","General Question","Health","005B0000003JLIEIA4","Online",,"a4CB00000000Eu0MAE","true","005B0000003JK1iIAG","true","Closed","Melody Moore","1.0","true","500B000000358gvIAA","005B0000003JLIEIA4","TVs",,"false","2020-01-31T22:30:43.000Z","a4HB000000004mqMAA",51.6
"true",,"Product Support","Free","true","1.0","Hardware Question","Toys","005B0000003JLIDIA4","Online",,"a4CB00000000Eu1MAE","true","005B0000003JK1iIAG","true","Escalated","Tammy Foley","1.0","true","500B00000045wjEIAQ","005B0000003JLIDIA4","Video Games",,"false","2020-03-02T18:35:01.000Z","a4HB000000004mrMAA",81.6
,,"Product Support","Free","false","1.0","Unknown Failure",,"005B0000003JLIFIA4",,,"a4CB00000000Eu2MAE",,"005B0000003JK1iIAG",,"On Hold","Allison Medina",,,"500B0000002uCl7IAE","005B0000003JLIFIA4","Headphones",,"false","2020-02-05T21:56:08.000Z","a4HB000000004msMAA",51.6
"true",,"Product Support","Basic","true","1.0","Documentation","Garden","005B0000003JLIJIA4","Online",,"a4CB00000000Eu3MAE","true","005B0000003JK1iIAG","true","Working","Vincent Parrish","1.0","true","500B000000337DOIAY","005B0000003JLIJIA4","Home Audio",,"false","2020-01-15T18:17:37.000Z","a4HB000000004mtMAA",81.6
,,"Product Support","Free","false","1.0","General Question",,"005B0000003JLIEIA4",,,"a4CB00000000Eu4MAE",,"005B0000003JK1iIAG",,"Closed","Melody Moore",,,"500B000000355ztIAA","005B0000003JLIEIA4","Tablets",,"false","2020-02-29T22:30:04.000Z","a4HB000000004muMAA",51.6
"true",,"Product Support","Free","true","1.0","Documentation","Beauty","005B0000003JLIAIA4","Online",,"a4CB00000000Eu5MAE","true","005B0000003JK1iIAG","true","Closed","Danielle Wright","1.0","true","500B000000358h1IAA","005B0000003JLIAIA4","Tablets",,"false","2020-01-10T18:23:55.000Z","a4HB000000004mvMAA",51.6
"true",,"Product Support","Free","false","1.0","Unknown Failure","Health","005B0000003JLI7IAO","Online",,"a4CB00000000Eu6MAE","true","005B0000003JK1iIAG","true","Closed","Jane Nelson","1.0","true","500B00000045wjLIAQ","005B0000003JLI7IAO","Video Games",,"false","2020-02-24T20:26:49.000Z","a4HB000000004mwMAA",51.6
,,"Product Support","Free","false","1.0","Documentation",,"005B0000003JLI5IAO",,,"a4CB00000000Eu7MAE",,"005B0000003JK1iIAG",,"Closed","Crystal Rodriguez",,,"500B00000045wjMIAQ","005B0000003JLI5IAO","Cables",,"false","2020-01-22T22:23:09.000Z","a4HB000000004mxMAA",51.6
,,"Product Support","Silver","false","1.0","Unknown Failure",,"005B0000003JLI3IAO",,,"a4CB00000000Eu8MAE",,"005B0000003JK1iIAG",,"New","Susan Pena",,,"500B00000045wjNIAQ","005B0000003JLI3IAO","Cameras",,"false","2020-01-13T23:31:38.000Z","a4HB000000004myMAA",51.6
,,"Product Support","Silver","false","1.0","Documentation",,"005B0000003JLI7IAO",,,"a4CB00000000Eu9MAE",,"005B0000003JK1iIAG",,"Working","Jane Nelson",,,"500B00000045wjOIAQ","005B0000003JLI7IAO","Cell Phones",,"false","2020-03-07T18:48:17.000Z","a4HB000000004mzMAA",51.6
"true",,"Product Support","Silver","true","1.0","Unknown Failure","Kids","005B0000003JLIGIA4","Online",,"a4CB00000000EuAMAU","true","005B0000003JK1iIAG","true","On Hold","Nicole Gill","1.0","true","500B00000045wjPIAQ","005B0000003JLIGIA4","Cell Phones",,"false","2020-02-06T00:50:50.000Z","a4HB000000004n0MAA",51.6
"true",,"Product Support","Free","false","1.0","General Question","Computers","005B0000003JLIHIA4","Online",,"a4CB00000000EuBMAU","true","005B0000003JK1iIAG","true","Closed","Katie Adams","1.0","true","500B00000045wjYIAQ","005B0000003JLIHIA4","Tablets",,"false","2020-02-24T17:20:48.000Z","a4HB000000004n1MAA",81.6
,,"Product Support","Free","false","1.0","Unknown Failure",,"005B0000003JLI9IAO",,,"a4CB00000000EuCMAU",,"005B0000003JK1iIAG",,"Closed","Matthew Wong",,,"500B00000045wjZIAQ","005B0000003JLI9IAO","Tablets",,"false","2020-01-18T18:19:15.000Z","a4HB000000004n2MAA",51.6
,,"Product Support","Platinum","false","1.0","Unknown Failure",,"005B0000003JLI7IAO",,,"a4CB00000000EuDMAU",,"005B0000003JK1iIAG",,"Closed","Jane Nelson",,,"500B0000003560GIAQ","005B0000003JLI7IAO","Computers",,"false","2020-03-07T19:53:17.000Z","a4HB000000004n3MAA",51.6
"true",,"Product Support","Platinum","true","1.0","Unknown Failure","Music","005B0000003JLIBIA4","Online",,"a4CB00000000EuEMAU","true","005B0000003JK1iIAG","true","Closed","Katie Cole","1.0","true","500B00000045wjkIAA","005B0000003JLIBIA4","Computers",,"false","2020-01-21T18:18:09.000Z","a4HB000000004n4MAA",51.6
,,"Product Support","Basic","true","1.0","Documentation",,"005B0000003JLIHIA4",,,"a4CB00000000EuFMAU",,"005B0000003JK1iIAG",,"Closed","Katie Adams",,,"500B00000045wjmIAA","005B0000003JLIHIA4","DVD Players",,"false","2020-02-22T18:37:08.000Z","a4HB000000004n5MAA",51.6
,,"Product Support","Silver","false","1.0","Unknown Failure",,"005B0000003JLIBIA4",,,"a4CB00000000EuGMAU",,"005B0000003JK1iIAG",,"Closed","Katie Cole",,,"500B000000358hPIAQ","005B0000003JLIBIA4","TVs",,"false","2020-02-17T22:37:59.000Z","a4HB000000004n6MAA",81.6
,,"Product Support","Platinum","false","1.0","Item Damaged",,"005B0000003JLI5IAO",,,"a4CB00000000F19MAE",,"005B0000003JK1iIAG",,"Closed","Crystal Rodriguez",,,"500B000000337YAIAY","005B0000003JLI5IAO","Computers",,"false","2019-03-01T20:51:50.000Z","a4HB000000004tzMAA",51.6
"true",,"Product Support","Basic","true","1.0","Hardware Question","Shoes","005B0000003JLI9IAO","Online",,"a4CB00000000F1AMAU","true","005B0000003JK1iIAG","true","Closed","Matthew Wong","1.0","true","500B000000337YBIAY","005B0000003JLI9IAO","DVD Players",,"false","2019-01-31T17:19:03.000Z","a4HB000000004u0MAA",51.6
"true",,"Product Support","Basic","true","1.0","Hardware Question","Jewelery","005B0000003JLIIIA4","Online",,"a4CB00000000F1BMAU","true","005B0000003JK1iIAG","true","Closed","Marissa White","1.0","true","500B000000337YDIAY","005B0000003JLIIIA4","Home Audio",,"false","2019-02-20T19:27:36.000Z","a4HB000000004u1MAA",51.6
"true",,"Product Support","Basic","false","1.0","Late Delivery","Games","005B0000003JLIEIA4","Online",,"a4CB00000000F1CMAU","true","005B0000003JK1iIAG","true","Closed","Melody Moore","1.0","true","500B0000002uDL5IAM","005B0000003JLIEIA4","Home Audio",,"false","2019-03-08T21:22:14.000Z","a4HB000000004u2MAA",51.6
,,"Product Support","Free","false","1.0","Late Delivery",,"005B0000003JLIJIA4",,,"a4CB00000000F1DMAU",,"005B0000003JK1iIAG",,"Closed","Vincent Parrish",,,"500B000000337YHIAY","005B0000003JLIJIA4","Cables",,"false","2019-02-18T18:41:59.000Z","a4HB000000004u3MAA",51.6
,,"Product Support","Platinum","true","1.0","Hardware Question",,"005B0000003JLIDIA4",,,"a4CB00000000F1EMAU",,"005B0000003JK1iIAG",,"Closed","Tammy Foley",,,"500B0000002uDLEIA2","005B0000003JLIDIA4","Headphones",,"false","2019-03-23T17:17:56.000Z","a4HB000000004u4MAA",51.6
,,"Product Support","Free","true","1.0","Hardware Question",,"005B0000003JLIFIA4",,,"a4CB00000000F1FMAU",,"005B0000003JK1iIAG",,"Closed","Allison Medina",,,"500B000000337YOIAY","005B0000003JLIFIA4","Cell Phones",,"false","2019-02-01T17:53:57.000Z","a4HB000000004u5MAA",81.6
,,"Product Support","Basic","false","1.0","Item Damaged",,"005B0000003JLI8IAO",,,"a4CB00000000F1GMAU",,"005B0000003JK1iIAG",,"Closed","Nathaniel Castillo",,,"500B0000003593hIAA","005B0000003JLI8IAO","DVD Players",,"false","2019-03-07T23:31:56.000Z","a4HB000000004u6MAA",51.6
"true",,"Product Support","Free","true","1.0","Late Delivery","Clothing","005B0000003JLIIIA4","Online",,"a4CB00000000F1HMAU","true","005B0000003JK1iIAG","true","Closed","Marissa White","1.0","true","500B000000337YYIAY","005B0000003JLIIIA4","Headphones",,"false","2019-02-04T23:24:18.000Z","a4HB000000004u7MAA",51.6
"true",,"Product Support","Free","false","1.0","Item Damaged","Industrial","005B0000003JLI5IAO","Online",,"a4CB00000000F1IMAU","true","005B0000003JK1iIAG","true","Closed","Crystal Rodriguez","1.0","true","500B0000002uDLlIAM","005B0000003JLI5IAO","Home Audio",,"false","2019-02-20T23:48:10.000Z","a4HB000000004u8MAA",81.6
"true",,"Product Support","Free","true","1.0","Hardware Question","Industrial","005B0000003JLI4IAO","Online",,"a4CB00000000F1JMAU","true","005B0000003JK1iIAG","true","Closed","Zachary Fisher","1.0","true","500B000000356TMIAY","005B0000003JLI4IAO","Video Games",,"false","2019-03-30T18:08:32.000Z","a4HB000000004u9MAA",51.6
,,"Product Support","Basic","true","1.0","Hardware Question",,"005B0000003JLI9IAO",,,"a4CB00000000F1KMAU",,"005B0000003JK1iIAG",,"Closed","Matthew Wong",,,"500B000000337YbIAI","005B0000003JLI9IAO","Cables",,"false","2019-03-31T00:25:41.000Z","a4HB000000004uAMAQ",58.6
"true",,"Product Support","Free","false","1.0","Late Delivery","Books","005B0000003JLIJIA4","Online",,"a4CB00000000F1LMAU","true","005B0000003JK1iIAG","true","Closed","Vincent Parrish","1.0","true","500B000000337YdIAI","005B0000003JLIJIA4","Cell Phones",,"false","2019-02-19T20:24:04.000Z","a4HB000000004uBMAQ",51.6
"true",,"Product Support","Free","true","1.0","Item Damaged","Books","005B0000003JLI7IAO","Online",,"a4CB00000000F1MMAU","true","005B0000003JK1iIAG","true","Closed","Jane Nelson","1.0","true","500B000000356TUIAY","005B0000003JLI7IAO","Headphones",,"false","2019-03-30T21:18:02.000Z","a4HB000000004uCMAQ",81.6
"true",,"Product Support","Free","false","1.0","Hardware Question","Toys","005B0000003JLIGIA4","Online",,"a4CB00000000F1NMAU","true","005B0000003JK1iIAG","true","Closed","Nicole Gill","1.0","true","500B000000356TVIAY","005B0000003JLIGIA4","Headphones",,"false","2019-03-10T20:03:03.000Z","a4HB000000004uDMAQ",51.6
"true",,"Product Support","Basic","false","1.0","Hardware Question","Tools","005B0000003JLIDIA4","Online",,"a4CB00000000F1OMAU","true","005B0000003JK1iIAG","true","Closed","Tammy Foley","1.0","true","500B0000002uDM6IAM","005B0000003JLIDIA4","TVs",,"false","2019-02-18T22:54:43.000Z","a4HB000000004uEMAQ",51.6
,,"Product Support","Basic","true","1.0","Late Delivery",,"005B0000003JLIIIA4",,,"a4CB00000000F1PMAU",,"005B0000003JK1iIAG",,"Closed","Marissa White",,,"500B000000337YiIAI","005B0000003JLIIIA4","Cables",,"false","2019-03-23T21:59:35.000Z","a4HB000000004uFMAQ",51.6
"true",,"Product Support","Free","true","1.0","Item Damaged","Shoes","005B0000003JLIJIA4","Online",,"a4CB00000000F1QMAU","true","005B0000003JK1iIAG","true","Closed","Vincent Parrish","1.0","true","500B000000337YlIAI","005B0000003JLIJIA4","Tablets",,"false","2019-03-26T21:43:09.000Z","a4HB000000004uGMAQ",51.6
"true",,"Product Support","Free","false","1.0","Late Delivery","Garden","005B0000003JLIIIA4","Online",,"a4CB00000000F1RMAU","true","005B0000003JK1iIAG","true","Closed","Marissa White","1.0","true","500B0000002uDMNIA2","005B0000003JLIIIA4","Video Games",,"false","2019-03-09T21:29:14.000Z","a4HB000000004uHMAQ",60.5
,,"Product Support","Basic","true","1.0","Late Delivery",,"005B0000003JLI5IAO",,,"a4CB00000000F1SMAU",,"005B0000003JK1iIAG",,"Closed","Crystal Rodriguez",,,"500B000000337YoIAI","005B0000003JLI5IAO","Cables",,"false","2019-02-06T22:25:02.000Z","a4HB000000004uIMAQ",51.6
"true",,"Product Support","Basic","true","1.0","Late Delivery","Music","005B0000003JLI8IAO","Online",,"a4CB00000000F1TMAU","true","005B0000003JK1iIAG","true","Closed","Nathaniel Castillo","1.0","true","500B0000003594EIAQ","005B0000003JLI8IAO","Cables",,"false","2019-03-04T19:47:54.000Z","a4HB000000004uJMAQ",66.7
"true",,"Product Support","Free","true","1.0","Hardware Question","Industrial","005B0000003JLIHIA4","Online",,"a4CB00000000F1UMAU","true","005B0000003JK1iIAG","true","Closed","Katie Adams","1.0","true","500B000000337YrIAI","005B0000003JLIHIA4","Cell Phones",,"false","2019-03-22T17:26:20.000Z","a4HB000000004uKMAQ",51.6
,,"Product Support","Silver","false","1.0","Item Damaged",,"005B0000003JLIEIA4",,,"a4CB00000000F1VMAU",,"005B0000003JK1iIAG",,"Closed","Melody Moore",,,"500B000000356TuIAI","005B0000003JLIEIA4","DVD Players",,"false","2019-02-04T20:04:51.000Z","a4HB000000004uLMAQ",51.6
,,"Product Support","Free","true","1.0","Late Delivery",,"005B0000003JLI8IAO",,,"a4CB00000000F1WMAU",,"005B0000003JK1iIAG",,"Closed","Nathaniel Castillo",,,"500B000000337YtIAI","005B0000003JLI8IAO","Tablets",,"false","2019-02-04T16:06:39.000Z","a4HB000000004uMMAQ",51.6
,,"Product Support","Basic","true","1.0","Item Damaged",,"005B0000003JLI8IAO",,,"a4CB00000000F1XMAU",,"005B0000003JK1iIAG",,"Closed","Nathaniel Castillo",,,"500B000000337YzIAI","005B0000003JLI8IAO","Cables",,"false","2019-02-14T19:44:48.000Z","a4HB000000004uNMAQ",58.5
"true",,"Product Support","Basic","true","1.0","Hardware Question","Jewelery","005B0000003JLIFIA4","Online",,"a4CB00000000F1YMAU","true","005B0000003JK1iIAG","true","Closed","Allison Medina","1.0","true","500B0000003594NIAQ","005B0000003JLIFIA4","Cables",,"false","2019-03-21T16:03:59.000Z","a4HB000000004uOMAQ",58.7
"true",,"Product Support","Basic","true","1.0","Late Delivery","Tools","005B0000003JLIDIA4","Online",,"a4CB00000000F1ZMAU","true","005B0000003JK1iIAG","true","Closed","Tammy Foley","1.0","true","500B0000002uDMfIAM","005B0000003JLIDIA4","Cables",,"false","2019-03-03T20:56:14.000Z","a4HB000000004uPMAQ",60.9
"true",,"Product Support","Basic","true","1.0","Item Damaged","Movies","005B0000003JLI7IAO","Online",,"a4CB00000000F1aMAE","true","005B0000003JK1iIAG","true","Closed","Jane Nelson","1.0","true","500B000000337Z0IAI","005B0000003JLI7IAO","Cables",,"false","2019-02-07T17:21:11.000Z","a4HB000000004uQMAQ",69.1
"true",,"Product Support","Silver","true","1.0","Late Delivery","Health","005B0000003JLI7IAO","Online",,"a4CB00000000F6WMAU","true","005B0000003JK1iIAG","true","Closed","Jane Nelson","1.0","true","500B000000359JuIAI","005B0000003JLI7IAO","Cables",,"false","2017-07-11T08:00:00.000Z","a4HB000000004zMMAQ",51.6
"true",,"Product Support","Free","true","1.0","Hardware Question","Baby","005B0000003JLI8IAO","Online",,"a4CB00000000F6XMAU","true","005B0000003JK1iIAG","true","Closed","Nathaniel Castillo","1.0","true","500B000000359JwIAI","005B0000003JLI8IAO","Headphones",,"false","2018-09-16T07:00:00.000Z","a4HB000000004zNMAQ",51.6
,,"Product Support","Free","false","1.0","Late Delivery",,"005B0000003JLI8IAO",,,"a4CB00000000F6YMAU",,"005B0000003JK1iIAG",,"Closed","Nathaniel Castillo",,,"500B0000002uDl4IAE","005B0000003JLI8IAO","TVs",,"false","2018-02-06T07:00:00.000Z","a4HB000000004zOMAQ",81.6
,,"Product Support","Basic","true","1.0","Late Delivery",,"005B0000003JLIHIA4",,,"a4CB00000000F6ZMAU",,"005B0000003JK1iIAG",,"Closed","Katie Adams",,,"500B000000359K2IAI","005B0000003JLIHIA4","DVD Players",,"false","2018-08-13T07:00:00.000Z","a4HB000000004zPMAQ",51.6
"true",,"Product Support","Free","true","1.0","Hardware Question","Outdoors","005B0000003JLIFIA4","Online",,"a4CB00000000F6aMAE","true","005B0000003JK1iIAG","true","Closed","Allison Medina","1.0","true","500B000000359K5IAI","005B0000003JLIFIA4","Video Games",,"false","2017-06-07T08:00:00.000Z","a4HB000000004zQMAQ",51.6
"true",,"Product Support","Silver","false","1.0","Item Damaged","Toys","005B0000003JLI4IAO","Online",,"a4CB00000000F6bMAE","true","005B0000003JK1iIAG","true","Closed","Zachary Fisher","1.0","true","500B0000002uDlNIAU","005B0000003JLI4IAO","Home Audio",,"false","2017-11-11T07:00:00.000Z","a4HB000000004zRMAQ",81.6
"true",,"Product Support","Free","true","1.0","Late Delivery","Movies","005B0000003JLIIIA4","Online",,"a4CB00000000F6cMAE","true","005B0000003JK1iIAG","true","Closed","Marissa White","1.0","true","500B000000359KAIAY","005B0000003JLIIIA4","TVs",,"false","2017-12-29T07:00:00.000Z","a4HB000000004zSMAQ",81.6
,,"Product Support","Free","true","1.0","Item Damaged",,"005B0000003JLI3IAO",,,"a4CB00000000F6dMAE",,"005B0000003JK1iIAG",,"Closed","Susan Pena",,,"500B000000359KBIAY","005B0000003JLI3IAO","TVs",,"false","2018-11-08T07:00:00.000Z","a4HB000000004zTMAQ",51.6
,,"Product Support","Free","true","1.0","Hardware Question",,"005B0000003JLI9IAO",,,"a4CB00000000F6gMAE",,"005B0000003JK1iIAG",,"Closed","Matthew Wong",,,"500B000000359KDIAY","005B0000003JLI9IAO","Computers",,"false","2017-12-11T07:00:00.000Z","a4HB000000004zWMAQ",51.6
"true",,"Product Support","Basic","true","1.0","Late Delivery","Outdoors","005B0000003JLICIA4","Online",,"a4CB00000000F6hMAE","true","005B0000003JK1iIAG","true","Closed","Jennifer Barton","1.0","true","500B000000359KEIAY","005B0000003JLICIA4","DVD Players",,"false","2017-08-11T07:00:00.000Z","a4HB000000004zXMAQ",81.6
,,"Product Support","Free","true","1.0","Late Delivery",,"005B0000003JLI7IAO",,,"a4CB00000000F6iMAE",,"005B0000003JK1iIAG",,"Closed","Jane Nelson",,,"500B000000359KLIAY","005B0000003JLI7IAO","Headphones",,"false","2017-08-17T07:00:00.000Z","a4HB000000004zYMAQ",51.6
,,"Product Support","Free","true","1.0","Hardware Question",,"005B0000003JLIHIA4",,,"a4CB00000000F6eMAE",,"005B0000003JK1iIAG",,"Closed","Katie Adams",,,"500B0000002uDlPIAU","005B0000003JLIHIA4","Video Games",,"false","2019-01-16T07:00:00.000Z","a4HB000000004zUMAQ",81.6
,,"Product Support","Silver","false","1.0","Late Delivery",,"005B0000003JLI5IAO",,,"a4CB00000000F6fMAE",,"005B0000003JK1iIAG",,"Closed","Crystal Rodriguez",,,"500B0000002uDlUIAU","005B0000003JLI5IAO","Cables",,"false","2018-04-07T08:00:00.000Z","a4HB000000004zVMAQ",72.8
"true",,"Product Support","Free","true","1.0","Unknown Failure","Computers","005B0000003JLI6IAO","Online",,"a4CB00000000EuHMAU","true","005B0000003JK1iIAG","true","Closed","William Edwards","1.0","true","500B0000002uCldIAE","005B0000003JLI6IAO","Video Games",,"false","2020-03-02T20:46:22.000Z","a4HB000000004n7MAA",82.2
"true",,"Product Support","Free","true","1.0","Unknown Failure","Books","005B0000003JLIIIA4","Online",,"a4CB00000000EuIMAU","true","005B0000003JK1iIAG","true","Closed","Marissa White","1.0","true","500B000000337DkIAI","005B0000003JLIIIA4","Cameras",,"false","2020-01-12T21:09:38.000Z","a4HB000000004n8MAA",51.6
"true",,"Product Support","Free","false","1.0","Documentation","Shoes","005B0000003JLICIA4","Online",,"a4CB00000000EuJMAU","true","005B0000003JK1iIAG","true","Closed","Jennifer Barton","1.0","true","500B0000002uClgIAE","005B0000003JLICIA4","Cameras",,"false","2020-02-01T21:32:40.000Z","a4HB000000004n9MAA",51.6
"true",,"Product Support","Silver","false","1.0","Unknown Failure","Shoes","005B0000003JLI7IAO","Online",,"a4CB00000000EuKMAU","true","005B0000003JK1iIAG","true","Closed","Jane Nelson","1.0","true","500B000000358hXIAQ","005B0000003JLI7IAO","Video Games",,"false","2020-01-24T23:20:19.000Z","a4HB000000004nAMAQ",51.6
"true",,"Product Support","Free","false","1.0","Unknown Failure","Kids","005B0000003JLICIA4","Online",,"a4CB00000000EuLMAU","true","005B0000003JK1iIAG","true","Closed","Jennifer Barton","1.0","true","500B0000002uClqIAE","005B0000003JLICIA4","Home Audio",,"false","2020-02-28T22:50:49.000Z","a4HB000000004nBMAQ",51.6
"true",,"Product Support","Free","false","1.0","Documentation","Grocery","005B0000003JLIGIA4","Online",,"a4CB00000000EuMMAU","true","005B0000003JK1iIAG","true","Closed","Nicole Gill","1.0","true","500B0000002uCluIAE","005B0000003JLIGIA4","TVs",,"false","2020-02-07T20:22:38.000Z","a4HB000000004nCMAQ",51.6
"true",,"Product Support","Free","false","1.0","Unknown Failure","Beauty","005B0000003JLI3IAO","Online",,"a4CB00000000EuNMAU","true","005B0000003JK1iIAG","true","Closed","Susan Pena","1.0","true","500B00000045wjxIAA","005B0000003JLI3IAO","Cameras",,"false","2020-01-15T21:42:30.000Z","a4HB000000004nDMAQ",51.6
,,"Product Support","Silver","false","1.0","General Question",,"005B0000003JLIAIA4",,,"a4CB00000000EuOMAU",,"005B0000003JK1iIAG",,"Closed","Danielle Wright",,,"500B00000045wk1IAA","005B0000003JLIAIA4","DVD Players",,"false","2020-03-01T21:02:42.000Z","a4HB000000004nEMAQ",51.6
