"Status","Owner","LeadSource","IsConverted","Rating","Amount_Slot","CreatedDate","Slot","Name","LeadActivities","ConvertedOppAmount","LeadNumber"
"New","Qianwen Dong","Employee Referral","false","Cold","0","2020-04-17","From 5 to 10","Cirillo Hearle",9,0,728
"Working  - Contacted","Qianwen Dong","Other","false","Warm","0","2020-01-14","From 5 to 10","Alanna Brede",5,0,729
"Nurturing","R CSEG","Advertisement","false","Hot","0","2020-09-27","From 5 to 10","Jobye Grunnill",7,0,730
"Working  - Contacted","G M","Other","false","Warm","0","2020-08-14","From 11 to 15","Hadrian Selcraig",11,0,731
"Nurturing - Contacted","Deepu CSEG","Employee Referral","false","Cold","0","2020-10-14","From 5 to 10","Cheryl Linskill",10,0,732
"Working","R CSEG","Purchased List","false","Warm","0","2020-07-23","From 5 to 10","Laetitia Gorick",7,0,733
"Qualified","R CSEG","Other","false","Hot","0","2020-09-13","From 16 to 25","Galina Johl",23,0,734
"Working  - Contacted","G M","Employee Referral","false","Hot","0","2020-11-19","From 16 to 25","Heath Overell",21,0,735
"New","R CSEG","Other","false","Cold","0","2020-03-07","From 5 to 10","Ly Cristea",5,0,736
"Converted","Qianwen Dong","Advertisement","true","Warm","From 100K to 150K","2020-06-06","From 11 to 15","Mata Healks",14,110000,737
"Nurturing - Contacted","R CSEG","Advertisement","false","Warm","0","2020-04-12","From 5 to 10","Hugibert Hainsworth",5,0,738
"Qualified","G M","Other","false","Hot","0","2020-08-05","From 11 to 15","Ronnie Coatham",12,0,739
"Nurturing","Deepu CSEG","Employee Referral","false","Warm","0","2020-12-26","From 16 to 25","Michaela Dulen",25,0,740
"Working  - Contacted","R CSEG","Trade Show","false","Cold","0","2020-05-16","From 5 to 10","Clywd Morales",8,0,741
"Converted","Qianwen Dong","Other","true","Warm","From 10K to 25K","2020-01-12","From 5 to 10","Reginald Grigore",5,20500,742
"Working","G M","Advertisement","false","Hot","0","2020-02-23","From 16 to 25","Bing Flores",19,0,743
"Nurturing - Contacted","R CSEG","Other","false","Warm","0","2020-10-01","From 11 to 15","Lem Emmison",15,0,744
"Converted","R CSEG","Employee Referral","true","Cold","From 25K to 50K","2020-10-23","From 5 to 10","Greer Weedon",8,31000,745
"Nurturing","Deepu CSEG","Purchased List","false","Warm","0","2020-11-03","From 11 to 15","Ninon Dell Casa",11,0,746
"Converted","Qianwen Dong","Other","true","Hot","From 25K to 50K","2020-12-08","From 11 to 15","Cortie Andreoletti",15,33000,747
"New","R CSEG","Employee Referral","false","Warm","0","2020-08-31","From 11 to 15","Rudolph Carvil",11,0,748
"Qualified","G M","Advertisement","false","Hot","0","2020-06-06","From 5 to 10","Lisetta Starrs",5,0,749
"Converted","G M","Other","true","Warm","From 10K to 25K","2020-04-22","From 5 to 10","Kerby Riccard",8,14500,750
"Working  - Contacted","R CSEG","Employee Referral","false","Cold","0","2020-09-02","0","Aviva Gornal",0,0,751
"Working","R CSEG","Purchased List","false","Hot","0","2020-02-14","From 16 to 25","Rodge Kytter",19,0,752
"Qualified","Deepu CSEG","Employee Referral","false","Warm","0","2020-03-13","From 5 to 10","Ulrich Stinson",7,0,753
"Nurturing - Contacted","Qianwen Dong","Trade Show","false","Warm","0","2020-07-23","From 11 to 15","Khalil Anniwell",12,0,754
"Converted","G M","Other","true","Cold","From 50K to 100K","2020-01-12","From 5 to 10","Theresita Biffin",6,100000,755
"Nurturing","Qianwen Dong","Other","false","Warm","0","2020-05-20","From 16 to 25","Gayelord Battin",17,0,756
"Converted","G M","Employee Referral","true","Hot","From 5K to 10K","2020-06-11","From 16 to 25","Sunny Melledy",22,5300,757
"Working  - Contacted","R CSEG","Other","false","Warm","0","2020-02-11","From 11 to 15","Charissa Minchell",15,0,758
"New","R CSEG","Advertisement","false","Hot","0","2020-07-18","From 16 to 25","Adriena Caselli",17,0,759
"Converted","R CSEG","Employee Referral","true","Cold","From 10K to 25K","2020-01-25","From 5 to 10","Lesli Slides",6,22500,760
"Working","G M","Advertisement","false","Warm","0","2020-09-21","From 5 to 10","Dylan Steutly",9,0,761
"Qualified","R CSEG","Purchased List","false","Warm","0","2020-11-21","From 5 to 10","Vernon Chatband",7,0,762
"Nurturing - Contacted","Qianwen Dong","Other","false","Hot","0","2020-03-11","From 11 to 15","Kristofor Straine",12,0,763
"Converted","Deepu CSEG","Employee Referral","true","Cold","From 100K to 150K","2020-08-09","From 5 to 10","Jojo Vaugham",10,133000,764
"Working","R CSEG","Other","false","Warm","0","2020-10-31","From 11 to 15","Chase Palmer",14,0,765
"Qualified","G M","Other","false","Hot","0","2020-04-06","From 16 to 25","Norine Meriguet",20,0,766
"Converted","Qianwen Dong","Advertisement","true","Warm","From 50K to 100K","2020-05-31","From 5 to 10","Elmer Burbank",5,78000,767
"Nurturing - Contacted","R CSEG","Employee Referral","false","Warm","0","2020-12-14","From 11 to 15","Brunhilda Britee",14,0,768
"Working  - Contacted","Deepu CSEG","Other","false","Hot","0","2020-01-23","From 5 to 10","Genvieve Trimme",6,0,769
"Nurturing","G M","Other","false","Warm","0","2020-11-25","From 5 to 10","Karie Marple",5,0,770
"Converted","R CSEG","Purchased List","true","Cold","From 5K to 10K","2020-04-16","From 5 to 10","Lotti Macvey",5,19800,771
"Qualified","R CSEG","Employee Referral","false","Warm","0","2020-05-20","From 16 to 25","Marti Simmig",18,0,772
"Working  - Contacted","G M","Advertisement","false","Cold","0","2020-12-01","From 5 to 10","Desiree Domino",10,0,773
"Nurturing - Contacted","Qianwen Dong","Trade Show","false","Warm","0","2020-07-20","From 11 to 15","Spencer Matches",14,0,774
"Working","Deepu CSEG","Employee Referral","false","Hot","0","2020-10-17","From 16 to 25","Tanney Eyer",21,0,775
"New","G M","Other","false","Hot","0","2020-02-22","From 11 to 15","Jessie Constant",13,0,776
"Converted","R CSEG","Other","true","Warm","From 10K to 25K","2020-06-10","From 5 to 10","Candice Tregear",10,10500,777
"Working  - Contacted","Qianwen Dong","Other","false","Cold","0","2020-03-19","0","Cherlyn Hick",0,0,778
"Converted","R CSEG","Other","true","Warm","From 25K to 50K","2020-09-23","From 11 to 15","Demetri Knowlys",13,48000,779
"Qualified","R CSEG","Advertisement","false","Hot","0","2020-08-13","From 11 to 15","Ermanno Monroe",14,0,780
"Nurturing - Contacted","G M","Purchased List","false","Warm","0","2020-07-09","From 5 to 10","Orazio Featonby",5,0,781
"New","R CSEG","Other","false","Warm","0","2020-05-13","From 11 to 15","Mollie McAlinion",15,0,782
"Converted","Deepu CSEG","Employee Referral","true","Cold","From 25K to 50K","2020-11-15","From 5 to 10","Rosalinde Pflieger",10,33000,783
"Working  - Contacted","R CSEG","Advertisement","false","Hot","0","2020-01-01","From 16 to 25","Jo Dayley",25,0,784
"Nurturing","Qianwen Dong","Other","false","Warm","0","2020-02-03","From 5 to 10","Jules Bengochea",7,0,785
"Converted","R CSEG","Employee Referral","true","Warm","From 25K to 50K","2020-12-25","From 11 to 15","Ernie Blacklidge",15,27000,786
"Qualified","G M","Trade Show","false","Hot","0","2020-08-02","From 16 to 25","Gabrielle Hallan",18,0,787
"Nurturing","G M","Advertisement","false","Cold","0","2020-10-24","From 5 to 10","Aldrich Ubsdell",7,0,788
"Nurturing - Contacted","Qianwen Dong","Other","false","Warm","0","2020-09-26","From 16 to 25","Jocelyn Badwick",25,0,789
"Working","Deepu CSEG","Other","false","Hot","0","2020-04-01","From 5 to 10","Jaquelyn Boow",6,0,790
"Converted","R CSEG","Employee Referral","true","Warm","From 25K to 50K","2020-06-13","From 11 to 15","Dania Lycett",15,46000,791
"Nurturing","R CSEG","Purchased List","false","Warm","0","2020-03-30","From 5 to 10","Calley Sawdy",6,0,792
"New","G M","Employee Referral","false","Cold","0","2020-08-15","From 5 to 10","Odo Shiel",10,0,793
"Qualified","R CSEG","Employee Referral","false","Hot","0","2020-11-03","From 11 to 15","Charlean Cooney",11,0,794
"Working","G M","Other","false","Warm","0","2020-10-28","From 5 to 10","Wang Anand",10,0,795
"Working  - Contacted","Qianwen Dong","Other","false","Warm","0","2020-12-20","From 11 to 15","Brooks Glassard",13,0,796
"Nurturing - Contacted","Deepu CSEG","Other","false","Hot","0","2020-02-14","From 16 to 25","Kerry Grist",25,0,797
"Working","R CSEG","Employee Referral","false","Cold","0","2020-04-23","From 5 to 10","Janessa Watkiss",9,0,798
"Converted","G M","Advertisement","true","Warm","From 10K to 25K","2020-05-31","From 5 to 10","Orland MacCrosson",9,15500,799
"Converted","Qianwen Dong","Advertisement","true","Hot","From 50K to 100K","2020-01-14","From 16 to 25","Hank Hillett",21,50000,800
"Qualified","R CSEG","Purchased List","false","Warm","0","2020-07-15","From 16 to 25","Abbe Folds",25,0,801
"Nurturing","R CSEG","Employee Referral","false","Warm","0","2020-06-26","From 11 to 15","Phaedra Childers",11,0,802
"Converted","Deepu CSEG","Other","true","Cold","From 5K to 10K","2020-09-25","From 5 to 10","Dagny Mor",7,53300,803
"Working  - Contacted","R CSEG","Trade Show","false","Hot","0","2020-03-15","From 11 to 15","Huntlee Vurley",14,0,804
"New","Qianwen Dong","Other","false","Warm","0","2020-02-19","From 11 to 15","Brendon Philips",14,0,805
"Converted","R CSEG","Other","true","Cold","From 25K to 50K","2020-09-11","0","Halie Meech",0,50000,806
"Nurturing - Contacted","G M","Advertisement","false","Hot","0","2020-12-09","From 16 to 25","Farly Bax",24,0,807
"Working  - Contacted","R CSEG","Employee Referral","false","Warm","0","2020-11-07","From 5 to 10","Ashley Hunting",8,0,808
"Nurturing","G M","Other","false","Warm","0","2020-04-26","From 5 to 10","Marita Mackie",8,0,809
"Qualified","R CSEG","Employee Referral","false","Warm","0","2020-08-05","From 11 to 15","Daniel Palke",14,0,810
"Converted","Qianwen Dong","Purchased List","true","Hot","From 10K to 25K","2020-07-23","From 16 to 25","Peyton MacDermand",17,20000,811
"Qualified","Deepu CSEG","Other","false","Cold","0","2020-05-01","From 5 to 10","Theodosia Leethem",6,0,812
"Working  - Contacted","R CSEG","Other","false","Warm","0","2020-03-17","From 5 to 10","Lev Hellewell",7,0,813
"Nurturing - Contacted","G M","Employee Referral","false","Warm","0","2020-01-23","From 11 to 15","Millicent Bishop",15,0,814
"Converted","G M","Advertisement","true","Cold","From 100K to 150K","2020-10-29","From 5 to 10","Floria Lomas",5,127000,815
"New","R CSEG","Other","false","Hot","0","2020-06-03","From 5 to 10","Janina Barensen",5,0,816
"Working","Qianwen Dong","Advertisement","false","Warm","0","2020-05-28","From 16 to 25","Chrisse McKeaney",24,0,817
"Working","R CSEG","Employee Referral","false","Warm","0","2020-08-20","From 11 to 15","Ximenes Haymes",12,0,818
"Working  - Contacted","Deepu CSEG","Other","false","Hot","0","2020-04-23","From 11 to 15","Analise Le Pruvost",12,0,819
"Converted","R CSEG","Other","true","Cold","From 25K to 50K","2020-09-07","From 5 to 10","Cordy Dyment",10,34000,820
"Nurturing - Contacted","G M","Purchased List","false","Warm","0","2020-06-29","From 5 to 10","Lark Grasha",9,0,821
"Qualified","Qianwen Dong","Employee Referral","false","Hot","0","2020-01-06","From 16 to 25","Ronnie Lavigne",16,0,822
"Working","G M","Trade Show","false","Warm","0","2020-03-01","From 5 to 10","Darrelle Goad",5,0,823
"Nurturing","R CSEG","Advertisement","false","Warm","0","2020-10-07","From 11 to 15","Caz Broster",15,0,824
"Qualified","Deepu CSEG","Employee Referral","false","Cold","0","2020-11-28","From 5 to 10","Kirsti Charlo",9,0,825
"Nurturing","R CSEG","Other","false","Hot","0","2020-02-08","From 11 to 15","Si Searson",14,0,826
"Working  - Contacted","G M","Other","false","Warm","0","2020-07-15","From 5 to 10","Melinde Backshall",9,0,827
"Converted","Qianwen Dong","Employee Referral","true","Hot","From 5K to 10K","2020-12-17","From 16 to 25","Maressa Gretham",21,14200,828
"Converted","R CSEG","Other","true","Cold","From 50K to 100K","2020-12-04","From 5 to 10","Fredra Petracek",5,53000,829
"New","G M","Other","false","Warm","0","2020-07-04","From 11 to 15","Byran Vankin",12,0,830
"Nurturing - Contacted","R CSEG","Employee Referral","false","Hot","0","2020-04-16","From 16 to 25","Alysa Gottschalk",23,0,831
"Working","Qianwen Dong","Advertisement","false","Warm","0","2020-01-05","From 5 to 10","Daisi McVitie",5,0,832
"Converted","R CSEG","Other","true","Warm","From 25K to 50K","2020-06-20","From 11 to 15","Frans Durtnell",12,37000,833
"Working  - Contacted","G M","Advertisement","false","Cold","0","2020-02-22","0","Maryellen Beynke",0,0,834
"Nurturing - Contacted","Deepu CSEG","Other","false","Hot","0","2020-08-03","From 5 to 10","Dino Bursnoll",9,0,835
"Qualified","R CSEG","Purchased List","false","Warm","0","2020-11-03","From 16 to 25","Maia Porter",21,0,836
"Converted","R CSEG","Employee Referral","true","Warm","From 10K to 25K","2020-03-07","From 5 to 10","Tobit Godber",5,17500,837
"Converted","Qianwen Dong","Other","true","Hot","From 25K to 50K","2020-05-29","From 16 to 25","Pooh Bennit",17,46000,838
"Nurturing","Deepu CSEG","Employee Referral","false","Warm","0","2020-09-10","From 11 to 15","Berni Brantzen",12,0,839
"Nurturing","G M","Other","false","Cold","0","2020-10-24","From 5 to 10","Chlo Gergus",5,0,840
"Working  - Contacted","R CSEG","Trade Show","false","Warm","0","2020-05-16","From 5 to 10","Mason Decort",5,0,841
"New","R CSEG","Advertisement","false","Hot","0","2020-03-05","From 11 to 15","Peyton Cusworth",15,0,842
"Working","Qianwen Dong","Other","false","Warm","0","2020-01-29","From 16 to 25","Cleo Brookbank",24,0,843
"Nurturing - Contacted","G M","Employee Referral","false","Cold","0","2020-10-22","From 5 to 10","Shawnee Najara",5,0,844
"Qualified","G M","Purchased List","false","Hot","0","2020-02-12","From 16 to 25","Karalynn Guisot",24,0,845
"Converted","Deepu CSEG","Advertisement","true","Warm","From 100K to 150K","2020-04-21","From 5 to 10","Ashlin Falkinder",6,106000,846
"Qualified","R CSEG","Other","false","Warm","0","2020-08-15","From 11 to 15","Isis Hollyer",14,0,847
"Converted","G M","Employee Referral","true","Cold","From 50K to 100K","2020-09-22","From 5 to 10","Ranna Feragh",7,87000,848
"Nurturing","Qianwen Dong","Employee Referral","false","Hot","0","2020-11-07","From 16 to 25","Ambrose Dabell",22,0,849
"Nurturing - Contacted","R CSEG","Other","false","Warm","0","2020-07-29","From 11 to 15","Chrystal Thalmann",12,0,850
"Converted","R CSEG","Other","true","Warm","From 10K to 25K","2020-06-26","From 5 to 10","Carola Kynd",6,14500,851
"Working","R CSEG","Purchased List","false","Cold","0","2020-12-20","From 5 to 10","Nanice Wyrill",10,0,852
"New","G M","Trade Show","false","Hot","0","2020-08-13","From 11 to 15","Lu Courtier",13,0,853
"Qualified","R CSEG","Other","false","Warm","0","2020-06-06","From 11 to 15","Modesta Dyton",15,0,854
"Converted","Qianwen Dong","Advertisement","true","Warm","From 10K to 25K","2020-02-13","From 5 to 10","Toni Wainwright",6,11500,855
"Working","G M","Other","false","Hot","0","2020-10-16","From 16 to 25","Tailor Tibalt",25,0,856
"Working  - Contacted","Deepu CSEG","Advertisement","false","Warm","0","2020-11-27","From 11 to 15","Langston Idale",13,0,857
"Working  - Contacted","R CSEG","Other","false","Cold","0","2020-01-30","From 5 to 10","Saidee Ruprecht",10,0,858
"Nurturing - Contacted","R CSEG","Employee Referral","false","Hot","0","2020-03-25","From 11 to 15","Jorge Zoellner",11,0,859
"Nurturing","Qianwen Dong","Employee Referral","false","Warm","0","2020-09-28","From 5 to 10","Kenn Armin",10,0,860
"Converted","Deepu CSEG","Employee Referral","true","Warm","From 50K to 100K","2020-04-05","From 16 to 25","Coraline Gergler",25,76000,861
"New","R CSEG","Advertisement","false","Hot","0","2020-05-23","From 5 to 10","Archibaldo McInnerny",10,0,862
"Nurturing - Contacted","G M","Other","false","Cold","0","2020-12-07","0","Mimi Redolfi",0,0,863
"Working","G M","Other","false","Warm","0","2020-07-07","From 11 to 15","Valentijn Redhole",13,0,864
"Working  - Contacted","Qianwen Dong","Employee Referral","false","Warm","0","2020-02-01","From 5 to 10","Barthel Serot",10,0,865
"Converted","R CSEG","Purchased List","true","Hot","From 25K to 50K","2020-08-19","From 16 to 25","Marian Stanhope",17,40000,866
"Nurturing","G M","Other","false","Cold","0","2020-01-10","From 5 to 10","Penn Burford",8,0,867
"Qualified","Deepu CSEG","Advertisement","false","Warm","0","2020-03-26","From 11 to 15","Petronilla Leele",11,0,868
"Qualified","R CSEG","Other","false","Hot","0","2020-07-05","From 16 to 25","Erasmus Satford",21,0,869
"Converted","Qianwen Dong","Trade Show","true","Warm","From 5K to 10K","2020-06-17","From 5 to 10","Candice Comerford",9,69000,870
"Converted","G M","Other","true","Warm","From 10K to 25K","2020-09-04","From 16 to 25","Erina Desouza",20,15500,871
"Working","R CSEG","Employee Referral","false","Cold","0","2020-04-24","From 5 to 10","Kristopher Crummey",6,0,872
"Nurturing - Contacted","R CSEG","Employee Referral","false","Warm","0","2020-10-05","From 11 to 15","Fonz Kahler",15,0,873
"New","R CSEG","Purchased List","false","Hot","0","2020-11-06","From 11 to 15","Arman Hutchence",15,0,874
"Qualified","G M","Advertisement","false","Warm","0","2020-12-12","From 11 to 15","Boote Tweddle",13,0,875
"Converted","Deepu CSEG","Employee Referral","true","Cold","From 25K to 50K","2020-05-30","From 5 to 10","Yasmin Stark",5,50000,876
"Working  - Contacted","Qianwen Dong","Other","false","Warm","0","2020-01-19","From 5 to 10","Caleb Greathead",7,0,877
"Working  - Contacted","G M","Other","false","Hot","0","2020-12-18","From 16 to 25","Vivienne Daddow",19,0,878
"Converted","R CSEG","Advertisement","true","Warm","From 5K to 10K","2020-06-13","From 5 to 10","Marj Hindrick",8,27700,879
"Working","R CSEG","Other","false","Cold","0","2020-07-28","From 5 to 10","Phillipe Symmers",8,0,880
"Qualified","R CSEG","Other","false","Warm","0","2020-08-16","From 11 to 15","Agnes Byrcher",13,0,881
"Nurturing - Contacted","Qianwen Dong","Employee Referral","false","Hot","0","2020-02-14","From 5 to 10","Davey Aickin",7,0,882
"Working  - Contacted","G M","Purchased List","false","Warm","0","2020-04-23","From 5 to 10","Symon Hamnett",5,0,883
"Nurturing","Deepu CSEG","Other","false","Hot","0","2020-10-12","From 11 to 15","Bevon Ramstead",12,0,884
"Nurturing - Contacted","R CSEG","Advertisement","false","Cold","0","2020-11-30","From 5 to 10","Em Curnnok",5,0,885
"Nurturing","R CSEG","Other","false","Warm","0","2020-03-18","From 11 to 15","Mina Ilyushkin",12,0,886
"Converted","G M","Employee Referral","true","Warm","From 50K to 100K","2020-09-19","From 16 to 25","Minta Gauthorpp",25,62000,887
"Working","Qianwen Dong","Employee Referral","false","Hot","0","2020-05-20","From 16 to 25","Carolyne Liebrecht",23,0,888
"New","Deepu CSEG","Other","false","Warm","0","2020-07-08","From 11 to 15","Peria Foukx",15,0,889
"Converted","G M","Advertisement","true","Cold","From 100K to 150K","2020-05-15","0","Matthiew Cathenod",0,137000,890
"Working  - Contacted","R CSEG","Employee Referral","false","Warm","0","2020-12-08","From 5 to 10","Earle Kitley",9,0,891
"Qualified","R CSEG","Purchased List","false","Hot","0","2020-06-21","From 16 to 25","Gaby Sandbach",23,0,892
"Nurturing","R CSEG","Other","false","Hot","0","2020-01-12","From 11 to 15","Dalli Izchaki",15,0,893
"Qualified","G M","Other","false","Warm","0","2020-03-17","From 5 to 10","Creighton Willgoss",5,0,894
"Converted","R CSEG","Trade Show","true","Warm","From 10K to 25K","2020-08-29","From 11 to 15","Joanna Dhenin",12,18000,895
"Converted","Qianwen Dong","Other","true","Cold","From 25K to 50K","2020-09-29","From 5 to 10","Rhodie Domoney",7,41000,896
"New","G M","Employee Referral","false","Warm","0","2020-02-15","From 5 to 10","Joly Guppy",7,0,897
"Working","R CSEG","Employee Referral","false","Hot","0","2020-04-18","From 16 to 25","Mufi Cutford",18,0,898
"Qualified","Qianwen Dong","Other","false","Cold","0","2020-10-30","From 5 to 10","George Batters",8,0,899
"Nurturing","R CSEG","Advertisement","false","Warm","0","2020-11-02","From 11 to 15","Alayne Antoniewicz",12,0,900
"Nurturing - Contacted","Deepu CSEG","Purchased List","false","Warm","0","2020-02-25","From 5 to 10","Pearl Ivanov",6,0,901
"Nurturing - Contacted","G M","Employee Referral","false","Hot","0","2020-03-04","From 5 to 10","Genia Tubritt",6,0,902
"Working  - Contacted","Qianwen Dong","Other","false","Warm","0","2020-12-25","From 16 to 25","Anita Rideout",22,0,903
"Converted","Deepu CSEG","Other","true","Hot","From 25K to 50K","2020-09-04","From 16 to 25","Alina Hartup",16,31000,904
"Working  - Contacted","R CSEG","Employee Referral","false","Cold","0","2020-11-26","From 5 to 10","Adolphe Syvret",6,0,905
"Qualified","R CSEG","Trade Show","false","Warm","0","2020-10-02","From 11 to 15","Karlen Fairbrace",14,0,906
"Working","G M","Advertisement","false","Warm","0","2020-05-19","From 5 to 10","Ferris Camidge",7,0,907
"New","Qianwen Dong","Other","false","Cold","0","2020-01-03","From 5 to 10","Jennine Westley",7,0,908
"Nurturing","R CSEG","Employee Referral","false","Hot","0","2020-04-23","From 11 to 15","Kinnie Samter",11,0,909
"Nurturing - Contacted","G M","Other","false","Warm","0","2020-08-23","From 11 to 15","Carolus Aleksich",13,0,910
"Converted","Deepu CSEG","Purchased List","true","Warm","From 25K to 50K","2020-07-11","From 5 to 10","Yettie Mulvin",9,31000,911
"Working  - Contacted","R CSEG","Advertisement","false","Hot","0","2020-06-09","From 16 to 25","Bevvy Fifoot",23,0,912
"Converted","G M","Advertisement","true","Cold","From 5K to 10K","2020-01-23","From 5 to 10","Keefe Trevaskis",6,12600,913
"Converted","R CSEG","Employee Referral","true","Hot","From 10K to 25K","2020-10-14","From 16 to 25","Kevyn Load",18,23500,914
"Nurturing - Contacted","R CSEG","Other","false","Warm","0","2020-02-12","From 11 to 15","Pincas Beauchop",15,0,915
"Qualified","G M","Other","false","Warm","0","2020-12-07","From 16 to 25","Torie Josefovic",22,0,916
"Working","Qianwen Dong","Employee Referral","false","Cold","0","2020-06-17","0","Crista Ganders",0,0,917
"Nurturing","Deepu CSEG","Advertisement","false","Hot","0","2020-04-06","From 5 to 10","Dee dee Bagley",7,0,918
"Working  - Contacted","Qianwen Dong","Other","false","Warm","0","2020-05-21","From 11 to 15","Winifred Franc",13,0,919
"Qualified","R CSEG","Trade Show","false","Warm","0","2020-09-27","From 5 to 10","Blair Maden",5,0,920
"Converted","G M","Other","true","Hot","From 25K to 50K","2020-08-15","From 11 to 15","Augustus Simonaitis",15,49000,921
"Nurturing - Contacted","R CSEG","Employee Referral","false","Cold","0","2020-11-25","From 5 to 10","Neala Hawke",6,0,922
"Working","R CSEG","Other","false","Warm","0","2020-07-09","From 11 to 15","Rahal Ericsson",14,0,923
"New","G M","Purchased List","false","Hot","0","2020-03-19","From 16 to 25","Nathalia Bestwerthick",16,0,924
"Qualified","R CSEG","Advertisement","false","Warm","0","2020-10-04","From 5 to 10","Valentine Niven",9,0,925
"Working  - Contacted","Deepu CSEG","Other","false","Warm","0","2020-08-06","From 5 to 10","Jeanne Crack",9,0,926
"Nurturing","Qianwen Dong","Employee Referral","false","Cold","0","2020-04-18","From 5 to 10","Rosanna Bewick",5,0,927
"Converted","R CSEG","Other","true","Hot","From 10K to 25K","2020-06-25","From 11 to 15","Naomi de Quincey",12,20000,928
"Working","R CSEG","Employee Referral","false","Warm","0","2020-01-25","From 11 to 15","Renelle Roch",13,0,929
"Converted","Qianwen Dong","Advertisement","true","Warm","From 50K to 100K","2020-11-28","From 5 to 10","Linc Migheli",10,86000,930
"New","G M","Other","false","Cold","0","2020-12-07","From 5 to 10","Jefferson Twigge",6,0,931
"Nurturing - Contacted","R CSEG","Other","false","Warm","0","2020-02-23","From 11 to 15","Vivyan Sheaf",15,0,932
"Qualified","Deepu CSEG","Employee Referral","false","Hot","0","2020-09-27","From 16 to 25","Janka Cisar",24,0,933
"Working  - Contacted","R CSEG","Purchased List","false","Warm","0","2020-03-26","From 16 to 25","Viviana Verden",21,0,934
"Converted","G M","Employee Referral","true","Hot","From 100K to 150K","2020-05-04","From 16 to 25","Albertina Gosforth",21,100000,935
"Nurturing","Qianwen Dong","Trade Show","false","Cold","0","2020-07-18","From 5 to 10","Burnaby Kruszelnicki",9,0,936
"Converted","R CSEG","Advertisement","true","Warm","From 5K to 10K","2020-03-21","From 11 to 15","Shir Carneck",12,81300,937
"Working","G M","Other","false","Warm","0","2020-06-22","From 5 to 10","Biddie Stollenberg",9,0,938
"Nurturing - Contacted","R CSEG","Other","false","Hot","0","2020-10-16","From 5 to 10","Abramo Morrissey",6,0,939
"Working  - Contacted","Deepu CSEG","Other","false","Warm","0","2020-02-05","From 5 to 10","Gabriele Bemand",7,0,940
"Converted","Qianwen Dong","Employee Referral","true","Cold","From 50K to 100K","2020-08-14","0","Sherri Westell",0,55000,941
"Converted","G M","Purchased List","true","Warm","From 25K to 50K","2020-11-27","From 11 to 15","Burty Franzewitch",12,33000,942
"Converted","R CSEG","Employee Referral","true","Hot","From 25K to 50K","2020-05-17","From 11 to 15","Rowland Hazleton",15,44000,943
"Nurturing","G M","Other","false","Warm","0","2020-04-11","From 5 to 10","Cindi Hail",7,0,944
"New","R CSEG","Other","false","Hot","0","2020-09-06","From 16 to 25","Woodie Camelin",18,0,945
"Working","G M","Advertisement","false","Cold","0","2020-07-27","From 5 to 10","Shayne Fairn",5,0,946
"Qualified","R CSEG","Employee Referral","false","Warm","0","2020-12-01","From 16 to 25","Allegra Tubby",25,0,947
"Nurturing - Contacted","Deepu CSEG","Advertisement","false","Hot","0","2020-01-10","From 16 to 25","Marcelline Copping",25,0,948
"Working  - Contacted","R CSEG","Other","false","Warm","0","2020-04-01","From 11 to 15","Jeane Duignan",14,0,949
"Converted","G M","Employee Referral","true","Warm","From 10K to 25K","2020-11-27","From 11 to 15","Frasquito Meller",14,15500,950
"Converted","R CSEG","Trade Show","true","Cold","From 10K to 25K","2020-12-15","From 5 to 10","Didi Mullenger",9,19500,951
"Nurturing - Contacted","Qianwen Dong","Other","false","Hot","0","2020-09-05","From 16 to 25","Casar Wallhead",22,0,952
"Nurturing","Qianwen Dong","Other","false","Warm","0","2020-03-07","From 5 to 10","Pippo Bosche",10,0,953
"Qualified","Deepu CSEG","Employee Referral","false","Warm","0","2020-10-25","From 5 to 10","Kingston Birdall",5,0,954
"New","G M","Advertisement","false","Cold","0","2020-07-28","From 5 to 10","Demetre Tivenan",7,0,955
"Converted","R CSEG","Purchased List","true","Warm","From 50K to 100K","2020-08-04","From 11 to 15","Cliff Veronique",14,78000,956
"Working  - Contacted","R CSEG","Employee Referral","false","Hot","0","2020-06-14","From 11 to 15","Mehetabel Gherardesci",13,0,957
"Qualified","Qianwen Dong","Advertisement","false","Warm","0","2020-01-30","From 5 to 10","Jonell Duchenne",7,0,958
"Working","G M","Other","false","Cold","0","2020-02-07","From 5 to 10","Lauryn Kener",5,0,959
"Qualified","R CSEG","Other","false","Warm","0","2020-05-14","From 16 to 25","Rooney O'Corren",16,0,960
"Converted","Deepu CSEG","Other","true","Hot","From 5K to 10K","2020-12-25","From 16 to 25","Ethelin Pifford",25,73500,961
"Working","R CSEG","Purchased List","false","Warm","0","2020-11-27","From 11 to 15","Derby Neesam",12,0,962
"Nurturing","G M","Other","false","Hot","0","2020-03-14","From 11 to 15","Edie Fingleton",14,0,963
"Converted","Qianwen Dong","Advertisement","true","Cold","From 25K to 50K","2020-10-17","From 5 to 10","Aubrey McGilmartin",9,28000,964
"Qualified","G M","Employee Referral","false","Warm","0","2020-09-30","From 5 to 10","Godard Starmont",6,0,965
"Working  - Contacted","R CSEG","Other","false","Hot","0","2020-02-24","From 16 to 25","Reuven Sprigin",21,0,966
"Converted","R CSEG","Employee Referral","true","Warm","From 25K to 50K","2020-08-19","From 11 to 15","Mohandas Plet",15,50000,967
