"Members.Account.BillingCity","Members.Contact.Name","Members.MemberStatus","Promotion.MarketSegment5.Segment5","Members.Contact.Birthdate","Members.MemberCurrency.ProgramCurrency.Id","Promotion.MarketSegment5.Name","Members.Contact.Id","Program.Name","Partner_Overlap.Partner_Overlap","Members.MemberCurrency.Name","Members.ContactId","Members.Transaction.PartnerId","Member.prog.Name","Members.Transaction.JournalType.Name","Promotion.StartDate","Promotion.Start_Day","Members.Contact.AccountId","Id","Product_Overlap.Product_Overlap","Member_Segment.Market_Segment_1","Member_Segment.Market_Segment_2","Members.Transaction.ActivityDate_Flag","Members.Transaction.ProductId","Promotion.EndDate","Promotion.Name","Member_Segment.Membership_Number","Members.Transaction.MemberId","Members.Account.Name","Members.MemberCurrency.ProgramCurrency.IsActive","Promotion.EnrollmentEndDate","Member_Segment.Loyalty_Program","Members.Transaction.Status","Members.Transaction.Id","Members.MemberCurrency.LoyaltyMemberId","Member_Segment.Hobby","StartDate_Flag","Members.AccountId","EndDate","Members.Transaction.PaymentMethod","Members.Transaction.ProductCategoryId","Members.Account.BillingState","Members.Account.Id","Members.EnrollmentDate","Members.MemberCurrency.ProgramCurrency.Name","Promotion.MarketSegment3.Segment3","Members.Transaction.ReferredMemberId","Members.MemberType","Members.MemberCurrency.LoyaltyProgramCurrencyId","Members.ProgramId","Name","Promotion.EnrollmentStartDate","StartDate","Promotion.IsEnrollmentRequired","Promotion.MarketSegment2.Segment2","Members.MemberCurrency.ProgramCurrency.LoyaltyTierGroupId","Member.MembershipNumber","Members.Program.Id","ProductCategory_Overlap.ProductCategory_Overlap","Member.Id","Promotion.ProgramCurrency.Name","Promotion.MarketSegment1.Segment1","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor2","Members.Contact.MailingCity","Members.Transaction.ActivityDate","Promotion.FulfillmentAction","Members.Contact.MailingCountry","Promotion.LoyaltyPromotionType","Members.MemberCurrency.Id","Members.MemberCurrency.ProgramCurrency.LoyaltyProgramId","Members.Program.Name","FulfillmentAction","Member.ProgramId","PromotionCurrency.Name","Members.Contact.MailingState","Members.EnrollmentChannel","Members.Account.BillingCountry","Members.Transaction.RelatedJournalId","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor1","Members.Id","Members.MemberCurrency.ProgramCurrency.CurrencyType","Promotion.End_Date_Week_Month","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement","Members.Transaction.StartDate","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor","Program.Id","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement1","LoyaltyProgramCurrencyId","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement2","Members.Transaction.LoyaltyProgramId","Members.Program.Status","Members.MembershipNumber","Members.ReferredById","Members.Transaction.Last_Transaction_Activity_Date","LoyaltyProgramId","Promotion.Start_Date_Week_Month","Promotion.MarketSegment4.Segment4","isTraining","Members.Member_State_City","Members.Tier.EffectiveDate","Members.Tier.Name","Members.Transaction.Current_ActivityDate","Promotion.Product_or_ProdCategory_Count","Members.Transaction.Accrual_Transactions_Current_Period","Members.Month_In_Tier","Promotion.Partner_Count","Maximize_Promotion_Influenced_Revenue_Prediction_1_prediction","Promotion.Total_Avg_Partner_Transaction_Amount","Promotion.MaximumRewardValue","Members.MemberCurrency.Ledger.Journal.Accrual_Transaction_Amount","Members.MemberCurrency.Ledger.Journal.Accrual_Transactions_Current_Period","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor_impact","Promotion.Product_Category_Count","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement_impact2","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement_impact1","Members.Transaction.Accrual_Transaction_Amount","Members.MemberCurrency.Ledger.Journal.DaysBetweenCurrentTransactions","Members.Transaction.Transaction_Count","Members.Journal.Transaction_Amount_Current_Period","Members.Journal.Accrual_Transactions_Current_Period","Members.Journal.Transaction_Amount_all","Members.Average_NQP_Accrued","Members.Transaction.DaysBetweenCurrentTransactions","Members.DaysSinceLastTransaction","Members.Transaction.Transaction_Amount_Current_Period","Members.Age","Promotion.Enrollment_Duration","Members.Membership_Duration","Members.MemberCurrency.Ledger.Points","Promotion.TotalRewardPoints","Promotion.Total_Avg_Product_Transaction_Amount","Members.MemberCurrency.Ledger.Journal.Transactions_all","Members.MemberCurrency.Ledger.Journal.Transaction_Amount_Current_Period","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor_impact1","Members.Avg_Transaction_Amount_all","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor_impact2","Members.Transaction.Transaction_Amount_all","Promotion.Product_Count","Members.MemberCurrency.Ledger.Promotion_Revenue","Promotion.Total_Avg_Product_or_ProdCategory_Transaction_Amount","Members.Journal.DaysBetweenCurrentTransactions","Members.Journal.Transaction_Count","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement_impact","Promotion.Duration","Product_Overlap.UNIQUE_Product_or_Prod_Category_ID","Members.MemberCurrency.PointsBalance","Promotion.Total_Avg_Product_Category_Transaction_Amount","Members.MemberCurrency.Ledger.Current_Expired_Points","Members.Journal.Accrual_Transaction_Amount","Members.Transaction.Transactions_all","Members.MemberCurrency.Ledger.Current_Accrued_Points","Members.Transaction.TransactionAmount","Members.MemberCurrency.Ledger.Journal.Transaction_Count","Members.Journal.Transactions_all","Members.MemberCurrency.Ledger.Journal.Transaction_Amount_all"
,"User17 Q4DataUser17","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi09IAD","NTO Insider",,"Points","003B000000IXi09IAD",,"NTO Insider",,"2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YtIAI",,"Millionaire Gen X",,,,"2021-12-08","Promo90","IndivAiK_277",,,"true",,"NTO Insider",,,"0lMB0000000RIImMAO","Volleyball","Future Promotions",,"2021-12-08",,,,,"2021-11-14","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_277","0lpB0000000PBdwIAG",,"0lMB0000000RIImMAO","Points","Ultra High Net Worth Millenials","Average_NQP_Accrued:0,Month_In_Tier:0","San Francisco",,"CreditPoints","USA","Standard","0lzB0000000XcgKIAS","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","CallCenter",,,"Membership_Duration:-5,Avg_Transaction_Amount_all:0","0lMB0000000RIImMAO","NonQualifying","49 - 12",,,"Average_NQP_Accrued:0,Avg_Transaction_Amount_all:0","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,,"Active","IndivAiK_277",,,"0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","CA - San Francisco","2021-11-14","Silver",,4,,0,4,529.12,3511,1000,,,-503.62,4,,,,,,,,,0,,,,,,-5,,10,,,,-462.72,0,321.28,,0,,,,,,7,,0,3549,,,,,,,,
,"User76 Q4Data76","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi0pIAD","NTO Insider",,"Points","003B000000IXi0pIAD","0ldB0000000TNI0IAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YtIAI",,"Ultra High Net Worth Gen X",,"Current","01tB0000000Zo44IAC","2021-12-08","Promo90","IndivAiK_270","0lMB0000000RIIfMAO",,"true",,"NTO Insider","Processed","0lVB0000001irm2MAA","0lMB0000000RIIfMAO","Swimming","Future Promotions",,"2021-12-08",,,,,"2021-02-01","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_270","0lpB0000000PBdwIAG",,"0lMB0000000RIIfMAO","Points","Ultra High Net Worth Millenials","Accrual_Transactions_Current_Period:1,Name:Silver","New York City","2021-03-25T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcfzIAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NY","Web",,,"Accrual_Transactions_Current_Period:1","0lMB0000000RIIfMAO","NonQualifying","49 - 12",,,"Current_Accrued_Points:5170,DaysSinceLastTransaction:26","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_270",,"2021-10-14T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","NY - New York City","2021-02-01","Silver","2021-03-25T00:00:00.000Z",4,0,9,4,708.03,3511,1000,5725,2,-229,4,,,729,-699,1,3135,1,3854,2585,-168,26,729,,,281,16370,10,,7,4287,154.52,771,-150.79,729,0,661,,-546,6,,7,,11104,3549,0,3854,1,5170,729,9,5,5725
,"User66 Q4Data66","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi0iIAD","NTO Insider",,"Points","003B000000IXi0iIAD",,"NTO Insider",,"2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YtIAI",,"Affluent Millenials",,,,"2021-12-08","Promo90","IndivAiK_263",,,"true",,"NTO Insider",,,"0lMB0000000RIIYMA4","Surfing","Future Promotions",,"2021-12-08",,,,,"2021-05-25","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_263","0lpB0000000PBdwIAG",,"0lMB0000000RIIYMA4","Points","Ultra High Net Worth Millenials","Average_NQP_Accrued:0,Month_In_Tier:6","Toronto",,"CreditPoints","Canada","Standard","0lzB0000000XcfeIAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","Ontario","Social",,,"Membership_Duration:168,Avg_Transaction_Amount_all:0","0lMB0000000RIIYMA4","NonQualifying","49 - 12",,,"Average_NQP_Accrued:0,Avg_Transaction_Amount_all:0","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,,"Active","IndivAiK_263",,,"0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","Ontario - Toronto","2021-05-25","Silver",,4,,6,4,-196.81,3511,1000,,,-503.62,4,,,,,,,,,0,,,,,,168,,10,,,,-462.72,0,321.28,,0,,,,,,7,,0,3549,,,,,,,,
,"Perf99 Trail99","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhvBIAT","NTO Insider",,"Points","003B000000IXhvBIAT",,"NTO Insider",,"2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YtIAI",,"Millionaire Gen X",,,,"2021-12-08","Promo90","IndivAiK_237",,,"true",,"NTO Insider",,,"0lMB0000000RII8MAO","Climbing","Future Promotions",,"2021-12-08",,,,,"2021-12-03","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_237","0lpB0000000PBdwIAG",,"0lMB0000000RII8MAO","Points","Ultra High Net Worth Millenials","Average_NQP_Accrued:0,Month_In_Tier:-1","San Francisco",,"CreditPoints","USA","Standard","0lzB0000000XceOIAS","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","CallCenter",,,"Membership_Duration:-24,Avg_Transaction_Amount_all:0","0lMB0000000RII8MAO","NonQualifying","49 - 12",,,"Average_NQP_Accrued:0,Avg_Transaction_Amount_all:0","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,,"Active","IndivAiK_237",,,"0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","CA - San Francisco","2021-12-03","Silver",,4,,-1,4,529.1,3511,1000,,,-503.62,4,,,,,,,,,0,,,,,,-24,,10,,,,-462.72,0,321.28,,0,,,,,,7,,0,3549,,,,,,,,
,"User49 Q4Data49","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi1BIAT","NTO Insider",,"Points","003B000000IXi1BIAT",,"NTO Insider",,"2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YtIAI",,"Millionaire Millenials",,,,"2021-12-08","Promo90","IndivAiK_065",,,"true",,"NTO Insider",,,"0lMB0000000RIGsMAO","Auto racing","Future Promotions",,"2021-12-08",,,,,"2021-11-14","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_065","0lpB0000000PBdwIAG",,"0lMB0000000RIGsMAO","Points","Ultra High Net Worth Millenials","Average_NQP_Accrued:0,Month_In_Tier:0","New York City",,"CreditPoints","USA","Standard","0lzB0000000XcacIAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NY","Social",,,"Membership_Duration:-5,Avg_Transaction_Amount_all:0","0lMB0000000RIGsMAO","NonQualifying","49 - 12",,,"Average_NQP_Accrued:0,Avg_Transaction_Amount_all:0","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,,"Active","IndivAiK_065",,,"0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","NY - New York City","2021-11-14","Silver",,4,,0,4,-31.06,3511,1000,,,-503.62,4,,,,,,,,,0,,,,,,-5,,10,,,,-462.72,0,321.28,,0,,,,,,7,,0,3549,,,,,,,,
,"Data6 User6","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi0fIAD","NTO Insider",,"Points","003B000000IXi0fIAD","0ldB0000000TNI4IAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YtIAI",,"Millionaire Gen X",,"Current","01tB0000000Zo48IAC","2021-12-08","Promo90","IndivAiK_111","0lMB0000000RIGhMAO",,"true",,"NTO Insider","Processed","0lVB0000001irkEMAQ","0lMB0000000RIGhMAO","Judo","Future Promotions",,"2021-12-08",,,,,"2020-12-21","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_111","0lpB0000000PBdwIAG",,"0lMB0000000RIGhMAO","Points","Ultra High Net Worth Millenials","Avg_Transaction_Amount_all:775","New Jersey","2021-07-23T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000Xca5IAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NJ","Email",,,"Current_Accrued_Points:10486","0lMB0000000RIGhMAO","NonQualifying","49 - 12",,,"Transactions_all:6,Current_Accrued_Points:10486","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_111",,"2021-08-20T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","NJ - New Jersey","2020-12-21","Silver","2021-07-23T00:00:00.000Z",4,0,11,4,700.15,3511,1000,5454,0,155.72,4,,,377,-261,1,4647,0,4647,0,-28,81,377,,,323,20435,10,,9,5454,-130.7,775,103.78,377,0,1280,,-261,7,,7,,14506,3549,0,4647,1,10486,377,11,6,5454
,"User179 Trial179","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhriIAD","NTO Insider",,"Points","003B000000IXhriIAD","0ldB0000000TNHuIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YtIAI",,"Millionaire Gen Z",,"Others","01tB0000000Zo4DIAS","2021-12-08","Promo90","IndivAiK_080","0lMB0000000RIG5MAO",,"true",,"NTO Insider","Processed","0lVB0000001irjpMAA","0lMB0000000RIG5MAO","Ice hockey","Future Promotions",,"2021-12-08",,,,,"2020-02-10","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_080","0lpB0000000PBdwIAG",,"0lMB0000000RIG5MAO","Points","Ultra High Net Worth Millenials","Accrual_Transactions_Current_Period:3,Name:Silver","New Jersey","2021-10-23T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcYFIA0","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NJ","Social",,,"Avg_Transaction_Amount_all:896","0lMB0000000RIG5MAO","NonQualifying","49 - 12",,,"Membership_Duration:638,Month_In_Tier:21","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_080",,"2021-12-18T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","NJ - New Jersey","2020-02-10","Silver",,4,1,21,4,1089.49,3511,1000,8336,6,188.5,4,,,447,-546,1,3175,3,5377,618,0,-39,0,,,638,20268,10,,9,3932,103.78,896,91.89,447,0,806,,-384,7,,7,,14633,3549,0,5377,1,3709,447,11,6,8336
,"User178 Trial178","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhrhIAD","NTO Insider",,"Points","003B000000IXhrhIAD",,"NTO Insider",,"2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YtIAI",,"Millionaire Gen X",,,,"2021-12-08","Promo90","IndivAiK_079",,,"true",,"NTO Insider",,,"0lMB0000000RIG4MAO","Horseback riding","Future Promotions",,"2021-12-08",,,,,"2021-10-19","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_079","0lpB0000000PBdwIAG",,"0lMB0000000RIG4MAO","Points","Ultra High Net Worth Millenials","Average_NQP_Accrued:0,Month_In_Tier:1","San Francisco",,"CreditPoints","USA","Standard","0lzB0000000XcYCIA0","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","CallCenter",,,"Membership_Duration:21,Avg_Transaction_Amount_all:0","0lMB0000000RIG4MAO","NonQualifying","49 - 12",,,"Average_NQP_Accrued:0,Avg_Transaction_Amount_all:0","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,,"Active","IndivAiK_079",,,"0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","CA - San Francisco","2021-10-19","Silver",,4,,1,4,540.79,3511,1000,,,-503.62,4,,,,,,,,,0,,,,,,21,,10,,,,-462.72,0,321.28,,0,,,,,,7,,0,3549,,,,,,,,
,"User4 Q4DataUser4","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi0aIAD","NTO Insider",,"Points","003B000000IXi0aIAD","0ldB0000000TNHxIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001M3lDXIAZ","0c8B000000000YtIAI",,"Mass Affluent Gen Z",,"Current","01tB0000000Zo3mIAC","2021-12-08","Promo90","IndivAiK_014","0lMB0000000RIFYMA4",,"true",,"NTO Insider","Processed","0lVB0000001itGlMAI","0lMB0000000RIFYMA4","Race walking","Future Promotions",,"2021-12-08",,,,,"2021-03-18","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_014","0lpB0000000PBdwIAG",,"0lMB0000000RIFYMA4","Points","Ultra High Net Worth Millenials","Accrual_Transaction_Amount:2166,Maximum Reward Value:1000","San Francisco","2021-03-26T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcWeIAK","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","Email",,,"Accrual_Transactions_Current_Period:1,Accrual_Transaction_Amount:2166","0lMB0000000RIFYMA4","NonQualifying","49 - 12",,,"Transaction_Amount_all:2166","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_014",,"2021-11-06T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","CA - San Francisco","2021-03-18","Silver","2021-03-26T00:00:00.000Z",4,0,8,4,710.81,3511,1000,1950,0,-301.58,4,,,578,-293,1,1372,1,2166,0,0,3,578,,,236,3442,10,,3,1950,299.14,722,-206.7,578,0,794,,-293,3,,7,,0,3549,0,2166,1,3442,578,3,3,1950
,"Marc9 Tom9","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhzjIAD","NTO Insider","High","Points","003B000000IXhzjIAD","0ldB0000000TNHwIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YtIAI",,"Affluent Gen X",,"Current","01tB0000000Zo40IAC","2021-12-08","Promo90","IndivAiK_036","0lMB0000000RIFBMA4",,"true",,"NTO Insider","Processed","0lVB0000001irkYMAQ","0lMB0000000RIFBMA4","Fitness","Future Promotions",,"2021-12-08",,,,,"2020-02-17","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_036","0lpB0000000PBdwIAG",,"0lMB0000000RIFBMA4","Points","Ultra High Net Worth Millenials","Avg_Transaction_Amount_all:804","San Francisco","2021-07-25T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcVXIA0","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","Email",,,"Membership_Duration:631,Month_In_Tier:21","0lMB0000000RIFBMA4","NonQualifying","49 - 12",,,"Member_State_City:CA - San Francisco,Avg_Transaction_Amount_all:804","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_036",,"2021-12-09T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","CA - San Francisco","2020-02-17","Silver","2021-07-25T00:00:00.000Z",4,0,21,4,887.03,3511,1000,8481,2,-288.1,4,,,545,-469,1,3889,2,4821,4239,-26,-30,545,,,631,22751,10,,9,7391,188.5,804,103.78,545,0,387,,-350,7,,7,,16666,3549,0,4821,1,8478,545,11,6,8481
,"Perf179 Trail179","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhuNIAT","NTO Insider",,"Points","003B000000IXhuNIAT","0ldB0000000TNI2IAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YtIAI",,"Mass Affluent Gen X",,"Current","01tB0000000Zo46IAC","2021-12-08","Promo90","IndivAiK_148","0lMB0000000RIEYMA4",,"true",,"NTO Insider","Processed","0lVB0000001itF9MAI","0lMB0000000RIEYMA4","Golfing","Future Promotions",,"2021-12-08",,,,,"2021-03-08","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_148","0lpB0000000PBdwIAG",,"0lMB0000000RIEYMA4","Points","Ultra High Net Worth Millenials","Avg_Transaction_Amount_all:649,Accrual_Transaction_Amount:1946","New Jersey","2021-05-12T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcTeIAK","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NJ","POS",,,"Accrual_Transactions_Current_Period:0,Transaction_Amount_all:1946","0lMB0000000RIEYMA4","NonQualifying","49 - 12",,,"DaysSinceLastTransaction:98,Accrual_Transaction_Amount:1946","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_148",,"2021-08-03T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","NJ - New Jersey","2021-03-08","Silver","2021-05-12T00:00:00.000Z",4,0,8,4,1078.1,3511,1000,3082,0,688.39,4,,,1406,-491,1,1946,0,1946,0,-83,98,1406,,,246,57056,10,,3,3082,-424.54,649,370.19,1406,0,270,,-408,3,,7,,8084,3549,0,1946,1,3972,1406,3,3,3082
,"Q4Data330 Trail330","Active",,"1986-08-12","0lcB0000000PBAjIAO",,"003B000000IXi8mIAD","NTO Insider","High","Points","003B000000IXi8mIAD","0ldB0000000TNHtIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001M3nHZIAZ","0c8B000000000YtIAI","High","Affluent Millenials",,"Current",,"2021-12-08","Promo90","IndivAiK_132","0lMB0000000RIEJMA4",,"true",,"NTO Insider","Processed","0lVB0000001irj6MAA","0lMB0000000RIEJMA4","Fishing","Future Promotions",,"2021-12-08",,"0ZGB00000004KVsOAM",,,"2020-12-14","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_132","0lpB0000000PBdwIAG","High","0lMB0000000RIEJMA4","Points","Ultra High Net Worth Millenials","Average_NQP_Accrued:0,DaysSinceLastTransaction:7","New York","2021-07-11T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcSvIAK","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NY","Social",,,"Accrual_Transactions_Current_Period:1,Name:Silver","0lMB0000000RIEJMA4","NonQualifying","49 - 12",,,"Accrual_Transactions_Current_Period:1","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_132",,"2021-11-02T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","NY - New York","2020-12-14","Silver","2021-07-11T00:00:00.000Z",4,0,11,4,1087.34,3511,1000,6764,0,154.52,4,,,977,-247,1,3834,1,4738,0,0,7,977,35,,330,18416,10,,7,6764,-150.79,948,135.39,977,0,904,,-149,6,,7,1,12480,3549,0,4738,1,8213,977,9,5,6764
,"Perf59 Trail59","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhu5IAD","NTO Insider",,"Points","003B000000IXhu5IAD","0ldB0000000TNI3IAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoMIAR","0c8B000000000YtIAI",,"Affluent Gen X",,"Current","01tB0000000Zo47IAC","2021-12-08","Promo90","IndivAiK_485","0lMB0000000RIM8MAO",,"true",,"NTO Insider","Processed","0lVB000000296w2MAA","0lMB0000000RIM8MAO","Surfing","Future Promotions",,"2021-12-08",,,,,"2021-06-13","Points","Mass Affluent Millenials",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Promo90",,"2021-12-01","false","Affluent Millenials",,"IndivAiK_485","0lpB0000000PBdwIAG",,"0lMB0000000RIM8MAO","Points","Ultra High Net Worth Millenials","Current_Accrued_Points:631,DaysSinceLastTransaction:80","New York","2021-08-21T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcqOIAS","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NY","Web",,,"Member_State_City:NY - New York,Membership_Duration:149","0lMB0000000RIM8MAO","NonQualifying","49 - 12",,,"Member_State_City:NY - New York,Current_Accrued_Points:631","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_485",,"2021-08-21T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12","Ultra High Net Worth Gen Z","false","NY - New York","2021-06-13","Silver","2021-08-21T00:00:00.000Z",4,0,5,4,88.77,3511,1000,1308,0,-1519.51,4,,,1308,0,1,1308,0,1308,0,0,80,1308,,,149,631,10,,1,1308,1074.4,1308,-759.71,1308,0,0,,0,1,,7,,631,3549,0,1308,1,631,1308,1,1,1308
